Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000130165,ELOF1,26,-0.7508,51,0.32089,37,-0.1879,42,0.00200,48,0.22969,47,0.22956,40,-0.0748,31,-0.4653,48,0.23061
ENSG00000198551,ZNF627,5,-0.8820,24,1.57050,12,0.36956,10,0.08436,9,-0.0689,7,-0.4911,4,-1.1101,8,-0.1275,7,-0.4332
ENSG00000173875,ZNF791,34,0.37754,49,1.00020,28,0.08811,21,-0.3532,24,-0.1706,28,0.10316,16,-0.8013,19,-0.5369,20,-0.4803
ENSG00000123154,WDR83,10,-0.6436,14,-0.0943,19,0.35620,17,0.20290,17,0.24153,14,-0.0760,11,-0.4685,19,0.34826,14,-0.0758
ENSG00000105583,WDR83OS,198,0.66738,142,0.11893,126,-0.0734,147,0.17311,160,0.31303,114,-0.2594,111,-0.2661,83,-0.7132,123,-0.1092
ENSG00000095059,DHPS,51,-0.3703,72,0.17520,63,-0.0434,56,-0.2230,74,0.21391,92,0.67059,62,-0.0623,45,-0.5555,38,-0.8034
ENSG00000132004,FBXW9,4,-1.3032,8,-0.1502,15,0.78298,11,0.22131,11,0.26326,9,-0.1266,11,0.30728,5,-0.9936,11,0.19770
ENSG00000105576,TNPO2,70,-0.9270,140,0.15932,133,0.08299,74,-0.8253,104,-0.3127,151,0.33066,117,-0.1204,143,0.19380,182,0.59021
ENSG00000123144,TRIR,252,0.33107,225,0.14962,186,-0.1540,239,0.24642,168,-0.3125,199,-0.0532,199,-0.0457,184,-0.1717,199,-0.0465
ENSG00000198356,GET3,52,-0.8453,82,-0.1211,95,0.10665,114,0.40290,114,0.40283,99,0.19944,91,0.03853,58,-0.6536,84,-0.0887
ENSG00000095066,HOOK2,9,-0.2313,10,-0.0970,13,0.29089,3,-1.7003,9,-0.2212,8,-0.5047,4,-1.3589,14,0.36099,30,1.68694
ENSG00000171223,JUNB,38,-0.0007,37,-0.0406,39,0.03549,43,0.19245,47,0.34097,42,0.18066,26,-0.6159,34,-0.1877,33,-0.2213
ENSG00000167815,PRDX2,266,-0.8729,425,-0.1442,540,0.24049,454,-0.0405,459,-0.0212,580,0.41067,414,-0.1872,437,-0.1007,498,0.10883
ENSG00000132026,RTBDN,2,-3.2325,6,-1.4666,35,1.20504,8,-1.1464,28,0.80789,25,0.71877,7,-1.3275,19,0.16460,15,-0.1599
ENSG00000105613,MAST1,13,-2.6319,71,-0.0695,112,0.68129,45,-0.7644,73,-0.0096,85,0.25715,50,-0.6154,77,0.06613,128,0.91031
ENSG00000105612,DNASE2,24,0.54690,11,-0.6037,18,0.07865,4,-1.9252,14,-0.3025,18,0.10704,29,0.85053,16,-0.1457,18,0.09074
ENSG00000105607,GCDH,18,0.46820,12,-0.1318,15,0.19038,9,-0.5317,9,-0.6471,10,-0.4777,20,0.64666,15,0.21341,15,0.15454
ENSG00000179115,FARSA,31,-1.3281,59,-0.3479,97,0.44240,61,-0.2885,79,0.10898,102,0.61455,52,-0.5299,69,-0.1019,84,0.20704
ENSG00000179218,CALR,276,0.64271,234,0.36521,156,-0.2861,191,0.03683,217,0.24645,159,-0.2805,164,-0.2069,165,-0.1990,145,-0.3948
ENSG00000179262,RAD23A,97,-0.5757,176,0.36824,171,0.32427,117,-0.2806,153,0.14522,177,0.43320,102,-0.5008,105,-0.4547,126,-0.1738
ENSG00000179271,GADD45GIP1,139,-0.6498,220,0.06466,201,-0.0772,217,0.04234,247,0.25756,217,0.04793,234,0.17016,178,-0.2682,240,0.20576
ENSG00000008441,NFIX,319,1.29152,240,0.78457,134,-0.1723,72,-1.1324,96,-0.6843,102,-0.6572,127,-0.2595,139,-0.1102,161,0.12045
ENSG00000104907,TRMT1,19,-0.1926,30,0.54882,21,-0.0256,16,-0.4116,28,0.42424,16,-0.5195,16,-0.4641,25,0.22278,28,0.40821
ENSG00000160877,NACC1,28,-0.6635,32,-0.4656,42,-0.0184,67,0.72999,45,0.08201,46,0.11043,43,-0.0058,44,0.04691,36,-0.2556
ENSG00000104915,STX10,26,0.39107,24,0.26092,21,0.06668,22,0.13228,26,0.38403,18,-0.2318,27,0.44386,12,-0.8166,10,-1.0860
ENSG00000160888,IER2,15,-0.3089,22,0.22996,20,0.08269,10,-0.9756,6,-1.5676,25,0.51594,17,-0.1757,19,-0.0031,29,0.72113
ENSG00000141837,CACNA1A,11,-2.9061,22,-1.9222,100,0.40339,63,-0.3299,85,0.13691,101,0.46829,42,-0.9458,160,1.21099,96,0.33038
ENSG00000104957,CCDC130,23,0.79140,8,-0.7761,13,-0.0897,19,0.49943,10,-0.5303,16,0.26531,11,-0.3369,12,-0.1852,10,-0.4518
ENSG00000104979,C19orf53,179,0.02900,121,-0.5874,145,-0.3125,233,0.45447,200,0.20271,180,0.04339,156,-0.1963,157,-0.1790,210,0.28260
ENSG00000187556,NANOS3,11,-1.7401,16,-1.1308,35,0.01559,22,-0.7139,51,0.63438,52,0.76895,42,0.30206,35,0.00653,30,-0.1969
ENSG00000132024,CC2D1A,19,-0.3154,39,0.84421,19,-0.3549,16,-0.5351,31,0.46071,19,-0.3643,14,-0.7777,29,0.35303,28,0.29794
ENSG00000132017,DCAF15,7,-0.4454,18,1.17542,8,-0.2392,6,-0.6632,11,0.38792,9,0.01915,7,-0.3318,4,-0.9954,10,0.14442
ENSG00000141854,MISP3,19,-0.3652,30,0.35933,17,-0.5490,31,0.39730,26,0.12184,24,0.00793,25,0.02704,19,-0.3466,26,0.10580
ENSG00000141858,SAMD1,61,0.62972,66,0.77255,31,-0.4582,40,-0.0632,20,-1.0858,46,0.21761,34,-0.3208,32,-0.3838,36,-0.2089
ENSG00000072062,PRKACA,44,-1.2334,99,0.03955,136,0.55537,91,-0.0960,119,0.33355,113,0.28652,66,-0.5919,87,-0.1668,100,0.04192
ENSG00000072071,ADGRL1,51,-1.5405,113,-0.3277,195,0.54716,109,-0.3930,183,0.44384,143,0.04286,94,-0.6227,219,0.74419,145,0.06129
ENSG00000123136,DDX39A,24,1.30808,17,0.73843,8,-0.3842,6,-0.9341,10,-0.1190,9,-0.3238,7,-0.5534,7,-0.6830,11,0.00054
ENSG00000123143,PKN1,49,0.88140,21,-0.5055,17,-0.7538,23,-0.3583,27,-0.0903,29,0.04484,40,0.52964,19,-0.6213,32,0.16560
ENSG00000123159,GIPC1,79,0.49786,68,0.23085,46,-0.3743,42,-0.5029,62,0.08369,57,-0.0351,44,-0.4423,41,-0.5675,88,0.67374
ENSG00000132002,DNAJB1,85,0.22268,90,0.32151,76,0.05526,66,-0.1789,49,-0.6201,87,0.30000,50,-0.5888,51,-0.5744,95,0.42013
ENSG00000099797,TECR,286,0.74861,274,0.67799,158,-0.2179,114,-0.7261,147,-0.3371,160,-0.2191,190,0.06974,144,-0.3673,182,0.00348
ENSG00000099795,NDUFB7,276,-0.1316,254,-0.2588,306,0.03449,371,0.34524,273,-0.1487,260,-0.2515,337,0.18814,310,0.05653,349,0.24688
ENSG00000105143,SLC1A6,2,-3.0080,20,0.06331,30,0.74966,31,0.80504,17,-0.1979,23,0.31004,15,-0.4070,19,0.00425,11,-0.8029
ENSG00000105135,ILVBL,42,0.67470,33,0.24842,32,0.19369,24,-0.2553,24,-0.2162,21,-0.4613,26,-0.1050,22,-0.3876,34,0.32215
ENSG00000074181,NOTCH3,23,1.09019,6,-0.9268,4,-1.5000,5,-1.1593,1,-3.1054,6,-1.0182,15,0.38991,10,-0.2538,40,2.17002
ENSG00000141867,BRD4,86,-0.3952,114,0.05271,130,0.27431,66,-0.8059,91,-0.3071,100,-0.1615,59,-0.9700,219,1.15679,136,0.33912
ENSG00000105127,AKAP8,12,-0.8224,16,-0.3665,21,0.06350,16,-0.3341,34,0.83593,25,0.35312,16,-0.3849,19,-0.1180,20,-0.0376
ENSG00000011243,AKAP8L,47,0.29267,43,0.15713,50,0.38929,46,0.24765,37,-0.0740,31,-0.3883,31,-0.3700,41,0.07404,34,-0.2278
ENSG00000011451,WIZ,13,-0.9161,32,0.43564,23,-0.1122,28,0.20689,22,-0.2017,25,0.05950,33,0.46385,21,-0.2130,22,-0.1377
ENSG00000167460,TPM4,103,0.85614,75,0.31989,58,-0.0954,54,-0.1909,46,-0.4470,58,-0.0929,39,-0.6966,49,-0.3564,73,0.27602
ENSG00000167461,RAB8A,25,0.47323,21,0.23909,12,-0.6520,22,0.26819,20,0.12239,17,-0.0964,17,-0.1048,15,-0.2782,17,-0.1438
ENSG00000105058,FAM32A,46,-1.0911,64,-0.5700,109,0.26853,67,-0.4995,107,0.22913,112,0.35399,90,-0.0452,101,0.13461,117,0.38328
ENSG00000072958,AP1M1,38,-1.3418,81,-0.1646,113,0.35517,99,0.15120,130,0.59384,101,0.19406,55,-0.7649,85,-0.0982,101,0.18475
ENSG00000127527,EPS15L1,13,-0.7346,32,0.68994,24,0.25106,16,-0.3956,26,0.38544,20,-0.0340,10,-1.0524,22,0.07004,23,0.18914
ENSG00000085872,CHERP,17,-1.0750,55,0.76737,39,0.18610,29,-0.2731,35,0.02663,42,0.36519,22,-0.7011,29,-0.3007,36,0.03910
ENSG00000127526,SLC35E1,28,-0.4128,25,-0.5759,41,0.19770,31,-0.2551,35,-0.0785,49,0.56106,21,-0.8521,39,0.11986,46,0.36293
ENSG00000214046,SMIM7,76,0.43833,57,-0.0301,55,-0.0831,65,0.19206,55,-0.0823,62,0.12747,59,0.01368,41,-0.5492,48,-0.3049
ENSG00000269044,AC024075.2,8,-0.2797,8,-0.3398,15,0.66930,9,-0.2054,7,-0.4425,8,-0.2407,15,0.64187,7,-0.5396,13,0.40701
ENSG00000072954,TMEM38A,13,-1.8572,54,0.24044,60,0.40811,52,0.18272,115,1.55909,44,-0.0754,31,-0.6222,31,-0.6354,19,-1.3690
ENSG00000127511,SIN3B,20,-1.6628,75,0.36036,100,0.83849,70,0.24409,74,0.33195,56,-0.1135,36,-0.7789,60,-0.0105,53,-0.1916
ENSG00000099331,MYO9B,66,2.51216,32,1.10618,8,-1.0957,6,-1.4444,8,-1.0372,7,-1.3718,7,-1.2314,11,-0.6599,13,-0.3527
ENSG00000053501,USE1,57,0.20014,53,0.08983,50,-0.0242,56,0.15945,38,-0.4276,52,0.05571,51,0.01346,42,-0.2731,53,0.07168
ENSG00000099330,OCEL1,19,0.05886,12,-0.5926,19,0.03535,12,-0.6822,23,0.33379,19,0.09414,23,0.38460,22,0.27186,15,-0.3108
ENSG00000160113,NR2F6,16,-1.4770,16,-1.4828,51,0.33318,37,-0.2005,55,0.45715,57,0.58339,49,0.24157,38,-0.1577,42,0.01399
ENSG00000105393,BABAM1,68,-0.7603,98,-0.1956,136,0.33133,110,-0.0133,131,0.26866,147,0.52300,69,-0.7318,96,-0.2283,107,-0.0570
ENSG00000127220,ABHD8,14,-2.7691,74,-0.3376,120,0.45217,122,0.47594,96,0.08016,103,0.21531,128,0.55799,68,-0.4562,84,-0.1369
ENSG00000130312,MRPL34,52,-0.6214,65,-0.2748,88,0.20753,87,0.18047,117,0.68035,87,0.21498,70,-0.1674,51,-0.6436,70,-0.1591
ENSG00000130311,DDA1,45,-1.0233,46,-1.0093,99,0.19952,118,0.48403,134,0.69925,95,0.15098,80,-0.1354,69,-0.3724,94,0.11171
ENSG00000074855,ANO8,23,0.64647,12,-0.4258,18,0.26609,10,-0.6109,10,-0.6051,20,0.46979,10,-0.5711,10,-0.6080,19,0.38852
ENSG00000130299,GTPBP3,12,0.18591,12,0.27949,13,0.38916,7,-0.5389,7,-0.5441,11,0.04636,10,-0.0353,13,0.35415,7,-0.5029
ENSG00000130303,BST2,77,2.43352,41,1.17306,4,-2.1966,8,-1.3161,5,-1.9500,6,-1.9181,18,-0.2109,15,-0.4986,22,0.11919
ENSG00000141971,MVB12A,24,1.08758,30,1.49707,6,-1.0766,13,0.05141,6,-0.9746,7,-0.8091,16,0.45988,5,-1.4206,8,-0.6499
ENSG00000130304,SLC27A1,67,1.54421,35,0.39481,22,-0.3214,26,-0.1010,11,-1.3835,17,-0.7955,31,0.21657,21,-0.4171,26,-0.0926
ENSG00000130313,PGLS,51,0.71896,38,0.24008,25,-0.4040,25,-0.3883,33,0.04303,32,-0.0448,33,0.03620,26,-0.3252,30,-0.1306
ENSG00000130309,COLGALT1,7,-0.6267,23,1.17443,10,-0.1367,8,-0.6034,12,0.06854,11,-0.0359,9,-0.3213,8,-0.4653,13,0.23849
ENSG00000130477,UNC13A,3,-5.4680,98,-0.3397,177,0.62092,152,0.36733,165,0.50351,127,0.08882,97,-0.3540,152,0.36605,114,-0.0967
ENSG00000130479,MAP1S,45,-1.0957,71,-0.4070,142,0.70143,114,0.33946,157,0.87604,87,-0.1068,84,-0.1464,60,-0.6787,77,-0.2949
ENSG00000130475,FCHO1,46,1.89804,23,0.62630,14,-0.1416,12,-0.4406,10,-0.7199,10,-0.7053,5,-1.6495,11,-0.4953,14,-0.1649
ENSG00000105640,RPL18A,1197,1.21302,696,0.28252,336,-0.8634,530,-0.1547,430,-0.4836,417,-0.5866,691,0.27116,420,-0.5186,709,0.31282
ENSG00000007080,CCDC124,79,-0.3490,131,0.46024,102,0.05567,80,-0.3304,110,0.18459,106,0.13834,96,-0.0485,95,-0.0489,79,-0.3427
ENSG00000105642,KCNN1,10,-2.1135,31,-0.4511,40,-0.0697,52,0.35166,37,-0.1903,40,-0.0615,59,0.57176,65,0.72545,42,0.01534
ENSG00000105643,ARRDC2,61,2.38559,30,1.00282,16,-0.0079,11,-0.5557,16,-0.0360,6,-1.6296,6,-1.4273,6,-1.5634,5,-1.7330
ENSG00000099308,MAST3,115,-1.1404,207,-0.2404,292,0.31804,349,0.60920,365,0.68700,222,-0.1392,217,-0.1605,280,0.24506,134,-0.9071
ENSG00000105647,PIK3R2,40,-0.7951,69,0.04499,65,-0.0511,70,0.07524,58,-0.2260,78,0.27867,91,0.49678,45,-0.6142,75,0.19254
ENSG00000254858,MPV17L2,7,-0.5778,9,-0.1762,11,0.07485,16,0.66879,13,0.37555,11,0.01566,13,0.32063,9,-0.2966,5,-0.9677
ENSG00000105649,RAB3A,53,-2.9854,350,-0.1633,538,0.53552,333,-0.2383,606,0.73859,555,0.68441,227,-0.8346,376,-0.0496,281,-0.5072
ENSG00000130522,JUND,285,-0.2421,418,0.37575,277,-0.2844,233,-0.5535,293,-0.1966,331,0.00028,271,-0.3211,418,0.37576,458,0.52758
ENSG00000130520,LSM4,90,-0.8723,152,-0.0684,190,0.29584,92,-0.8445,226,0.58242,178,0.21718,122,-0.4139,188,0.28043,166,0.07803
ENSG00000130517,PGPEP1,26,1.19869,8,-0.6512,11,-0.2148,18,0.54721,8,-0.7188,7,-0.9340,10,-0.3298,17,0.43153,14,0.19970
ENSG00000130511,SSBP4,28,-2.1414,67,-0.8418,93,-0.3385,161,0.53604,174,0.66779,154,0.53742,148,0.39707,93,-0.3436,84,-0.4943
ENSG00000105655,ISYNA1,2,-2.1209,13,0.22243,12,0.13644,12,0.08317,8,-0.4408,14,0.38497,13,0.24703,10,-0.0876,12,0.20086
ENSG00000105701,FKBP8,244,-0.5796,322,-0.1432,354,0.00703,264,-0.4566,337,-0.0718,406,0.26251,316,-0.1707,511,0.61228,362,0.04280
ENSG00000105700,KXD1,62,0.27087,55,0.07348,57,0.12763,55,0.08054,51,-0.0519,49,-0.1420,58,0.14082,44,-0.2966,47,-0.1657
ENSG00000221983,UBA52,1112,1.09251,657,0.19968,431,-0.4697,568,-0.0336,456,-0.3821,445,-0.4626,518,-0.1810,540,-0.1146,631,0.13353
ENSG00000006016,CRLF1,0,-5.2901,0,-6.6126,9,-1.2687,72,2.30012,39,1.10786,15,-0.5362,45,1.35050,3,-2.9069,4,-2.2614
ENSG00000006015,REX1BD,105,-0.2469,135,0.15267,146,0.27534,139,0.20264,121,-0.0255,115,-0.1114,115,-0.1000,103,-0.2750,133,0.12645
ENSG00000105696,TMEM59L,88,-3.0979,665,-0.0540,968,0.55986,946,0.52006,1018,0.64439,832,0.35056,442,-0.6944,518,-0.4485,572,-0.2938
ENSG00000167487,KLHL26,12,-0.8311,21,-0.0425,24,0.17077,29,0.53351,42,1.14738,21,-0.0078,22,0.08139,12,-0.9106,7,-1.5532
ENSG00000105662,CRTC1,17,-2.0057,77,0.27964,67,0.05000,77,0.27902,49,-0.4403,71,0.14998,78,0.29290,65,-0.0097,78,0.29840
ENSG00000005007,UPF1,45,0.13318,65,0.75355,44,0.09677,38,-0.1217,45,0.13323,41,-0.0238,28,-0.5826,24,-0.8415,42,0.02075
ENSG00000223802,CERS1,98,0.88563,52,-0.1545,60,0.07921,47,-0.3150,63,0.14276,50,-0.2559,78,0.49377,39,-0.6114,38,-0.6434
ENSG00000105669,COPE,163,0.26678,127,-0.1355,140,0.02382,172,0.36208,138,0.00562,131,-0.0878,133,-0.0518,131,-0.0764,111,-0.3371
ENSG00000105671,DDX49,31,0.17365,23,-0.3149,34,0.30982,22,-0.3493,37,0.45174,39,0.64050,20,-0.5051,13,-1.1234,20,-0.5206
ENSG00000051128,HOMER3,63,2.48992,23,0.60564,3,-2.5031,9,-0.8136,3,-2.2537,9,-0.9169,16,0.01738,10,-0.6728,14,-0.2314
ENSG00000064607,SUGP2,55,-0.7363,63,-0.5147,107,0.31286,107,0.31765,99,0.19093,115,0.49576,53,-0.8030,80,-0.1564,87,-0.0211
ENSG00000105676,ARMC6,13,-0.8774,26,0.15602,33,0.52280,22,-0.1075,29,0.29821,28,0.27266,19,-0.3986,20,-0.2472,21,-0.2368
ENSG00000181035,SLC25A42,10,-0.6074,12,-0.4356,19,0.32831,16,0.04928,21,0.44185,18,0.21791,8,-1.0640,15,-0.1018,20,0.42600
ENSG00000064545,TMEM161A,9,-0.3810,8,-0.6295,15,0.32027,11,-0.1336,13,0.15230,14,0.27131,11,-0.0975,11,-0.1085,13,0.17379
ENSG00000254901,BORCS8,11,-2.1286,39,-0.3265,59,0.34314,52,0.11968,66,0.51912,61,0.44740,38,-0.3752,47,-0.0297,45,-0.1002
ENSG00000064490,RFXANK,47,1.29553,16,-0.5121,20,-0.1582,21,-0.0496,11,-1.0868,20,-0.1523,25,0.23366,18,-0.3193,21,-0.0774
ENSG00000130287,NCAN,64,-0.6294,61,-0.7235,66,-0.5926,137,0.57508,74,-0.4218,103,0.12591,175,0.99420,66,-0.6038,115,0.28206
ENSG00000187664,HAPLN4,1,-4.1447,0,-4.7478,13,-0.9120,49,1.22453,54,1.39570,32,0.57314,26,0.16729,15,-0.7402,13,-0.8745
ENSG00000105705,SUGP1,17,-0.0834,25,0.50709,16,-0.2148,19,0.08375,22,0.29555,19,0.03983,15,-0.2637,14,-0.3759,16,-0.2044
ENSG00000129933,MAU2,48,1.27570,41,0.99982,25,0.15598,19,-0.2944,16,-0.4771,15,-0.6839,8,-1.4611,11,-1.0629,26,0.22751
ENSG00000167491,GATAD2A,13,0.15802,10,-0.2470,7,-0.7650,12,-0.0020,6,-1.0508,13,0.20225,16,0.44773,14,0.26558,14,0.28364
ENSG00000186010,NDUFA13,545,-0.0952,622,0.11505,524,-0.1589,541,-0.1071,608,0.07875,618,0.11912,673,0.24358,503,-0.2244,537,-0.1210
ENSG00000250067,YJEFN3,18,-2.7252,51,-1.2472,111,-0.0419,225,1.14888,265,1.44672,98,-0.2577,141,0.34956,65,-0.8612,64,-0.8887
ENSG00000105726,ATP13A1,18,-0.3293,22,-0.0269,30,0.47370,14,-0.7130,33,0.66178,28,0.42133,13,-0.8560,16,-0.4505,20,-0.1693
ENSG00000081665,ZNF506,25,0.44187,21,0.16564,19,-0.0450,26,0.45639,17,-0.1473,20,0.08643,10,-0.9342,15,-0.4216,18,-0.0645
ENSG00000188171,ZNF626,7,-0.8797,5,-1.2047,19,0.78209,8,-0.5760,17,0.54342,13,0.21821,10,-0.3048,16,0.48459,10,-0.2482
ENSG00000160352,ZNF714,10,-0.1754,4,-1.4784,7,-0.6009,11,-0.0440,11,-0.0291,11,0.02472,7,-0.5856,19,0.90989,18,0.81948
ENSG00000196268,ZNF493,14,0.47128,18,0.87098,9,-0.2024,7,-0.5371,10,-0.1727,7,-0.6818,7,-0.7125,14,0.37473,13,0.35545
ENSG00000197013,ZNF429,18,0.34159,18,0.34266,16,0.17124,8,-0.9210,10,-0.6066,12,-0.3904,11,-0.4383,20,0.50333,22,0.62651
ENSG00000167232,ZNF91,44,-0.6021,78,0.30500,46,-0.5345,58,-0.1557,45,-0.5675,47,-0.5244,67,0.07604,117,1.00077,93,0.60539
ENSG00000213096,ZNF254,13,0.18361,23,1.18321,8,-0.5016,17,0.62376,12,0.09728,7,-0.8174,11,-0.0810,7,-0.6826,9,-0.4084
ENSG00000261824,LINC00662,28,-0.0118,23,-0.2831,43,0.70841,21,-0.4789,27,-0.0611,28,-0.0182,21,-0.4093,24,-0.2233,37,0.44302
ENSG00000267575,AC006504.5,9,-0.1273,7,-0.5575,11,0.18025,5,-1.1542,17,0.86387,10,0.02109,7,-0.5025,11,0.11997,13,0.38998
ENSG00000169021,UQCRFS1,96,-1.3514,262,0.19901,292,0.38052,227,-0.0280,361,0.73267,210,-0.1741,184,-0.3575,217,-0.1012,254,0.14809
ENSG00000187135,VSTM2B,41,-0.1631,62,0.48216,61,0.45523,59,0.41385,56,0.32554,46,0.02596,24,-1.0063,35,-0.4396,28,-0.7744
ENSG00000105171,POP4,32,-0.2329,26,-0.5300,49,0.46624,36,-0.0234,47,0.40785,45,0.36409,25,-0.6162,29,-0.3758,34,-0.1299
ENSG00000131943,C19orf12,23,-1.3560,69,0.33271,86,0.68811,53,-0.1049,65,0.23690,51,-0.1816,47,-0.2934,78,0.51897,41,-0.4902
ENSG00000105176,URI1,77,0.75467,51,0.07242,47,-0.0461,37,-0.4398,40,-0.3153,55,0.21711,33,-0.6298,43,-0.1997,50,0.03650
ENSG00000198597,ZNF536,102,2.62090,48,1.11530,6,-2.0841,27,0.13111,3,-2.9799,11,-1.3435,12,-1.1356,6,-1.9673,21,-0.2280
ENSG00000121297,TSHZ3,4,-2.4613,47,1.37335,32,0.71748,12,-0.7720,18,-0.1961,22,0.11000,7,-1.6695,29,0.55119,14,-0.6417
ENSG00000168813,ZNF507,20,0.55993,14,0.06778,14,0.02995,10,-0.4880,17,0.37317,14,0.05022,4,-1.7184,8,-0.7723,22,0.71751
ENSG00000178904,DPY19L3,25,0.69160,29,0.94892,9,-0.9218,8,-1.1292,7,-1.2117,17,0.07023,23,0.53146,12,-0.5072,17,0.04652
ENSG00000105185,PDCD5,93,-0.6190,120,-0.2116,133,-0.0559,190,0.53037,143,0.06491,145,0.09461,130,-0.0955,122,-0.1858,154,0.18469
ENSG00000105186,ANKRD27,7,-0.5496,5,-0.9901,18,0.94917,11,0.10422,13,0.36367,9,-0.1980,12,0.23400,10,-0.0108,7,-0.4707
ENSG00000121289,CEP89,14,-0.1519,38,1.56054,9,-0.7336,13,-0.2701,8,-0.8509,16,0.08598,10,-0.5780,10,-0.6719,17,0.19805
ENSG00000130881,LRP3,11,-1.3573,20,-0.4539,26,-0.0227,28,0.08031,20,-0.4222,27,0.01751,37,0.54764,31,0.22841,39,0.62485
ENSG00000130876,SLC7A10,1,-3.6692,7,-0.6945,7,-0.6776,12,0.03524,6,-0.8606,11,-0.0480,24,1.19045,17,0.61382,19,0.77679
ENSG00000245848,CEBPA,26,1.12347,8,-0.6535,13,-0.0209,19,0.64024,21,0.76222,9,-0.5959,14,0.11810,7,-0.9683,4,-1.7978
ENSG00000153879,CEBPG,6,-1.7873,21,0.00512,26,0.35827,20,-0.0092,29,0.57080,25,0.32269,19,-0.1266,15,-0.5312,21,0.01246
ENSG00000124299,PEPD,87,0.64715,52,-0.1890,70,0.29074,47,-0.3357,68,0.25016,56,-0.0806,54,-0.1414,36,-0.7684,60,0.02741
ENSG00000124302,CHST8,2,-2.3027,3,-1.4626,22,1.54215,1,-2.7278,7,-0.4528,11,0.42179,5,-0.8906,16,0.97655,10,0.24468
ENSG00000153885,KCTD15,14,0.01379,3,-2.1100,8,-0.9070,39,1.74418,10,-0.4816,16,0.24595,21,0.60893,9,-0.7354,5,-1.5321
ENSG00000257103,LSM14A,62,0.65099,55,0.46911,52,0.35470,35,-0.2547,32,-0.4195,40,-0.0715,38,-0.1340,29,-0.5767,32,-0.3856
ENSG00000166398,KIAA0355,31,1.63450,31,1.58912,8,-0.5060,9,-0.4107,4,-1.5681,6,-0.9935,7,-0.8419,10,-0.2003,6,-1.1070
ENSG00000105220,GPI,115,-1.8688,337,-0.2347,691,0.95252,401,0.04453,482,0.34251,417,0.11745,256,-0.6603,401,0.04082,388,-0.0109
ENSG00000126249,PDCD2L,10,-0.0189,15,0.60358,16,0.67432,11,0.08887,12,0.14749,11,0.09263,11,0.10109,2,-2.2548,5,-1.0435
ENSG00000126261,UBA2,58,-0.3546,81,0.19147,107,0.63894,82,0.20192,82,0.20502,73,0.01758,56,-0.3842,55,-0.4194,55,-0.4341
ENSG00000089335,ZNF302,75,0.88828,70,0.76693,44,-0.0050,28,-0.6813,42,-0.0502,39,-0.2087,39,-0.1895,25,-0.8685,37,-0.2577
ENSG00000197841,ZNF181,11,0.44727,9,0.09249,7,-0.3866,6,-0.5019,10,0.18071,7,-0.2627,8,-0.1773,9,0.12797,11,0.41973
ENSG00000089351,GRAMD1A,23,-0.4624,35,0.21354,34,0.15524,44,0.56814,36,0.24126,37,0.36281,18,-0.8199,20,-0.6651,23,-0.4413
ENSG00000105711,SCN1B,23,-1.7550,9,-3.0556,75,0.06774,82,0.20975,115,0.76960,110,0.79851,55,-0.4188,80,0.16468,63,-0.2221
ENSG00000153902,LGI4,79,0.47304,32,-0.9449,65,0.15829,42,-0.5145,87,0.63439,49,-0.3116,69,0.26134,53,-0.1476,62,0.09194
ENSG00000266964,FXYD1,211,0.27179,158,-0.1850,122,-0.5967,210,0.27082,105,-0.8183,144,-0.3660,329,1.02791,162,-0.1460,193,0.12895
ENSG00000221946,FXYD7,47,-2.3155,237,0.15242,266,0.33721,197,-0.1450,356,0.82935,236,0.16121,177,-0.3172,202,-0.1076,205,-0.0797
ENSG00000105698,USF2,138,0.64157,113,0.30966,97,0.06151,85,-0.1593,62,-0.6304,76,-0.3529,103,0.15559,89,-0.0708,94,0.00583
ENSG00000105695,MAG,901,4.96538,226,1.12609,7,-4.1498,3,-5.3312,1,-6.1019,2,-5.9266,2,-5.9447,4,-4.7368,9,-3.8145
ENSG00000105677,TMEM147,86,0.13434,98,0.34767,84,0.09224,91,0.22149,66,-0.2934,92,0.26381,56,-0.5438,74,-0.1066,54,-0.5958
ENSG00000126254,RBM42,66,0.84802,49,0.33012,35,-0.1745,35,-0.1825,27,-0.6148,40,0.03444,31,-0.3694,40,0.01228,32,-0.3436
ENSG00000126267,COX6B1,390,-0.5091,486,-0.1667,563,0.06851,619,0.22394,501,-0.1174,649,0.34385,584,0.12812,471,-0.2149,479,-0.1878
ENSG00000272333,KMT2B,22,0.51873,4,-1.8233,14,-0.1591,6,-1.4345,12,-0.4763,16,-0.0102,13,-0.2613,22,0.52120,33,1.23274
ENSG00000161265,U2AF1L4,12,-0.5391,18,0.04213,22,0.39365,20,0.25706,20,0.25898,15,-0.2405,13,-0.4718,16,-0.0810,21,0.30191
ENSG00000205155,PSENEN,50,-0.1598,71,0.40607,56,0.04063,56,0.02453,93,0.87073,50,-0.1633,46,-0.2869,31,-0.8932,47,-0.2431
