feature,value,ctype,gene_name,ENTREZID,abs_value,weight_pos,datatype,rank,GO_group
ENSG00000091436,-1.7974663972854614,Oligo.4,MAP3K20,51776,1.7974663972854614,FALSE,snRNA-seq,22,Oligo4_F4-
ENSG00000139117,-1.79704749584198,Oligo.4,CPNE8,144402,1.79704749584198,FALSE,snRNA-seq,23,Oligo4_F4-
ENSG00000139438,1.7956509590148926,Oligo.3,FAM222A,84915,1.7956509590148926,TRUE,snRNA-seq,49,Oligo3_F4+
ENSG00000182621,-1.7933131456375122,Oligo.4,PLCB1,23236,1.7933131456375122,FALSE,snRNA-seq,24,Oligo4_F4-
ENSG00000182621,-1.7933131456375122,Oligo.4,PLCB1,105372522,1.7933131456375122,FALSE,snRNA-seq,25,Oligo4_F4-
ENSG00000152767,-1.7894865274429321,Oligo.4,FARP1,10160,1.7894865274429321,FALSE,snRNA-seq,26,Oligo4_F4-
ENSG00000153714,1.7889024019241333,Oligo.5,LURAP1L,286343,1.7889024019241333,TRUE,snRNA-seq,16,Oligo5_F4+
ENSG00000125851,-1.7869820594787598,vWMd,PCSK2,5126,1.7869820594787598,FALSE,Visium,16,vWMd_F4-
ENSG00000183049,-1.7852177619934082,Oligo.4,CAMK1D,57118,1.7852177619934082,FALSE,snRNA-seq,27,Oligo4_F4-
ENSG00000130477,-1.7821317911148071,vWMd,UNC13A,23025,1.7821317911148071,FALSE,Visium,17,vWMd_F4-
ENSG00000284377,1.7815418243408203,Oligo.3,AL589669.1,105373347,1.7815418243408203,TRUE,snRNA-seq,50,Oligo3_F4+
ENSG00000162687,-1.7815043926239014,Oligo.4,KCNT2,343450,1.7815043926239014,FALSE,snRNA-seq,28,Oligo4_F4-
ENSG00000167680,-1.7806520462036133,vWMd,SEMA6B,10501,1.7806520462036133,FALSE,Visium,18,vWMd_F4-
ENSG00000188092,1.7762216329574585,Oligo.5,GPR89B,51463,1.7762216329574585,TRUE,snRNA-seq,17,Oligo5_F4+
ENSG00000188092,1.7762216329574585,Oligo.5,GPR89B,653519,1.7762216329574585,TRUE,snRNA-seq,18,Oligo5_F4+
ENSG00000121211,1.7753188610076904,Oligo.5,MND1,84057,1.7753188610076904,TRUE,snRNA-seq,19,Oligo5_F4+
ENSG00000103154,-1.774053931236267,vWMd,NECAB2,54550,1.774053931236267,FALSE,Visium,19,vWMd_F4-
ENSG00000225376,1.7728041410446167,Oligo.5,TMEM246-AS1,101928470,1.7728041410446167,TRUE,snRNA-seq,20,Oligo5_F4+
ENSG00000206053,1.7719660997390747,Oligo.5,JPT2,90861,1.7719660997390747,TRUE,snRNA-seq,21,Oligo5_F4+
ENSG00000237994,1.7693979740142822,Oligo.5,AC003659.1,NA,1.7693979740142822,TRUE,snRNA-seq,22,Oligo5_F4+
ENSG00000197993,1.7649774551391602,Oligo.5,KEL,3792,1.7649774551391602,TRUE,snRNA-seq,23,Oligo5_F4+
ENSG00000048740,-1.763373851776123,Oligo.4,CELF2,10659,1.763373851776123,FALSE,snRNA-seq,29,Oligo4_F4-
ENSG00000081189,-1.7632386684417725,Oligo.4,MEF2C,4208,1.7632386684417725,FALSE,snRNA-seq,30,Oligo4_F4-
ENSG00000108389,1.7624377012252808,Oligo.5,MTMR4,9110,1.7624377012252808,TRUE,snRNA-seq,24,Oligo5_F4+
ENSG00000166532,-1.7604246139526367,Oligo.4,RIMKLB,57494,1.7604246139526367,FALSE,snRNA-seq,31,Oligo4_F4-
ENSG00000154556,-1.7601219415664673,Oligo.4,SORBS2,8470,1.7601219415664673,FALSE,snRNA-seq,32,Oligo4_F4-
ENSG00000167755,1.7589356899261475,vWMd,KLK6,5653,1.7589356899261475,TRUE,Visium,5,vWMd_F4+
ENSG00000224189,1.7554819583892822,Oligo.5,HAGLR,401022,1.7554819583892822,TRUE,snRNA-seq,25,Oligo5_F4+
ENSG00000115414,-1.7542448043823242,Oligo.4,FN1,2335,1.7542448043823242,FALSE,snRNA-seq,33,Oligo4_F4-
ENSG00000286625,1.7505296468734741,Oligo.5,AC113370.1,NA,1.7505296468734741,TRUE,snRNA-seq,26,Oligo5_F4+
ENSG00000070808,-1.7462612390518188,vWMd,CAMK2A,815,1.7462612390518188,FALSE,Visium,20,vWMd_F4-
ENSG00000175305,1.7448402643203735,Oligo.5,CCNE2,9134,1.7448402643203735,TRUE,snRNA-seq,27,Oligo5_F4+
ENSG00000140471,1.740850567817688,Oligo.5,LINS1,55180,1.740850567817688,TRUE,snRNA-seq,28,Oligo5_F4+
ENSG00000101049,1.7398425340652466,Oligo.5,SGK2,10110,1.7398425340652466,TRUE,snRNA-seq,29,Oligo5_F4+
ENSG00000151702,-1.7387864589691162,Oligo.4,FLI1,2313,1.7387864589691162,FALSE,snRNA-seq,34,Oligo4_F4-
ENSG00000031081,-1.7378332614898682,Oligo.4,ARHGAP31,57514,1.7378332614898682,FALSE,snRNA-seq,35,Oligo4_F4-
ENSG00000145864,-1.7359533309936523,Oligo.4,GABRB2,2561,1.7359533309936523,FALSE,snRNA-seq,36,Oligo4_F4-
ENSG00000183876,1.727575659751892,Oligo.5,ARSI,340075,1.727575659751892,TRUE,snRNA-seq,30,Oligo5_F4+
ENSG00000165995,-1.7273544073104858,Oligo.4,CACNB2,783,1.7273544073104858,FALSE,snRNA-seq,37,Oligo4_F4-
ENSG00000147642,-1.7268351316452026,Oligo.4,SYBU,55638,1.7268351316452026,FALSE,snRNA-seq,38,Oligo4_F4-
ENSG00000160781,1.7260684967041016,Oligo.5,PAQR6,79957,1.7260684967041016,TRUE,snRNA-seq,31,Oligo5_F4+
ENSG00000170775,1.7212071418762207,vWMpv,GPR37,2861,1.7212071418762207,TRUE,Visium,3,vWMpv_F4+
ENSG00000187775,1.7192128896713257,vWMd,DNAH17,8632,1.7192128896713257,TRUE,Visium,6,vWMd_F4+
ENSG00000134343,-1.718349814414978,Oligo.4,ANO3,63982,1.718349814414978,FALSE,snRNA-seq,39,Oligo4_F4-
ENSG00000136111,-1.7140440940856934,Oligo.4,TBC1D4,9882,1.7140440940856934,FALSE,snRNA-seq,40,Oligo4_F4-
ENSG00000133805,1.7115626335144043,Oligo.5,AMPD3,272,1.7115626335144043,TRUE,snRNA-seq,32,Oligo5_F4+
ENSG00000081479,1.7089241743087769,vWMd,LRP2,4036,1.7089241743087769,TRUE,Visium,7,vWMd_F4+
ENSG00000251488,1.703006625175476,Oligo.5,AC115622.1,NA,1.703006625175476,TRUE,snRNA-seq,33,Oligo5_F4+
ENSG00000167535,-1.7008196115493774,vWMd,CACNB3,784,1.7008196115493774,FALSE,Visium,21,vWMd_F4-
ENSG00000076356,-1.695716142654419,Oligo.4,PLXNA2,5362,1.695716142654419,FALSE,snRNA-seq,41,Oligo4_F4-
ENSG00000247809,-1.6947863101959229,Oligo.4,NR2F2-AS1,644192,1.6947863101959229,FALSE,snRNA-seq,42,Oligo4_F4-
ENSG00000166257,-1.694443702697754,vWMd,SCN3B,55800,1.694443702697754,FALSE,Visium,22,vWMd_F4-
ENSG00000176381,1.6933984756469727,Oligo.5,PRR18,285800,1.6933984756469727,TRUE,snRNA-seq,34,Oligo5_F4+
ENSG00000149527,1.6897178888320923,Oligo.5,PLCH2,9651,1.6897178888320923,TRUE,snRNA-seq,35,Oligo5_F4+
ENSG00000171992,-1.6891930103302002,vWMd,SYNPO,11346,1.6891930103302002,FALSE,Visium,23,vWMd_F4-
ENSG00000006042,1.6874393224716187,vWMd,TMEM98,26022,1.6874393224716187,TRUE,Visium,8,vWMd_F4+
ENSG00000225465,-1.6872282028198242,vWMd,RFPL1S,102723305,1.6872282028198242,FALSE,Visium,24,vWMd_F4-
ENSG00000196177,1.6860015392303467,Oligo.5,ACADSB,36,1.6860015392303467,TRUE,snRNA-seq,36,Oligo5_F4+
ENSG00000144642,-1.6859943866729736,Oligo.4,RBMS3,27303,1.6859943866729736,FALSE,snRNA-seq,43,Oligo4_F4-
ENSG00000101333,-1.6846060752868652,Oligo.4,PLCB4,5332,1.6846060752868652,FALSE,snRNA-seq,44,Oligo4_F4-
ENSG00000203618,-1.6843299865722656,vWMd,GP1BB,2812,1.6843299865722656,FALSE,Visium,25,vWMd_F4-
ENSG00000229618,-1.683486819267273,Oligo.4,AC011287.1,NA,1.683486819267273,FALSE,snRNA-seq,45,Oligo4_F4-
ENSG00000125746,1.6812299489974976,vWMd,EML2,24139,1.6812299489974976,TRUE,Visium,9,vWMd_F4+
ENSG00000152495,-1.6764867305755615,vWMd,CAMK4,814,1.6764867305755615,FALSE,Visium,26,vWMd_F4-
ENSG00000114019,1.6761244535446167,vWMd,AMOTL2,51421,1.6761244535446167,TRUE,Visium,10,vWMd_F4+
ENSG00000175899,-1.6734423637390137,Oligo.4,A2M,2,1.6734423637390137,FALSE,snRNA-seq,46,Oligo4_F4-
ENSG00000253553,-1.6731120347976685,Oligo.4,AC090578.1,NA,1.6731120347976685,FALSE,snRNA-seq,47,Oligo4_F4-
ENSG00000148516,-1.6721664667129517,Oligo.4,ZEB1,6935,1.6721664667129517,FALSE,snRNA-seq,48,Oligo4_F4-
ENSG00000129480,1.6717920303344727,Oligo.5,DTD2,112487,1.6717920303344727,TRUE,snRNA-seq,37,Oligo5_F4+
ENSG00000130948,1.6698813438415527,Oligo.5,HSD17B3,3293,1.6698813438415527,TRUE,snRNA-seq,38,Oligo5_F4+
ENSG00000227757,1.668705940246582,Oligo.5,AP000282.1,NA,1.668705940246582,TRUE,snRNA-seq,39,Oligo5_F4+
ENSG00000065361,1.6669710874557495,vWMd,ERBB3,2065,1.6669710874557495,TRUE,Visium,11,vWMd_F4+
ENSG00000160223,1.665838599205017,vWMpv,ICOSLG,23308,1.665838599205017,TRUE,Visium,4,vWMpv_F4+
ENSG00000160223,1.665838599205017,vWMpv,ICOSLG,102723996,1.665838599205017,TRUE,Visium,5,vWMpv_F4+
ENSG00000269439,1.6654294729232788,Oligo.5,AC010618.3,100507551,1.6654294729232788,TRUE,snRNA-seq,40,Oligo5_F4+
ENSG00000163235,1.664641261100769,vWMd,TGFA,7039,1.664641261100769,TRUE,Visium,12,vWMd_F4+
ENSG00000172508,1.664271354675293,vWMd,CARNS1,57571,1.664271354675293,TRUE,Visium,13,vWMd_F4+
ENSG00000183077,1.6638368368148804,vWMpv,AFMID,125061,1.6638368368148804,TRUE,Visium,6,vWMpv_F4+
ENSG00000167693,-1.6631003618240356,Oligo.4,NXN,64359,1.6631003618240356,FALSE,snRNA-seq,49,Oligo4_F4-
ENSG00000124596,1.66266667842865,Oligo.4,OARD1,221443,1.66266667842865,TRUE,snRNA-seq,2,Oligo4_F4+
ENSG00000059915,-1.662123680114746,vWMd,PSD,5662,1.662123680114746,FALSE,Visium,27,vWMd_F4-
ENSG00000180901,1.6619025468826294,Oligo.5,KCTD2,23510,1.6619025468826294,TRUE,snRNA-seq,41,Oligo5_F4+
ENSG00000174482,-1.6606661081314087,Oligo.4,LINGO2,158038,1.6606661081314087,FALSE,snRNA-seq,50,Oligo4_F4-
ENSG00000164434,-1.6561349630355835,vWMd,FABP7,2173,1.6561349630355835,FALSE,Visium,28,vWMd_F4-
ENSG00000221890,-1.6538827419281006,vWMd,NPTXR,23467,1.6538827419281006,FALSE,Visium,29,vWMd_F4-
ENSG00000171617,-1.652400255203247,vWMd,ENC1,8507,1.652400255203247,FALSE,Visium,30,vWMd_F4-
ENSG00000155511,-1.650976300239563,vWMd,GRIA1,2890,1.650976300239563,FALSE,Visium,31,vWMd_F4-
ENSG00000109775,1.647879958152771,Oligo.5,UFSP2,55325,1.647879958152771,TRUE,snRNA-seq,42,Oligo5_F4+
ENSG00000166206,-1.6476078033447266,vWMd,GABRB3,2562,1.6476078033447266,FALSE,Visium,32,vWMd_F4-
ENSG00000068650,1.646578073501587,vWMd,ATP11A,23250,1.646578073501587,TRUE,Visium,14,vWMd_F4+
ENSG00000134222,1.6435092687606812,Oligo.5,PSRC1,84722,1.6435092687606812,TRUE,snRNA-seq,43,Oligo5_F4+
ENSG00000012171,1.6422069072723389,Oligo.5,SEMA3B,7869,1.6422069072723389,TRUE,snRNA-seq,44,Oligo5_F4+
ENSG00000167702,-1.6421191692352295,vWMd,KIFC2,90990,1.6421191692352295,FALSE,Visium,33,vWMd_F4-
ENSG00000234418,1.6404632329940796,Oligo.5,AC015983.2,NA,1.6404632329940796,TRUE,snRNA-seq,45,Oligo5_F4+
ENSG00000164061,-1.640032410621643,vWMd,BSN,8927,1.640032410621643,FALSE,Visium,34,vWMd_F4-
ENSG00000239828,1.639657974243164,Oligo.5,AC063944.1,NA,1.639657974243164,TRUE,snRNA-seq,46,Oligo5_F4+
ENSG00000239922,1.6292186975479126,vWMd,AC092958.1,124909496,1.6292186975479126,TRUE,Visium,15,vWMd_F4+
ENSG00000154642,1.6290103197097778,vWMd,C21orf91,54149,1.6290103197097778,TRUE,Visium,16,vWMd_F4+
ENSG00000154146,-1.622408151626587,vWMd,NRGN,4900,1.622408151626587,FALSE,Visium,35,vWMd_F4-
ENSG00000237166,1.6221920251846313,Oligo.4,LINC01792,NA,1.6221920251846313,TRUE,snRNA-seq,3,Oligo4_F4+
ENSG00000140479,1.6211882829666138,vWMd,PCSK6,5046,1.6211882829666138,TRUE,Visium,17,vWMd_F4+
ENSG00000173898,-1.6201101541519165,vWMd,SPTBN2,6712,1.6201101541519165,FALSE,Visium,36,vWMd_F4-
ENSG00000183111,1.6199699640274048,vWMd,ARHGEF37,389337,1.6199699640274048,TRUE,Visium,18,vWMd_F4+
ENSG00000167930,1.6149049997329712,vWMd,FAM234A,83986,1.6149049997329712,TRUE,Visium,19,vWMd_F4+
ENSG00000223727,1.6134856939315796,Oligo.5,AC034195.1,NA,1.6134856939315796,TRUE,snRNA-seq,47,Oligo5_F4+
ENSG00000171311,1.613459587097168,Oligo.5,EXOSC1,51013,1.613459587097168,TRUE,snRNA-seq,48,Oligo5_F4+
ENSG00000167755,1.613224983215332,Oligo.5,KLK6,5653,1.613224983215332,TRUE,snRNA-seq,49,Oligo5_F4+
ENSG00000124507,-1.611943006515503,vWMd,PACSIN1,29993,1.611943006515503,FALSE,Visium,37,vWMd_F4-
ENSG00000162702,1.609503984451294,vWMd,ZNF281,23528,1.609503984451294,TRUE,Visium,20,vWMd_F4+
ENSG00000168490,-1.608715295791626,vWMd,PHYHIP,9796,1.608715295791626,FALSE,Visium,38,vWMd_F4-
ENSG00000129932,1.6057811975479126,Oligo.5,DOHH,83475,1.6057811975479126,TRUE,snRNA-seq,50,Oligo5_F4+
ENSG00000081189,-1.6048210859298706,vWMd,MEF2C,4208,1.6048210859298706,FALSE,Visium,39,vWMd_F4-
ENSG00000078269,1.601151704788208,vWMd,SYNJ2,8871,1.601151704788208,TRUE,Visium,21,vWMd_F4+
ENSG00000175785,1.597291350364685,Oligo.4,PRIMA1,145270,1.597291350364685,TRUE,snRNA-seq,4,Oligo4_F4+
ENSG00000100399,1.592444658279419,vWMd,CHADL,150356,1.592444658279419,TRUE,Visium,22,vWMd_F4+
ENSG00000268043,1.5826661586761475,Oligo.4,NBPF12,149013,1.5826661586761475,TRUE,snRNA-seq,5,Oligo4_F4+
ENSG00000165802,-1.5813020467758179,vWMd,NSMF,26012,1.5813020467758179,FALSE,Visium,40,vWMd_F4-
ENSG00000250067,-1.5807101726531982,vWMd,YJEFN3,374887,1.5807101726531982,FALSE,Visium,41,vWMd_F4-
ENSG00000154642,1.579561471939087,vWMpv,C21orf91,54149,1.579561471939087,TRUE,Visium,7,vWMpv_F4+
ENSG00000078053,-1.5786395072937012,vWMd,AMPH,273,1.5786395072937012,FALSE,Visium,42,vWMd_F4-
ENSG00000164076,-1.5746204853057861,vWMd,CAMKV,79012,1.5746204853057861,FALSE,Visium,43,vWMd_F4-
ENSG00000171476,-1.5737215280532837,vWMd,HOPX,84525,1.5737215280532837,FALSE,Visium,44,vWMd_F4-
ENSG00000167371,-1.5729906558990479,vWMd,PRRT2,112476,1.5729906558990479,FALSE,Visium,45,vWMd_F4-
ENSG00000169242,1.571486473083496,vWMd,EFNA1,1942,1.571486473083496,TRUE,Visium,23,vWMd_F4+
ENSG00000155463,1.5649302005767822,vWMd,OXA1L,5018,1.5649302005767822,TRUE,Visium,24,vWMd_F4+
ENSG00000135439,-1.5601909160614014,vWMd,AGAP2,116986,1.5601909160614014,FALSE,Visium,46,vWMd_F4-
ENSG00000119906,1.5591641664505005,vWMd,SLF2,55719,1.5591641664505005,TRUE,Visium,25,vWMd_F4+
ENSG00000102158,1.5563455820083618,vWMpv,MAGT1,84061,1.5563455820083618,TRUE,Visium,8,vWMpv_F4+
ENSG00000149269,-1.555893063545227,vWMd,PAK1,5058,1.555893063545227,FALSE,Visium,47,vWMd_F4-
ENSG00000203685,-1.5539437532424927,vWMd,STUM,375057,1.5539437532424927,FALSE,Visium,48,vWMd_F4-
ENSG00000001084,1.5472209453582764,vWMpv,GCLC,2729,1.5472209453582764,TRUE,Visium,9,vWMpv_F4+
ENSG00000139438,1.547121286392212,vWMd,FAM222A,84915,1.547121286392212,TRUE,Visium,26,vWMd_F4+
ENSG00000165959,1.5459178686141968,vWMd,CLMN,79789,1.5459178686141968,TRUE,Visium,27,vWMd_F4+
ENSG00000183049,-1.5443779230117798,vWMd,CAMK1D,57118,1.5443779230117798,FALSE,Visium,49,vWMd_F4-
ENSG00000125703,1.5441393852233887,vWMd,ATG4C,84938,1.5441393852233887,TRUE,Visium,28,vWMd_F4+
ENSG00000129682,-1.5437793731689453,vWMd,FGF13,2258,1.5437793731689453,FALSE,Visium,50,vWMd_F4-
ENSG00000179178,1.539465308189392,vWMd,TMEM125,128218,1.539465308189392,TRUE,Visium,29,vWMd_F4+
ENSG00000128242,1.5365118980407715,vWMd,GAL3ST1,9514,1.5365118980407715,TRUE,Visium,30,vWMd_F4+
ENSG00000158859,1.5251338481903076,vWMd,ADAMTS4,9507,1.5251338481903076,TRUE,Visium,31,vWMd_F4+
ENSG00000114541,1.5231584310531616,vWMd,FRMD4B,23150,1.5231584310531616,TRUE,Visium,32,vWMd_F4+
ENSG00000120162,1.5183167457580566,vWMd,MOB3B,79817,1.5183167457580566,TRUE,Visium,33,vWMd_F4+
ENSG00000132846,1.5172549486160278,vWMd,ZBED3,84327,1.5172549486160278,TRUE,Visium,34,vWMd_F4+
ENSG00000204278,1.5125141143798828,vWMd,TMEM235,283999,1.5125141143798828,TRUE,Visium,35,vWMd_F4+
ENSG00000092847,1.5104827880859375,vWMd,AGO1,26523,1.5104827880859375,TRUE,Visium,36,vWMd_F4+
ENSG00000129757,1.5072298049926758,vWMd,CDKN1C,1028,1.5072298049926758,TRUE,Visium,37,vWMd_F4+
ENSG00000104880,1.5062830448150635,Oligo.4,ARHGEF18,23370,1.5062830448150635,TRUE,snRNA-seq,6,Oligo4_F4+
ENSG00000273507,1.505489468574524,Oligo.4,AL354809.1,105370169,1.505489468574524,TRUE,snRNA-seq,7,Oligo4_F4+
ENSG00000158859,1.5042109489440918,vWMpv,ADAMTS4,9507,1.5042109489440918,TRUE,Visium,10,vWMpv_F4+
ENSG00000105355,1.4983230829238892,vWMd,PLIN3,10226,1.4983230829238892,TRUE,Visium,38,vWMd_F4+
ENSG00000108239,1.498235821723938,vWMd,TBC1D12,23232,1.498235821723938,TRUE,Visium,39,vWMd_F4+
ENSG00000124193,1.4972758293151855,vWMd,SRSF6,6431,1.4972758293151855,TRUE,Visium,40,vWMd_F4+
ENSG00000060971,1.4907854795455933,Oligo.4,ACAA1,30,1.4907854795455933,TRUE,snRNA-seq,8,Oligo4_F4+
ENSG00000179630,1.4904521703720093,Oligo.4,LACC1,144811,1.4904521703720093,TRUE,snRNA-seq,9,Oligo4_F4+
ENSG00000159713,1.4904451370239258,Oligo.4,TPPP3,51673,1.4904451370239258,TRUE,snRNA-seq,10,Oligo4_F4+
ENSG00000103089,1.4901233911514282,vWMd,FA2H,79152,1.4901233911514282,TRUE,Visium,41,vWMd_F4+
ENSG00000169504,1.4861396551132202,vWMd,CLIC4,25932,1.4861396551132202,TRUE,Visium,42,vWMd_F4+
ENSG00000136237,1.4835889339447021,vWMd,RAPGEF5,9771,1.4835889339447021,TRUE,Visium,43,vWMd_F4+
ENSG00000147488,1.481477975845337,vWMd,ST18,9705,1.481477975845337,TRUE,Visium,44,vWMd_F4+
ENSG00000149633,1.4788236618041992,vWMd,KIAA1755,85449,1.4788236618041992,TRUE,Visium,45,vWMd_F4+
ENSG00000159200,1.478054404258728,vWMd,RCAN1,1827,1.478054404258728,TRUE,Visium,46,vWMd_F4+
ENSG00000106397,1.477946400642395,vWMd,PLOD3,8985,1.477946400642395,TRUE,Visium,47,vWMd_F4+
ENSG00000196187,1.477724552154541,vWMpv,TMEM63A,9725,1.477724552154541,TRUE,Visium,11,vWMpv_F4+
ENSG00000148204,1.4751938581466675,Oligo.4,CRB2,286204,1.4751938581466675,TRUE,snRNA-seq,11,Oligo4_F4+
ENSG00000237943,1.4730117321014404,vWMd,PRKCQ-AS1,439949,1.4730117321014404,TRUE,Visium,48,vWMd_F4+
ENSG00000065600,1.4708034992218018,vWMpv,PACC1,55248,1.4708034992218018,TRUE,Visium,12,vWMpv_F4+
ENSG00000135823,1.467877745628357,vWMd,STX6,10228,1.467877745628357,TRUE,Visium,49,vWMd_F4+
ENSG00000198835,1.4675648212432861,vWMd,GJC2,57165,1.4675648212432861,TRUE,Visium,50,vWMd_F4+
ENSG00000105793,1.463080644607544,Oligo.4,GTPBP10,85865,1.463080644607544,TRUE,snRNA-seq,12,Oligo4_F4+
ENSG00000105793,1.463080644607544,Oligo.4,GTPBP10,101927446,1.463080644607544,TRUE,snRNA-seq,13,Oligo4_F4+
ENSG00000141934,1.4612205028533936,vWMpv,PLPP2,8612,1.4612205028533936,TRUE,Visium,13,vWMpv_F4+
ENSG00000184182,1.4577693939208984,Oligo.4,UBE2F,140739,1.4577693939208984,TRUE,snRNA-seq,14,Oligo4_F4+
ENSG00000139629,1.4516078233718872,vWMpv,GALNT6,11226,1.4516078233718872,TRUE,Visium,14,vWMpv_F4+
ENSG00000240038,1.4461461305618286,Oligo.4,AMY2B,280,1.4461461305618286,TRUE,snRNA-seq,15,Oligo4_F4+
ENSG00000103260,1.4432393312454224,Oligo.4,METRN,79006,1.4432393312454224,TRUE,snRNA-seq,16,Oligo4_F4+
ENSG00000138336,1.4385435581207275,Oligo.4,TET1,80312,1.4385435581207275,TRUE,snRNA-seq,17,Oligo4_F4+
ENSG00000287645,1.4351282119750977,Oligo.4,AC092939.1,NA,1.4351282119750977,TRUE,snRNA-seq,18,Oligo4_F4+
ENSG00000260418,1.4333025217056274,Oligo.4,AL023284.4,NA,1.4333025217056274,TRUE,snRNA-seq,19,Oligo4_F4+
ENSG00000149639,1.4268383979797363,vWMpv,SOGA1,140710,1.4268383979797363,TRUE,Visium,15,vWMpv_F4+
ENSG00000166091,1.4246286153793335,vWMpv,CMTM5,116173,1.4246286153793335,TRUE,Visium,16,vWMpv_F4+
ENSG00000261008,1.413895606994629,Oligo.4,LINC01572,101927957,1.413895606994629,TRUE,snRNA-seq,20,Oligo4_F4+
ENSG00000159147,1.402933120727539,Oligo.4,DONSON,29980,1.402933120727539,TRUE,snRNA-seq,21,Oligo4_F4+
ENSG00000025156,1.4017338752746582,Oligo.4,HSF2,3298,1.4017338752746582,TRUE,snRNA-seq,22,Oligo4_F4+
ENSG00000204381,1.3972358703613281,vWMpv,LAYN,143903,1.3972358703613281,TRUE,Visium,17,vWMpv_F4+
ENSG00000013297,1.3967921733856201,vWMpv,CLDN11,5010,1.3967921733856201,TRUE,Visium,18,vWMpv_F4+
ENSG00000152382,1.3950155973434448,Oligo.4,TADA1,117143,1.3950155973434448,TRUE,snRNA-seq,23,Oligo4_F4+
ENSG00000117480,1.3949135541915894,Oligo.4,FAAH,2166,1.3949135541915894,TRUE,snRNA-seq,24,Oligo4_F4+
ENSG00000180596,1.3940393924713135,Oligo.4,HIST1H2BC,8347,1.3940393924713135,TRUE,snRNA-seq,25,Oligo4_F4+
ENSG00000047346,1.388670802116394,vWMpv,FAM214A,56204,1.388670802116394,TRUE,Visium,19,vWMpv_F4+
ENSG00000206077,1.38189697265625,Oligo.4,ZDHHC11B,653082,1.38189697265625,TRUE,snRNA-seq,26,Oligo4_F4+
ENSG00000120162,1.3812720775604248,vWMpv,MOB3B,79817,1.3812720775604248,TRUE,Visium,20,vWMpv_F4+
ENSG00000105695,1.3781547546386719,vWMpv,MAG,4099,1.3781547546386719,TRUE,Visium,21,vWMpv_F4+
ENSG00000111300,1.3766162395477295,vWMpv,NAA25,80018,1.3766162395477295,TRUE,Visium,22,vWMpv_F4+
ENSG00000174607,1.3764735460281372,vWMpv,UGT8,7368,1.3764735460281372,TRUE,Visium,23,vWMpv_F4+
ENSG00000253347,1.374707579612732,Oligo.4,AC040934.1,NA,1.374707579612732,TRUE,snRNA-seq,27,Oligo4_F4+
ENSG00000274461,1.3734264373779297,Oligo.4,AC023282.1,105378516,1.3734264373779297,TRUE,snRNA-seq,28,Oligo4_F4+
ENSG00000079435,1.370825171470642,vWMpv,LIPE,3991,1.370825171470642,TRUE,Visium,24,vWMpv_F4+
ENSG00000196967,1.3707975149154663,Oligo.4,ZNF585A,199704,1.3707975149154663,TRUE,snRNA-seq,29,Oligo4_F4+
ENSG00000246379,1.3676183223724365,Oligo.4,AC040168.1,283856,1.3676183223724365,TRUE,snRNA-seq,30,Oligo4_F4+
ENSG00000155906,1.3653314113616943,Oligo.4,RMND1,55005,1.3653314113616943,TRUE,snRNA-seq,31,Oligo4_F4+
ENSG00000075539,1.3636980056762695,vWMpv,FRYL,285527,1.3636980056762695,TRUE,Visium,25,vWMpv_F4+
ENSG00000145191,1.363654375076294,Oligo.4,EIF2B5,8893,1.363654375076294,TRUE,snRNA-seq,32,Oligo4_F4+
ENSG00000172830,1.361008644104004,Oligo.4,SSH3,54961,1.361008644104004,TRUE,snRNA-seq,33,Oligo4_F4+
ENSG00000062598,1.35731840133667,Oligo.4,ELMO2,63916,1.35731840133667,TRUE,snRNA-seq,34,Oligo4_F4+
ENSG00000269696,1.3564552068710327,Oligo.4,AC005498.3,112268241,1.3564552068710327,TRUE,snRNA-seq,35,Oligo4_F4+
ENSG00000185615,1.3561065196990967,Oligo.4,PDIA2,64714,1.3561065196990967,TRUE,snRNA-seq,36,Oligo4_F4+
ENSG00000245534,1.3522684574127197,Oligo.4,RORA-AS1,101928784,1.3522684574127197,TRUE,snRNA-seq,37,Oligo4_F4+
ENSG00000164708,1.351225733757019,vWMpv,PGAM2,5224,1.351225733757019,TRUE,Visium,26,vWMpv_F4+
ENSG00000121210,1.3495854139328003,Oligo.4,TMEM131L,23240,1.3495854139328003,TRUE,snRNA-seq,38,Oligo4_F4+
ENSG00000254469,1.3468818664550781,Oligo.4,AP002495.1,100133315,1.3468818664550781,TRUE,snRNA-seq,39,Oligo4_F4+
ENSG00000284377,1.3449467420578003,Oligo.4,AL589669.1,105373347,1.3449467420578003,TRUE,snRNA-seq,40,Oligo4_F4+
ENSG00000198925,1.3427729606628418,Oligo.4,ATG9A,79065,1.3427729606628418,TRUE,snRNA-seq,41,Oligo4_F4+
ENSG00000048471,1.3426249027252197,vWMpv,SNX29,92017,1.3426249027252197,TRUE,Visium,27,vWMpv_F4+
ENSG00000165509,1.3419532775878906,Oligo.4,MAGEC3,139081,1.3419532775878906,TRUE,snRNA-seq,42,Oligo4_F4+
ENSG00000132406,1.339208960533142,Oligo.4,TMEM128,85013,1.339208960533142,TRUE,snRNA-seq,43,Oligo4_F4+
ENSG00000228300,1.339053988456726,vWMpv,FAM174C,NA,1.339053988456726,TRUE,Visium,28,vWMpv_F4+
ENSG00000051128,1.3368959426879883,vWMpv,HOMER3,9454,1.3368959426879883,TRUE,Visium,29,vWMpv_F4+
