Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7
ENSG00000116688,MFN2,11,-2.9973,71,-0.3022,56,-0.6389,123,1.23221
ENSG00000048707,VPS13D,87,0.67769,56,-0.0991,17,-1.9036,65,0.27053
ENSG00000116731,PRDM2,11,-2.0097,23,-1.1067,53,0.36566,62,1.16329
ENSG00000189337,KAZN,11,-2.6567,54,-0.3773,25,-1.5051,105,1.52482
ENSG00000142634,EFHD2,11,-3.2539,106,0.14116,72,-0.5207,132,0.83730
ENSG00000116786,PLEKHM2,11,-3.1481,65,-0.6456,108,0.26915,131,1.06444
ENSG00000159363,ATP13A2,12,-3.6112,35,-2.2586,117,-0.2016,241,2.26485
ENSG00000117118,SDHB,11,-2.9228,33,-1.5251,50,-0.7336,141,2.12084
ENSG00000117115,PADI2,91,-0.5365,349,3.19411,49,-1.5050,16,-3.6595
ENSG00000117154,IGSF21,11,-2.1308,31,-0.7214,55,0.28976,64,0.99308
ENSG00000053372,MRTO4,61,1.14517,12,-1.7314,36,0.19980,34,0.19812
ENSG00000053371,AKR7A2,342,2.91291,38,-1.5001,39,-1.2876,52,-1.1269
ENSG00000077549,CAPZB,337,0.63367,182,-0.4814,153,-0.6937,261,0.29049
ENSG00000173436,MICOS10,158,-0.9839,365,0.48083,258,-0.2019,297,0.05236
ENSG00000158747,NBL1,81,-1.5073,113,-1.1290,213,0.02634,316,1.27591
ENSG00000162545,CAMK2N1,290,-1.5563,566,-0.5963,1092,0.59955,967,0.62045
ENSG00000158828,PINK1,300,-0.3323,213,-1.0052,382,0.06697,487,0.81167
ENSG00000127483,HP1BP3,507,1.89907,146,-0.4897,126,-0.6565,132,-0.8119
ENSG00000075151,EIF4G3,59,-0.9264,98,-0.1136,64,-0.7947,137,0.77360
ENSG00000076864,RAP1GAP,11,-3.7158,72,-1.1539,87,-0.7205,236,1.94854
ENSG00000090686,USP48,11,-2.1905,47,-0.0219,21,-1.2746,69,1.10724
ENSG00000070831,CDC42,1027,2.23447,148,-1.4640,113,-1.7067,300,-0.2592
ENSG00000004487,KDM1A,238,2.10849,13,-3.0124,22,-2.0209,94,0.38704
ENSG00000169641,LUZP1,11,-1.7388,0,-5.9988,40,0.22587,65,2.26725
ENSG00000125944,HNRNPR,11,-3.1346,55,-0.9434,59,-0.7040,153,1.75182
ENSG00000142676,RPL11,1706,0.80313,2143,1.70478,506,-1.2166,358,-2.1820
ENSG00000057757,PITHD1,11,-3.7605,52,-1.7396,111,-0.3880,251,2.14131
ENSG00000011009,LYPLA2,74,0.50488,82,0.88887,36,-0.6926,37,-0.8785
ENSG00000189266,PNRC2,89,1.46423,44,0.18514,25,-0.7375,26,-0.9367
ENSG00000188529,SRSF10,125,1.53598,59,0.17043,30,-0.9321,36,-0.9231
ENSG00000001461,NIPAL3,11,-2.9845,186,2.17493,34,-1.4021,53,-0.9733
ENSG00000133226,SRRM1,11,-2.5371,154,2.70959,36,-0.8536,23,-1.9331
ENSG00000117614,SYF2,11,-2.4485,84,0.86542,40,-0.5778,60,0.11607
ENSG00000183726,TMEM50A,11,-2.5555,117,1.56960,44,-0.5601,47,-0.6193
ENSG00000162430,SELENON,403,2.87846,96,-0.1730,43,-1.3924,31,-2.3565
ENSG00000117640,MTFR1L,11,-2.8066,51,-0.6919,51,-0.5870,116,1.49194
ENSG00000117632,STMN1,903,-0.1765,531,-1.1665,640,-0.7343,1474,1.17775
ENSG00000158008,EXTL1,11,-1.3714,1,-4.3133,53,1.17384,42,1.28591
ENSG00000142684,ZNF593,74,1.10090,46,0.29281,45,0.22192,23,-1.2082
ENSG00000142669,SH3BGRL3,517,1.22534,164,-0.8868,204,-0.4213,265,0.01467
ENSG00000198830,HMGN2,592,1.95700,246,0.27929,114,-1.0270,102,-1.5427
ENSG00000117713,ARID1A,11,-2.2525,50,-0.0063,33,-0.6797,69,0.92316
ENSG00000090273,NUDC,11,-3.6261,180,0.75939,107,-0.2890,138,0.20061
ENSG00000253368,TRNP1,11,-2.7071,21,-1.9975,68,0.00871,118,1.92755
ENSG00000142784,WDTC1,85,1.06458,36,-0.4894,44,-0.0904,42,-0.2641
ENSG00000186501,TMEM222,12,-2.6661,45,-0.8208,68,-0.0505,106,1.31547
ENSG00000126705,AHDC1,207,2.78699,11,-2.6055,24,-1.3215,43,-0.5363
ENSG00000126709,IFI6,212,0.71903,181,0.54482,89,-0.7349,106,-0.6381
ENSG00000117758,STX12,185,1.29843,45,-1.2783,74,-0.3456,96,0.13567
ENSG00000117748,RPA2,11,-2.5118,34,-1.0243,33,-0.9555,101,1.83638
ENSG00000126698,DNAJC8,295,1.73377,108,-0.1712,84,-0.5451,76,-0.9565
ENSG00000130770,ATP5IF1,826,0.86948,203,-1.6271,335,-0.6721,657,0.74683
ENSG00000198492,YTHDF2,11,-1.9712,18,-1.4937,40,-0.0368,67,1.60389
ENSG00000116350,SRSF4,104,1.17289,73,0.63403,22,-1.4023,36,-0.9151
ENSG00000116353,MECR,11,-1.4343,10,-1.7773,26,-0.1489,48,1.68406
ENSG00000162511,LAPTM5,234,1.37466,237,1.96877,39,-1.6450,9,-4.2709
ENSG00000162512,SDC3,81,-0.6220,90,-0.5310,121,0.01955,151,0.65193
ENSG00000134644,PUM1,321,1.76567,42,-1.9197,60,-1.1909,140,0.26849
ENSG00000121766,ZCCHC17,431,2.03457,58,-1.6913,107,-0.5681,135,-0.2730
ENSG00000121769,FABP3,11,-3.2811,9,-3.8326,100,-0.0196,192,2.55084
ENSG00000162517,PEF1,95,0.54341,46,-0.7720,59,-0.2551,80,0.37032
ENSG00000121753,ADGRB2,102,-0.9306,64,-1.8228,224,0.36246,272,1.25487
ENSG00000184007,PTP4A2,19,-4.3989,935,3.03026,175,-1.1084,126,-2.0347
ENSG00000121774,KHDRBS1,97,-0.1969,99,-0.1840,88,-0.3564,127,0.40039
ENSG00000025800,KPNA6,114,1.65156,25,-1.1222,27,-0.8742,46,-0.0639
ENSG00000084623,EIF3I,11,-3.1682,116,0.46874,76,-0.3372,111,0.46656
ENSG00000175130,MARCKSL1,15,-4.4080,651,2.16186,177,-0.7993,178,-1.0697
ENSG00000160058,BSDC1,11,-1.8678,33,-0.3249,41,0.10198,51,0.77792
ENSG00000176261,ZBTB8OS,11,-1.9461,49,0.38874,45,0.16821,44,0.16687
ENSG00000162521,RBBP4,11,-2.6662,70,0.10631,35,-1.0003,92,0.97913
ENSG00000134684,YARS,11,-2.9243,60,-0.5221,44,-0.9267,125,1.50289
ENSG00000121905,HPCA,11,-4.1694,46,-2.3898,195,0.08354,333,2.15676
ENSG00000121900,TMEM54,11,-2.3330,23,-1.4698,53,0.00135,86,1.62933
ENSG00000142920,AZIN2,11,-1.4362,33,0.30527,12,-1.3940,37,0.71374
ENSG00000134686,PHC2,113,0.56181,78,-0.0799,40,-1.1259,87,0.16663
ENSG00000163866,SMIM12,11,-1.7286,22,-0.8733,30,-0.2450,54,1.30564
ENSG00000116544,DLGAP3,103,1.00192,2,-4.7645,108,1.09971,64,0.25366
ENSG00000116560,SFPQ,11,-3.3985,122,0.23849,62,-0.9066,148,0.89367
ENSG00000142687,KIAA0319L,11,-2.1366,14,-2.0497,42,-0.1732,81,1.97401
ENSG00000020129,NCDN,174,-1.2747,153,-1.6410,326,-0.2820,632,1.64662
ENSG00000126067,PSMB2,279,1.53149,62,-1.2344,69,-0.9106,128,0.11453
ENSG00000142686,C1orf216,11,-2.8849,13,-2.9203,91,0.29558,136,2.06163
ENSG00000092847,AGO1,11,-1.1265,26,0.22552,31,0.45163,23,-0.0222
ENSG00000054116,TRAPPC3,220,2.27848,21,-2.0362,32,-1.2370,65,-0.1818
ENSG00000116871,MAP7D1,497,1.29130,207,-0.3309,168,-0.6118,212,-0.3487
ENSG00000054118,THRAP3,11,-2.3642,84,0.98512,61,0.21422,46,-0.3855
ENSG00000181817,LSM10,337,2.66190,44,-1.3427,33,-1.6342,65,-0.8108
ENSG00000116898,MRPS15,87,1.04745,32,-0.7696,43,-0.1934,48,-0.0119
ENSG00000163875,MEAF6,104,0.49199,34,-1.5043,49,-0.7429,109,0.97583
ENSG00000185090,MANEAL,11,-1.0706,4,-2.8683,25,0.14962,38,1.76701
ENSG00000197982,C1orf122,11,-4.5829,383,0.99471,233,-0.0922,238,-0.0841
ENSG00000174574,AKIRIN1,11,-2.0566,34,-0.4953,55,0.38167,58,0.77493
ENSG00000168653,NDUFS5,183,-1.3446,260,-0.9197,461,0.13520,606,1.05526
ENSG00000127603,MACF1,73,-0.9181,175,0.67363,86,-0.6492,130,0.02826
ENSG00000090621,PABPC4,11,-3.0627,153,1.33202,64,-0.4922,76,-0.3357
ENSG00000116983,HPCAL4,11,-4.3404,20,-3.8043,345,0.88975,355,1.83579
ENSG00000131236,CAP1,85,-0.4724,97,-0.3126,73,-0.7141,148,0.74495
ENSG00000131238,PPT1,226,1.21115,43,-1.7253,88,-0.4576,137,0.44634
ENSG00000084070,SMAP2,11,-3.2141,69,-0.6427,108,0.19656,139,1.10932
ENSG00000117016,RIMS3,208,1.60710,0,-7.3123,99,0.19550,103,0.41774
ENSG00000066136,NFYC,11,-1.7544,11,-1.9841,18,-1.1218,66,2.32621
ENSG00000198815,FOXJ3,11,-1.7254,30,-0.2999,32,-0.1303,47,0.84903
ENSG00000177181,RIMKLA,11,-1.2829,0,-5.5627,21,-0.3261,50,2.50852
ENSG00000127125,PPCS,11,-2.1740,69,0.82753,40,-0.2763,47,-0.0018
ENSG00000065978,YBX1,502,1.97459,237,0.57971,79,-1.3273,70,-1.8952
ENSG00000117394,SLC2A1,533,2.40741,234,0.80861,52,-1.7690,27,-3.2701
ENSG00000117395,EBNA1BP2,11,-2.4375,29,-1.2368,37,-0.6837,97,1.85769
ENSG00000066322,ELOVL1,11,-2.7730,202,3.40066,6,-3.6492,25,-2.0371
ENSG00000142949,PTPRF,11,-3.3221,85,-0.3774,78,-0.4713,155,1.25053
ENSG00000126091,ST3GAL3,92,1.17232,2,-4.8712,51,0.09945,63,0.77439
ENSG00000117408,IPO13,11,-2.5044,86,0.80368,49,-0.3046,61,0.07543
ENSG00000117410,ATP6V0B,137,-1.6659,199,-1.2441,213,-0.9910,670,1.83731
ENSG00000117411,B4GALT2,99,0.28251,64,-0.5187,107,0.42383,84,0.01116
ENSG00000178028,DMAP1,11,-2.3664,39,-0.6193,57,0.09626,77,1.06567
ENSG00000117419,ERI3,11,-3.7026,93,-0.6928,175,0.44786,190,1.02264
ENSG00000187147,RNF220,11,-3.1242,69,-0.5186,83,-0.1431,134,1.19433
ENSG00000142937,RPS8,1535,-0.0195,3072,1.70062,874,-0.9307,772,-1.4692
ENSG00000126088,UROD,357,2.25369,38,-1.9413,55,-1.1665,105,-0.2078
ENSG00000117450,PRDX1,163,-0.9751,342,0.28638,249,-0.2976,330,0.26812
ENSG00000117448,AKR1A1,302,2.92956,44,-1.0363,37,-1.1739,37,-1.5087
ENSG00000132780,NASP,12,-1.6750,65,1.50054,33,-0.0571,22,-0.9374
ENSG00000086015,MAST2,70,1.48908,0,-5.8233,30,-0.0893,39,0.63945
ENSG00000085998,POMGNT1,347,2.01389,51,-1.5785,42,-1.7017,124,0.01333
ENSG00000132128,LRRC41,296,2.65292,31,-1.7195,33,-1.4279,62,-0.6618
ENSG00000173660,UQCRH,79,-2.8856,463,-0.2084,451,-0.2170,714,0.97227
ENSG00000117480,FAAH,194,2.41824,39,-0.7551,17,-1.9312,40,-0.8391
ENSG00000123472,ATPAF1,97,-0.4238,77,-0.9119,135,0.11235,165,0.77184
ENSG00000159658,EFCAB14,11,-2.5427,137,2.13800,54,-0.2174,30,-1.5046
ENSG00000162368,CMPK1,11,-3.5423,156,0.54880,79,-0.6821,147,0.54584
ENSG00000162374,ELAVL4,11,-3.5693,2,-6.2742,84,-0.6224,253,3.33553
ENSG00000185104,FAF1,11,-1.7668,18,-1.2448,24,-0.6740,60,1.73720
ENSG00000123091,RNF11,209,-0.7245,168,-1.2128,380,0.25843,454,0.96989
ENSG00000085832,EPS15,55,-1.2614,120,-0.0356,110,-0.1785,150,0.56490
ENSG00000078618,NRDC,30,-1.7210,42,-1.3486,41,-1.2421,157,2.00244
ENSG00000169213,RAB3B,178,0.49843,22,-2.9924,176,0.47662,178,0.84117
ENSG00000134717,BTF3L4,11,-2.8459,41,-1.0792,43,-0.8916,129,1.89232
ENSG00000162378,ZYG11B,88,-0.7177,74,-1.1234,92,-0.6362,209,1.34643
ENSG00000116171,SCP2,68,-0.2065,110,0.77706,50,-0.7063,67,-0.3254
ENSG00000162384,CZIB,11,-1.8041,17,-1.4027,31,-0.3000,61,1.66373
ENSG00000157193,LRP8,648,3.92848,12,-3.8154,26,-2.4852,68,-1.3598
ENSG00000116209,TMEM59,104,-0.1370,136,0.37769,81,-0.5405,112,-0.0293
ENSG00000116221,MRPL37,11,-1.7776,14,-1.6673,31,-0.2781,61,1.78448
ENSG00000157216,SSBP3,211,0.61797,85,-1.0257,130,-0.2120,175,0.45156
ENSG00000116133,DHCR24,11,-3.9686,212,0.58279,70,-1.3357,208,0.72132
ENSG00000177606,JUN,314,2.32889,108,0.20067,49,-1.1186,36,-1.9983
ENSG00000162599,NFIA,445,2.36858,186,0.65510,91,-0.6750,18,-3.6481
ENSG00000162604,TM2D1,11,-2.3823,30,-1.0747,26,-1.1569,94,1.92318
ENSG00000162434,JAK1,11,-2.6204,1,-6.0133,36,-0.9215,133,3.38165
ENSG00000162433,AK4,11,-1.6703,19,-1.0499,39,0.21946,50,1.15701
ENSG00000116675,DNAJC6,11,-4.4443,116,-1.2033,214,-0.0774,370,1.69277
ENSG00000184588,PDE4B,135,1.72901,36,-0.7712,38,-0.5827,45,-0.4519
ENSG00000118473,SGIP1,357,2.40948,8,-4.0583,36,-1.7354,116,0.17940
ENSG00000142864,SERBP1,443,2.06905,164,0.13715,65,-1.3735,79,-1.3898
ENSG00000116729,WLS,496,2.27266,68,-1.5168,40,-2.1574,146,-0.1984
ENSG00000033122,LRRC7,11,-1.9683,9,-2.4563,31,-0.4408,76,2.25670
ENSG00000116754,SRSF11,12,-3.4265,166,0.84967,91,-0.3575,119,0.12983
ENSG00000132485,ZRANB2,399,2.54253,56,-1.3119,55,-1.1865,81,-0.8048
ENSG00000172260,NEGR1,11,-2.9396,51,-0.8347,98,0.35795,115,1.11850
ENSG00000117054,ACADM,11,-2.2165,60,0.43179,26,-1.0165,61,0.63940
ENSG00000137955,RABGGTB,11,-1.9235,56,0.71829,23,-0.8760,45,0.28665
ENSG00000117069,ST6GALNAC5,11,-1.3443,0,-5.6228,23,-0.3049,52,2.52085
ENSG00000154027,AK5,11,-4.2567,88,-1.4498,120,-0.7998,356,2.20980
ENSG00000077254,USP33,105,-0.0038,45,-1.5237,38,-1.6221,169,1.52900
ENSG00000180488,MIGA1,11,-2.4516,79,0.69974,42,-0.5145,63,0.25405
ENSG00000162613,FUBP1,11,-1.9613,36,-0.2681,34,-0.2973,57,0.94133
ENSG00000137941,TTLL7,16,-2.7766,159,1.13415,70,-0.5434,92,-0.1331
ENSG00000142875,PRKACB,305,0.22928,118,-1.4599,180,-0.6441,382,1.08006
ENSG00000117155,SSX2IP,11,-2.0235,0,-6.2768,45,0.06456,81,2.47961
ENSG00000162642,C1orf52,11,-1.6723,9,-2.2159,37,0.16527,57,1.73191
ENSG00000153904,DDAH1,169,0.30243,86,-0.9218,202,0.62161,149,0.13182
ENSG00000183291,SELENOF,11,-3.2193,106,0.19674,51,-1.0259,134,0.95460
ENSG00000143013,LMO4,302,-0.4137,55,-3.2456,460,0.28985,616,1.49633
ENSG00000197147,LRRC8B,90,0.14457,4,-4.7516,40,-1.1659,147,2.08316
ENSG00000233593,LINC02609,11,-2.0312,61,0.76916,29,-0.6495,46,0.18028
ENSG00000189195,BTBD8,12,-2.6588,0,-6.9057,69,0.06679,128,2.62567
ENSG00000122406,RPL5,339,-0.9265,1233,1.81681,349,-0.8844,353,-1.1572
ENSG00000117505,DR1,11,-1.8060,37,-0.0032,31,-0.2885,47,0.69977
ENSG00000067334,DNTTIP2,11,-1.2955,15,-1.0708,38,0.65000,35,0.81667
ENSG00000117519,CNN3,283,1.63742,131,0.21824,57,-1.1594,75,-1.0086
ENSG00000228971,LINC02607,117,1.46247,0,-6.5816,24,-1.2705,76,1.09980
ENSG00000117569,PTBP2,196,2.50640,27,-1.3210,33,-0.8615,39,-0.8656
ENSG00000117600,PLPPR4,11,-3.1808,22,-2.4445,52,-0.9437,184,2.74145
ENSG00000156875,MFSD14A,90,1.54025,6,-2.9644,17,-1.3492,52,0.78271
ENSG00000137996,RTCA,103,0.98997,12,-2.6696,21,-1.6058,89,1.24659
ENSG00000118733,OLFM3,11,-1.1216,0,-5.4079,7,-1.7549,48,3.18923
ENSG00000162631,NTNG1,11,-1.9419,5,-3.3264,11,-2.0214,84,3.29839
ENSG00000162636,FAM102B,11,-1.4654,0,-5.7379,32,0.12058,54,2.25993
ENSG00000085433,WDR47,164,0.79791,37,-1.8101,43,-1.3816,149,1.07756
ENSG00000197780,TAF13,11,-2.8217,67,-0.1885,93,0.39113,93,0.63359
ENSG00000215717,TMEM167B,12,-1.5589,28,-0.2596,29,-0.1255,42,0.78346
ENSG00000031698,SARS,11,-4.1353,121,-0.7633,137,-0.4558,292,1.57977
ENSG00000143126,CELSR2,207,0.44929,66,-1.5702,78,-1.1468,233,1.15762
ENSG00000134243,SORT1,11,-4.2487,243,0.45492,91,-1.2224,261,0.82471
ENSG00000143106,PSMA5,11,-1.7791,32,-0.2458,22,-0.7674,52,1.07420
ENSG00000181754,AMIGO1,11,-1.5251,2,-3.9836,18,-0.8047,60,2.73870
ENSG00000116337,AMPD2,11,-3.5704,18,-3.1734,84,-0.6237,243,2.87390
ENSG00000134201,GSTM5,11,-1.6695,65,1.59808,61,1.05715,11,-2.1447
ENSG00000134202,GSTM3,11,-3.9809,145,-0.2266,181,0.17777,219,0.85808
ENSG00000168710,AHCYL1,11,-3.6335,195,0.93804,141,0.16120,119,-0.1952
ENSG00000143093,STRIP1,11,-1.7761,2,-4.4053,30,-0.3206,70,2.57669
ENSG00000197106,SLC6A17,33,-2.1733,29,-2.5784,106,-0.3787,245,2.30903
ENSG00000116396,KCNC4,11,-1.9175,12,-2.0273,70,0.99659,58,1.11415
ENSG00000134248,LAMTOR5,80,-1.1768,161,-0.0758,115,-0.6196,218,0.75346
ENSG00000177301,KCNA2,12,-2.9939,13,-3.0363,48,-0.8940,166,2.92568
ENSG00000116459,ATP5PB,116,-0.6933,90,-1.2438,79,-1.2947,290,1.62683
ENSG00000116473,RAP1A,11,-2.1724,99,1.84861,28,-0.8678,32,-0.8739
ENSG00000197852,INKA2,69,0.86923,8,-2.6936,42,0.01473,55,0.78797
ENSG00000171385,KCND3,11,-2.8741,2,-5.3835,53,-0.5895,155,3.13935
ENSG00000116489,CAPZA1,11,-2.3971,52,-0.1247,18,-1.7706,84,1.33587
ENSG00000155366,RHOC,900,3.23746,177,-0.3282,77,-1.5926,46,-2.8397
ENSG00000163349,HIPK1,273,2.00896,95,-0.0351,45,-1.2323,57,-1.1583
ENSG00000197323,TRIM33,27,-0.4308,33,-0.1244,35,-0.0054,39,0.29453
ENSG00000116752,BCAS2,126,0.31381,44,-1.5410,59,-0.9368,154,1.16714
ENSG00000213281,NRAS,11,-1.1820,25,0.03902,26,0.09532,28,0.35249
ENSG00000009307,CSDE1,922,1.86535,264,-0.5342,206,-0.8483,261,-0.6656
ENSG00000163399,ATP1A1,11,-5.2880,116,-2.1426,139,-1.6701,807,3.06934
ENSG00000198162,MAN1A2,45,-1.8060,284,1.70817,138,-0.0573,83,-1.1705
ENSG00000092621,PHGDH,381,2.69858,124,0.35950,65,-0.7629,12,-3.7808
ENSG00000265808,SEC22B,11,-2.0214,45,0.10618,38,-0.1857,53,0.59874
ENSG00000232527,LINC02802,11,-1.2021,20,-0.3957,38,0.72973,28,0.31552
ENSG00000265491,RNF115,207,3.09472,7,-3.0989,30,-0.7952,32,-0.9450
ENSG00000131779,PEX11B,11,-1.4155,16,-1.0812,24,-0.2560,44,1.37021
ENSG00000265241,RBM8A,215,1.34350,85,-0.3724,57,-0.9448,93,-0.2483
ENSG00000272031,ANKRD34A,11,-2.4391,6,-3.4825,13,-2.2267,120,3.60517
ENSG00000265972,TXNIP,533,2.61419,199,0.60564,29,-2.5185,31,-2.9529
ENSG00000178104,PDE4DIP,242,1.07014,125,-0.1300,93,-0.5940,116,-0.3301
ENSG00000159164,SV2A,12,-5.0260,47,-3.3152,173,-1.1289,721,3.36567
ENSG00000023902,PLEKHO1,11,-1.8174,38,0.04016,62,0.88569,37,-0.0035
ENSG00000143401,ANP32E,11,-2.4402,107,1.54243,49,-0.2349,41,-0.7526
ENSG00000117362,APH1A,11,-1.9055,64,1.08484,32,-0.3623,35,-0.2690
ENSG00000266472,MRPS21,13,-4.0236,154,-0.3480,162,-0.2131,269,1.15229
ENSG00000143420,ENSA,11,-4.2412,132,-0.7259,265,0.53732,273,1.01055
ENSG00000213190,MLLT11,11,-4.7002,41,-3.1229,341,0.42255,478,2.13503
ENSG00000159352,PSMD4,532,2.03990,108,-1.0139,103,-0.9513,152,-0.4865
ENSG00000143393,PI4KB,11,-2.6939,32,-1.3439,35,-1.0406,121,2.10833
ENSG00000159377,PSMB4,409,1.16735,95,-1.4621,138,-0.7143,254,0.46488
ENSG00000143442,POGZ,11,-2.0037,43,0.05038,16,-1.5537,61,1.08154
ENSG00000143376,SNX27,11,-2.1954,48,-0.0218,38,-0.3712,64,0.81050
ENSG00000159409,CELF3,11,-2.2683,0,-6.5100,94,1.11669,82,1.61498
ENSG00000197747,S100A10,223,1.99046,105,0.59454,20,-2.1284,35,-1.6927
ENSG00000197956,S100A6,3259,3.83497,333,-1.2472,130,-2.5239,190,-2.4104
ENSG00000188643,S100A16,14,-1.9297,109,2.11484,67,0.54145,14,-2.3425
ENSG00000189171,S100A13,102,-0.5701,261,1.40045,234,0.84687,52,-2.0334
ENSG00000160678,S100A1,27,-2.1755,127,0.30741,209,1.17287,92,-0.4138
ENSG00000160679,CHTOP,365,2.72083,62,-0.8637,39,-1.4740,55,-1.2504
ENSG00000143621,ILF2,11,-2.2423,44,-0.2448,38,-0.4428,70,1.02636
ENSG00000143624,INTS3,11,-1.8809,28,-0.6323,21,-0.9412,61,1.44804
ENSG00000143614,GATAD2B,254,3.19319,19,-2.0004,37,-0.7575,30,-1.4489
ENSG00000198837,DENND4B,11,-1.6874,28,-0.3577,69,1.27304,34,-0.0164
