Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000163655,GMPS,43,0.59457,30,-0.0216,30,0.02180,25,-0.3191,30,-0.0257,29,-0.0407,24,-0.3591
ENSG00000169282,KCNAB1,44,-0.3593,70,0.35306,44,-0.4253,43,-0.4002,88,1.05496,32,-0.8611,18,-1.7145
ENSG00000114850,SSR3,102,0.54255,79,0.11653,52,-0.5796,58,-0.3586,71,-0.0701,102,0.54115,74,0.01707
ENSG00000163660,CCNL1,3,-2.3631,17,0.00329,22,0.54632,13,-0.3940,10,-0.8329,27,0.82434,29,0.93196
ENSG00000174891,RSRC1,15,-1.1202,29,-0.1500,22,-0.6478,42,0.43582,40,0.46698,47,0.58738,25,-0.4131
ENSG00000178053,MLF1,3,-2.8571,18,-0.3899,30,0.44549,17,-0.4633,29,0.47809,33,0.55056,15,-0.6908
ENSG00000168827,GFM1,3,-3.1791,38,0.42598,36,0.39441,23,-0.3979,31,0.12174,28,-0.0869,35,0.29786
ENSG00000118855,MFSD1,3,-2.1268,32,1.36284,8,-0.9570,18,0.42246,11,-0.5014,28,1.14509,11,-0.3617
ENSG00000180044,C3orf80,3,-3.0416,56,1.25946,42,0.87310,22,-0.2540,31,0.33759,1,-3.9458,5,-2.5363
ENSG00000068885,IFT80,3,-3.0874,46,0.84614,28,0.06611,11,-1.3695,34,0.43790,19,-0.5536,37,0.48104
ENSG00000186432,KPNA4,3,-4.3163,107,0.70160,66,-0.0836,79,0.20398,88,0.51650,58,-0.2954,51,-0.4758
ENSG00000163590,PPM1L,3,-4.5658,158,1.22835,47,-0.8273,73,-0.0755,126,1.17789,34,-1.2506,25,-1.7031
ENSG00000169255,B3GALNT1,49,-0.2814,70,0.28761,73,0.40687,31,-0.9923,74,0.49804,51,-0.2349,18,-1.7651
ENSG00000169251,NMD3,3,-2.8459,14,-0.7462,14,-0.8267,21,-0.1593,29,0.50546,49,1.27297,28,0.27755
ENSG00000114209,PDCD10,3,-3.1257,33,0.24114,50,1.13190,20,-0.5177,20,-0.6886,40,0.55879,27,-0.0872
ENSG00000163536,SERPINI1,3,-7.0648,902,1.24531,551,0.45270,387,-0.1790,554,0.53980,150,-1.6237,119,-1.9630
ENSG00000173905,GOLIM4,145,1.85211,9,-2.5279,27,-1.0639,32,-0.7112,24,-1.3288,116,1.42923,75,0.64908
ENSG00000008952,SEC62,473,0.37832,265,-0.5473,286,-0.4726,317,-0.2654,380,0.02909,312,-0.2902,669,0.96581
ENSG00000173889,PHC3,3,-2.5406,27,0.60274,16,-0.2586,13,-0.6022,25,0.67528,22,0.23846,14,-0.4832
ENSG00000163558,PRKCI,3,-3.8196,68,0.66506,95,1.50641,32,-0.5697,43,-0.1350,11,-2.0572,23,-1.0557
ENSG00000136603,SKIL,3,-3.0453,44,0.83402,34,0.43366,25,-0.0792,32,0.37401,15,-0.8788,16,-0.8063
ENSG00000013297,CLDN11,197,0.98755,18,-2.6880,19,-2.7442,12,-3.2608,42,-1.6878,101,-0.1089,594,3.42608
ENSG00000013293,SLC7A14,3,-3.7128,35,-0.2790,79,1.23137,20,-1.1242,51,0.38898,26,-0.7418,28,-0.6166
ENSG00000163584,RPL22L1,3,-2.9215,14,-0.8200,28,0.25113,23,-0.0979,18,-0.6248,64,1.66884,30,0.35515
ENSG00000163577,EIF5A2,47,1.45755,20,0.00738,8,-1.4797,10,-1.0974,29,0.79539,15,-0.4349,6,-1.7671
ENSG00000154310,TNIK,3,-3.5451,43,0.22679,24,-0.7659,49,0.41727,45,0.37849,59,0.72436,40,0.08202
ENSG00000144959,NCEH1,3,-4.3138,129,1.16991,95,0.75598,43,-0.6380,79,0.44555,35,-0.9245,4,-3.9576
ENSG00000169760,NLGN1,3,-2.7195,63,1.89475,23,0.14540,22,0.06412,22,0.07867,3,-2.7286,9,-1.3313
ENSG00000177565,TBL1XR1,3,-4.5692,131,0.89425,83,0.15291,55,-0.5201,98,0.52888,77,0.01398,39,-1.0240
ENSG00000172667,ZMAT3,3,-4.6078,97,0.33421,85,0.14790,90,0.21210,104,0.61969,60,-0.4346,54,-0.5922
ENSG00000121879,PIK3CA,3,-2.6464,35,0.91720,18,-0.1817,25,0.36394,25,0.46263,17,-0.2296,9,-1.2189
ENSG00000121864,ZNF639,60,1.56428,25,0.07399,26,0.14852,18,-0.4768,20,-0.3988,10,-1.3800,17,-0.5443
ENSG00000171109,MFN1,3,-2.2923,15,-0.0816,22,0.66272,6,-1.3160,17,0.18638,22,0.53753,14,-0.1706
ENSG00000114450,GNB4,3,-2.6403,7,-1.5147,8,-1.4341,14,-0.5804,38,1.55635,37,1.02242,10,-1.0945
ENSG00000136522,MRPL47,3,-3.4970,50,0.52534,42,0.24824,31,-0.2618,43,0.35436,41,0.20763,26,-0.5412
ENSG00000136521,NDUFB5,12,-3.3672,145,0.39891,169,0.76198,116,0.02785,110,-0.0593,124,0.13588,70,-0.7529
ENSG00000114757,PEX5L,3,-4.8729,156,0.83074,128,0.57405,56,-0.8201,102,0.15397,57,-0.7819,111,0.25676
ENSG00000163728,TTC14,3,-2.9235,30,0.32179,36,0.71389,16,-0.6333,20,-0.4198,47,1.06848,18,-0.4679
ENSG00000114416,FXR1,22,-1.6778,86,0.41061,68,0.02763,48,-0.5075,52,-0.4735,118,0.93641,101,0.67834
ENSG00000205981,DNAJC19,3,-4.1941,95,0.77520,102,1.06079,73,0.34771,48,-0.4073,22,-1.5070,51,-0.2454
ENSG00000242808,SOX2-OT,3,-5.5647,52,-1.6507,42,-2.0873,56,-1.5458,92,-0.9664,163,0.09229,901,3.66810
ENSG00000181449,SOX2,90,-0.0358,26,-1.8887,37,-1.4964,88,-0.0595,59,-0.8509,293,2.06672,171,1.03753
ENSG00000043093,DCUN1D1,52,0.44592,54,0.49931,33,-0.2931,38,-0.0697,43,0.19680,16,-1.3643,38,-0.0514
ENSG00000078070,MCCC1,3,-2.2576,15,-0.0185,29,1.22810,10,-0.6509,14,-0.1790,18,0.24423,8,-1.0150
ENSG00000114796,KLHL24,119,1.83950,25,-0.7584,15,-1.6221,22,-1.0033,34,-0.4056,47,0.18103,71,0.88139
ENSG00000163872,YEATS2,3,-3.0885,41,0.66544,40,0.69929,19,-0.5286,28,0.08126,21,-0.3998,24,-0.2141
ENSG00000180834,MAP6D1,3,-3.7415,42,-0.0515,64,0.73504,14,-1.7191,22,-1.1895,9,-2.2582,168,2.50982
ENSG00000175193,PARL,68,1.07077,21,-0.7859,29,-0.3720,26,-0.4830,41,0.29712,29,-0.3061,31,-0.2163
ENSG00000114770,ABCC5,3,-3.9925,97,1.06760,67,0.48768,36,-0.5317,70,0.69817,22,-1.3188,10,-2.4114
ENSG00000145191,EIF2B5,137,1.64148,63,0.27738,31,-0.9047,25,-1.1395,60,0.26822,41,-0.3848,20,-1.4443
ENSG00000161202,DVL3,3,-3.5693,39,0.01436,33,-0.2807,28,-0.4983,43,0.25299,78,1.19200,40,0.08935
ENSG00000161203,AP2M1,505,-0.3113,1006,0.81745,773,0.42722,518,-0.2691,650,0.11915,400,-0.6707,216,-1.6067
ENSG00000161204,ABCF3,80,0.81046,80,0.80822,50,0.04617,41,-0.2575,37,-0.5151,53,0.15176,21,-1.2971
ENSG00000145198,VWA5B2,3,-3.1944,46,0.74074,29,0.00031,38,0.40533,35,0.38013,27,-0.1576,16,-0.9481
ENSG00000163888,CAMK2N2,116,-0.4206,148,-0.0379,153,0.01424,191,0.37316,213,0.76803,87,-0.8653,28,-2.5273
ENSG00000175166,PSMD2,158,0.07057,191,0.37930,152,0.00511,143,-0.0956,169,0.23628,145,-0.0708,65,-1.2946
ENSG00000114867,EIF4G1,118,0.18498,112,0.09310,132,0.42648,91,-0.2366,90,-0.3150,124,0.26259,74,-0.5531
ENSG00000175182,FAM131A,3,-5.9175,349,0.96978,248,0.44545,187,-0.0659,255,0.58274,131,-0.6310,22,-3.2400
ENSG00000163882,POLR2H,8,-2.2869,36,-0.0719,45,0.33954,24,-0.6796,53,0.78916,27,-0.4993,29,-0.3814
ENSG00000090539,CHRD,3,-3.2051,48,0.79709,27,-0.1557,22,-0.4678,49,1.17354,18,-0.7660,4,-2.7947
ENSG00000177383,MAGEF1,3,-3.8024,54,0.30203,78,1.08784,37,-0.3018,49,0.17669,28,-0.7282,23,-0.9966
ENSG00000156931,VPS8,3,-3.1461,54,1.07083,26,-0.1493,33,0.25556,34,0.35695,22,-0.3820,18,-0.6914
ENSG00000187068,C3orf70,3,-3.2619,36,0.22958,32,0.04952,36,0.25567,23,-0.5300,45,0.59409,55,0.96382
ENSG00000073803,MAP3K13,3,-3.9099,57,0.24849,36,-0.4969,42,-0.2081,57,0.34477,85,0.92874,54,0.16523
ENSG00000163900,TMEM41A,46,1.34810,24,0.23350,12,-0.9022,16,-0.3979,15,-0.5811,38,0.97859,14,-0.6548
ENSG00000163904,SENP2,3,-3.5485,49,0.40907,41,0.14652,44,0.23673,54,0.82833,12,-1.7484,24,-0.6679
ENSG00000136527,TRA2B,136,0.87605,101,0.37219,73,-0.1588,51,-0.7032,70,-0.2811,93,0.23281,66,-0.3184
ENSG00000244405,ETV5,3,-4.0775,80,0.62280,64,0.28899,53,-0.0342,70,0.55903,29,-0.9451,40,-0.4774
ENSG00000058866,DGKG,3,-2.6499,11,-0.9529,46,1.70892,20,-0.0375,19,-0.1193,11,-0.9081,8,-1.3381
ENSG00000090520,DNAJB11,114,1.86426,49,0.35641,24,-0.8624,20,-1.0239,27,-0.7370,53,0.47986,30,-0.4329
ENSG00000156976,EIF4A2,13,-5.6548,828,0.53210,824,0.60690,393,-0.6565,806,0.66266,466,-0.3928,212,-1.5920
ENSG00000073849,ST6GAL1,3,-2.8975,26,0.12225,14,-0.9010,18,-0.4582,27,0.21556,66,1.73991,19,-0.3230
ENSG00000157005,SST,3,-5.1666,31,-1.9918,174,0.75486,97,-0.2913,157,0.64911,177,0.67682,43,-1.5309
ENSG00000113916,BCL6,3,-3.2735,31,-0.0186,19,-0.8481,24,-0.3852,45,0.81916,41,0.43768,40,0.40269
ENSG00000152492,CCDC50,3,-2.8902,13,-0.9061,10,-1.4760,26,0.11141,24,0.01559,45,1.06783,60,1.57295
ENSG00000114279,FGF12,3,-5.3566,191,0.60446,144,0.14868,149,0.18705,208,1.05695,43,-1.6970,25,-2.5210
ENSG00000127249,ATP13A4,3,-2.2881,5,-1.5796,11,-0.6362,20,0.37648,14,-0.2250,41,1.62046,24,0.71614
ENSG00000198836,OPA1,52,-0.9174,168,0.98238,95,0.02994,79,-0.2577,116,0.46491,53,-0.8833,44,-1.1533
ENSG00000114315,HES1,27,-0.2857,12,-1.5166,16,-1.2069,29,-0.1985,23,-0.6695,124,2.43163,35,0.09468
ENSG00000133657,ATP13A3,3,-3.0859,38,0.54863,40,0.70276,17,-0.7658,22,-0.3925,53,1.11472,15,-0.8876
ENSG00000114331,ACAP2,38,0.42088,20,-0.5938,23,-0.4618,21,-0.5018,20,-0.7455,73,1.53197,38,0.41200
ENSG00000184203,PPP1R2,3,-3.9734,118,1.43317,49,-0.0738,73,0.60391,57,0.24684,35,-0.5733,9,-2.5063
ENSG00000189058,APOD,1337,1.51664,205,-1.5305,162,-2.0058,176,-1.7549,300,-1.1392,1064,1.09644,1532,1.78158
ENSG00000061938,TNK2,6,-3.6632,91,0.22431,90,0.22607,77,-0.0451,84,0.13294,134,0.86745,51,-0.6838
ENSG00000072274,TFRC,175,2.30368,34,-0.5651,31,-0.7533,37,-0.4567,33,-0.7648,53,0.12902,30,-0.7468
ENSG00000161217,PCYT1A,3,-2.6728,19,-0.1151,12,-0.8380,20,-0.0491,27,0.57121,31,0.68140,27,0.42595
ENSG00000213123,TCTEX1D2,3,-3.4337,30,-0.2401,62,1.12886,29,-0.3080,45,0.54334,19,-0.9571,10,-1.8737
ENSG00000163960,UBXN7,3,-2.5213,24,0.39693,12,-0.7200,13,-0.5637,22,0.41453,14,-0.4199,39,1.27111
ENSG00000163961,RNF168,3,-2.8977,14,-0.7963,22,-0.1103,20,-0.2988,36,0.94533,43,0.96059,5,-2.1532
ENSG00000174013,FBXO45,3,-3.2186,32,0.08409,36,0.31215,20,-0.6559,44,0.86389,24,-0.3268,18,-0.7864
ENSG00000163964,PIGX,80,0.75326,57,0.21607,51,0.02814,27,-0.9562,48,-0.0716,58,0.23868,33,-0.6750
ENSG00000180370,PAK2,3,-3.1455,29,0.01348,16,-0.9194,30,0.08449,34,0.38558,49,0.87502,39,0.50747
ENSG00000119231,SENP5,3,-3.4515,33,-0.1255,42,0.29637,39,0.16009,49,0.73561,30,-0.2499,18,-1.0694
ENSG00000114503,NCBP2,28,-0.7324,41,-0.1531,62,0.59123,44,-0.0416,42,-0.1229,34,-0.4362,53,0.25618
ENSG00000270170,NCBP2AS2,3,-3.5263,51,0.50298,48,0.45898,32,-0.2418,42,0.25740,51,0.50304,14,-1.4933
ENSG00000119227,PIGZ,3,-2.2038,15,-0.0022,30,1.38477,13,-0.1707,14,-0.0876,15,-0.0096,0,-4.4730
ENSG00000075711,DLG1,10,-3.0371,95,0.33596,93,0.35904,58,-0.4476,85,0.21638,29,-1.4886,135,0.93314
ENSG00000161267,BDH1,3,-3.0752,35,0.42031,38,0.61192,21,-0.4286,31,0.30522,27,0.00332,16,-0.8406
ENSG00000145016,RUBCN,33,-0.3715,56,0.47748,42,0.01927,41,0.00312,42,0.05504,37,-0.1533,35,-0.2456
ENSG00000122068,FYTTD1,3,-3.5128,47,0.40057,49,0.51722,27,-0.4684,38,0.07334,42,0.21398,37,-0.0055
ENSG00000186001,LRCH3,3,-2.3791,17,0.03743,9,-1.0429,5,-1.7006,16,-0.0505,28,0.81611,47,1.80131
ENSG00000182899,RPL35A,1384,0.86834,439,-0.9737,717,-0.2392,660,-0.3453,541,-0.7978,1260,0.70684,1406,0.89589
ENSG00000182903,ZNF721,57,1.06589,27,-0.1983,23,-0.4908,23,-0.3889,32,0.12562,31,0.05246,22,-0.5217
ENSG00000174227,PIGG,3,-2.3733,26,0.72639,23,0.58101,7,-1.3482,16,-0.0727,26,0.72496,11,-0.6754
ENSG00000273238,TMEM271,34,-0.9112,110,0.99804,90,0.76302,77,0.38046,57,-0.1144,28,-1.1887,5,-3.7354
ENSG00000169020,ATP5ME,527,-0.5059,517,-0.5364,848,0.28291,558,-0.4193,628,-0.2925,830,0.21406,1258,0.91240
ENSG00000185619,PCGF3,3,-3.0149,40,0.71525,32,0.36801,26,-0.0290,31,0.34613,24,-0.1355,12,-1.2206
ENSG00000168993,CPLX1,3,-6.1225,378,0.86157,122,-1.0355,284,0.37875,379,1.25256,167,-0.4714,36,-2.7655
ENSG00000178950,GAK,80,0.68083,70,0.45698,68,0.46950,30,-0.8698,39,-0.5745,50,-0.0752,44,-0.2931
ENSG00000127419,TMEM175,111,1.59011,42,-0.0820,55,0.41752,30,-0.5804,33,-0.5412,22,-1.0461,25,-0.8977
ENSG00000145214,DGKQ,28,0.26955,38,0.76819,26,0.19132,22,-0.1259,24,0.02566,21,-0.2255,4,-2.6203
ENSG00000159692,CTBP1,5,-4.9553,221,0.63219,160,0.10755,159,0.08793,190,0.51189,140,-0.1129,89,-0.8197
ENSG00000090316,MAEA,3,-4.1499,106,1.01957,71,0.40853,41,-0.5182,68,0.35804,45,-0.3857,32,-0.9091
ENSG00000163950,SLBP,108,0.56191,109,0.58875,79,0.06308,53,-0.5682,92,0.40208,32,-1.3114,26,-1.6281
ENSG00000168936,TMEM129,3,-3.3674,24,-0.4928,35,0.11376,25,-0.4458,37,0.22551,66,1.15016,32,-0.0619
ENSG00000068078,FGFR3,3,-5.6028,57,-1.5528,170,0.14902,173,0.15252,141,-0.2107,449,1.84677,123,-0.3836
ENSG00000168924,LETM1,3,-3.8387,56,0.31451,60,0.48256,46,-0.0224,55,0.35615,49,0.09825,24,-0.9933
ENSG00000109685,NSD2,3,-3.6637,42,0.03898,57,0.63392,35,-0.2456,46,0.24714,44,0.12028,32,-0.3784
ENSG00000185049,NELFA,54,1.69563,25,0.30565,21,0.02565,21,0.02086,13,-0.8138,11,-0.9298,12,-0.8175
ENSG00000243449,C4orf48,178,-1.4201,362,-0.3324,544,0.36582,409,-0.1415,395,-0.2462,426,-0.0750,818,1.01187
ENSG00000185818,NAT8L,140,-1.0561,312,0.18948,302,0.15863,297,0.11494,302,0.18051,373,0.48674,137,-1.0899
ENSG00000123933,MXD4,3,-3.6896,23,-0.9549,44,-0.0039,50,0.21355,42,-0.0883,103,1.45844,45,0.03694
ENSG00000159733,ZFYVE28,3,-2.4045,21,0.32722,22,0.45574,9,-0.8880,26,0.99194,10,-0.7518,4,-2.2332
ENSG00000063978,RNF4,56,0.29772,64,0.51125,49,0.08893,28,-0.8070,48,0.05642,29,-0.7152,47,0.02695
ENSG00000087274,ADD1,4,-5.7034,247,0.27313,189,-0.1716,220,0.08411,266,0.52886,240,0.22389,199,-0.0729
ENSG00000109736,MFSD10,3,-3.5306,61,0.80462,36,-0.0518,33,-0.1885,43,0.30849,47,0.36495,27,-0.4990
ENSG00000197386,HTT,3,-4.2589,72,0.25048,79,0.46320,76,0.32715,71,0.28479,70,0.19778,26,-1.3137
ENSG00000159788,RGS12,3,-3.8059,42,-0.0992,73,0.92351,41,-0.1308,29,-0.8072,103,1.39725,27,-0.7688
ENSG00000163956,LRPAP1,92,-0.9563,233,0.50322,250,0.72203,153,-0.1737,158,-0.1592,166,-0.0470,92,-0.9697
ENSG00000132406,TMEM128,3,-2.3341,21,0.39095,15,-0.1402,10,-0.7986,16,-0.0352,27,0.85571,23,0.59864
ENSG00000168824,NSG1,193,0.94530,202,1.03264,74,-0.6661,83,-0.4354,121,0.22458,90,-0.2963,10,-3.4782
ENSG00000168818,STX18,46,1.21826,20,-0.1887,24,0.13740,21,-0.0937,18,-0.3524,8,-1.4809,24,0.09655
ENSG00000072832,CRMP1,82,-1.6689,455,1.04556,262,0.13425,195,-0.3497,312,0.54124,206,-0.2665,37,-2.8190
ENSG00000181215,C4orf50,3,-2.5199,37,1.14649,21,0.24795,16,-0.2308,27,0.87003,4,-2.2568,1,-4.1523
ENSG00000152969,JAKMIP1,47,-0.5442,94,0.54920,53,-0.4192,72,0.11947,102,0.94939,34,-1.0375,13,-2.4481
ENSG00000109501,WFS1,124,-0.2522,176,0.31213,121,-0.3107,124,-0.2488,169,0.33356,198,0.51362,76,-1.0004
ENSG00000074211,PPP2R2C,50,-2.1221,375,1.01657,183,-0.1961,226,0.16448,265,0.57737,126,-0.7535,101,-1.0831
ENSG00000013288,MAN2B2,215,2.23874,78,0.37472,39,-0.7864,40,-0.6817,54,-0.2816,30,-1.1343,18,-1.8529
ENSG00000179010,MRFAP1,28,-3.6591,422,0.43852,331,0.04887,312,-0.0540,390,0.40844,283,-0.2105,349,0.12483
ENSG00000170846,AC093323.1,3,-3.8777,51,0.12904,78,0.97206,21,-1.2376,53,0.23646,58,0.32040,25,-0.9960
ENSG00000178988,MRFAP1L1,58,-0.7017,118,0.41896,96,0.09077,72,-0.3794,103,0.25578,85,-0.1146,78,-0.2362
ENSG00000170871,KIAA0232,60,-0.3551,119,0.75722,80,0.10461,52,-0.5775,89,0.36021,36,-1.1318,58,-0.3999
ENSG00000132405,TBC1D14,3,-3.7346,56,0.41978,59,0.60896,36,-0.2916,43,0.01138,44,0.04643,42,-0.0247
ENSG00000173011,TADA2B,3,-2.6757,27,0.46351,26,0.44084,16,-0.4073,28,0.68493,15,-0.4500,7,-1.5632
ENSG00000109519,GRPEL1,3,-3.5736,63,0.81357,43,0.22086,36,-0.1100,44,0.28359,35,-0.1622,29,-0.4491
ENSG00000184985,SORCS2,3,-2.4777,18,0.05120,15,-0.3461,17,-0.1054,18,-0.0190,50,1.78483,8,-1.2328
ENSG00000196526,AFAP1,19,-0.0007,34,0.93482,23,0.34954,19,-0.0555,18,-0.1405,20,0.05549,0,-5.1046
ENSG00000163995,ABLIM2,3,-3.5607,65,0.88132,70,1.21257,39,0.02350,38,-0.0123,13,-1.5979,7,-2.5323
ENSG00000071127,WDR1,406,2.51327,69,-0.6466,88,-0.2994,59,-0.8938,54,-1.2167,110,0.09421,61,-0.8358
ENSG00000178163,ZNF518B,3,-2.2463,17,0.21787,25,0.94822,10,-0.6529,21,0.74931,5,-1.6353,2,-2.5999
ENSG00000157869,RAB28,3,-2.6017,23,0.27416,14,-0.5953,13,-0.6079,15,-0.5240,41,1.24577,43,1.30582
ENSG00000038219,BOD1L1,202,1.25860,69,-0.5152,60,-0.8096,67,-0.5699,126,0.60265,55,-0.8612,69,-0.5284
ENSG00000137449,CPEB2,3,-3.3892,60,0.94259,25,-0.5533,38,0.19642,42,0.44434,28,-0.3039,35,0.06466
ENSG00000118564,FBXL5,3,-4.2113,78,0.42964,78,0.50762,47,-0.3882,46,-0.5182,99,0.83288,77,0.39973
ENSG00000237765,FAM200B,56,-0.4465,56,-0.4446,54,-0.5604,52,-0.5505,64,-0.2814,98,0.45757,179,1.51165
ENSG00000169762,TAPT1,16,-0.9933,25,-0.3164,43,0.59357,20,-0.6679,30,-0.0798,34,0.14974,40,0.39778
ENSG00000169744,LDB2,3,-4.3375,93,0.57556,175,2.19510,29,-1.2233,49,-0.5652,20,-1.8189,11,-2.5865
ENSG00000151552,QDPR,3,-6.5220,246,-0.3005,188,-0.7827,208,-0.5566,321,0.16687,222,-0.4554,949,2.07669
ENSG00000002549,LAP3,3,-3.0199,21,-0.3683,26,0.00776,20,-0.4439,20,-0.4971,59,1.39086,45,0.90581
ENSG00000118579,MED28,4,-3.3154,37,0.00550,41,0.20304,23,-0.6899,46,0.46792,53,0.60266,31,-0.2735
ENSG00000163257,DCAF16,3,-2.7270,28,0.46795,22,0.09805,16,-0.4411,24,0.23363,19,-0.2046,30,0.55740
ENSG00000145147,SLIT2,56,0.69871,51,0.55046,19,-1.1165,30,-0.3231,61,1.21671,7,-2.4226,1,-5.2126
ENSG00000163138,PACRGL,3,-2.5351,19,0.05130,25,0.58081,11,-0.8013,27,0.80085,10,-0.9034,11,-0.7415
ENSG00000185774,KCNIP4,3,-4.5245,80,0.12122,214,2.42675,35,-1.1579,49,-0.7870,35,-1.1401,14,-2.4756
ENSG00000152990,ADGRA3,3,-2.6369,9,-1.2336,17,-0.2562,20,0.02063,10,-1.2007,54,1.72600,48,1.48334
ENSG00000109606,DHX15,3,-3.5541,64,0.86231,39,0.03479,23,-0.7874,37,-0.0635,53,0.55353,48,0.39098
ENSG00000053900,ANAPC4,3,-2.5988,28,0.57572,31,0.91648,14,-0.5500,19,-0.0810,17,-0.1722,14,-0.5464
ENSG00000250317,SMIM20,71,1.33025,28,-0.2416,32,-0.0157,30,-0.1180,20,-0.8753,35,0.14257,34,0.09296
ENSG00000168214,RBPJ,240,1.75509,56,-0.7117,34,-1.5422,59,-0.6128,77,-0.2667,47,-0.9513,176,1.16929
ENSG00000109689,STIM2,3,-2.5499,35,1.03443,26,0.62071,16,-0.2629,16,-0.3024,22,0.27821,10,-0.8803
ENSG00000169851,PCDH7,48,-1.5065,179,0.54298,268,1.51202,69,-0.9530,127,-0.0208,53,-1.3556,17,-2.9754
ENSG00000047365,ARAP2,3,-2.8806,9,-1.3661,26,0.18985,20,-0.2498,13,-1.0379,37,0.73554,74,1.99980
ENSG00000065882,TBC1D1,385,4.50513,8,-2.7763,26,-1.2000,7,-3.0465,14,-2.2745,24,-1.2016,15,-1.8941
ENSG00000109787,KLF3,3,-2.3785,13,-0.4170,11,-0.6757,13,-0.3651,13,-0.4982,42,1.58532,35,1.21180
ENSG00000109790,KLHL5,3,-3.0531,37,0.52307,7,-2.0156,24,-0.1835,26,-0.0494,29,0.15793,81,1.93805
ENSG00000035928,RFC1,51,0.22784,21,-1.1377,33,-0.4912,22,-1.0547,44,0.00400,67,0.66598,82,1.02648
ENSG00000163682,RPL9,1525,0.77358,457,-1.1459,889,-0.1287,719,-0.4482,691,-0.6288,1359,0.57735,1643,0.90203
ENSG00000163683,SMIM14,75,0.25121,79,0.33397,49,-0.4630,55,-0.2266,68,0.11587,64,-0.0074,66,0.05434
ENSG00000078140,UBE2K,3,-4.8514,165,0.95075,118,0.44305,86,-0.1320,121,0.56693,41,-1.2680,38,-1.3699
ENSG00000121892,PDS5A,3,-3.2466,34,0.17664,40,0.50159,26,-0.2604,34,0.19394,21,-0.5583,40,0.44558
ENSG00000163697,APBB2,3,-3.4620,31,-0.2174,31,-0.2109,34,-0.0445,34,-0.1059,43,0.30032,80,1.36693
ENSG00000154277,UCHL1,267,-2.6355,3139,1.22223,2171,0.67162,1212,-0.3640,1746,0.28824,868,-0.8793,179,-3.2198
ENSG00000064042,LIMCH1,3,-5.2619,119,-0.0606,109,-0.2199,93,-0.4496,137,0.21687,97,-0.3884,296,1.49227
ENSG00000109133,TMEM33,127,0.93657,81,0.18608,73,0.01840,46,-0.7071,72,-0.0056,52,-0.5035,54,-0.4592
ENSG00000014824,SLC30A9,3,-4.6358,105,0.44229,99,0.39007,69,-0.2465,101,0.49564,57,-0.5314,67,-0.2782
ENSG00000124406,ATP8A1,48,-1.0073,121,0.45790,132,0.70804,36,-1.4270,99,0.17591,19,-2.3923,127,0.53438
ENSG00000151806,GUF1,3,-2.8690,30,0.36919,22,-0.1337,17,-0.5110,31,0.58428,21,-0.2014,29,0.32666
ENSG00000163281,GNPDA2,3,-2.3603,18,0.11990,21,0.48635,15,-0.1672,20,0.40527,17,0.03275,9,-0.8641
ENSG00000163285,GABRG1,3,-3.4854,12,-1.6057,31,-0.2813,53,0.62962,45,0.46800,64,0.94134,32,-0.1744
ENSG00000260878,AC104072.1,3,-3.3838,50,0.65602,73,1.60544,32,-0.0677,24,-0.6378,32,-0.0927,0,-5.6209
ENSG00000151834,GABRA2,3,-4.1085,66,0.26903,121,1.61484,48,-0.2296,35,-0.8677,71,0.39267,21,-1.4991
ENSG00000109158,GABRA4,3,-3.6000,104,1.70135,68,1.07820,40,0.05672,32,-0.3968,5,-2.8609,6,-2.7935
ENSG00000163288,GABRB1,13,-0.8863,19,-0.3594,32,0.52747,28,0.25593,34,0.77616,11,-1.1384,2,-3.4265
ENSG00000260918,AC107398.3,6,-3.7589,105,0.43408,111,0.59807,76,-0.0967,103,0.53657,52,-0.6707,35,-1.2685
ENSG00000169019,COMMD8,3,-2.3736,37,1.31832,19,0.26448,10,-0.8118,17,0.00374,22,0.45782,6,-1.4677
ENSG00000075539,FRYL,3,-3.0223,26,-0.0015,18,-0.6533,9,-1.5135,26,-0.0100,25,-0.0465,84,2.05803
ENSG00000109180,OCIAD1,4,-5.8736,411,1.08191,331,0.82431,204,-0.0886,199,-0.1599,146,-0.6135,132,-0.7670
ENSG00000145247,OCIAD2,3,-3.7198,60,0.55170,72,1.01998,46,0.13684,30,-0.6471,50,0.26961,31,-0.4900
ENSG00000109184,DCUN1D4,3,-3.9958,94,0.99310,43,-0.3309,51,-0.0089,72,0.75642,22,-1.3259,43,-0.2705
ENSG00000163069,SGCB,3,-4.3694,83,0.35514,57,-0.2624,37,-0.9096,76,0.27788,85,0.38944,116,0.91189
ENSG00000109189,USP46,36,-1.2427,105,0.43212,98,0.36546,69,-0.2488,95,0.35418,48,-0.7937,65,-0.3246
ENSG00000226950,DANCR,3,-3.5880,28,-0.5231,55,0.66075,40,0.06051,32,-0.3476,54,0.53447,55,0.56770
ENSG00000145216,FIP1L1,3,-2.8086,34,0.69049,26,0.28174,18,-0.3400,21,-0.1733,32,0.55586,23,0.04389
