Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to12,Feature log2 fold change topic 3to12
ENSG00000121774,KHDRBS1,81,-0.5438,111,-0.0540,119,0.30640
ENSG00000121775,TMEM39B,28,0.86054,1,-3.4363,17,0.18049
ENSG00000025800,KPNA6,0,-6.1981,10,-1.4700,30,2.55063
ENSG00000084652,TXLNA,0,-5.9016,27,0.35912,23,0.75510
ENSG00000084623,EIF3I,112,0.11813,76,-0.4788,106,0.16879
ENSG00000175130,MARCKSL1,44,-2.4830,1169,2.97228,159,-1.9292
ENSG00000160058,BSDC1,0,-7.3200,38,-0.6296,65,1.75159
ENSG00000176261,ZBTB8OS,26,-0.6325,54,0.49418,39,-0.0231
ENSG00000162521,RBBP4,146,0.80356,81,-0.1373,84,-0.4388
ENSG00000162522,KIAA1522,3,-2.9070,4,-2.2452,25,2.65442
ENSG00000134684,YARS,14,-2.8006,38,-1.3760,107,2.02889
ENSG00000116497,S100PBP,0,-5.6365,25,0.57745,18,0.53519
ENSG00000160097,FNDC5,0,-5.7182,2,-3.1576,22,4.06499
ENSG00000121905,HPCA,31,-3.3233,34,-3.2208,347,3.39505
ENSG00000121900,TMEM54,0,-6.4543,47,0.65919,33,0.46474
ENSG00000004455,AK2,32,0.42389,65,1.61831,20,-1.2799
ENSG00000142920,AZIN2,18,-0.8331,32,-0.0079,33,0.40202
ENSG00000160094,ZNF362,42,1.04398,23,0.08922,20,-0.7063
ENSG00000134686,PHC2,118,0.98733,123,1.06090,53,-1.1819
ENSG00000163866,SMIM12,11,-1.9073,29,-0.5157,45,1.13539
ENSG00000116544,DLGAP3,30,-1.3106,7,-3.4224,82,2.12776
ENSG00000163867,ZMYM6,0,-5.2784,14,0.06677,15,1.02877
ENSG00000116560,SFPQ,179,0.32800,185,0.38065,139,-0.3952
ENSG00000146463,ZMYM4,143,1.81962,27,-0.8907,42,-1.0279
ENSG00000142687,KIAA0319L,66,0.68398,36,-0.2991,42,-0.2877
ENSG00000020129,NCDN,28,-4.0198,80,-2.5010,496,3.19460
ENSG00000126067,PSMB2,0,-8.0819,93,-0.2043,118,1.33469
ENSG00000142686,C1orf216,15,-2.8163,25,-2.0899,116,2.52197
ENSG00000134698,AGO4,0,-5.3484,16,0.20017,15,0.90020
ENSG00000092847,AGO1,0,-6.1691,44,0.86521,26,0.25741
ENSG00000126070,AGO3,8,-1.2893,33,0.80313,20,-0.0624
ENSG00000116863,ADPRHL2,0,-5.4444,17,0.14477,17,0.95688
ENSG00000054116,TRAPPC3,76,0.34185,29,-1.1248,63,0.25746
ENSG00000116871,MAP7D1,146,-0.2948,216,0.32114,176,-0.0443
ENSG00000054118,THRAP3,111,0.91283,41,-0.6472,60,-0.3309
ENSG00000196182,STK40,43,1.06903,22,0.02443,20,-0.6967
ENSG00000181817,LSM10,70,1.06500,21,-0.8422,34,-0.3935
ENSG00000116898,MRPS15,93,1.12775,25,-0.9720,44,-0.4106
ENSG00000163873,GRIK3,0,-6.0035,8,-1.6086,26,2.67517
ENSG00000163875,MEAF6,19,-2.4388,46,-1.1310,111,1.74402
ENSG00000163877,SNIP1,24,0.53347,17,-0.0399,16,-0.2994
ENSG00000134697,GNL2,48,1.04211,12,-1.1204,24,-0.3021
ENSG00000183317,EPHA10,0,-5.7028,2,-2.8043,22,3.75579
ENSG00000185090,MANEAL,0,-6.3344,6,-2.1868,34,3.24208
ENSG00000196449,YRDC,0,-5.4215,6,-1.4311,17,2.47477
ENSG00000197982,C1orf122,110,-0.7594,438,1.48117,161,-0.7629
ENSG00000183431,SF3A3,24,-0.5818,21,-0.7382,37,0.71005
ENSG00000183520,UTP11,40,0.54133,25,-0.1977,27,-0.2327
ENSG00000116954,RRAGC,30,-0.6958,43,-0.1411,49,0.42955
ENSG00000174574,AKIRIN1,9,-3.2039,96,0.32325,83,0.66666
ENSG00000168653,NDUFS5,344,-0.0406,328,-0.1115,356,0.08306
ENSG00000127603,MACF1,275,1.22398,166,0.37928,113,-0.9658
ENSG00000090621,PABPC4,79,0.47865,68,0.23612,56,-0.4030
ENSG00000116983,HPCAL4,4,-6.1854,25,-3.6716,353,4.57329
ENSG00000084072,PPIE,27,-0.1967,60,1.10428,28,-0.6350
ENSG00000168389,MFSD2A,182,3.81643,8,-1.7849,13,-2.8306
ENSG00000131236,CAP1,165,0.21097,121,-0.2750,145,0.01650
ENSG00000131238,PPT1,61,-1.0095,117,-0.0091,124,0.47155
ENSG00000084073,ZMPSTE24,68,1.19515,23,-0.5354,30,-0.5893
ENSG00000049089,COL9A2,0,-6.1121,172,3.89961,12,-2.7698
ENSG00000084070,SMAP2,50,-1.0701,25,-2.0572,112,1.57572
ENSG00000117016,RIMS3,0,-7.4892,0,-6.3011,77,6.91268
ENSG00000066136,NFYC,27,-0.6045,27,-0.6274,43,0.66524
ENSG00000179862,CITED4,0,-5.3993,9,-0.7770,17,1.85105
ENSG00000171793,CTPS1,45,1.49935,6,-1.4737,16,-0.6284
ENSG00000010803,SCMH1,0,-5.2144,10,-0.3641,15,1.44542
ENSG00000127124,HIVEP3,0,-5.5430,11,-0.6428,19,1.72726
ENSG00000198815,FOXJ3,0,-7.3617,27,-1.2028,68,2.31874
ENSG00000177181,RIMKLA,0,-6.3470,8,-1.8943,34,2.96432
ENSG00000127125,PPCS,0,-6.5136,27,-0.2896,36,1.40501
ENSG00000065978,YBX1,849,3.60980,199,0.62897,56,-3.2105
ENSG00000164008,C1orf50,0,-5.5802,19,0.22835,18,0.87796
ENSG00000177868,SVBP,53,1.08868,35,0.41316,23,-0.8870
ENSG00000117394,SLC2A1,1500,4.90882,79,-1.1738,47,-4.0708
ENSG00000117395,EBNA1BP2,43,-0.3736,30,-0.9051,59,0.66712
ENSG00000066322,ELOVL1,44,0.07757,319,4.18904,14,-3.6230
ENSG00000159479,MED8,14,-0.3491,25,0.53400,18,-0.1627
ENSG00000142949,PTPRF,2,-5.8015,86,-0.5349,137,1.63070
ENSG00000066135,KDM4A,23,-0.1029,15,-0.7301,26,0.42061
ENSG00000126091,ST3GAL3,0,-6.6519,13,-1.4613,42,2.55731
ENSG00000117408,IPO13,15,-2.2077,185,1.67843,62,-0.6958
ENSG00000117410,ATP6V0B,141,-1.2981,216,-0.6620,361,1.01630
ENSG00000117411,B4GALT2,0,-7.2958,66,0.25090,61,0.87715
ENSG00000159214,CCDC24,0,-5.7615,2,-3.4002,23,4.27712
ENSG00000178028,DMAP1,1,-4.7128,33,-0.3923,47,1.44960
ENSG00000117419,ERI3,71,-1.1988,89,-0.8634,171,1.09367
ENSG00000187147,RNF220,16,-2.7219,174,0.85235,104,0.12936
ENSG00000142937,RPS8,3820,2.75502,1685,1.14898,453,-2.6002
ENSG00000070785,EIF2B3,37,0.47917,12,-1.2038,28,0.17564
ENSG00000126107,HECTD3,6,-1.5408,11,-0.6237,18,1.08765
ENSG00000126088,UROD,22,-1.5383,46,-0.4105,65,0.94072
ENSG00000117450,PRDX1,316,-0.0263,378,0.25910,316,-0.1349
ENSG00000117448,AKR1A1,47,0.08234,53,0.28348,43,-0.2057
ENSG00000132780,NASP,0,-6.1325,70,1.74374,23,-0.6166
ENSG00000159592,GPBP1L1,68,1.23381,55,0.86831,26,-1.2243
ENSG00000159596,TMEM69,0,-5.6257,11,-0.6255,20,1.71334
ENSG00000086015,MAST2,0,-5.7814,17,-0.1599,22,1.26360
ENSG00000117461,PIK3R3,64,2.29822,3,-2.3558,14,-1.2768
ENSG00000085998,POMGNT1,70,0.05223,101,0.62568,65,-0.4030
ENSG00000132128,LRRC41,39,-0.8538,51,-0.4594,73,0.69577
ENSG00000173660,UQCRH,238,-0.7114,204,-0.9395,408,0.88272
ENSG00000117480,FAAH,0,-6.6893,74,1.14173,37,-0.0133
ENSG00000079277,MKNK1,0,-6.0747,6,-1.9765,28,3.02843
ENSG00000123472,ATPAF1,97,-0.1802,75,-0.5743,114,0.39755
ENSG00000159658,EFCAB14,131,0.77931,191,1.43092,64,-1.3121
ENSG00000186377,CYP4X1,16,-0.7982,2,-3.3269,30,1.68235
ENSG00000162368,CMPK1,0,-7.7859,130,0.60220,94,0.52973
ENSG00000162373,BEND5,0,-5.4280,5,-1.6258,18,2.65774
ENSG00000162374,ELAVL4,11,-4.1747,7,-4.7324,230,4.55843
ENSG00000185104,FAF1,0,-6.4741,47,0.63609,33,0.48786
ENSG00000123091,RNF11,60,-2.8478,110,-1.9525,466,2.44541
ENSG00000085832,EPS15,130,-0.2170,145,-0.0476,151,0.14264
ENSG00000117859,OSBPL9,90,2.34492,47,1.13539,14,-2.2203
ENSG00000078618,NRDC,0,-7.6855,74,0.00489,81,1.12431
ENSG00000169213,RAB3B,0,-8.5344,10,-3.7229,159,4.80924
ENSG00000117862,TXNDC12,95,1.51801,17,-1.1989,34,-0.6956
ENSG00000134717,BTF3L4,3,-4.4207,32,-1.0042,72,2.00113
ENSG00000157077,ZFYVE9,0,-6.9102,14,-1.6965,50,2.79353
ENSG00000134748,PRPF38A,0,-5.7846,35,0.93960,20,0.17919
ENSG00000134744,TUT4,53,1.29694,31,0.38716,20,-1.0220
ENSG00000162377,COA7,0,-5.8366,21,0.09137,22,1.01789
ENSG00000162378,ZYG11B,2,-6.4976,53,-1.8382,211,2.91690
ENSG00000116171,SCP2,150,0.59130,120,0.22972,97,-0.4688
ENSG00000162384,CZIB,29,-0.8252,65,0.41194,51,0.10605
ENSG00000162385,MAGOH,90,1.92166,16,-0.8463,24,-1.1290
ENSG00000157193,LRP8,0,-7.0607,9,-2.3869,56,3.46709
ENSG00000058799,YIPF1,0,-5.6171,16,-0.1181,19,1.21869
ENSG00000081870,HSPB11,94,1.41507,36,-0.1694,35,-0.8863
ENSG00000116209,TMEM59,209,0.21689,350,1.06774,163,-0.7798
ENSG00000116221,MRPL37,48,-0.1639,31,-0.8347,56,0.50458
ENSG00000157216,SSBP3,57,-1.5579,80,-1.0625,178,1.37344
ENSG00000243725,TTC4,13,-0.6428,13,-0.6884,21,0.71787
ENSG00000116133,DHCR24,4,-5.5143,216,0.32497,189,0.78159
ENSG00000162402,USP24,5,-2.3981,29,0.03416,31,0.81441
ENSG00000162407,PLPP3,24,-2.3621,134,0.18475,127,0.67929
ENSG00000162409,PRKAA2,0,-6.9523,11,-2.0241,52,3.11292
ENSG00000173406,DAB1,0,-6.0013,8,-1.4949,26,2.56638
ENSG00000162601,MYSM1,0,-6.0622,21,-0.1993,26,1.30822
ENSG00000177606,JUN,1109,3.26175,35,-2.5842,123,-2.2106
ENSG00000134709,HOOK1,0,-6.5242,0,-5.4735,39,6.04089
ENSG00000162599,NFIA,150,0.87447,182,1.20904,71,-1.2113
ENSG00000162604,TM2D1,118,0.94615,75,0.20358,60,-0.6889
ENSG00000162607,USP1,0,-5.9863,44,1.07997,23,0.04230
ENSG00000116641,DOCK7,0,-6.0609,10,-1.2490,27,2.33225
ENSG00000125703,ATG4C,14,-0.3064,78,2.76354,11,-2.0334
ENSG00000142856,ITGB3BP,0,-5.3428,16,0.17732,15,0.92243
ENSG00000079739,PGM1,6,-1.8741,22,-0.0832,25,0.79697
ENSG00000158966,CACHD1,0,-6.0482,5,-2.3091,28,3.33877
ENSG00000162437,RAVER2,0,-5.8376,14,-0.5011,23,1.59874
ENSG00000162434,JAK1,196,1.47847,58,-0.5018,71,-0.8312
ENSG00000162433,AK4,0,-7.6276,14,-2.4368,84,3.53404
ENSG00000116675,DNAJC6,2,-7.3541,318,-0.3766,454,1.50110
ENSG00000213625,LEPROT,164,2.25568,34,-0.4228,34,-1.5307
ENSG00000184588,PDE4B,44,-0.8605,147,1.02633,75,-0.3570
ENSG00000118473,SGIP1,40,-1.4525,27,-1.9888,118,1.79370
ENSG00000198160,MIER1,41,0.61945,30,0.15028,26,-0.4466
ENSG00000142864,SERBP1,230,0.98444,148,0.26349,113,-0.7433
ENSG00000172380,GNG12,71,1.92459,35,0.71051,17,-1.6527
ENSG00000116729,WLS,37,-1.2408,45,-0.9457,93,1.16075
ENSG00000033122,LRRC7,0,-7.7059,21,-1.8706,88,2.98184
ENSG00000066557,LRRC40,0,-5.8793,24,0.24827,22,0.86411
ENSG00000116754,SRSF11,124,0.07337,189,0.74715,111,-0.4933
ENSG00000118454,ANKRD13C,0,-6.5177,29,-0.1651,36,1.28219
ENSG00000132485,ZRANB2,53,-0.9887,82,-0.3467,109,0.68670
ENSG00000172260,NEGR1,0,-8.3459,28,-2.1442,138,3.26150
ENSG00000178965,ERICH3,0,-6.8104,4,-3.2057,48,4.22709
ENSG00000116791,CRYZ,41,1.50932,12,-0.4613,14,-0.8688
ENSG00000162623,TYW3,23,0.10131,21,-0.0371,21,-0.0368
ENSG00000117054,ACADM,0,-6.7003,40,0.10223,41,1.01977
