Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to7,Feature log2 fold change topic 4to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000107771,CCSER2,284,2.08993,158,1.02076,102,0.30513,38,-1.4829,86,0.02975,72,-0.2533,68,-0.3448,29,-1.6227,62,-0.4782
ENSG00000173267,SNCG,284,1.54987,1,-5.9412,2,-5.4698,70,-0.9121,5,-4.5448,62,-0.8947,416,2.29147,112,-0.0071,182,0.77842
ENSG00000148671,ADIRF,284,-0.5739,399,-0.0448,1035,1.54679,286,-0.7236,22,-4.3022,56,-2.9619,198,-1.1157,148,-1.5499,1642,2.45519
ENSG00000148672,GLUD1,284,0.32656,99,-1.2953,128,-0.9030,312,0.70984,130,-0.8838,72,-1.7685,271,0.25649,221,-0.0714,319,0.51773
ENSG00000171862,PTEN,284,1.84989,1,-5.7092,234,1.49590,42,-1.5206,27,-1.8806,29,-1.7734,193,1.15507,56,-0.8170,151,0.73649
ENSG00000107798,LIPA,284,2.09408,10,-3.0923,120,0.56647,24,-2.2102,299,2.20291,74,-0.2020,15,-2.5281,3,-4.7861,108,0.39201
ENSG00000185745,IFIT1,284,2.43617,1,-5.2904,27,-1.4408,32,-1.4704,90,0.37124,21,-1.8573,39,-0.9104,72,0.02465,191,1.65183
ENSG00000180628,PCGF5,284,1.99567,14,-2.7089,72,-0.3135,32,-1.8336,49,-0.8974,84,-0.0755,63,-0.5208,295,2.07676,70,-0.3568
ENSG00000148690,FRA10AC1,284,1.70562,91,-0.1966,47,-1.1914,49,-1.3881,173,0.83466,186,0.95436,68,-0.6435,91,-0.1865,100,-0.0469
ENSG00000095637,SORBS1,284,1.53377,41,-1.5461,211,1.01191,59,-1.2394,8,-3.9189,23,-2.3937,96,-0.2587,352,1.93779,108,-0.0672
ENSG00000197430,OPALIN,284,1.07276,204,0.52617,6,-4.5723,56,-1.7640,579,2.42034,287,1.09238,16,-3.2387,76,-1.0013,86,-0.8224
ENSG00000077147,TM9SF3,284,1.74436,60,-0.7887,105,0.06921,40,-1.6927,175,0.88651,74,-0.4889,77,-0.4262,97,-0.0585,179,0.92432
ENSG00000187122,SLIT1,284,2.49139,1,-5.2535,2,-4.7817,25,-1.8619,0,-8.4189,5,-3.7442,298,2.60089,85,0.32286,59,-0.2599
ENSG00000171314,PGAM1,284,0.48793,9,-4.5511,18,-3.6088,155,-0.6025,122,-0.8314,66,-1.7428,436,1.21065,665,1.98689,286,0.50354
ENSG00000155265,GOLGA7B,284,3.36303,1,-4.7374,2,-4.2649,34,-0.7029,0,-7.9040,17,-1.5567,79,0.78131,15,-1.7605,48,-0.0254
ENSG00000120053,GOT1,284,2.15674,1,-5.4840,49,-0.7883,18,-2.5858,66,-0.3200,9,-3.2372,185,1.35100,291,2.21053,20,-2.0964
ENSG00000099194,SCD,284,-1.3534,439,-0.6940,448,-0.6661,433,-0.9136,2828,2.51604,1475,1.25687,225,-1.6942,453,-0.6462,377,-0.9248
ENSG00000235823,OLMALINC,284,2.20883,1,-5.4470,169,1.23929,36,-1.4896,156,1.10257,97,0.32198,30,-1.4471,58,-0.4995,15,-2.4725
ENSG00000166136,NDUFB8,284,-0.0016,114,-1.3932,199,-0.5465,216,-0.5587,453,0.75236,574,1.15529,260,-0.1358,402,0.55488,258,-0.1470
ENSG00000055950,MRPL43,284,2.18449,119,0.62320,35,-1.2590,33,-1.6336,131,0.78701,31,-1.4178,68,-0.2693,78,-0.0415,87,0.11452
ENSG00000107816,LZTS2,284,2.32471,1,-5.3662,163,1.27298,22,-2.2070,254,2.10182,43,-0.8588,30,-1.3699,14,-2.4933,26,-1.6182
ENSG00000107819,SFXN3,284,3.23191,3,-3.9626,16,-1.6940,17,-2.0052,69,0.48336,43,-0.2489,88,0.87400,22,-1.2587,19,-1.4492
ENSG00000107829,FBXW4,284,1.72461,65,-0.7030,67,-0.6452,56,-1.1640,91,-0.1703,188,0.99142,44,-1.2666,146,0.57557,117,0.21048
ENSG00000198408,OGA,284,1.41424,181,0.64257,26,-2.3154,55,-1.4786,102,-0.2606,100,-0.2990,185,0.67985,295,1.48436,60,-1.0743
ENSG00000059915,PSD,284,0.33545,4,-5.7608,215,-0.0996,347,1.01862,37,-2.7323,11,-4.4077,630,1.70317,101,-1.2585,86,-1.4962
ENSG00000107874,CUEDC2,284,2.35769,1,-5.3436,2,-4.8718,48,-0.8596,76,0.05181,43,-0.8266,85,0.22481,60,-0.3151,144,1.08624
ENSG00000138107,ACTR1A,284,1.85386,1,-5.7062,20,-2.3555,47,-1.3406,170,0.93496,108,0.19767,202,1.23598,96,0.01110,75,-0.3674
ENSG00000171206,TRIM8,284,2.13139,13,-2.7309,2,-5.0304,60,-0.6399,128,0.70471,50,-0.7550,65,-0.3771,51,-0.7403,158,1.05377
ENSG00000138175,ARL3,284,2.33460,2,-5.2065,130,0.89317,45,-0.9683,48,-0.6814,32,-1.2740,55,-0.4862,93,0.33676,73,-0.0376
ENSG00000166275,BORCS7,284,2.13208,1,-5.5014,191,1.38516,29,-1.8765,57,-0.5738,21,-2.0483,66,-0.3487,187,1.35189,67,-0.3339
ENSG00000148798,INA,284,2.72484,1,-5.1030,2,-4.6310,16,-2.4092,13,-2.2925,0,-9.4727,238,2.33635,103,0.80811,46,-0.4603
ENSG00000173915,ATP5MD,284,-0.7568,252,-0.9373,1030,1.32264,330,-0.6823,401,-0.2271,533,0.22075,416,-0.1696,656,0.55750,668,0.58731
ENSG00000107954,NEURL1,284,2.81409,1,-5.0477,2,-4.5757,57,-0.0985,4,-3.8146,0,-9.4876,142,1.41375,52,-0.2339,8,-2.9232
ENSG00000107957,SH3PXD2A,284,2.34816,66,-0.1859,2,-4.8784,30,-1.6614,65,-0.2125,226,1.89472,123,0.81608,0,-6.6769,5,-3.9733
ENSG00000148834,GSTO1,284,1.27951,190,0.60533,163,0.35527,45,-1.9299,243,1.01076,132,0.01261,138,0.09392,80,-0.7573,155,0.27710
ENSG00000148700,ADD3,284,-0.0341,274,-0.0856,691,1.44626,207,-0.6807,174,-0.7881,245,-0.2589,139,-1.1201,631,1.28514,212,-0.4818
ENSG00000119950,MXI1,284,1.68408,91,-0.2103,87,-0.2878,63,-0.9921,186,0.94332,96,-0.1233,28,-1.9762,97,-0.1067,131,0.36205
ENSG00000108061,SHOC2,284,2.04142,1,-5.5671,168,1.08188,33,-1.7669,67,-0.3943,22,-2.0244,237,1.69887,37,-1.2937,89,0.05158
ENSG00000099204,ABLIM1,284,2.28372,69,-0.1702,9,-3.1157,68,-0.2653,13,-2.6109,17,-2.2207,50,-0.6484,80,0.06061,128,0.82905
ENSG00000165868,HSPA12A,284,2.48364,61,-0.2013,2,-4.7853,18,-2.3896,56,-0.3499,20,-1.8698,255,2.26068,60,-0.2213,27,-1.4306
ENSG00000187164,SHTN1,284,0.36081,151,-0.6222,11,-4.3634,100,-1.5267,600,1.64192,1004,2.68887,91,-1.3890,148,-0.6505,23,-3.3948
ENSG00000165650,PDZD8,284,2.73393,1,-5.0973,2,-4.6253,30,-1.3591,120,1.06504,48,-0.4168,52,-0.2936,70,0.19227,50,-0.3403
ENSG00000170370,EMX2,284,2.53179,116,0.85082,2,-4.7550,52,-0.5488,16,-2.1960,14,-2.3434,32,-1.1383,114,0.82613,33,-1.0891
ENSG00000107581,EIF3A,284,1.81581,34,-1.5993,158,0.78375,57,-1.0363,64,-0.6452,142,0.61012,54,-0.8887,114,0.24741,89,-0.1424
ENSG00000165672,PRDX3,284,1.87498,38,-1.3579,199,1.22739,32,-1.9394,61,-0.6620,35,-1.4949,110,0.24607,121,0.39964,153,0.77813
ENSG00000198825,INPP5F,284,1.55492,3,-5.2564,53,-1.1337,55,-1.3471,63,-0.8695,34,-1.7742,440,2.41922,211,1.03762,33,-1.8220
ENSG00000066468,FGFR2,284,1.25259,5,-4.7547,2,-5.7098,49,-1.8294,645,2.90198,327,1.50707,39,-1.8522,11,-3.7073,83,-0.7247
ENSG00000107679,PLEKHA1,284,2.47752,2,-4.9327,86,0.32183,13,-2.8883,198,1.75525,67,-0.0783,99,0.55535,0,-6.9245,53,-0.4373
ENSG00000166033,HTRA1,284,-0.2176,116,-1.5639,8,-5.3637,371,0.28847,535,0.80157,198,-0.7646,263,-0.3324,494,0.66970,529,0.78043
ENSG00000065154,OAT,284,1.65170,1,-5.8612,6,-4.2073,49,-1.4333,153,0.58954,79,-0.4633,257,1.46935,203,1.05416,93,-0.2059
ENSG00000107902,LHPP,284,-0.1608,169,-0.9548,145,-1.1772,150,-1.3999,1150,2.26762,1031,2.04723,62,-2.4357,159,-1.0413,172,-0.9266
ENSG00000188690,UROS,284,2.15896,49,-0.7834,2,-5.0107,58,-0.6683,84,0.04061,69,-0.2665,143,0.91463,31,-1.4375,83,0.02002
ENSG00000150760,DOCK1,284,2.02218,70,-0.3388,62,-0.5309,59,-0.7908,60,-0.5696,133,0.67093,9,-3.3111,121,0.51710,75,-0.2393
ENSG00000176171,BNIP3,284,1.17301,43,-1.7738,175,0.37159,113,-0.4182,95,-0.5866,65,-1.1510,192,0.52334,289,1.20695,68,-1.0867
ENSG00000148826,NKX6-2,284,0.86865,2,-6.5008,106,-0.6823,22,-3.3934,1042,3.58746,428,1.58806,0,-10.934,29,-2.5851,11,-3.9590
ENSG00000171798,KNDC1,284,1.63765,1,-5.8722,338,1.97356,39,-1.8512,13,-3.0662,4,-4.8341,215,1.14674,228,1.24829,43,-1.3662
ENSG00000130643,CALY,284,1.16941,21,-2.8110,154,0.16401,34,-2.4650,24,-2.5856,7,-4.3458,441,1.97856,536,2.37566,64,-1.1917
ENSG00000127884,ECHS1,284,1.59141,41,-1.5003,100,-0.1397,70,-0.8885,141,0.39806,46,-1.3260,122,0.16400,173,0.73176,131,0.27960
ENSG00000177963,RIC8A,284,2.50027,54,-0.3803,2,-4.7598,34,-1.3521,67,-0.0544,8,-3.2028,97,0.53311,173,1.52894,11,-2.7212
ENSG00000185627,PSMD13,284,2.27716,1,-5.3991,2,-4.9274,39,-1.2692,49,-0.6768,32,-1.3447,72,-0.1083,278,2.23773,47,-0.7594
ENSG00000142089,IFITM3,284,-1.1028,1198,1.18476,1097,1.03348,155,-2.3564,62,-3.3330,75,-3.0620,111,-2.4904,57,-3.4520,3486,3.45030
ENSG00000182272,B4GALNT4,284,2.09110,1,-5.5310,90,0.10349,80,-0.1068,7,-3.6876,25,-1.8244,169,1.13633,40,-1.1237,75,-0.1829
ENSG00000185187,SIGIRR,284,1.98947,185,1.20612,56,-0.7102,45,-1.2816,54,-0.7545,45,-1.0255,97,0.13410,23,-2.0327,141,0.74019
ENSG00000174915,PTDSS2,284,2.11864,28,-1.6217,137,0.80741,32,-1.7441,205,1.50193,61,-0.4877,55,-0.6388,30,-1.5454,70,-0.2698
ENSG00000023191,RNH1,284,1.76289,32,-1.7042,137,0.50612,19,-2.8467,367,2.26997,61,-0.7673,42,-1.3234,0,-7.0477,200,1.13563
ENSG00000174775,HRAS,284,1.81943,111,0.21788,2,-5.2608,55,-1.1082,135,0.52993,119,0.32193,108,0.17398,105,0.13243,80,-0.2919
ENSG00000177030,DEAF1,284,1.54244,133,0.25767,131,0.23603,98,-0.2928,40,-1.5499,48,-1.2980,144,0.38597,121,0.11729,60,-0.9702
ENSG00000177156,TALDO1,284,1.85105,1,-5.7083,39,-1.3654,40,-1.6222,274,1.78598,55,-0.8366,58,-0.7642,192,1.14053,83,-0.2154
ENSG00000177225,GATD1,284,2.56366,1,-5.2060,63,-0.1031,25,-1.7788,36,-0.9592,45,-0.6325,58,-0.2337,140,1.20594,79,0.25011
ENSG00000184524,CEND1,284,1.04583,2,-6.2619,61,-1.3641,138,-0.1694,49,-1.6944,43,-1.8808,407,1.68907,307,1.18190,89,-0.7935
ENSG00000177600,RPLP2,284,-2.2683,2082,0.78917,1771,0.52227,801,-0.9201,2089,0.79497,3157,1.51165,397,-1.7712,553,-1.2812,1796,0.54525
ENSG00000177700,POLR2L,284,0.26182,175,-0.4950,505,1.22140,137,-1.0871,164,-0.5892,192,-0.3477,206,-0.2380,396,0.80543,414,0.88064
ENSG00000177830,CHID1,284,2.42549,1,-5.2976,104,0.59082,26,-1.8621,98,0.50532,16,-2.2635,37,-0.9903,131,0.97518,86,0.28921
ENSG00000183020,AP2A2,284,1.76767,221,1.31215,112,0.18292,40,-1.6627,91,-0.1463,14,-2.8930,197,1.10929,5,-4.3778,112,0.17721
ENSG00000078902,TOLLIP,284,1.77223,1,-5.7682,2,-5.2967,76,-0.5333,146,0.61757,29,-1.8651,356,2.21758,18,-2.5165,51,-1.0256
ENSG00000174672,BRSK2,284,2.48959,1,-5.2544,68,-0.0364,38,-1.1462,63,-0.1534,42,-0.7585,153,1.29492,0,-6.9166,70,0.01709
ENSG00000184545,DUSP8,284,2.65341,1,-5.1481,2,-4.6762,65,-0.0006,3,-4.4901,20,-1.7613,169,1.60421,3,-4.2401,35,-0.9363
ENSG00000117984,CTSD,284,-0.2868,106,-1.7653,196,-0.8507,252,-0.6146,597,0.90832,250,-0.4785,588,0.88429,589,0.88540,475,0.52901
ENSG00000214026,MRPL23,284,2.54576,5,-3.6420,112,0.80441,36,-1.2013,26,-1.4674,65,-0.0555,32,-1.1155,40,-0.8044,105,0.69617
ENSG00000110651,CD81,284,-1.1765,380,-0.7364,963,0.73129,442,-0.6564,659,0.11689,249,-1.3700,376,-0.7495,1728,1.75820,936,0.68385
ENSG00000129757,CDKN1C,284,1.34401,97,-0.4061,109,-0.2229,11,-3.9992,700,3.24193,239,1.04704,14,-3.2041,11,-3.5677,11,-3.5284
ENSG00000205531,NAP1L4,284,1.36479,15,-3.0970,241,1.07715,73,-1.0349,195,0.72542,79,-0.7044,118,-0.0798,204,0.79681,65,-0.9963
ENSG00000177105,RHOG,284,1.78970,4,-4.5556,113,0.21453,23,-2.5154,353,2.22220,139,0.55000,10,-3.4134,114,0.22985,72,-0.4832
ENSG00000244734,HBB,284,-5.5221,141383,9.27355,2040,-2.6600,33,-9.0562,11,-10.114,0,-14.315,40,-8.3499,0,-14.337,0,-15.202
ENSG00000166311,SMPD1,284,2.92195,1,-4.9827,2,-4.5105,24,-1.6175,109,1.03098,23,-1.3574,56,-0.0470,72,0.35198,48,-0.2868
ENSG00000166313,APBB1,284,-0.2325,150,-1.2033,341,0.05632,187,-1.0949,890,1.67681,314,-0.0728,804,1.48864,244,-0.4634,175,-0.9721
ENSG00000166333,ILK,284,2.35240,1,-5.3472,59,-0.3646,39,-1.2118,63,-0.2481,45,-0.7798,55,-0.4536,57,-0.3994,169,1.35923
ENSG00000166337,TAF10,284,0.92246,47,-1.8594,30,-2.5086,75,-1.4266,316,1.10724,223,0.52393,147,-0.1342,459,1.77743,120,-0.4461
ENSG00000166340,TPP1,284,1.22680,1,-6.2024,176,0.42946,90,-0.8022,176,0.42649,55,-1.3689,88,-0.6486,210,0.71916,264,1.10484
ENSG00000175390,EIF3F,284,2.03225,15,-2.5545,9,-3.2472,58,-0.7860,102,0.25413,102,0.25490,55,-0.6912,84,-0.0440,156,0.95046
ENSG00000166441,RPL27A,284,-1.1942,677,0.14229,1071,0.88952,386,-0.9304,691,0.17287,1305,1.22792,283,-1.1995,565,-0.1426,1010,0.79172
ENSG00000175348,TMEM9B,284,2.22584,1,-5.4350,55,-0.5635,37,-1.4007,109,0.51913,27,-1.6351,88,0.17059,84,0.10807,149,1.03039
ENSG00000175352,NRIP3,284,2.88107,1,-5.0071,13,-2.2677,42,-0.6681,13,-2.1738,0,-9.4471,128,1.28329,59,0.02170,37,-0.7098
ENSG00000184014,DENND5A,284,1.10223,2,-6.2409,65,-1.2277,69,-1.3887,496,2.13629,230,0.75206,68,-1.1385,158,0.13745,154,0.10247
ENSG00000205339,IPO7,284,2.22702,1,-5.4342,57,-0.5005,43,-1.1706,55,-0.5467,70,-0.1817,94,0.28463,169,1.25141,44,-0.8878
ENSG00000255823,MTRNR2L8,284,-3.4725,2265,-0.3921,1222,-1.3277,5381,1.67858,1230,-1.3174,3054,0.07408,1571,-0.9503,1665,-0.8620,2153,-0.4705
ENSG00000110315,RNF141,284,1.37458,2,-6.0700,14,-3.1973,57,-1.4661,305,1.50522,305,1.50313,68,-0.9245,152,0.32864,129,0.06153
ENSG00000110321,EIF4G2,284,0.20331,116,-1.1723,538,1.26843,129,-1.2653,331,0.45096,160,-0.6852,305,0.31716,372,0.64190,373,0.64706
ENSG00000170242,USP47,284,2.30047,148,1.08026,12,-2.6891,31,-1.6418,106,0.52865,84,0.15950,56,-0.4673,15,-2.3837,83,0.13075
ENSG00000050165,DKK3,284,-0.1975,56,-2.6082,97,-1.8186,287,-0.2435,58,-2.5615,56,-2.6135,1253,2.39936,632,1.10537,279,-0.2230
ENSG00000197601,FAR1,284,2.49997,1,-5.2479,52,-0.4272,14,-2.7903,207,1.86373,103,0.63272,57,-0.3033,30,-1.2690,41,-0.7835
ENSG00000129084,PSMA1,284,2.09544,1,-5.5279,241,1.77995,21,-2.4019,49,-0.8238,20,-2.1525,61,-0.4947,173,1.18554,94,0.17446
ENSG00000110696,C11orf58,284,1.27838,1,-6.1599,477,2.26074,41,-2.0867,190,0.60413,72,-0.9185,127,-0.0406,99,-0.4313,153,0.25088
ENSG00000110700,RPS13,284,-2.1358,1624,0.52774,1451,0.34543,724,-0.9396,1854,0.74618,3406,1.82038,332,-1.9038,930,-0.3548,1235,0.08793
ENSG00000011405,PIK3C2A,284,2.46574,1,-5.2706,212,1.87245,33,-1.4365,35,-1.0655,13,-2.5376,77,0.14148,30,-1.2637,62,-0.2065
ENSG00000134333,LDHA,284,1.05335,134,-0.1593,387,1.60529,66,-1.5136,67,-1.2076,20,-2.9646,302,1.15997,220,0.63122,104,-0.5447
ENSG00000198168,SVIP,284,1.00577,26,-2.6414,329,1.26267,37,-2.5099,526,2.13988,243,0.74280,145,-0.0790,5,-4.9307,131,-0.2460
ENSG00000148943,LIN7C,284,2.47541,2,-5.2115,131,1.02046,30,-1.5581,35,-1.0623,43,-0.7592,102,0.60289,85,0.30614,38,-0.9197
ENSG00000049449,RCN1,284,1.91775,1,-5.6583,284,1.91742,30,-2.0451,3,-4.8517,13,-2.9195,58,-0.7104,253,1.69948,92,-0.0014
ENSG00000149100,EIF3M,284,1.79821,10,-3.3183,320,2.03327,51,-1.2546,73,-0.4480,55,-0.8977,93,-0.0751,53,-0.9449,86,-0.2121
ENSG00000110427,KIAA1549L,284,2.57376,1,-5.1995,2,-4.7276,43,-0.8618,0,-8.3650,0,-9.6387,337,2.97774,2,-4.9911,5,-3.7639
ENSG00000085063,CD59,284,0.47455,156,-0.4607,359,0.86305,130,-0.9496,74,-1.5828,55,-2.0194,253,0.29259,288,0.49762,539,1.57408
ENSG00000110429,FBXO3,284,2.91083,1,-4.9894,36,-0.7420,23,-1.6815,51,-0.2022,17,-1.7954,102,0.91807,35,-0.7726,76,0.42542
ENSG00000135387,CAPRIN1,284,1.60135,1,-5.9006,222,1.16347,31,-2.2474,63,-0.8440,47,-1.2720,134,0.32499,331,1.89245,103,-0.0884
ENSG00000110436,SLC1A2,284,-2.0850,61,-4.3195,3,-8.4492,2376,2.23628,63,-4.2689,10,-6.8766,1951,0.88882,239,-2.3372,1421,0.36783
ENSG00000166326,TRIM44,284,1.85960,75,-0.3751,101,0.10170,70,-0.6071,102,0.11604,149,0.72890,84,-0.1858,51,-0.9574,12,-3.0220
ENSG00000166181,API5,284,2.04739,214,1.51470,2,-5.0911,22,-2.3675,138,0.75838,62,-0.5087,166,1.06716,74,-0.2361,4,-4.2757
ENSG00000149084,HSD17B12,284,1.56951,47,-1.3124,192,0.88955,76,-0.7548,157,0.55735,57,-1.0273,47,-1.3043,139,0.35644,105,-0.0830
ENSG00000175264,CHST1,284,2.78385,1,-5.0663,2,-4.5943,37,-0.9820,10,-2.6172,2,-4.4890,208,2.11287,28,-1.1914,49,-0.3317
ENSG00000121671,CRY2,284,2.36931,52,-0.5212,19,-2.0566,43,-1.0278,24,-1.6851,22,-1.7944,215,1.81905,27,-1.5083,67,-0.1515
ENSG00000121653,MAPK8IP1,284,0.06256,212,-0.3924,308,0.19100,186,-0.7650,763,1.74009,261,-0.0669,345,0.37679,226,-0.2909,129,-1.1401
ENSG00000149091,DGKZ,284,1.21617,91,-0.6069,43,-1.7216,140,0.07477,124,-0.1376,16,-3.1379,406,1.86846,15,-3.2455,85,-0.7213
ENSG00000175224,ATG13,284,2.44246,2,-4.9058,17,-2.1176,31,-1.5455,162,1.35517,59,-0.2954,74,0.05889,112,0.72282,21,-1.8332
ENSG00000175220,ARHGAP1,284,2.85118,1,-5.0249,2,-4.5360,18,-2.1601,110,1.00007,73,0.33174,59,-0.0141,47,-0.3423,64,0.13127
ENSG00000175216,CKAP5,284,2.38616,55,-0.4504,98,0.47599,36,-1.3316,71,-0.0516,39,-0.9637,95,0.41404,54,-0.4627,37,-1.0381
ENSG00000134569,LRP4,284,2.78193,2,-4.6991,2,-4.5954,73,0.38793,29,-1.1510,15,-2.0696,40,-0.6476,1,-5.4944,70,0.21041
ENSG00000149179,C11orf49,284,2.63808,1,-5.1579,18,-1.8960,30,-1.4312,15,-2.1912,6,-3.4281,102,0.71739,164,1.54253,69,0.09516
ENSG00000149182,ARFGAP2,284,2.31695,68,-0.1550,60,-0.3447,46,-0.9556,53,-0.5569,68,-0.1602,124,0.80070,41,-0.9203,22,-1.8250
ENSG00000110514,MADD,284,1.87568,51,-0.9264,104,0.16184,43,-1.4630,92,-0.0434,27,-1.8926,323,2.12964,24,-2.0351,53,-0.8792
ENSG00000165916,PSMC3,284,0.76564,395,1.33401,166,-0.0983,79,-1.5017,205,0.23740,132,-0.4448,187,0.09623,265,0.65374,166,-0.0990
ENSG00000149187,CELF1,284,1.86187,57,-0.7770,9,-3.4535,36,-1.7580,58,-0.7452,43,-1.2050,262,1.71279,249,1.61989,30,-1.7180
ENSG00000213619,NDUFS3,284,1.54863,2,-5.9387,233,1.20088,52,-1.4307,118,0.07380,35,-1.7487,130,0.23480,229,1.17013,106,-0.0839
ENSG00000110536,PTPMT1,284,2.79165,1,-5.0615,2,-4.5894,33,-1.1531,59,-0.0495,32,-0.9949,69,0.20336,120,1.11323,29,-1.1180
ENSG00000172247,C1QTNF4,284,1.36965,38,-1.7666,83,-0.6250,127,0.04920,35,-1.9013,14,-3.2021,401,2.01434,88,-0.5232,38,-1.7977
ENSG00000109919,MTCH2,284,2.43519,97,0.48485,2,-4.8192,27,-1.7586,39,-0.9033,31,-1.2547,63,-0.1957,158,1.31487,72,0.02273
ENSG00000156587,UBE2L6,284,2.50956,2,-5.1925,2,-4.7697,24,-1.9204,36,-0.9966,12,-2.5895,46,-0.6274,152,1.30538,198,1.78799
ENSG00000213593,TMX2,284,1.45903,182,0.69452,222,1.02806,64,-1.1710,55,-1.1553,75,-0.6993,109,-0.1219,121,0.04263,111,-0.0889
ENSG00000211450,SELENOH,284,1.50867,3,-5.3086,192,0.83485,58,-1.3084,76,-0.6423,57,-1.0605,157,0.50033,171,0.64359,206,0.95235
ENSG00000186660,ZFP91,284,2.14467,1,-5.4926,271,2.05463,38,-1.4303,37,-1.2034,132,0.76966,47,-0.8493,13,-2.6931,46,-0.8964
ENSG00000110107,PRPF19,284,2.48044,1,-5.2608,13,-2.4515,22,-2.0372,35,-1.0398,56,-0.3453,144,1.18412,170,1.48235,44,-0.6929
ENSG00000006118,TMEM132A,284,1.59340,40,-1.5320,5,-4.3752,91,-0.3782,18,-2.6686,7,-4.0733,184,0.84160,302,1.71047,109,-0.0021
ENSG00000167986,DDB1,284,0.76505,1,-6.5935,525,1.85499,79,-1.4969,70,-1.4091,66,-1.4994,153,-0.2174,615,2.16589,86,-1.0974
ENSG00000011347,SYT7,284,2.90151,1,-4.9949,2,-4.5228,43,-0.6152,0,-8.1609,6,-3.2396,226,2.38606,0,-6.6572,6,-3.2074
ENSG00000124920,MYRF,284,0.94094,164,0.05360,5,-4.8566,25,-3.1533,825,3.06211,499,1.96176,0,-10.872,18,-3.2288,11,-3.8874
ENSG00000134825,TMEM258,284,0.72099,65,-1.5527,202,0.17184,100,-1.1377,364,1.14350,217,0.28619,90,-1.0614,288,0.74846,262,0.58906
ENSG00000134824,FADS2,284,1.08603,29,-2.4288,171,0.25405,116,-0.4640,43,-1.8331,78,-0.9573,94,-0.6762,415,1.76795,171,0.25598
ENSG00000149485,FADS1,284,1.64148,1,-5.8691,211,1.11484,60,-1.1154,171,0.75586,76,-0.5166,95,-0.1786,121,0.20392,81,-0.4224
ENSG00000167996,FTH1,284,-4.1537,4055,-0.2170,8017,0.88103,2710,-1.0552,9354,1.14429,14126,1.89504,2121,-1.2043,3387,-0.4948,3715,-0.3527
ENSG00000162174,ASRGL1,284,1.88468,110,0.25101,89,-0.0721,88,-0.1392,83,-0.1965,46,-1.0875,52,-0.8864,76,-0.3297,34,-1.5376
ENSG00000124942,AHNAK,284,0.88564,133,-0.3299,484,1.83734,77,-1.4297,13,-3.7026,21,-3.0469,70,-1.2964,303,0.99993,354,1.26840
ENSG00000254772,EEF1G,284,-0.4835,640,0.81309,800,1.19179,194,-1.3207,330,-0.2507,471,0.31094,152,-1.4229,741,1.06107,455,0.25598
ENSG00000149541,B3GAT3,284,2.24997,97,0.34602,2,-4.9464,25,-2.0236,111,0.56204,51,-0.6560,97,0.35041,177,1.35279,15,-2.4013
ENSG00000089597,GANAB,284,2.07238,1,-5.5446,216,1.55722,15,-2.9420,117,0.50457,22,-2.0072,53,-0.7121,183,1.26156,83,-0.0363
ENSG00000162191,UBXN1,284,1.52880,44,-1.4275,228,1.14456,39,-1.9429,153,0.47513,123,0.13389,53,-1.1672,206,0.96781,115,0.01855
ENSG00000168000,BSCL2,284,0.84525,72,-1.2946,92,-0.9236,77,-1.4580,58,-1.6074,29,-2.6322,452,1.66189,654,2.39541,68,-1.3780
ENSG00000162188,GNG3,284,1.10091,11,-3.7267,19,-2.9913,90,-0.9347,39,-1.9833,28,-2.4685,541,2.31109,347,1.45364,108,-0.4478
ENSG00000214753,HNRNPUL2,284,2.16533,1,-5.4770,2,-5.0062,34,-1.6183,146,0.94827,58,-0.5249,78,-0.0709,227,1.73622,43,-0.9600
ENSG00000168002,POLR2G,284,2.53951,1,-5.2218,10,-2.7585,45,-0.8335,104,0.67638,38,-0.8877,50,-0.4745,17,-2.0272,133,1.09404
ENSG00000168003,SLC3A2,284,1.00416,51,-1.6621,250,0.79393,135,-0.2586,39,-2.0405,27,-2.5690,128,-0.2743,111,-0.4976,404,1.63215
ENSG00000168539,CHRM1,284,3.29760,35,-0.5376,2,-4.2993,12,-2.4128,0,-7.9382,0,-9.2123,211,2.57932,15,-1.7969,0,-7.2991
ENSG00000176485,PLAAT3,284,0.26352,48,-2.4082,587,1.48969,54,-2.6128,1037,2.62527,392,0.79076,48,-2.4056,181,-0.4377,88,-1.5153
ENSG00000133318,RTN3,284,-0.5864,242,-0.8269,130,-1.7580,239,-1.0669,813,1.10319,297,-0.5147,1325,1.99779,673,0.78409,250,-0.7771
ENSG00000072518,MARK2,284,2.86215,1,-5.0185,2,-4.5464,20,-1.9229,61,0.05022,50,-0.2712,82,0.51546,131,1.30940,17,-1.8917
ENSG00000176340,COX8A,284,-0.4521,143,-1.4842,900,1.43590,297,-0.4984,302,-0.3561,239,-0.7160,447,0.25792,579,0.67987,471,0.34436
