Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000145675,PIK3R1,149,-0.1675,72,-1.2654,93,-0.8876,254,0.68844,246,0.97402,107,-0.6745,109,-0.7577
ENSG00000145740,SLC30A5,0,-5.0038,19,-0.4466,14,-0.8666,20,-0.3464,33,0.59226,22,-0.1986,32,0.47897
ENSG00000134056,MRPS36,17,-1.9314,77,0.31379,79,0.35620,64,0.01237,48,-0.5618,84,0.45223,82,0.51949
ENSG00000134058,CDK7,55,1.94885,10,-0.8329,16,-0.0991,30,0.89115,10,-1.0359,24,0.52912,11,-0.8384
ENSG00000085231,AK6,36,-0.5879,34,-0.6986,49,-0.1359,77,0.58924,47,-0.2302,73,0.50120,60,0.22480
ENSG00000273841,TAF9,108,0.32375,30,-1.6161,63,-0.5213,131,0.63241,85,-0.0838,96,0.13756,97,0.18276
ENSG00000152942,RAD17,1,-4.1850,7,-1.2767,11,-0.6632,24,0.44113,22,0.51721,16,-0.1480,22,0.37475
ENSG00000145734,BDP1,302,2.96409,28,-1.1353,30,-1.0687,20,-1.6348,35,-1.0505,39,-0.6837,55,-0.1805
ENSG00000131844,MCCC2,42,1.13261,28,0.46906,21,0.00246,20,-0.0892,20,-0.0927,18,-0.2583,14,-0.7026
ENSG00000164326,CARTPT,40,0.82557,0,-5.3678,2,-3.6432,10,-1.2959,6,-2.3715,34,0.55023,59,2.23352
ENSG00000131711,MAP1B,1603,0.22081,435,-1.7663,776,-0.9027,1722,0.33539,2052,0.94514,1056,-0.4323,978,-0.6491
ENSG00000113048,MRPS27,22,-1.1030,25,-0.9453,25,-0.9086,52,0.17907,56,0.45497,37,-0.3419,56,0.37096
ENSG00000049883,PTCD2,0,-4.0814,7,-0.8988,9,-0.5078,17,0.37579,16,0.41635,12,-0.1599,16,0.41103
ENSG00000083312,TNPO1,0,-5.5095,40,-0.0586,31,-0.4610,47,0.21771,39,-0.1318,56,0.49335,55,0.58519
ENSG00000145741,BTF3,153,-0.2382,356,1.12950,160,-0.1733,154,-0.2264,122,-0.7656,221,0.34068,204,0.26038
ENSG00000171617,ENC1,644,-1.6461,108,-4.2490,1060,-0.9018,3866,1.16409,1952,0.05451,827,-1.2748,2843,0.83804
ENSG00000049860,HEXB,0,-5.4165,51,0.49014,16,-1.2494,60,0.77488,34,-0.1592,44,0.26195,45,0.40110
ENSG00000164347,GFM2,0,-5.0544,13,-0.9938,27,0.05322,24,-0.1028,40,1.06789,27,0.07265,20,-0.5036
ENSG00000164346,NSA2,374,2.02225,200,0.89477,84,-0.4839,55,-1.1221,54,-1.4140,103,-0.1767,116,0.01659
ENSG00000198780,FAM169A,41,-0.6070,39,-0.6912,54,-0.2132,96,0.71051,73,0.38228,79,0.40820,46,-0.5452
ENSG00000113161,HMGCR,24,-2.6082,27,-2.4653,46,-1.6733,299,1.25655,191,0.73757,94,-0.6154,141,0.01760
ENSG00000113163,CERT1,76,0.29015,34,-0.9338,35,-0.8982,98,0.68673,68,0.15174,50,-0.3791,66,0.06049
ENSG00000122008,POLK,39,1.58895,17,0.23177,15,0.01386,18,0.33338,11,-0.5169,6,-1.2489,12,-0.3600
ENSG00000145708,CRHBP,0,-5.4229,10,-1.8140,5,-2.8000,5,-2.6243,75,2.46700,39,0.23039,15,-1.3656
ENSG00000164252,AGGF1,0,-5.7704,32,-0.4615,38,-0.2068,57,0.45770,51,0.37659,47,0.12261,46,0.14063
ENSG00000113231,PDE8B,23,-1.6926,13,-2.4877,72,-0.0205,89,0.32797,35,-1.3725,60,-0.2811,157,1.81956
ENSG00000164253,WDR41,43,0.44630,18,-0.8818,25,-0.3973,42,0.44027,35,0.18709,39,0.30708,26,-0.3743
ENSG00000171530,TBCA,363,0.47229,341,0.37272,246,-0.1467,262,-0.0427,222,-0.4004,227,-0.2666,303,0.22747
ENSG00000132842,AP3B1,1,-3.9698,34,1.34840,14,-0.0453,16,0.15143,16,0.20058,4,-1.9282,14,-0.0360
ENSG00000085365,SCAMP1,126,-0.1442,51,-1.5049,70,-1.0357,229,0.81731,155,0.26498,147,0.09563,137,-0.0110
ENSG00000152409,JMY,16,-0.3317,19,-0.0333,13,-0.6373,11,-0.8453,21,0.14098,36,0.97739,19,-0.0743
ENSG00000152413,HOMER1,111,-0.1095,15,-3.0545,76,-0.6992,195,0.79591,139,0.34683,69,-0.8413,136,0.25887
ENSG00000164329,TENT2,7,-1.1566,16,-0.0580,16,0.00810,20,0.32479,19,0.38591,16,-0.0179,14,-0.2665
ENSG00000177034,MTX3,3,-2.9408,21,-0.3270,19,-0.5062,40,0.66927,27,0.05205,23,-0.2096,34,0.49735
ENSG00000113296,THBS4,27,1.01983,22,0.69581,17,0.27104,2,-2.9625,13,-0.2038,10,-0.4775,14,-0.0651
ENSG00000164300,SERINC5,0,-4.4522,44,1.56696,14,-0.2721,7,-1.3089,20,0.34272,19,0.20301,13,-0.4559
ENSG00000039319,ZFYVE16,27,-0.1190,57,1.06774,14,-1.1411,7,-2.0451,35,0.38597,41,0.51211,23,-0.4918
ENSG00000249042,AC008771.1,39,0.47530,11,-1.4657,21,-0.5151,40,0.52037,25,-0.2876,18,-0.6829,39,0.60610
ENSG00000113318,MSH3,0,-4.1215,21,0.66643,15,0.19517,30,1.32105,9,-0.6811,13,-0.0070,14,0.14037
ENSG00000113319,RASGRF2,7,-3.1531,11,-2.3826,48,-0.2746,56,-0.0356,26,-1.4993,68,0.26184,132,2.00819
ENSG00000145687,SSBP2,126,0.70968,32,-1.4225,55,-0.6043,99,0.31981,84,0.08131,106,0.43762,72,-0.2089
ENSG00000186468,RPS23,1707,0.67672,2594,1.39287,1432,0.38910,595,-0.9743,883,-0.4899,883,-0.3715,904,-0.4008
ENSG00000174695,TMEM167A,76,-0.1980,78,-0.1730,84,-0.0612,109,0.35841,86,-0.0116,93,0.10809,86,-0.0259
ENSG00000038427,VCAN,34,0.34810,134,2.87482,17,-0.7685,2,-3.4301,16,-1.0244,25,-0.1296,18,-0.7735
ENSG00000164176,EDIL3,51,-1.6543,130,-0.2474,114,-0.4535,169,0.16012,114,-0.5852,178,0.24225,244,0.99569
ENSG00000127184,COX7C,916,-0.2446,1064,-0.0117,1332,0.34544,680,-0.7029,891,-0.3827,1246,0.23901,1353,0.46762
ENSG00000145715,RASA1,10,-2.5110,27,-1.1441,34,-0.7672,71,0.35360,76,0.67989,56,-0.0179,60,0.09746
ENSG00000134480,CCNH,51,-0.0600,33,-0.6986,36,-0.5829,63,0.28687,49,-0.1484,95,0.95415,52,-0.0071
ENSG00000247828,TMEM161B-AS1,47,-0.3874,57,-0.1004,74,0.30869,53,-0.2115,45,-0.6208,80,0.42423,80,0.55518
ENSG00000245526,LINC00461,41,-0.3719,87,0.82757,61,0.24907,36,-0.5540,51,-0.0562,56,0.11667,47,-0.1978
ENSG00000081189,MEF2C,343,-0.3128,65,-2.7960,221,-0.9850,631,0.65728,530,0.54006,342,-0.3174,437,0.08056
ENSG00000153140,CETN3,0,-4.6367,46,1.39705,20,0.04760,6,-1.7237,18,-0.1946,27,0.49360,21,0.17183
ENSG00000176055,MBLAC2,12,-1.2290,7,-1.8808,11,-1.3403,48,0.94342,31,0.35945,30,0.16277,29,0.16427
ENSG00000164199,ADGRV1,24,-0.6149,132,2.24265,60,0.80854,18,-1.0552,35,-0.0628,11,-1.7474,16,-1.3762
ENSG00000113369,ARRDC3,27,0.33015,34,0.74684,5,-2.1481,7,-1.5686,28,0.60598,29,0.46331,15,-0.6851
ENSG00000237187,NR2F1-AS1,63,0.07574,68,0.21164,58,-0.0550,48,-0.3252,76,0.55118,52,-0.1987,41,-0.6725
ENSG00000175745,NR2F1,113,-0.1789,126,-0.0135,96,-0.4253,130,0.03935,145,0.29105,125,-0.0240,118,-0.1374
ENSG00000113391,FAM172A,48,0.37589,30,-0.3279,34,-0.1578,55,0.61278,37,-0.0214,24,-0.6671,37,-0.0358
ENSG00000133302,SLF1,127,2.46605,13,-1.2752,15,-1.1410,28,-0.1666,22,-0.6535,6,-2.4308,32,0.05455
ENSG00000175471,MCTP1,5,-3.0900,14,-1.5547,23,-0.8743,62,0.67620,63,1.06675,42,0.04386,30,-0.5250
ENSG00000198677,TTC37,10,-2.2003,62,0.46758,31,-0.5817,57,0.33345,43,-0.1417,49,0.09465,57,0.42079
ENSG00000164292,RHOBTB3,66,0.26039,181,1.99944,71,0.36164,12,-2.2842,59,0.09876,37,-0.6226,24,-1.4636
ENSG00000173221,GLRX,28,-0.5923,14,-1.5649,23,-0.8633,16,-1.4076,54,0.64321,51,0.35605,48,0.29238
ENSG00000118985,ELL2,51,0.03688,22,-1.2037,28,-0.8547,55,0.15020,70,0.79517,28,-0.8995,45,-0.1895
ENSG00000175426,PCSK1,3,-3.2348,2,-4.0150,6,-2.4100,63,1.14520,64,2.08078,24,-0.3781,7,-2.4834
ENSG00000153113,CAST,110,2.01447,64,1.05194,11,-1.7058,31,-0.1338,25,-0.5592,14,-1.3258,24,-0.5949
ENSG00000113441,LNPEP,53,-0.4060,35,-1.0016,25,-1.4899,103,0.65082,94,0.75599,56,-0.2954,57,-0.3323
ENSG00000145721,LIX1,0,-4.6145,124,3.62979,26,0.47798,7,-1.3960,13,-0.8064,6,-1.7497,5,-2.0947
ENSG00000174136,RGMB,22,-1.7993,27,-1.5181,53,-0.4984,126,0.88744,68,-0.1484,95,0.42059,94,0.49758
ENSG00000174132,FAM174A,61,-0.1390,17,-2.0247,41,-0.7623,88,0.42350,81,0.41941,95,0.55481,60,-0.2092
ENSG00000113532,ST8SIA4,13,-0.3260,5,-1.6124,8,-1.0256,12,-0.4476,17,0.11127,60,2.21713,10,-0.9121
ENSG00000145730,PAM,110,-0.6162,49,-1.8247,84,-1.0182,246,0.64685,127,-0.5228,200,0.31148,257,0.95112
ENSG00000145725,PPIP5K2,0,-4.9267,13,-0.9344,18,-0.4447,23,-0.0343,35,0.91720,41,0.88304,17,-0.6200
ENSG00000181751,C5orf30,0,-5.6882,25,-0.7774,33,-0.3370,92,1.30876,37,-0.2572,51,0.33051,50,0.35834
ENSG00000112874,NUDT12,0,-4.1482,19,0.49017,9,-0.5727,17,0.32922,17,0.46388,14,0.06068,12,-0.1844
ENSG00000145743,FBXL17,38,-1.2688,43,-1.0912,63,-0.5050,74,-0.2506,122,0.79306,81,-0.1138,87,-0.0012
ENSG00000151422,FER,30,1.16853,29,1.10418,16,0.16779,9,-0.6458,12,-0.3528,7,-1.1549,11,-0.4268
ENSG00000198961,PJA2,514,0.18947,109,-2.1503,231,-1.0443,636,0.53374,533,0.35394,410,-0.1667,479,0.09598
ENSG00000112893,MAN2A1,21,0.22263,46,1.50007,5,-1.8434,20,0.13443,20,0.19701,17,-0.0989,10,-1.0156
ENSG00000164209,SLC25A46,78,-0.5723,36,-1.7158,52,-1.1898,187,0.80505,174,1.05577,114,0.00687,66,-0.9551
ENSG00000134987,WDR36,28,0.85003,15,-0.1071,12,-0.4988,24,0.58729,20,0.50872,4,-2.0235,10,-0.7732
ENSG00000152495,CAMK4,96,0.05989,32,-1.5985,72,-0.3965,170,0.98685,81,-0.2691,92,-0.0113,108,0.30059
ENSG00000164211,STARD4,10,-0.4895,18,0.46094,9,-0.6544,19,0.50697,16,0.31632,19,0.52445,9,-0.8113
ENSG00000134986,NREP,76,0.42409,62,0.10928,24,-1.3308,32,-0.9137,102,1.48097,39,-0.5973,19,-1.9036
ENSG00000224032,EPB41L4A-AS1,68,-0.0549,59,-0.2805,87,0.31869,68,-0.0750,66,-0.1563,94,0.45605,70,-0.0151
ENSG00000134982,APC,187,0.30575,155,0.00520,173,0.18100,36,-2.1775,181,0.35915,196,0.38034,127,-0.3642
ENSG00000153037,SRP19,5,-3.5797,40,-0.5370,57,0.01078,62,0.14130,54,-0.0819,71,0.35558,76,0.58563
ENSG00000129625,REEP5,121,-1.6819,158,-1.2789,234,-0.6927,596,0.78654,410,0.25335,536,0.61082,369,0.01684
ENSG00000172795,DCP2,10,-1.5415,13,-1.1864,23,-0.2862,31,0.16466,36,0.59438,25,-0.1689,30,0.10929
ENSG00000047188,YTHDC2,4,-2.3859,21,-0.0314,14,-0.6244,42,1.10675,21,0.00470,14,-0.6156,25,0.30539
ENSG00000080709,KCNN2,84,2.08347,37,0.61316,5,-2.3206,25,0.01464,11,-1.5617,25,0.02272,27,0.13842
ENSG00000152503,TRIM36,106,0.47333,18,-2.1689,53,-0.6210,116,0.60927,108,0.73284,76,-0.0685,49,-0.8408
ENSG00000164221,CCDC112,20,-0.0772,30,0.57107,15,-0.5451,16,-0.3951,22,0.08031,19,-0.1571,22,0.05464
ENSG00000145780,FEM1C,43,1.08876,10,-1.1349,20,-0.1591,21,-0.0945,16,-0.6459,14,-0.6499,31,0.67637
ENSG00000134970,TMED7,77,0.20616,77,0.19221,68,0.01577,78,0.21910,67,-0.0309,77,0.21004,56,-0.3492
ENSG00000129596,CDO1,41,-0.6372,37,-0.7995,56,-0.1841,81,0.41217,45,-0.6626,100,0.75861,85,0.62670
ENSG00000145782,ATG12,153,1.52343,58,-0.0919,32,-0.9621,48,-0.3760,60,-0.0316,45,-0.4862,52,-0.2855
ENSG00000177879,AP3S1,7,-4.2808,41,-1.7825,115,-0.2377,223,0.82389,162,0.42438,117,-0.2081,153,0.25722
ENSG00000145781,COMMD10,0,-4.3401,17,0.10293,16,0.00967,11,-0.5462,20,0.47215,20,0.38005,16,-0.0092
ENSG00000092421,SEMA6A,0,-4.3796,50,1.91028,8,-1.0997,13,-0.3258,19,0.30353,18,0.18912,10,-0.8382
ENSG00000172869,DMXL1,20,-0.4020,18,-0.5538,28,0.13129,35,0.46171,24,-0.1268,24,-0.1102,29,0.24898
ENSG00000133835,HSD17B4,19,-1.6741,110,1.03818,42,-0.5016,53,-0.1408,56,-0.0637,78,0.47705,56,-0.0577
ENSG00000205302,SNX2,106,1.25429,42,-0.2473,39,-0.3726,52,0.07310,42,-0.3467,34,-0.5862,51,0.06418
ENSG00000064652,SNX24,0,-4.1377,18,0.40783,10,-0.4069,14,0.07423,18,0.66918,14,-0.0095,11,-0.3267
ENSG00000151292,CSNK1G3,64,1.00094,41,0.27230,36,0.07150,46,0.46397,35,0.05655,23,-0.6041,20,-0.9177
ENSG00000155324,GRAMD2B,26,-0.0846,128,2.75345,38,0.51585,4,-2.8826,21,-0.5320,16,-0.8486,12,-1.4493
ENSG00000164904,ALDH7A1,34,-0.9731,175,1.70170,105,0.81226,19,-1.8192,67,0.12280,53,-0.2964,36,-0.9946
ENSG00000164902,PHAX,52,-0.1386,63,0.16252,51,-0.1506,63,0.16763,48,-0.3161,60,0.10663,65,0.27449
ENSG00000164241,C5orf63,1,-4.8947,40,0.52034,28,-0.0023,9,-1.7686,44,1.04344,23,-0.3472,22,-0.4314
ENSG00000145794,MEGF10,23,0.39738,43,1.46038,16,-0.1713,2,-2.8096,21,0.36660,13,-0.4605,11,-0.9003
ENSG00000245937,LINC01184,32,0.10526,23,-0.3631,25,-0.2653,23,-0.3604,26,-0.2407,22,-0.4595,42,0.68623
ENSG00000064651,SLC12A2,0,-5.2601,64,1.22290,22,-0.5037,18,-0.7363,39,0.60208,15,-1.0525,28,-0.1009
ENSG00000066583,ISOC1,0,-4.5185,19,0.11977,8,-1.2558,10,-0.9154,32,1.49652,25,0.54872,8,-1.2769
ENSG00000169567,HINT1,601,-0.3926,390,-1.0502,820,0.09021,837,0.12382,674,-0.2887,845,0.13805,1033,0.58571
ENSG00000186687,LYRM7,31,-0.8149,49,-0.1084,35,-0.6516,28,-0.9756,62,0.34708,77,0.60244,56,0.10707
ENSG00000158985,CDC42SE2,96,-0.7607,57,-1.5382,95,-0.7832,216,0.50197,230,0.92878,125,-0.3555,126,-0.4105
ENSG00000158987,RAPGEF6,16,-0.0450,17,0.04618,12,-0.4206,25,0.63360,14,-0.3312,7,-1.3318,22,0.54202
ENSG00000217128,FNIP1,12,-1.3038,20,-0.5437,14,-1.0278,31,0.13034,33,0.35594,26,-0.1146,35,0.39626
ENSG00000164398,ACSL6,101,-0.2484,91,-0.4051,105,-0.1892,109,-0.1275,123,0.08477,221,1.01431,101,-0.3061
ENSG00000131435,PDLIM4,56,1.79891,89,2.73665,10,-0.9047,11,-0.7790,9,-1.3779,8,-1.2739,6,-1.7850
ENSG00000113522,RAD50,37,-0.4746,55,0.12437,41,-0.3331,66,0.41922,62,0.44319,35,-0.5883,43,-0.3175
ENSG00000131437,KIF3A,228,-0.0221,76,-1.6916,119,-1.0134,338,0.60736,301,0.61611,232,0.00382,193,-0.3412
ENSG00000164402,SEPTIN8,44,-1.8964,195,0.35858,122,-0.3728,146,-0.0958,209,0.69718,173,0.16700,116,-0.5310
ENSG00000198944,SOWAHA,77,-1.3040,79,-1.2573,382,1.23203,249,0.51135,95,-1.2361,88,-1.1053,305,1.12843
ENSG00000164405,UQCRQ,449,-0.5717,620,-0.0733,924,0.56457,424,-0.6605,497,-0.5484,947,0.60367,816,0.45597
ENSG00000072364,AFF4,72,0.25584,57,-0.1189,52,-0.2609,74,0.28022,57,-0.1715,46,-0.4570,70,0.26036
ENSG00000155329,ZCCHC10,1,-3.5992,24,0.48901,15,-0.2728,10,-0.9137,21,0.39040,12,-0.6156,22,0.44057
ENSG00000170606,HSPA4,1,-6.1339,49,-0.4852,53,-0.3580,121,0.94939,60,-0.2329,81,0.30022,87,0.51744
ENSG00000113583,C5orf15,78,1.28916,24,-0.6027,26,-0.4585,38,0.07792,37,0.09598,29,-0.3439,28,-0.4421
ENSG00000213585,VDAC1,254,-0.2653,102,-1.6350,201,-0.6294,537,0.93946,260,-0.3085,465,0.69711,339,0.23108
ENSG00000113558,SKP1,534,-0.4895,652,-0.1816,614,-0.2733,822,0.18382,683,-0.1484,687,-0.0989,914,0.44617
ENSG00000113575,PPP2CA,65,-2.0861,80,-1.7808,158,-0.7609,409,0.73778,318,0.47564,267,0.05212,284,0.18242
ENSG00000119048,UBE2B,121,-0.4183,67,-1.2974,127,-0.3333,271,0.87209,169,0.15067,99,-0.7193,178,0.23262
ENSG00000237190,CDKN2AIPNL,64,0.11491,15,-2.0303,36,-0.7706,76,0.38195,69,0.30197,56,-0.1072,65,0.17135
ENSG00000043143,JADE2,0,-5.7467,26,-0.7647,27,-0.7006,70,0.80300,43,0.04354,74,0.89997,46,0.16858
ENSG00000152700,SAR1B,92,1.08440,42,-0.1956,53,0.16772,50,0.07319,41,-0.3155,67,0.55699,34,-0.5996
ENSG00000164615,CAMLG,290,0.98183,76,-1.1173,137,-0.2322,213,0.47223,142,-0.2289,193,0.30990,142,-0.2123
ENSG00000145833,DDX46,0,-5.1860,52,0.96790,20,-0.5324,25,-0.2002,26,-0.1989,29,0.00340,38,0.54453
ENSG00000181904,C5orf24,134,1.38141,26,-1.1974,41,-0.5198,49,-0.2679,46,-0.4618,68,0.25078,64,0.19809
ENSG00000113621,TXNDC15,9,-2.5303,47,-0.0658,30,-0.7427,48,-0.0146,54,0.21869,54,0.15573,61,0.43552
ENSG00000113648,H2AFY,92,-0.2693,67,-0.7364,64,-0.8043,148,0.48765,129,0.37270,91,-0.2781,110,0.02194
ENSG00000145824,CXCL14,10,-4.2595,349,1.02449,366,1.10344,37,-2.4224,65,-1.9236,986,3.11115,76,-1.5417
ENSG00000145832,SLC25A48,0,-4.1942,67,2.78109,18,0.38597,0,-6.6139,14,0.03811,9,-0.7334,6,-1.3977
ENSG00000113658,SMAD5,22,0.11393,35,0.83579,22,0.08578,14,-0.5486,21,0.00917,37,0.91297,12,-0.9934
ENSG00000152377,SPOCK1,195,-0.4205,111,-1.2785,122,-1.1353,330,0.40395,370,0.89314,356,0.52664,159,-0.8520
ENSG00000146021,KLHL3,76,1.61625,11,-1.4131,10,-1.6221,36,0.34062,29,0.04899,33,0.20838,21,-0.5915
ENSG00000177733,HNRNPA0,185,0.50446,96,-0.5226,109,-0.3340,163,0.29865,123,-0.1862,163,0.30096,136,0.01840
ENSG00000031003,FAM13B,115,1.17070,35,-0.7423,36,-0.6671,56,-0.0147,42,-0.5746,79,0.55133,61,0.17161
ENSG00000112981,NME5,93,1.44587,18,-1.1153,22,-0.8384,38,-0.0383,32,-0.3967,31,-0.3261,45,0.28379
ENSG00000112983,BRD8,1,-5.0690,48,0.19864,29,-0.6007,74,0.88978,45,0.12560,64,0.64009,38,-0.1988
ENSG00000094880,CDC23,28,0.39048,16,-0.5268,12,-0.9548,28,0.35522,31,0.79429,11,-0.9868,15,-0.6329
ENSG00000120709,FAM53C,38,-0.3847,22,-1.1789,50,0.01935,46,-0.1017,68,0.76311,37,-0.4395,42,-0.3094
ENSG00000120733,KDM3B,0,-5.3264,26,-0.2835,30,-0.0960,20,-0.6639,38,0.42086,54,0.87729,32,0.01170
ENSG00000132563,REEP2,190,0.05713,88,-1.1171,141,-0.4055,261,0.56448,219,0.40198,168,-0.1386,159,-0.2703
ENSG00000120738,EGR1,83,-0.0578,146,0.84490,25,-1.8652,142,0.79505,110,0.54213,29,-1.6525,58,-0.7097
ENSG00000120705,ETF1,0,-6.1334,42,-0.4418,40,-0.4873,80,0.57469,68,0.45333,60,0.12514,58,0.07022
ENSG00000113013,HSPA9,215,0.16556,155,-0.3497,143,-0.4732,213,0.14689,203,0.09502,264,0.48875,176,-0.1851
ENSG00000044115,CTNNA1,38,-0.9409,157,1.30842,68,-0.0734,31,-1.2377,80,0.25243,90,0.37958,50,-0.6488
ENSG00000146006,LRRTM2,11,-1.6259,7,-2.2161,15,-1.1497,40,0.32794,46,0.85612,62,1.03469,23,-0.6191
ENSG00000120725,SIL1,22,-0.4480,31,0.03399,24,-0.3437,34,0.18847,36,0.39960,19,-0.6850,29,-0.0724
ENSG00000120727,PAIP2,384,1.13238,181,-0.0908,147,-0.4141,176,-0.1406,158,-0.3991,290,0.66042,165,-0.2869
ENSG00000170464,DNAJC18,2,-4.0187,19,-1.1527,24,-0.7516,52,0.40166,47,0.36585,71,0.93139,41,0.05404
ENSG00000131508,UBE2D2,125,-0.0289,74,-0.8337,115,-0.1549,152,0.28133,118,-0.1630,129,0.02276,153,0.37230
ENSG00000171604,CXXC5,202,-0.1526,172,-0.4009,112,-1.0462,258,0.23576,308,0.77371,150,-0.6035,181,-0.3810
ENSG00000146005,PSD2,20,-1.7002,150,1.49401,91,0.64071,39,-0.6794,54,-0.2530,79,0.40499,46,-0.5250
ENSG00000185129,PURA,163,1.76191,55,-0.0570,37,-0.6856,44,-0.3978,57,0.00196,46,-0.3506,38,-0.7464
ENSG00000182700,IGIP,81,-0.0198,34,-1.3195,72,-0.1996,107,0.42933,92,0.26997,96,0.25126,74,-0.1879
ENSG00000120306,CYSTM1,146,0.59450,140,0.52225,110,0.13535,60,-0.8063,94,-0.1528,95,-0.0896,95,-0.1203
ENSG00000113068,PFDN1,46,-1.1753,72,-0.5125,103,0.05285,115,0.21467,86,-0.3139,138,0.51800,127,0.48261
ENSG00000131503,ANKHD1,3,-3.3670,47,0.67752,22,-0.5392,39,0.37566,42,0.70079,25,-0.3310,23,-0.5618
ENSG00000213523,SRA1,42,0.27944,50,0.56833,41,0.24958,35,-0.0283,32,-0.1786,34,-0.0539,30,-0.2789
ENSG00000243056,EIF4EBP3,6,-1.1562,72,3.06599,6,-1.1759,3,-1.9185,9,-0.6990,2,-2.3822,11,-0.2936
ENSG00000113108,APBB3,5,-2.7043,33,-0.0258,24,-0.4692,34,0.05280,34,0.07818,22,-0.6297,47,0.72663
ENSG00000176087,SLC35A4,27,0.51235,41,1.18648,8,-1.2840,10,-0.9470,20,0.02009,16,-0.3106,18,-0.1743
ENSG00000170458,CD14,1,-4.1740,181,3.88380,10,-1.3866,5,-2.2627,9,-1.9219,11,-1.2581,22,-0.2697
ENSG00000131495,NDUFA2,138,-0.7824,286,0.34648,263,0.21386,196,-0.2450,200,-0.2921,174,-0.4302,300,0.53983
ENSG00000113141,IK,124,1.01514,78,0.24521,49,-0.4773,48,-0.5147,59,-0.2314,51,-0.3952,70,0.09877
ENSG00000120314,WDR55,0,-4.1469,16,0.28072,9,-0.6303,4,-1.8830,23,1.25209,8,-0.7789,12,-0.2240
ENSG00000170445,HARS,38,-0.7505,37,-0.7772,51,-0.3055,85,0.48865,78,0.51592,71,0.19417,51,-0.3649
ENSG00000112855,HARS2,5,-1.4503,14,0.05510,8,-0.7705,15,0.22381,13,-0.0341,6,-1.1086,20,0.79472
ENSG00000146007,ZMAT2,136,-0.3327,86,-1.0344,136,-0.3354,151,-0.1689,173,0.06140,123,-0.4918,233,0.65737
ENSG00000120327,PCDHB14,3,-2.3180,12,-0.3681,8,-0.8878,21,0.49603,14,-0.1598,32,1.18314,17,0.19035
ENSG00000178913,TAF7,49,-0.9043,92,0.04586,67,-0.4368,160,0.94702,70,-0.4924,77,-0.2185,115,0.50502
ENSG00000131504,DIAPH1,53,1.02519,16,-0.8368,27,-0.0815,25,-0.1534,22,-0.4657,14,-1.0300,37,0.57847
ENSG00000171720,HDAC3,39,0.39211,11,-1.4561,26,-0.2243,44,0.58776,31,0.01120,33,0.14543,29,-0.0581
ENSG00000164620,RELL2,4,-2.8490,15,-0.8548,25,-0.1306,24,-0.2119,30,0.23975,52,1.05518,28,0.07679
ENSG00000081791,DELE1,9,-1.5306,36,0.58696,25,0.01060,23,-0.1142,25,0.05855,38,0.70542,21,-0.2709
ENSG00000013561,RNF14,7,-2.7248,30,-0.7029,26,-0.9162,53,0.20381,53,0.27782,53,0.18666,60,0.50832
ENSG00000113552,GNPDA1,32,-0.6789,22,-1.2159,19,-1.4497,51,0.04139,56,0.27977,40,-0.3280,68,0.66387
ENSG00000131507,NDFIP1,403,-0.8185,259,-1.4840,407,-0.8019,1115,0.78542,825,0.42168,681,-0.0104,687,0.00456
ENSG00000113578,FGF1,68,0.18914,225,2.29927,73,0.29986,7,-3.0387,53,-0.2493,29,-1.1149,36,-0.9289
ENSG00000145819,ARHGAP26,48,-0.6586,25,-1.6290,52,-0.5549,83,0.18471,76,0.06601,77,0.07203,99,0.59103
ENSG00000113580,NR3C1,40,0.02857,55,0.54940,31,-0.3393,43,0.13970,42,0.12444,31,-0.3665,35,-0.2325
ENSG00000145817,YIPF5,76,0.88761,34,-0.3765,25,-0.8380,66,0.64681,37,-0.3749,30,-0.5889,50,0.23894
ENSG00000183775,KCTD16,101,0.14101,10,-3.2196,47,-1.0271,123,0.45360,92,-0.0097,87,-0.0890,124,0.59734
ENSG00000133706,LARS,31,-0.8875,57,0.02687,36,-0.6631,53,-0.0986,62,0.22531,51,-0.1340,65,0.29632
ENSG00000091009,RBM27,10,-1.1580,24,0.11077,24,0.09072,20,-0.1386,19,-0.3818,20,-0.1433,32,0.71443
ENSG00000113649,TCERG1,93,1.09190,25,-0.9903,23,-1.0954,68,0.58338,51,0.17970,37,-0.3969,39,-0.3519
ENSG00000156475,PPP2R2B,109,-0.5302,83,-0.9306,113,-0.4697,206,0.47564,185,0.42953,175,0.20960,137,-0.2085
ENSG00000113657,DPYSL3,75,-0.1400,157,1.05981,65,-0.3711,90,0.13581,100,0.44572,74,-0.1659,42,-1.1844
ENSG00000176049,JAKMIP2,31,-0.1219,27,-0.3219,20,-0.7502,36,0.10862,45,0.70718,12,-1.5374,31,-0.1197
ENSG00000145868,FBXO38,0,-4.2061,14,-0.0820,6,-1.1632,13,-0.1230,19,0.70934,24,0.84027,12,-0.3249
ENSG00000173210,ABLIM3,0,-4.6185,44,1.35088,17,-0.1732,7,-1.4469,26,0.69224,23,0.25604,12,-0.8463
