Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000172602,RND1,29,-0.9792,31,-0.7920,31,-0.7855,45,-0.2106,83,0.75874,67,0.39189,57,0.15544,90,0.90235,53,0.03859
ENSG00000134287,ARF3,356,-0.5373,450,-0.1250,357,-0.4875,787,0.78399,699,0.58561,457,-0.0998,493,0.01945,506,0.05955,406,-0.2880
ENSG00000169884,WNT10B,25,-0.2506,20,-0.6121,27,-0.1484,18,-0.7545,61,1.20612,39,0.44098,30,0.05297,27,-0.0986,20,-0.5790
ENSG00000181418,DDN,406,0.57293,289,-0.0474,378,0.38596,265,-0.1794,451,0.67630,74,-2.1032,297,-0.0017,138,-1.1744,268,-0.1622
ENSG00000181929,PRKAG1,21,-0.8783,36,0.00328,14,-1.4517,52,0.58310,43,0.27601,41,0.17180,22,-0.8611,59,0.77489,69,1.04593
ENSG00000167548,KMT2D,17,-0.5177,16,-0.5996,41,0.94854,26,0.19023,24,0.07148,32,0.51605,30,0.44708,13,-0.8590,8,-1.4808
ENSG00000123416,TUBA1B,1510,-0.6671,3103,0.52920,1207,-0.9541,2872,0.40202,963,-1.2949,3829,0.88194,2405,0.12905,2642,0.26648,2157,-0.0573
ENSG00000167552,TUBA1A,733,-0.5491,966,-0.0715,812,-0.3444,1454,0.58863,1117,0.15887,1194,0.26641,1125,0.19027,885,-0.2093,977,-0.0541
ENSG00000123352,SPATS2,23,-0.6948,30,-0.2392,30,-0.2518,43,0.33313,42,0.29361,42,0.28251,33,-0.0901,48,0.50622,37,0.10520
ENSG00000135519,KCNH3,99,-0.3962,86,-0.5663,170,0.50641,109,-0.1991,166,0.46516,75,-0.7883,162,0.48752,110,-0.1956,128,0.05111
ENSG00000187778,MCRS1,40,-0.1952,29,-0.6528,50,0.18342,38,-0.2558,44,-0.0347,50,0.16186,55,0.37587,51,0.21029,40,-0.1757
ENSG00000110844,PRPF40B,19,0.38914,16,0.06531,11,-0.4645,1,-3.8625,18,0.25871,18,0.26215,15,0.00497,24,0.69192,12,-0.4075
ENSG00000139644,TMBIM6,326,0.25946,197,-0.5629,240,-0.2556,279,-0.0186,317,0.18396,252,-0.1767,345,0.36478,204,-0.5084,273,-0.0535
ENSG00000135472,FAIM2,389,-0.7481,508,-0.2761,693,0.21483,576,-0.0789,696,0.22234,599,-0.0175,698,0.25460,746,0.33394,670,0.16043
ENSG00000110881,ASIC1,27,-0.3122,28,-0.2185,38,0.24611,24,-0.4776,38,0.22536,34,0.06123,40,0.34913,38,0.22084,26,-0.3687
ENSG00000066117,SMARCD1,17,-0.4641,21,-0.0889,15,-0.6177,18,-0.3551,41,0.95585,27,0.28543,23,0.04220,33,0.60464,13,-0.8566
ENSG00000178449,COX14,142,-0.1293,211,0.51620,132,-0.2383,134,-0.2105,132,-0.2403,178,0.24014,125,-0.3460,173,0.19159,191,0.35409
ENSG00000139624,CERS5,13,-0.6245,17,-0.1424,37,1.11907,3,-2.5325,16,-0.2481,30,0.77747,23,0.39830,11,-0.7257,18,-0.0519
ENSG00000066084,DIP2B,20,-0.4274,16,-0.7916,11,-1.2907,37,0.52341,38,0.60162,37,0.54256,32,0.35995,25,-0.0595,20,-0.4034
ENSG00000185432,METTL7A,179,1.22606,44,-1.1604,147,0.71374,38,-1.3749,145,0.68881,26,-1.9535,96,0.02198,35,-1.4946,57,-0.7873
ENSG00000110911,SLC11A2,25,-0.2370,28,-0.0237,44,0.68305,42,0.58202,23,-0.3207,48,0.83198,21,-0.5454,25,-0.2175,15,-1.0302
ENSG00000050426,LETMD1,42,-0.3185,56,0.15431,41,-0.3399,57,0.18490,52,0.04042,65,0.39453,52,0.03243,56,0.14507,44,-0.2187
ENSG00000110925,CSRNP2,16,-1.1101,26,-0.3193,27,-0.2424,32,0.00542,45,0.54090,44,0.49915,38,0.30728,36,0.19482,33,0.05467
ENSG00000135457,TFCP2,20,-0.4135,14,-0.9611,21,-0.3338,9,-1.5104,22,-0.2502,40,0.71103,34,0.47582,51,1.09168,20,-0.3934
ENSG00000184271,POU6F1,22,-0.3625,33,0.32694,20,-0.4453,40,0.65625,30,0.16838,16,-0.7819,19,-0.5812,46,0.85946,29,0.11525
ENSG00000183283,DAZAP2,101,-0.3329,109,-0.1930,141,0.21939,149,0.31201,130,0.09115,129,0.08495,124,0.02212,105,-0.2403,136,0.16088
ENSG00000050438,SLC4A8,16,-1.7823,47,-0.0451,52,0.10431,55,0.17753,41,-0.2697,56,0.22621,65,0.50537,77,0.74582,47,-0.0593
ENSG00000196876,SCN8A,55,-0.8544,88,-0.0653,60,-0.6429,70,-0.4078,127,0.53668,173,1.05246,103,0.22140,101,0.15751,69,-0.4445
ENSG00000135503,ACVR1B,23,-1.3911,61,0.19053,37,-0.5725,58,0.11416,63,0.23010,65,0.27627,57,0.09393,102,1.03352,50,-0.1218
ENSG00000161835,GRASP,48,-0.7465,62,-0.3027,73,-0.0522,87,0.22612,87,0.23626,87,0.23020,80,0.11461,105,0.52928,70,-0.1072
ENSG00000123358,NR4A1,14,-0.4002,12,-0.6255,6,-1.6730,8,-1.2235,4,-2.0530,48,1.62149,18,0.01140,39,1.25527,18,-0.0335
ENSG00000123395,ATG101,23,-0.6804,43,0.34699,39,0.18622,22,-0.7156,40,0.24830,46,0.48245,37,0.14980,46,0.47824,21,-0.7255
ENSG00000063046,EIF4B,138,-0.2145,149,-0.0730,150,-0.0623,117,-0.4538,136,-0.2192,206,0.44123,192,0.36879,155,-0.0164,147,-0.0985
ENSG00000167778,SPRYD3,174,-0.7756,260,-0.0949,355,0.40457,337,0.31969,324,0.25827,340,0.33317,281,0.03081,304,0.15424,206,-0.4600
ENSG00000167779,IGFBP6,35,-0.0813,25,-0.6153,42,0.21602,32,-0.2186,47,0.38924,35,-0.0751,42,0.24983,35,-0.0505,33,-0.1556
ENSG00000139631,CSAD,19,0.26474,10,-0.7262,10,-0.6591,5,-1.6540,18,0.16256,38,1.39602,21,0.51147,6,-1.3470,9,-0.7940
ENSG00000182544,MFSD5,19,-0.0902,7,-1.5536,14,-0.5795,18,-0.1754,42,1.16889,32,0.72109,25,0.38209,9,-1.2712,14,-0.6258
ENSG00000123349,PFDN5,641,0.39284,590,0.21385,518,0.00423,504,-0.0392,307,-0.8057,414,-0.3466,566,0.16406,362,-0.5543,569,0.15584
ENSG00000139637,C12orf10,59,-0.1555,66,0.03126,86,0.46310,87,0.47817,65,0.00216,68,0.08952,46,-0.5609,56,-0.2294,72,0.16531
ENSG00000205352,PRR13,64,-0.6566,112,0.27576,112,0.26899,120,0.38225,83,-0.2048,97,0.03461,111,0.28496,83,-0.2135,84,-0.1936
ENSG00000197111,PCBP2,285,-0.2548,325,-0.0207,303,-0.1306,290,-0.2008,354,0.11206,336,0.03209,421,0.44292,315,-0.0735,292,-0.1924
ENSG00000139625,MAP3K12,31,-0.4857,37,-0.1550,40,-0.0424,30,-0.5019,47,0.20741,50,0.30729,55,0.51119,39,-0.0840,39,-0.0915
ENSG00000135390,ATP5MC2,276,0.09575,331,0.37741,303,0.23635,242,-0.1230,155,-0.8139,185,-0.5381,299,0.23979,282,0.12043,229,-0.2116
ENSG00000012822,CALCOCO1,28,-0.9230,54,0.13972,81,0.80564,28,-0.8443,55,0.17477,53,0.11392,44,-0.1884,71,0.58354,55,0.17950
ENSG00000123415,SMUG1,18,-0.1388,17,-0.2445,10,-1.0272,7,-1.5158,27,0.48339,21,0.07567,24,0.31453,23,0.21570,30,0.64355
ENSG00000094916,CBX5,89,0.11866,91,0.14548,81,-0.0481,109,0.42763,76,-0.1403,81,-0.0372,86,0.05144,86,0.04393,42,-1.0306
ENSG00000135486,HNRNPA1,326,0.03256,277,-0.2252,258,-0.3355,297,-0.1189,340,0.09919,269,-0.2717,418,0.48704,286,-0.1776,303,-0.0828
ENSG00000111481,COPZ1,59,-0.5781,69,-0.2874,129,0.72453,82,-0.0080,77,-0.1209,89,0.12352,88,0.11823,78,-0.0918,91,0.15023
ENSG00000161642,ZNF385A,54,0.76904,29,-0.3424,47,0.44632,31,-0.2170,26,-0.5037,18,-1.0270,33,-0.1352,28,-0.3897,40,0.17164
ENSG00000123360,PDE1B,50,-0.7421,62,-0.3581,80,0.02511,82,0.07318,146,1.02628,50,-0.6886,59,-0.4923,103,0.43422,121,0.69962
ENSG00000135447,PPP1R1A,97,-0.0600,102,0.03425,178,0.93971,98,-0.0320,191,1.06934,37,-1.5145,75,-0.4941,40,-1.3837,111,0.16658
ENSG00000135426,TESPA1,74,-0.6860,89,-0.3470,88,-0.3603,154,0.53299,283,1.59360,17,-2.7440,64,-0.9159,165,0.64710,146,0.44443
ENSG00000135424,ITGA7,25,0.65608,8,-1.1691,40,1.38820,12,-0.5940,27,0.69731,3,-2.5308,18,0.08263,6,-1.4455,9,-1.0510
ENSG00000135441,BLOC1S1,232,0.32744,257,0.45387,270,0.53709,213,0.14952,184,-0.0825,140,-0.5055,149,-0.4521,101,-1.0081,204,0.08215
ENSG00000135404,CD63,289,0.07731,184,-0.6365,347,0.36434,265,-0.0683,323,0.24703,161,-0.8350,338,0.36222,348,0.36770,161,-0.8406
ENSG00000135414,GDF11,20,-0.0448,18,-0.1703,45,1.30837,13,-0.6340,25,0.36022,7,-1.5690,26,0.42746,5,-2.0196,18,-0.1707
ENSG00000205323,SARNP,62,-0.3891,109,0.53805,67,-0.2436,88,0.18850,91,0.24444,63,-0.3297,107,0.56721,62,-0.3695,42,-0.9629
ENSG00000135392,DNAJC14,15,-0.3895,11,-0.8713,16,-0.2813,20,0.08937,24,0.33861,19,0.00693,26,0.56433,19,0.01607,18,-0.0476
ENSG00000170473,PYM1,22,0.30766,23,0.31473,24,0.38889,11,-0.8209,19,-0.0228,18,-0.0354,22,0.26100,14,-0.4947,10,-0.9487
ENSG00000065357,DGKA,14,-0.9119,7,-1.7178,28,0.26555,34,0.57439,69,1.80532,5,-2.1632,14,-0.8311,34,0.58238,28,0.24342
ENSG00000111540,RAB5B,107,-0.1984,80,-0.6239,114,-0.0780,93,-0.3966,127,0.09562,143,0.28943,156,0.48112,124,0.05596,109,-0.1375
ENSG00000139531,SUOX,14,-0.2682,15,-0.1716,22,0.46483,3,-2.4547,14,-0.2707,25,0.63095,28,0.93789,12,-0.5030,9,-0.9772
ENSG00000197728,RPS26,1293,0.64368,1238,0.49224,1220,0.46836,629,-0.5813,459,-1.0593,614,-0.6183,882,-0.0600,727,-0.3567,800,-0.2074
ENSG00000170515,PA2G4,64,-0.4791,70,-0.2981,112,0.44885,67,-0.3673,116,0.49687,101,0.27866,81,-0.0742,85,-0.0025,92,0.12526
ENSG00000229117,RPL41,3805,0.76843,4024,0.76424,2625,0.06534,2379,-0.0909,1557,-0.7483,1761,-0.5594,1581,-0.7867,2104,-0.2835,2491,-0.0177
ENSG00000139641,ESYT1,10,-1.5089,34,0.47424,9,-1.4634,7,-1.9416,35,0.51853,34,0.47780,33,0.50247,38,0.65862,34,0.47362
ENSG00000196465,MYL6B,217,0.16150,269,0.49077,244,0.33247,212,0.10753,134,-0.6124,188,-0.0844,181,-0.1579,173,-0.2145,165,-0.2899
ENSG00000092841,MYL6,337,-0.0086,430,0.38290,408,0.29602,372,0.14991,215,-0.7029,431,0.38776,318,-0.1091,295,-0.2172,264,-0.3904
ENSG00000139613,SMARCC2,60,-0.0839,80,0.39015,92,0.61806,57,-0.1569,64,0.02973,63,0.02212,52,-0.3336,51,-0.3105,59,-0.0859
ENSG00000181852,RNF41,43,-0.6270,72,0.23319,73,0.25112,78,0.36206,62,0.00872,69,0.17209,60,-0.0515,44,-0.5335,79,0.37695
ENSG00000139579,NABP2,48,-0.1362,85,0.78811,49,-0.1174,21,-1.3983,49,-0.1189,59,0.20030,53,0.02098,63,0.30232,47,-0.1539
ENSG00000139645,ANKRD52,14,-0.4935,11,-0.8259,10,-1.0136,27,0.54955,22,0.19336,25,0.44757,12,-0.8056,44,1.37426,20,0.05529
ENSG00000062485,CS,62,-0.5809,70,-0.3447,62,-0.5304,133,0.69050,83,-0.0673,109,0.36913,103,0.30503,84,-0.0516,85,-0.0327
ENSG00000257727,CNPY2,83,-0.2702,104,0.10092,77,-0.3587,134,0.52040,116,0.27689,100,0.04399,85,-0.2233,85,-0.2170,117,0.29250
ENSG00000170581,STAT2,46,0.12834,34,-0.3322,32,-0.4522,41,-0.0625,59,0.51712,71,0.83206,37,-0.2105,39,-0.1434,25,-0.7796
ENSG00000135423,GLS2,17,-1.1128,30,-0.1572,16,-1.0901,13,-1.4446,42,0.36965,53,0.74728,57,1.00248,35,0.07385,30,-0.1479
ENSG00000076108,BAZ2A,31,-0.1220,25,-0.4507,26,-0.3779,34,0.07392,49,0.64186,28,-0.2527,34,0.03398,34,0.06402,37,0.20197
ENSG00000110955,ATP5F1B,496,-0.4648,585,-0.1681,409,-0.7199,581,-0.1782,744,0.21359,989,0.68116,700,0.12932,637,-0.0346,820,0.37200
ENSG00000110958,PTGES3,221,-0.3741,211,-0.4162,160,-0.8401,300,0.13709,319,0.23798,356,0.41828,312,0.22527,235,-0.2442,377,0.50813
ENSG00000196531,NACA,556,0.33193,499,0.12015,460,-0.0093,415,-0.1730,372,-0.3422,435,-0.0963,418,-0.1775,486,0.07812,474,0.03941
ENSG00000166863,TAC3,26,0.00334,33,0.39540,29,0.20381,21,-0.2923,21,-0.2615,7,-1.8997,33,0.48580,18,-0.5265,33,0.41267
ENSG00000166886,NAB2,20,-1.2331,46,0.12081,34,-0.3589,46,0.11616,49,0.21499,47,0.14861,54,0.43516,43,-0.0011,56,0.44431
ENSG00000123384,LRP1,183,0.00674,152,-0.2823,143,-0.3759,216,0.27183,329,0.97170,130,-0.5216,208,0.23961,142,-0.3910,109,-0.7959
ENSG00000182199,SHMT2,13,-0.4518,15,-0.1687,16,-0.0880,6,-1.4801,21,0.38762,22,0.41306,22,0.51957,22,0.41099,12,-0.5055
ENSG00000185633,NDUFA4L2,38,2.07403,8,-0.8995,21,0.67557,1,-3.6832,3,-2.1095,9,-0.7200,7,-1.0494,16,0.23068,6,-1.3231
ENSG00000179912,R3HDM2,44,-0.4572,47,-0.3192,33,-0.8459,72,0.36887,61,0.09186,91,0.75134,64,0.19711,71,0.34093,40,-0.5586
ENSG00000166986,MARS,32,-1.0436,87,0.60349,54,-0.1708,64,0.09689,56,-0.1040,59,-0.0093,60,0.01570,95,0.74096,60,-0.0079
ENSG00000175197,DDIT3,29,0.26090,29,0.26548,22,-0.1890,19,-0.4265,28,0.19475,23,-0.1069,22,-0.1935,27,0.16122,22,-0.1710
ENSG00000175203,DCTN2,127,-0.6691,160,-0.2535,163,-0.2282,235,0.35280,218,0.23187,243,0.40663,190,0.01975,241,0.39310,178,-0.0875
ENSG00000155980,KIF5A,458,0.05835,685,0.71070,548,0.34257,368,-0.2928,226,-1.0364,389,-0.2053,413,-0.1236,449,0.02270,465,0.07862
ENSG00000166908,PIP4K2C,32,-1.0443,27,-1.2253,36,-0.8045,110,0.99252,78,0.41770,72,0.29535,71,0.29512,70,0.24806,62,0.05430
ENSG00000178498,DTX3,73,-0.5347,107,0.10560,87,-0.2095,108,0.12584,96,-0.0644,88,-0.2040,149,0.73645,96,-0.0695,74,-0.4656
ENSG00000240771,ARHGEF25,37,-0.5469,39,-0.4474,45,-0.2230,45,-0.2015,46,-0.1973,56,0.13574,39,-0.4555,97,1.02572,87,0.85218
ENSG00000135454,B4GALNT1,55,-1.1320,98,-0.1572,126,0.23800,168,0.70573,159,0.61614,132,0.31241,89,-0.3498,98,-0.1651,127,0.24880
ENSG00000135506,OS9,87,0.05034,58,-0.5820,78,-0.1328,93,0.15066,122,0.57956,80,-0.0982,100,0.30158,49,-0.8424,78,-0.1333
ENSG00000135439,AGAP2,137,0.26671,95,-0.3434,149,0.37201,94,-0.3562,110,-0.1186,104,-0.2049,102,-0.2545,126,0.10595,144,0.31425
ENSG00000135452,TSPAN31,25,-0.6730,22,-0.7878,25,-0.6409,40,0.08136,53,0.55207,41,0.14401,55,0.68486,27,-0.5082,46,0.31611
ENSG00000135446,CDK4,22,0.44412,19,0.17836,15,-0.1896,12,-0.5634,27,0.71084,7,-1.4255,14,-0.3393,26,0.61084,12,-0.5538
ENSG00000139266,MARCH9,23,-0.2729,27,-0.0120,32,0.26609,28,0.04008,29,0.08596,25,-0.1170,17,-0.7780,24,-0.1822,54,1.11227
ENSG00000123297,TSFM,28,-0.4916,36,-0.0688,18,-1.0708,59,0.74345,43,0.23045,36,-0.0594,36,-0.0440,50,0.45003,40,0.11248
ENSG00000175215,CTDSP2,32,0.20730,13,-1.1834,29,0.05201,21,-0.4771,49,0.88471,39,0.51366,27,-0.0722,26,-0.1350,17,-0.8102
ENSG00000257698,GIHCG,46,0.41859,37,0.02441,52,0.57525,25,-0.5682,44,0.30699,29,-0.3488,33,-0.1841,27,-0.4565,29,-0.3790
ENSG00000198673,TAFA2,48,-0.9882,98,0.19138,73,-0.2754,121,0.52186,121,0.52923,97,0.17326,105,0.32605,68,-0.3807,75,-0.2360
ENSG00000135655,USP15,13,-1.4348,26,-0.3264,15,-1.1693,76,1.46542,35,0.15043,47,0.62506,26,-0.3522,40,0.36974,33,0.07022
ENSG00000061987,MON2,24,-0.5557,14,-1.2897,46,0.55382,56,0.85963,30,-0.1149,46,0.53843,40,0.36368,29,-0.2151,12,-1.4732
ENSG00000111110,PPM1H,24,-0.6946,39,0.12309,43,0.30079,36,-0.0142,34,-0.0915,42,0.25524,31,-0.2374,76,1.24829,15,-1.3281
ENSG00000184575,XPOT,42,-0.2264,27,-0.8617,52,0.13613,38,-0.3610,44,-0.1192,46,-0.0435,54,0.23301,90,1.04750,34,-0.5047
ENSG00000183735,TBK1,16,-0.8772,26,-0.0359,30,0.16931,43,0.75092,33,0.29174,28,0.05191,27,-0.0088,29,0.08463,23,-0.2353
ENSG00000135677,GNS,21,-0.1743,9,-1.3433,19,-0.3132,25,0.12231,32,0.52032,36,0.68391,28,0.31695,13,-0.8368,23,0.00569
ENSG00000111490,TBC1D30,11,-0.8592,17,-0.1582,10,-0.9560,29,0.67973,15,-0.3866,24,0.35273,23,0.32111,24,0.32602,23,0.28435
ENSG00000156076,WIF1,67,1.22653,18,-1.0474,80,1.34625,9,-2.0763,76,1.26916,3,-3.5937,26,-0.5271,4,-3.1375,15,-1.3165
ENSG00000174106,LEMD3,18,-1.2017,36,-0.0846,22,-0.8794,87,1.36797,40,0.07258,45,0.25426,45,0.27426,21,-0.9222,45,0.23585
ENSG00000139233,LLPH,30,0.37767,28,0.19753,19,-0.3949,21,-0.2445,38,0.68430,28,0.18011,18,-0.5423,15,-0.7729,26,0.09803
ENSG00000155957,TMBIM4,47,0.27256,29,-0.5091,50,0.33041,71,0.92231,53,0.44078,42,0.05777,28,-0.6234,25,-0.7065,24,-0.8055
ENSG00000111530,CAND1,62,-0.8026,92,-0.1299,72,-0.5091,101,0.03093,124,0.35223,178,0.95882,126,0.43271,88,-0.1970,63,-0.6996
ENSG00000127314,RAP1B,37,0.20421,20,-0.7579,44,0.46282,28,-0.2206,36,0.14159,42,0.37979,34,0.04596,24,-0.4745,26,-0.3673
ENSG00000175782,SLC35E3,20,-0.2963,18,-0.4599,45,0.98093,12,-1.0421,27,0.16309,20,-0.2925,25,0.05001,26,0.12683,28,0.24874
ENSG00000135679,MDM2,27,0.24681,22,-0.0846,31,0.42930,7,-1.7740,31,0.43358,38,0.77127,21,-0.1811,15,-0.6465,18,-0.4238
ENSG00000111605,CPSF6,45,-0.3109,44,-0.2871,43,-0.3421,63,0.26720,69,0.41519,97,0.97032,46,-0.2431,51,-0.0869,39,-0.4967
ENSG00000127337,YEATS4,10,-0.9564,24,0.54225,29,0.82711,7,-1.3863,11,-0.7050,19,0.13440,24,0.55666,15,-0.2312,19,0.16900
ENSG00000166225,FRS2,14,-0.3811,16,-0.1394,15,-0.2376,16,-0.1187,23,0.42656,15,-0.2521,21,0.37020,18,0.03447,18,0.09530
ENSG00000166226,CCT2,69,-0.8803,110,-0.0999,81,-0.5795,150,0.38706,111,-0.0932,166,0.56097,139,0.30501,128,0.13155,130,0.15470
ENSG00000127328,RAB3IP,25,-0.6446,13,-1.5053,47,0.40263,39,0.10502,15,-1.3702,34,-0.0897,77,1.48882,17,-1.1310,30,-0.2669
ENSG00000111596,CNOT2,27,-0.3585,21,-0.6963,27,-0.3374,27,-0.3530,52,0.67804,31,-0.1581,37,0.17718,19,-0.8412,65,1.07847
ENSG00000135643,KCNMB4,77,-0.5440,125,0.27391,72,-0.5949,167,0.74253,62,-0.8102,207,1.11351,63,-0.8551,172,0.79689,75,-0.5199
ENSG00000153233,PTPRR,25,-1.4064,25,-1.3163,41,-0.5586,75,0.39572,101,0.88733,64,0.15232,89,0.77341,77,0.43351,34,-0.8140
ENSG00000133858,ZFC3H1,19,-0.0816,22,0.16574,20,0.02918,11,-0.9142,18,-0.1790,15,-0.4133,29,0.68566,17,-0.2200,19,-0.0296
ENSG00000139291,TMEM19,25,-0.2217,25,-0.1447,21,-0.4501,13,-1.1935,31,0.17502,37,0.42557,40,0.63743,33,0.27733,19,-0.5956
ENSG00000080371,RAB21,52,-0.4500,69,0.03231,51,-0.4499,61,-0.1742,106,0.71659,81,0.28497,94,0.60385,44,-0.6834,42,-0.7298
ENSG00000121749,TBC1D15,20,-0.6296,35,0.30758,34,0.24913,16,-0.9160,29,0.00159,36,0.32059,49,0.96101,23,-0.3422,9,-1.6625
ENSG00000072657,TRHDE,14,-1.4873,66,1.00670,13,-1.5175,17,-1.0971,14,-1.3883,110,1.93258,32,-0.1974,59,0.79636,22,-0.7139
ENSG00000253719,ATXN7L3B,110,-0.7896,130,-0.4696,100,-0.8799,186,0.08944,164,-0.1168,268,0.68053,251,0.65600,198,0.18697,168,-0.0709
ENSG00000166006,KCNC2,71,-1.0298,122,-0.1123,96,-0.4887,75,-0.8621,127,-0.0501,255,1.09967,201,0.79217,128,-0.0369,97,-0.4719
ENSG00000111615,KRR1,30,-0.5547,35,-0.2796,46,0.15993,31,-0.4736,66,0.74801,35,-0.2802,62,0.71752,27,-0.6671,36,-0.2398
ENSG00000139289,PHLDA1,22,-0.3710,20,-0.4876,42,0.67748,15,-0.9500,21,-0.3894,14,-1.0610,48,1.03096,21,-0.3893,30,0.14920
ENSG00000187109,NAP1L1,237,-0.3846,297,0.00141,335,0.19805,254,-0.2440,294,-0.0105,304,0.04271,349,0.29510,313,0.08760,289,-0.0373
ENSG00000091039,OSBPL8,35,-0.9572,61,-0.0356,71,0.20516,55,-0.1918,73,0.25148,81,0.40778,77,0.38420,73,0.23835,48,-0.3943
ENSG00000186908,ZDHHC17,32,-0.9673,32,-0.9155,64,0.15701,101,0.90258,37,-0.7047,102,0.90982,82,0.62230,46,-0.3642,30,-1.0250
ENSG00000067798,NAV3,26,-0.8457,49,0.19337,45,0.08281,28,-0.6591,38,-0.1931,67,0.71192,54,0.40241,43,0.00110,44,0.03338
ENSG00000067715,SYT1,616,-1.2678,1374,0.05529,1151,-0.2245,1112,-0.2776,1042,-0.3793,3355,1.57714,1487,0.20398,1335,0.00958,1020,-0.4126
ENSG00000058272,PPP1R12A,78,-0.6902,135,0.23136,163,0.53119,148,0.37741,110,-0.0984,116,-0.0136,109,-0.1262,110,-0.0982,132,0.19178
ENSG00000111052,LIN7A,21,-0.6918,31,-0.0288,34,0.14307,36,0.20469,27,-0.2057,58,0.99697,26,-0.3312,52,0.83727,13,-1.2954
ENSG00000139220,PPFIA2,98,-1.2358,226,0.14545,200,-0.0508,300,0.60287,337,0.79754,194,-0.1009,192,-0.1303,212,0.04416,224,0.13113
ENSG00000133773,CCDC59,18,-0.2790,10,-1.1830,29,0.48922,35,0.82506,19,-0.1829,24,0.19120,24,0.21461,14,-0.5819,18,-0.2336
ENSG00000072041,SLC6A15,25,-1.1836,50,-0.0641,30,-0.8250,47,-0.1573,75,0.59048,106,1.17739,59,0.23493,62,0.28013,32,-0.7274
ENSG00000133641,C12orf29,30,-0.1387,17,-0.9796,45,0.50696,46,0.52151,73,1.30652,44,0.46476,16,-1.1300,25,-0.4018,19,-0.8742
ENSG00000198707,CEP290,33,0.58926,11,-1.0863,56,1.45404,9,-1.5012,23,-0.0646,11,-1.1351,27,0.25974,5,-2.1147,24,0.01468
ENSG00000139324,TMTC3,14,-0.6734,24,0.28310,23,0.20931,16,-0.3646,31,0.64323,31,0.67792,21,0.04832,21,0.01400,9,-1.1912
ENSG00000049130,KITLG,17,-1.2456,13,-1.4995,46,0.39423,66,1.00630,73,1.18029,37,0.07159,32,-0.1755,18,-1.0420,42,0.24790
ENSG00000139318,DUSP6,9,-1.9855,28,-0.2218,11,-1.5848,23,-0.4920,13,-1.4047,91,1.77713,28,-0.2349,40,0.35780,73,1.36816
ENSG00000070961,ATP2B1,268,-0.9803,301,-0.7296,660,0.50646,668,0.52865,795,0.81871,491,0.02868,562,0.27700,366,-0.4295,359,-0.4622
ENSG00000271614,ATP2B1-AS1,27,-0.4204,30,-0.2535,42,0.31059,24,-0.5573,58,0.83692,17,-1.0770,39,0.21236,43,0.32783,36,0.03904
ENSG00000011465,DCN,86,1.85079,24,-0.5844,50,0.55957,31,-0.1653,5,-2.7245,44,0.35313,16,-1.2995,10,-1.8210,17,-1.1286
ENSG00000133639,BTG1,36,0.02010,18,-1.0706,43,0.27063,48,0.44794,111,1.94365,7,-2.4020,31,-0.2494,15,-1.3195,20,-0.9086
ENSG00000102189,EEA1,29,-0.3356,45,0.41085,37,0.08008,27,-0.4158,36,0.03896,66,1.04180,22,-0.7304,27,-0.4186,45,0.39163
ENSG00000173598,NUDT4,116,-1.0470,217,-0.0013,125,-0.8496,133,-0.7626,178,-0.3133,466,1.27908,250,0.25494,315,0.60378,221,0.02819
ENSG00000177889,UBE2N,109,-0.7270,158,-0.1034,200,0.27965,164,-0.0402,166,-0.0259,236,0.54594,185,0.16508,242,0.58758,97,-0.8468
ENSG00000198015,MRPL42,23,-0.9292,37,-0.1097,25,-0.6864,67,0.85362,45,0.21188,50,0.35940,36,-0.1498,46,0.23137,48,0.30114
ENSG00000136040,PLXNC1,28,-0.4591,26,-0.4970,23,-0.7224,42,0.22048,35,-0.0815,64,0.91676,35,-0.0767,41,0.19918,45,0.32055
ENSG00000184752,NDUFA12,122,-0.2268,228,0.80501,139,0.00378,175,0.37043,96,-0.5742,152,0.14078,107,-0.4513,141,0.02366,140,0.01496
ENSG00000028203,VEZT,30,-0.7316,49,0.04621,33,-0.5375,25,-0.9465,64,0.49062,60,0.38898,64,0.55949,56,0.28228,42,-0.1921
ENSG00000111142,METAP2,59,0.06646,54,-0.0623,64,0.19773,68,0.30394,49,-0.2187,50,-0.1811,68,0.34467,40,-0.5247,41,-0.5057
ENSG00000074527,NTN4,14,-0.6770,24,0.22446,8,-1.3866,4,-2.4828,9,-1.1816,62,1.90119,30,0.68571,22,0.13818,9,-1.1783
ENSG00000139343,SNRPF,59,0.09967,71,0.40225,63,0.19893,31,-0.9134,70,0.36520,42,-0.4357,60,0.14215,48,-0.2251,48,-0.2239
ENSG00000111144,LTA4H,20,-0.8123,41,0.34975,30,-0.1178,37,0.20741,50,0.68017,36,0.13971,32,-0.0531,43,0.41976,20,-0.7803
ENSG00000059758,CDK17,54,-1.0526,50,-1.0868,53,-1.0206,165,0.77764,191,1.02687,125,0.32201,113,0.17493,119,0.24063,88,-0.2342
