Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to10,Feature log2 fold change topic 7to10
ENSG00000164054,SHISA5,113,0.29736,60,-0.7709,131,0.54020,73,-0.4363,108,0.33636
ENSG00000010256,UQCRC1,151,-0.3561,144,-0.4767,188,-0.0147,224,0.30541,205,0.19440
ENSG00000008300,CELSR3,9,-0.5180,11,-0.3586,20,0.67185,17,0.53654,11,-0.3187
ENSG00000213672,NCKIPSD,43,-0.4024,35,-0.7807,63,0.21251,73,0.52978,57,0.09648
ENSG00000068745,IP6K2,33,-0.7703,35,-0.7320,54,-0.0138,67,0.37233,63,0.37912
ENSG00000114302,PRKAR2A,35,0.13388,28,-0.2773,56,0.88642,41,0.40703,24,-0.6307
ENSG00000177479,ARIH2,15,-0.6494,20,-0.1773,27,0.28939,26,0.23239,23,0.03732
ENSG00000178467,P4HTM,94,-0.1783,61,-0.9303,53,-1.0643,146,0.62144,123,0.39077
ENSG00000178252,WDR6,39,-0.0522,39,-0.0547,63,0.70316,34,-0.3019,39,-0.0759
ENSG00000178149,DALRD3,19,-0.0487,15,-0.4014,13,-0.6222,26,0.52697,20,0.06996
ENSG00000178057,NDUFAF3,139,0.09325,102,-0.4362,71,-0.9481,192,0.72059,129,-0.0491
ENSG00000178035,IMPDH2,50,-0.1303,44,-0.3532,71,0.43737,62,0.24954,52,-0.0952
ENSG00000198218,QRICH1,60,0.31482,28,-0.9698,47,-0.0814,53,0.14188,56,0.31964
ENSG00000172053,QARS,38,0.46025,24,-0.3121,29,0.03972,27,-0.0466,28,0.01450
ENSG00000172046,USP19,10,-0.8812,8,-1.2027,26,0.65556,19,0.11857,21,0.48512
ENSG00000172037,LAMB2,106,4.18824,12,-0.3925,4,-2.0527,3,-2.6676,4,-2.4820
ENSG00000185909,KLHDC8B,46,0.50911,21,-0.8175,22,-0.6134,38,0.23274,37,0.26312
ENSG00000114316,USP4,22,-0.2652,24,-0.1527,33,0.36530,26,-0.0055,27,0.04306
ENSG00000067560,RHOA,395,0.91253,210,-0.1506,237,0.05934,192,-0.3062,212,-0.1749
ENSG00000145022,TCTA,49,0.68434,25,-0.4654,26,-0.3051,43,0.53931,28,-0.3323
ENSG00000145029,NICN1,38,0.06631,26,-0.6067,45,0.35114,47,0.47918,34,-0.1692
ENSG00000173402,DAG1,36,-0.0332,37,0.04863,51,0.53608,37,0.04883,32,-0.2930
ENSG00000164061,BSN,122,-0.6692,138,-0.5278,204,0.13799,264,0.64522,186,-0.0187
ENSG00000164062,APEH,16,-1.2658,35,-0.1422,47,0.37250,46,0.36080,38,0.01421
ENSG00000164068,RNF123,14,-0.4386,9,-1.1253,15,-0.3156,20,0.18539,24,0.68946
ENSG00000176095,IP6K1,77,0.09078,49,-0.6878,78,0.09937,95,0.49225,72,-0.0403
ENSG00000164076,CAMKV,136,-0.9698,172,-0.6695,268,0.09255,365,0.69348,264,0.09952
ENSG00000164077,MON1A,19,-0.1368,16,-0.4527,29,0.53025,26,0.36780,20,-0.1731
ENSG00000004534,RBM6,40,0.61768,24,-0.2473,25,-0.1284,27,-0.0202,27,-0.0583
ENSG00000003756,RBM5,59,0.31036,28,-0.9166,42,-0.2377,64,0.50817,50,0.08100
ENSG00000114353,GNAI2,411,1.21138,169,-0.3006,219,0.14002,195,-0.0548,162,-0.4789
ENSG00000012171,SEMA3B,37,1.95898,15,0.46477,33,1.76010,2,-2.2898,3,-2.2932
ENSG00000214706,IFRD2,34,1.67857,9,-0.5783,7,-0.8308,10,-0.3207,11,-0.1912
ENSG00000243477,NAA80,16,-0.0919,12,-0.5503,16,-0.0828,20,0.29900,18,0.17596
ENSG00000068001,HYAL2,134,3.95803,14,-0.6188,3,-2.6707,8,-1.4329,6,-2.2247
ENSG00000114383,TUSC2,78,-0.2642,78,-0.3030,97,0.08168,115,0.40494,91,-0.0426
ENSG00000114388,NPRL2,34,0.57640,11,-1.2310,34,0.58314,26,0.16172,24,0.00224
ENSG00000114395,CYB561D2,7,-0.7019,8,-0.5482,11,-0.0444,13,0.26416,13,0.36461
ENSG00000126062,TMEM115,29,0.48652,14,-0.7587,22,0.05404,33,0.79120,18,-0.4291
ENSG00000088543,C3orf18,14,-0.3269,13,-0.4370,27,0.78626,13,-0.4278,19,0.26758
ENSG00000088538,DOCK3,63,-0.5800,48,-1.0788,132,0.59027,117,0.44409,98,0.16588
ENSG00000145050,MANF,40,0.15349,39,0.10431,33,-0.1584,38,0.04814,35,-0.1075
ENSG00000259956,RBM15B,21,-0.5018,21,-0.5744,35,0.32650,30,0.09728,33,0.29658
ENSG00000164081,TEX264,28,-0.5697,27,-0.6736,44,0.13742,61,0.78716,38,-0.0934
ENSG00000164082,GRM2,11,-0.2125,5,-1.3222,17,0.54529,22,1.07320,10,-0.3888
ENSG00000090097,PCBP4,28,0.56939,19,-0.0759,29,0.58679,21,0.05173,16,-0.5161
ENSG00000248487,ABHD14A,64,-0.7202,72,-0.5880,72,-0.5456,128,0.42211,120,0.42648
ENSG00000162244,RPL29,890,0.61588,633,0.06364,312,-1.0478,514,-0.3078,655,0.16844
ENSG00000164086,DUSP7,29,0.21819,16,-0.7947,35,0.50299,29,0.20191,26,0.00122
ENSG00000023330,ALAS1,44,0.13362,25,-0.8170,24,-0.7939,40,-0.0280,52,0.64240
ENSG00000247596,TWF2,34,-0.3193,17,-1.4755,33,-0.3434,74,1.11773,42,0.02109
ENSG00000164091,WDR82,146,0.13027,81,-0.8621,233,0.91171,169,0.41397,117,-0.3213
ENSG00000163930,BAP1,37,-0.6615,62,0.17248,65,0.21690,53,-0.1247,59,0.08166
ENSG00000010322,NISCH,139,-0.0607,133,-0.1526,152,0.07734,190,0.50273,128,-0.2851
ENSG00000168273,SMIM4,59,0.83802,35,-0.0398,18,-1.0316,33,-0.1241,36,0.00326
ENSG00000163939,PBRM1,18,-0.3974,17,-0.5645,38,0.81833,22,-0.0714,25,0.12867
ENSG00000163938,GNL3,49,0.20280,36,-0.2997,49,0.19662,59,0.57595,36,-0.4148
ENSG00000016864,GLT8D1,18,-0.2383,17,-0.4052,29,0.51687,25,0.29928,20,-0.1048
ENSG00000114902,SPCS1,135,-0.3013,126,-0.4605,141,-0.2343,184,0.21546,185,0.30874
ENSG00000114904,NEK4,9,-0.5645,10,-0.4951,15,0.23010,14,0.10917,15,0.30590
ENSG00000163932,PRKCD,15,-1.1201,21,-0.6745,11,-1.5916,57,1.18386,33,0.10842
ENSG00000163931,TKT,118,0.10254,98,-0.2084,133,0.29015,142,0.46155,94,-0.3730
ENSG00000272886,DCP1A,34,1.13129,9,-1.0494,17,0.04660,17,0.05438,16,-0.0759
ENSG00000157388,CACNA1D,18,0.08672,9,-1.1396,28,0.77435,16,-0.1851,20,0.31064
ENSG00000016391,CHDH,4,-1.4160,22,1.69624,10,0.11794,1,-3.1794,9,-0.1334
ENSG00000113812,ACTR8,18,0.69757,7,-0.9309,14,0.32607,15,0.48617,10,-0.3095
ENSG00000113811,SELENOK,200,0.52529,132,-0.1720,86,-0.8138,112,-0.4513,169,0.39140
ENSG00000157445,CACNA2D3,16,-0.3950,16,-0.4564,20,-0.0243,29,0.67193,20,-0.0929
ENSG00000187672,ERC2,69,-0.7476,99,-0.2077,166,0.64715,105,-0.1123,119,0.14259
ENSG00000180376,CCDC66,30,1.02415,19,0.29683,28,0.90800,8,-1.1829,12,-0.5760
ENSG00000163946,TASOR,35,0.60254,21,-0.2240,27,0.16145,28,0.23314,21,-0.3610
ENSG00000163947,ARHGEF3,53,0.51359,14,-1.6026,36,-0.1008,62,0.90124,36,-0.1528
ENSG00000157500,APPL1,19,-0.9691,33,-0.1594,63,0.90748,40,0.17631,33,-0.1788
ENSG00000174840,PDE12,23,0.16480,9,-1.2470,26,0.38029,24,0.25342,22,0.22538
ENSG00000168374,ARF4,123,0.65160,52,-0.8055,56,-0.6182,91,0.16676,91,0.23480
ENSG00000163681,SLMAP,43,0.22720,34,-0.1785,42,0.18808,30,-0.4210,41,0.20346
ENSG00000163686,ABHD6,14,-0.9912,16,-0.8489,50,1.01487,31,0.24179,28,0.08166
ENSG00000163684,RPP14,12,-0.3396,13,-0.2804,20,0.45173,18,0.30585,14,-0.1177
ENSG00000168297,PXK,126,2.35495,31,-0.2076,57,0.83356,17,-1.1740,16,-1.4642
ENSG00000168291,PDHB,69,-0.2729,59,-0.5701,74,-0.1710,106,0.46153,88,0.15329
ENSG00000168301,KCTD6,7,-2.1669,25,-0.3211,46,0.72074,35,0.30356,31,0.11070
ENSG00000168309,FAM107A,828,1.00683,633,0.63072,264,-0.8464,260,-0.9471,414,-0.2111
ENSG00000189283,FHIT,2,-2.3490,10,0.02328,14,0.64784,9,-0.0245,10,0.18124
ENSG00000144724,PTPRG,22,-0.6370,26,-0.4438,23,-0.6325,54,0.87920,34,-0.0229
ENSG00000114405,C3orf14,99,-0.0289,76,-0.4879,81,-0.3350,118,0.29903,109,0.20373
ENSG00000153266,FEZF2,5,-1.1965,6,-0.9904,60,3.44147,3,-1.8607,6,-1.1527
ENSG00000163618,CADPS,86,-0.8745,81,-1.0670,231,0.69287,180,0.31072,170,0.27974
ENSG00000163630,SYNPR,95,-1.1655,145,-0.5688,398,1.14569,172,-0.2780,222,0.23888
ENSG00000163634,THOC7,76,-0.7109,94,-0.4248,66,-0.9148,133,0.18575,150,0.59875
ENSG00000163636,PSMD6,72,0.16062,50,-0.4560,68,0.06648,91,0.62320,58,-0.2883
ENSG00000163637,PRICKLE2,47,-0.2121,32,-0.8722,84,0.72174,66,0.36041,53,-0.0332
ENSG00000151276,MAGI1,45,-0.7488,43,-0.8809,102,0.56243,105,0.71094,70,-0.0779
ENSG00000144741,SLC25A26,51,0.42084,29,-0.5048,27,-0.6131,37,-0.1086,46,0.38135
ENSG00000144749,LRIG1,51,0.22677,69,0.86109,52,0.28136,30,-0.6629,35,-0.5203
ENSG00000172340,SUCLG2,35,1.27161,27,0.94272,18,0.11392,2,-3.1056,13,-0.4474
ENSG00000183662,TAFA1,11,-2.2929,30,-0.9453,20,-1.4586,100,1.27000,59,0.28338
ENSG00000144747,TMF1,44,0.77339,16,-0.8425,32,0.26947,25,-0.1306,28,0.08381
ENSG00000144744,UBA3,25,-0.6362,32,-0.3370,42,0.13943,35,-0.1675,46,0.45195
ENSG00000144746,ARL6IP5,150,-0.6103,153,-0.6443,203,-0.1356,294,0.52769,242,0.22230
ENSG00000114861,FOXP1,87,-0.0085,57,-0.7378,183,1.24894,99,0.22567,73,-0.4038
ENSG00000163412,EIF4E3,59,0.01815,45,-0.4344,62,0.09549,60,0.06184,63,0.17648
ENSG00000170837,GPR27,20,-0.7224,22,-0.6039,28,-0.1799,38,0.32512,37,0.39910
ENSG00000163602,RYBP,41,0.03668,29,-0.5444,64,0.76338,48,0.33146,36,-0.2867
ENSG00000163605,PPP4R2,68,0.70383,29,-0.7244,54,0.32314,50,0.23403,40,-0.2072
ENSG00000121440,PDZRN3,31,0.30772,16,-0.7917,28,0.10832,34,0.50674,25,-0.0978
ENSG00000113805,CNTN3,17,-0.7734,14,-1.2119,24,-0.2608,50,1.08318,29,0.06240
ENSG00000185008,ROBO2,30,-0.5248,23,-0.9922,77,1.01099,56,0.53586,39,-0.1972
ENSG00000169855,ROBO1,14,-0.8984,25,-0.0313,38,0.66332,18,-0.5505,29,0.30567
ENSG00000175161,CADM2,221,-0.3692,205,-0.5386,324,0.23841,355,0.44439,283,0.02544
ENSG00000083937,CHMP2B,50,0.04270,38,-0.4535,46,-0.0955,62,0.42457,49,-0.0151
ENSG00000163320,CGGBP1,45,-0.4822,47,-0.4496,90,0.63258,66,0.14023,62,0.05170
ENSG00000269028,MTRNR2L12,1985,-0.6022,5663,1.34906,2675,-0.1344,1377,-1.2578,2592,-0.2692
ENSG00000261292,AC110491.1,0,-5.3598,18,-0.2406,4,-2.2073,23,0.23129,29,1.00505
ENSG00000113966,ARL6,17,-0.5579,14,-0.9193,20,-0.3422,30,0.32882,31,0.54758
ENSG00000170854,RIOX2,18,0.07206,12,-0.5302,15,-0.1889,15,-0.2327,20,0.49036
ENSG00000080822,CLDND1,295,1.48148,134,0.13275,229,1.02137,74,-0.8799,76,-1.0430
ENSG00000080819,CPOX,14,0.07955,8,-0.8257,22,0.88157,17,0.51631,11,-0.3848
ENSG00000064225,ST3GAL6,20,0.73912,5,-1.4232,9,-0.5672,19,0.72534,13,-0.0236
ENSG00000184220,CMSS1,57,-0.7355,80,-0.2258,59,-0.6723,122,0.55063,97,0.16721
ENSG00000036054,TBC1D23,10,-0.7449,15,-0.2638,14,-0.2793,19,0.17207,20,0.36440
ENSG00000114021,NIT2,23,-0.7797,30,-0.4211,26,-0.5749,56,0.74823,39,0.09989
ENSG00000154174,TOMM70,62,-0.4617,46,-0.9803,150,0.98963,104,0.41270,79,-0.1064
ENSG00000206535,LNP1,2,-2.1931,13,0.21612,17,0.59051,8,-0.6912,14,0.43380
ENSG00000114354,TFG,61,-0.0847,56,-0.2486,59,-0.1309,73,0.21439,67,0.08586
ENSG00000174173,TRMT10C,37,-0.0825,22,-0.9738,48,0.33790,42,0.13595,44,0.31567
ENSG00000081154,PCNP,152,0.02589,137,-0.1507,142,-0.0774,141,-0.1106,161,0.18592
ENSG00000066422,ZBTB11,51,0.23578,23,-1.0869,54,0.31140,56,0.44441,45,0.02396
ENSG00000114391,RPL24,985,0.37288,861,0.17245,518,-0.6497,610,-0.4379,847,0.19289
ENSG00000182504,CEP97,17,0.25846,10,-0.5185,25,0.94258,13,-0.1150,13,-0.1792
ENSG00000144815,NXPE3,31,0.55529,16,-0.5026,33,0.65569,28,0.43044,17,-0.5782
ENSG00000170017,ALCAM,95,0.47495,49,-0.6553,165,1.43186,27,-1.6099,75,0.13651
ENSG00000242759,LINC00882,12,-0.3155,14,0.00988,11,-0.4750,16,0.14358,15,0.15779
ENSG00000114439,BBX,46,0.45747,42,0.31567,42,0.27800,35,0.01200,27,-0.5676
ENSG00000196776,CD47,121,-0.0079,87,-0.5845,137,0.19725,129,0.11245,131,0.18917
ENSG00000114446,IFT57,51,0.29480,28,-0.7056,38,-0.1661,58,0.60044,40,-0.1080
ENSG00000198919,DZIP3,50,-0.7273,60,-0.5032,93,0.24358,129,0.93173,69,-0.3207
ENSG00000177707,NECTIN3,13,-0.6970,8,-1.5260,9,-1.2329,38,1.15862,24,0.31089
ENSG00000144827,ABHD10,38,-0.1582,28,-0.6629,54,0.42124,56,0.57131,39,-0.1661
ENSG00000144834,TAGLN3,335,-0.7159,319,-0.8632,608,0.22703,764,0.70051,544,0.07081
ENSG00000091972,CD200,87,-0.4759,47,-1.5014,141,0.29800,157,0.54597,134,0.33792
ENSG00000144848,ATG3,63,0.25939,52,-0.0473,49,-0.1409,49,-0.1584,56,0.07928
ENSG00000138459,SLC35A5,45,0.74096,21,-0.5465,32,0.18491,33,0.23104,26,-0.2561
ENSG00000163608,NEPRO,16,-0.4637,15,-0.6952,23,0.04330,30,0.58546,23,0.09653
ENSG00000206530,CFAP44,10,-0.9284,11,-0.7833,4,-2.1174,18,-0.0164,27,1.13909
ENSG00000072858,SIDT1,6,-1.7089,9,-1.2693,42,1.33846,20,0.04906,21,0.28564
ENSG00000176542,USF3,14,0.01394,15,0.14315,24,0.86116,15,0.16073,10,-0.6621
ENSG00000121579,NAA50,36,-0.3451,36,-0.3501,45,0.03124,50,0.20401,48,0.17859
ENSG00000114573,ATP6V1A,204,-0.5747,164,-0.9980,467,0.76161,365,0.39675,304,0.07886
ENSG00000184307,ZDHHC23,6,-1.6009,11,-0.7991,28,0.69662,37,1.48405,12,-0.8142
ENSG00000181722,ZBTB20,33,1.00099,30,0.96342,23,0.41113,5,-1.9362,13,-0.6353
ENSG00000172020,GAP43,569,-0.8421,797,-0.3569,946,-0.0494,1418,0.71258,953,-0.0558
ENSG00000185565,LSAMP,131,-0.3608,152,-0.1410,370,1.38880,144,-0.2297,137,-0.4078
ENSG00000144847,IGSF11,4,-1.6648,11,-0.3578,6,-1.3240,16,0.23798,19,0.77399
ENSG00000113845,TIMMDC1,45,-0.0563,45,-0.0516,44,-0.0743,43,-0.1398,50,0.17088
ENSG00000138495,COX17,134,0.04197,130,-0.0156,65,-1.0770,99,-0.4757,162,0.56572
ENSG00000082701,GSK3B,56,-0.3064,38,-0.9503,100,0.64715,81,0.32454,70,0.09773
ENSG00000163428,LRRC58,47,1.12013,24,0.03090,22,-0.1274,18,-0.4529,21,-0.2749
ENSG00000065518,NDUFB4,300,-0.3050,363,-0.0008,211,-0.8503,364,0.00330,417,0.34874
ENSG00000144840,RABL3,22,0.01772,21,-0.0489,32,0.66247,23,0.16614,18,-0.4001
ENSG00000145087,STXBP5L,36,-0.3058,30,-0.6248,55,0.37157,54,0.38203,45,0.03958
ENSG00000173230,GOLGB1,81,-0.0916,70,-0.3523,153,0.95881,90,0.09591,76,-0.2868
ENSG00000163406,SLC15A2,2,-2.6690,27,1.02859,23,0.60164,7,-1.1936,16,0.01362
ENSG00000114023,FAM162A,102,-0.3091,117,-0.1010,118,-0.0776,135,0.15399,129,0.09433
ENSG00000114030,KPNA1,34,-0.6783,40,-0.5167,54,0.00706,57,0.11655,63,0.42696
ENSG00000138463,SLC49A4,10,-0.0103,11,0.04626,7,-0.5533,13,0.42372,10,-0.1584
ENSG00000121542,SEC22A,11,0.02958,6,-1.0018,6,-0.8187,14,0.45446,13,0.42748
ENSG00000173175,ADCY5,33,0.07654,30,-0.1211,49,0.69226,20,-0.7709,34,0.16787
ENSG00000206527,HACD2,24,-0.7970,34,-0.3442,41,0.01291,61,0.75685,39,-0.1362
ENSG00000065534,MYLK,46,1.29592,30,0.63862,32,0.67428,7,-1.6833,15,-0.7585
ENSG00000160145,KALRN,52,-1.3210,82,-0.7036,107,-0.2281,217,1.11482,119,-0.0819
ENSG00000082781,ITGB5,21,0.63659,31,1.65993,13,-0.0712,2,-2.5656,9,-0.8120
ENSG00000221955,SLC12A8,6,-1.1818,5,-1.6057,6,-1.3192,24,0.96801,18,0.62161
ENSG00000163848,ZNF148,44,0.28062,26,-0.6097,31,-0.2750,48,0.47658,37,-0.0112
ENSG00000114520,SNX4,55,0.77076,17,-1.1391,29,-0.2471,35,0.05659,38,0.27649
ENSG00000114544,SLC41A3,66,-0.4216,57,-0.7191,67,-0.3842,125,0.70599,91,0.13958
ENSG00000144908,ALDH1L1,27,-0.3237,67,1.45732,31,-0.0756,18,-0.9988,25,-0.6043
ENSG00000159685,CHCHD6,93,-0.1816,99,-0.1035,67,-0.7024,140,0.53856,103,-0.0500
ENSG00000114554,PLXNA1,40,-0.0318,21,-1.0890,58,0.56436,55,0.55004,40,-0.0740
ENSG00000163870,TPRA1,14,-0.2793,15,-0.2221,23,0.51109,22,0.46889,14,-0.3343
ENSG00000114631,PODXL2,86,-0.1044,64,-0.6375,185,1.17160,69,-0.4979,96,0.10325
ENSG00000114626,ABTB1,45,0.26137,21,-0.9670,44,0.22250,51,0.54666,37,-0.0796
ENSG00000074416,MGLL,144,0.46991,128,0.30568,189,0.93051,53,-1.1791,96,-0.2678
ENSG00000058262,SEC61A1,49,0.45303,34,-0.1623,34,-0.1308,34,-0.1496,38,0.05584
ENSG00000175792,RUVBL1,5,-1.2323,12,0.05787,11,-0.0677,11,-0.0968,14,0.37118
ENSG00000132394,EEFSEC,6,-0.6934,7,-0.5144,19,1.12484,16,0.92084,6,-0.8466
ENSG00000163902,RPN1,128,0.33186,80,-0.4579,118,0.19323,133,0.45068,93,-0.2705
ENSG00000075785,RAB7A,206,0.20973,146,-0.3747,175,-0.0527,220,0.36401,174,-0.0949
ENSG00000177646,ACAD9,34,0.49985,13,-1.0581,21,-0.2886,36,0.68058,24,-0.0750
ENSG00000240682,ISY1,13,-0.3692,13,-0.4203,18,0.08389,19,0.17692,19,0.22344
ENSG00000169714,CNBP,239,0.69675,151,-0.0620,135,-0.2319,123,-0.4216,161,0.06259
ENSG00000181789,COPG1,57,-0.0846,41,-0.6485,86,0.57803,71,0.29810,59,-0.0589
ENSG00000183624,HMCES,37,-0.0617,31,-0.3326,33,-0.2321,35,-0.1280,44,0.38584
ENSG00000184897,H1FX,215,0.12492,144,-0.5535,194,-0.0381,257,0.47720,194,-0.0568
ENSG00000129071,MBD4,53,0.70783,23,-0.6735,39,0.21564,41,0.33299,30,-0.2631
ENSG00000163913,IFT122,21,-0.7441,19,-0.9467,30,-0.1511,52,0.86156,35,0.11732
ENSG00000004399,PLXND1,45,0.82362,18,-0.6718,10,-1.4677,35,0.47437,28,0.02169
ENSG00000172765,TMCC1,20,-0.3092,21,-0.3210,23,-0.1258,34,0.60063,24,-0.0989
ENSG00000196455,PIK3R4,12,-0.5875,12,-0.6201,20,0.29390,26,0.83083,15,-0.2228
ENSG00000017260,ATP2C1,70,-0.5264,70,-0.5975,107,0.12917,121,0.37909,107,0.19530
ENSG00000114670,NEK11,6,-0.9024,12,0.09106,11,-0.0757,8,-0.5631,14,0.54752
ENSG00000198585,NUDT16,70,0.41090,45,-0.3176,46,-0.2513,86,0.89251,41,-0.6247
ENSG00000114686,MRPL3,58,0.24329,37,-0.4989,45,-0.1653,52,0.08071,54,0.20307
ENSG00000196353,CPNE4,41,-0.1856,18,-1.4809,178,2.50922,36,-0.4071,32,-0.7583
ENSG00000138246,DNAJC13,29,0.10893,20,-0.5187,35,0.39948,28,0.08257,28,0.04365
ENSG00000081307,UBA5,19,-0.9953,30,-0.3320,30,-0.2660,42,0.31164,41,0.35439
ENSG00000144868,TMEM108,5,-2.4217,18,-0.6223,22,-0.2635,38,0.71045,31,0.38229
ENSG00000091527,CDV3,160,1.27667,53,-0.6050,70,-0.1151,68,-0.1760,70,-0.1673
ENSG00000163781,TOPBP1,13,-0.5072,11,-0.7722,22,0.31262,22,0.37196,20,0.20247
ENSG00000091513,TF,246,2.00127,104,0.49698,141,0.95254,25,-1.8502,37,-1.5116
ENSG00000144867,SRPRB,62,0.62670,30,-0.5665,47,0.17481,49,0.26686,38,-0.2048
ENSG00000154917,RAB6B,287,-0.6757,283,-0.7658,617,0.54855,536,0.35841,468,0.14460
ENSG00000163785,RYK,12,0.44390,8,-0.1968,14,0.65179,9,-0.1246,8,-0.2797
ENSG00000114019,AMOTL2,67,1.77782,12,-1.1069,39,0.79878,22,-0.1652,16,-0.8076
ENSG00000129055,ANAPC13,49,-0.2354,46,-0.3722,54,-0.0738,61,0.12232,63,0.25156
ENSG00000182923,CEP63,24,0.23174,18,-0.2530,32,0.69886,22,0.10261,18,-0.3287
ENSG00000154928,EPHB1,15,0.06470,13,-0.1566,15,0.06004,10,-0.6174,17,0.40445
ENSG00000174579,MSL2,5,-0.9905,8,-0.3860,13,0.37129,12,0.25167,11,0.18670
ENSG00000114054,PCCB,20,-0.4451,18,-0.6828,22,-0.3380,36,0.55045,30,0.24282
ENSG00000168917,SLC35G2,20,0.33030,14,-0.2560,24,0.60671,19,0.29828,13,-0.4729
ENSG00000158092,NCK1,17,0.33043,13,-0.1356,22,0.73732,6,-1.3196,15,0.26462
ENSG00000114098,ARMC8,24,-0.7966,28,-0.6037,57,0.56848,49,0.35589,42,0.08816
ENSG00000158186,MRAS,99,-0.1492,98,-0.1864,95,-0.2013,150,0.60790,99,-0.2151
ENSG00000114107,CEP70,16,0.33429,15,0.27201,15,0.23465,11,-0.2404,11,-0.2766
ENSG00000158234,FAIM,8,-0.7412,12,-0.2590,10,-0.5347,10,-0.5275,19,0.85020
ENSG00000051382,PIK3CB,42,-0.5130,40,-0.6452,94,0.79137,69,0.30634,57,-0.0450
ENSG00000175110,MRPS22,25,-0.3397,30,-0.0751,19,-0.7280,31,-0.0351,37,0.40293
ENSG00000184432,COPB2,53,0.50014,27,-0.6285,32,-0.2828,47,0.36047,38,-0.0100
ENSG00000114115,RBP1,23,0.27651,27,0.63727,16,-0.3030,11,-0.9721,20,0.03451
ENSG00000158258,CLSTN2,73,-0.2398,35,-1.4675,389,2.92160,59,-0.6087,49,-1.1326
ENSG00000114120,SLC25A36,44,-0.1875,31,-0.7809,75,0.68069,61,0.39716,48,-0.0893
ENSG00000155893,PXYLP1,19,0.23343,9,-0.8932,14,-0.1793,20,0.42270,17,0.15173
ENSG00000177311,ZBTB38,125,1.22320,33,-0.9924,62,0.05512,57,-0.0913,59,-0.0673
ENSG00000155903,RASA2,13,-0.2108,8,-0.9707,19,0.41564,13,-0.2331,19,0.55495
ENSG00000114125,RNF7,91,0.01617,82,-0.1536,58,-0.6914,90,-0.0030,101,0.30386
ENSG00000069849,ATP1B3,466,2.66708,60,-1.0630,117,0.05988,57,-1.1506,77,-0.8179
ENSG00000114126,TFDP2,25,-0.0698,22,-0.2729,33,0.38668,26,-0.0150,26,0.04595
ENSG00000114127,XRN1,20,0.52605,12,-0.2281,15,0.07514,12,-0.3324,15,0.09396
ENSG00000175054,ATR,11,-0.4043,7,-1.1578,17,0.24066,18,0.38851,17,0.34885
ENSG00000144935,TRPC1,31,0.43764,13,-0.9587,32,0.53003,36,0.82149,18,-0.5657
ENSG00000163714,U2SURP,43,-0.5891,49,-0.4109,87,0.54199,79,0.44780,59,-0.1248
ENSG00000175040,CHST2,43,0.09515,19,-1.2202,56,0.53605,40,-0.0289,47,0.36198
ENSG00000181744,DIPK2A,10,-0.9687,14,-0.5651,8,-1.3357,24,0.34869,26,0.68941
ENSG00000152952,PLOD2,11,0.68067,13,1.11213,12,0.78016,1,-2.7757,5,-0.6199
ENSG00000114698,PLSCR4,43,1.75665,25,0.92225,24,0.68616,4,-2.2121,8,-1.3907
ENSG00000188313,PLSCR1,103,3.62653,12,-0.6043,5,-1.7984,3,-2.4454,9,-1.3661
ENSG00000163754,GYG1,35,0.48327,21,-0.3455,50,1.08690,19,-0.5153,24,-0.2367
ENSG00000071794,HLTF,30,0.19582,23,-0.2481,35,0.45706,30,0.24320,23,-0.2920
ENSG00000163755,HPS3,10,-0.2953,6,-1.1152,11,-0.2145,18,0.76156,13,0.16922
ENSG00000169908,TM4SF1,868,5.64677,36,-1.6914,3,-4.9337,2,-5.6167,18,-3.1085
ENSG00000114744,COMMD2,17,0.37180,10,-0.4612,19,0.49877,10,-0.5248,15,0.21877
ENSG00000082996,RNF13,71,0.66499,42,-0.2277,61,0.40993,49,0.04705,40,-0.3695
ENSG00000070087,PFN2,270,-0.7125,261,-0.8345,356,-0.2821,482,0.22970,535,0.60304
ENSG00000196428,TSC22D2,33,-0.2448,27,-0.5974,50,0.39452,55,0.65187,35,-0.2263
ENSG00000120742,SERP1,158,0.46371,124,0.08384,88,-0.4623,108,-0.1693,119,0.00694
ENSG00000144895,EIF2A,78,0.69608,37,-0.5623,50,-0.0212,43,-0.2971,55,0.20725
ENSG00000198843,SELENOT,173,0.36826,96,-0.6211,123,-0.1789,178,0.47887,133,-0.0786
ENSG00000181788,SIAH2,20,-0.5084,22,-0.4485,28,-0.0354,37,0.47348,30,0.10289
ENSG00000144893,MED12L,4,-2.1900,16,-0.0998,18,0.09065,34,1.37943,12,-0.7266
ENSG00000152601,MBNL1,123,0.87557,49,-0.6818,63,-0.2039,98,0.56543,61,-0.3861
ENSG00000181467,RAP2B,39,-0.2616,27,-0.8915,37,-0.3584,70,0.80914,47,0.07215
ENSG00000243069,ARHGEF26-AS1,14,0.42564,13,0.38196,10,-0.0268,5,-1.2469,11,0.18293
ENSG00000114790,ARHGEF26,15,0.44264,18,0.83810,14,0.38238,6,-0.9180,9,-0.5253
ENSG00000174953,DHX36,54,-0.2194,46,-0.5200,95,0.70252,62,0.00966,64,0.06119
