ensembl,gene,dataset,layer,top,marker_anno,SpD,layer_combo
ENSG00000164326,CARTPT,spatialDLPFC,L2,32,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000020129,NCDN,spatialDLPFC,L2,33,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000168952,STXBP6,spatialDLPFC,L2,34,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000136720,HS6ST1,spatialDLPFC,L2,35,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000185352,HS6ST3,spatialDLPFC,L2,36,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000005108,THSD7A,spatialDLPFC,L2,37,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000049449,RCN1,spatialDLPFC,L2,38,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000172379,ARNT2,spatialDLPFC,L2,39,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000120049,KCNIP2,spatialDLPFC,L2,40,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000066248,NGEF,spatialDLPFC,L2,41,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000186260,MRTFB,spatialDLPFC,L2,42,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000148344,PTGES,spatialDLPFC,L2,43,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000141668,CBLN2,spatialDLPFC,L2,44,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000164076,CAMKV,spatialDLPFC,L2,45,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000111249,CUX2,spatialDLPFC,L2,46,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000103154,NECAB2,spatialDLPFC,L2,47,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000140090,SLC24A4,spatialDLPFC,L2,48,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000120903,CHRNA2,spatialDLPFC,L2,49,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000156011,PSD3,spatialDLPFC,L2,50,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000214548,MEG3,spatialDLPFC,L2,51,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000111885,MAN1A1,spatialDLPFC,L2,52,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000234965,SHISA8,spatialDLPFC,L2,53,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000139220,PPFIA2,spatialDLPFC,L2,54,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000250067,YJEFN3,spatialDLPFC,L2,55,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000165617,DACT1,spatialDLPFC,L2,56,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000136267,DGKB,spatialDLPFC,L2,57,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000048540,LMO3,spatialDLPFC,L2,58,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000186188,FFAR4,spatialDLPFC,L2,59,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000123685,BATF3,spatialDLPFC,L2,60,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000174514,MFSD4A,spatialDLPFC,L2,61,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000089558,KCNH4,spatialDLPFC,L2,62,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000088832,FKBP1A,spatialDLPFC,L2,63,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000285634,AL583827.1,spatialDLPFC,L2,64,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000170419,VSTM2A,spatialDLPFC,L2,65,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000141542,RAB40B,spatialDLPFC,L2,66,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000122877,EGR2,spatialDLPFC,L2,67,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000256422,LINC02552,spatialDLPFC,L2,68,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000150625,GPM6A,spatialDLPFC,L2,69,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000088899,LZTS3,spatialDLPFC,L2,70,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000175206,NPPA,spatialDLPFC,L2,71,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000118432,CNR1,spatialDLPFC,L2,72,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000197283,SYNGAP1,spatialDLPFC,L2,73,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000121905,HPCA,spatialDLPFC,L2,74,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000184602,SNN,spatialDLPFC,L2,75,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000182809,CRIP2,spatialDLPFC,L2,76,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000147041,SYTL5,spatialDLPFC,L2,77,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000159788,RGS12,spatialDLPFC,L2,78,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000176749,CDK5R1,spatialDLPFC,L2,79,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000181291,TMEM132E,spatialDLPFC,L2,80,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000149305,HTR3B,spatialDLPFC,L2,81,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000146469,VIP,spatialDLPFC,L2,82,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000228358,LINC02263,spatialDLPFC,L2,83,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000135824,RGS8,spatialDLPFC,L2,84,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000115310,RTN4,spatialDLPFC,L2,85,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000152578,GRIA4,spatialDLPFC,L2,86,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000152495,CAMK4,spatialDLPFC,L2,87,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000105376,ICAM5,spatialDLPFC,L2,88,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000198673,TAFA2,spatialDLPFC,L2,89,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000133401,PDZD2,spatialDLPFC,L2,90,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000144152,FBLN7,spatialDLPFC,L2,91,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000203896,LIME1,spatialDLPFC,L2,92,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000182968,SOX1,spatialDLPFC,L2,93,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000185052,SLC24A3,spatialDLPFC,L2,94,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000167371,PRRT2,spatialDLPFC,L2,95,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000181656,GPR88,spatialDLPFC,L2,96,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000186469,GNG2,spatialDLPFC,L2,97,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000138207,RBP4,spatialDLPFC,L2,98,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000130822,PNCK,spatialDLPFC,L2,99,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000171189,GRIK1,spatialDLPFC,L2,100,Sp09D03 ~ L2,Sp09D03,Sp09D03 ~ L2
ENSG00000183036,PCP4,spatialDLPFC,L5,1,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000034510,TMSB10,spatialDLPFC,L5,2,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000232110,AL353751.1,spatialDLPFC,L5,3,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000186854,TRABD2A,spatialDLPFC,L5,4,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000174521,TTC9B,spatialDLPFC,L5,5,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000152595,MEPE,spatialDLPFC,L5,6,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000147246,HTR2C,spatialDLPFC,L5,7,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000143499,SMYD2,spatialDLPFC,L5,8,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000145349,CAMK2D,spatialDLPFC,L5,9,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000067057,PFKP,spatialDLPFC,L5,10,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000171724,VAT1L,spatialDLPFC,L5,11,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000137267,TUBB2A,spatialDLPFC,L5,12,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000152954,NRSN1,spatialDLPFC,L5,13,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000118308,LRMP,spatialDLPFC,L5,14,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000157152,SYN2,spatialDLPFC,L5,15,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000069482,GAL,spatialDLPFC,L5,16,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000177432,NAP1L5,spatialDLPFC,L5,17,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000121905,HPCA,spatialDLPFC,L5,18,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000117632,STMN1,spatialDLPFC,L5,19,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000060558,GNA15,spatialDLPFC,L5,20,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000067715,SYT1,spatialDLPFC,L5,21,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000122254,HS3ST2,spatialDLPFC,L5,22,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000145335,SNCA,spatialDLPFC,L5,23,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000003137,CYP26B1,spatialDLPFC,L5,24,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000244242,IFITM10,spatialDLPFC,L5,25,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000134986,NREP,spatialDLPFC,L5,26,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000198846,TOX,spatialDLPFC,L5,27,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000182463,TSHZ2,spatialDLPFC,L5,28,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000267272,LINC01140,spatialDLPFC,L5,29,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000153266,FEZF2,spatialDLPFC,L5,30,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000074706,IPCEF1,spatialDLPFC,L5,31,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000182768,NGRN,spatialDLPFC,L5,32,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000123416,TUBA1B,spatialDLPFC,L5,33,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000132639,SNAP25,spatialDLPFC,L5,34,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000248485,PCP4L1,spatialDLPFC,L5,35,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000114573,ATP6V1A,spatialDLPFC,L5,36,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000215218,UBE2QL1,spatialDLPFC,L5,37,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000104435,STMN2,spatialDLPFC,L5,38,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000006468,ETV1,spatialDLPFC,L5,39,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000100321,SYNGR1,spatialDLPFC,L5,40,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000196937,FAM3C,spatialDLPFC,L5,41,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000103145,HCFC1R1,spatialDLPFC,L5,42,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000158258,CLSTN2,spatialDLPFC,L5,43,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000103034,NDRG4,spatialDLPFC,L5,44,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000058091,CDK14,spatialDLPFC,L5,45,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000128739,SNRPN,spatialDLPFC,L5,46,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000125814,NAPB,spatialDLPFC,L5,47,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000198771,RCSD1,spatialDLPFC,L5,48,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000155719,OTOA,spatialDLPFC,L5,49,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000169442,CD52,spatialDLPFC,L5,50,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000166510,CCDC68,spatialDLPFC,L5,51,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000134333,LDHA,spatialDLPFC,L5,52,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000165943,MOAP1,spatialDLPFC,L5,53,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000162374,ELAVL4,spatialDLPFC,L5,54,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000173267,SNCG,spatialDLPFC,L5,55,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000169282,KCNAB1,spatialDLPFC,L5,56,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000198785,GRIN3A,spatialDLPFC,L5,57,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000140798,ABCC12,spatialDLPFC,L5,58,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000135116,HRK,spatialDLPFC,L5,59,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000198963,RORB,spatialDLPFC,L5,60,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000148660,CAMK2G,spatialDLPFC,L5,61,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000065154,OAT,spatialDLPFC,L5,62,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000102003,SYP,spatialDLPFC,L5,63,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000170324,FRMPD2,spatialDLPFC,L5,64,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000186310,NAP1L3,spatialDLPFC,L5,65,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000150051,MKX,spatialDLPFC,L5,66,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000177519,RPRM,spatialDLPFC,L5,67,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000078902,TOLLIP,spatialDLPFC,L5,68,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000111674,ENO2,spatialDLPFC,L5,69,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000204851,PNMA8B,spatialDLPFC,L5,70,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000179603,GRM8,spatialDLPFC,L5,71,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000112137,PHACTR1,spatialDLPFC,L5,72,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000166407,LMO1,spatialDLPFC,L5,73,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000176788,BASP1,spatialDLPFC,L5,74,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000081138,CDH7,spatialDLPFC,L5,75,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000175426,PCSK1,spatialDLPFC,L5,76,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000133318,RTN3,spatialDLPFC,L5,77,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000198932,GPRASP1,spatialDLPFC,L5,78,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000144711,IQSEC1,spatialDLPFC,L5,79,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000155886,SLC24A2,spatialDLPFC,L5,80,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000153820,SPHKAP,spatialDLPFC,L5,81,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000165023,DIRAS2,spatialDLPFC,L5,82,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000138757,G3BP2,spatialDLPFC,L5,83,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000137642,SORL1,spatialDLPFC,L5,84,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000115194,SLC30A3,spatialDLPFC,L5,85,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000168993,CPLX1,spatialDLPFC,L5,86,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000070087,PFN2,spatialDLPFC,L5,87,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000287364,AL353709.1,spatialDLPFC,L5,88,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000130540,SULT4A1,spatialDLPFC,L5,89,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000137409,MTCH1,spatialDLPFC,L5,90,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000186297,GABRA5,spatialDLPFC,L5,91,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000104888,SLC17A7,spatialDLPFC,L5,92,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000128573,FOXP2,spatialDLPFC,L5,93,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000170027,YWHAG,spatialDLPFC,L5,94,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000101489,CELF4,spatialDLPFC,L5,95,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000196405,EVL,spatialDLPFC,L5,96,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000106683,LIMK1,spatialDLPFC,L5,97,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000078668,VDAC3,spatialDLPFC,L5,98,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000120053,GOT1,spatialDLPFC,L5,99,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000117245,KIF17,spatialDLPFC,L5,100,Sp09D04 ~ L5,Sp09D04,Sp09D04 ~ L5
ENSG00000164326,CARTPT,spatialDLPFC,L3,1,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000183090,FREM3,spatialDLPFC,L3,2,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000146360,GPR6,spatialDLPFC,L3,3,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000171617,ENC1,spatialDLPFC,L3,4,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000141433,ADCYAP1,spatialDLPFC,L3,5,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000143013,LMO4,spatialDLPFC,L3,6,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000229425,AJ009632.2,spatialDLPFC,L3,7,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000036530,CYP46A1,spatialDLPFC,L3,8,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000128245,YWHAH,spatialDLPFC,L3,9,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000227051,C14orf132,spatialDLPFC,L3,10,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000233123,LINC01007,spatialDLPFC,L3,11,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000154975,CA10,spatialDLPFC,L3,12,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000081189,MEF2C,spatialDLPFC,L3,13,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000187730,GABRD,spatialDLPFC,L3,14,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000171476,HOPX,spatialDLPFC,L3,15,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000113319,RASGRF2,spatialDLPFC,L3,16,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000211445,GPX3,spatialDLPFC,L3,17,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000105976,MET,spatialDLPFC,L3,18,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000254664,AC103681.2,spatialDLPFC,L3,19,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000127445,PIN1,spatialDLPFC,L3,20,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000234111,LINC02433,spatialDLPFC,L3,21,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000187664,HAPLN4,spatialDLPFC,L3,22,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000185742,C11orf87,spatialDLPFC,L3,23,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000179915,NRXN1,spatialDLPFC,L3,24,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000102804,TSC22D1,spatialDLPFC,L3,25,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000205279,CTXN3,spatialDLPFC,L3,26,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000204262,COL5A2,spatialDLPFC,L3,27,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000104327,CALB1,spatialDLPFC,L3,28,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000170091,NSG2,spatialDLPFC,L3,29,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000111249,CUX2,spatialDLPFC,L3,30,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000136099,PCDH8,spatialDLPFC,L3,31,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000256193,LINC00507,spatialDLPFC,L3,32,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000168824,NSG1,spatialDLPFC,L3,33,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000256422,LINC02552,spatialDLPFC,L3,34,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000088899,LZTS3,spatialDLPFC,L3,35,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000275342,PRAG1,spatialDLPFC,L3,36,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000159674,SPON2,spatialDLPFC,L3,37,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000172020,GAP43,spatialDLPFC,L3,38,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000166165,CKB,spatialDLPFC,L3,39,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000162992,NEUROD1,spatialDLPFC,L3,40,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000134121,CHL1,spatialDLPFC,L3,41,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000162631,NTNG1,spatialDLPFC,L3,42,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000172260,NEGR1,spatialDLPFC,L3,43,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000123983,ACSL3,spatialDLPFC,L3,44,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000117152,RGS4,spatialDLPFC,L3,45,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000175445,LPL,spatialDLPFC,L3,46,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000070808,CAMK2A,spatialDLPFC,L3,47,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000135426,TESPA1,spatialDLPFC,L3,48,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000100628,ASB2,spatialDLPFC,L3,49,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000174469,CNTNAP2,spatialDLPFC,L3,50,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000115194,SLC30A3,spatialDLPFC,L3,51,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000054803,CBLN4,spatialDLPFC,L3,52,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000170419,VSTM2A,spatialDLPFC,L3,53,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000154146,NRGN,spatialDLPFC,L3,54,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000112335,SNX3,spatialDLPFC,L3,55,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000130558,OLFM1,spatialDLPFC,L3,56,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
