Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to8,Feature log2 fold change topic 6to8
ENSG00000115084,SLC35F5,30,0.53955,15,-0.5573,12,-0.8919,20,-0.2022,26,0.40913
ENSG00000115091,ACTR3,69,-0.1983,60,-0.4273,73,-0.1063,84,0.15800,84,0.18196
ENSG00000175497,DPP10,48,-0.7642,40,-1.0336,102,0.45531,91,0.31061,83,0.15746
ENSG00000235026,DPP10-AS1,18,-0.4468,8,-1.5972,34,0.57158,11,-1.3476,37,1.13835
ENSG00000088205,DDX18,38,0.08427,31,-0.2541,31,-0.2865,40,0.17736,37,0.04843
ENSG00000125633,CCDC93,10,-0.3144,16,0.41001,5,-1.4414,14,0.18549,14,0.22723
ENSG00000125629,INSIG2,35,0.02667,17,-1.1101,25,-0.4742,35,0.00909,43,0.54313
ENSG00000144119,C1QL2,25,-0.2840,21,-0.5321,23,-0.3643,10,-1.7221,48,1.40317
ENSG00000186132,C2orf76,20,0.99220,13,0.27621,13,0.24783,7,-0.8150,10,-0.3049
ENSG00000155368,DBI,628,0.65308,980,1.48760,395,-0.1322,320,-0.5324,260,-1.0231
ENSG00000144120,TMEM177,13,-0.3748,9,-0.8425,18,0.23976,11,-0.6616,22,0.78654
ENSG00000088179,PTPN4,39,-0.0757,26,-0.7142,43,0.07804,45,0.21445,42,0.09527
ENSG00000115109,EPB41L5,26,0.80490,17,0.06020,17,0.06719,12,-0.6001,16,-0.0918
ENSG00000226479,TMEM185B,28,0.84505,22,0.45137,7,-1.3653,18,0.13034,14,-0.4004
ENSG00000144118,RALB,53,0.17154,49,0.04761,46,-0.0707,59,0.40952,39,-0.4435
ENSG00000074054,CLASP1,67,-0.2915,51,-0.7226,82,0.02985,104,0.50136,79,-0.0435
ENSG00000155438,NIFK,37,0.50262,27,-0.0399,24,-0.2363,18,-0.7221,32,0.35043
ENSG00000211460,TSN,70,-0.0513,42,-0.8604,54,-0.4450,91,0.46699,76,0.12495
ENSG00000136717,BIN1,171,0.08978,137,-0.2646,116,-0.5369,162,-0.0013,182,0.28490
ENSG00000163161,ERCC3,14,-0.8630,17,-0.6004,15,-0.8061,22,-0.2515,36,1.00778
ENSG00000169967,MAP3K2,22,0.31753,20,0.13850,15,-0.3140,18,0.03345,17,-0.1210
ENSG00000236682,MAP3K2-DT,10,-0.3297,15,0.25504,9,-0.5877,17,0.55915,11,-0.2450
ENSG00000163166,IWS1,32,0.19981,30,0.09942,36,0.40808,22,-0.3934,27,-0.0646
ENSG00000072163,LIMS2,8,-0.6433,27,1.34064,13,0.01472,8,-0.7239,12,-0.1152
ENSG00000136709,WDR33,35,-0.3208,39,-0.1190,35,-0.2938,54,0.46981,41,-0.0874
ENSG00000144231,POLR2D,27,0.41464,22,0.06698,20,-0.0648,17,-0.4180,22,0.09183
ENSG00000136715,SAP130,22,0.33557,14,-0.4077,11,-0.6993,20,0.19815,19,0.10711
ENSG00000136731,UGGT1,20,0.42883,9,-0.8721,15,-0.0090,13,-0.2643,17,0.29947
ENSG00000136720,HS6ST1,50,-0.7459,67,-0.2913,85,0.09199,63,-0.4412,105,0.66608
ENSG00000136699,SMPD4,30,-0.3128,37,0.01895,36,-0.0398,35,-0.1209,41,0.23440
ENSG00000152082,MZT2B,784,0.06621,893,0.28489,1058,0.57562,558,-0.5516,725,-0.0878
ENSG00000136710,CCDC115,61,-0.0043,54,-0.1902,83,0.50139,60,-0.0539,58,-0.1384
ENSG00000136718,IMP4,62,-0.0362,47,-0.4982,78,0.34536,84,0.57007,51,-0.4770
ENSG00000072135,PTPN18,26,-0.0811,35,0.42226,17,-0.7404,29,0.16352,27,-0.0325
ENSG00000178171,AMER3,7,-0.9595,10,-0.4971,6,-1.2997,19,0.54224,17,0.49414
ENSG00000136002,ARHGEF4,163,-0.0029,147,-0.1658,191,0.26727,172,0.10302,153,-0.1439
ENSG00000152102,FAM168B,143,-0.1846,117,-0.5147,175,0.13763,166,0.06869,172,0.16759
ENSG00000115762,PLEKHB2,197,-0.3903,161,-0.7085,280,0.18286,323,0.50760,241,-0.0914
ENSG00000173272,MZT2A,326,0.07172,409,0.45355,383,0.33764,267,-0.2976,283,-0.2226
ENSG00000163040,CCDC74A,14,-0.1336,15,0.07539,17,0.18796,7,-1.1472,19,0.63991
ENSG00000287151,C2orf27A,6,-1.2079,5,-1.5804,15,0.09481,18,0.52775,16,0.38449
ENSG00000150551,LYPD1,49,0.63796,42,0.37375,36,0.10875,36,0.12661,23,-0.7597
ENSG00000152127,MGAT5,47,0.09306,23,-1.0152,29,-0.6406,62,0.68602,43,-0.0386
ENSG00000152128,TMEM163,24,0.15124,8,-1.4978,9,-1.3339,39,1.23921,19,-0.3443
ENSG00000082258,CCNT2,25,-0.1039,21,-0.3808,19,-0.5403,34,0.50829,26,-0.0139
ENSG00000115839,RAB3GAP1,48,-0.6993,43,-0.8609,54,-0.4997,101,0.64428,81,0.22333
ENSG00000048991,R3HDM1,85,-0.4309,59,-0.9955,91,-0.3261,141,0.47745,124,0.25974
ENSG00000144224,UBXN4,74,0.33015,69,0.20823,45,-0.4773,61,0.00790,59,-0.0806
ENSG00000076003,MCM6,9,-1.2798,11,-1.0414,28,0.43213,25,0.29095,25,0.32006
ENSG00000115866,DARS,79,0.52132,61,0.09252,53,-0.1578,47,-0.3845,59,0.03529
ENSG00000150540,HNMT,17,0.10577,26,0.83594,8,-1.0428,17,0.14067,14,-0.2847
ENSG00000144228,SPOPL,11,0.03702,6,-1.0036,6,-0.8466,15,0.63101,12,0.10131
ENSG00000144227,NXPH2,6,-1.8989,7,-1.7584,96,2.99964,15,-0.6453,12,-1.1429
ENSG00000168702,LRP1B,29,0.18474,18,-0.6013,20,-0.4150,38,0.76912,22,-0.3824
ENSG00000121964,GTDC1,40,0.25953,26,-0.4139,24,-0.5377,39,0.24496,35,0.05740
ENSG00000169554,ZEB2,113,0.63894,74,-0.0831,72,-0.1075,92,0.33540,59,-0.5825
ENSG00000287115,AC009951.6,16,0.50460,35,1.90694,9,-0.5210,10,-0.4107,6,-1.3398
ENSG00000121989,ACVR2A,12,-1.2416,17,-0.7232,14,-1.0135,33,0.36962,36,0.71548
ENSG00000115947,ORC4,46,-0.3256,40,-0.5274,52,-0.1076,49,-0.2559,71,0.57638
ENSG00000204406,MBD5,11,-0.4980,13,-0.3450,9,-0.8289,18,0.31151,18,0.38895
ENSG00000135999,EPC2,14,-0.2963,12,-0.4353,9,-0.8738,23,0.66819,17,0.04079
ENSG00000168280,KIF5C,320,0.04559,311,-0.0027,362,0.24942,387,0.43483,242,-0.5483
ENSG00000187123,LYPD6,13,0.34368,17,0.82807,22,1.30815,5,-1.1211,7,-0.8476
ENSG00000168288,MMADHC,63,-0.0084,40,-0.7378,51,-0.3404,46,-0.5823,87,0.81345
ENSG00000115963,RND3,7,-1.3274,10,-0.7949,47,1.93311,19,0.34540,9,-1.0925
ENSG00000080345,RIF1,33,-0.3712,33,-0.3507,28,-0.6247,54,0.50620,44,0.11401
ENSG00000162980,ARL5A,30,-0.3870,36,-0.0847,40,0.11148,32,-0.2828,44,0.35407
ENSG00000182389,CACNB4,74,-0.2587,42,-1.1403,78,-0.1819,135,0.92725,77,-0.2674
ENSG00000115145,STAM2,23,0.18616,23,0.21285,11,-0.9870,16,-0.3810,24,0.43066
ENSG00000157827,FMNL2,130,1.05346,77,0.14012,50,-0.5696,74,0.07898,54,-0.5752
ENSG00000196504,PRPF40A,32,0.04413,32,0.03306,23,-0.4703,35,0.24022,30,-0.0425
ENSG00000177917,ARL6IP6,19,1.13808,16,0.82337,9,-0.1162,9,-0.1574,5,-1.1531
ENSG00000177519,RPRM,25,0.12953,43,1.04340,23,-0.0047,28,0.33102,13,-1.1117
ENSG00000162989,KCNJ3,47,-0.6249,38,-0.9535,57,-0.3338,93,0.58003,77,0.22462
ENSG00000153234,NR4A2,32,0.99810,7,-1.4614,1,-4.1468,50,2.65958,2,-3.7522
ENSG00000115159,GPD2,67,0.42717,37,-0.5112,58,0.18012,51,-0.0036,49,-0.0998
ENSG00000136541,ERMN,121,3.39811,46,1.04903,2,-3.5266,14,-1.0425,1,-4.9260
ENSG00000115170,ACVR1,8,-0.8483,8,-0.8049,8,-0.7686,11,-0.3254,21,1.10489
ENSG00000144283,PKP4,87,0.59383,72,0.28139,48,-0.3912,57,-0.1414,56,-0.1917
ENSG00000196151,WDSUB1,7,-0.8435,13,0.00137,18,0.57107,9,-0.6513,16,0.45330
ENSG00000123636,BAZ2B,39,0.92708,46,1.23769,15,-0.6461,16,-0.6217,16,-0.6783
ENSG00000136536,MARCH7,36,0.08347,31,-0.1589,28,-0.3070,38,0.19615,34,0.00141
ENSG00000241399,CD302,24,0.91428,24,0.87862,13,-0.1464,10,-0.6613,11,-0.5445
ENSG00000136560,TANK,27,0.28174,20,-0.2315,21,-0.0989,22,-0.0496,23,0.04449
ENSG00000115233,PSMD14,74,-0.1864,64,-0.4249,61,-0.4893,81,-0.0510,101,0.48533
ENSG00000136535,TBR1,93,0.21388,21,-2.0680,51,-0.7543,197,2.15774,32,-1.7784
ENSG00000144290,SLC4A10,74,-1.0632,50,-1.6391,89,-0.7729,160,0.20190,207,0.95585
ENSG00000115271,GCA,35,0.31869,25,-0.2140,23,-0.3452,31,0.16385,28,-0.0548
ENSG00000153253,SCN3A,50,-0.3944,34,-0.9830,60,-0.1016,84,0.56299,66,0.07410
ENSG00000136531,SCN2A,202,-0.4143,109,-1.3750,196,-0.4636,397,0.88254,262,0.00912
ENSG00000178662,CSRNP3,83,-0.2949,44,-1.2883,113,0.19344,158,0.96052,82,-0.4405
ENSG00000123607,TTC21B,4,-1.5206,4,-1.3892,13,0.26842,14,0.35860,14,0.47437
ENSG00000144285,SCN1A,22,-0.7709,20,-0.8813,46,0.41224,44,0.38679,37,0.07644
ENSG00000169432,SCN9A,6,-1.1225,8,-0.6997,5,-1.2107,21,1.16483,12,-0.0200
ENSG00000172318,B3GALT1,17,0.40864,16,0.36295,4,-1.6839,14,0.10364,13,0.02523
ENSG00000198648,STK39,41,-0.5549,46,-0.3654,52,-0.2012,88,0.85802,50,-0.3214
ENSG00000172292,CERS6,37,-0.9229,37,-0.9241,46,-0.5831,83,0.42693,82,0.52544
ENSG00000163093,BBS5,15,-0.0736,14,-0.1420,22,0.58763,11,-0.5757,17,0.19006
ENSG00000138399,FASTKD1,4,-1.4702,6,-0.8549,4,-1.2380,14,0.52060,14,0.72060
ENSG00000138398,PPIG,63,-0.1873,83,0.25401,93,0.45380,83,0.32023,54,-0.5868
ENSG00000213160,KLHL23,18,-0.7744,28,-0.0760,23,-0.3940,16,-1.0805,44,1.13985
ENSG00000138385,SSB,70,-0.4925,89,-0.1180,113,0.29223,80,-0.3139,110,0.33722
ENSG00000138382,METTL5,70,-0.4323,84,-0.1364,134,0.65731,75,-0.3698,97,0.15391
ENSG00000144357,UBR3,50,-0.7367,34,-1.3378,72,-0.1576,81,0.03459,106,0.73404
ENSG00000239467,AC007405.3,16,0.11167,24,0.85017,8,-1.0107,16,0.17382,13,-0.3370
ENSG00000128683,GAD1,77,-1.6092,113,-1.0127,653,2.09760,150,-0.6577,192,-0.2503
ENSG00000115806,GORASP2,31,-0.5480,34,-0.3959,39,-0.1683,43,-0.0157,53,0.46095
ENSG00000198586,TLK1,34,-0.9026,70,0.25838,81,0.50412,45,-0.5071,68,0.29860
ENSG00000071967,CYBRD1,129,2.16150,66,0.81560,28,-0.6227,31,-0.5352,15,-1.9149
ENSG00000077380,DYNC1I2,157,0.66635,107,0.01017,61,-0.8913,142,0.59295,80,-0.6018
ENSG00000115840,SLC25A12,32,-0.8208,32,-0.8103,55,0.05457,64,0.34087,60,0.29382
ENSG00000128708,HAT1,20,0.51648,27,1.03809,3,-2.1799,12,-0.4037,14,-0.0204
ENSG00000144355,DLX1,13,-1.3224,38,0.39079,67,1.43495,18,-0.9046,29,-0.1029
ENSG00000091409,ITGA6,48,2.00808,31,1.09100,5,-1.5973,10,-0.8879,9,-1.2269
ENSG00000091428,RAPGEF4,247,0.75282,126,-0.3706,168,0.09337,236,0.82829,85,-1.2413
ENSG00000091436,MAP3K20,7,-0.5512,23,1.30045,8,-0.3951,9,-0.2220,9,-0.2805
ENSG00000172845,SP3,33,0.29065,25,-0.1774,23,-0.2770,27,-0.0593,29,0.09925
ENSG00000138430,OLA1,119,-0.5707,107,-0.7363,163,-0.0686,241,0.71965,163,-0.0993
ENSG00000138433,CIR1,31,-0.6011,45,0.00215,53,0.30146,49,0.20009,43,-0.0795
ENSG00000144306,SCRN3,8,-0.7083,12,-0.1822,15,0.21179,13,0.01527,15,0.23461
ENSG00000163328,GPR155,101,0.42883,29,-1.5386,68,-0.2364,117,0.82887,65,-0.4052
ENSG00000128656,CHN1,762,-1.0529,667,-1.2568,945,-0.7178,1855,0.45441,1916,0.65455
ENSG00000115966,ATF2,64,-0.1659,35,-1.1295,70,-0.0274,77,0.15683,82,0.34146
ENSG00000154518,ATP5MC3,421,-0.1633,390,-0.2854,599,0.42505,384,-0.3578,515,0.23928
ENSG00000144320,LNPK,31,-0.4805,28,-0.6564,35,-0.2722,52,0.43033,46,0.20165
ENSG00000128654,MTX2,65,-0.6321,43,-1.2689,81,-0.2708,112,0.30887,118,0.51455
ENSG00000170144,HNRNPA3,107,-0.8034,182,0.04586,154,-0.2265,193,0.16923,195,0.23794
ENSG00000116044,NFE2L2,93,1.49654,50,0.35857,24,-0.8277,36,-0.1718,27,-0.8092
ENSG00000018510,AGPS,23,0.18157,14,-0.5993,15,-0.5198,31,0.81743,17,-0.3921
ENSG00000079156,OSBPL6,17,-0.5623,14,-0.8268,27,0.15902,31,0.47317,25,0.05119
ENSG00000180228,PRKRA,54,-0.5085,54,-0.5013,85,0.23085,60,-0.3876,93,0.56621
ENSG00000116095,PLEKHA3,45,-0.0259,27,-0.8326,48,0.09320,51,0.20748,48,0.10702
ENSG00000187231,SESTD1,28,-0.1015,25,-0.2741,29,-0.0150,44,0.85427,22,-0.6474
ENSG00000144331,ZNF385B,15,-0.5184,8,-1.4804,22,0.03586,42,1.48819,14,-0.8508
ENSG00000163510,CWC22,14,0.53044,10,0.02087,12,0.18895,11,0.08477,8,-0.4775
ENSG00000170035,UBE2E3,82,-0.8643,119,-0.2857,129,-0.1484,130,-0.1643,181,0.61524
ENSG00000162992,NEUROD1,0,-7.4061,16,-0.3893,5,-2.0687,0,-5.8392,49,3.38114
ENSG00000138434,ITPRID2,31,-0.5956,61,0.49918,41,-0.1763,30,-0.7323,57,0.54213
ENSG00000115252,PDE1A,73,-0.4373,45,-1.1754,56,-0.8572,131,0.64288,110,0.32843
ENSG00000077232,DNAJC10,30,-0.6697,38,-0.2921,26,-0.8869,63,0.64485,49,0.14469
ENSG00000162998,FRZB,4,-1.4097,26,1.81569,1,-3.4363,4,-1.4595,13,0.69790
ENSG00000061676,NCKAP1,196,-0.9017,217,-0.7472,254,-0.5002,410,0.33782,427,0.51953
ENSG00000065548,ZC3H15,106,-0.1983,80,-0.6436,108,-0.1714,128,0.12093,137,0.31198
ENSG00000138448,ITGAV,140,0.75895,110,0.33108,75,-0.2944,42,-1.3374,104,0.34277
ENSG00000144369,FAM171B,202,0.32486,130,-0.4047,143,-0.2510,175,0.09534,169,0.03716
ENSG00000144366,GULP1,4,-1.7904,4,-1.4751,19,0.71895,5,-1.4731,20,1.40595
ENSG00000115368,WDR75,9,-0.7370,7,-1.1502,12,-0.3524,20,0.61317,17,0.28466
ENSG00000138381,ASNSD1,15,-1.0207,19,-0.6786,37,0.42498,23,-0.4253,38,0.69369
ENSG00000128699,ORMDL1,41,-0.7385,55,-0.2842,53,-0.3321,58,-0.2267,86,0.69386
ENSG00000064933,PMS1,12,-0.1480,11,-0.2580,4,-1.5266,13,0.05053,16,0.59385
ENSG00000198130,HIBCH,35,0.91395,18,-0.2076,27,0.45429,14,-0.6852,19,-0.2043
ENSG00000151689,INPP1,38,0.40098,32,0.10947,14,-1.1793,30,-0.0203,32,0.15843
ENSG00000151690,MFSD6,71,-0.3262,56,-0.6971,71,-0.3230,132,0.86834,78,-0.2462
ENSG00000138386,NAB1,34,0.61091,29,0.31801,23,-0.0775,33,0.69201,12,-1.2587
ENSG00000115419,GLS,123,-0.8991,111,-1.0688,95,-1.2932,282,0.52570,281,0.65464
ENSG00000115415,STAT1,36,-0.2178,29,-0.5622,29,-0.5616,42,0.02030,51,0.51428
ENSG00000128641,MYO1B,10,-0.2239,10,-0.1865,10,-0.1044,9,-0.3971,14,0.50679
ENSG00000144339,TMEFF2,61,-0.8114,54,-0.9740,128,0.40219,115,0.25909,111,0.22954
ENSG00000196950,SLC39A10,84,-1.4641,90,-1.3565,133,-0.7707,281,0.54154,283,0.70226
ENSG00000138411,HECW2,26,-0.0166,14,-1.0383,21,-0.3676,34,0.48212,28,0.11499
ENSG00000119041,GTF3C3,13,-0.2577,17,0.20395,7,-1.1853,18,0.30544,16,0.15869
ENSG00000197121,PGAP1,44,-0.4835,32,-0.9793,48,-0.3337,82,0.67216,61,0.09785
ENSG00000115524,SF3B1,88,-0.0653,79,-0.2443,72,-0.3747,82,-0.2083,110,0.44221
ENSG00000115520,COQ10B,36,-0.5033,37,-0.4701,43,-0.2414,49,-0.0368,61,0.51670
ENSG00000144381,HSPD1,143,0.00200,112,-0.3913,126,-0.2043,138,-0.0602,162,0.29536
ENSG00000115541,HSPE1,322,0.14576,328,0.17764,393,0.48514,245,-0.3444,275,-0.1571
ENSG00000115540,MOB4,67,0.03164,35,-0.9651,56,-0.2474,88,0.59178,63,-0.0768
ENSG00000162944,RFTN2,58,2.15311,40,1.38162,5,-1.9143,10,-0.9804,7,-1.6642
ENSG00000115896,PLCL1,14,-0.4341,17,-0.1661,20,0.08667,9,-1.2443,27,0.94725
ENSG00000119042,SATB2,33,-0.4167,18,-1.3012,21,-1.0816,71,1.10764,41,-0.0477
ENSG00000225953,SATB2-AS1,11,-1.1400,6,-1.9575,7,-1.7699,43,1.49442,22,0.02537
ENSG00000178074,C2orf69,41,-0.1220,24,-0.9855,39,-0.2344,62,0.66332,43,-0.0750
ENSG00000162971,TYW5,21,1.10214,8,-0.5826,7,-0.7949,11,-0.1022,11,-0.0606
ENSG00000162972,MAIP1,9,-0.8395,13,-0.1832,8,-1.0178,11,-0.5041,22,1.07382
ENSG00000196141,SPATS2L,68,-0.1250,52,-0.5609,50,-0.6021,73,-0.0081,90,0.51105
ENSG00000082153,BZW1,105,0.01658,99,-0.0679,94,-0.1645,99,-0.0857,111,0.16232
ENSG00000013441,CLK1,53,0.13229,46,-0.0864,30,-0.7614,57,0.29803,49,0.01607
ENSG00000240344,PPIL3,9,-0.0341,11,0.25353,6,-0.6987,10,0.12144,9,0.06146
ENSG00000196290,NIF3L1,16,-0.1379,10,-0.8507,15,-0.2703,16,-0.1985,22,0.62552
ENSG00000115942,ORC2,7,-0.4969,8,-0.3271,3,-1.9589,10,-0.0171,14,0.86762
ENSG00000155744,FAM126B,42,-0.4257,24,-1.2490,38,-0.5809,78,0.74978,58,0.15685
ENSG00000119013,NDUFB3,310,0.16231,276,-0.0295,464,0.86395,210,-0.5386,260,-0.1790
ENSG00000003402,CFLAR,18,0.11843,29,0.95155,4,-2.0033,18,0.17308,15,-0.2090
ENSG00000115993,TRAK2,51,0.34270,35,-0.2874,26,-0.7223,46,0.16974,43,0.08829
ENSG00000082146,STRADB,21,0.10421,21,0.10111,8,-1.2853,21,0.14660,21,0.20658
ENSG00000155755,TMEM237,24,-0.0195,18,-0.5095,9,-1.5136,22,-0.1610,33,0.78297
ENSG00000003393,ALS2,18,-0.7248,12,-1.2673,18,-0.7246,27,-0.0786,42,0.99695
ENSG00000116030,SUMO1,115,-0.6340,148,-0.2263,163,-0.0687,163,-0.0840,204,0.43449
ENSG00000055044,NOP58,40,-0.1307,34,-0.3951,22,-1.0465,45,0.09127,53,0.50483
ENSG00000204217,BMPR2,95,-0.4400,81,-0.6878,93,-0.4726,124,-0.0132,160,0.63099
ENSG00000138439,FAM117B,15,-0.4509,13,-0.6104,25,0.42122,19,-0.0983,22,0.28196
ENSG00000163596,ICA1L,35,-0.0556,21,-0.8859,38,0.06240,37,0.01141,42,0.30739
ENSG00000138442,WDR12,21,0.06812,10,-1.0148,17,-0.2754,23,0.25566,22,0.23256
ENSG00000138380,CARF,11,0.28395,8,-0.2286,4,-1.2780,8,-0.2457,12,0.55265
ENSG00000138443,ABI2,133,-0.7561,194,-0.1618,150,-0.5767,255,0.34822,242,0.29175
ENSG00000173166,RAPH1,23,-0.5449,20,-0.7531,28,-0.2868,33,0.02566,42,0.58975
ENSG00000118257,NRP2,13,-0.8498,29,0.47751,5,-2.0858,21,-0.0448,28,0.64392
ENSG00000114933,INO80D,18,0.53465,14,0.06230,19,0.59650,15,0.23992,8,-0.9367
ENSG00000023228,NDUFS1,113,-0.1067,76,-0.7326,116,-0.0518,128,0.12520,133,0.24736
ENSG00000114942,EEF1B2,382,-0.2272,776,0.98865,469,0.10841,321,-0.5733,414,-0.1314
ENSG00000204186,ZDBF2,27,-0.4563,20,-0.9520,16,-1.2615,42,0.31664,47,0.66392
ENSG00000114948,ADAM23,29,-1.4026,35,-1.1169,45,-0.7336,77,0.12794,104,0.97312
ENSG00000118246,FASTKD2,33,0.33605,17,-0.7134,30,0.18169,34,0.49994,22,-0.4357
ENSG00000118263,KLF7,50,0.91131,10,-1.5967,20,-0.6348,69,2.07408,5,-2.8893
ENSG00000118260,CREB1,21,-0.4151,29,0.09596,12,-1.2963,31,0.26995,31,0.32511
ENSG00000144401,METTL21A,16,-0.0940,14,-0.3236,7,-1.4247,17,-0.0235,22,0.63324
ENSG00000163249,CCNYL1,16,0.40761,4,-1.5686,4,-1.4797,18,0.79700,12,0.02617
ENSG00000178385,PLEKHM3,22,-0.4041,15,-1.0470,20,-0.5918,39,0.63707,31,0.21134
ENSG00000188674,C2orf80,40,-1.6934,49,-1.3777,93,-0.4008,63,-1.1225,215,1.79262
ENSG00000138413,IDH1,24,0.60376,18,0.16490,14,-0.2761,17,0.06763,14,-0.3560
ENSG00000115020,PIKFYVE,23,-0.1457,17,-0.5801,12,-1.1085,27,0.12686,31,0.56034
ENSG00000078018,MAP2,1012,0.24898,734,-0.2799,1049,0.31003,986,0.24284,735,-0.3753
ENSG00000144406,UNC80,52,-0.5564,38,-1.0480,88,0.29268,93,0.46601,75,0.04682
ENSG00000197713,RPE,19,-0.4934,26,-0.0027,23,-0.1512,24,-0.1537,30,0.38059
ENSG00000115365,LANCL1,138,-0.1458,101,-0.6415,181,0.29718,131,-0.2655,175,0.36172
ENSG00000178568,ERBB4,31,-0.5928,43,-0.0642,80,1.01094,31,-0.6481,47,0.11788
ENSG00000144451,SPAG16,45,0.24210,61,0.76531,38,-0.0226,34,-0.2290,32,-0.3813
ENSG00000138363,ATIC,36,-0.0022,22,-0.7803,42,0.26162,32,-0.1784,40,0.29870
ENSG00000115414,FN1,32,0.61066,68,2.06873,8,-1.5437,20,-0.1935,10,-1.5121
ENSG00000079246,XRCC5,69,-0.5763,91,-0.1243,59,-0.8100,105,0.12750,119,0.47320
ENSG00000260804,LINC01963,55,0.34566,35,-0.4179,48,0.12790,63,0.69722,31,-0.7429
ENSG00000144583,MARCH4,8,-1.6603,15,-0.8056,29,0.19485,17,-0.7143,39,1.15428
ENSG00000138375,SMARCAL1,13,0.11194,6,-0.9112,11,-0.0768,10,-0.3281,15,0.54371
ENSG00000197756,RPL37A,4090,0.45474,5990,1.14283,3300,0.09158,2314,-0.5514,2323,-0.6323
ENSG00000115457,IGFBP2,11,-1.1616,30,0.44634,24,0.10385,5,-2.4089,35,1.23165
ENSG00000115461,IGFBP5,50,-0.9967,145,0.74989,105,0.19418,40,-1.4815,123,0.69294
ENSG00000079308,TNS1,17,0.76886,25,1.39159,2,-2.4220,14,0.42396,6,-1.2935
ENSG00000163466,ARPC2,160,-0.2055,157,-0.2358,132,-0.5090,155,-0.2974,231,0.60412
ENSG00000127837,AAMP,61,-0.6084,78,-0.2243,73,-0.3339,90,0.00602,108,0.46367
ENSG00000127838,PNKD,180,0.21948,182,0.23438,150,-0.0868,160,0.02165,144,-0.2063
ENSG00000135926,TMBIM1,81,1.87497,50,0.92564,21,-0.5008,21,-0.5575,13,-1.5879
ENSG00000144579,CTDSP1,45,1.50070,40,1.25329,16,-0.2915,14,-0.5521,8,-1.5676
ENSG00000135913,USP37,10,-0.4369,8,-0.7531,13,-0.0350,18,0.70131,12,-0.1399
ENSG00000144580,CNOT9,29,-0.2656,30,-0.2404,36,0.07304,39,0.21194,35,0.01059
ENSG00000115568,ZNF142,18,0.33106,8,-1.0387,10,-0.6298,19,0.42106,16,0.08891
ENSG00000074582,BCS1L,16,-0.6902,26,0.01068,27,0.07963,24,-0.0740,29,0.27833
ENSG00000163481,RNF25,20,0.07244,15,-0.3467,14,-0.4394,22,0.34567,19,0.00348
ENSG00000163482,STK36,9,-0.0664,11,0.26772,10,0.02185,9,-0.0844,9,-0.0472
ENSG00000135929,CYP27A1,41,2.34066,24,1.23587,6,-0.9115,3,-2.1915,6,-1.3566
ENSG00000171450,CDK5R2,145,-0.1760,119,-0.4958,137,-0.2693,262,1.03040,122,-0.5919
ENSG00000115649,CNPPD1,30,0.56554,22,0.04679,35,0.80363,22,0.00304,14,-0.8719
ENSG00000144567,RETREG2,124,-0.7503,142,-0.5318,167,-0.2746,213,0.14008,241,0.49132
ENSG00000158552,ZFAND2B,43,0.41816,19,-0.9298,32,-0.0772,37,0.19947,34,-0.0069
ENSG00000115657,ABCB6,32,-0.1085,30,-0.2108,22,-0.7022,41,0.40358,35,0.06985
ENSG00000198925,ATG9A,52,-0.6651,56,-0.5404,60,-0.4346,71,-0.1948,106,0.77615
ENSG00000163516,ANKZF1,11,-0.5548,13,-0.2195,11,-0.5239,19,0.41211,16,0.17875
ENSG00000115661,STK16,32,-0.1333,32,-0.1416,65,1.10810,24,-0.6407,33,-0.1022
ENSG00000127824,TUBA4A,177,-0.5136,152,-0.7552,235,-0.0552,304,0.45038,258,0.13517
ENSG00000135924,DNAJB2,193,0.19535,157,-0.1454,193,0.19388,205,0.35265,140,-0.4442
ENSG00000054356,PTPRN,241,-0.5989,177,-1.0830,298,-0.2636,397,0.24536,431,0.51188
ENSG00000123992,DNPEP,19,0.74082,21,0.87112,18,0.62491,10,-0.4389,7,-1.0704
ENSG00000072195,SPEG,25,-0.1456,17,-0.6898,22,-0.3135,25,-0.1710,34,0.57952
ENSG00000144591,GMPPA,12,0.07633,7,-0.6722,11,-0.0645,9,-0.4149,14,0.54407
ENSG00000123989,CHPF,101,0.26863,67,-0.4022,94,0.14497,73,-0.2976,93,0.18721
ENSG00000188760,TMEM198,14,-1.1928,18,-0.8376,41,0.46230,27,-0.2771,40,0.66180
ENSG00000124006,OBSL1,59,-0.0929,63,0.02452,76,0.32942,57,-0.1580,62,-0.0135
ENSG00000144589,STK11IP,8,-0.6663,8,-0.7808,8,-0.7131,13,0.05192,18,0.75827
ENSG00000114923,SLC4A3,52,-0.9024,71,-0.4092,70,-0.4471,110,0.35497,107,0.37812
ENSG00000116106,EPHA4,19,-2.6145,33,-1.8243,61,-0.9069,89,-0.3657,192,1.70755
ENSG00000267034,AC010980.1,13,-0.8890,12,-1.0212,23,0.02219,25,0.15023,29,0.53991
ENSG00000163082,SGPP2,15,-0.8638,19,-0.4667,22,-0.2544,26,0.03367,32,0.57624
ENSG00000116120,FARSB,50,-0.6015,42,-0.8835,56,-0.4066,93,0.49968,82,0.29774
