"data_type","cluster","cell_type_anno","contrast","gene_id","gene_name","Type","gene_search","subsets_negProbe","subsets_negCodeword","subsets_unassigned","subsets_any_neg","subsets_GEX","vlmf_xenium_logFC","vlmf_xenium_AveExpr","vlmf_xenium_t","vlmf_xenium_P.Value","vlmf_xenium_adj.P.Val","vlmf_xenium_B","cell_type_broad","vlmf_sn_logFC","vlmf_sn_AveExpr","vlmf_sn_t","vlmf_sn_P.Value","vlmf_sn_adj.P.Val","vlmf_sn_B","signif_xenium","signif_sn","signif_both","dir_match","validate"
"Xenium_Oligo.3_Astro","APOE_high_nnA_Astro.1","Oligo.3","carrier","ENSG00000132692","BCAN","Gene Expression","BCAN; ENSG00000132692",FALSE,FALSE,FALSE,FALSE,TRUE,0.496701515851981,10.2291777129972,3.70267207223816,0.001542323689635,0.40408880668437,-2.50638088596994,"Oligo",0.582945549157397,4.86558686965992,1.65822715714851,0.107841682802545,0.284606975550519,-5.0354746553667,TRUE,FALSE,FALSE,TRUE,FALSE
"Xenium_Oligo.3_Astro","APOE_high_nnA_Astro.1","Oligo.3","carrier","ENSG00000122254","HS3ST2","Gene Expression","HS3ST2; ENSG00000122254",FALSE,FALSE,FALSE,FALSE,TRUE,-0.791925772668782,8.15092164199144,-2.85773578603937,0.0101750456115818,0.81766922723851,-3.769851248144,"Oligo",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"Xenium_Oligo.3_Astro","APOE_high_nnA_Astro.1","Oligo.3","carrier","ENSG00000130203","APOE","Gene Expression","APOE; ENSG00000130203",FALSE,FALSE,FALSE,FALSE,TRUE,0.329813081647363,11.8102464165432,2.15240974267358,0.0446349516529147,0.81766922723851,-3.78006626831243,"Oligo",-0.0102399576321544,4.9775332537406,-0.0336477152181062,0.973384126527403,0.98564466824267,-6.41544066466235,TRUE,FALSE,FALSE,FALSE,FALSE
"Xenium_Oligo.3_Astro","APOE_high_nnA_Astro.1","Oligo.3","carrier","ENSG00000155886","SLC24A2","Gene Expression","SLC24A2; ENSG00000155886",FALSE,FALSE,FALSE,FALSE,TRUE,-0.320819530206824,10.0678526305247,-2.23336157490605,0.0379408442516903,0.81766922723851,-3.82864007719648,"Oligo",-0.787696058714504,11.3039113311926,-3.87444335343834,0.000548200387977404,0.0224390854891635,-0.561281143467397,TRUE,TRUE,TRUE,TRUE,TRUE
"Xenium_Oligo.3_Astro","APOE_high_nnA_Astro.1","Oligo.3","carrier","ENSG00000174469","CNTNAP2","Gene Expression","CNTNAP2; ENSG00000174469",FALSE,FALSE,FALSE,FALSE,TRUE,-0.308236750341054,9.55667592849263,-2.3081917944967,0.0325865919720849,0.81766922723851,-3.84549974124724,"Oligo",0.0337519836348266,9.73057985805171,0.145266273950299,0.885486099712769,0.941666673836811,-6.79208888761315,TRUE,FALSE,FALSE,FALSE,FALSE
"Xenium_Oligo.3_Astro","APOE_high_nnA_Astro.1","Oligo.3","carrier","ENSG00000185811","IKZF1","Gene Expression","IKZF1; ENSG00000185811",FALSE,FALSE,FALSE,FALSE,TRUE,0.685713439714164,8.11311331184957,2.68830879782366,0.0146787812699358,0.81766922723851,-3.89677112249925,"Oligo",2.74994432070913,2.86551052812278,4.57066410908253,8.0301550859822e-05,0.0136967174310073,1.48361369181112,TRUE,TRUE,TRUE,TRUE,TRUE
"Xenium_Oligo.3_Astro","APOE_high_nnA_Astro.1","Oligo.3","carrier","ENSG00000186310","NAP1L3","Gene Expression","NAP1L3; ENSG00000186310",FALSE,FALSE,FALSE,FALSE,TRUE,-0.286273957046289,10.7327261311403,-2.03735346731593,0.0560070320581125,0.81766922723851,-3.94129042438807,"Oligo",1.04524917682756,4.6201678255744,3.54562574656151,0.00132610396880018,0.029782077548199,-1.08334332338599,TRUE,TRUE,TRUE,FALSE,FALSE
"Xenium_Oligo.3_Astro","APOE_high_nnA_Astro.1","Oligo.3","carrier","ENSG00000153234","NR4A2","Gene Expression","NR4A2; ENSG00000153234",FALSE,FALSE,FALSE,FALSE,TRUE,-0.623102613096519,8.38500367017763,-2.36965473762171,0.0287213668910063,0.81766922723851,-3.97665334294192,"Oligo",0.745581562597245,4.4031550811773,3.45302286322626,0.00169394159579135,0.0327001876628752,-1.26292820822784,TRUE,TRUE,TRUE,FALSE,FALSE
"Xenium_Oligo.3_Astro","APOE_high_nnA_Astro.1","Oligo.3","carrier","ENSG00000048540","LMO3","Gene Expression","LMO3; ENSG00000048540",FALSE,FALSE,FALSE,FALSE,TRUE,-0.288153079836806,10.5384703102886,-1.97782989755788,0.0628621530269379,0.81766922723851,-4.01014212741757,"Oligo",1.18174877994416,4.83525020667013,3.37463604336384,0.00208074098231878,0.0353409902166482,-1.48731291658868,TRUE,TRUE,TRUE,FALSE,FALSE
"Xenium_Oligo.3_Astro","APOE_high_nnA_Astro.1","Oligo.3","carrier","ENSG00000143952","VPS54","Gene Expression","VPS54; ENSG00000143952",FALSE,FALSE,FALSE,FALSE,TRUE,0.414035482072071,10.9658214988796,1.91974856513025,0.0702643421575605,0.81766922723851,-4.04222593872406,"Oligo",-0.146798635002243,7.1916367549709,-1.11904192821149,0.272128433157895,0.496806172396881,-6.19200392263749,TRUE,FALSE,FALSE,FALSE,FALSE
