cell_type_anno,cluster_sn,cluster_xenium,n_genes,cor,p_value,n_genes_FDR05,cor_FDR05,p_value_FDR05,cluster_match,FDR,FDR_fdr05
Astro.1,Astro.1,Astro.1_APOE_high,218,0.3683525910293171,2.6448336888120935e-8,NA,NA,NA,TRUE,1.7455902346159816e-6,NA
Astro.1,Astro.1,Astro.1_APOE_low,205,0.4040088590491844,2.625957775522325e-9,NA,NA,NA,TRUE,3.603283611984075e-7,NA
Astro.1,Astro.2,Astro.1_APOE_high,169,0.18850629009000047,0.014217993553258555,11,0.33636363636363636,0.313026082995925,FALSE,0.03093585410489224,0.39294763610126754
Astro.1,Astro.2,Astro.1_APOE_low,163,0.23759566839022175,0.0023138191279997826,10,0.6606060606060605,0.04402655284784273,FALSE,0.006941457383999348,0.09620617103787855
Astro.1,Astro.3,Astro.1_APOE_high,189,0.24027088999093482,8.952148899755931e-4,NA,NA,NA,FALSE,0.0031652240752708467,NA
Astro.1,Astro.3,Astro.1_APOE_low,179,0.2581319440085368,5.053990771143554e-4,NA,NA,NA,FALSE,0.002042224842217191,NA
Astro.1,Astro.4,Astro.1_APOE_high,142,0.12356268244790872,0.1427809262253024,NA,NA,NA,FALSE,0.21915211932255715,NA
Astro.1,Astro.4,Astro.1_APOE_low,140,0.13355491898274693,0.11561801175675651,NA,NA,NA,FALSE,0.18611679941331538,NA
Astro.1,Astro.5,Astro.1_APOE_high,77,0.18021452231978546,0.11668423835610431,NA,NA,NA,FALSE,0.18631838060087622,NA
Astro.1,Astro.5,Astro.1_APOE_low,75,0.07806543385490752,0.5047679933969328,NA,NA,NA,FALSE,0.6131537588502619,NA
Astro.1,Oligo.3,Astro.1_APOE_high,199,0.21147099132023753,0.002763826010976825,53,0.3730849862925334,0.006221933505796584,FALSE,0.007930978988020454,0.024472938456133228
Astro.1,Oligo.3,Astro.1_APOE_low,186,0.10217866650504219,0.16506578391381382,51,0.22280542986425336,0.11595304996301121,FALSE,0.2475206067684203,0.18489810669777462
Astro.2,Astro.1,Astro.2_APOE_high,244,0.10610675356967315,0.098190065086661,NA,NA,NA,FALSE,0.16201360739299064,NA
Astro.2,Astro.1,Astro.2_APOE_low,253,0.19901934194984522,0.0014912487837161292,NA,NA,NA,FALSE,0.004921120986263227,NA
Astro.2,Astro.2,Astro.2_APOE_high,181,0.19002893975269666,0.010493206571728989,11,0.33636363636363636,0.313026082995925,TRUE,0.024442998837674586,0.39294763610126754
Astro.2,Astro.2,Astro.2_APOE_low,185,0.2485917895455063,6.680505259437353e-4,14,0.20439560439560442,0.48269117719547777,TRUE,0.0024957359271105583,0.5584074402849646
Astro.2,Astro.3,Astro.2_APOE_high,205,0.08551350447827721,0.2225997457211039,NA,NA,NA,FALSE,0.3103855609350603,NA
Astro.2,Astro.3,Astro.2_APOE_low,211,0.19828821808612565,0.0038834540051883785,NA,NA,NA,FALSE,0.01053320401407259,NA
Astro.2,Astro.4,Astro.2_APOE_high,156,-0.11134010842250003,0.16626384192020152,NA,NA,NA,FALSE,0.2475206067684203,NA
Astro.2,Astro.4,Astro.2_APOE_low,161,0.006484357027835288,0.9348761567615098,NA,NA,NA,FALSE,0.936486785645448,NA
Astro.2,Astro.5,Astro.2_APOE_high,81,0.045234869015356824,0.6878603417642319,NA,NA,NA,FALSE,0.7651480206141457,NA
Astro.2,Astro.5,Astro.2_APOE_low,82,0.12029690578030279,0.28108234370437385,NA,NA,NA,FALSE,0.3710286936897735,NA
Astro.2,Oligo.3,Astro.2_APOE_high,229,-0.09191989847411387,0.16553163366837412,56,0.08475734791524266,0.5335235634015097,FALSE,0.2475206067684203,0.5838170956930746
Astro.2,Oligo.3,Astro.2_APOE_low,240,0.044892272435285326,0.4885484388242967,59,0.27931034482758627,0.03250204142943069,FALSE,0.5971147585630293,0.07375463247447733
Astro.3,Astro.1,Astro.3_APOE_high,133,0.22558941451321657,0.00915694514121802,NA,NA,NA,FALSE,0.02184427877061648,NA
Astro.3,Astro.1,Astro.3_APOE_low,134,0.15186473646803578,0.07985291060660983,NA,NA,NA,FALSE,0.13869189736937498,NA
Astro.3,Astro.2,Astro.3_APOE_high,116,0.2366509053165725,0.010688246545238266,NA,NA,NA,FALSE,0.02458412487752157,NA
Astro.3,Astro.2,Astro.3_APOE_low,120,0.13746093478713797,0.13421921610394197,NA,NA,NA,FALSE,0.21091591102048024,NA
Astro.3,Astro.3,Astro.3_APOE_high,124,0.10720377655389458,0.23563044518086637,NA,NA,NA,TRUE,0.32625753948119957,NA
Astro.3,Astro.3,Astro.3_APOE_low,128,0.23721616919978028,0.00713523148283365,NA,NA,NA,TRUE,0.017883238400013452,NA
Astro.3,Astro.4,Astro.3_APOE_high,105,-0.10989010989010987,0.2639883486520671,NA,NA,NA,FALSE,0.35557614308237606,NA
Astro.3,Astro.4,Astro.3_APOE_low,108,0.11831337467966123,0.22227429077526573,NA,NA,NA,FALSE,0.3103855609350603,NA
Astro.3,Astro.5,Astro.3_APOE_high,61,0.3206768905341089,0.01205648186066753,NA,NA,NA,FALSE,0.026650148225908565,NA
Astro.3,Astro.5,Astro.3_APOE_low,63,0.12672811059907835,0.32145231548596487,NA,NA,NA,FALSE,0.41873393727777003,NA
Astro.3,Oligo.3,Astro.3_APOE_high,118,0.054389943721947706,0.5580530034144726,33,0.02072192513368984,0.9090737905986906,FALSE,0.6696636040973671,0.9090737905986906
Astro.3,Oligo.3,Astro.3_APOE_low,122,0.0483343852541628,0.596549857561368,34,0.23361344537815126,0.1829999662021619,FALSE,0.7072866574679693,0.2519474463603434
Astro.4,Astro.1,Astro.4_APOE_high,166,0.15326062005233784,0.04876121254745063,NA,NA,NA,FALSE,0.09108226494712476,NA
Astro.4,Astro.1,Astro.4_APOE_low,178,0.2547266868029394,6.237479558508928e-4,NA,NA,NA,FALSE,0.0023750402934322457,NA
Astro.4,Astro.2,Astro.4_APOE_high,140,0.17027399357110057,0.044392586188096786,10,0.5515151515151514,0.10429776397166961,FALSE,0.08451665447349195,0.1758162306951002
Astro.4,Astro.2,Astro.4_APOE_low,144,0.2766939956595129,8.214703862196349e-4,10,0.1515151515151515,0.6818076434771629,FALSE,0.0029572933903906857,0.7047833159158242
Astro.4,Astro.3,Astro.4_APOE_high,153,0.1791711900071033,0.02681106017067152,NA,NA,NA,FALSE,0.055879893829399584,NA
Astro.4,Astro.3,Astro.4_APOE_low,159,0.3312544781466444,2.227255824648763e-5,NA,NA,NA,FALSE,1.585140643534221e-4,NA
Astro.4,Astro.4,Astro.4_APOE_high,129,0.2057860017889088,0.01945055754302165,NA,NA,NA,TRUE,0.04141086444643319,NA
Astro.4,Astro.4,Astro.4_APOE_low,131,0.2572305557038381,0.003097283292352828,NA,NA,NA,TRUE,0.008760887026940856,NA
Astro.4,Astro.5,Astro.4_APOE_high,68,-0.017024850173684006,0.8902249762053086,NA,NA,NA,FALSE,0.9277081330981636,NA
Astro.4,Astro.5,Astro.4_APOE_low,68,0.22865213574073365,0.060897443865332516,NA,NA,NA,FALSE,0.1091146042887033,NA
Astro.4,Oligo.3,Astro.4_APOE_high,148,0.1635614521520562,0.047089369079580785,42,0.2994084758123329,0.05446921075650669,FALSE,0.08879709597863805,0.10366720756883531
Astro.4,Oligo.3,Astro.4_APOE_low,161,0.28680411778237863,2.388454029574723e-4,46,0.3607153869873574,0.014236260302534205,FALSE,0.0010509197730128783,0.04420733462365885
Astro.5,Astro.1,Astro.5_APOE_high,266,0.22662454312588765,2.0068008631002633e-4,NA,NA,NA,FALSE,9.240617927764003e-4,NA
Astro.5,Astro.1,Astro.5_APOE_low,266,0.3540771581274577,3.6396804161455305e-9,NA,NA,NA,FALSE,3.603283611984075e-7,NA
Astro.5,Astro.2,Astro.5_APOE_high,186,0.29169141541058047,5.765380034275174e-5,13,0.2857142857142857,0.34364587302101823,FALSE,3.459228020565104e-4,0.40550213016480147
Astro.5,Astro.2,Astro.5_APOE_low,185,0.2667089951101172,2.5495162211991885e-4,13,0.6428571428571429,0.020901882088622915,FALSE,0.0010974004604292157,0.05872433539184533
Astro.5,Astro.3,Astro.5_APOE_high,215,0.22298292641696255,0.0010205944898336787,NA,NA,NA,FALSE,0.0035452229646854103,NA
Astro.5,Astro.3,Astro.5_APOE_low,216,0.29940937615356217,8.311020660106224e-6,NA,NA,NA,FALSE,7.83610519381444e-5,NA
Astro.5,Astro.4,Astro.5_APOE_high,165,-0.022202334838244336,0.776909268794482,NA,NA,NA,FALSE,0.8405903564005871,NA
Astro.5,Astro.4,Astro.5_APOE_low,166,0.03832991191767615,0.6235862323919059,NA,NA,NA,FALSE,0.7247860400741942,NA
Astro.5,Astro.5,Astro.5_APOE_high,83,0.12325259225053521,0.2663849491535856,NA,NA,NA,TRUE,0.3563798644081754,NA
Astro.5,Astro.5,Astro.5_APOE_low,82,0.18609941119491516,0.09412401334090371,NA,NA,NA,TRUE,0.15660970286973896,NA
Astro.5,Oligo.3,Astro.5_APOE_high,253,0.0597902040901014,0.3433186040257136,60,0.08646846346207282,0.5102428409823252,FALSE,0.43575053587879037,0.5789293772684074
Astro.5,Oligo.3,Astro.5_APOE_low,256,0.11897173266193634,0.05734214688571673,59,0.17533606078316777,0.18362271514397907,FALSE,0.10519249808613025,0.2519474463603434
Oligo.3,Astro.1,APOE_high,279,0.22439080993269903,1.6301184311741244e-4,NA,NA,NA,FALSE,8.069086234311916e-4,NA
Oligo.3,Astro.1,APOE_high_nnA_far,273,0.17686103076828708,0.003408084178068922,NA,NA,NA,FALSE,0.009500489361143456,NA
Oligo.3,Astro.1,APOE_high_nnA_near,275,0.2563907561812989,1.786319488501133e-5,NA,NA,NA,FALSE,1.5377880814053228e-4,NA
Oligo.3,Astro.1,APOE_high_nnA_Astro.1,226,0.10061258170571648,0.13148896336108998,NA,NA,NA,FALSE,0.20827851796396654,NA
Oligo.3,Astro.1,APOE_high_nnA_Astro.2,254,0.18740816546966738,0.002750047555423012,NA,NA,NA,FALSE,0.007930978988020454,NA
Oligo.3,Astro.1,APOE_high_nnA_Astro.3,91,0.12175505653766523,0.24977482250583521,NA,NA,NA,FALSE,0.341071826594175,NA
Oligo.3,Astro.1,APOE_high_nnA_Astro.4,155,0.008340047049724467,0.9178873024685195,NA,NA,NA,FALSE,0.936486785645448,NA
Oligo.3,Astro.1,APOE_high_nnA_Astro.5,277,0.22587116306013422,1.5557138931679562e-4,NA,NA,NA,FALSE,7.898239765314239e-4,NA
