"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl","rank"
10,"enrichment","OPC.2","CEROX1",7.18246090727288,5.89347675475147e-12,4.34427303526838e-09,10361,0.85608005994193,"ENSG00000260807",10
11,"enrichment","OPC.2","RTP5",7.18230145048874,5.89930834546046e-12,4.34427303526838e-09,2341,2.40549034739756,"ENSG00000188011",11
12,"enrichment","OPC.2","LRRC61",7.1819566344069,5.91193826843511e-12,4.34427303526838e-09,5903,1.89973200359595,"ENSG00000127399",12
13,"enrichment","OPC.2","KCNJ6",7.17300958900822,6.24912608967286e-12,4.34427303526838e-09,13175,2.51428622841443,"ENSG00000157542",13
14,"enrichment","OPC.2","NMT1",7.16664074487574,6.50062232725068e-12,4.34427303526838e-09,11287,1.3311141258565,"ENSG00000136448",14
15,"enrichment","OPC.2","HES5",7.15437473431106,7.01340286431287e-12,4.47391344535304e-09,43,3.06794184294745,"ENSG00000197921",15
16,"enrichment","OPC.2","EPN2",7.11920232934718,8.71510507436154e-12,4.84298678941675e-09,11076,1.25916436397727,"ENSG00000072134",16
17,"enrichment","OPC.2","TAOK3",7.11129439016115,9.15043595348194e-12,4.84298678941675e-09,8971,0.682115837063892,"ENSG00000135090",17
18,"enrichment","OPC.2","RPL32",7.10817120967543,9.32820486471075e-12,4.84298678941675e-09,2414,1.02330696711037,"ENSG00000144713",18
19,"enrichment","OPC.2","RXRA",7.09675214167518,1.00075970424032e-11,4.84298678941675e-09,6997,1.78407790651081,"ENSG00000186350",19
20,"enrichment","OPC.2","ENSG00000289612",6.99660727186452,1.84793222029595e-11,6.81711011289811e-09,640,3.10029312057165,"ENSG00000289612",20
21,"enrichment","OPC.2","ENSG00000274893",6.99553254727512,1.86007617371604e-11,6.81711011289811e-09,6636,2.38647061666534,"ENSG00000274893",21
22,"enrichment","OPC.2","NEU4",6.98634136713409,1.96719265965694e-11,6.90189544640636e-09,2340,2.96057853026799,"ENSG00000204099",22
23,"enrichment","OPC.2","BMERB1",6.96872820735399,2.18969748014315e-11,7.49517425276318e-09,10490,0.674412500721472,"ENSG00000166780",23
24,"enrichment","OPC.2","RPL34",6.96366138276402,2.25817165767944e-11,7.54551929616031e-09,3563,0.957656538509048,"ENSG00000109475",24
25,"enrichment","OPC.2","ENSG00000264449",6.95777771743225,2.34033184140873e-11,7.56731450329198e-09,11656,2.07075520096934,"ENSG00000264449",25
26,"enrichment","OPC.2","OAS3",6.94456030175438,2.53577852923907e-11,7.7363295389872e-09,8948,2.24732831526703,"ENSG00000111331",26
27,"enrichment","OPC.2","ASIC4",6.93182301879061,2.73928685246987e-11,7.98255303791299e-09,2237,3.3916910988254,"ENSG00000072182",27
28,"enrichment","OPC.2","CREM",6.90945386343043,3.1362834369073e-11,8.46434649106865e-09,7176,1.27560073852024,"ENSG00000095794",28
29,"enrichment","OPC.2","GP1BB",6.89887075191649,3.34332763607124e-11,8.85287925370259e-09,13264,2.2154285804225,"ENSG00000203618",29
30,"enrichment","OPC.2","NKAIN4",6.88703652646203,3.59079454865224e-11,9.16240194468827e-09,13052,3.17654535280891,"ENSG00000101198",30
31,"enrichment","OPC.2","FBN3",6.86811149101559,4.02446850004012e-11,9.75995632925186e-09,12020,2.5736866336634,"ENSG00000142449",31
32,"enrichment","OPC.2","C1QL1",6.86010630086334,4.22305271324573e-11,9.82153469719652e-09,11288,3.39745303886838,"ENSG00000131094",32
33,"enrichment","OPC.2","RUFY4",6.85583373131409,4.33295474105687e-11,9.82153469719652e-09,2210,2.53600677863321,"ENSG00000188282",33
34,"enrichment","OPC.2","ECE2",6.85301584483158,4.40697275689901e-11,9.82153469719652e-09,3114,2.8210854107068,"ENSG00000145194",34
35,"enrichment","OPC.2","COL20A1",6.85293996207567,4.40898308339305e-11,9.82153469719652e-09,13054,3.50324819997338,"ENSG00000101203",35
36,"enrichment","OPC.2","STK32A-AS1",6.84395506687952,4.65350258119308e-11,1.01545512978015e-08,4341,2.9327056914445,"ENSG00000250343",36
37,"enrichment","OPC.2","CACNG5",6.83749329115489,4.83755296993329e-11,1.02863967242491e-08,11460,3.59872248020609,"ENSG00000075429",37
38,"enrichment","OPC.2","GAL3ST4",6.82344028763252,5.26288998317131e-11,1.06211606865849e-08,5662,2.43890956902511,"ENSG00000197093",38
39,"enrichment","OPC.2","ANKRD55",6.81561518892267,5.5154519081919e-11,1.09019509971218e-08,3949,2.95352191253621,"ENSG00000164512",39
40,"enrichment","OPC.2","MICAL1",6.806404678138,5.82802744064867e-11,1.12041831646662e-08,5000,1.60623680959695,"ENSG00000135596",40
41,"enrichment","OPC.2","RARG",6.7959385100656,6.20438854123856e-11,1.13533054914384e-08,8634,2.14467270583269,"ENSG00000172819",41
42,"enrichment","OPC.2","ATP2B4",6.79337228329059,6.30025774586389e-11,1.13533054914384e-08,1098,1.27245105373699,"ENSG00000058668",42
43,"enrichment","OPC.2","MIR9-1HG",6.79097084993029,6.39128892980322e-11,1.13533054914384e-08,885,2.47099490476578,"ENSG00000125462",43
44,"enrichment","OPC.2","SDC3",6.78152637315841,6.76201306341523e-11,1.13533054914384e-08,242,2.36657129551585,"ENSG00000162512",44
45,"enrichment","OPC.2","RARRES2",6.77691635354571,6.95056878313592e-11,1.13533054914384e-08,5904,2.31340148666006,"ENSG00000106538",45
46,"enrichment","OPC.2","LINC02283",6.77574532851245,6.99928260274777e-11,1.13533054914384e-08,3396,2.05515249409506,"ENSG00000248184",46
47,"enrichment","OPC.2","LIMA1",6.76107986067119,7.63852523529015e-11,1.20770478315051e-08,8610,0.70155140225443,"ENSG00000050405",47
48,"enrichment","OPC.2","ENSG00000278192",6.75732140972325,7.81137984838506e-11,1.20770478315051e-08,12777,2.34100986761724,"ENSG00000278192",48
49,"enrichment","OPC.2","ENSG00000286693",6.7547408984898,7.93228018616863e-11,1.21001761013794e-08,6088,2.0604935348922,"ENSG00000286693",49
50,"enrichment","OPC.2","ELFN2",6.74508608135408,8.40115475762913e-11,1.24964744236423e-08,13393,2.54876214367901,"ENSG00000166897",50
51,"enrichment","OPC.2","ACAP3",6.74392774071362,8.45920671402322e-11,1.24964744236423e-08,14,0.711906817560362,"ENSG00000131584",51
52,"enrichment","OPC.2","ENSG00000289128",6.73154398200238,9.10501114411536e-11,1.30311586173203e-08,10263,3.05456998927802,"ENSG00000289128",52
53,"enrichment","OPC.2","INAVA",6.7217702199815,9.64870103665852e-11,1.31256562388684e-08,1071,2.44615108974607,"ENSG00000163362",53
54,"enrichment","OPC.2","ABAT",6.7176126631144,9.88953391731048e-11,1.31256562388684e-08,10449,1.17854400828768,"ENSG00000183044",54
55,"enrichment","OPC.2","VAX2",6.70681635405397,1.0542856399801e-10,1.31572732086177e-08,1637,2.00241147997998,"ENSG00000116035",55
56,"enrichment","OPC.2","LINC01301",6.70553464312465,1.0623179290741e-10,1.31572732086177e-08,6161,1.77195344934268,"ENSG00000251396",56
57,"enrichment","OPC.2","EPB41L5",6.70485624384629,1.06659366096837e-10,1.31572732086177e-08,1840,1.07101028101806,"ENSG00000115109",57
58,"enrichment","OPC.2","SOX13",6.69894437796337,1.10457717101678e-10,1.31572732086177e-08,1100,1.46168732677233,"ENSG00000143842",58
59,"enrichment","OPC.2","ENSG00000226939",6.69805134898195,1.11042922416747e-10,1.31572732086177e-08,1904,3.06347471950501,"ENSG00000226939",59
60,"enrichment","OPC.2","KIF18B",6.69725087402704,1.11570065236396e-10,1.31572732086177e-08,11286,2.03163839309861,"ENSG00000186185",60
61,"enrichment","OPC.2","WSCD1",6.69517106388458,1.12951219403432e-10,1.31572732086177e-08,10971,1.41779479891594,"ENSG00000179314",61
62,"enrichment","OPC.2","DBX2-AS1",6.69101651373058,1.15760646330082e-10,1.31572732086177e-08,8558,2.45146636392219,"ENSG00000257319",62
63,"enrichment","OPC.2","SOX1-OT",6.68493249066986,1.19999137393642e-10,1.31572732086177e-08,9357,3.33858029390026,"ENSG00000224243",63
64,"enrichment","OPC.2","ENSG00000253361",6.68165459508548,1.22345540048181e-10,1.31572732086177e-08,6103,2.17613035304267,"ENSG00000253361",64
65,"enrichment","OPC.2","VIPR2",6.68115564693262,1.22706630823341e-10,1.31572732086177e-08,5943,3.37000453539301,"ENSG00000106018",65
66,"enrichment","OPC.2","ASIC1",6.67979301024193,1.23698119466053e-10,1.31572732086177e-08,8604,1.15582180430352,"ENSG00000110881",66
67,"enrichment","OPC.2","ENSG00000261478",6.67967211026099,1.2378646853706e-10,1.31572732086177e-08,10265,2.24201881949694,"ENSG00000261478",67
68,"enrichment","OPC.2","ADGRB1",6.67843879996174,1.24691273816885e-10,1.31572732086177e-08,6430,2.90310870504614,"ENSG00000181790",68
69,"enrichment","OPC.2","UGDH",6.67488851873249,1.27332330836889e-10,1.32504070858405e-08,3353,1.47015970306209,"ENSG00000109814",69
70,"enrichment","OPC.2","XYLT1",6.67471576987634,1.27462231479868e-10,1.32504070858405e-08,10498,2.72217515157518,"ENSG00000103489",70
71,"enrichment","OPC.2","MAP3K1",6.67279253572429,1.28917253729831e-10,1.33031230797386e-08,3952,2.00162185124714,"ENSG00000095015",71
72,"enrichment","OPC.2","CREB3L1",6.67013735707131,1.30952875479459e-10,1.33354355002194e-08,7821,2.98384624148819,"ENSG00000157613",72
73,"enrichment","OPC.2","GOLGA8A",6.66912098601231,1.31740416500101e-10,1.33354355002194e-08,9902,1.60562306348677,"ENSG00000175265",73
74,"enrichment","OPC.2","ATP2C2",6.66506260261471,1.34931725882226e-10,1.33354355002194e-08,10850,3.47429541368841,"ENSG00000064270",74
75,"enrichment","OPC.2","FGFR1",6.65883656837685,1.3997574110691e-10,1.36418024353776e-08,6101,2.56085215004256,"ENSG00000077782",75
76,"enrichment","OPC.2","SNPH",6.65659893374877,1.41833434856477e-10,1.36979237848059e-08,12732,2.2081988610967,"ENSG00000101298",76
77,"enrichment","OPC.2","LINC00951",6.6529504388811,1.4491449719556e-10,1.38348983240985e-08,4770,2.11651599460518,"ENSG00000226070",77
78,"enrichment","OPC.2","C1QL2",6.64795065907169,1.49243702198623e-10,1.39927761206348e-08,1835,2.58139957995747,"ENSG00000144119",78
79,"enrichment","OPC.2","LINGO3",6.63930551616355,1.57031031797078e-10,1.4403748367583e-08,11931,2.80332964142506,"ENSG00000220008",79
80,"enrichment","OPC.2","CASK",6.63776146123162,1.58463283001418e-10,1.44407384002721e-08,13633,1.52679991945334,"ENSG00000147044",80
81,"enrichment","OPC.2","GABBR1",6.62790275765011,1.67915403091119e-10,1.51059279934664e-08,4641,1.292853214215,"ENSG00000204681",81
82,"enrichment","OPC.2","NR0B1",6.62212576560857,1.73709195931096e-10,1.53322946899182e-08,13614,2.1442459332657,"ENSG00000169297",82
83,"enrichment","OPC.2","KCTD15",6.62003463058393,1.75854443865756e-10,1.53742778113243e-08,12297,2.17136877318893,"ENSG00000153885",83
84,"enrichment","OPC.2","CSPG4",6.61836226402326,1.77588793123834e-10,1.53742778113243e-08,10173,3.45517517308757,"ENSG00000173546",84
85,"enrichment","OPC.2","XACT",6.61822385185654,1.77733085647409e-10,1.53742778113243e-08,13854,2.32041136909724,"ENSG00000241743",85
86,"enrichment","OPC.2","BEGAIN",6.61651440186966,1.79524681137438e-10,1.53742778113243e-08,9805,2.40035863737559,"ENSG00000183092",86
87,"enrichment","OPC.2","FERMT1",6.61634005564603,1.79708399011852e-10,1.53742778113243e-08,12778,3.69668577919523,"ENSG00000101311",87
88,"enrichment","OPC.2","TLE2",6.60868233372112,1.87962500613122e-10,1.57956031952368e-08,11943,1.93329323982532,"ENSG00000065717",88
89,"enrichment","OPC.2","SH2D4A",6.60389370263911,1.93312090347493e-10,1.60790581084935e-08,6013,2.78999327506975,"ENSG00000104611",89
