"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
1,"enrichment","OPC.3","FYN",8.59612150173575,5.3910038967547e-16,7.56573486870554e-12,5017,0.870505435495476,"ENSG00000010810"
2,"enrichment","OPC.3","FRMD4A",8.35111824026824,2.9022597010753e-15,2.03651563224454e-11,7100,1.4707895389022,"ENSG00000151474"
3,"enrichment","OPC.3","TTC28",8.04837628562302,2.23313092625772e-14,5.74536936463484e-11,13324,0.85584073999006,"ENSG00000100154"
4,"enrichment","OPC.3","FARS2",8.02581209222041,2.59524763427148e-14,5.74536936463484e-11,4543,0.680238727447456,"ENSG00000145982"
5,"enrichment","OPC.3","TCF7L2",8.01090524061807,2.86572506430411e-14,5.74536936463484e-11,7514,1.42511357315584,"ENSG00000148737"
6,"enrichment","OPC.3","LSAMP",7.87631357617155,6.97857379218812e-14,1.04690758836667e-10,2826,1.27101430095829,"ENSG00000185565"
7,"enrichment","OPC.3","CAMTA1",7.87330057029456,7.11825848605295e-14,1.04690758836667e-10,65,0.576823467861451,"ENSG00000171735"
8,"enrichment","OPC.3","ACAN",7.86197362529616,7.66853924286385e-14,1.04690758836667e-10,10257,2.42900740219276,"ENSG00000157766"
9,"enrichment","OPC.3","MBD5",7.85166489173598,8.20577417132205e-14,1.04690758836667e-10,1916,0.565359362226005,"ENSG00000204406"
10,"enrichment","OPC.3","ZNF521",7.72774655061703,1.84390126647693e-13,2.09228075855539e-10,11716,1.04521169547102,"ENSG00000198795"
1,"enrichment","OPC.4","B2M",7.35757701488437,1.97201761007395e-12,2.81152590711618e-09,9983,1.21544938545132,"ENSG00000166710"
2,"enrichment","OPC.4","PSMA1",7.2550474824708,3.75151690947978e-12,3.29054926922745e-09,7719,1.32272749912728,"ENSG00000129084"
3,"enrichment","OPC.4","ENSG00000287209",7.19591207797798,5.42158090175898e-12,4.05572310883079e-09,11758,2.23529028129042,"ENSG00000287209"
4,"enrichment","OPC.4","CRB1",7.09298869888307,1.02422296388121e-11,4.4839509373679e-09,1059,1.20944769744641,"ENSG00000134376"
5,"enrichment","OPC.4","LINC01546",7.09186245513528,1.03134261970625e-11,4.4839509373679e-09,13538,2.62724002484677,"ENSG00000228459"
6,"enrichment","OPC.4","ENSG00000248537",7.07924912228015,1.11448527091834e-11,4.4839509373679e-09,3829,2.2802957991898,"ENSG00000248537"
7,"enrichment","OPC.4","ASCL1",7.06085882776465,1.24765835373708e-11,4.54320291609892e-09,8868,3.10382857453732,"ENSG00000139352"
8,"enrichment","OPC.4","GRIA4",7.04207283816983,1.39985746377778e-11,4.74299660264817e-09,8175,1.1457258121679,"ENSG00000152578"
9,"enrichment","OPC.4","BCHE",7.03559465487222,1.45646860774203e-11,4.74299660264817e-09,3041,1.78125446335028,"ENSG00000114200"
10,"enrichment","OPC.4","USP24",7.02794316678516,1.52624097341618e-11,4.74299660264817e-09,453,1.24625909181655,"ENSG00000162402"
