Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7
ENSG00000053372,MRTO4,61,1.14517,0,-6.4379,23,-0.4974,36,0.19980,28,-0.2380,25,-0.3736,50,0.79810
ENSG00000053371,AKR7A2,342,2.91291,21,-2.1987,54,-0.7732,39,-1.2876,90,0.05321,31,-1.6188,34,-1.4708
ENSG00000077549,CAPZB,337,0.63367,136,-0.8758,228,-0.0407,153,-0.6937,225,-0.0670,260,0.17706,299,0.42281
ENSG00000173436,MICOS10,158,-0.9839,362,0.37778,367,0.39962,258,-0.2019,287,-0.0222,261,-0.1789,342,0.27858
ENSG00000158747,NBL1,81,-1.5073,55,-2.0884,172,-0.3323,213,0.02634,391,1.11925,213,0.02214,345,0.87685
ENSG00000162545,CAMK2N1,290,-1.5563,740,-0.0739,392,-1.0919,1092,0.59955,616,-0.3763,1576,1.29939,709,-0.1465
ENSG00000158828,PINK1,300,-0.3323,252,-0.6180,175,-1.1871,382,0.06697,442,0.31877,471,0.42908,548,0.69883
ENSG00000127483,HP1BP3,507,1.89907,93,-1.1395,200,0.09797,126,-0.6565,81,-1.3421,176,-0.1170,138,-0.5150
ENSG00000075151,EIF4G3,59,-0.9264,37,-1.6363,160,0.75076,64,-0.7947,89,-0.2507,171,0.87774,149,0.62518
ENSG00000076864,RAP1GAP,11,-3.7158,39,-1.9461,105,-0.4179,87,-0.7205,181,0.49649,203,0.70110,324,1.62605
ENSG00000090686,USP48,11,-2.1905,53,0.16224,42,-0.2166,21,-1.2746,115,1.63491,52,0.12364,41,-0.2495
ENSG00000070831,CDC42,1027,2.23447,166,-1.1179,129,-1.5091,113,-1.7067,348,0.07059,276,-0.3116,275,-0.3185
ENSG00000004487,KDM1A,238,2.10849,0,-7.8680,26,-1.7724,22,-2.0209,142,0.99575,82,0.02161,57,-0.5690
ENSG00000169641,LUZP1,11,-1.7388,0,-6.6810,1,-5.1743,40,0.22587,49,0.55129,83,1.59225,63,1.01806
ENSG00000125944,HNRNPR,11,-3.1346,77,-0.2822,33,-1.6136,59,-0.7040,262,2.06057,79,-0.2432,117,0.42490
ENSG00000142676,RPL11,1706,0.80313,2360,1.44148,1926,1.03324,506,-1.2166,329,-1.8725,382,-1.6475,362,-1.7315
ENSG00000057757,PITHD1,11,-3.7605,50,-1.6314,54,-1.4925,111,-0.3880,264,1.14002,164,0.26965,326,1.57612
ENSG00000011009,LYPLA2,74,0.50488,10,-2.5887,154,1.99132,36,-0.6926,1,-5.2375,51,-0.1238,59,0.11248
ENSG00000189266,PNRC2,89,1.46423,31,-0.4483,58,0.61862,25,-0.7375,5,-3.0668,20,-1.0843,53,0.48497
ENSG00000188529,SRSF10,125,1.53598,5,-3.5585,114,1.33825,30,-0.9321,1,-5.1815,38,-0.5721,68,0.37812
ENSG00000001461,NIPAL3,11,-2.9845,260,2.29435,112,0.52879,34,-1.4021,7,-3.7310,77,-0.1086,75,-0.1559
ENSG00000133226,SRRM1,11,-2.5371,228,2.78670,80,0.47979,36,-0.8536,1,-5.3901,26,-1.3130,41,-0.6282
ENSG00000117614,SYF2,11,-2.4485,82,0.63882,86,0.72093,40,-0.5778,76,0.50624,65,0.22950,37,-0.6922
ENSG00000183726,TMEM50A,11,-2.5555,63,0.04064,172,1.97876,44,-0.5601,6,-3.4711,76,0.35211,59,-0.0600
ENSG00000162430,SELENON,403,2.87846,44,-1.3577,147,0.59233,43,-1.3924,5,-4.4679,49,-1.1887,38,-1.5995
ENSG00000117640,MTFR1L,11,-2.8066,57,-0.4110,44,-0.8052,51,-0.5870,160,1.43955,95,0.44646,93,0.41680
ENSG00000117632,STMN1,903,-0.1765,727,-0.5307,336,-1.7307,640,-0.7343,1322,0.47544,1165,0.25326,1935,1.18869
ENSG00000158008,EXTL1,11,-1.3714,0,-6.3272,3,-3.2134,53,1.17384,2,-3.4592,17,-0.7309,106,2.81806
ENSG00000142684,ZNF593,74,1.10090,0,-6.8432,92,1.54636,45,0.22192,8,-2.4322,26,-0.7028,34,-0.2595
ENSG00000142669,SH3BGRL3,517,1.22534,135,-1.0721,192,-0.5158,204,-0.4213,247,-0.1099,136,-1.0631,412,0.78756
ENSG00000198830,HMGN2,592,1.95700,153,-0.5533,339,0.79911,114,-1.0270,125,-0.8746,88,-1.4158,94,-1.3191
ENSG00000117713,ARID1A,11,-2.2525,57,0.20675,43,-0.2423,33,-0.6797,120,1.63218,34,-0.6078,52,0.05882
ENSG00000090273,NUDC,11,-3.6261,134,0.07961,227,1.03052,107,-0.2890,89,-0.5953,135,0.08976,190,0.69868
ENSG00000253368,TRNP1,11,-2.7071,11,-2.7916,32,-1.2021,68,0.00871,93,0.53285,178,1.83703,82,0.32747
ENSG00000142784,WDTC1,85,1.06458,0,-7.0740,72,0.76320,44,-0.0904,16,-1.6929,61,0.45671,49,0.07393
ENSG00000186501,TMEM222,12,-2.6661,74,0.09543,16,-2.2663,68,-0.0505,99,0.61650,111,0.81447,108,0.76711
ENSG00000126705,AHDC1,207,2.78699,0,-6.8961,23,-1.3777,24,-1.3215,10,-2.5332,49,-0.1887,71,0.44861
ENSG00000126709,IFI6,212,0.71903,97,-0.6122,266,1.15141,89,-0.7349,56,-1.4549,114,-0.3415,149,0.10093
ENSG00000117758,STX12,185,1.29843,62,-0.6230,28,-1.8594,74,-0.3456,54,-0.8327,106,0.26439,127,0.57932
ENSG00000117748,RPA2,11,-2.5118,0,-7.4208,68,0.22840,33,-0.9555,219,2.71348,30,-1.1087,56,-0.1053
ENSG00000126698,DNAJC8,295,1.73377,56,-1.1912,160,0.53107,84,-0.5451,6,-4.3530,115,-0.0369,108,-0.1460
ENSG00000130770,ATP5IF1,826,0.86948,132,-2.1016,273,-0.9930,335,-0.6721,846,0.91474,556,0.16131,570,0.20397
ENSG00000198492,YTHDF2,11,-1.9712,9,-2.3047,26,-0.7225,40,-0.0368,6,-2.7730,86,1.33246,109,1.85203
ENSG00000116350,SRSF4,104,1.17289,50,-0.1283,95,1.00541,22,-1.4023,38,-0.5738,21,-1.5186,49,-0.1718
ENSG00000116353,MECR,11,-1.4343,15,-0.9947,5,-2.5693,26,-0.1489,40,0.54878,45,0.76684,59,1.29173
ENSG00000162511,LAPTM5,234,1.37466,186,0.92269,288,1.81812,39,-1.6450,2,-5.5054,10,-3.5612,15,-3.0432
ENSG00000162512,SDC3,81,-0.6220,71,-0.8363,110,-0.1393,121,0.01955,112,-0.0977,212,1.02904,127,0.10953
ENSG00000134644,PUM1,321,1.76567,43,-1.6932,41,-1.7697,60,-1.1909,147,0.25882,110,-0.2347,163,0.43894
ENSG00000121766,ZCCHC17,431,2.03457,80,-1.0259,36,-2.2194,107,-0.5681,179,0.28623,81,-1.0027,146,-0.0668
ENSG00000121769,FABP3,11,-3.2811,0,-8.1721,18,-2.6013,100,-0.0196,62,-0.7850,279,1.96213,235,1.58100
ENSG00000162517,PEF1,95,0.54341,33,-1.1876,59,-0.2677,59,-0.2551,27,-1.5009,109,0.80323,103,0.68507
ENSG00000121753,ADGRB2,102,-0.9306,34,-2.5662,94,-1.0560,224,0.36246,79,-1.3134,312,0.96810,423,1.58173
ENSG00000184007,PTP4A2,19,-4.3989,1507,3.27162,363,0.06994,175,-1.1084,63,-2.6376,179,-1.0739,135,-1.5101
ENSG00000121774,KHDRBS1,97,-0.1969,40,-1.5649,158,0.64799,88,-0.3564,168,0.75847,107,-0.0323,105,-0.0655
ENSG00000025800,KPNA6,114,1.65156,33,-0.5710,18,-1.5356,27,-0.8742,18,-1.5059,44,-0.1093,75,0.82949
ENSG00000084623,EIF3I,11,-3.1682,49,-1.0237,184,1.22636,76,-0.3372,43,-1.2189,156,0.91333,133,0.61371
ENSG00000175130,MARCKSL1,15,-4.4080,743,1.79016,560,1.19306,177,-0.7993,216,-0.4833,218,-0.4684,100,-1.6871
ENSG00000160058,BSDC1,11,-1.8678,48,0.38631,17,-1.3055,41,0.10198,1,-4.5052,61,0.80997,90,1.55767
ENSG00000176261,ZBTB8OS,11,-1.9461,40,-0.0490,59,0.62923,45,0.16821,26,-0.7346,66,0.85521,38,-0.1021
ENSG00000162521,RBBP4,11,-2.6662,20,-1.8228,119,1.04576,35,-1.0003,121,1.07147,94,0.61645,62,-0.1120
ENSG00000134684,YARS,11,-2.9243,21,-2.0787,99,0.39631,44,-0.9267,57,-0.5397,144,1.08195,175,1.47357
ENSG00000121905,HPCA,11,-4.1694,0,-9.0567,91,-1.1336,195,0.08354,219,0.28518,379,1.30592,401,1.42514
ENSG00000121900,TMEM54,11,-2.3330,15,-1.9426,31,-0.8500,53,0.00135,163,2.23297,59,0.18814,37,-0.5860
ENSG00000142920,AZIN2,11,-1.4362,33,0.22431,34,0.27477,12,-1.3940,1,-4.3234,70,1.65112,41,0.58244
ENSG00000134686,PHC2,113,0.56181,84,0.05765,72,-0.1997,40,-1.1259,120,0.67294,73,-0.1811,68,-0.3037
ENSG00000163866,SMIM12,11,-1.7286,5,-2.9565,39,0.17317,30,-0.2450,17,-1.1514,89,1.74422,55,0.77171
ENSG00000116544,DLGAP3,103,1.00192,0,-7.3963,5,-3.6047,108,1.09971,52,-0.1924,49,-0.2817,92,0.79418
ENSG00000116560,SFPQ,11,-3.3985,165,0.72011,80,-0.5034,62,-0.9066,148,0.52751,148,0.52295,149,0.54195
ENSG00000142687,KIAA0319L,11,-2.1366,9,-2.5235,19,-1.3864,42,-0.1732,111,1.64126,68,0.66738,63,0.54172
ENSG00000020129,NCDN,174,-1.2747,0,-10.087,307,-0.3801,326,-0.2820,366,-0.0873,622,0.84172,908,1.60052
ENSG00000126067,PSMB2,279,1.53149,38,-1.8086,85,-0.5868,69,-0.9106,72,-0.8553,109,-0.1837,202,0.88863
ENSG00000142686,C1orf216,11,-2.8849,0,-7.7908,26,-1.6802,91,0.29558,110,0.63041,141,1.09270,157,1.29736
ENSG00000092847,AGO1,11,-1.1265,29,0.33541,24,0.02395,31,0.45163,1,-4.0305,39,0.86247,30,0.41827
ENSG00000054116,TRAPPC3,220,2.27848,0,-7.6548,43,-0.7880,32,-1.2370,45,-0.7162,99,0.61040,50,-0.5362
ENSG00000116871,MAP7D1,497,1.29130,221,-0.1730,193,-0.3949,168,-0.6118,200,-0.3353,219,-0.1875,216,-0.2052
ENSG00000054118,THRAP3,11,-2.3642,113,1.35594,54,8.45477,61,0.21422,6,-3.2696,59,0.15935,72,0.50064
ENSG00000181817,LSM10,337,2.66190,41,-1.2940,47,-1.0906,33,-1.6342,54,-0.8680,72,-0.4300,69,-0.4952
ENSG00000116898,MRPS15,87,1.04745,0,-7.1328,64,0.48219,43,-0.1934,21,-1.3261,84,0.96071,40,-0.2993
ENSG00000163875,MEAF6,104,0.49199,29,-1.5479,38,-1.1547,49,-0.7429,59,-0.4653,158,1.26858,111,0.60079
ENSG00000185090,MANEAL,11,-1.0706,0,-6.0476,8,-1.6807,25,0.14962,3,-3.0470,45,1.22200,67,2.11222
ENSG00000197982,C1orf122,11,-4.5829,517,1.35789,249,0.01599,233,-0.0922,267,0.13638,221,-0.1830,227,-0.1384
ENSG00000174574,AKIRIN1,11,-2.0566,20,-1.2337,47,0.13670,55,0.38167,1,-4.8607,72,0.86717,100,1.51868
ENSG00000168653,NDUFS5,183,-1.3446,233,-0.9731,287,-0.6455,461,0.13520,520,0.34085,715,0.91950,582,0.54108
ENSG00000127603,MACF1,73,-0.9181,126,-0.0264,224,0.99140,86,-0.6492,135,0.08940,126,-0.0301,128,-0.0049
ENSG00000090621,PABPC4,11,-3.0627,192,1.46015,114,0.46811,64,-0.4922,136,0.78380,35,-1.4247,55,-0.7294
ENSG00000116983,HPCAL4,11,-4.3404,0,-9.2288,40,-2.5561,345,0.88975,341,0.86749,275,0.47631,448,1.40803
ENSG00000131236,CAP1,85,-0.4724,70,-0.7753,123,0.13695,73,-0.7141,137,0.31989,122,0.12085,184,0.85218
ENSG00000131238,PPT1,226,1.21115,11,-3.5759,76,-0.6815,88,-0.4576,126,0.14133,174,0.70943,110,-0.0826
ENSG00000084070,SMAP2,11,-3.2141,39,-1.4163,98,0.02715,108,0.19656,37,-1.4884,154,0.82290,226,1.59107
ENSG00000117016,RIMS3,208,1.60710,0,-7.9902,1,-6.4864,99,0.19550,55,-0.7510,170,1.18054,84,-0.0803
ENSG00000066136,NFYC,11,-1.7544,7,-2.5430,16,-1.2849,18,-1.1218,100,1.98104,42,0.26873,57,0.80813
ENSG00000198815,FOXJ3,11,-1.7254,0,-6.6709,60,0.95030,32,-0.1303,8,-2.2893,57,0.84510,77,1.43911
ENSG00000177181,RIMKLA,11,-1.2829,0,-6.2497,1,-4.7381,21,-0.3261,45,0.95267,58,1.44547,47,1.03108
ENSG00000127125,PPCS,11,-2.1740,33,-0.5718,105,1.45977,40,-0.2763,8,-2.7224,68,0.62233,66,0.58001
ENSG00000065978,YBX1,502,1.97459,156,-0.2415,317,1.00455,79,-1.3273,110,-0.8031,74,-1.4163,27,-2.9006
ENSG00000117394,SLC2A1,533,2.40741,27,-2.7308,440,1.92435,52,-1.7690,36,-2.3317,25,-2.8673,20,-3.2046
ENSG00000117395,EBNA1BP2,11,-2.4375,12,-2.3848,45,-0.3708,37,-0.6837,95,0.90574,92,0.83350,106,1.10661
ENSG00000066322,ELOVL1,11,-2.7730,274,2.86922,129,1.07212,6,-3.6492,60,-0.2650,1,-6.0886,15,-2.4173
ENSG00000142949,PTPRF,11,-3.3221,34,-1.7249,136,0.46885,78,-0.4713,125,0.32400,180,0.98668,160,0.75875
ENSG00000126091,ST3GAL3,92,1.17232,1,-5.4654,3,-4.0850,51,0.09945,37,-0.4303,117,1.65434,36,-0.4643
ENSG00000117408,IPO13,11,-2.5044,124,1.34712,47,-0.3820,49,-0.3046,71,0.30705,63,0.10884,49,-0.3152
ENSG00000117410,ATP6V0B,137,-1.6659,132,-1.7210,266,-0.6444,213,-0.9910,715,1.06963,650,0.88719,644,0.86994
ENSG00000117411,B4GALT2,99,0.28251,21,-2.1278,106,0.41217,107,0.42383,63,-0.4635,124,0.69531,64,-0.4296
ENSG00000178028,DMAP1,11,-2.3664,16,-1.9051,62,0.23504,57,0.09626,98,1.06537,80,0.68958,53,-0.0288
ENSG00000117419,ERI3,11,-3.7026,92,-0.6239,95,-0.5725,175,0.44786,142,0.09467,169,0.39112,258,1.17418
ENSG00000187147,RNF220,11,-3.1242,61,-0.6450,77,-0.2630,83,-0.1431,51,-0.9248,192,1.37785,158,0.99165
ENSG00000142937,RPS8,1535,-0.0195,2800,1.05741,3345,1.41518,874,-0.9307,1124,-0.5312,548,-1.6499,644,-1.4024
ENSG00000126088,UROD,357,2.25369,62,-0.9908,13,-3.2725,55,-1.1665,93,-0.3486,111,-0.0504,112,-0.0418
ENSG00000117450,PRDX1,163,-0.9751,272,-0.1549,413,0.56390,249,-0.2976,361,0.32763,344,0.24010,286,-0.0688
ENSG00000117448,AKR1A1,302,2.92956,10,-3.1274,78,0.01905,37,-1.1739,5,-4.0606,36,-1.2055,71,-0.1410
ENSG00000132780,NASP,12,-1.6750,67,1.19387,62,1.03730,33,-0.0571,9,-1.9703,31,-0.1760,27,-0.4012
ENSG00000086015,MAST2,70,1.48908,0,-6.5041,1,-4.9998,30,-0.0893,31,0.00015,55,0.99784,32,0.03925
ENSG00000085998,POMGNT1,347,2.01389,100,-0.3413,1,-6.4884,42,-1.7017,192,0.77949,136,0.17291,43,-1.6563
ENSG00000132128,LRRC41,296,2.65292,10,-3.2156,52,-0.7409,33,-1.4279,37,-1.2615,89,0.14139,58,-0.5640
ENSG00000173660,UQCRH,79,-2.8856,125,-2.2028,800,0.77765,451,-0.2170,744,0.64615,870,0.93528,528,0.04618
ENSG00000117480,FAAH,194,2.41824,53,-0.1514,25,-1.3565,17,-1.9312,9,-2.7999,48,-0.3231,63,0.13241
ENSG00000123472,ATPAF1,97,-0.4238,0,-8.4840,154,0.34642,135,0.11235,186,0.67633,188,0.70072,122,-0.0575
ENSG00000159658,EFCAB14,11,-2.5427,134,1.45143,139,1.52834,54,-0.2174,31,-1.0876,35,-0.8835,23,-1.5605
ENSG00000162368,CMPK1,11,-3.5423,138,0.23529,173,0.63079,79,-0.6821,194,0.83714,90,-0.4774,157,0.45816
ENSG00000162374,ELAVL4,11,-3.5693,1,-6.5063,2,-5.6485,84,-0.6224,280,1.53472,206,0.92368,273,1.48071
ENSG00000185104,FAF1,11,-1.7668,24,-0.6501,12,-1.7121,24,-0.6740,93,1.79479,44,0.32545,44,0.34951
ENSG00000123091,RNF11,209,-0.7245,88,-2.0533,248,-0.4525,380,0.25843,207,-0.7393,597,1.08148,557,0.94930
ENSG00000085832,EPS15,55,-1.2614,56,-1.2328,184,0.71212,110,-0.1785,60,-1.1323,188,0.75189,202,0.89123
ENSG00000078618,NRDC,30,-1.7210,45,-1.0971,39,-1.2983,41,-1.2421,228,1.78340,126,0.59718,115,0.43986
ENSG00000169213,RAB3B,178,0.49843,6,-4.6089,38,-1.9601,176,0.47662,86,-0.7206,339,1.76733,111,-0.2966
ENSG00000134717,BTF3L4,11,-2.8459,41,-0.9723,42,-0.9214,43,-0.8916,238,2.31428,80,0.11509,68,-0.1625
ENSG00000162378,ZYG11B,88,-0.7177,28,-2.4258,119,-0.2218,92,-0.6362,222,0.85945,221,0.85124,184,0.51789
ENSG00000116171,SCP2,68,-0.2065,56,-0.5312,164,1.38507,50,-0.7063,2,-4.9488,111,0.62934,88,0.23614
ENSG00000162384,CZIB,11,-1.8041,3,-3.8053,31,-0.2947,31,-0.3000,69,1.10587,68,1.06734,47,0.40660
ENSG00000157193,LRP8,648,3.92848,3,-5.4392,21,-2.7731,26,-2.4852,96,-0.4790,45,-1.6550,62,-1.1675
ENSG00000116209,TMEM59,104,-0.1370,138,0.33382,134,0.28081,81,-0.5405,43,-1.5128,147,0.44877,145,0.42738
ENSG00000116221,MRPL37,11,-1.7776,15,-1.4267,13,-1.5608,31,-0.2781,14,-1.4501,70,1.19238,99,1.92532
ENSG00000157216,SSBP3,211,0.61797,56,-1.5433,114,-0.4296,130,-0.2120,78,-1.0370,95,-0.7251,353,1.62559
ENSG00000116133,DHCR24,11,-3.9686,328,1.29363,95,-0.8509,70,-1.3357,58,-1.6225,219,0.52693,348,1.41636
ENSG00000177606,JUN,314,2.32889,32,-1.7701,185,1.13784,49,-1.1186,2,-5.6744,53,-0.9903,53,-0.9904
ENSG00000162599,NFIA,445,2.36858,188,0.54744,183,0.49857,91,-0.6750,15,-3.3568,9,-4.1390,29,-2.3780
