Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000198597,ZNF536,112,2.94634,43,1.09519,11,-1.2756,47,1.23724,5,-2.2481,12,-0.9606,2,-3.4680
ENSG00000121297,TSHZ3,112,3.10247,15,-0.4441,10,-1.2048,15,-0.4245,8,-1.4979,5,-2.1884,27,0.51449
ENSG00000178904,DPY19L3,112,2.64893,24,-0.0238,20,-0.3988,19,-0.3852,16,-0.6783,11,-1.3236,16,-0.7240
ENSG00000105185,PDCD5,112,-0.6231,125,-0.4550,145,-0.2955,182,0.13158,230,0.55386,204,0.33971,157,-0.1104
ENSG00000105186,ANKRD27,112,2.61108,14,-0.8952,10,-1.6902,17,-0.6165,33,0.48762,13,-1.0847,27,0.12061
ENSG00000121289,CEP89,112,3.04813,11,-0.9030,14,-0.6957,1,-4.1367,16,-0.4570,16,-0.4253,12,-0.8251
ENSG00000130881,LRP3,112,1.74144,20,-0.9914,40,0.06862,8,-2.3292,20,-1.0739,33,-0.2862,51,0.44470
ENSG00000130876,SLC7A10,112,2.90976,10,-1.1197,33,0.95646,10,-1.1974,0,-5.5640,3,-3.0178,7,-1.6697
ENSG00000245848,CEBPA,112,3.03656,19,-0.1140,11,-1.1893,6,-1.8310,10,-1.0969,23,0.17950,12,-0.9260
ENSG00000153879,CEBPG,112,2.40833,11,-1.2986,19,-0.7582,15,-0.9075,23,-0.2843,28,0.01029,22,-0.3448
ENSG00000124299,PEPD,112,1.24039,54,0.06423,45,-0.2924,27,-1.0038,59,0.23208,50,-0.0770,43,-0.3321
ENSG00000124302,CHST8,112,3.24138,2,-3.0104,10,-1.1734,2,-3.1908,39,1.32388,5,-1.9580,2,-3.3206
ENSG00000257103,LSM14A,112,1.88311,55,0.66509,29,-0.4042,32,-0.1863,24,-0.6714,27,-0.4596,26,-0.5674
ENSG00000105220,GPI,112,-1.8068,224,-0.7727,263,-0.6660,356,-0.0604,538,0.66047,399,0.12587,599,0.86398
ENSG00000126249,PDCD2L,112,3.16221,5,-1.8904,10,-1.2910,6,-1.6188,17,-0.2397,19,-0.0168,11,-0.9713
ENSG00000126261,UBA2,112,0.79659,56,-0.2887,44,-0.8121,107,0.72735,82,0.32115,65,-0.0768,68,0.00514
ENSG00000089335,ZNF302,112,1.99555,33,-0.0495,19,-1.0861,25,-0.4541,47,0.54731,31,-0.1702,21,-0.7661
ENSG00000089351,GRAMD1A,112,1.72017,30,-0.4121,18,-1.4689,57,0.58272,52,0.45868,49,0.37289,22,-0.9530
ENSG00000105711,SCN1B,112,0.80807,15,-2.2238,43,-0.8323,113,0.82859,91,0.53550,117,0.99885,22,-1.7465
ENSG00000153902,LGI4,112,1.23617,58,0.16430,46,-0.2288,21,-1.3724,44,-0.2926,70,0.50759,37,-0.5613
ENSG00000266964,FXYD1,112,-0.6400,318,1.01570,254,0.94082,192,0.19136,93,-0.9833,93,-0.9770,98,-0.8961
ENSG00000221946,FXYD7,112,-1.2935,190,-0.4937,259,-0.0208,207,-0.3630,345,0.48386,197,-0.4747,387,0.69455
ENSG00000105698,USF2,112,0.41177,147,0.86106,79,-0.1719,60,-0.5541,75,-0.2332,68,-0.3880,99,0.23408
ENSG00000105695,MAG,112,1.06550,426,3.96252,11,-2.7725,71,0.32143,15,-2.1224,4,-3.7709,29,-1.1071
ENSG00000105677,TMEM147,112,0.60039,57,-0.4539,61,-0.4361,130,0.85446,86,0.19667,66,-0.2384,73,-0.0854
ENSG00000126254,RBM42,112,1.40592,50,0.09130,30,-0.8770,17,-1.4900,49,0.05470,47,0.00476,62,0.46666
ENSG00000126267,COX6B1,112,-2.3780,663,0.30577,539,-0.0283,646,0.26324,708,0.45377,571,0.07498,484,-0.2044
ENSG00000272333,KMT2B,112,3.01143,17,-0.2781,9,-1.4956,15,-0.5021,9,-1.3889,14,-0.7020,24,0.23854
ENSG00000161265,U2AF1L4,112,2.44365,28,0.05139,19,-0.7022,17,-0.6879,24,-0.2029,14,-1.0079,22,-0.3411
ENSG00000205155,PSENEN,112,0.83328,59,-0.1663,45,-0.7390,60,-0.1531,103,0.77929,72,0.14926,50,-0.4711
ENSG00000267796,LIN37,112,2.83788,11,-1.0115,14,-0.9249,0,-6.1321,22,-0.0801,18,-0.3432,18,-0.3615
ENSG00000004777,ARHGAP33,112,1.13988,49,-0.1746,48,-0.2665,68,0.33576,32,-0.8583,37,-0.6479,78,0.59990
ENSG00000105290,APLP1,112,-2.3140,789,0.65481,311,-0.9864,504,-0.0576,641,0.35302,613,0.27342,821,0.80874
ENSG00000126264,HCST,112,3.49635,38,1.27032,12,-0.6773,0,-4.6520,5,-1.9317,7,-1.3803,1,-3.4439
ENSG00000011600,TYROBP,112,1.50740,117,1.58472,48,0.16984,58,0.41984,10,-2.2764,22,-1.1250,18,-1.4659
ENSG00000126243,LRFN3,112,1.99534,7,-2.3077,24,-0.6446,16,-1.1591,38,0.19223,32,-0.0936,35,0.05783
ENSG00000205138,SDHAF1,112,1.66780,19,-1.1235,24,-1.0029,43,0.09825,47,0.24615,42,0.03459,41,0.02393
ENSG00000239382,ALKBH6,112,1.41810,28,-0.7653,30,-0.8694,51,0.11613,69,0.66805,48,0.05619,33,-0.5643
ENSG00000105270,CLIP3,112,-1.4708,210,-0.5230,258,-0.2736,315,0.10250,388,0.47967,259,-0.2225,438,0.69977
ENSG00000105258,POLR2I,112,-1.0774,309,0.48855,224,-0.0202,230,0.02212,270,0.30274,253,0.18805,176,-0.4173
ENSG00000105254,TBCB,112,-1.1977,271,0.15185,196,-0.4457,287,0.24187,372,0.74038,231,-0.1020,266,0.13713
ENSG00000126247,CAPNS1,112,-1.3328,222,-0.2992,218,-0.4201,216,-0.3376,461,0.97605,266,-0.0156,310,0.24706
ENSG00000161281,COX7A1,112,-1.3427,252,-0.1139,334,0.46099,232,-0.2367,267,-0.0226,251,-0.1300,276,0.03230
ENSG00000167635,ZNF146,112,2.83863,23,0.01170,15,-0.7376,9,-1.3420,12,-0.9470,20,-0.2224,12,-0.9551
ENSG00000232677,LINC00665,112,2.62594,16,-0.6583,14,-1.0569,4,-2.4406,24,-0.0702,26,0.09385,17,-0.5730
ENSG00000186020,ZNF529,112,2.36061,19,-0.5750,13,-1.3946,17,-0.7387,21,-0.4611,15,-0.9602,47,0.89764
ENSG00000196967,ZNF585A,112,3.43054,21,0.23193,7,-1.5247,0,-5.9525,16,-0.1577,11,-0.7058,7,-1.4594
ENSG00000181666,ZNF875,112,2.64637,8,-1.6624,14,-0.9855,18,-0.4613,13,-1.0278,20,-0.3232,29,0.29470
ENSG00000171817,ZNF540,112,2.49060,5,-2.2647,12,-1.4813,57,1.22908,18,-0.6320,29,0.16628,15,-0.8998
ENSG00000105738,SIPA1L3,112,2.70732,5,-2.2077,15,-0.8817,23,-0.0378,6,-2.0923,25,0.04882,25,0.08036
ENSG00000011332,DPF1,112,0.83116,43,-0.6475,56,-0.3445,55,-0.2943,71,0.11806,59,-0.1935,84,0.41834
ENSG00000167642,SPINT2,112,-0.9918,86,-1.3844,119,-1.1019,562,1.60100,301,0.60398,245,0.22940,227,0.10227
ENSG00000167641,PPP1R14A,112,0.30355,755,4.34179,24,-2.3559,105,0.20782,19,-2.4247,10,-3.3856,36,-1.4849
ENSG00000167645,YIF1B,112,1.25424,48,-0.1128,35,-0.7220,24,-1.1315,71,0.55894,61,0.28606,40,-0.4012
ENSG00000099341,PSMD8,112,-1.0524,148,-0.6269,188,-0.3468,255,0.21016,341,0.76069,278,0.38538,197,-0.2097
ENSG00000188766,SPRED3,112,3.05391,7,-1.4928,17,-0.3253,12,-0.8405,1,-3.6459,10,-1.1952,23,0.15197
ENSG00000130244,FAM98C,112,1.39660,46,-0.0500,37,-0.4937,46,-0.0475,50,0.09926,39,-0.3403,44,-0.1302
ENSG00000178982,EIF3K,112,-1.0128,234,0.12050,221,0.04108,229,0.08328,322,0.69763,183,-0.2872,176,-0.3484
ENSG00000130402,ACTN4,112,0.42596,125,0.61078,67,-0.4770,53,-0.7148,82,-0.0673,69,-0.3500,124,0.66165
ENSG00000104823,ECH1,112,0.28554,115,0.33034,81,-0.2857,139,0.63359,98,0.08729,74,-0.3817,89,-0.0779
ENSG00000104824,HNRNPL,112,0.79784,51,-0.4476,56,-0.3770,85,0.35308,63,-0.1293,53,-0.3911,88,0.46311
ENSG00000068903,SIRT2,112,-0.0628,307,1.60930,98,-0.3427,104,-0.1793,102,-0.2229,83,-0.5560,114,-0.0373
ENSG00000104835,SARS2,112,2.80704,16,-0.5790,11,-1.3318,18,-0.3915,20,-0.2617,21,-0.1610,14,-0.7517
ENSG00000128626,MRPS12,112,1.13045,33,-0.7955,39,-0.7001,54,-0.0525,69,0.37454,73,0.48522,42,-0.4551
ENSG00000269190,FBXO17,112,3.17428,10,-1.0591,12,-0.9081,5,-1.9315,7,-1.6201,21,0.11061,12,-0.7195
ENSG00000161243,FBXO27,112,2.54087,11,-1.3256,11,-1.5847,37,0.57109,27,0.09771,28,0.14205,12,-1.2274
ENSG00000128011,LRFN1,112,2.61119,5,-2.2038,13,-1.2144,4,-2.4514,26,0.07288,26,0.04634,25,-0.0375
ENSG00000130755,GMFG,112,2.96378,23,0.12177,14,-0.7366,15,-0.5306,7,-1.6333,16,-0.4239,11,-1.0051
ENSG00000179134,SAMD4B,112,1.36107,48,-0.0112,49,0.04427,28,-0.8422,28,-0.8818,36,-0.4947,58,0.31567
ENSG00000006712,PAF1,112,2.07120,37,0.17765,22,-0.7407,23,-0.5204,23,-0.6001,30,-0.1412,30,-0.1489
ENSG00000063322,MED29,112,0.64289,67,-0.1590,58,-0.5060,78,0.07569,89,0.30324,64,-0.2518,87,0.27776
ENSG00000105193,RPS16,112,-1.8344,924,1.47608,459,0.42885,413,0.14201,250,-0.6791,325,-0.2519,235,-0.7758
ENSG00000196235,SUPT5H,112,0.87422,45,-0.5532,50,-0.4966,38,-0.7936,68,0.09283,61,-0.1104,93,0.64842
ENSG00000105197,TIMM50,112,0.98930,41,-0.5971,41,-0.7193,72,0.27080,76,0.40146,61,0.01762,60,-0.0113
ENSG00000090932,DLL3,112,1.58833,27,-0.7080,37,-0.2912,13,-1.7548,50,0.27317,58,0.54158,19,-1.2470
ENSG00000176401,EID2B,112,2.62314,9,-1.4441,18,-0.6001,11,-1.2537,25,0.01068,15,-0.7849,19,-0.4111
ENSG00000176396,EID2,112,0.71114,39,-0.9250,47,-0.8146,61,-0.2419,95,0.50263,90,0.41133,79,0.18021
ENSG00000105204,DYRK1B,112,2.01414,12,-1.4761,25,-0.6131,30,-0.1739,19,-0.8921,30,-0.1921,44,0.44701
ENSG00000105202,FBL,112,1.66963,52,0.39716,36,-0.2683,12,-1.8449,35,-0.2693,38,-0.1336,33,-0.3336
ENSG00000013275,PSMC4,112,1.04161,46,-0.3546,36,-0.9255,40,-0.5924,89,0.74715,61,0.07482,59,0.02216
ENSG00000130758,MAP3K10,112,1.33650,44,-0.1633,59,0.39724,35,-0.5036,23,-1.1901,27,-0.9797,56,0.21174
ENSG00000174521,TTC9B,112,-2.3568,393,-0.4846,601,0.23363,435,-0.3314,697,0.45147,533,-0.0161,598,0.18141
ENSG00000105221,AKT2,112,2.46607,31,0.21755,18,-0.7576,2,-3.6136,21,-0.4197,17,-0.7064,28,0.08382
ENSG00000105223,PLD3,112,-2.6470,334,-1.0319,500,-0.5374,661,0.00928,943,0.64054,818,0.38333,954,0.66155
ENSG00000197019,SERTAD1,112,3.20106,20,0.06961,11,-0.9992,1,-3.7322,13,-0.5872,15,-0.4451,9,-1.2326
ENSG00000090013,BLVRB,112,1.12336,82,0.60376,48,-0.2925,49,-0.1971,74,0.49495,42,-0.4766,29,-1.0564
ENSG00000160460,SPTBN4,112,0.56487,33,-1.2767,57,-0.6062,82,0.07562,74,-0.0927,111,0.60999,95,0.34307
ENSG00000090006,LTBP4,112,2.65549,20,-0.3189,13,-1.2039,0,-6.8175,14,-0.8831,27,0.14390,28,0.20843
ENSG00000105245,NUMBL,112,0.60606,31,-1.3622,52,-0.7399,45,-0.7983,97,0.42209,95,0.39111,105,0.56281
ENSG00000123815,COQ8B,112,3.15048,16,-0.3590,10,-1.2333,9,-1.1350,18,-0.1907,9,-1.1641,13,-0.6210
ENSG00000077312,SNRPA,112,2.40566,23,-0.2541,16,-1.0303,9,-1.6143,19,-0.5759,34,0.36178,22,-0.3469
ENSG00000167578,RAB4B,112,0.91063,56,-0.1992,36,-1.0546,52,-0.2880,79,0.38956,77,0.33168,73,0.25391
ENSG00000269858,EGLN2,112,0.87936,71,0.14671,54,-0.3597,38,-0.7895,70,0.14135,67,0.05683,64,-0.0061
ENSG00000167601,AXL,112,2.66353,27,0.12265,34,0.73986,6,-1.9817,5,-2.3941,4,-2.7668,10,-1.3837
ENSG00000105323,HNRNPUL1,112,1.39400,78,0.79089,31,-0.8249,18,-1.4465,46,-0.0561,38,-0.3750,60,0.38880
ENSG00000142046,TMEM91,112,1.98751,35,0.04894,26,-0.5456,103,1.83527,6,-2.5924,4,-3.0102,35,0.04884
ENSG00000077348,EXOSC5,112,1.76582,29,-0.4444,24,-0.8690,50,0.40116,43,0.19104,45,0.28100,18,-1.1902
ENSG00000248098,BCKDHA,112,1.84986,26,-0.5524,29,-0.4624,12,-1.6636,53,0.64067,16,-1.3134,38,0.03130
ENSG00000105341,DMAC2,112,1.88081,22,-0.7494,27,-0.5706,12,-1.6114,42,0.25276,40,0.16866,27,-0.5086
ENSG00000105372,RPS19,112,-2.5647,1703,1.68189,735,0.36522,648,0.06660,459,-0.5027,426,-0.6235,450,-0.5344
ENSG00000105404,RABAC1,112,-1.3468,248,-0.1396,226,-0.3638,342,0.36498,400,0.68805,290,0.11062,271,-0.0020
ENSG00000105409,ATP1A3,112,-2.1064,175,-1.4430,332,-0.6113,629,0.51799,676,0.70880,574,0.40794,578,0.42189
ENSG00000105737,GRIK5,112,0.55455,47,-0.7957,62,-0.4737,77,-0.0418,72,-0.1548,85,0.13464,113,0.64209
ENSG00000160570,DEDD2,112,2.22905,11,-1.5132,17,-1.0340,5,-2.6554,36,0.28138,36,0.29939,27,-0.2142
ENSG00000105723,GSK3A,112,-0.2414,61,-1.1453,100,-0.5285,96,-0.4705,156,0.31261,172,0.47718,186,0.62829
ENSG00000105722,ERF,112,2.75178,14,-0.8144,9,-1.7547,11,-1.0699,12,-1.0603,30,0.39850,26,0.14287
ENSG00000079432,CIC,112,1.51832,31,-0.5358,36,-0.3987,14,-1.7418,33,-0.4966,54,0.34721,50,0.21744
ENSG00000079462,PAFAH1B3,112,1.24097,30,-0.8140,31,-0.9569,95,0.96625,55,0.10244,70,0.53039,31,-0.8337
ENSG00000167619,TMEM145,112,2.02886,9,-1.9772,21,-0.9019,38,0.19437,35,0.05527,26,-0.4245,37,0.15234
ENSG00000105429,MEGF8,112,1.33127,30,-0.7708,31,-0.8677,24,-1.0672,37,-0.4629,57,0.24104,81,0.89426
ENSG00000105427,CNFN,112,3.27197,14,-0.4038,13,-0.7187,11,-0.8267,8,-1.2547,7,-1.5455,13,-0.5891
ENSG00000213904,LIPE-AS1,112,3.01492,34,0.76592,12,-1.0453,18,-0.2346,10,-1.2251,12,-0.9370,9,-1.2464
ENSG00000105755,ETHE1,112,2.49656,24,-0.1237,17,-0.7922,29,0.14686,18,-0.5964,25,-0.1178,12,-1.2824
ENSG00000176472,ZNF575,112,3.11269,10,-1.0119,14,-0.6866,10,-1.0571,4,-2.3563,12,-0.7904,21,0.03619
ENSG00000073050,XRCC1,112,2.83984,14,-0.6707,8,-1.7818,34,0.65376,19,-0.2774,16,-0.5486,15,-0.6287
ENSG00000167378,IRGQ,112,1.21682,31,-0.8120,43,-0.4105,34,-0.6784,57,0.13936,43,-0.3342,68,0.45452
ENSG00000124444,ZNF576,112,2.83112,22,-0.0361,10,-1.5364,34,0.64724,17,-0.4846,11,-1.0842,16,-0.5525
ENSG00000131116,ZNF428,112,-0.0631,143,0.32727,120,0.06032,125,0.11459,114,-0.0393,97,-0.3024,116,-0.0068
ENSG00000105767,CADM4,112,0.38027,128,0.60155,79,-0.2169,182,1.17999,56,-0.7401,44,-1.1120,102,0.25912
ENSG00000105771,SMG9,112,2.04775,15,-1.1375,14,-1.4954,60,0.95765,30,-0.1482,32,-0.0569,31,-0.1348
ENSG00000167380,ZNF226,112,2.11835,24,-0.4604,20,-0.8613,42,0.40808,34,0.11201,21,-0.6686,24,-0.4959
ENSG00000073008,PVR,112,2.47678,9,-1.5691,11,-1.5355,38,0.56493,34,0.41328,19,-0.5280,18,-0.6135
ENSG00000130202,NECTIN2,112,2.65161,18,-0.4855,19,-0.4984,2,-3.3224,27,0.18385,22,-0.1867,7,-1.9940
ENSG00000130204,TOMM40,112,0.53991,42,-0.9611,55,-0.7080,84,0.08300,89,0.19156,88,0.18334,110,0.57253
ENSG00000130203,APOE,112,-3.1337,2248,1.47925,1668,1.51541,870,-0.0817,259,-1.9971,185,-2.5008,565,-0.7958
ENSG00000130208,APOC1,112,-0.0679,129,0.16152,207,1.42429,60,-1.0138,33,-1.9718,69,-0.8655,93,-0.3815
ENSG00000234906,APOC2,112,2.02739,91,1.64130,34,0.01597,4,-2.8810,6,-2.5329,26,-0.4473,15,-1.2558
ENSG00000104853,CLPTM1,112,-0.4144,117,-0.3456,105,-0.6408,189,0.40927,185,0.41048,164,0.19933,181,0.37523
ENSG00000104859,CLASRP,112,3.33703,25,0.47252,7,-1.6260,2,-3.1213,18,-0.0796,6,-1.6505,12,-0.6736
ENSG00000142252,GEMIN7,112,2.65574,10,-1.3155,13,-1.1099,16,-0.6628,24,-0.0123,18,-0.4826,21,-0.2247
ENSG00000007047,MARK4,112,0.94823,39,-0.7079,51,-0.3702,69,0.17189,51,-0.3100,59,-0.0837,79,0.43144
ENSG00000104866,PPP1R37,112,1.74120,22,-0.8680,25,-0.8707,24,-0.7321,33,-0.2815,33,-0.2941,60,0.76378
ENSG00000007255,TRAPPC6A,112,2.79957,33,0.57997,14,-0.9566,14,-0.6939,16,-0.5977,13,-0.9575,14,-0.8114
ENSG00000104884,ERCC2,112,2.16428,9,-1.7739,25,-0.4642,5,-2.5936,24,-0.4269,29,-0.1065,37,0.30453
ENSG00000012061,ERCC1,112,1.20744,51,-0.0460,40,-0.5288,35,-0.6143,58,0.16514,56,0.08585,50,-0.0922
ENSG00000125744,RTN2,112,1.13161,26,-1.1606,59,0.12094,14,-2.0004,60,0.12512,58,0.09258,49,-0.2133
ENSG00000125746,EML2,112,1.86590,47,0.38633,32,-0.2616,55,0.63352,21,-0.9238,23,-0.7263,23,-0.7528
ENSG00000125743,SNRPD2,112,-1.1030,252,0.14056,205,-0.2372,296,0.39308,311,0.52723,254,0.16946,193,-0.2999
ENSG00000185800,DMWD,112,0.57242,52,-0.6151,61,-0.4921,38,-1.0917,83,0.10484,73,-0.0999,128,0.88837
ENSG00000125755,SYMPK,112,1.76020,43,0.17052,36,-0.1504,38,-0.0298,21,-0.9508,19,-1.1113,43,0.16272
ENSG00000170604,IRF2BP1,112,2.57516,14,-0.8715,12,-1.3496,24,-0.1066,32,0.37357,16,-0.7437,19,-0.4749
ENSG00000176182,MYPOP,112,1.65618,29,-0.5334,43,0.11287,24,-0.7807,29,-0.5455,29,-0.5689,39,-0.0805
ENSG00000104967,NOVA2,112,0.93504,26,-1.3354,41,-0.8039,67,0.11301,68,0.13808,75,0.32590,78,0.39257
ENSG00000011485,PPP5C,112,0.10349,58,-0.9016,63,-0.9599,149,0.55829,170,0.87345,102,-0.0392,122,0.26827
ENSG00000277531,PNMA8C,112,1.07411,16,-1.9045,31,-1.1639,32,-0.8840,89,0.78087,59,0.05375,83,0.66224
ENSG00000182013,PNMA8A,112,-1.1579,111,-1.1658,178,-0.5816,414,0.87981,323,0.52775,174,-0.5306,384,0.84951
ENSG00000204851,PNMA8B,112,-0.3791,96,-0.6020,134,-0.1358,119,-0.2843,127,-0.1942,64,-1.2853,306,1.43218
ENSG00000160014,CALM3,112,-3.8577,991,-0.6469,1461,-0.0671,1265,-0.2733,2364,0.80420,1590,0.08924,1750,0.25551
ENSG00000197380,DACT3,112,0.53935,83,0.06889,75,-0.1252,55,-0.5529,75,-0.0993,64,-0.3679,103,0.45703
ENSG00000090372,STRN4,112,0.57228,38,-1.0768,54,-0.7162,77,-0.0115,69,-0.2041,96,0.36732,120,0.76611
ENSG00000181027,FKRP,112,2.85436,11,-1.0838,11,-1.2392,20,-0.2014,11,-1.1390,19,-0.2937,23,0.00942
ENSG00000042753,AP2S1,112,-1.4309,216,-0.4427,283,-0.0347,320,0.17050,392,0.54575,266,-0.1301,321,0.18914
ENSG00000160007,ARHGAP35,112,-0.1832,61,-1.0935,113,-0.2078,162,0.40055,89,-0.5677,139,0.17061,195,0.77990
ENSG00000130748,TMEM160,112,-1.6126,284,-0.2081,384,0.36377,264,-0.3188,395,0.34141,313,-0.0630,305,-0.1090
ENSG00000130749,ZC3H4,112,3.28072,19,-0.0034,9,-1.3827,3,-2.6272,9,-1.1958,12,-0.7753,18,-0.0739
ENSG00000142230,SAE1,112,0.60101,70,-0.1455,63,-0.3867,90,0.26177,79,0.04946,56,-0.5134,100,0.47607
ENSG00000257704,INAFM1,112,0.73096,37,-0.9849,37,-1.2118,127,0.94396,69,-0.0483,108,0.75412,71,0.00966
ENSG00000105419,MEIS3,112,0.10174,59,-0.8669,113,0.15581,39,-1.4764,102,-0.0450,105,-0.0018,143,0.55211
ENSG00000118160,SLC8A2,112,-0.1583,63,-1.0166,74,-0.9824,55,-1.2299,122,-0.0173,151,0.34652,268,1.45699
ENSG00000118162,KPTN,112,2.59689,6,-1.9879,14,-1.0323,30,0.24398,19,-0.4251,11,-1.3609,31,0.37269
ENSG00000105402,NAPA,112,-1.2551,132,-1.0039,210,-0.3872,153,-0.7881,442,0.99588,341,0.50914,257,0.01303
ENSG00000105373,NOP53,112,0.76445,128,0.99454,62,-0.2057,85,0.32760,37,-0.9945,56,-0.3594,69,-0.0093
ENSG00000178980,SELENOW,112,-3.9828,1609,-0.0350,1755,0.13610,1483,-0.1616,2129,0.45112,1690,0.04620,1764,0.11929
ENSG00000105499,PLA2G4C,112,2.80963,27,0.22558,10,-1.4960,54,1.40367,15,-0.6677,9,-1.4951,9,-1.4506
ENSG00000185453,ZSWIM9,112,3.17478,16,-0.3295,11,-0.9940,13,-0.6055,6,-1.7375,6,-1.8260,22,0.20810
ENSG00000142227,EMP3,112,3.55356,42,1.45455,14,-0.4107,0,-6.2952,0,-4.4977,6,-1.6103,0,-5.6123
ENSG00000105438,KDELR1,112,1.36392,37,-0.4162,25,-1.2203,6,-2.9403,82,0.94888,40,-0.3306,65,0.52673
ENSG00000105443,CYTH2,112,1.46478,64,0.52100,31,-0.7653,57,0.33955,54,0.28578,7,-2.8494,59,0.43667
ENSG00000142235,LMTK3,112,0.62716,48,-0.6813,49,-0.8365,54,-0.5138,66,-0.2249,99,0.47775,120,0.83943
ENSG00000063177,RPL18,112,-2.2831,1113,1.26739,559,0.18575,582,0.20053,473,-0.1355,388,-0.4636,447,-0.2274
ENSG00000063176,SPHK2,112,2.39724,15,-0.8804,16,-0.9874,38,0.48760,22,-0.4122,31,0.19135,13,-1.2335
ENSG00000105516,DBP,112,1.34908,36,-0.4697,37,-0.5452,35,-0.4900,47,-0.0691,65,0.50515,40,-0.3371
ENSG00000063180,CA11,112,-1.3681,252,-0.1380,288,0.09543,138,-1.0485,278,0.01744,328,0.30417,356,0.44931
ENSG00000087076,HSD17B14,112,2.68705,27,0.16570,26,0.11901,4,-2.5410,6,-2.1087,13,-0.9345,15,-0.7378
ENSG00000087074,PPP1R15A,112,2.62991,16,-0.6549,9,-1.7225,4,-2.5415,33,0.48588,33,0.46553,12,-1.2068
ENSG00000104805,NUCB1,112,0.33074,76,-0.2655,65,-0.6493,94,0.05841,119,0.47934,68,-0.4683,130,0.64434
ENSG00000087088,BAX,112,2.44538,22,-0.2932,19,-0.7106,11,-1.3558,30,0.14144,21,-0.4272,16,-0.8284
ENSG00000087086,FTL,112,-3.7318,3317,1.43923,1780,0.55896,1184,-0.2426,848,-0.8039,1166,-0.2871,1115,-0.3616
ENSG00000183207,RUVBL2,112,0.91379,29,-1.1811,51,-0.4067,49,-0.3999,76,0.32233,85,0.51982,52,-0.3300
ENSG00000104852,SNRNP70,112,0.61482,98,0.40322,45,-0.9783,54,-0.5284,72,-0.0857,94,0.38295,104,0.55628
ENSG00000104863,LIN7B,112,0.52184,43,-0.9479,73,-0.2032,108,0.46470,90,0.19621,99,0.36326,56,-0.5848
ENSG00000177380,PPFIA3,112,0.12374,62,-0.7708,81,-0.4826,91,-0.1931,98,-0.0889,77,-0.4848,202,1.23683
ENSG00000104888,SLC17A7,112,-3.0812,387,-1.2593,841,-0.1040,357,-1.3792,1015,0.23749,811,-0.1473,1814,1.34198
ENSG00000104872,PIH1D1,112,0.83648,62,-0.0977,45,-0.7368,33,-1.0655,92,0.57395,92,0.57647,53,-0.3733
ENSG00000142541,RPL13A,112,-2.5844,1550,1.48778,796,0.51893,699,0.16524,411,-0.7016,430,-0.6279,476,-0.4634
ENSG00000142534,RPS11,112,-2.1082,966,1.22866,560,0.45928,525,0.22749,360,-0.3883,302,-0.6765,370,-0.3430
ENSG00000104870,FCGRT,112,2.76092,47,1.10418,20,-0.3204,25,0.08047,3,-2.8206,9,-1.4523,8,-1.6092
ENSG00000142546,NOSIP,112,1.36840,54,0.17019,42,-0.2910,38,-0.3736,60,0.39094,38,-0.4136,30,-0.7476
ENSG00000126464,PRR12,112,2.58575,23,-0.1288,13,-1.2751,23,-0.1238,18,-0.5669,23,-0.1677,20,-0.4026
ENSG00000126461,SCAF1,112,0.59797,45,-0.8242,63,-0.4014,119,0.70255,62,-0.3568,51,-0.6669,122,0.83401
ENSG00000126456,IRF3,112,2.85667,24,0.13193,16,-0.6156,30,0.43619,9,-1.4063,8,-1.5036,13,-0.8909
ENSG00000126457,PRMT1,112,0.36429,74,-0.2785,53,-0.9573,149,0.82627,107,0.32351,113,0.42876,82,-0.1371
ENSG00000169169,CPT1C,112,0.72768,49,-0.5587,57,-0.4128,71,0.00273,73,0.06217,63,-0.1882,92,0.46566
ENSG00000196961,AP2A1,112,0.05917,76,-0.5359,87,-0.4261,92,-0.2330,156,0.65448,103,-0.0706,127,0.28069
ENSG00000010361,FUZ,112,3.09691,23,0.18766,10,-1.2865,5,-1.9276,16,-0.4114,12,-0.8119,14,-0.5951
ENSG00000104973,MED25,112,1.94760,33,-0.1093,19,-1.1025,27,-0.4122,27,-0.4328,39,0.17970,38,0.12174
ENSG00000104960,PTOV1,112,-0.6988,153,-0.2222,142,-0.4251,262,0.62879,203,0.24663,174,-0.0254,221,0.39232
ENSG00000039650,PNKP,112,2.46976,16,-0.7525,16,-0.9359,24,-0.1438,25,-0.1111,14,-1.0593,27,0.00235
ENSG00000204673,AKT1S1,112,1.64513,44,0.08869,29,-0.6846,8,-2.4009,46,0.19207,42,0.04888,40,-0.0498
ENSG00000104946,TBC1D17,112,1.44683,72,0.71466,27,-0.9888,30,-0.6460,37,-0.3490,39,-0.2575,61,0.49626
ENSG00000213024,NUP62,112,2.29274,13,-1.1669,19,-0.7797,27,-0.0985,18,-0.7781,28,-0.0922,29,0.01128
ENSG00000105053,VRK3,112,2.13867,28,-0.1639,20,-0.8860,34,0.11805,25,-0.3652,25,-0.3930,29,-0.1571
