"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
1,"enrichment","Excit.L2","MOB1B",12.2525984827449,5.30973531411155e-24,6.64106294853645e-21,4583,0.875527266786114,"ENSG00000173542"
2,"enrichment","Excit.L2","PUM3",11.4026062600943,8.69100502811168e-22,6.52207781329613e-19,8683,0.920786768412529,"ENSG00000080608"
3,"enrichment","Excit.L2","RPS6KA6",11.251079970576,2.15566628238031e-21,1.55547904322066e-18,18444,0.809178152034074,"ENSG00000072133"
4,"enrichment","Excit.L2","TENT2",11.0395823103152,7.65317609873488e-21,4.22297755259897e-18,5395,0.485749192420148,"ENSG00000164329"
5,"enrichment","Excit.L2","TTLL5",10.6682804892057,7.05008821102976e-20,3.00606147561658e-17,12963,0.678339142731692,"ENSG00000119685"
6,"enrichment","Excit.L2","ENSG00000287161",10.6201344330412,9.39801934303821e-20,3.67325501864042e-17,14565,4.11497278760234,"ENSG00000287161"
7,"enrichment","Excit.L2","RFX3",10.5611840502222,1.3360352186313e-19,5.01307134734837e-17,8688,1.63235116974355,"ENSG00000080298"
8,"enrichment","Excit.L2","DTNBP1",10.4115969758829,3.25909007838207e-19,1.11170525382775e-16,6139,1.36029651609708,"ENSG00000047579"
9,"enrichment","Excit.L2","EPB41L4B",10.2602949645186,8.01963248416591e-19,2.3508800786787e-16,9126,0.719724176034052,"ENSG00000095203"
10,"enrichment","Excit.L2","CDH9",9.99632920246997,3.84194083072536e-18,9.74035836827548e-16,5159,1.94811907588337,"ENSG00000113100"
1,"enrichment","Excit.L2_5.1","PABPN1",9.1624102253483,5.16997052742635e-16,9.69938170650457e-12,12596,0.456547081996908,"ENSG00000100836"
2,"enrichment","Excit.L2_5.1","PLP1",8.05431110453171,2.94227419141173e-13,1.91928682554477e-09,18506,1.38761324692434,"ENSG00000123560"
3,"enrichment","Excit.L2_5.1","CD9",8.0467895247763,3.06905840660642e-13,1.91928682554477e-09,11215,1.68630765157843,"ENSG00000010278"
4,"enrichment","Excit.L2_5.1","BCAS1",7.55580279992842,4.6714149180791e-12,1.79673836395282e-08,17418,2.12598331315869,"ENSG00000064787"
5,"enrichment","Excit.L2_5.1","TXNIP",7.5249804303929,5.53005557484038e-12,1.79673836395282e-08,1002,1.87788107410077,"ENSG00000265972"
6,"enrichment","Excit.L2_5.1","APCDD1",7.51065886557341,5.98051966593748e-12,1.79673836395282e-08,15662,1.8776413163415,"ENSG00000154856"
7,"enrichment","Excit.L2_5.1","ADAM33",7.46787934321033,7.5539302605167e-12,1.79673836395282e-08,17102,1.44563363993079,"ENSG00000149451"
8,"enrichment","Excit.L2_5.1","OPALIN",7.45747029117523,7.99500020053358e-12,1.79673836395282e-08,9927,1.7554144353381,"ENSG00000197430"
9,"enrichment","Excit.L2_5.1","SRRM2",7.44367025762802,8.61928749830786e-12,1.79673836395282e-08,13927,0.307985204732159,"ENSG00000167978"
10,"enrichment","Excit.L2_5.1","EBF1",7.38046220620147,1.2153891908731e-11,2.28019166099702e-08,5873,2.09315556435923,"ENSG00000164330"
1,"enrichment","Excit.L2_5.2","AGPAT5",17.0587510714759,3.42280329362531e-36,3.21076062958522e-32,7952,1.21767002214578,"ENSG00000155189"
2,"enrichment","Excit.L2_5.2","CDK5RAP2",14.5741647550978,5.42052512618412e-30,9.24495199021275e-27,9183,1.64695826169572,"ENSG00000136861"
3,"enrichment","Excit.L2_5.2","ENSG00000287831",13.1436422462763,2.57503156927222e-26,2.10044205526592e-23,1266,4.03467398187638,"ENSG00000287831"
4,"enrichment","Excit.L2_5.2","MCOLN2",12.9217577922287,9.67950330458911e-26,6.98450621143832e-23,740,5.0940553794836,"ENSG00000153898"
5,"enrichment","Excit.L2_5.2","TGFBI",11.967529791863,2.9336085055564e-23,1.44835339928273e-20,5657,5.42099777898319,"ENSG00000120708"
6,"enrichment","Excit.L2_5.2","ENSG00000290905",11.9152794736364,4.01341631645953e-23,1.93065906443839e-20,2869,3.2493768315763,"ENSG00000290905"
7,"enrichment","Excit.L2_5.2","DGKE",11.3787226464758,1.00286833577833e-21,4.27609382898575e-19,15291,0.963543193143083,"ENSG00000153933"
8,"enrichment","Excit.L2_5.2","CDCA7",11.3355694461395,1.29899734591765e-21,5.41566426816912e-19,2726,3.24490333248457,"ENSG00000144354"
9,"enrichment","Excit.L2_5.2","INMT",11.244432105238,2.24318320451788e-21,8.95411917020426e-19,7194,3.50083617628845,"ENSG00000241644"
10,"enrichment","Excit.L2_5.2","UBL3",11.1759597665859,3.38114978738911e-21,1.29456635022872e-18,12231,1.25875178490835,"ENSG00000122042"
1,"enrichment","Excit.L5.1","GCNT1",14.8977973551542,8.16843507020816e-31,7.66240051760876e-27,8948,1.62027209924161,"ENSG00000187210"
2,"enrichment","Excit.L5.1","ENSG00000287989",12.4876506338742,1.29965472501742e-24,4.06380371600865e-21,1406,4.00654937004856,"ENSG00000287989"
3,"enrichment","Excit.L5.1","PIK3R1",12.3894563876781,2.3401654893415e-24,6.27197782079085e-21,5317,0.679788125624118,"ENSG00000145675"
4,"enrichment","Excit.L5.1","ENSG00000248431",12.3103751913789,3.75859562914693e-24,8.8143765748032e-21,4955,5.04389386506775,"ENSG00000248431"
5,"enrichment","Excit.L5.1","ENSG00000224879",12.0320409409516,1.99392098681205e-23,3.74079516335809e-20,2271,3.26133185767896,"ENSG00000224879"
6,"enrichment","Excit.L5.1","ENSG00000275232",11.7735314047142,9.39993753326951e-23,1.46960190051391e-19,12134,3.99614760354929,"ENSG00000275232"
7,"enrichment","Excit.L5.1","CASC15",11.6129469452331,2.4630898874929e-22,3.55461764455802e-19,6174,1.54844707944978,"ENSG00000272168"
8,"enrichment","Excit.L5.1","PRUNE2",11.4523525923774,6.45348537808524e-22,8.64813136987552e-19,8949,1.16303397829076,"ENSG00000106772"
9,"enrichment","Excit.L5.1","ENSG00000256209",11.4162164072483,8.01500905990114e-22,1.0024638998187e-18,12135,2.72358219989931,"ENSG00000256209"
10,"enrichment","Excit.L5.1","LINC02196",10.9439367049326,1.35749013489381e-20,1.59174202629642e-17,5102,2.59270054615864,"ENSG00000250974"
1,"enrichment","Excit.L5.2","HOTAIRM1",16.543128237927,6.29391701109926e-35,8.82201614341934e-31,7165,3.80741285712572,"ENSG00000233429"
2,"enrichment","Excit.L5.2","TANK",13.7055863789641,9.12331658624895e-28,2.85270904124361e-24,2656,1.54259960566325,"ENSG00000136560"
3,"enrichment","Excit.L5.2","ARID1B",12.7189213238558,3.25834317351191e-25,6.11297762782569e-22,6919,0.968997634772308,"ENSG00000049618"
4,"enrichment","Excit.L5.2","LINC02752",11.7651862222467,9.88707370336396e-23,1.09112582205183e-19,10314,7.77527619958103,"ENSG00000254401"
5,"enrichment","Excit.L5.2","HMCN2",11.7468217452392,1.10385265486112e-22,1.15052109210275e-19,9307,4.80029480673027,"ENSG00000148357"
6,"enrichment","Excit.L5.2","DSC3",11.7016142926099,1.44772374483948e-22,1.42951290404914e-19,15744,5.07781127946362,"ENSG00000134762"
7,"enrichment","Excit.L5.2","GALNT5",11.601346168798,2.64177186969473e-22,2.41470295419204e-19,2633,3.72897527243539,"ENSG00000136542"
8,"enrichment","Excit.L5.2","LINC02384",11.5975336064209,2.70288161814577e-22,2.41470295419204e-19,11713,4.04710623123364,"ENSG00000251301"
9,"enrichment","Excit.L5.2","SETD3",11.5055914532039,4.69159924176705e-22,3.543123307299e-19,13091,1.01402851091548,"ENSG00000183576"
10,"enrichment","Excit.L5.2","CHRNA1",11.4672573157533,5.90424207881172e-22,4.26036483233026e-19,2734,4.27219466830984,"ENSG00000138435"
