"gene","cellType.target","mean.target","cellType.2nd","mean.2nd","MeanRatio","MeanRatio.rank","MeanRatio.anno","gene_ensembl","gene_name"
"PTGFRN","Excit.L5.1",0.455498601136139,"Excit.L2",0.170262068942238,2.6752793735325,4,"Excit.L5.1/Excit.L2: 2.675","ENSG00000134247","PTGFRN"
"TEX41","Excit.L5.1",0.514490760638739,"Excit.L6_CT",0.208225376063779,2.47083602567802,5,"Excit.L5.1/Excit.L6_CT: 2.471","ENSG00000226674","TEX41"
"TDO2","Excit.L5.1",0.453392305359988,"Excit.L2",0.188495731343005,2.40531868880867,6,"Excit.L5.1/Excit.L2: 2.405","ENSG00000151790","TDO2"
"ID2","Excit.L5.1",0.592696740976896,"Excit.L2_5.1",0.259679105194183,2.28241983710507,7,"Excit.L5.1/Excit.L2_5.1: 2.282","ENSG00000115738","ID2"
"MARCHF3","Excit.L5.1",0.483861642851277,"Excit.L6b",0.23876832856975,2.02649005313922,8,"Excit.L5.1/Excit.L6b: 2.026","ENSG00000173926","MARCHF3"
"EPHB6","Excit.L5.1",0.617068254295912,"Excit.L2_5.1",0.306352791448075,2.01424067781181,9,"Excit.L5.1/Excit.L2_5.1: 2.014","ENSG00000106123","EPHB6"
"CEMIP","Excit.L5.1",0.883906127239847,"Excit.L2_5.1",0.446804878739757,1.97828217483427,10,"Excit.L5.1/Excit.L2_5.1: 1.978","ENSG00000103888","CEMIP"
"HMCN2","Excit.L5.2",0.545811310998156,"Excit.L6b",0.0393479299871117,13.8714110545824,1,"Excit.L5.2/Excit.L6b: 13.871","ENSG00000148357","HMCN2"
"GPC5-AS1","Excit.L5.2",0.311462540755659,"Excit.L5.1",0.023907706890699,13.0277045046437,2,"Excit.L5.2/Excit.L5.1: 13.028","ENSG00000235984","GPC5-AS1"
"ENSG00000287159","Excit.L5.2",1.14273325460627,"Excit.L2",0.101867293230009,11.2178621652983,3,"Excit.L5.2/Excit.L2: 11.218","ENSG00000287159","ENSG00000287159"
"ZNF536","Excit.L5.2",2.06543498133559,"Excit.L2_5.1",0.186272364915423,11.0882523141498,4,"Excit.L5.2/Excit.L2_5.1: 11.088","ENSG00000198597","ZNF536"
"GPC5-AS2","Excit.L5.2",1.07078713905671,"Excit.L5.1",0.0968775839996255,11.0529917742462,5,"Excit.L5.2/Excit.L5.1: 11.053","ENSG00000232885","GPC5-AS2"
"LINC02752","Excit.L5.2",2.56322455921798,"Excit.L2_5.2",0.237407328053293,10.7967373216154,6,"Excit.L5.2/Excit.L2_5.2: 10.797","ENSG00000254401","LINC02752"
"TMEM45B","Excit.L5.2",0.454276077896115,"Excit.L5.1",0.0517365285398683,8.78056743884641,7,"Excit.L5.2/Excit.L5.1: 8.781","ENSG00000151715","TMEM45B"
"GPR156","Excit.L5.2",0.61360711697161,"Excit.L2",0.0835044557636479,7.34819610953901,8,"Excit.L5.2/Excit.L2: 7.348","ENSG00000175697","GPR156"
"DSC3","Excit.L5.2",0.320954209639674,"Excit.L2_5.2",0.0452222326122802,7.0972659043932,9,"Excit.L5.2/Excit.L2_5.2: 7.097","ENSG00000134762","DSC3"
"PARD3B","Excit.L5.2",1.32802999254163,"Excit.L2_5.1",0.214453347510172,6.19262887691055,10,"Excit.L5.2/Excit.L2_5.1: 6.193","ENSG00000116117","PARD3B"
"CCDC80","Excit.L5_6_NP",0.637160323723036,"Excit.L2_5.1",0.00811750048694295,78.49218176801,1,"Excit.L5_6_NP/Excit.L2_5.1: 78.492","ENSG00000091986","CCDC80"
"FAM89A","Excit.L5_6_NP",0.463749712684654,"Excit.L5.2",0.0118894867971418,39.0050235638545,2,"Excit.L5_6_NP/Excit.L5.2: 39.005","ENSG00000182118","FAM89A"
"GPRIN2","Excit.L5_6_NP",0.433366417907186,"Excit.L5.2",0.019608575352299,22.1008620015006,3,"Excit.L5_6_NP/Excit.L5.2: 22.101","ENSG00000204175","GPRIN2"
"NXPH2","Excit.L5_6_NP",1.8221248663324,"Excit.L6_CT",0.113112841636863,16.1089124803542,4,"Excit.L5_6_NP/Excit.L6_CT: 16.109","ENSG00000144227","NXPH2"
"MYOCD","Excit.L5_6_NP",0.846434206654641,"Excit.L5.1",0.0532398966648188,15.8984945441107,5,"Excit.L5_6_NP/Excit.L5.1: 15.898","ENSG00000141052","MYOCD"
"ENSG00000290510","Excit.L5_6_NP",0.383127005183646,"Excit.L5.1",0.0439277657922359,8.72175031609193,6,"Excit.L5_6_NP/Excit.L5.1: 8.722","ENSG00000290510","ENSG00000290510"
"ERG","Excit.L5_6_NP",0.990990725192296,"Excit.L6b",0.123974692923466,7.9934920734514,7,"Excit.L5_6_NP/Excit.L6b: 7.993","ENSG00000157554","ERG"
"LHFPL3","Excit.L5_6_NP",2.58901907049039,"Excit.L6b",0.324564422649279,7.97690347376139,8,"Excit.L5_6_NP/Excit.L6b: 7.977","ENSG00000187416","LHFPL3"
"EPS8L2","Excit.L5_6_NP",0.469431747325357,"Excit.L5.2",0.0668237587262736,7.02492281597424,9,"Excit.L5_6_NP/Excit.L5.2: 7.025","ENSG00000177106","EPS8L2"
"PLPP3","Excit.L5_6_NP",0.642556662866025,"Excit.L2_5.1",0.0937350884512943,6.85502807414434,10,"Excit.L5_6_NP/Excit.L2_5.1: 6.855","ENSG00000162407","PLPP3"
"CAV1","Excit.L6_CT",0.381538317252701,"Excit.L2_5.1",0.0387822845926314,9.83795362393872,1,"Excit.L6_CT/Excit.L2_5.1: 9.838","ENSG00000105974","CAV1"
"TSPAN18","Excit.L6_CT",0.880161891412011,"Excit.L6b",0.103342196957145,8.51696516358176,2,"Excit.L6_CT/Excit.L6b: 8.517","ENSG00000157570","TSPAN18"
"KIT","Excit.L6_CT",0.684995509373249,"Excit.L5_6_NP",0.0875562969170653,7.82348652801166,3,"Excit.L6_CT/Excit.L5_6_NP: 7.823","ENSG00000157404","KIT"
"ENSG00000276256","Excit.L6_CT",0.330094960205906,"Excit.L2_5.1",0.0563382128353819,5.85916633831518,4,"Excit.L6_CT/Excit.L2_5.1: 5.859","ENSG00000276256","ENSG00000276256"
"SULF1","Excit.L6_CT",1.7531121138812,"Excit.L6b",0.399764628472667,4.38536075735141,5,"Excit.L6_CT/Excit.L6b: 4.385","ENSG00000137573","SULF1"
"P2RY6","Excit.L6_CT",0.249855108294398,"Excit.L5.1",0.0587428838025778,4.2533681038559,6,"Excit.L6_CT/Excit.L5.1: 4.253","ENSG00000171631","P2RY6"
"GPR26","Excit.L6_CT",0.394789640706376,"Excit.L2_5.2",0.0982963877124438,4.01631890951368,7,"Excit.L6_CT/Excit.L2_5.2: 4.016","ENSG00000154478","GPR26"
"LINC02263","Excit.L6_CT",1.01648320091353,"Excit.L5.1",0.267728281596034,3.79669713955459,8,"Excit.L6_CT/Excit.L5.1: 3.797","ENSG00000228358","LINC02263"
"SULF2","Excit.L6_CT",1.710802239816,"Excit.L6b",0.454144223388403,3.76709017028021,9,"Excit.L6_CT/Excit.L6b: 3.767","ENSG00000196562","SULF2"
"NPFFR2","Excit.L6_CT",0.993561038796766,"Excit.L2_5.1",0.286413964345978,3.46896856466321,10,"Excit.L6_CT/Excit.L2_5.1: 3.469","ENSG00000056291","NPFFR2"
"CDH24","Excit.L6b",0.369237643207676,"Excit.L5.1",0.0231593047339392,15.9433820423189,1,"Excit.L6b/Excit.L5.1: 15.943","ENSG00000139880","CDH24"
"CPLX3","Excit.L6b",0.326809380511435,"Excit.L2_5.1",0.0221383783151283,14.762119241955,2,"Excit.L6b/Excit.L2_5.1: 14.762","ENSG00000213578","CPLX3"
"OLFML2B","Excit.L6b",0.604864538425569,"Excit.L5.1",0.0507444089008259,11.9198262730325,3,"Excit.L6b/Excit.L5.1: 11.92","ENSG00000162745","OLFML2B"
"GRAMD2B","Excit.L6b",0.941891216427411,"Excit.L2_5.1",0.0969577746317685,9.71444755208726,4,"Excit.L6b/Excit.L2_5.1: 9.714","ENSG00000155324","GRAMD2B"
"EPHA8","Excit.L6b",0.308338382791743,"Excit.L5_6_NP",0.0436010289089932,7.0718143701454,5,"Excit.L6b/Excit.L5_6_NP: 7.072","ENSG00000070886","EPHA8"
"ENSG00000288539","Excit.L6b",0.404182902044025,"Excit.L6_CT",0.0671908980309068,6.01544128578407,6,"Excit.L6b/Excit.L6_CT: 6.015","ENSG00000288539","ENSG00000288539"
"MCTP2","Excit.L6b",1.42659256947189,"Excit.L5_6_NP",0.244517370991416,5.83431992454219,7,"Excit.L6b/Excit.L5_6_NP: 5.834","ENSG00000140563","MCTP2"
"ROS1","Excit.L6b",0.94403343504898,"Excit.L2",0.167507033884768,5.63578384235734,8,"Excit.L6b/Excit.L2: 5.636","ENSG00000047936","ROS1"
"DPP4","Excit.L6b",0.351415396486643,"Excit.L6_CT",0.0744702484950793,4.71886966390159,9,"Excit.L6b/Excit.L6_CT: 4.719","ENSG00000197635","DPP4"
"EPB41L4A","Excit.L6b",1.26501389445107,"Excit.L5.1",0.272738127408179,4.63819967700318,10,"Excit.L6b/Excit.L5.1: 4.638","ENSG00000129595","EPB41L4A"
