"Cluster","test","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","ONTOLOGY"
"Excit.L2","Excit","GO:0098984","neuron to neuron synapse","116/2242","399/13172",0.290726817042607,1.70805246836985,6.504628998049,9.40140822117492e-10,6.1485209766484e-07,5.40333567238053e-07,"DTNBP1/SPTBN1/SIPA1L1/AKAP5/PLEKHA5/PSD3/PPFIA2/DLGAP2/NPTN/YWHAZ/PLPPR4/CALB1/YWHAH/RTN4/CAMK2A/IGSF11/HOMER1/GRIA2/ABI1/CPEB4/SLITRK5/DTNB/RYK/RNF19A/GRM1/FYN/GRIN2B/ADAM22/LZTS3/MAL2/LNX1/GRIA4/GRIN2A/NCS1/SEMA4F/MTMR2/DLGAP1/CADM1/MKLN1/KPNA1/PRKCG/PAK6/CACNA1C/KCNH1/DISC1/GRIK2/C1QL2/CAMK2N1/ARHGAP32/AMOT/NSG2/EPHA4/CHD4/C1QL3/SYNGAP1/CRHR1/PTK2B/SHISA7/NETO1/PTPRO/SYN3/RGS14/LIN7A/USP8/DLGAP3/MPDZ/CACNG4/BCR/PLXNA4/SORT1/SLC30A3/CNKSR2/BSN/LRFN5/NSF/BAIAP2/ARHGEF9/MAGI2/NECTIN3/ATP1A1/ADGRB1/IGSF9B/SYNPO/ITGB1/GRIK3/C9orf72/DNM2/SOS1/BACE1/PRKN/RGS9/TNIK/RTN2/HOMER2/SRGAP2/ADAM10/NTSR1/GPR158/GRIN3A/NCK2/IQSEC1/IQSEC3/DLG5/LRP8/CLSTN2/GRIP1/SLC8A3/CHRM2/PDE10A/PCLO/SRCIN1/HIP1R/CAMK2G/VANGL2/GRM3/ADGRA1",116,"CC"
"Excit.L2","Excit","GO:0032279","asymmetric synapse","105/2242","365/13172",0.287671232876712,1.69010057067442,6.05553072518922,1.10570767088631e-08,3.61566408379824e-06,3.17745467528382e-06,"DTNBP1/SPTBN1/SIPA1L1/AKAP5/PLEKHA5/PSD3/PPFIA2/DLGAP2/NPTN/PLPPR4/YWHAH/RTN4/CAMK2A/IGSF11/HOMER1/GRIA2/ABI1/CPEB4/SLITRK5/DTNB/RYK/GRM1/FYN/GRIN2B/ADAM22/LZTS3/GRIA4/GRIN2A/NCS1/SEMA4F/MTMR2/DLGAP1/CADM1/KPNA1/PRKCG/PAK6/CACNA1C/KCNH1/DISC1/GRIK2/C1QL2/CAMK2N1/ARHGAP32/AMOT/NSG2/EPHA4/CHD4/SYNGAP1/CRHR1/PTK2B/SHISA7/NETO1/PTPRO/SYN3/RGS14/LIN7A/USP8/DLGAP3/MPDZ/CACNG4/BCR/PLXNA4/SORT1/CNKSR2/BSN/LRFN5/NSF/BAIAP2/ARHGEF9/MAGI2/NECTIN3/ATP1A1/ADGRB1/IGSF9B/SYNPO/ITGB1/GRIK3/DNM2/SOS1/PRKN/RGS9/TNIK/RTN2/HOMER2/SRGAP2/ADAM10/GPR158/GRIN3A/NCK2/IQSEC1/IQSEC3/DLG5/LRP8/CLSTN2/GRIP1/SLC8A3/CHRM2/PDE10A/PCLO/SRCIN1/HIP1R/CAMK2G/VANGL2/GRM3/ADGRA1",105,"CC"
"Excit.L2","Excit","GO:0098797","plasma membrane protein complex","118/2242","431/13172",0.273781902552204,1.60849920625229,5.81719994462762,3.06882829893111e-08,4.25585397828304e-06,3.74005516198703e-06,"CDH9/CACNA2D1/KCNV2/CDH22/ACVR1/FKBP1A/MPP7/CNTNAP2/ACVR1C/GRIA2/KCNJ16/KCNG3/KCNIP2/PSEN1/CACNA1D/GRM1/GRIN2B/CACNB2/GNAL/CACHD1/ITGAV/KCNS1/GNG2/GRIA4/GRIN2A/KCNJ2/GABBR2/CACNA2D4/SORBS1/ATP1A2/GLRA3/CACNA1C/KCNA3/KCNH1/GRIK2/CALM2/KCNC1/RAMP1/TGFBR3/SGCD/KCNK1/KCNAB2/ITGBL1/PTK2B/IL6R/ATP1B1/KCNV1/CACNB3/HTR3B/LIN7A/KCNS2/CACNG4/LRP1/KCND3/SLC6A6/KCND2/ITGA9/OLFM3/DPP6/HCN4/GNG10/ITGA4/NOXA1/ITGB8/ATP1A1/NOX5/SGCE/KCNIP4/SNTB2/BMPR1A/CDH7/ABCB6/ITGB1/GRIK3/ACVR2A/HCN3/KCNIP3/GNAI3/GFRA1/TLR1/FLOT2/SCN9A/JUP/SGCZ/CATSPERG/KCNF1/RAMP3/B2M/KCNMB4/ACVR1B/FAF1/LRRC55/ABHD6/GRIN3A/CALCRL/ABCD4/KCNH5/SLC3A2/CACNA1I/KCNJ8/TRAF2/GJC1/CDH6/KCNK6/GNB4/CNIH3/KCNIP1/ABCC9/HLA-C/KCNAB3/INSR/DPP10/KCNG2/SCN7A/VWC2L/KCNQ3/EPS15/CHRNA4",118,"CC"
"Excit.L2","Excit","GO:0034702","monoatomic ion channel complex","86/2242","287/13172",0.299651567944251,1.76048637509441,5.89939223980307,3.15399309826081e-08,4.25585397828304e-06,3.74005516198703e-06,"CACNA2D1/KCNV2/LRRC8B/FKBP1A/GABRA2/CNTNAP2/GRIA2/KCNJ16/CNGB1/KCNG3/KCNIP2/CACNA1D/GRIN2B/CACNB2/CACHD1/KCNS1/GABRD/GABRA4/LRRC8C/GRIA4/GRIN2A/KCNJ2/CACNA2D4/TTYH1/GLRA3/CACNA1C/GABRB3/KCNA3/KCNH1/GRIK2/CALM2/KCNC1/MICU2/KCNK1/KCNAB2/PTK2B/KCNV1/CACNB3/HTR3B/KCNS2/CACNG4/HVCN1/KCND3/KCND2/OLFM3/DPP6/SLC17A6/GABRA6/HCN4/KCNIP4/KCNK13/UNC80/GRIK3/GABRQ/CLIC6/HCN3/KCNIP3/PKD1L1/TTYH2/SCN9A/GABRG1/CATSPERG/KCNF1/PKD2L1/KCNMB4/LRRC55/ABHD6/GRIN3A/KCNH5/CACNA1I/ASPH/KCNJ8/KCNK6/CNIH3/KCNIP1/ABCC9/KCNAB3/DPP10/KCNG2/TRPC3/SCN7A/VWC2L/KCNQ3/TRPM4/GABRG3/CHRNA4",86,"CC"
"Excit.L2","Excit","GO:0099572","postsynaptic specialization","107/2242","381/13172",0.280839895013123,1.64996569897987,5.83066076502212,3.25371099257113e-08,4.25585397828304e-06,3.74005516198703e-06,"DTNBP1/SPTBN1/SIPA1L1/AKAP5/PLEKHA5/PSD3/PPFIA2/DLGAP2/NPTN/PLPPR4/GABRA2/RTN4/CAMK2A/IGSF11/HOMER1/GRIA2/ABI1/CPEB4/SLITRK5/DTNB/RYK/GRM1/FYN/GRIN2B/ADAM22/LZTS3/GABRA4/GRIA4/GRIN2A/NCS1/SEMA4F/MTMR2/DLGAP1/CADM1/MKLN1/KPNA1/PRKCG/PAK6/CACNA1C/GABRB3/KCNH1/DISC1/GRIK2/CAMK2N1/ARHGAP32/AMOT/NSG2/EPHA4/SYNGAP1/CRHR1/PTK2B/SLC12A5/SHISA7/NETO1/PTPRO/SYN3/RGS14/LIN7A/USP8/DLGAP3/MPDZ/CACNG4/BCR/CNKSR2/BSN/KCND3/LRFN5/KCND2/NSF/BAIAP2/ARHGEF9/MAGI2/NECTIN3/GABRA6/ATP1A1/ADGRB1/IGSF9B/SYNPO/GRIK3/DNM2/SOS1/PRKN/RGS9/TNIK/RTN2/HOMER2/SRGAP2/ADAM10/GPR158/GRIN3A/NCK2/IQSEC1/DLGAP4/IQSEC3/DLG5/LRP8/CLSTN2/GRIP1/SLC8A3/PDE10A/PCLO/SRCIN1/HIP1R/CAMK2G/VANGL2/GRM3/ADGRA1",107,"CC"
"Excit.L2","Excit","GO:0008076","voltage-gated potassium channel complex","33/2242","75/13172",0.44,2.58504906333631,6.23454158123431,4.02652165021249e-08,4.34973937879382e-06,3.82256188768941e-06,"KCNV2/CNTNAP2/KCNJ16/KCNG3/KCNIP2/KCNS1/KCNJ2/KCNA3/KCNH1/CALM2/KCNC1/KCNK1/KCNAB2/KCNV1/KCNS2/KCND3/KCND2/DPP6/HCN4/KCNIP4/HCN3/KCNIP3/KCNF1/KCNMB4/LRRC55/KCNH5/KCNJ8/KCNK6/KCNIP1/KCNAB3/DPP10/KCNG2/KCNQ3",33,"CC"
"Excit.L2","Excit","GO:0034705","potassium channel complex","36/2242","86/13172",0.418604651162791,2.45934900317408,6.14924832448658,4.78885337049518e-08,4.34973937879382e-06,3.82256188768941e-06,"KCNV2/CNTNAP2/KCNJ16/KCNG3/KCNIP2/KCNS1/KCNJ2/KCNA3/KCNH1/GRIK2/CALM2/KCNC1/KCNK1/KCNAB2/KCNV1/KCNS2/KCND3/KCND2/DPP6/HCN4/KCNIP4/GRIK3/HCN3/KCNIP3/KCNF1/KCNMB4/LRRC55/KCNH5/KCNJ8/KCNK6/KCNIP1/ABCC9/KCNAB3/DPP10/KCNG2/KCNQ3",36,"CC"
"Excit.L2","Excit","GO:0045211","postsynaptic membrane","86/2242","290/13172",0.296551724137931,1.74227444707619,5.78880552548449,5.32078211473251e-08,4.34973937879382e-06,3.82256188768941e-06,"DTNBP1/CDH9/AKAP5/DDN/PLPPR4/GABRA2/IGSF11/GRIA2/SLITRK5/PCDH8/RYK/GRM1/GRIN2B/DGKB/ADAM22/GABRD/GABRA4/TENM2/KCTD16/GRIA4/GRIN2A/KCNJ2/GABBR2/SEMA4F/IL1RAPL1/MKLN1/GLRA3/CACNA1C/GABRB3/KCNA3/KCNH1/GRIK2/NSG2/EPHA4/KCNC1/CRHR1/SLC12A5/SHISA7/NETO1/PTPRO/HTR3B/LIN7A/CACNG4/CNKSR2/KCND3/KCTD12/LRFN5/SLC6A6/KCND2/SYNE1/MAGEE1/NECTIN3/GABRA6/OPRK1/IGSF9B/GRIK3/GABRQ/DNM2/PLXNB1/GABRG1/ANK1/CBLN1/GPR179/RGS9/SRGAP2/TACR1/GPR158/ABHD6/GRIN3A/IQSEC3/CSPG5/CLMP/CNTN2/ANK2/CNIH3/RPH3A/LRP8/CLSTN2/GRIP1/CHRM2/PDE10A/FXYD6/VANGL2/GRM3/GABRG3/CHRNA4",86,"CC"
"Excit.L2","Excit","GO:0097060","synaptic membrane","111/2242","407/13172",0.272727272727273,1.6023031384316,5.59009282129824,9.84165369778561e-08,7.15160168705754e-06,6.28484551928765e-06,"DTNBP1/CDH9/AKAP5/CACNA2D1/PPFIA2/NPTN/DDN/PLPPR4/GABRA2/CNTNAP2/IGSF11/GRIA2/DENND1A/SLITRK5/PSEN1/PCDH8/RYK/GRM1/GRIN2B/DGKB/ADAM22/PDE2A/GABRD/GABRA4/TENM2/KCTD16/GRIA4/GRIN2A/KCNJ2/GABBR2/SEMA4F/IL1RAPL1/MTMR2/CADM3/NCAM2/MKLN1/GLRA3/PRKCG/CACNA1C/GABRB3/KCNA3/KCNH1/GRIK2/NSG2/EPHA4/KCNC1/CRHR1/KCNK1/SLC12A5/SHISA7/NETO1/PTPRO/HTR3B/LIN7A/CACNG4/LINGO2/CNKSR2/KCND3/KCTD12/LRFN5/SLC6A6/KCND2/BAIAP2/SYNE1/MAGEE1/NECTIN3/GABRA6/OPRK1/IGSF9B/ITGB1/GRIK3/GABRQ/DNM2/SLC1A2/PLXNB1/SARM1/GABRG1/ANK1/CBLN1/LPAR2/GPR179/RGS9/SRGAP2/ADAM10/TACR1/GPR158/RIMS2/ABHD6/GRIN3A/RIMS1/KCNJ8/IQSEC3/CSPG5/CLMP/CNTN2/ANK2/UNC13B/CNIH3/RPH3A/LRP8/CLSTN2/GRIP1/CHRM2/PDE10A/FXYD6/CADM4/HIP1R/VANGL2/GRM3/GABRG3/CHRNA4",111,"CC"
"Excit.L2","Excit","GO:0014069","postsynaptic density","98/2242","350/13172",0.28,1.6450312221231,5.53928831900037,1.44159512240534e-07,9.42803210053093e-06,8.28537828245596e-06,"DTNBP1/SPTBN1/SIPA1L1/AKAP5/PLEKHA5/PSD3/PPFIA2/DLGAP2/NPTN/PLPPR4/RTN4/CAMK2A/IGSF11/HOMER1/GRIA2/ABI1/CPEB4/SLITRK5/DTNB/RYK/GRM1/FYN/GRIN2B/ADAM22/LZTS3/GRIA4/GRIN2A/NCS1/SEMA4F/MTMR2/DLGAP1/CADM1/KPNA1/PRKCG/PAK6/CACNA1C/KCNH1/DISC1/GRIK2/CAMK2N1/ARHGAP32/AMOT/NSG2/EPHA4/SYNGAP1/CRHR1/PTK2B/SHISA7/NETO1/PTPRO/SYN3/RGS14/LIN7A/USP8/DLGAP3/MPDZ/CACNG4/BCR/CNKSR2/BSN/LRFN5/NSF/BAIAP2/ARHGEF9/MAGI2/NECTIN3/ATP1A1/ADGRB1/IGSF9B/SYNPO/GRIK3/DNM2/SOS1/PRKN/RGS9/TNIK/RTN2/HOMER2/SRGAP2/ADAM10/GPR158/GRIN3A/NCK2/IQSEC1/IQSEC3/DLG5/LRP8/CLSTN2/GRIP1/SLC8A3/PDE10A/PCLO/SRCIN1/HIP1R/CAMK2G/VANGL2/GRM3/ADGRA1",98,"CC"
