"BrNum","YRI","CEU"
"Br1039",0.702526008520518,0.284416491184532
"Br1092",0.00220517436872601,0.983392609435757
"Br1556",0.837338296436679,0.150369121462942
"Br1691",0.796535558350653,0.191642301702898
"Br1706",0.00373277981864633,0.993491449796084
"Br2582",0.00311317227896615,0.995033734236942
"Br5212",0.00293811337664564,0.994554672968303
"Br5276",0.00305194759605119,0.995634145809133
"Br2305",0.84402318913044,0.146257266654548
"Br3974",0.809376209735454,0.179049220621223
"Br5415",0.775101447218225,0.216051596097589
"Br5426",0.85044304419952,0.136523588782513
"Br5460",0.837481898592312,0.160575396114958
"Br5517",0.0705342720158536,0.925533193252878
"Br5367",0.00504714322410019,0.986465897399384
"Br5599",0.00395546058127131,0.992772901010066
"Br5634",0.00471112427767676,0.99405759706005
"Br5712",0.00129964488429321,0.994153420760754
"Br5854",0.587382094244018,0.408342088895991
"Br5941",0.876520152095201,0.109003335648675
"Br6085",0.801972193159623,0.193359466931138
"Br6098",0.997909274324327,0.00200981005804532
"Br6119",0.814531576024172,0.171477275387827
"Br6161",0.0412298528269985,0.954074006986318
"Br6222",0.00436209424096555,0.993258927076508
"Br6263",0.893353127748705,0.105698051526347
"Br6297",0.00311669291076594,0.991547154442136
"Br6321",0.00556973062519259,0.992595631925706
"Br6423",0.00376131896020558,0.995145612549792
"Br6476",0.975491316553288,0.0243152545906569
"Br6538",0.00457603165104002,0.991745093101305
"Br1289",0.708191300023856,0.287987820723269
"Br5161",0.00403255092492326,0.993533886023838
"Br5832",0.708550639359372,0.285534710816583
"Br5529",0.863549164988922,0.125039836543294
