Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000273018,FAM106A,5,-1.8867,36,1.87660,17,0.12232,10,-0.6621,0,-4.9894,19,0.24863
ENSG00000141127,PRPSAP2,28,0.02717,26,-0.1564,27,-0.0289,36,0.40640,27,-0.0828,26,-0.1315
ENSG00000072134,EPN2,50,-0.6116,69,-0.0225,58,-0.2842,142,1.24772,21,-1.8366,99,0.59097
ENSG00000108641,B9D1,29,-0.4412,65,1.25144,38,0.07618,18,-1.1025,17,-1.2051,32,-0.2265
ENSG00000128482,RNF112,11,-1.3481,37,0.92206,32,0.47246,52,1.37673,1,-4.1396,10,-1.3500
ENSG00000072210,ALDH3A2,27,-0.5128,22,-0.8828,50,0.57392,34,-0.0627,48,0.49754,56,0.75280
ENSG00000083290,ULK2,33,-0.6341,62,0.59485,43,-0.1036,75,0.81929,13,-1.9810,50,0.12432
ENSG00000108599,AKAP10,13,-0.4815,15,-0.2071,32,1.02689,38,1.37015,0,-5.0934,11,-0.6414
ENSG00000128487,SPECC1,36,0.18202,20,-0.8743,37,0.20516,18,-0.9531,35,0.10025,61,1.05458
ENSG00000124422,USP22,225,-0.3061,268,0.01608,449,0.90630,404,0.71679,166,-0.7473,118,-1.2736
ENSG00000109016,DHRS7B,12,-0.5989,14,-0.4090,20,0.22498,10,-0.8717,24,0.56786,32,1.05359
ENSG00000178307,TMEM11,13,-0.4263,14,-0.4099,25,0.64210,14,-0.3222,11,-0.7264,33,1.11547
ENSG00000212719,LINC02693,33,-0.3790,44,0.15717,66,0.84431,51,0.38137,36,-0.1852,17,-1.3703
ENSG00000256618,MTRNR2L1,159,1.39566,74,-0.2490,28,-1.7077,58,-0.6178,79,-0.1155,47,-0.9211
ENSG00000109046,WSB1,25,-1.6506,53,-0.3885,33,-1.0985,81,0.35645,108,0.84247,148,1.44474
ENSG00000232859,LYRM9,50,-0.4886,98,0.87161,96,0.65876,68,0.08404,28,-1.3224,31,-1.1720
ENSG00000087095,NLK,72,-0.1616,104,0.55895,180,1.48133,67,-0.2676,13,-2.6708,17,-2.3140
ENSG00000109083,IFT20,9,-2.0020,35,0.21231,36,0.19466,32,0.00723,72,1.44487,25,-0.3867
ENSG00000109079,TNFAIP1,29,0.21060,18,-0.6357,53,1.27633,30,0.24681,25,-0.0361,4,-2.7570
ENSG00000004142,POLDIP2,54,-0.1047,52,-0.1456,76,0.49487,72,0.39284,71,0.38287,22,-1.4631
ENSG00000244045,TMEM199,17,-0.4160,21,0.03316,28,0.48896,24,0.24029,10,-1.1070,29,0.54209
ENSG00000109103,UNC119,41,-0.0610,41,-0.0768,51,0.28559,49,0.23278,58,0.53175,18,-1.3098
ENSG00000087111,PIGS,31,-0.2830,28,-0.4644,37,0.05991,67,1.07405,51,0.58999,15,-1.3642
ENSG00000109107,ALDOC,1142,0.64184,694,-0.3449,627,-0.4611,894,0.11526,514,-0.7755,967,0.24647
ENSG00000007202,KIAA0100,37,0.20816,36,0.17939,44,0.47303,34,0.06476,15,-1.1771,24,-0.4773
ENSG00000132581,SDF2,23,-0.5044,20,-0.6972,33,0.15707,20,-0.6529,61,1.25539,39,0.45969
ENSG00000109111,SUPT6H,32,-0.2556,26,-0.5720,46,0.39693,48,0.44874,37,0.02094,44,0.31058
ENSG00000109113,RAB34,33,0.69899,14,-0.8844,10,-1.2205,8,-1.5197,14,-0.7536,58,1.67051
ENSG00000198242,RPL23A,830,-0.0991,874,-0.0013,323,-1.5580,466,-0.9995,1486,0.91701,1311,0.69125
ENSG00000173065,FAM222B,20,0.72622,11,-0.3575,25,0.99481,6,-1.3044,4,-1.8903,14,-0.0036
ENSG00000132591,ERAL1,28,-0.2111,31,0.00166,40,0.42461,39,0.38212,19,-0.7692,32,0.07787
ENSG00000132589,FLOT2,78,-0.4331,89,-0.2102,154,0.75229,189,1.12611,65,-0.6712,51,-1.0550
ENSG00000063015,SEZ6,46,-1.2187,93,-0.0064,166,0.99677,261,1.90558,35,-1.5227,5,-4.1970
ENSG00000108256,NUFIP2,33,-0.5758,47,0.10180,58,0.42530,90,1.21044,22,-1.0849,29,-0.6913
ENSG00000160551,TAOK1,55,-0.6601,78,-0.0495,124,0.75142,104,0.44242,49,-0.7614,95,0.28242
ENSG00000167543,TP53I13,14,-0.8150,19,-0.3448,6,-2.0660,24,0.11480,46,1.22479,39,0.94367
ENSG00000108262,GIT1,122,-0.1131,158,0.38993,161,0.35813,163,0.37863,91,-0.5647,63,-1.1383
ENSG00000198720,ANKRD13B,16,-1.0420,29,0.01694,41,0.57079,32,0.19342,46,0.78377,22,-0.4345
ENSG00000167549,CORO6,22,-0.3354,21,-0.4228,47,0.96588,30,0.18677,35,0.45364,15,-0.9191
ENSG00000141298,SSH2,13,-0.6384,26,0.62417,28,0.67995,27,0.59451,12,-0.6539,5,-1.8817
ENSG00000126653,NSRP1,22,-0.3078,24,-0.1515,16,-0.7730,8,-1.7440,61,1.47757,33,0.35369
ENSG00000108578,BLMH,11,-0.4276,7,-1.0625,25,1.02983,20,0.62424,3,-2.3519,25,1.06624
ENSG00000108582,CPD,24,-1.2025,32,-0.7030,64,0.50276,118,1.64298,34,-0.5184,52,0.13976
ENSG00000108587,GOSR1,10,-1.1113,19,0.07901,18,-0.0135,17,-0.1122,36,1.17092,18,-0.0421
ENSG00000196712,NF1,64,-0.1265,68,0.00625,101,0.66842,106,0.74748,6,-3.5111,68,-0.0076
ENSG00000126861,OMG,64,-0.6190,70,-0.4721,100,0.15754,169,1.08552,21,-2.2199,166,1.04860
ENSG00000126860,EVI2A,5,-3.3615,27,-0.8105,5,-3.0913,27,-0.7111,13,-1.8101,227,3.84865
ENSG00000131242,RAB11FIP4,140,0.33977,72,-0.8799,265,1.45110,187,0.79097,40,-1.6867,26,-2.2895
ENSG00000172301,COPRS,200,-0.1648,194,-0.2284,333,0.71990,258,0.27619,242,0.16810,127,-0.8585
ENSG00000108651,UTP6,9,-1.1176,20,0.27026,26,0.67482,24,0.58428,11,-0.7365,19,0.17667
ENSG00000178691,SUZ12,12,-1.3145,30,0.23111,37,0.56669,28,0.12356,30,0.21354,32,0.29561
ENSG00000126858,RHOT1,20,-1.4548,56,0.34942,89,1.10218,63,0.48849,37,-0.3720,35,-0.4884
ENSG00000108666,C17orf75,15,-0.3369,14,-0.3932,18,0.07357,14,-0.3220,19,0.13707,31,0.97936
ENSG00000010244,ZNF207,48,-0.3740,50,-0.2972,73,0.33658,76,0.41767,70,0.27856,57,-0.0499
ENSG00000108671,PSMD11,34,-0.5751,37,-0.4355,63,0.52032,65,0.57022,69,0.67152,33,-0.5475
ENSG00000176749,CDK5R1,163,-0.4274,241,0.31627,432,1.31865,307,0.68507,70,-1.6819,26,-3.1408
ENSG00000006042,TMEM98,21,-0.4549,11,-1.5216,6,-2.1266,27,0.04100,18,-0.5826,97,2.53807
ENSG00000108684,ASIC2,9,-2.1081,60,1.39336,11,-1.6677,103,2.20694,2,-4.0424,3,-3.5164
ENSG00000005156,LIG3,12,-0.4324,23,0.88040,14,-0.1238,18,0.25862,0,-4.8956,19,0.36068
ENSG00000073536,NLE1,12,-0.7773,16,-0.2273,14,-0.4763,23,0.36645,48,1.71552,7,-1.5162
ENSG00000006125,AP2B1,123,-0.5388,143,-0.2769,333,1.22864,303,1.05091,62,-1.5341,94,-0.8931
ENSG00000270647,TAF15,21,-1.0651,46,0.32109,46,0.26184,44,0.19319,58,0.67820,30,-0.4296
ENSG00000270885,RASL10B,39,1.09846,11,-1.2275,22,-0.0671,30,0.43622,20,-0.1990,12,-1.0096
ENSG00000271447,MMP28,46,0.93583,27,-0.1273,13,-1.2782,37,0.38093,0,-5.8326,38,0.43465
ENSG00000273611,ZNHIT3,80,0.44879,68,0.12059,69,0.11690,66,0.04334,42,-0.6692,39,-0.7880
ENSG00000278311,GGNBP2,43,-0.2691,66,0.56247,54,0.12338,52,0.04868,41,-0.3391,35,-0.5556
ENSG00000278535,DHRS11,24,0.09834,27,0.35411,41,0.97821,22,-0.0726,3,-2.8133,14,-0.7340
ENSG00000278540,ACACA,29,-0.3189,38,0.19574,61,0.96991,48,0.55445,7,-2.4675,26,-0.4344
ENSG00000276023,DUSP14,12,-0.7715,29,0.98528,25,0.55617,5,-1.8791,22,0.32035,11,-0.7814
ENSG00000275066,SYNRG,15,-0.3052,9,-1.0829,17,-0.0206,28,0.80461,20,0.20162,27,0.69039
ENSG00000278845,MRPL45,11,-0.5630,21,0.57707,26,0.85631,29,1.04761,0,-4.9626,5,-1.5747
ENSG00000274211,SOCS7,21,-0.2211,26,0.17815,30,0.44949,62,1.79160,0,-5.5061,1,-4.4517
ENSG00000275832,ARHGAP23,45,-0.5731,64,0.05756,38,-0.7930,65,0.07143,34,-0.9583,141,1.47501
ENSG00000277363,SRCIN1,54,-0.7653,94,0.24085,94,0.21519,154,1.07196,11,-3.0338,108,0.44809
ENSG00000273604,EPOP,13,-0.3513,19,0.39758,26,0.82249,27,0.87482,4,-1.9307,5,-1.6924
ENSG00000275023,MLLT6,54,0.57091,43,0.11713,15,-1.5035,51,0.39695,11,-1.9278,52,0.42381
ENSG00000277972,CISD3,73,0.08371,90,0.50318,68,-0.0534,36,-1.0487,74,0.10094,56,-0.3681
ENSG00000277791,PSMB3,119,-0.2721,149,0.14694,169,0.33761,129,-0.1171,109,-0.3848,162,0.26112
ENSG00000276293,PIP4K2B,136,-0.4549,198,0.25316,243,0.56781,313,1.02163,92,-1.0056,75,-1.3215
ENSG00000125691,RPL23,372,-0.3229,461,0.08011,280,-0.7337,327,-0.4866,718,0.83391,546,0.35450
ENSG00000002834,LASP1,55,-0.1827,79,0.52923,54,-0.1739,89,0.65793,31,-1.0483,42,-0.5800
ENSG00000263874,LINC00672,27,-1.1873,115,1.82304,32,-0.8192,84,0.78345,6,-3.1360,18,-1.6720
ENSG00000067191,CACNB1,64,-0.5807,91,0.06295,156,0.98724,187,1.32559,45,-1.0704,8,-3.6267
ENSG00000108298,RPL19,765,-0.5138,958,-0.1018,444,-1.2966,554,-0.9571,1878,1.08096,1765,0.96592
ENSG00000108306,FBXL20,15,-0.4565,16,-0.3894,29,0.68744,32,0.84986,31,0.76163,2,-3.2353
ENSG00000171532,NEUROD2,67,-0.9432,160,0.69258,176,0.74331,254,1.42982,17,-2.8675,11,-3.5510
ENSG00000131771,PPP1R1B,115,-0.4372,126,-0.2729,46,-1.7802,174,0.30257,98,-0.6316,364,1.66706
ENSG00000131748,STARD3,19,-1.0173,41,0.32956,37,0.08857,38,0.16585,35,0.00958,47,0.49575
ENSG00000141741,MIEN1,92,0.12815,109,0.47435,87,0.00530,69,-0.3654,35,-1.4151,97,0.19314
ENSG00000172057,ORMDL3,22,-0.6381,36,0.21626,27,-0.2378,37,0.23416,24,-0.4272,50,0.77569
ENSG00000108344,PSMD3,46,-0.6826,77,0.25275,98,0.62789,89,0.45774,59,-0.2131,48,-0.5445
ENSG00000008838,MED24,29,-0.5969,51,0.46534,52,0.43291,72,1.01753,12,-1.8422,25,-0.7176
ENSG00000126351,THRA,144,-0.6499,305,0.81234,122,-0.8392,232,0.19812,156,-0.4536,242,0.26307
ENSG00000126368,NR1D1,35,0.37206,22,-0.5327,61,1.31303,27,-0.1120,16,-0.9152,14,-1.1063
ENSG00000188895,MSL1,56,-0.2610,73,0.25205,84,0.45142,69,0.11498,62,-0.0588,41,-0.7121
ENSG00000108349,CASC3,36,-0.7015,59,0.20772,55,0.06016,71,0.47453,55,0.05600,54,0.03114
ENSG00000108352,RAPGEFL1,36,-0.4420,59,0.52434,75,0.85390,57,0.38782,34,-0.4452,7,-2.7174
ENSG00000171475,WIPF2,49,-0.3340,58,-0.0066,96,0.85233,60,0.05441,58,-0.0049,38,-0.6606
ENSG00000141753,IGFBP4,7,-2.9519,41,-0.1321,9,-2.3330,8,-2.5150,199,3.19007,37,-0.2447
ENSG00000073584,SMARCE1,28,-0.9835,51,0.12325,33,-0.5951,59,0.32524,88,1.04772,47,-0.0240
ENSG00000213424,KRT222,24,-0.4565,37,0.35635,45,0.62297,49,0.76347,32,0.04913,0,-6.9182
ENSG00000186395,KRT10,83,-0.2846,108,0.22985,56,-0.8642,52,-0.9782,134,0.55473,147,0.71812
ENSG00000128422,KRT17,1,-6.8396,383,2.07189,0,-8.8742,518,2.18583,17,-3.3722,7,-4.6483
ENSG00000173812,EIF1,594,-0.3723,796,0.18164,728,0.00588,559,-0.4229,842,0.24822,895,0.35050
ENSG00000141698,NT5C3B,79,-0.0731,97,0.32682,121,0.64908,98,0.28301,64,-0.4184,24,-1.8988
ENSG00000131473,ACLY,24,-1.0403,44,0.03639,72,0.87418,43,-0.0061,39,-0.1570,56,0.41671
ENSG00000173786,CNP,63,-2.7312,193,-0.9636,111,-1.6990,259,-0.3989,31,-3.5644,1735,3.72841
ENSG00000168259,DNAJC7,74,-0.3939,110,0.37685,132,0.63689,121,0.47531,58,-0.7100,49,-0.9741
ENSG00000108773,KAT2A,22,-0.9885,40,0.01590,71,1.00950,41,0.05095,41,0.05493,39,-0.0319
ENSG00000108774,RAB5C,101,-0.1213,90,-0.3313,123,0.21697,121,0.19444,133,0.35550,102,-0.0869
ENSG00000173757,STAT5B,23,0.16265,22,0.06323,31,0.64473,15,-0.5143,8,-1.5180,25,0.29304
ENSG00000168610,STAT3,32,-0.2895,21,-1.0236,27,-0.5179,37,-0.0376,77,1.23268,55,0.62592
ENSG00000033627,ATP6V0A1,252,-0.3930,276,-0.2247,588,1.11047,586,1.10449,162,-1.0385,99,-1.7828
ENSG00000068120,COASY,31,-0.0693,28,-0.2670,39,0.31436,34,0.09485,26,-0.3472,41,0.39148
ENSG00000108788,MLX,15,-0.6153,32,0.80048,24,0.19301,22,0.00666,20,-0.1288,12,-0.8691
ENSG00000141699,RETREG3,19,-0.4532,19,-0.4640,52,1.32662,29,0.29679,20,-0.2943,18,-0.4926
ENSG00000131462,TUBG1,16,-0.3777,19,-0.0512,53,1.80513,12,-0.6911,9,-1.1461,12,-0.7655
ENSG00000037042,TUBG2,91,0.05781,104,0.32973,134,0.72015,105,0.29486,29,-1.7061,46,-1.0249
ENSG00000108797,CNTNAP1,106,-0.3443,103,-0.3969,256,1.22891,250,1.18793,88,-0.5997,7,-4.2415
ENSG00000108799,EZH1,19,-0.4239,26,0.13754,36,0.70418,22,-0.1339,16,-0.6665,28,0.26042
ENSG00000131477,RAMP2,17,-2.0029,16,-2.1644,8,-2.9329,6,-3.3122,298,3.64399,84,0.62386
ENSG00000131475,VPS25,23,-0.6368,31,-0.1363,42,0.37859,38,0.21040,45,0.50719,33,-0.0195
ENSG00000183978,COA3,118,-0.1776,171,0.55877,125,-0.0539,112,-0.2405,109,-0.2816,113,-0.2228
ENSG00000126581,BECN1,41,-0.4465,53,0.05438,79,0.71988,71,0.52857,56,0.14003,20,-1.4714
ENSG00000131467,PSME3,42,-0.4689,64,0.34226,62,0.22705,65,0.29787,55,0.03996,38,-0.5632
ENSG00000266967,AARSD1,30,-0.3641,38,0.06767,57,0.73428,38,0.05488,31,-0.2464,31,-0.2584
ENSG00000198863,RUNDC1,19,-0.3213,20,-0.1634,49,1.40412,31,0.57294,12,-1.0071,8,-1.6318
ENSG00000131469,RPL27,609,-0.1771,792,0.33363,441,-0.6709,360,-0.9867,965,0.62081,786,0.26851
ENSG00000108828,VAT1,17,-1.3185,22,-0.9189,28,-0.4533,31,-0.2685,70,1.10277,88,1.56402
ENSG00000108830,RND2,29,0.03513,22,-0.4981,10,-1.6578,17,-0.8392,29,-0.0151,73,1.67551
ENSG00000188554,NBR1,46,-0.4885,65,0.14054,55,-0.1518,56,-0.1297,76,0.38303,74,0.33694
ENSG00000175906,ARL4D,6,-1.7097,30,1.05610,18,0.02459,41,1.44995,12,-0.5857,0,-5.2890
ENSG00000067596,DHX8,14,0.24231,12,-0.1183,20,0.73750,12,-0.0794,0,-4.6537,17,0.46972
ENSG00000108861,DUSP3,91,-0.3855,101,-0.1957,182,0.82701,181,0.82000,109,-0.0522,42,-1.5478
ENSG00000108852,MPP2,42,-0.4735,62,0.23588,101,1.06292,84,0.72315,0,-6.7308,45,-0.3228
ENSG00000091947,TMEM101,18,-0.3574,18,-0.3197,33,0.73200,25,0.28514,0,-5.0950,41,1.13295
ENSG00000161654,LSM12,23,-0.2400,25,-0.1090,41,0.74689,44,0.87607,14,-0.9377,15,-0.8534
ENSG00000141349,G6PC3,38,-0.4325,34,-0.6234,42,-0.2217,39,-0.3124,80,0.86933,79,0.85012
ENSG00000108840,HDAC5,147,0.53474,104,-0.1485,119,0.08775,95,-0.2782,79,-0.5791,107,-0.0849
ENSG00000168591,TMUB2,24,-0.9081,32,-0.4150,67,0.88316,42,0.10286,55,0.54264,43,0.13224
ENSG00000087152,ATXN7L3,71,-0.4394,105,0.28847,127,0.56812,174,1.13668,48,-0.9920,23,-2.0863
ENSG00000108312,UBTF,36,-1.0794,90,0.60410,85,0.40281,64,-0.0722,64,-0.0734,69,0.05771
ENSG00000108309,RUNDC3A,331,0.12624,408,0.55365,495,0.80041,298,-0.0678,128,-1.3934,84,-2.0229
ENSG00000013306,SLC25A39,44,-0.4248,35,-0.8022,54,-0.0188,35,-0.7056,105,1.13277,87,0.78877
ENSG00000030582,GRN,54,-0.5183,31,-1.4263,71,-0.0171,84,0.26280,159,1.42719,88,0.34178
ENSG00000161682,FAM171A2,37,-0.3832,67,0.80284,68,0.67625,77,0.89951,2,-4.4524,9,-2.4198
ENSG00000186566,GPATCH8,13,-0.4098,11,-0.7073,18,0.12124,36,1.38429,0,-5.0058,29,0.97586
ENSG00000180329,CCDC43,17,-0.2133,20,0.06317,21,0.17619,34,0.98805,16,-0.2893,8,-1.3247
ENSG00000073670,ADAM11,49,-0.4283,48,-0.4663,154,1.66503,98,0.79810,23,-1.5010,23,-1.4933
ENSG00000131097,HIGD1B,18,-0.9164,31,0.00385,11,-1.6195,3,-3.3572,100,2.20349,36,0.24007
ENSG00000108883,EFTUD2,27,-0.3947,34,-0.0220,66,1.15109,65,1.11789,0,-5.8092,19,-0.9125
ENSG00000131095,GFAP,643,-2.3988,573,-2.5752,196,-3.9624,112,-4.7695,4421,0.84535,14482,3.82282
ENSG00000131094,C1QL1,35,-0.8605,51,-0.1979,54,-0.0852,26,-1.1980,94,0.85247,109,1.12364
ENSG00000172992,DCAKD,24,-0.2620,22,-0.3656,27,-0.0350,32,0.26046,3,-3.2357,65,1.54031
ENSG00000136448,NMT1,54,-0.5698,81,0.17608,120,0.83783,84,0.21051,88,0.29866,28,-1.4918
ENSG00000161714,PLCD3,64,0.73272,16,-1.7433,44,-0.0420,37,-0.3219,13,-1.8373,104,1.51656
ENSG00000186834,HEXIM1,36,-0.2957,39,-0.1402,58,0.55393,64,0.70957,43,0.04434,21,-1.0852
ENSG00000184922,FMNL1,44,0.45460,34,-0.0708,66,1.06924,31,-0.2191,23,-0.7011,7,-2.4884
ENSG00000264589,MAPT-AS1,11,-0.2534,17,0.58374,19,0.63058,8,-0.7070,0,-4.6306,19,0.62964
ENSG00000186868,MAPT,165,-0.6005,247,0.14562,378,0.85638,447,1.16687,87,-1.5200,100,-1.3067
ENSG00000120071,KANSL1,14,-0.9412,21,-0.2218,35,0.62445,34,0.56781,32,0.48031,21,-0.2327
ENSG00000073969,NSF,299,-0.5487,344,-0.2929,1145,1.94688,569,0.58648,162,-1.4252,58,-2.9429
ENSG00000108433,GOSR2,34,-0.2517,36,-0.1735,41,0.06311,49,0.35046,38,-0.0673,47,0.29610
ENSG00000179673,RPRML,14,-1.7555,57,0.75260,19,-1.1615,150,2.66055,0,-6.2158,4,-3.3323
ENSG00000004897,CDC27,33,-0.5702,42,-0.1339,73,0.84139,79,0.98018,36,-0.3713,21,-1.1483
ENSG00000141279,NPEPPS,73,-0.1582,84,0.08886,122,0.72313,92,0.23830,44,-0.9392,66,-0.3010
ENSG00000108424,KPNB1,68,-0.7670,83,-0.4262,130,0.36702,145,0.56168,132,0.40209,124,0.29283
ENSG00000198933,TBKBP1,16,-0.3517,28,0.66396,19,-0.1029,24,0.32609,0,-4.7069,28,0.54571
ENSG00000159111,MRPL10,31,-0.3579,41,0.17838,34,-0.1264,47,0.37531,48,0.41057,26,-0.5651
ENSG00000264920,AC018521.5,39,0.07318,37,-0.0559,26,-0.5753,31,-0.3429,58,0.72491,36,-0.0968
ENSG00000108439,PNPO,42,-0.1183,35,-0.4514,50,0.18517,63,0.57874,53,0.29192,37,-0.2897
ENSG00000108465,CDK5RAP3,23,-0.6556,32,-0.1182,42,0.35791,31,-0.1438,21,-0.7682,66,1.17406
ENSG00000082641,NFE2L1,91,-0.5075,80,-0.7401,198,0.85212,157,0.44323,96,-0.3654,170,0.58256
ENSG00000108468,CBX1,56,-0.2009,72,0.28098,50,-0.3677,57,-0.1461,58,-0.1343,79,0.39082
ENSG00000002919,SNX11,12,-0.3280,10,-0.6710,28,1.09085,29,1.17531,0,-4.8731,16,0.12738
ENSG00000136436,CALCOCO2,17,-1.1374,17,-1.2090,12,-1.5064,41,0.34361,83,1.64143,62,1.08672
ENSG00000159199,ATP5MC1,213,-0.0955,313,0.68892,234,0.07491,159,-0.5535,190,-0.2661,156,-0.5839
ENSG00000159202,UBE2Z,65,-0.7602,103,0.06387,151,0.71968,172,0.94826,69,-0.5844,66,-0.6461
ENSG00000159210,SNF8,45,-0.3091,55,0.05681,50,-0.0989,39,-0.4826,70,0.46387,66,0.36612
ENSG00000198740,ZNF652,15,-0.0304,9,-0.9814,12,-0.3893,17,0.16430,7,-1.1095,39,1.66023
ENSG00000167085,PHB,59,-0.6045,61,-0.5536,101,0.33102,71,-0.2435,156,1.11277,92,0.17761
ENSG00000182575,NXPH3,1,-4.9723,41,0.76673,0,-5.3820,97,2.35246,34,0.31579,11,-1.3987
ENSG00000121067,SPOP,40,-0.4840,50,-0.0757,55,0.06562,92,0.96103,27,-1.0498,65,0.36130
ENSG00000121073,SLC35B1,30,-0.3280,29,-0.3802,50,0.56233,41,0.25922,50,0.58850,25,-0.5438
ENSG00000136504,KAT7,21,-0.4030,42,1.03431,40,0.74975,29,0.20252,9,-1.6434,3,-3.2943
ENSG00000005882,PDK2,66,-0.4516,121,0.75012,110,0.45064,60,-0.5342,50,-0.8095,78,-0.1184
ENSG00000167100,SAMD14,17,-0.6502,46,1.45457,16,-0.6532,20,-0.3022,12,-1.0494,18,-0.4322
ENSG00000108819,PPP1R9B,107,0.01574,129,0.38813,75,-0.5465,178,0.89508,88,-0.2973,34,-1.7378
ENSG00000108826,MRPL27,84,-0.2084,102,0.16481,89,-0.0778,88,-0.0994,62,-0.6681,139,0.66536
ENSG00000108829,LRRC59,33,-0.0132,29,-0.2186,37,0.18126,34,0.05303,49,0.66093,20,-0.7898
ENSG00000136444,RSAD1,14,-0.3565,19,0.30777,22,0.47413,11,-0.6042,19,0.21843,14,-0.2485
ENSG00000006282,SPATA20,36,0.76727,24,-0.0945,25,-0.0061,33,0.44656,14,-0.9030,8,-1.7171
ENSG00000154945,ANKRD40,36,-0.9305,57,-0.1508,40,-0.6751,68,0.16245,39,-0.7027,157,1.71705
ENSG00000108848,LUC7L3,73,-0.2312,85,0.05962,89,0.11334,102,0.35356,69,-0.2883,85,0.04014
ENSG00000141232,TOB1,23,-0.8022,24,-0.7287,10,-1.9056,37,0.06858,75,1.29932,71,1.18298
ENSG00000008294,SPAG9,75,-0.3778,84,-0.1717,93,0.01870,89,-0.0623,127,0.53227,110,0.29911
ENSG00000239672,NME1,104,-0.3136,164,0.58852,176,0.60919,130,0.09731,63,-1.0536,77,-0.7407
ENSG00000243678,NME2,327,-0.0244,413,0.44137,294,-0.1938,204,-0.7732,455,0.53555,217,-0.6800
ENSG00000011260,UTP18,17,0.09237,18,0.24203,26,0.81913,11,-0.5711,4,-2.0488,17,0.09833
ENSG00000154975,CA10,35,-0.8456,86,0.86452,114,1.21415,75,0.46501,22,-1.4994,1,-5.1140
ENSG00000166260,COX11,33,-0.2056,43,0.29745,45,0.30944,54,0.62301,27,-0.5036,18,-1.0903
ENSG00000108924,HLF,59,-0.7353,124,0.67537,138,0.73715,103,0.23931,38,-1.3326,68,-0.4366
ENSG00000108960,MMD,107,-0.7852,244,0.81452,206,0.37452,321,1.16810,44,-2.0532,47,-1.9436
ENSG00000153933,DGKE,33,0.29810,14,-1.2207,71,1.62972,35,0.31067,25,-0.1968,3,-3.1094
ENSG00000121064,SCPEP1,19,-0.4438,16,-0.7507,46,1.11340,23,-0.1141,41,0.89307,14,-0.8079
ENSG00000121057,AKAP1,26,-0.4279,29,-0.2238,47,0.60263,19,-0.8556,63,1.12911,24,-0.5325
ENSG00000153944,MSI2,69,0.39393,48,-0.3084,19,-1.6539,48,-0.2876,50,-0.2118,103,1.02587
ENSG00000181610,MRPS23,51,0.00796,62,0.37419,59,0.23336,84,0.84949,1,-5.3982,39,-0.4380
ENSG00000180891,CUEDC1,16,-0.3624,23,0.24877,8,-1.3623,32,0.79148,6,-1.7054,35,0.96070
ENSG00000136450,SRSF1,31,-0.9087,78,0.86948,62,0.29155,47,-0.1587,30,-0.8625,56,0.13501
ENSG00000264364,DYNLL2,310,-0.0861,301,-0.1404,490,0.70339,470,0.62920,241,-0.4833,172,-1.0054
ENSG00000005379,TSPOAP1,49,-0.1164,71,0.63640,51,-0.0175,50,-0.0393,54,0.08223,19,-1.5526
ENSG00000213246,SUPT4H1,70,0.10312,77,0.29759,54,-0.3484,76,0.22077,28,-1.3303,79,0.28633
ENSG00000108389,MTMR4,18,-0.8970,20,-0.6719,79,1.78521,38,0.41716,15,-1.0177,28,-0.0791
ENSG00000108387,SEPTIN4,79,-1.5605,159,-0.3852,106,-0.9753,168,-0.2463,82,-1.3670,732,2.61917
ENSG00000108384,RAD51C,17,-0.6533,40,0.98626,28,0.21260,31,0.36589,0,-5.5583,25,0.02471
ENSG00000175175,PPM1E,25,0.06011,18,-0.5230,62,1.73469,43,1.00733,0,-5.5515,1,-4.7052
ENSG00000108395,TRIM37,87,-0.1932,110,0.24779,192,1.20192,144,0.68319,12,-3.1007,31,-1.7632
ENSG00000182628,SKA2,49,0.02799,38,-0.4527,26,-0.9867,28,-0.8440,99,1.25206,60,0.36795
ENSG00000153982,GDPD1,13,-0.6661,25,0.52225,43,1.40320,21,0.15166,4,-2.4295,10,-1.0240
ENSG00000175155,YPEL2,15,-1.0036,31,0.31174,41,0.73801,52,1.15685,0,-5.7045,27,0.04005
ENSG00000108406,DHX40,12,-0.9623,14,-0.7512,28,0.50363,28,0.49008,29,0.56019,30,0.61075
ENSG00000141367,CLTC,242,-0.3286,268,-0.1435,603,1.30263,351,0.32414,114,-1.4533,223,-0.4184
ENSG00000141378,PTRH2,13,-0.4763,17,-0.0378,18,0.10503,20,0.27679,12,-0.5448,26,0.73111
ENSG00000062716,VMP1,32,-0.9967,39,-0.6710,84,0.67912,55,-0.0351,101,1.01109,68,0.32382
ENSG00000108443,RPS6KB1,15,-0.5695,22,0.14659,32,0.75736,41,1.18423,1,-4.3372,17,-0.3554
ENSG00000170832,USP32,16,-0.3697,25,0.51229,25,0.39688,27,0.50915,4,-2.2970,18,-0.1062
ENSG00000062725,APPBP2,34,-0.3799,45,0.13520,59,0.57690,61,0.60892,16,-1.4736,42,-0.0049
ENSG00000141376,BCAS3,22,-0.4191,23,-0.3193,50,1.00782,51,1.05555,9,-1.6642,21,-0.4546
ENSG00000108510,MED13,25,-0.0056,25,-0.0100,22,-0.2001,29,0.22080,14,-0.8621,36,0.57882
