Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000059691,GATB,1,-4.2425,7,-2.0972,12,-1.2381,51,1.50122,39,0.62184,13,-1.2042
ENSG00000109670,FBXW7,164,-0.7398,23,-3.6571,438,0.83998,412,1.03478,212,-0.3822,177,-0.6857
ENSG00000109654,TRIM2,97,-1.2756,101,-1.2191,219,-0.0234,311,0.75863,211,-0.0902,224,0.01366
ENSG00000145428,RNF175,8,-2.0232,1,-4.6039,76,1.57318,48,1.02850,24,-0.4244,14,-1.2204
ENSG00000145423,SFRP2,0,-6.5610,582,10.9123,0,-9.6738,0,-10.000,0,-10.415,0,-6.5098
ENSG00000171566,PLRG1,12,-1.2730,17,-0.7869,36,0.32574,36,0.44298,33,0.20472,26,-0.1729
ENSG00000164114,MAP9,85,-0.3898,51,-1.1574,235,1.31303,108,-0.0098,134,0.39542,60,-0.9868
ENSG00000164116,GUCY1A1,0,-5.4717,88,2.10027,52,1.06908,29,0.17112,16,-0.8479,5,-2.6492
ENSG00000260244,AC104083.1,3,-2.7958,26,0.51620,27,0.54949,32,1.25220,10,-1.0819,9,-1.2274
ENSG00000061918,GUCY1B1,81,-1.3204,57,-1.8389,321,0.86435,329,1.31956,145,-0.4776,86,-1.3379
ENSG00000109738,GLRB,35,-1.5363,21,-2.3156,196,1.19597,153,1.07959,78,-0.3743,49,-1.1474
ENSG00000120251,GRIA2,59,-2.3469,72,-2.0457,403,0.61076,482,1.34295,204,-0.5335,193,-0.6284
ENSG00000164125,GASK1B,12,-1.3609,88,1.92837,15,-1.0096,12,-1.5534,32,0.17516,39,0.50200
ENSG00000164124,TMEM144,0,-5.7210,104,2.08239,0,-5.9136,1,-4.8067,7,-2.4518,101,2.68969
ENSG00000171497,PPID,1,-5.1496,35,-0.2579,40,-0.0476,67,1.11914,38,-0.1684,31,-0.4944
ENSG00000052795,FNIP2,80,0.81121,33,-0.6253,66,0.47705,60,0.44614,33,-0.6729,32,-0.7231
ENSG00000109756,RAPGEF2,51,-0.2757,30,-1.0909,42,-0.5852,95,1.06481,57,-0.1175,41,-0.6502
ENSG00000168843,FSTL5,21,-0.3154,48,1.02599,24,-0.1221,27,0.06873,29,0.19089,14,-1.0345
ENSG00000145416,MARCH1,36,1.06019,3,-2.5703,19,0.02674,14,-0.5879,18,-0.0916,27,0.63708
ENSG00000170088,TMEM192,50,0.84011,36,0.29964,31,0.09059,26,-0.2645,32,0.16087,19,-0.7863
ENSG00000109466,KLHL2,20,-1.9392,13,-2.5113,62,-0.1965,126,1.41176,52,-0.5333,65,-0.1462
ENSG00000052802,MSMO1,82,-0.6523,120,-0.0604,137,0.16105,184,0.89126,116,-0.1163,60,-1.2203
ENSG00000109472,CPE,785,-1.2883,1554,-0.2369,1466,-0.3285,1842,0.04363,3006,0.99970,1347,-0.5097
ENSG00000196104,SPOCK3,63,-0.3727,96,0.30009,221,1.78028,42,-1.1687,32,-1.5081,113,0.66241
ENSG00000129116,PALLD,21,-0.3997,53,1.11588,30,0.17366,15,-1.0660,32,0.27104,29,0.13338
ENSG00000145439,CBR4,53,1.27084,12,-1.0516,48,1.11394,25,0.05620,15,-0.8909,14,-0.9188
ENSG00000154447,SH3RF1,29,-0.0511,18,-0.7195,27,-0.1171,41,0.72693,31,0.06004,18,-0.8035
ENSG00000137601,NEK1,48,1.10054,29,0.22346,42,0.87683,14,-1.0771,20,-0.4103,24,-0.0351
ENSG00000109572,CLCN3,93,-0.1483,72,-0.5469,165,0.79520,141,0.72574,78,-0.4590,55,-1.0474
ENSG00000056050,HPF1,23,-0.7425,38,0.03317,45,0.28618,44,0.33968,45,0.34098,23,-0.8182
ENSG00000198948,MFAP3L,12,-1.2968,27,-0.1488,31,0.08977,30,0.00886,46,0.86112,21,-0.5446
ENSG00000164104,HMGB2,23,-0.0271,68,1.86156,21,-0.1276,19,-0.3853,14,-0.8310,17,-0.4860
ENSG00000164106,SCRG1,50,-2.0598,289,0.65071,158,-0.3294,138,-0.6682,343,1.12223,175,-0.1929
ENSG00000145451,GLRA3,1,-4.4574,0,-7.4111,7,-1.4864,51,2.89415,14,-0.5327,4,-2.3187
ENSG00000150625,GPM6A,689,-1.4600,409,-2.2366,1998,0.18992,2415,0.68458,2227,0.42044,1484,-0.3175
ENSG00000150627,WDR17,53,0.48369,10,-2.0890,54,0.50924,51,0.57873,42,0.14345,19,-1.2209
ENSG00000129128,SPCS3,26,-1.0859,48,-0.1557,69,0.40566,77,0.81071,36,-0.6712,44,-0.3243
ENSG00000218336,TENM3,20,-1.1601,14,-1.7471,40,-0.1418,78,1.41189,27,-0.7942,37,-0.2843
ENSG00000129187,DCTD,1,-4.4204,61,0.78150,52,0.52366,42,0.21500,46,0.37387,22,-0.8764
ENSG00000168538,TRAPPC11,17,-0.6385,32,0.34845,25,-0.0417,35,0.67924,14,-0.9751,25,-0.0711
ENSG00000173320,STOX2,21,-1.5805,14,-2.2124,91,0.68680,74,0.45443,79,0.53334,46,-0.4646
ENSG00000151726,ACSL1,33,0.25295,29,0.05706,27,-0.0369,29,0.08642,14,-1.1679,38,0.55689
ENSG00000151729,SLC25A4,153,-0.7307,147,-0.7910,320,0.44453,371,0.97458,218,-0.1959,133,-1.0274
ENSG00000164323,CFAP97,51,0.65937,50,0.62555,33,-0.0644,34,0.02083,29,-0.2898,23,-0.6735
ENSG00000109762,SNX25,0,-5.1328,12,-0.8416,37,0.88389,37,1.32511,18,-0.2607,8,-1.5657
ENSG00000109775,UFSP2,0,-5.0904,29,0.53558,31,0.66266,28,0.66551,17,-0.3625,14,-0.6072
ENSG00000154553,PDLIM3,16,-0.3287,62,2.00483,17,-0.2425,5,-2.2137,31,0.84353,13,-0.7399
ENSG00000154556,SORBS2,68,-0.1976,47,-0.7723,54,-0.5483,135,1.37298,68,-0.2146,29,-1.5903
ENSG00000109794,FAM149A,0,-4.9864,17,-0.2323,12,-0.6672,26,0.67759,23,0.31129,19,0.01119
ENSG00000145476,CYP4V2,10,-0.9565,45,1.54781,6,-1.6329,9,-1.1757,34,1.26351,12,-0.7232
ENSG00000083857,FAT1,18,-0.9413,103,2.04239,32,-0.0166,14,-1.4579,55,1.01964,10,-1.9433
ENSG00000109536,FRG1,58,0.45416,61,0.52728,15,-1.5835,51,0.32840,34,-0.4427,41,-0.1023
ENSG00000164366,CCDC127,7,-2.0116,15,-0.8978,14,-0.9768,38,0.82453,31,0.29262,26,-0.0222
ENSG00000073578,SDHA,26,-1.9827,74,-0.4280,139,0.57936,139,0.78598,86,-0.2250,75,-0.4705
ENSG00000249915,PDCD6,12,-3.2753,112,0.05596,160,0.64160,165,0.97584,93,-0.2691,58,-1.0432
ENSG00000180104,EXOC3,17,-1.6535,63,0.38741,65,0.44490,58,0.33149,38,-0.4472,50,0.02087
ENSG00000225138,SLC9A3-AS1,19,0.20667,16,-0.0604,8,-1.0446,18,0.20808,19,0.25032,15,-0.2012
ENSG00000171368,TPPP,224,-0.0708,135,-0.8636,282,0.29640,251,0.14546,192,-0.3550,283,0.34983
ENSG00000028310,BRD9,0,-5.7161,14,-1.2903,33,0.05229,43,0.61717,41,0.42598,33,0.02748
ENSG00000049656,CLPTM1L,57,-0.3180,41,-0.8388,85,0.31902,103,0.87897,66,-0.0878,37,-1.0650
ENSG00000153395,LPCAT1,96,0.93670,31,-0.8454,66,0.31797,71,0.58769,46,-0.3095,23,-1.4262
ENSG00000171421,MRPL36,54,0.64705,23,-0.7151,21,-0.8427,44,0.40663,37,0.03806,30,-0.3548
ENSG00000145494,NDUFS6,62,-1.5050,200,0.29726,126,-0.4382,188,0.26589,205,0.38529,150,-0.1858
ENSG00000164151,ICE1,42,0.16266,15,-1.4410,32,-0.2455,53,0.77803,28,-0.5040,36,-0.0833
ENSG00000133398,MED10,61,0.15151,31,-0.8976,46,-0.3003,72,0.59189,52,-0.1030,47,-0.2893
ENSG00000215218,UBE2QL1,56,-0.7755,40,-1.3020,98,0.08261,149,1.10106,58,-0.7958,86,-0.1316
ENSG00000145545,SRD5A1,36,0.25582,20,-0.6784,17,-0.9194,49,1.12752,23,-0.4690,19,-0.7952
ENSG00000112941,TENT4A,39,1.00359,2,-3.5240,28,0.44911,23,0.22303,17,-0.3924,19,-0.1573
ENSG00000078295,ADCY2,31,-1.6741,73,-0.3628,183,1.16174,82,-0.2252,121,0.51105,72,-0.4271
ENSG00000247516,MIR4458HG,30,-0.8361,75,0.61256,54,0.08932,46,-0.2071,64,0.41430,44,-0.2892
ENSG00000112902,SEMA5A,42,0.16208,70,1.00194,41,0.12534,22,-1.0072,29,-0.4518,52,0.55796
ENSG00000150753,CCT5,38,-1.5259,71,-0.5807,116,0.18484,173,1.23056,85,-0.3435,60,-0.9362
ENSG00000164237,CMBL,28,-0.4537,65,0.91065,40,0.11583,35,-0.0935,36,-0.0561,30,-0.3466
ENSG00000145495,MARCH6,147,-0.5556,165,-0.3755,328,0.74279,259,0.46356,206,-0.0253,131,-0.8022
ENSG00000164236,ANKRD33B,2,-3.5808,7,-1.9999,33,0.35301,55,1.88614,17,-0.7309,12,-1.2426
ENSG00000112977,DAP,20,-0.9478,108,1.81568,60,0.75249,23,-0.9494,31,-0.3375,30,-0.3932
ENSG00000169862,CTNND2,53,-2.2543,122,-1.0197,260,0.16599,233,-0.0179,297,0.43411,311,0.52507
ENSG00000038382,TRIO,13,-2.5788,48,-0.6300,88,0.33189,117,1.16486,72,0.01897,35,-1.1712
ENSG00000154122,ANKH,27,-1.5804,72,-0.1060,153,1.15658,90,0.34557,72,-0.1187,51,-0.7127
ENSG00000173545,ZNF622,0,-5.0515,21,-0.0164,23,0.08058,32,0.90247,26,0.31093,12,-1.0010
ENSG00000154153,RETREG1,3,-3.9295,66,0.42650,86,0.87989,68,0.65351,9,-2.6262,64,0.42638
ENSG00000145555,MYO10,28,-1.4421,92,0.37666,33,-1.2011,31,-1.5258,115,0.88736,125,1.06091
ENSG00000176788,BASP1,548,-0.9178,67,-4.0022,1681,0.88602,1413,0.81230,843,-0.2780,823,-0.3198
ENSG00000248455,LINC02217,30,0.33294,5,-2.4364,32,0.44387,13,-1.1847,16,-0.7253,54,1.62772
ENSG00000145526,CDH18,5,-2.1523,0,-6.4272,37,0.75391,38,1.10914,27,0.27842,12,-1.1151
ENSG00000040731,CDH10,16,-1.0891,1,-4.9309,26,-0.3290,57,1.32115,29,-0.2105,28,-0.2804
ENSG00000113360,DROSHA,27,0.05456,30,0.19313,33,0.34674,30,0.29015,19,-0.5435,22,-0.2899
ENSG00000082213,C5orf22,16,-0.4539,18,-0.3184,46,1.23180,32,0.86473,12,-0.9958,9,-1.4010
ENSG00000133401,PDZD2,10,-1.9358,36,-0.0384,12,-1.6329,54,0.86231,25,-0.6419,49,0.51751
ENSG00000113384,GOLPH3,26,-0.7223,76,1.02647,44,0.12700,45,0.18396,34,-0.3142,30,-0.5105
ENSG00000150712,MTMR12,10,-1.3276,8,-1.6953,16,-0.6604,46,1.51065,23,-0.0921,15,-0.8881
ENSG00000056097,ZFR,60,-0.9955,112,-0.0359,86,-0.4511,158,0.71973,102,-0.2017,104,-0.1687
ENSG00000113387,SUB1,288,-0.4198,214,-0.8777,312,-0.2908,551,0.87606,431,0.25529,212,-0.9735
ENSG00000113407,TARS,0,-5.3154,25,-0.0471,14,-0.8904,44,1.30629,19,-0.5177,23,-0.1839
ENSG00000113460,BRIX1,18,0.02430,4,-2.1630,33,1.03768,22,0.43591,18,0.05944,10,-0.9460
ENSG00000168724,DNAJC21,21,-0.5212,48,0.80036,61,1.23823,22,-0.5192,26,-0.1704,21,-0.5440
ENSG00000164187,LMBRD2,33,-1.6170,21,-2.2957,137,0.58428,163,1.26734,92,-0.0744,48,-1.1625
ENSG00000152620,NADK2,1,-5.3904,67,0.47418,56,0.16731,54,0.15520,59,0.29055,49,-0.0411
ENSG00000164188,RANBP3L,18,-0.0085,40,1.31902,4,-2.1193,10,-1.0735,38,1.48695,7,-1.5765
ENSG00000079215,SLC1A3,351,-0.6196,493,-0.0855,350,-0.6245,243,-1.3914,1301,1.99813,339,-0.7367
ENSG00000285967,NIPBL-DT,22,-0.2716,32,0.31521,25,-0.1032,31,0.37982,20,-0.4400,24,-0.1209
ENSG00000164190,NIPBL,64,0.96871,58,0.79888,47,0.42921,22,-0.8901,28,-0.3958,32,-0.1703
ENSG00000197603,CPLANE1,35,0.44517,33,0.36098,16,-0.7340,24,-0.1337,24,-0.1561,28,0.14839
ENSG00000113594,LIFR,56,0.08031,88,0.83563,55,0.05335,34,-0.8202,78,0.73312,36,-0.6535
ENSG00000164327,RICTOR,0,-5.1304,15,-0.5250,47,1.31776,25,0.29748,20,-0.0984,18,-0.2474
ENSG00000113638,TTC33,20,-0.8441,16,-1.1320,37,0.10412,60,1.34005,22,-0.7135,23,-0.6907
ENSG00000132356,PRKAA1,3,-2.5466,24,0.45548,40,1.30394,23,0.50147,15,-0.3957,9,-1.2260
ENSG00000145592,RPL37,2761,0.59465,3853,1.17414,841,-1.2792,986,-1.2353,1508,-0.4251,2894,0.78526
ENSG00000182836,PLCXD3,19,-0.9467,5,-2.7362,158,2.78772,31,-0.3175,18,-1.1547,25,-0.6419
ENSG00000083720,OXCT1,80,-0.5077,47,-1.3038,139,0.36087,167,0.93872,88,-0.4057,83,-0.5044
ENSG00000205765,C5orf51,63,1.71460,17,-0.4780,38,0.80691,14,-0.9996,20,-0.2767,17,-0.5186
ENSG00000250722,SELENOP,28,-1.9896,509,3.07613,55,-0.9973,18,-2.9330,54,-1.1065,146,0.63135
ENSG00000172262,ZNF131,18,-0.1707,4,-2.2222,24,0.26935,28,0.77082,16,-0.4179,19,-0.1032
ENSG00000112972,HMGCS1,132,-0.5895,88,-1.2060,196,0.03423,341,1.41092,117,-0.8368,122,-0.7716
ENSG00000172239,PAIP1,20,-1.6147,69,0.25390,68,0.23777,81,0.69140,58,-0.0356,37,-0.7801
ENSG00000248092,NNT-AS1,4,-2.7651,49,0.79699,54,0.94161,23,-0.5599,24,-0.3706,39,0.48330
ENSG00000112992,NNT,44,-0.7598,50,-0.5657,106,0.62962,75,0.06909,76,0.08030,73,0.02422
ENSG00000112996,MRPS30,23,-0.3302,5,-2.6005,18,-0.6962,50,1.38057,21,-0.4830,22,-0.4190
ENSG00000164588,HCN1,0,-5.8927,8,-2.7170,139,1.70554,91,1.35075,33,-0.7552,16,-1.8634
ENSG00000151883,PARP8,43,1.03109,6,-1.8554,23,-0.0166,33,0.82512,14,-0.7903,15,-0.7642
ENSG00000164172,MOCS2,15,-2.6323,50,-0.8318,94,0.13350,126,0.85980,74,-0.2682,89,0.05000
ENSG00000164258,NDUFS4,1,-5.8474,102,0.77161,31,-1.1156,95,0.88789,51,-0.3894,60,-0.1174
ENSG00000185305,ARL15,1,-4.2550,11,-1.1031,26,0.17168,43,1.56762,22,-0.1128,10,-1.4009
ENSG00000067248,DHX29,55,1.04753,31,0.07368,42,0.58458,23,-0.4332,21,-0.5781,26,-0.1744
ENSG00000039123,MTREX,12,-1.3945,26,-0.2177,49,0.78749,40,0.63831,19,-0.7949,28,-0.1371
ENSG00000067113,PLPP1,67,0.73937,81,1.07493,15,-1.6164,43,0.04800,36,-0.2717,30,-0.6153
ENSG00000134352,IL6ST,184,0.63429,199,0.77046,165,0.45028,83,-0.7708,117,-0.1081,108,-0.2596
ENSG00000062194,GPBP1,58,-0.4787,103,0.43129,96,0.31794,98,0.46940,57,-0.5799,63,-0.4083
ENSG00000145632,PLK2,3,-4.8334,8,-3.4755,77,-0.2020,193,2.18706,61,-0.6245,42,-1.2118
ENSG00000152932,RAB3C,60,-1.6697,78,-1.2739,452,1.60168,288,1.11398,98,-1.0218,71,-1.5373
ENSG00000113448,PDE4D,31,0.23239,11,-1.3524,44,0.81078,31,0.29673,23,-0.2815,22,-0.3471
ENSG00000164182,NDUFAF2,14,-1.8890,60,0.32349,31,-0.6820,65,0.62954,54,0.19187,40,-0.3580
ENSG00000188725,SMIM15,18,-0.2055,8,-1.3605,24,0.23340,25,0.43006,24,0.28037,16,-0.4340
ENSG00000130449,ZSWIM6,1,-4.6759,18,-0.5318,27,0.06726,37,0.80371,23,-0.2160,28,0.13137
ENSG00000068796,KIF2A,48,0.21598,38,-0.1836,45,0.09656,50,0.35607,40,-0.0918,31,-0.5464
ENSG00000086189,DIMT1,9,-0.8987,14,-0.2771,13,-0.4197,23,0.63425,19,0.25421,13,-0.4586
ENSG00000086200,IPO11,0,-4.7498,4,-1.8989,30,1.02254,24,0.84276,14,-0.3156,15,-0.1784
ENSG00000153006,SREK1IP1,15,-1.3505,20,-0.9115,56,0.69056,35,-0.1102,38,0.05150,48,0.49426
ENSG00000153015,CWC27,116,1.65971,52,0.24184,26,-0.8186,36,-0.4070,37,-0.3040,34,-0.4788
ENSG00000113595,TRIM23,39,-0.7128,29,-1.1568,117,1.06924,84,0.68344,45,-0.5255,44,-0.5677
ENSG00000113597,TRAPPC13,0,-5.4605,38,0.53954,35,0.43127,36,0.62445,26,-0.0379,18,-0.6863
ENSG00000197860,SGTB,32,-1.5268,34,-1.4305,144,0.85841,126,0.87282,83,-0.0563,52,-0.8464
ENSG00000123213,NLN,0,-4.7277,23,0.60249,18,0.19990,19,0.36616,19,0.32291,11,-0.5687
ENSG00000112851,ERBIN,61,0.13278,103,1.02369,64,0.22907,24,-1.5134,42,-0.4879,87,0.84630
ENSG00000153914,SREK1,133,1.71710,69,0.54138,46,-0.1136,31,-0.8477,41,-0.3206,35,-0.6071
ENSG00000069020,MAST4,0,-5.3783,51,0.70029,61,1.00135,30,-0.2135,42,0.40376,24,-0.5709
ENSG00000145675,PIK3R1,133,0.14900,33,-1.9527,185,0.69869,173,0.81039,92,-0.4860,78,-0.7543
ENSG00000145740,SLC30A5,0,-5.0806,33,0.76493,30,0.60570,30,0.85381,13,-0.7866,13,-0.7396
ENSG00000134056,MRPS36,36,-0.7597,38,-0.6640,35,-0.8153,80,0.70378,75,0.46041,43,-0.5428
ENSG00000085231,AK6,29,-0.6102,28,-0.6373,34,-0.3618,58,0.67091,49,0.24833,32,-0.4872
ENSG00000273841,TAF9,54,-0.4278,43,-0.7516,104,0.64488,93,0.61895,71,0.00557,41,-0.9266
ENSG00000152942,RAD17,11,-0.6791,27,0.76775,13,-0.4164,24,0.85806,9,-0.9364,12,-0.5432
ENSG00000145734,BDP1,105,1.06138,31,-0.9015,64,0.22796,43,-0.4832,63,0.23037,50,-0.1968
ENSG00000131844,MCCC2,0,-4.8732,19,0.07697,12,-0.6426,20,0.29913,30,0.97753,13,-0.5054
ENSG00000164326,CARTPT,9,-2.3508,3,-3.7872,88,1.11081,68,0.93849,62,0.60670,11,-2.2332
ENSG00000131711,MAP1B,1377,-0.4046,333,-2.5420,3505,1.14289,2044,0.29570,1950,0.16806,1270,-0.5854
ENSG00000113048,MRPS27,38,-0.0147,18,-1.0943,35,-0.1172,57,0.95181,33,-0.2599,25,-0.7100
ENSG00000083312,TNPO1,8,-2.1597,39,0.12359,52,0.60820,39,0.15101,48,0.52438,24,-0.6673
ENSG00000145741,BTF3,299,0.79589,355,1.09547,87,-1.1667,185,-0.0004,120,-0.7436,156,-0.2934
ENSG00000171617,ENC1,549,-1.2298,171,-2.9527,1043,-0.2420,2610,2.07988,968,-0.3986,309,-2.2188
ENSG00000049860,HEXB,16,-0.8649,42,0.59021,19,-0.6246,40,0.74018,22,-0.4962,24,-0.3475
ENSG00000164347,GFM2,21,-0.0790,15,-0.6407,21,-0.0972,32,0.77452,20,-0.2289,16,-0.5554
ENSG00000164346,NSA2,148,0.20554,212,0.80081,105,-0.3363,126,-0.0652,118,-0.1704,111,-0.2772
ENSG00000198780,FAM169A,30,-0.9689,41,-0.5016,106,1.06751,77,0.70451,46,-0.3504,30,-1.0238
ENSG00000113161,HMGCR,59,-1.1321,24,-2.4800,191,0.73140,243,1.76922,64,-1.0981,48,-1.5577
ENSG00000113163,CERT1,27,-1.1237,34,-0.7615,97,0.91540,79,0.78209,47,-0.2954,34,-0.8312
ENSG00000145708,CRHBP,644,4.36297,0,-9.6082,161,0.92671,15,-3.0640,19,-2.4755,17,-2.6619
ENSG00000164252,AGGF1,27,-0.7121,27,-0.7255,52,0.31422,52,0.42895,48,0.21789,34,-0.3815
ENSG00000113231,PDE8B,6,-3.1205,45,-0.1527,24,-1.0771,81,1.17715,62,0.42724,25,-1.1265
ENSG00000164253,WDR41,7,-1.7134,20,-0.3014,8,-1.6683,39,1.17554,27,0.20037,16,-0.6708
ENSG00000171530,TBCA,273,0.07879,334,0.40773,195,-0.4484,294,0.26448,250,-0.0652,206,-0.4084
ENSG00000132842,AP3B1,61,1.71564,39,0.91047,19,-0.2886,12,-1.1246,11,-1.1224,24,0.08185
ENSG00000085365,SCAMP1,131,-0.0494,65,-1.1401,254,1.05197,197,0.85168,81,-0.8812,76,-0.9842
ENSG00000152409,JMY,17,-0.3384,31,0.58492,50,1.44085,22,0.08754,12,-1.0131,13,-0.8538
ENSG00000152413,HOMER1,65,-0.4325,24,-1.9121,69,-0.3390,133,1.02218,106,0.39612,43,-1.1445
ENSG00000164329,TENT2,20,0.07199,31,0.78475,10,-1.0431,27,0.76259,19,-0.0040,6,-1.8932
ENSG00000177034,MTX3,1,-3.6917,26,0.31276,18,-0.2654,35,1.15673,20,-0.0953,11,-1.0561
ENSG00000113296,THBS4,9,-1.4036,38,0.86231,18,-0.3071,11,-1.3002,39,1.09073,24,0.11931
ENSG00000164300,SERINC5,0,-5.0459,68,2.17330,10,-1.0097,9,-1.4767,23,0.22701,25,0.42037
ENSG00000039319,ZFYVE16,3,-3.0967,37,0.59650,37,0.60174,14,-1.1610,20,-0.4582,50,1.31979
ENSG00000249042,AC008771.1,1,-3.8712,10,-0.9416,24,0.46340,21,0.35499,22,0.35820,19,0.07270
ENSG00000228716,DHFR,21,0.01135,36,0.88052,15,-0.5423,13,-0.9112,22,0.08559,28,0.51585
ENSG00000113318,MSH3,52,1.14997,39,0.65399,14,-0.9606,20,-0.4619,20,-0.4141,26,0.03660
ENSG00000113319,RASGRF2,41,0.21710,20,-0.9102,29,-0.3596,58,1.09291,35,-0.0346,13,-1.5968
ENSG00000145687,SSBP2,1,-5.2405,56,-0.0924,108,0.97875,76,0.52130,50,-0.3160,52,-0.2373
ENSG00000186468,RPS23,1718,0.38701,3196,1.47528,638,-1.1661,786,-1.0224,1000,-0.5288,1814,0.55061
ENSG00000174695,TMEM167A,76,-0.1282,77,-0.1073,89,0.11768,96,0.32206,79,-0.0673,68,-0.3377
ENSG00000038427,VCAN,25,-1.2431,263,2.99896,22,-1.4273,18,-1.9589,30,-1.0314,66,0.31172
ENSG00000164176,EDIL3,85,-0.7393,200,0.63429,142,0.06728,145,0.14130,76,-0.9814,172,0.43707
ENSG00000127184,COX7C,561,-0.7343,889,-0.0117,532,-0.8150,1057,0.35418,1005,0.20976,898,0.00456
ENSG00000145715,RASA1,39,-0.0043,30,-0.4534,70,0.94600,49,0.44231,32,-0.3772,23,-0.8816
ENSG00000134480,CCNH,80,0.62548,30,-0.9037,45,-0.3066,79,0.84170,39,-0.5666,37,-0.6630
ENSG00000247828,TMEM161B-AS1,26,-0.9942,39,-0.3439,38,-0.3996,49,0.00852,79,0.92356,41,-0.3280
ENSG00000245526,LINC00461,11,-1.9691,42,-0.0052,30,-0.5144,44,0.07204,58,0.57243,46,0.16526
ENSG00000081189,MEF2C,186,-1.1837,67,-2.6912,675,0.87292,614,0.99963,490,0.37760,121,-1.9509
ENSG00000153140,CETN3,0,-5.1531,45,1.21565,15,-0.5957,21,-0.0768,20,-0.1097,27,0.38594
ENSG00000176055,MBLAC2,16,-0.4070,5,-2.1533,29,0.58086,36,1.35940,13,-0.7675,10,-1.1064
ENSG00000164199,ADGRV1,53,0.51137,72,1.03585,25,-0.6578,14,-1.7369,75,1.32590,22,-0.9762
ENSG00000113369,ARRDC3,15,-0.3754,20,0.03016,49,1.58311,19,-0.0069,12,-0.8137,14,-0.5488
ENSG00000237187,NR2F1-AS1,14,-1.3703,25,-0.5562,50,0.54972,35,-0.0415,40,0.19537,41,0.27397
ENSG00000175745,NR2F1,82,-0.5345,170,0.63364,166,0.59202,109,-0.1174,100,-0.2549,105,-0.1695
ENSG00000113391,FAM172A,20,-0.8308,51,0.65124,17,-1.0978,36,0.12242,46,0.53416,27,-0.3991
ENSG00000175471,MCTP1,0,-5.5463,2,-3.7068,31,0.14519,40,0.71960,20,-0.6322,47,0.95949
ENSG00000198677,TTC37,62,0.41768,34,-0.5461,50,0.06894,47,-0.0175,50,0.09092,45,-0.1113
ENSG00000164292,RHOBTB3,48,-0.7413,173,1.36713,68,-0.2032,24,-2.0123,102,0.51762,103,0.54522
ENSG00000173221,GLRX,19,-0.1445,9,-1.1585,22,0.12506,29,0.80844,12,-0.8164,20,0.00098
ENSG00000118985,ELL2,49,0.13066,34,-0.4634,54,0.26051,56,0.42113,39,-0.2759,37,-0.3524
ENSG00000175426,PCSK1,4,-2.8394,0,-6.5870,90,1.93247,54,1.40488,12,-1.5054,11,-1.6615
ENSG00000153113,CAST,9,-1.9463,136,2.58819,13,-1.4051,26,-0.5011,20,-0.8332,29,-0.2299
ENSG00000113441,LNPEP,47,-0.3392,44,-0.4208,115,1.15767,65,0.24529,45,-0.4311,43,-0.4946
ENSG00000145721,LIX1,23,-0.5680,109,2.14389,15,-1.1621,11,-1.9426,32,-0.0155,42,0.45362
ENSG00000174136,RGMB,26,-1.3107,16,-2.0716,85,0.51009,99,1.10820,65,0.09176,32,-1.1043
ENSG00000174132,FAM174A,45,-0.2894,38,-0.5227,76,0.56078,72,0.63678,46,-0.2725,35,-0.7084
ENSG00000145730,PAM,163,0.04647,94,-0.8183,279,0.93992,243,0.99086,114,-0.5790,46,-2.0018
ENSG00000145725,PPIP5K2,1,-4.8580,21,-0.3530,76,1.86624,30,0.33307,21,-0.3487,14,-0.9704
ENSG00000181751,C5orf30,35,0.02856,2,-3.8394,59,0.88226,57,1.17780,24,-0.5928,15,-1.4090
ENSG00000145743,FBXL17,72,-0.2494,38,-1.2371,130,0.71129,97,0.29090,95,0.22588,61,-0.5553
ENSG00000198961,PJA2,255,-0.6080,166,-1.2645,528,0.55549,588,1.04032,301,-0.3923,224,-0.8882
ENSG00000164209,SLC25A46,85,-0.1678,22,-2.1719,134,0.56401,149,1.05364,81,-0.2656,48,-1.1397
ENSG00000152495,CAMK4,14,-2.6286,30,-1.5261,46,-0.9144,170,1.91105,69,-0.3217,43,-1.0802
ENSG00000164211,STARD4,2,-2.8428,30,0.87097,14,-0.3540,31,1.36395,5,-1.9487,13,-0.4963
ENSG00000134986,NREP,31,-0.8253,39,-0.4809,102,1.10790,59,0.24551,59,0.20944,29,-0.9740
ENSG00000224032,EPB41L4A-AS1,49,-0.3413,41,-0.6292,50,-0.3193,66,0.15790,60,-0.0187,76,0.40869
ENSG00000134982,APC,149,-0.0465,89,-0.8397,201,0.44098,109,-0.6532,196,0.46692,185,0.35592
ENSG00000153037,SRP19,28,-0.9342,59,0.22764,56,0.14710,66,0.53958,47,-0.1632,39,-0.4574
ENSG00000129625,REEP5,149,-0.9844,158,-0.9028,461,0.81710,415,0.88565,217,-0.4548,184,-0.7317
ENSG00000172795,DCP2,1,-4.2793,26,0.06645,45,0.94549,36,0.77347,22,-0.2435,15,-0.9208
ENSG00000047188,YTHDC2,27,0.21509,21,-0.1812,62,1.66182,23,-0.0837,15,-0.8137,14,-0.8217
