"geneName","LFC","FDR"
"FTH1","-0.6074","6.035e-11"
"SPOCK3","-0.7900","6.356e-11"
"SORBS1","0.8012","6.583e-11"
"C1QL2","0.5011","6.851e-11"
"ENO2","0.8063","7.008e-11"
"MAN1C1","0.6285","7.975e-11"
"SLC24A3","0.7213","8.560e-11"
"CYHR1","0.7912","8.915e-11"
"NAT8L","0.7934","9.162e-11"
"GPR162","0.5520","9.358e-11"
"PDE8A","-0.8928","9.940e-11"
"B4GALNT4","0.7079","1.024e-10"
"SMARCD3","0.6832","1.191e-10"
"FCGRT","0.5468","1.208e-10"
"ACSS1","0.8409","1.279e-10"
"ATP1B2","0.6674","1.604e-10"
"ARAP2","-0.8244","1.633e-10"
"MEG8","0.5687","1.646e-10"
"KIAA1217","0.7238","1.746e-10"
"RIT2","0.6445","1.746e-10"
"CD9","-0.9256","1.770e-10"
"CLSTN1","0.8135","1.829e-10"
"TRIB2","0.5858","1.962e-10"
"RNF220","-0.7336","2.034e-10"
"GABRB2","0.6728","2.057e-10"
"MAST1","0.5832","2.057e-10"
"LY6H","0.7337","2.206e-10"
"SPOCK1","-0.8113","2.253e-10"
"SEPT7","-0.7136","2.341e-10"
"NKAIN2","-0.8045","2.605e-10"
"SLC25A29","0.7660","2.741e-10"
"MAPK11","0.5567","2.993e-10"
"KCNQ2","0.5947","3.243e-10"
"PDIA2","0.6366","3.254e-10"
"PTPRT","0.7196","3.347e-10"
"CAMK2B","0.6662","3.347e-10"
"GPM6B","-0.6347","3.347e-10"
"PLXNB1","0.7303","3.604e-10"
"SNTA1","0.7042","3.803e-10"
"SYNGR1","0.7281","4.104e-10"
"RGS11","0.6905","4.207e-10"
"EDIL3","-0.6397","5.245e-10"
"SYN2","0.6936","6.063e-10"
"DHCR24","0.6759","6.386e-10"
"PALM2","-0.9636","6.612e-10"
"ZNF783","0.7517","6.630e-10"
"NR2F1","0.5663","7.066e-10"
"FRMD5","-0.6951","7.077e-10"
"ETV1","0.5609","7.456e-10"
"PRRX1","0.5055","7.572e-10"
"NKAIN4","0.6001","7.817e-10"
"FGFR3","0.6644","7.932e-10"
"NKAIN3","0.7248","9.212e-10"
"FAM19A1","0.5993","1.024e-9"
"PDE4B","-0.6022","1.036e-9"
"SLC25A18","0.7385","1.044e-9"
"MGEA5","0.7538","1.162e-9"
"MARCKS","0.6491","1.297e-9"
"SH3RF3","0.5457","1.329e-9"
"FRYL","-0.7496","1.411e-9"
"TMEM165","-0.8055","1.460e-9"
"ACADVL","0.7559","1.497e-9"
"FMNL2","-0.7510","1.534e-9"
"MICALL2","0.6870","1.654e-9"
"ANO4","-0.8720","1.663e-9"
"PHYHIP","0.6074","1.666e-9"
"AK5","-0.8673","1.751e-9"
"KLC1","0.7720","1.828e-9"
"CYFIP2","0.7191","1.877e-9"
"SCG3","0.5896","1.881e-9"
"KCNQ3","0.6467","2.020e-9"
"SLC7A11","0.6005","2.069e-9"
"KAT2A","0.7310","2.132e-9"
"SLC6A1-AS1","0.5816","2.166e-9"
"KLHL32","-0.8616","2.175e-9"
"ZMYND19","0.5494","2.277e-9"
"DZIP1","0.5248","2.277e-9"
"CALCRL","0.5087","2.292e-9"
"CCDC88A","-0.7696","2.730e-9"
"SORBS2","0.6993","3.039e-9"
"NDUFA10","0.7669","3.119e-9"
"KCNT1","0.5179","3.119e-9"
"AGAP3","0.7384","3.149e-9"
"OXR1","0.7681","3.341e-9"
"TTTY14","0.5845","3.630e-9"
"PHLPP1","-0.6894","3.684e-9"
"DLG1","-0.7530","3.886e-9"
"ARHGAP31","0.5744","3.916e-9"
"SYN1","0.5133","4.220e-9"
"SLC17A7","0.5726","4.449e-9"
"NISCH","0.7101","4.485e-9"
"SERPINE2","0.6696","5.658e-9"
"TNK2","0.7392","5.746e-9"
"SMG9","0.6949","5.962e-9"
"TSHZ2","0.5233","6.062e-9"
"RAMP1","0.7618","6.704e-9"
"GRIA2","0.7343","6.878e-9"
"DPP7","0.7623","7.070e-9"
"DNM1","0.6344","7.413e-9"
"KCNIP1","0.5427","7.926e-9"
"OPHN1","0.7431","8.101e-9"
"NR2F1-AS1","0.5638","8.414e-9"
"AKAP6","-0.7807","8.920e-9"
"KCNJ3","0.5349","9.022e-9"
"EXOC6B","-0.7903","9.194e-9"
"PTPRD","-0.5949","9.502e-9"
"TENM2","0.6880","9.924e-9"
"MTSS1L","0.6597","1.004e-8"
"IL1RAP","0.5012","1.119e-8"
"SRRM3","0.5715","1.256e-8"
"LANCL1","-0.8367","1.306e-8"
"PDE3B","0.6111","1.377e-8"
"AFF3","0.6419","1.385e-8"
"PKD1","0.6957","1.435e-8"
"MAL","-0.8117","1.500e-8"
"NCALD","0.6008","1.618e-8"
"CDK19","-0.8108","1.631e-8"
"CACNA1A","0.6944","1.712e-8"
"MYT1L","0.5791","1.713e-8"
"PRUNE2","-0.7122","1.836e-8"
"NUMA1","0.7179","2.013e-8"
"ARHGEF26","0.5213","2.016e-8"
"CAMK4","0.6137","2.116e-8"
"ATOH8","0.5467","2.170e-8"
"MYLPF","0.5285","2.196e-8"
"SH3GL3","-0.7891","2.199e-8"
"KIF26B","0.5999","2.368e-8"
"DCLK1","0.6326","2.392e-8"
"MOG","-0.7963","2.722e-8"
"SGCD","0.6988","2.779e-8"
"TCF12","-0.6757","2.839e-8"
"NLGN4Y","0.5626","3.041e-8"
"ABCC8","0.5413","3.097e-8"
"TMEFF2","-0.7774","3.119e-8"
"PCMTD2","0.6585","3.162e-8"
"NTRK2","0.6664","3.166e-8"
"YJEFN3","0.5426","3.175e-8"
"NTNG1","0.5708","3.422e-8"
"SCAMP5","0.6916","3.517e-8"
"PRKG1","0.6680","3.517e-8"
"LINC01608","-0.7959","3.527e-8"
"CNTNAP5","0.6783","3.617e-8"
"ITGA7","0.6422","3.633e-8"
"ABCA8","-0.7811","3.942e-8"
"CPQ","-0.8391","4.107e-8"
"FAM134A","0.6999","4.127e-8"
"FOLH1","-0.8457","4.147e-8"
"RIMKLB","0.6086","4.202e-8"
"EYA2","0.5222","4.251e-8"
"BRINP1","0.5670","4.368e-8"
"ZFP36L1","0.5845","4.448e-8"
"MAP3K5","0.6264","4.597e-8"
"FUT8","-0.7717","4.656e-8"
"RTN4","-0.6748","4.826e-8"
"ITPR2","0.7041","4.918e-8"
"UBC","0.6528","4.974e-8"
"CPSF3L","0.7058","5.226e-8"
"UNC5D","0.6280","5.413e-8"
"KCTD16","0.6093","5.659e-8"
"PDE1C","-0.7232","6.057e-8"
"TMEM59L","0.6796","6.057e-8"
"DPYSL4","0.5220","6.519e-8"
"MYO1D","-0.7894","6.534e-8"
"CACNB4","0.6044","6.641e-8"
"HHIP","-0.7661","6.715e-8"
"ITGB4","0.5468","6.967e-8"
"GPR37","-0.7821","7.172e-8"
"TMEM132B","0.5720","8.055e-8"
"DHX30","0.6991","9.652e-8"
"PLOD3","0.6493","9.940e-8"
"IFITM3","0.5689","1.019e-7"
"LINC00844","-0.7614","1.144e-7"
"TRIO","0.6857","1.144e-7"
"ENPP2","-0.6964","1.244e-7"
"ZNF536","-0.7550","1.256e-7"
"ENOX1","-0.7845","1.309e-7"
"INF2","0.6525","1.356e-7"
"DAAM2","-0.7502","1.380e-7"
"GRM3","-0.7514","1.489e-7"
"DNAJA4","0.5320","1.511e-7"
"RP3-399L15.3","-0.7826","1.536e-7"
"GRIP1","0.5870","1.560e-7"
"FBXW5","0.6546","1.577e-7"
"REEP2","0.5914","1.610e-7"
"MTUS2","0.6033","1.614e-7"
"BRSK2","0.6268","1.665e-7"
"CPE","0.6762","1.837e-7"
"LINC00499","0.5674","2.049e-7"
"TMEM259","0.6600","2.152e-7"
"YPEL3","0.6435","2.152e-7"
"MFGE8","0.6877","2.436e-7"
"TAGLN3","0.5602","2.556e-7"
"CLU","0.5999","2.608e-7"
"SHROOM4","-0.7848","2.737e-7"
"HIP1R","0.6782","2.738e-7"
"GNAO1","-0.7439","2.925e-7"
"GPAT4","0.6161","2.993e-7"
"ZNF692","0.6343","3.039e-7"
"MKL2","0.5833","3.116e-7"
"MARCH1","-0.6109","3.198e-7"
"GIGYF1","0.6507","3.436e-7"
"GAS6","0.5433","3.547e-7"
"HNRNPDL","0.5890","3.651e-7"
"KCNMB2-AS1","0.5610","3.652e-7"
"ARHGAP26","0.6225","3.931e-7"
"DCC","0.6586","4.224e-7"
"VARS2","0.5246","4.651e-7"
"CADPS","0.6031","4.651e-7"
"ADGRB2","0.5530","4.726e-7"
"APC2","0.6559","5.030e-7"
"RNF150","0.5435","5.413e-7"
"GRINA","0.6379","5.619e-7"
"LGI4","0.6224","5.754e-7"
"CD81","0.5868","5.754e-7"
"ADGRL3","0.5896","5.832e-7"
"ZEB2","-0.6160","5.904e-7"
"NDRG4","0.5324","6.109e-7"
"CNTNAP4","-0.7774","6.215e-7"
"UGT8","-0.7013","6.718e-7"
"ASIC1","0.5630","7.336e-7"
"RAB3C","0.5283","7.397e-7"
"ARHGAP24","0.5739","7.732e-7"
"SYT17","0.5334","8.242e-7"
"WFS1","0.5415","9.187e-7"
"FO538757.2","0.6516","9.713e-7"
"GAA","0.6022","9.725e-7"
"ARL6IP4","0.6376","9.745e-7"
"OLFM2","0.5039","9.879e-7"
"COL16A1","0.6170","0.000001077"
"PARP10","0.5200","0.000001133"
"MSRA","0.6099","0.000001228"
"BAZ2A","0.6384","0.000001262"
"SPOCK2","0.5335","0.000001289"
"SLCO1A2","-0.6757","0.000001346"
"GGA1","0.6244","0.000001352"
"DNAJC6","-0.6640","0.000001402"
"SYNPR","0.5684","0.000001502"
"CDC42BPA","-0.6627","0.000001538"
"OSBPL6","0.5269","0.000001562"
"CLIP3","0.5764","0.000001563"
"TJP1","-0.6696","0.000001621"
"ATP6V0B","0.5777","0.000001781"
"HDAC7","0.5558","0.000001913"
"SCRG1","0.5336","0.000001928"
"AUTS2","-0.6421","0.000002008"
"TSPAN7","0.5940","0.000002038"
"PER1","0.5803","0.000002080"
"NRXN2","0.5892","0.000002081"
"PODXL2","0.5395","0.000002088"
"PHLDB1","0.5544","0.000002131"
"CH17-189H20.1","-0.7877","0.000002204"
"RELN","0.5833","0.000002366"
"TMEM132D","0.5370","0.000002486"
"RBM5","0.6182","0.000002718"
"KCNQ5","0.5879","0.000002750"
"FOS","0.5618","0.000002796"
"C1orf21","0.5237","0.000002819"
"EPHA6","0.5401","0.000002860"
"DKK3","0.5467","0.000003040"
"THY1","0.5429","0.000003056"
"LPP","0.6203","0.000003073"
"RUNX1T1","0.6119","0.000003082"
"B3GAT3","0.5929","0.000003305"
"RPS6KB2","0.5947","0.000003312"
"SHISA6","0.5001","0.000003369"
"ZYX","0.5061","0.000003376"
"ENGASE","0.5140","0.000003470"
"GNPTAB","0.5302","0.000003475"
"LENG8","0.6394","0.000003510"
"CASK","0.6251","0.000003586"
"CLASP2","-0.5417","0.000003654"
"PHF10","0.5226","0.000003680"
"RP11-381K20.2","-0.7031","0.000003813"
"GAK","0.5860","0.000003863"
"SYNJ2","-0.7224","0.000004300"
"DDX56","0.5723","0.000004358"
"STK25","0.6138","0.000004543"
"SORCS1","0.5619","0.000004643"
"PDDC1","0.5302","0.000004690"
"TENM1","0.5108","0.000004717"
"C1QTNF3-AMACR","-0.7063","0.000004814"
"LPAR1","-0.6674","0.000004822"
"HECW2","-0.6920","0.000005135"
"ADGRG1","0.5783","0.000005245"
"FRMD4B","-0.6254","0.000005455"
"PNPLA6","0.5870","0.000005561"
"LINC00320","-0.6935","0.000005687"
"KIRREL3","-0.6726","0.000005771"
"SNHG25","0.5879","0.000005848"
"COL4A5","-0.6612","0.000006079"
"TUBB2B","0.5513","0.000006297"
"TUBA1B","0.5968","0.000006585"
"SGK1","-0.6107","0.000006720"
"PPP1R14A","-0.6561","0.000006874"
"DST","-0.5292","0.000007295"
"DIP2B","-0.6209","0.000008353"
"AP2A2","0.5852","0.000008458"
"PIGQ","0.5277","0.000009027"
"DIP2C","-0.6256","0.000009057"
"SVIP","-0.6864","0.000009142"
"TRIM2","-0.5767","0.000009142"
"SPSB3","0.6229","0.000009214"
"RAPGEF1","0.5294","0.000009214"
"REV3L","0.5995","0.000009672"
"FGFR2","-0.6515","0.000009920"
"ATP8A1","-0.5909","0.00001070"
"ATP2B1","0.6031","0.00001084"
"ATF4","0.5611","0.00001104"
"FMN2","0.5512","0.00001143"
"KLHL4","-0.7078","0.00001216"
"RTKN","0.6052","0.00001222"
"APOE","0.5091","0.00001332"
"KCNMB4","-0.6495","0.00001338"
"FAM182B","0.5635","0.00001349"
"DYNLL1","0.5050","0.00001391"
"SEPT9","0.5152","0.00001423"
"NINJ2","-0.6838","0.00001486"
"SRRT","0.5112","0.00001486"
"SCD","-0.5885","0.00001494"
"SLC12A2","-0.6607","0.00001520"
"CDK5RAP3","0.5911","0.00001568"
"USP22","0.5719","0.00001629"
"PPP2R3A","-0.7116","0.00001656"
"PCBP4","0.5871","0.00001688"
"MAST3","0.5449","0.00001707"
"PLPPR2","0.5109","0.00001754"
"GRIA3","0.5264","0.00001764"
"EEF1D","0.5607","0.00001864"
"DAAM1","0.5407","0.00001902"
"KCNH8","-0.5976","0.00001907"
"FAM49A","0.5018","0.00001970"
"GDI1","0.5432","0.00001976"
"PTOV1","0.5240","0.00001987"
"C21orf2","0.5426","0.00002078"
"GNAS","0.5969","0.00002147"
"SDK1","0.5644","0.00002147"
"TANC2","0.5782","0.00002310"
"SLC5A11","-0.8214","0.00002346"
"ASTN1","0.5256","0.00002505"
"CLDND1","-0.5327","0.00002518"
"C9orf3","-0.6048","0.00002539"
"ALCAM","-0.5721","0.00002571"
"PLA2G16","-0.6150","0.00002718"
"OPALIN","-0.6218","0.00002741"
"HLA-B","0.5184","0.00002854"
"SORL1","0.5221","0.00002864"
"LIFR","-0.6648","0.00002987"
"GAB1","-0.5902","0.00003058"
"RING1","0.5604","0.00003088"
"PPA2","-0.6840","0.00003104"
"NT5DC1","-0.6802","0.00003307"
"LIMCH1","-0.5735","0.00003356"
"MIB2","0.5218","0.00003443"
"TAZ","0.5625","0.00003485"
"SAMD4A","0.5146","0.00003574"
"PTMA","-0.5394","0.00003606"
"CNP","-0.5191","0.00003670"
"SRRM2","0.5503","0.00003710"
"GRIPAP1","0.5048","0.00003710"
"MAG","-0.5878","0.00003809"
"MARK1","0.5276","0.00003874"
"UBE2G2","0.5456","0.00003912"
"HSPA8","0.5575","0.00004000"
"TNPO2","0.5442","0.00004079"
"MIR181A1HG","-0.6065","0.00004668"
"INPP4B","0.5133","0.00004780"
"LINGO2","0.5108","0.00004824"
"NPTN","0.5278","0.00004858"
"CSRNP3","0.5542","0.00005125"
"GPT2","0.5331","0.00005402"
"CDK14","0.5556","0.00005451"
"PLD1","-0.6242","0.00005455"
"HS3ST5","-0.6485","0.00005630"
"PFKL","0.5540","0.00005782"
"MCF2L","0.5514","0.00005798"
"NCOA7","-0.6083","0.00005877"
"EIF3B","0.5188","0.00005920"
"PDZD2","0.5548","0.00005941"
"ANKIB1","-0.5827","0.00005972"
"RNF130","-0.5717","0.00006106"
"MAP2K2","0.5415","0.00006110"
"TPRN","0.5690","0.00006475"
"NALCN","-0.6140","0.00006758"
"SMURF1","-0.6285","0.00007031"
"UBE2E2","-0.5822","0.00007041"
"DDX5","0.5213","0.00007241"
"SARAF","0.5254","0.00007273"
"CNDP1","-0.6036","0.00007421"
"ZNF318","0.5225","0.00008233"
"SELO","0.5524","0.00009003"
"TMC6","0.5300","0.0001009"
"FAM195B","0.5337","0.0001037"
"PRKCA","0.5182","0.0001037"
"DOCK1","-0.5981","0.0001091"
"DTX3","0.5168","0.0001108"
"ARHGAP21","-0.5142","0.0001204"
"PIAS4","0.5340","0.0001218"
"IDS","0.5098","0.0001229"
"ASIC2","0.5026","0.0001238"
"PTPN13","-0.6264","0.0001245"
"MSI2","0.5282","0.0001322"
"LTBP3","0.5109","0.0001460"
"NCKAP5","-0.5012","0.0001471"
"UCHL1","0.5395","0.0001476"
"FOXN3","0.5057","0.0001476"
"FCHSD2","-0.5576","0.0001533"
"RYBP","-0.5716","0.0001588"
"MUM1","0.5214","0.0001773"
"RAB30","-0.5973","0.0001847"
"SLC12A9","0.5245","0.0001847"
"CRB1","0.5172","0.0001940"
"PPM1H","-0.6290","0.0001949"
"EVL","0.5313","0.0001959"
"KHDRBS3","0.5299","0.0001997"
"AC012593.1","-0.6242","0.0002128"
"VRK2","-0.5967","0.0002173"
"NECAB1","-0.5728","0.0002268"
"CREB5","-0.5107","0.0002289"
"SYNE1","0.5089","0.0002555"
"FAM13C","-0.6044","0.0002584"
"MYO6","-0.5372","0.0002584"
"ZNF638","-0.5056","0.0002620"
"ZER1","0.5056","0.0002684"
"SIRPA","0.5096","0.0002757"
"BBX","-0.5577","0.0002932"
"MAPK10","0.5009","0.0003019"
"FAM107B","-0.5188","0.0003112"
"POMGNT1","0.5018","0.0003237"
"NDUFV1","0.5355","0.0003357"
"DUSP16","-0.5719","0.0003431"
"AMD1","-0.5579","0.0003553"
"SMYD3","0.5065","0.0003745"
"ZDHHC14","0.5030","0.0003818"
"AGTPBP1","-0.5320","0.0003921"
"CA2","-0.5196","0.0004286"
"SECISBP2","-0.5471","0.0004547"
"FAM134B","-0.5678","0.0006157"
"SLCO3A1","-0.5040","0.0006212"
"SUMF1","-0.5632","0.0006322"
"ACYP2","-0.5636","0.0006469"
"TARSL2","-0.5455","0.0007099"
"LINC00609","-0.5738","0.0007170"
"ARPP21","0.5038","0.0007199"
"ZNF708","-0.5831","0.0007281"
"EPS15","-0.5353","0.0007447"
"PTPRS","0.5003","0.0007759"
"SH3TC2","-0.5500","0.0008002"
"LRP2","-0.5696","0.0008320"
"LINC00639","-0.5241","0.0008326"
"FBXL7","-0.5043","0.0008557"
