Feature ID,Feature Name,Feature count topic 1to8,Feature log2 fold change topic 1to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000215788,TNFRSF25,30,0.64855,21,-0.4280,17,-0.7677
ENSG00000171680,PLEKHG5,32,1.22422,19,-0.5862,7,-1.9606
ENSG00000162408,NOL9,34,0.34867,35,0.09924,19,-0.8584
ENSG00000162413,KLHL21,40,0.26508,33,-0.2514,33,-0.2244
ENSG00000116273,PHF13,19,0.33298,15,-0.2544,15,-0.3458
ENSG00000041988,THAP3,28,0.30331,26,-0.0542,19,-0.5224
ENSG00000007923,DNAJC11,50,0.80267,28,-0.7345,28,-0.7306
ENSG00000171735,CAMTA1,180,0.15002,181,0.04096,144,-0.3284
ENSG00000049245,VAMP3,18,-2.4018,47,0.56157,145,2.75328
ENSG00000049246,PER3,14,-1.2521,21,0.23439,48,1.64310
ENSG00000116288,PARK7,426,0.19095,403,-0.0468,343,-0.3044
ENSG00000116285,ERRFI1,24,0.96196,10,-1.0672,13,-0.7152
ENSG00000162426,SLC45A1,61,1.58735,31,-0.8380,9,-2.5764
ENSG00000142599,RERE,98,-0.0746,111,0.17976,96,-0.0549
ENSG00000074800,ENO1,782,0.43085,751,0.02169,408,-0.9306
ENSG00000171612,SLC25A33,37,-0.1899,58,0.65705,28,-0.5007
ENSG00000188807,TMEM201,18,-0.6535,8,-1.2840,49,1.49601
ENSG00000171603,CLSTN1,916,1.19902,448,-0.9279,349,-1.3054
ENSG00000178585,CTNNBIP1,45,0.23791,50,0.21249,26,-0.7780
ENSG00000162441,LZIC,30,-0.5882,33,0.00553,58,0.91111
ENSG00000130939,UBE4B,43,0.48393,31,-0.4277,31,-0.4472
ENSG00000054523,KIF1B,275,0.38670,232,-0.1938,189,-0.5184
ENSG00000142657,PGD,67,0.20732,44,-0.6095,71,0.15533
ENSG00000241563,CORT,143,1.06325,82,-0.7065,55,-1.3024
ENSG00000160049,DFFA,24,-1.2078,52,0.85637,62,1.15725
ENSG00000142655,PEX14,34,1.06450,18,-0.8228,14,-1.1504
ENSG00000120948,TARDBP,73,0.23294,56,-0.3665,68,-0.0642
ENSG00000116649,SRM,149,0.41951,120,-0.2569,102,-0.5092
ENSG00000171824,EXOSC10,23,-0.6978,29,0.16452,46,0.96041
ENSG00000198793,MTOR,49,0.40136,43,-0.1264,31,-0.6348
ENSG00000116661,FBXO2,250,-0.8278,596,1.22166,294,0.02488
ENSG00000132879,FBXO44,209,0.96299,139,-0.4762,75,-1.4261
ENSG00000116670,MAD2L2,25,0.02719,31,0.36841,18,-0.5277
ENSG00000011021,CLCN6,70,0.36803,68,0.02165,40,-0.7764
ENSG00000116685,KIAA2013,49,0.31923,31,-0.6291,47,-0.0015
ENSG00000083444,PLOD1,30,-0.7208,38,0.19990,60,0.96886
ENSG00000116688,MFN2,97,0.43773,66,-0.5159,77,-0.2824
ENSG00000116691,MIIP,23,-0.1784,17,-0.4685,34,0.62388
ENSG00000048707,VPS13D,50,0.51187,36,-0.4229,34,-0.5043
ENSG00000162496,DHRS3,28,-0.4381,47,0.73403,29,-0.0482
ENSG00000116731,PRDM2,73,0.31491,56,-0.3576,61,-0.2117
ENSG00000189337,KAZN,47,0.09189,30,-0.6747,59,0.36163
ENSG00000142634,EFHD2,106,0.47603,83,-0.2968,69,-0.5749
ENSG00000116138,DNAJC16,27,0.17879,19,-0.5189,29,0.13798
ENSG00000197312,DDI2,21,0.65760,13,-0.5498,13,-0.6469
ENSG00000116786,PLEKHM2,103,0.32106,113,0.22544,51,-1.0248
ENSG00000065526,SPEN,26,-0.7508,33,0.20399,54,1.00809
ENSG00000116809,ZBTB17,14,-0.9997,20,0.20714,39,1.34071
ENSG00000185519,FAM131C,23,-0.4184,28,0.24019,33,0.48313
ENSG00000037637,FBXO42,27,1.38440,13,-0.9537,8,-1.6967
ENSG00000055070,SZRD1,23,-1.3223,33,0.16984,82,1.76103
ENSG00000058453,CROCC,17,-0.5837,19,0.00559,32,0.90485
ENSG00000238142,BX284668.5,16,-0.3355,24,0.59743,16,-0.0671
ENSG00000159363,ATP13A2,254,1.07896,154,-0.6092,86,-1.4948
ENSG00000117118,SDHB,110,0.52768,87,-0.2668,65,-0.7186
ENSG00000117115,PADI2,8,-4.0618,71,1.09582,228,3.84483
ENSG00000179051,RCC2,26,0.18519,34,0.49031,11,-1.2295
ENSG00000074964,ARHGEF10L,16,-0.3606,30,0.92665,12,-0.5927
ENSG00000117154,IGSF21,89,0.85351,57,-0.5677,42,-1.0239
ENSG00000159423,ALDH4A1,35,-0.4552,66,0.93412,30,-0.3509
ENSG00000127463,EMC1,32,0.16149,24,-0.4347,34,0.10480
ENSG00000053372,MRTO4,38,0.69911,24,-0.5965,23,-0.6768
ENSG00000053371,AKR7A2,32,-0.7585,70,1.10382,38,0.07014
ENSG00000077549,CAPZB,221,0.28248,174,-0.3160,188,-0.1935
ENSG00000173436,MICOS10,409,-0.0655,456,0.16289,399,-0.0530
ENSG00000158747,NBL1,248,0.15271,261,0.11804,184,-0.4340
ENSG00000169914,OTUD3,19,0.68230,15,-0.2719,9,-1.0620
ENSG00000162545,CAMK2N1,1213,0.67376,934,-0.2922,587,-1.0097
ENSG00000090432,MUL1,30,0.46936,22,-0.3593,20,-0.4914
ENSG00000183114,FAM43B,21,0.33716,17,-0.3085,17,-0.2981
ENSG00000158828,PINK1,528,0.62495,447,-0.1488,237,-1.1272
ENSG00000244038,DDOST,40,0.95340,27,-0.4551,14,-1.4388
ENSG00000189410,SH2D5,42,1.30386,21,-0.8874,13,-1.6028
ENSG00000127483,HP1BP3,138,0.05821,116,-0.2626,149,0.13665
ENSG00000075151,EIF4G3,135,0.83502,56,-1.2139,95,-0.4092
ENSG00000117298,ECE1,17,-1.4795,20,-0.1761,74,2.09070
ENSG00000076864,RAP1GAP,221,1.04803,133,-0.6264,80,-1.3881
ENSG00000090686,USP48,41,-0.2263,26,-0.7377,70,0.81816
ENSG00000070831,CDC42,267,0.48076,160,-0.7099,223,-0.1977
ENSG00000173372,C1QA,22,-2.2551,75,1.12078,135,2.27365
ENSG00000159189,C1QC,14,-2.4528,67,1.50358,94,2.20176
ENSG00000173369,C1QB,39,-2.2117,118,0.91619,248,2.36042
ENSG00000004487,KDM1A,65,0.96512,42,-0.4943,23,-1.3996
ENSG00000169641,LUZP1,51,1.04294,27,-0.8133,22,-1.1168
ENSG00000125944,HNRNPR,104,0.61303,75,-0.4067,61,-0.7207
ENSG00000117318,ID3,15,-4.1114,124,1.02447,422,3.92367
ENSG00000142676,RPL11,436,-1.5656,909,0.66561,1672,1.77462
ENSG00000011007,ELOA,19,0.53319,13,-0.4993,13,-0.4664
ENSG00000057757,PITHD1,245,1.02858,136,-0.7593,105,-1.1535
ENSG00000011009,LYPLA2,59,0.74368,32,-0.8183,38,-0.5479
ENSG00000117308,GALE,28,0.95016,15,-0.7990,13,-0.9456
ENSG00000117305,HMGCL,24,-0.0603,24,-0.0014,25,0.10695
ENSG00000189266,PNRC2,43,0.11448,33,-0.3861,47,0.14252
ENSG00000188529,SRSF10,54,-0.1654,38,-0.5603,82,0.65504
ENSG00000001461,NIPAL3,63,-0.3941,72,0.10742,94,0.55570
ENSG00000133226,SRRM1,37,-0.6094,40,-0.0399,73,0.96823
ENSG00000169504,CLIC4,12,-3.1476,47,0.60815,177,3.42551
ENSG00000117614,SYF2,52,-0.3774,59,0.08480,78,0.54781
ENSG00000117616,RSRP1,62,-0.2945,50,-0.4193,103,0.75557
ENSG00000183726,TMEM50A,86,0.11469,65,-0.4174,94,0.16503
ENSG00000204178,MACO1,28,-0.0217,19,-0.5834,38,0.47027
ENSG00000117643,MAN1C1,57,0.99185,27,-0.9685,29,-0.8532
ENSG00000162430,SELENON,41,-0.8663,68,0.57084,82,0.89670
ENSG00000117640,MTFR1L,73,0.34437,49,-0.5515,66,-0.0979
ENSG00000117632,STMN1,1415,0.92950,739,-0.8583,746,-0.8442
ENSG00000158008,EXTL1,57,1.18331,33,-0.6366,16,-1.7273
ENSG00000142684,ZNF593,38,0.30975,36,-0.0337,26,-0.5635
ENSG00000142669,SH3BGRL3,277,-0.0747,280,-0.0007,304,0.13094
ENSG00000158062,UBXN11,26,0.06008,30,0.22786,20,-0.3876
ENSG00000117682,DHDDS,23,0.24827,26,0.23042,13,-0.8370
ENSG00000198830,HMGN2,118,-1.0835,176,0.31248,326,1.38626
ENSG00000117713,ARID1A,45,-0.2578,66,0.54665,42,-0.1591
ENSG00000204160,ZDHHC18,43,0.23379,35,-0.2714,38,-0.1498
ENSG00000142751,GPN2,20,1.06970,10,-0.8871,9,-1.0853
ENSG00000090273,NUDC,175,-0.0603,181,0.03578,185,0.07114
ENSG00000253368,TRNP1,97,1.15913,66,-0.4084,20,-2.2116
ENSG00000090020,SLC9A1,29,0.77855,14,-1.0062,20,-0.4590
ENSG00000142784,WDTC1,33,-0.1651,27,-0.3212,46,0.51804
ENSG00000186501,TMEM222,91,0.42772,62,-0.5134,73,-0.2674
ENSG00000158195,WASF2,17,-2.1458,40,0.50250,115,2.52007
ENSG00000126705,AHDC1,50,1.15900,25,-0.8713,19,-1.2913
ENSG00000126709,IFI6,84,-0.2590,71,-0.3327,131,0.65838
ENSG00000117758,STX12,101,0.30118,81,-0.2829,82,-0.2584
ENSG00000117751,PPP1R8,28,0.27738,18,-0.6342,28,0.06600
ENSG00000117748,RPA2,52,-0.2228,53,-0.0303,69,0.39833
ENSG00000126698,DNAJC8,118,-0.0082,96,-0.3222,141,0.28582
ENSG00000130770,ATP5IF1,697,0.84268,501,-0.3766,276,-1.2883
ENSG00000180098,TRNAU1AP,23,0.54403,16,-0.4646,15,-0.5213
ENSG00000120656,TAF12,16,-0.0951,14,-0.2302,21,0.35242
ENSG00000198492,YTHDF2,90,1.06744,50,-0.7496,36,-1.2514
ENSG00000116350,SRSF4,49,0.26670,27,-0.8354,53,0.20354
ENSG00000116353,MECR,37,0.19367,40,0.18153,24,-0.6188
ENSG00000060656,PTPRU,23,1.29367,4,-2.4704,14,-0.4990
ENSG00000162511,LAPTM5,33,-2.0345,89,0.82013,187,2.22568
ENSG00000162512,SDC3,196,0.08710,210,0.12985,159,-0.3126
ENSG00000134644,PUM1,151,0.87366,89,-0.6788,75,-0.9285
ENSG00000060688,SNRNP40,22,-0.4892,30,0.32616,34,0.52079
ENSG00000121766,ZCCHC17,125,0.61582,97,-0.2902,66,-0.8792
ENSG00000121769,FABP3,268,1.42063,135,-0.8669,65,-1.9483
ENSG00000162517,PEF1,116,1.03191,56,-0.9633,57,-0.9319
ENSG00000084636,COL16A1,39,-0.8377,45,-0.0210,96,1.25959
ENSG00000121753,ADGRB2,337,1.16452,189,-0.7248,112,-1.5182
ENSG00000184007,PTP4A2,144,-1.0768,164,-0.1143,446,1.60174
ENSG00000121774,KHDRBS1,107,0.14954,80,-0.4311,113,0.12082
ENSG00000121775,TMEM39B,22,1.16773,8,-1.4214,12,-0.7918
ENSG00000025800,KPNA6,44,0.47387,35,-0.2659,28,-0.6076
ENSG00000084652,TXLNA,31,-0.2465,38,0.22530,37,0.20857
ENSG00000160050,CCDC28B,17,-0.6719,27,0.49084,30,0.66509
ENSG00000084623,EIF3I,129,0.08930,128,0.00316,115,-0.1665
ENSG00000175130,MARCKSL1,188,-1.8723,480,0.84787,897,2.02400
ENSG00000160058,BSDC1,79,0.27580,48,-0.7203,82,0.12353
ENSG00000176261,ZBTB8OS,55,0.07827,59,0.13050,45,-0.2954
ENSG00000162521,RBBP4,98,0.37960,62,-0.6363,88,-0.0908
ENSG00000162522,KIAA1522,21,0.76148,17,-0.2310,8,-1.3403
ENSG00000134684,YARS,124,0.93940,77,-0.5888,52,-1.1868
ENSG00000160097,FNDC5,38,1.44651,21,-0.7309,7,-2.3538
ENSG00000121905,HPCA,368,1.62999,157,-1.0899,79,-2.1078
ENSG00000121900,TMEM54,52,-0.1136,68,0.38234,46,-0.2326
ENSG00000116514,RNF19B,29,0.88423,13,-1.1084,18,-0.5557
ENSG00000004455,AK2,22,-1.1977,28,-0.0186,75,1.70276
ENSG00000142920,AZIN2,34,0.32030,15,-1.1542,39,0.28552
ENSG00000160094,ZNF362,22,0.24988,16,-0.4369,21,-0.0345
ENSG00000134686,PHC2,69,-0.6396,76,-0.0029,138,0.98712
ENSG00000163866,SMIM12,65,0.42794,42,-0.5829,54,-0.2097
ENSG00000116544,DLGAP3,69,-0.0154,89,0.41988,50,-0.5114
ENSG00000116560,SFPQ,155,0.03204,143,-0.1217,160,0.06009
ENSG00000146463,ZMYM4,38,0.80107,34,-0.0379,9,-1.9569
ENSG00000142687,KIAA0319L,70,0.32980,53,-0.3788,59,-0.2181
ENSG00000020129,NCDN,802,1.66669,292,-1.3338,213,-1.8068
ENSG00000126067,PSMB2,123,0.78035,82,-0.5015,61,-0.9527
ENSG00000142686,C1orf216,126,1.24797,67,-0.7947,39,-1.6133
ENSG00000092847,AGO1,38,0.27366,28,-0.4307,35,-0.0784
ENSG00000116863,ADPRHL2,25,0.30348,18,-0.4276,22,-0.1305
ENSG00000054116,TRAPPC3,62,0.25007,51,-0.2420,53,-0.2067
ENSG00000116871,MAP7D1,195,0.32493,163,-0.2195,148,-0.3680
ENSG00000054118,THRAP3,51,0.13475,43,-0.2406,50,-0.0077
ENSG00000196182,STK40,20,-0.1360,23,0.15543,22,0.08438
ENSG00000181817,LSM10,67,0.48217,48,-0.4393,48,-0.4324
ENSG00000116885,OSCP1,27,0.85776,14,-0.8095,15,-0.7589
ENSG00000116898,MRPS15,67,0.02515,47,-0.5415,84,0.37968
ENSG00000163873,GRIK3,27,1.16814,13,-0.9016,10,-1.2723
ENSG00000163875,MEAF6,130,1.35860,70,-0.7638,31,-1.9788
ENSG00000185090,MANEAL,57,1.19073,27,-0.9545,22,-1.2549
ENSG00000196449,YRDC,26,0.81816,7,-1.7242,21,-0.1391
ENSG00000197982,C1orf122,239,-0.5972,312,0.27044,413,0.73676
ENSG00000183431,SF3A3,34,0.30880,24,-0.4790,31,-0.0971
ENSG00000183520,UTP11,31,0.02093,26,-0.2669,36,0.19950
ENSG00000116954,RRAGC,47,0.70733,19,-1.2253,37,-0.2140
ENSG00000174574,AKIRIN1,85,0.31574,66,-0.3379,71,-0.2315
ENSG00000168653,NDUFS5,799,0.49373,646,-0.2435,489,-0.6771
ENSG00000127603,MACF1,117,-0.3690,126,0.03175,176,0.57565
ENSG00000090621,PABPC4,50,-0.8033,68,0.28829,106,1.02372
ENSG00000116983,HPCAL4,262,0.85553,200,-0.2803,89,-1.5089
ENSG00000084072,PPIE,43,0.11224,36,-0.2323,42,0.02283
ENSG00000131236,CAP1,132,0.13004,115,-0.1974,127,-0.0384
ENSG00000131238,PPT1,146,0.57783,119,-0.2191,76,-0.8964
ENSG00000084073,ZMPSTE24,41,0.77024,28,-0.4367,19,-1.0189
ENSG00000084070,SMAP2,162,0.97052,78,-0.9697,87,-0.8136
ENSG00000117016,RIMS3,96,0.59891,69,-0.4153,58,-0.6819
ENSG00000066136,NFYC,49,0.39934,28,-0.7670,45,-0.0313
ENSG00000179862,CITED4,23,1.08163,6,-1.7782,15,-0.4698
ENSG00000171793,CTPS1,23,1.09042,13,-0.7528,9,-1.2987
ENSG00000127124,HIVEP3,20,0.57346,17,-0.1448,10,-1.0033
ENSG00000198815,FOXJ3,65,1.01142,31,-0.9769,33,-0.8811
ENSG00000177181,RIMKLA,41,0.86910,24,-0.6633,20,-0.9374
ENSG00000127125,PPCS,66,0.14114,63,-0.0300,56,-0.2277
ENSG00000171960,PPIH,27,1.36357,14,-0.7684,6,-1.9841
ENSG00000065978,YBX1,64,-1.5058,136,0.71588,230,1.66744
ENSG00000164008,C1orf50,28,0.16056,33,0.28969,17,-0.7196
ENSG00000177868,SVBP,51,0.15780,34,-0.5884,57,0.21534
ENSG00000117394,SLC2A1,47,-2.3459,74,-0.2337,406,3.01592
ENSG00000117395,EBNA1BP2,98,1.17914,43,-1.0738,43,-1.0997
ENSG00000066322,ELOVL1,8,-4.0983,59,0.77479,240,4.06900
ENSG00000159479,MED8,27,1.26871,10,-1.2579,12,-1.0899
ENSG00000178922,HYI,17,-1.4465,32,0.48454,64,1.74012
ENSG00000142949,PTPRF,139,0.63636,113,-0.2071,65,-1.0553
ENSG00000126091,ST3GAL3,56,0.87479,27,-0.9396,33,-0.6713
ENSG00000117408,IPO13,60,-0.8153,69,-0.0030,143,1.22092
ENSG00000117410,ATP6V0B,612,0.72598,357,-0.7132,382,-0.6107
ENSG00000117411,B4GALT2,82,0.04578,108,0.46280,50,-0.7450
ENSG00000159214,CCDC24,25,1.13419,16,-0.4752,6,-1.9348
ENSG00000178028,DMAP1,60,0.02906,55,-0.1402,63,0.08165
ENSG00000117419,ERI3,226,0.39706,196,-0.1488,147,-0.5962
ENSG00000187147,RNF220,141,0.01867,115,-0.3270,164,0.24803
ENSG00000142937,RPS8,836,-1.1876,1470,0.55153,2340,1.36736
ENSG00000070785,EIF2B3,33,1.16301,23,-0.3513,6,-2.4217
ENSG00000126107,HECTD3,17,0.41230,12,-0.3962,13,-0.3478
ENSG00000126088,UROD,95,0.49137,73,-0.3186,62,-0.5801
ENSG00000117450,PRDX1,365,-0.5150,521,0.44459,523,0.45119
ENSG00000117448,AKR1A1,45,-0.2995,57,0.29889,54,0.22650
ENSG00000132780,NASP,26,-0.3310,31,0.20434,35,0.37250
ENSG00000159592,GPBP1L1,30,-0.7785,33,-0.0386,70,1.19252
ENSG00000159596,TMEM69,22,1.04505,9,-1.2753,13,-0.6962
ENSG00000086015,MAST2,36,0.49251,32,-0.1171,19,-0.8528
ENSG00000085998,POMGNT1,78,0.19318,61,-0.3464,75,-0.0150
ENSG00000132128,LRRC41,62,0.62849,49,-0.2430,31,-0.9786
ENSG00000173660,UQCRH,839,0.81591,640,-0.2850,312,-1.3858
ENSG00000117480,FAAH,38,-0.4099,42,0.03824,60,0.63229
ENSG00000079277,MKNK1,32,0.81380,25,-0.2514,11,-1.4476
ENSG00000123472,ATPAF1,132,0.11812,134,0.05719,108,-0.2845
ENSG00000159658,EFCAB14,42,-0.9868,75,0.62729,94,1.02893
ENSG00000186377,CYP4X1,33,1.57770,9,-1.6503,12,-1.3028
ENSG00000162368,CMPK1,108,0.33110,71,-0.5872,100,-0.0500
ENSG00000162373,BEND5,41,1.09811,25,-0.5942,13,-1.5722
ENSG00000162374,ELAVL4,186,1.28265,95,-0.8616,58,-1.5914
ENSG00000185104,FAF1,40,0.39319,27,-0.5322,34,-0.1932
ENSG00000123091,RNF11,532,1.24005,230,-1.1127,220,-1.1769
ENSG00000085832,EPS15,183,0.65110,132,-0.3963,101,-0.8128
ENSG00000117859,OSBPL9,12,-1.3318,30,1.11120,30,1.10299
ENSG00000078618,NRDC,93,0.57205,62,-0.5269,63,-0.5102
ENSG00000169213,RAB3B,156,1.56457,87,-0.6858,18,-3.0406
ENSG00000117862,TXNDC12,33,-0.1215,29,-0.2463,43,0.40401
ENSG00000134717,BTF3L4,76,0.57559,59,-0.2916,43,-0.7886
ENSG00000157077,ZFYVE9,30,0.89624,19,-0.5861,13,-1.0931
ENSG00000134748,PRPF38A,16,-0.9994,25,0.36715,42,1.24017
ENSG00000162377,COA7,24,0.92094,11,-1.1096,15,-0.6142
ENSG00000162378,ZYG11B,157,1.56366,68,-1.0633,37,-1.9746
ENSG00000116171,SCP2,83,-0.0296,84,0.01109,85,0.04136
ENSG00000162384,CZIB,71,-0.0112,64,-0.1702,79,0.17375
ENSG00000162385,MAGOH,48,0.71372,39,-0.2193,20,-1.2325
ENSG00000157193,LRP8,48,0.72471,33,-0.4580,25,-0.8898
ENSG00000058799,YIPF1,30,0.47318,16,-0.9164,28,-0.0485
ENSG00000081870,HSPB11,47,0.42827,33,-0.4603,36,-0.3157
ENSG00000116209,TMEM59,189,-0.4534,207,0.02976,311,0.70284
ENSG00000116221,MRPL37,72,0.62432,46,-0.5704,46,-0.5632
ENSG00000157216,SSBP3,165,0.47431,118,-0.4399,119,-0.4175
ENSG00000243725,TTC4,22,-0.2554,25,0.17016,27,0.27768
ENSG00000116133,DHCR24,263,0.70215,106,-1.2777,217,-0.1789
ENSG00000162402,USP24,27,0.25860,17,-0.6636,28,0.11353
ENSG00000162407,PLPP3,71,-1.2227,254,1.80912,80,-0.1993
ENSG00000162409,PRKAA2,48,1.86304,20,-1.1122,6,-2.8267
ENSG00000173406,DAB1,30,1.14833,19,-0.5309,8,-1.8477
ENSG00000162601,MYSM1,19,0.13552,12,-0.6632,23,0.29313
ENSG00000177606,JUN,82,-0.2770,19,-2.2188,178,1.25138
ENSG00000134709,HOOK1,28,1.93378,7,-1.7897,7,-1.8311
ENSG00000162599,NFIA,34,-1.7603,116,1.43964,114,1.40196
ENSG00000162604,TM2D1,70,0.11387,62,-0.1673,68,-0.0383
ENSG00000162607,USP1,16,-0.6566,22,0.32618,29,0.78221
ENSG00000116641,DOCK7,21,-0.1539,43,1.10837,5,-2.1539
ENSG00000125703,ATG4C,19,-0.7891,20,-0.1395,46,1.25890
ENSG00000079739,PGM1,39,0.08531,51,0.43894,23,-0.8048
ENSG00000162434,JAK1,92,0.60026,68,-0.3532,53,-0.7607
ENSG00000162433,AK4,49,0.30423,62,0.42605,18,-1.4730
ENSG00000116675,DNAJC6,416,1.25473,191,-1.0211,158,-1.3087
ENSG00000213625,LEPROT,22,-0.7812,46,0.94271,32,0.35660
ENSG00000184588,PDE4B,62,0.10617,40,-0.6397,74,0.32145
ENSG00000118473,SGIP1,99,1.14158,51,-0.8304,37,-1.3071
ENSG00000198160,MIER1,12,-1.1615,34,1.37859,20,0.48418
ENSG00000142864,SERBP1,100,0.01519,98,-0.0320,101,0.00480
ENSG00000116717,GADD45A,26,-0.3937,20,-0.5152,48,0.93397
ENSG00000116729,WLS,75,-0.0144,93,0.34882,58,-0.4004
ENSG00000033122,LRRC7,76,1.89902,16,-2.0644,23,-1.5342
ENSG00000066557,LRRC40,22,1.13135,11,-0.8924,9,-1.2057
ENSG00000116754,SRSF11,90,-0.2471,90,-0.0571,123,0.45695
ENSG00000118454,ANKRD13C,30,0.44324,19,-0.5905,24,-0.2290
ENSG00000132485,ZRANB2,81,0.52643,57,-0.4639,56,-0.4892
ENSG00000172260,NEGR1,100,0.87419,50,-0.9308,59,-0.6777
ENSG00000178965,ERICH3,42,1.71146,17,-1.1811,8,-2.1628
ENSG00000162623,TYW3,21,0.28291,11,-0.8689,23,0.19883
ENSG00000117054,ACADM,44,0.21201,35,-0.2845,40,-0.1001
ENSG00000137955,RABGGTB,40,0.06788,35,-0.2187,42,0.08483
ENSG00000117069,ST6GALNAC5,85,2.28567,29,-1.3680,5,-3.8777
ENSG00000142892,PIGK,27,0.12401,22,-0.2704,27,0.03576
ENSG00000154027,AK5,435,1.13347,204,-0.9952,192,-1.0932
ENSG00000036549,AC118549.1,22,0.58945,10,-1.0721,19,-0.1281
ENSG00000077254,USP33,129,1.27447,64,-0.8875,42,-1.5316
ENSG00000180488,MIGA1,93,0.58935,49,-0.8709,74,-0.2544
ENSG00000162613,FUBP1,54,0.07325,43,-0.3450,60,0.17648
ENSG00000162616,DNAJB4,36,0.52751,26,-0.4116,24,-0.5461
ENSG00000117114,ADGRL2,40,2.15210,9,-1.9833,8,-2.0620
ENSG00000137941,TTLL7,106,-0.5002,66,-0.8618,235,1.20240
ENSG00000142875,PRKACB,465,1.07610,222,-0.9776,219,-1.0009
ENSG00000117133,RPF1,23,0.80869,18,-0.2535,8,-1.4286
ENSG00000174021,GNG5,30,-2.0485,117,1.46896,136,1.75818
ENSG00000117155,SSX2IP,126,2.03191,31,-1.8831,30,-1.9279
ENSG00000162642,C1orf52,86,0.87729,50,-0.6915,43,-0.9211
ENSG00000153904,DDAH1,167,0.60336,161,0.05584,58,-1.5013
ENSG00000117174,ZNHIT6,17,-0.6242,18,-0.0822,35,1.01309
ENSG00000122417,ODF2L,35,0.50514,11,-1.6553,38,0.23570
ENSG00000097033,SH3GLB1,32,-0.6751,25,-0.5536,78,1.30095
ENSG00000183291,SELENOF,100,-0.2126,92,-0.1938,141,0.50354
ENSG00000153936,HS2ST1,44,1.41062,25,-0.6435,7,-2.4782
