Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9to12,Feature log2 fold change topic 9to12
ENSG00000162426,SLC45A1,3,-3.5239,10,-1.8159,37,0.08484,78,1.29760,37,0.13976,36,0.05077
ENSG00000142599,RERE,46,-1.2538,101,-0.0608,104,-0.0145,132,0.37117,110,0.09857,109,0.08561
ENSG00000074800,ENO1,462,-0.5540,749,0.19992,621,-0.0974,716,0.12812,552,-0.3712,792,0.41305
ENSG00000171612,SLC25A33,1,-4.9057,75,1.29114,61,0.93071,20,-0.7691,39,0.28436,24,-0.6773
ENSG00000188807,TMEM201,7,-1.1720,11,-0.4755,14,-0.0873,14,-0.1083,21,0.71718,13,-0.2770
ENSG00000171603,CLSTN1,588,-0.2787,305,-1.2784,430,-0.7607,1166,0.81824,777,0.22227,710,0.02174
ENSG00000178585,CTNNBIP1,43,0.16820,31,-0.3391,48,0.37136,24,-0.7220,42,0.20153,36,-0.1024
ENSG00000162441,LZIC,25,-0.4762,63,1.01910,36,0.11463,25,-0.4274,33,-0.0663,31,-0.1748
ENSG00000130939,UBE4B,5,-2.7768,24,-0.5886,22,-0.7113,50,0.52864,44,0.48531,37,0.10447
ENSG00000054523,KIF1B,159,-0.7525,143,-0.9155,268,0.04999,282,0.13013,325,0.51675,241,-0.1591
ENSG00000142657,PGD,26,-0.9237,38,-0.3272,33,-0.5715,61,0.39915,64,0.70703,39,-0.4159
ENSG00000241563,CORT,8,-3.2929,34,-1.2699,38,-1.0958,22,-1.9271,151,1.83365,59,-0.5867
ENSG00000160049,DFFA,66,1.35601,37,0.41956,31,0.09812,16,-0.8949,24,-0.3971,25,-0.2754
ENSG00000142655,PEX14,0,-4.7314,16,-0.4317,24,0.19932,26,0.37170,20,-0.1172,26,0.52350
ENSG00000120948,TARDBP,52,-0.4886,65,-0.1432,59,-0.2903,100,0.53914,68,-0.0974,76,0.16193
ENSG00000116649,SRM,88,-0.4130,80,-0.5606,129,0.18808,124,0.12190,108,-0.1261,131,0.29349
ENSG00000171824,EXOSC10,44,0.70112,28,0.02426,20,-0.5161,33,0.24741,25,-0.2200,28,-0.0276
ENSG00000198793,MTOR,0,-5.6260,25,-0.7046,34,-0.2338,59,0.65708,40,0.06278,48,0.44572
ENSG00000204624,DISP3,5,-1.4163,26,0.96638,13,-0.1110,16,0.20395,6,-1.4057,21,0.91370
ENSG00000116661,FBXO2,141,-1.2794,1211,2.30019,399,0.32288,220,-0.6078,240,-0.6215,245,-0.5776
ENSG00000132879,FBXO44,128,-0.4002,56,-1.6316,119,-0.5081,224,0.48151,191,0.32508,173,0.10190
ENSG00000116670,MAD2L2,0,-5.3169,46,0.62763,29,-0.1090,35,0.16387,28,-0.2553,39,0.46997
ENSG00000177674,AGTRAP,16,0.11040,66,2.70008,11,-0.3894,1,-3.2530,12,-0.3922,8,-1.1009
ENSG00000177000,MTHFR,11,-0.7457,24,0.42140,9,-0.9899,22,0.26665,21,0.30402,18,-0.1140
ENSG00000011021,CLCN6,21,-1.7113,24,-1.5184,47,-0.5375,108,0.76809,100,0.99943,50,-0.5901
ENSG00000116685,KIAA2013,51,0.25746,41,-0.1049,30,-0.5932,45,0.06077,43,-0.0143,46,0.10358
ENSG00000083444,PLOD1,0,-4.6508,35,0.92914,18,-0.1059,19,-0.0599,22,0.29117,18,-0.1465
ENSG00000116688,MFN2,23,-1.8820,52,-0.6741,69,-0.2562,107,0.43337,105,0.59333,76,-0.1411
ENSG00000116691,MIIP,0,-4.6532,30,0.64562,16,-0.2711,12,-0.7296,24,0.45682,20,0.06160
ENSG00000048707,VPS13D,146,1.66733,41,-0.4411,39,-0.4965,52,-0.0453,54,-0.0134,39,-0.6596
ENSG00000162496,DHRS3,1,-4.4097,101,2.44662,23,-0.1591,12,-1.1268,23,-0.2153,19,-0.5996
ENSG00000116731,PRDM2,117,0.82635,27,-1.4507,40,-0.8704,70,0.00367,72,0.05277,75,0.14846
ENSG00000189337,KAZN,19,-1.0367,48,0.35567,29,-0.4581,30,-0.4106,54,0.78735,31,-0.4786
ENSG00000142634,EFHD2,4,-4.3824,33,-1.4353,28,-1.6949,61,-0.5073,188,2.46508,36,-1.5996
ENSG00000116138,DNAJC16,58,1.19495,6,-2.1524,12,-1.2654,33,0.28170,27,-0.0886,29,0.11906
ENSG00000197312,DDI2,29,0.19422,6,-2.0617,12,-1.0887,35,0.48957,38,0.90317,19,-0.6076
ENSG00000116786,PLEKHM2,26,-1.6964,62,-0.4183,106,0.41289,59,-0.4925,101,0.49644,80,-0.0429
ENSG00000065526,SPEN,15,-0.9391,58,1.18702,28,-0.0142,24,-0.2458,27,-0.1083,26,-0.1367
ENSG00000116809,ZBTB17,45,1.46550,20,0.12331,15,-0.3219,19,0.07962,17,-0.1653,13,-0.6205
ENSG00000185519,FAM131C,0,-4.2084,4,-1.7972,18,0.31795,7,-1.1015,19,0.61699,17,0.37384
ENSG00000037637,FBXO42,2,-2.8624,16,0.08893,12,-0.3327,30,1.10000,15,0.03783,15,-0.0224
ENSG00000055070,SZRD1,12,-1.0857,80,1.94678,29,0.20716,9,-1.5745,20,-0.4454,23,-0.1797
ENSG00000157191,NECAP2,0,-4.1411,44,1.95629,14,0.02031,3,-1.9387,14,0.05699,12,-0.3316
ENSG00000058453,CROCC,0,-4.2320,21,0.57696,8,-0.9493,19,0.39533,15,0.10872,16,0.25517
ENSG00000159363,ATP13A2,182,0.27752,47,-1.7782,122,-0.3443,202,0.44473,165,0.16768,155,0.03246
ENSG00000117118,SDHB,92,-0.0196,71,-0.4073,92,-0.0133,88,-0.0885,87,-0.1309,106,0.28571
ENSG00000117115,PADI2,12,-1.8123,221,3.16338,38,-0.1077,2,-4.0202,32,-0.4613,21,-1.2260
ENSG00000179051,RCC2,0,-4.3856,20,0.29611,9,-0.8150,15,-0.0995,15,-0.1245,22,0.73079
ENSG00000074964,ARHGEF10L,40,1.33292,24,0.50178,16,-0.1309,10,-0.8630,19,0.21378,11,-0.9260
ENSG00000117154,IGSF21,72,0.25252,18,-1.8329,36,-0.8092,74,0.28688,89,0.89618,45,-0.6141
ENSG00000159423,ALDH4A1,0,-5.3425,31,-0.0472,45,0.53431,12,-1.4331,46,0.90111,27,-0.3261
ENSG00000127463,EMC1,54,0.60513,29,-0.3659,26,-0.5276,63,0.86490,36,-0.0652,32,-0.3065
ENSG00000053372,MRTO4,0,-5.3534,30,-0.3038,34,-0.1007,33,-0.1490,46,0.52147,40,0.15383
ENSG00000053371,AKR7A2,2,-4.5091,96,1.27758,55,0.36374,24,-0.9179,40,-0.1888,48,0.16923
ENSG00000077549,CAPZB,160,-0.3834,225,0.14498,167,-0.3217,233,0.20307,219,0.14596,200,-0.0558
ENSG00000173436,MICOS10,192,-0.8670,291,-0.2261,444,0.43914,328,-0.0397,374,0.23013,323,-0.0890
ENSG00000158747,NBL1,157,-0.1583,250,0.58132,140,-0.3308,125,-0.5054,224,0.59002,129,-0.6010
ENSG00000169914,OTUD3,1,-3.3852,4,-1.9253,10,-0.6213,19,0.26020,18,0.25038,21,0.65831
ENSG00000162545,CAMK2N1,1090,-0.4556,468,-1.7271,1882,0.40307,1758,0.29356,1207,-0.3966,1878,0.58328
ENSG00000090432,MUL1,0,-5.0880,15,-0.8552,24,-0.1339,38,0.57697,37,0.77974,23,-0.2801
ENSG00000158828,PINK1,273,-0.5210,213,-0.9038,393,0.04137,439,0.21731,431,0.26389,388,0.02898
ENSG00000244038,DDOST,74,1.29804,32,-0.0589,23,-0.5430,52,0.69955,23,-0.7676,32,-0.0699
ENSG00000117245,KIF17,2,-3.2823,5,-1.9180,8,-1.3022,33,0.81849,29,0.97059,17,-0.2318
ENSG00000189410,SH2D5,25,-0.5653,9,-2.0107,43,0.23949,64,0.89141,38,0.07487,37,0.00347
ENSG00000127483,HP1BP3,106,-0.5966,151,-0.0491,109,-0.5475,149,-0.0660,178,0.30671,160,0.05555
ENSG00000075151,EIF4G3,115,-0.0090,64,-0.9042,56,-1.1138,127,0.14338,122,0.10523,135,0.35178
ENSG00000117298,ECE1,3,-2.2269,61,2.29046,9,-0.8105,10,-0.7138,20,0.43905,8,-1.3151
ENSG00000076864,RAP1GAP,114,-0.5226,35,-2.2915,88,-0.9172,236,0.62044,203,0.54022,160,-0.0040
ENSG00000090686,USP48,93,1.13943,40,-0.2036,32,-0.5603,58,0.35290,43,-0.1529,40,-0.3080
ENSG00000070831,CDC42,70,-1.6855,161,-0.4337,129,-0.7674,315,0.62519,264,0.49578,206,-0.0723
ENSG00000173372,C1QA,26,-0.6057,204,3.09995,35,-0.1340,12,-1.7616,16,-1.6503,31,-0.4673
ENSG00000159189,C1QC,22,-0.6104,178,3.10586,29,-0.2076,6,-2.5492,20,-0.9955,21,-0.8598
ENSG00000173369,C1QB,86,0.40066,309,2.76275,73,0.13087,18,-1.9464,35,-1.2257,44,-0.8127
ENSG00000004487,KDM1A,15,-1.7761,42,-0.2940,44,-0.2088,94,1.01716,51,0.02317,51,0.04231
ENSG00000169641,LUZP1,10,-1.9196,16,-1.1790,27,-0.4646,27,-0.4258,49,0.71186,39,0.18563
ENSG00000125944,HNRNPR,24,-2.2303,107,0.01598,77,-0.4866,149,0.54228,105,-0.0283,124,0.35458
ENSG00000125945,ZNF436,18,-0.4239,3,-2.8199,9,-1.5194,44,0.96029,26,0.19882,27,0.28250
ENSG00000117318,ID3,37,-0.8603,660,5.96611,4,-4.0988,13,-2.3672,5,-4.0483,9,-3.2473
ENSG00000142676,RPL11,1169,1.09531,1308,1.29093,675,0.19018,258,-1.2875,481,-0.4488,462,-0.5284
ENSG00000011007,ELOA,0,-4.3987,24,0.58313,9,-0.8701,24,0.62959,17,0.05815,18,0.18747
ENSG00000057757,PITHD1,103,-1.0719,63,-1.8062,127,-0.7539,288,0.52805,241,0.34308,235,0.28193
ENSG00000011009,LYPLA2,32,-0.7360,24,-1.1924,41,-0.3692,76,0.59489,53,0.03632,61,0.32156
ENSG00000117308,GALE,16,-0.0986,7,-1.3272,12,-0.5720,28,0.77859,11,-0.8973,25,0.89961
ENSG00000117305,HMGCL,2,-3.5566,36,0.80789,23,0.10689,22,0.04228,23,0.10989,21,-0.0230
ENSG00000179163,FUCA1,0,-4.2191,19,0.40734,11,-0.4126,24,0.82797,15,0.05772,15,0.05834
ENSG00000189266,PNRC2,169,1.68831,78,0.36671,41,-0.6281,31,-1.0402,63,0.02194,43,-0.7118
ENSG00000188529,SRSF10,16,-1.9150,69,0.31989,43,-0.4030,72,0.38273,62,0.20442,57,0.03488
ENSG00000001461,NIPAL3,66,0.21074,34,-0.7909,34,-0.7874,56,-0.0594,83,0.86810,43,-0.6045
ENSG00000133226,SRRM1,28,-0.6498,84,1.07860,31,-0.5206,45,0.08116,41,-0.0988,41,-0.0970
ENSG00000169504,CLIC4,12,-1.2557,136,2.91461,14,-0.9746,2,-3.3927,28,0.00378,14,-1.2884
ENSG00000117614,SYF2,112,0.83204,114,0.86430,40,-0.7831,49,-0.4570,51,-0.5565,70,0.12409
ENSG00000117616,RSRP1,84,0.35260,64,-0.0899,48,-0.5248,62,-0.1222,75,0.24418,62,-0.1621
ENSG00000183726,TMEM50A,145,0.74912,84,-0.1256,66,-0.4925,124,0.49239,70,-0.5286,98,0.16410
ENSG00000204178,MACO1,30,0.01995,18,-0.7629,13,-1.2321,22,-0.3983,37,0.55177,30,0.04323
ENSG00000117643,MAN1C1,19,-1.3356,44,-0.0438,36,-0.3602,86,1.03006,17,-1.8068,74,1.21065
ENSG00000162430,SELENON,99,1.16407,78,0.76284,39,-0.3435,47,-0.0639,41,-0.3380,39,-0.4583
ENSG00000117640,MTFR1L,60,-0.2479,58,-0.2846,75,0.10731,97,0.51010,76,0.16878,62,-0.2513
ENSG00000117632,STMN1,558,-1.0506,346,-1.7641,688,-0.7341,1374,0.34234,1454,0.63731,1127,0.03823
ENSG00000158008,EXTL1,38,-0.4826,8,-2.7669,37,-0.5119,61,0.25098,55,0.09168,66,0.53776
ENSG00000142684,ZNF593,82,1.42814,33,-0.0573,31,-0.1585,30,-0.2314,30,-0.3133,30,-0.2988
ENSG00000142669,SH3BGRL3,366,0.41953,236,-0.2746,242,-0.2394,227,-0.3350,353,0.51999,224,-0.4688
ENSG00000158062,UBXN11,15,-0.8573,38,0.61284,23,-0.1758,44,0.84439,16,-0.9670,32,0.48494
ENSG00000117682,DHDDS,1,-3.9336,13,-0.3531,14,-0.2678,12,-0.5085,21,0.53578,19,0.27612
ENSG00000198830,HMGN2,167,0.28783,320,1.37618,134,-0.0637,89,-0.6978,109,-0.5051,132,-0.1169
ENSG00000117713,ARID1A,42,-0.4560,53,-0.1092,32,-0.8568,73,0.40018,61,0.14450,60,0.10217
ENSG00000204160,ZDHHC18,7,-2.0185,16,-0.9029,21,-0.4445,35,0.32810,33,0.30740,33,0.32065
ENSG00000142751,GPN2,0,-4.3222,9,-0.8779,16,0.04656,15,-0.0244,22,0.80780,15,-0.1293
ENSG00000090273,NUDC,198,0.29630,96,-0.8274,159,-0.0552,173,0.07817,162,-0.0294,174,0.13223
ENSG00000253368,TRNP1,36,-0.8457,20,-1.7546,56,-0.1977,45,-0.5230,81,0.56228,70,0.21947
ENSG00000090020,SLC9A1,0,-5.2462,5,-2.4553,10,-1.5758,49,0.78829,45,1.00626,28,-0.1212
ENSG00000142784,WDTC1,23,-0.4806,26,-0.2940,29,-0.1210,27,-0.2462,29,-0.1912,40,0.51610
ENSG00000186501,TMEM222,50,-0.6109,58,-0.3872,82,0.15168,61,-0.3103,77,0.06961,84,0.26092
ENSG00000158195,WASF2,0,-4.8573,78,2.11926,23,0.04518,6,-1.9789,27,0.36721,14,-0.8823
ENSG00000126705,AHDC1,0,-6.0275,36,-0.5883,27,-1.0097,49,-0.1028,79,1.00931,50,-0.0958
ENSG00000126709,IFI6,175,0.44541,174,0.43227,69,-1.0000,129,-0.0407,160,0.42602,101,-0.5538
ENSG00000009780,FAM76A,3,-2.1164,10,-0.6416,8,-0.8232,15,-0.0248,17,0.26354,19,0.52499
ENSG00000117758,STX12,69,-0.4499,79,-0.2456,61,-0.6377,116,0.35987,124,0.69026,72,-0.5077
ENSG00000117751,PPP1R8,27,-0.0511,23,-0.3203,19,-0.6064,28,-0.0217,35,0.48448,25,-0.2132
ENSG00000117748,RPA2,44,-0.4063,66,0.22904,38,-0.6076,89,0.71531,49,-0.3222,63,0.21776
ENSG00000126698,DNAJC8,140,0.19567,137,0.16232,118,-0.0742,154,0.35397,113,-0.1775,120,-0.0662
ENSG00000130770,ATP5IF1,376,-0.4933,256,-1.0764,548,0.09214,530,0.03932,306,-1.0218,816,1.15386
ENSG00000180098,TRNAU1AP,18,0.00406,14,-0.3561,15,-0.3027,25,0.47214,19,0.07371,18,-0.0562
ENSG00000120656,TAF12,48,1.58338,18,0.00927,13,-0.5504,17,-0.0847,15,-0.3566,15,-0.3351
ENSG00000198492,YTHDF2,49,-0.8082,33,-1.4087,43,-1.0257,118,0.53917,103,0.46156,88,0.10910
ENSG00000116350,SRSF4,11,-2.0955,53,0.28014,31,-0.5723,36,-0.3283,58,0.62661,43,-0.0943
ENSG00000116353,MECR,27,-0.4052,15,-1.2617,33,-0.1053,44,0.34486,38,0.18108,38,0.14498
ENSG00000162511,LAPTM5,76,0.63169,151,1.82506,73,0.55658,9,-2.5557,40,-0.5185,37,-0.6549
ENSG00000162512,SDC3,60,-1.8543,156,-0.4267,184,-0.1657,197,-0.0659,241,0.36103,225,0.20862
ENSG00000134644,PUM1,121,-0.3699,57,-1.4986,94,-0.7615,188,0.31999,211,0.76107,134,-0.2805
ENSG00000060688,SNRNP40,0,-4.6318,19,-0.0586,14,-0.4787,29,0.61993,29,0.91811,14,-0.6125
ENSG00000121766,ZCCHC17,159,0.35077,47,-1.5146,107,-0.2644,200,0.72791,114,-0.2373,140,0.20872
ENSG00000121769,FABP3,4,-4.9573,23,-2.5912,119,-0.1384,195,0.65741,163,0.52328,141,0.18488
ENSG00000162517,PEF1,20,-2.2989,48,-0.9942,67,-0.4917,118,0.38928,93,0.02396,120,0.61722
ENSG00000084636,COL16A1,19,-1.2653,90,1.17180,26,-0.8178,33,-0.4513,58,0.63471,32,-0.6225
ENSG00000121753,ADGRB2,63,-2.2518,64,-2.2358,244,-0.2286,392,0.52481,318,0.26857,338,0.40764
ENSG00000184007,PTP4A2,229,0.49727,179,0.09804,107,-0.7001,115,-0.5835,203,0.42630,144,-0.3232
ENSG00000121774,KHDRBS1,135,0.14280,133,0.11787,103,-0.2749,134,0.12551,101,-0.4208,143,0.33621
ENSG00000121775,TMEM39B,42,1.38712,6,-1.6547,11,-0.7147,29,0.77439,18,-0.0145,14,-0.4964
ENSG00000025800,KPNA6,13,-1.8034,23,-0.9407,31,-0.4813,51,0.27139,54,0.53695,45,0.10019
ENSG00000084652,TXLNA,0,-4.8659,30,0.44403,14,-0.6827,25,0.17347,34,0.97691,17,-0.6296
ENSG00000160050,CCDC28B,0,-4.2432,31,1.22698,27,0.99628,12,-0.3340,10,-0.7248,16,0.21188
ENSG00000084623,EIF3I,136,0.23298,88,-0.4477,96,-0.3159,129,0.15878,105,-0.2275,134,0.30312
ENSG00000175130,MARCKSL1,105,-1.0968,543,1.54765,251,0.24598,71,-1.6824,218,0.03141,185,-0.3183
ENSG00000160058,BSDC1,39,-0.8600,52,-0.4148,59,-0.2175,99,0.59730,84,0.47665,58,-0.3287
ENSG00000176261,ZBTB8OS,149,1.76058,45,-0.2252,50,-0.0702,39,-0.4607,37,-0.6917,49,-0.1253
ENSG00000162521,RBBP4,78,-0.1930,77,-0.2059,63,-0.5169,98,0.16859,91,0.08064,94,0.13830
ENSG00000162522,KIAA1522,0,-4.9426,8,-1.5705,35,0.54270,17,-0.5705,23,-0.1251,35,0.87518
ENSG00000134684,YARS,40,-1.3480,50,-1.0025,68,-0.5298,141,0.61272,102,0.13073,112,0.33686
ENSG00000116497,S100PBP,33,1.15210,15,-0.1642,13,-0.3461,12,-0.4831,13,-0.3953,17,0.12995
ENSG00000160097,FNDC5,2,-3.4001,21,0.07888,10,-1.0282,19,-0.0803,29,0.93929,17,-0.2741
ENSG00000121905,HPCA,105,-0.9044,22,-3.1695,161,-0.2447,260,0.51117,232,0.46892,197,0.09879
ENSG00000121900,TMEM54,6,-3.0254,62,0.42998,66,0.53455,29,-0.7497,63,0.67893,38,-0.4525
ENSG00000116514,RNF19B,10,-0.9551,21,0.17774,20,0.07411,29,0.68182,13,-0.7325,24,0.51084
ENSG00000004455,AK2,5,-2.4450,72,1.73678,27,0.10445,8,-1.7731,26,0.06122,22,-0.2689
ENSG00000142920,AZIN2,12,-0.9396,28,0.35944,13,-0.8347,34,0.68434,24,0.16867,21,-0.1238
ENSG00000160094,ZNF362,3,-2.2957,12,-0.5243,13,-0.4112,18,0.09561,23,0.62767,17,0.00441
ENSG00000134686,PHC2,28,-1.0430,59,0.05858,44,-0.4019,62,0.13306,62,0.18580,60,0.13025
ENSG00000163866,SMIM12,53,-0.1837,30,-1.0504,31,-0.9846,76,0.37425,63,0.10522,69,0.32290
ENSG00000116544,DLGAP3,16,-2.0720,41,-0.7204,109,0.82045,67,0.02894,60,-0.1854,79,0.40260
ENSG00000163867,ZMYM6,46,1.31836,16,-0.4152,12,-0.8354,20,-0.0308,19,-0.2122,20,-0.0894
ENSG00000116560,SFPQ,71,-1.1295,178,0.28125,105,-0.5507,110,-0.4707,162,0.18012,170,0.28756
