Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000250067,YJEFN3,37,-1.6671,22,-2.4569,85,-0.4661,87,-0.4250,107,-0.0922,349,1.93573,137,0.35342
ENSG00000105726,ATP13A1,0,-6.3319,19,-0.6320,22,-0.4195,32,0.20118,39,0.63055,26,-0.1675,36,0.42054
ENSG00000081665,ZNF506,15,-0.6709,39,0.79552,15,-0.7226,21,-0.2300,24,0.05453,14,-0.7313,35,0.71262
ENSG00000188171,ZNF626,0,-5.4250,14,-0.0958,16,0.11837,24,0.83467,15,0.05371,0,-6.4123,20,0.49672
ENSG00000167232,ZNF91,94,0.99004,23,-1.2059,56,0.16270,59,0.24212,48,-0.1083,84,0.80577,19,-1.6071
ENSG00000213096,ZNF254,43,1.58068,12,-0.4531,13,-0.3355,12,-0.4930,12,-0.6002,0,-7.3877,28,0.97305
ENSG00000261824,LINC00662,61,0.97451,12,-1.4790,21,-0.7559,37,0.16380,38,0.25027,28,-0.2516,35,0.06555
ENSG00000169021,UQCRFS1,224,0.50802,87,-0.9682,139,-0.2758,124,-0.4643,160,-0.0302,275,0.84291,182,0.19637
ENSG00000187135,VSTM2B,0,-7.1417,72,0.55614,24,-1.1694,44,-0.2501,51,0.00586,60,0.27449,93,1.14057
ENSG00000105171,POP4,31,0.18681,27,-0.0207,19,-0.6116,20,-0.5207,19,-0.6128,78,1.77352,28,0.03251
ENSG00000131943,C19orf12,16,-2.2514,18,-2.1205,65,-0.2346,91,0.35911,66,-0.2113,107,0.57644,120,0.87544
ENSG00000105176,URI1,55,0.20211,83,0.87512,35,-0.5333,52,0.12906,53,0.17521,40,-0.2985,35,-0.5628
ENSG00000198597,ZNF536,0,-6.5573,153,2.72574,15,-1.2982,10,-1.8182,65,1.49760,0,-8.4063,1,-4.3833
ENSG00000121297,TSHZ3,0,-5.8730,7,-1.5918,12,-0.8682,49,1.66113,31,0.83559,3,-2.5803,12,-0.9297
ENSG00000168813,ZNF507,0,-5.6462,16,-0.1213,21,0.26661,20,0.20535,23,0.51751,0,-5.3286,23,0.44889
ENSG00000178904,DPY19L3,0,-5.7670,29,0.63052,21,0.16515,24,0.35280,27,0.68512,2,-3.0696,15,-0.4374
ENSG00000105185,PDCD5,159,0.60759,105,-0.0480,78,-0.5648,81,-0.4882,122,0.22607,164,0.65470,96,-0.2044
ENSG00000105186,ANKRD27,26,0.44941,6,-1.8133,12,-0.8123,27,0.57550,24,0.41659,12,-0.6946,20,0.04861
ENSG00000121289,CEP89,0,-5.2551,20,0.36220,14,-0.1342,20,0.46208,16,0.06149,22,0.51367,14,-0.1816
ENSG00000130881,LRP3,0,-6.5099,12,-1.4698,46,0.62624,35,0.13105,38,0.28799,38,0.25722,32,-0.0235
ENSG00000245848,CEBPA,1,-3.5376,27,0.82607,15,-0.1470,9,-0.9163,12,-0.5550,23,0.54940,29,1.11525
ENSG00000153879,CEBPG,49,0.88447,11,-1.3429,22,-0.4182,36,0.43502,23,-0.3974,35,0.33704,29,0.07192
ENSG00000124299,PEPD,134,1.23210,96,0.67363,36,-0.9230,51,-0.3471,65,0.04641,30,-1.1439,65,0.03958
ENSG00000153885,KCTD15,81,2.26770,11,-0.9936,14,-0.7630,3,-3.0146,30,0.65212,10,-1.1728,18,-0.2998
ENSG00000257103,LSM14A,60,0.44751,98,1.28110,34,-0.4426,38,-0.3010,45,0.02253,32,-0.5355,35,-0.4352
ENSG00000105220,GPI,138,-1.6599,93,-2.2403,291,-0.5863,559,0.54561,413,0.00263,426,0.05275,676,0.90985
ENSG00000126261,UBA2,258,1.80053,72,-0.3370,52,-0.8849,67,-0.4811,73,-0.3730,85,-0.0798,99,0.18655
ENSG00000089335,ZNF302,11,-1.8392,69,1.01216,21,-0.9229,28,-0.4335,63,1.14340,13,-1.5631,31,-0.2737
ENSG00000089351,GRAMD1A,77,0.95151,30,-0.5257,24,-0.9545,75,1.04006,40,-0.1223,15,-1.5326,36,-0.2824
ENSG00000105711,SCN1B,0,-7.3533,43,-0.4721,67,0.24530,39,-0.6650,82,0.68176,39,-0.6220,81,0.57967
ENSG00000153902,LGI4,100,0.60411,85,0.35258,53,-0.4149,43,-0.7686,75,0.17471,72,0.08968,73,0.10957
ENSG00000266964,FXYD1,269,0.86130,117,-0.4667,158,0.00860,43,-2.0545,227,0.75214,240,0.67155,92,-0.8958
ENSG00000221946,FXYD7,67,-1.8646,85,-1.5254,177,-0.4560,439,1.20500,163,-0.6402,179,-0.4002,364,0.82481
ENSG00000105698,USF2,183,0.60068,183,0.60166,113,-0.1898,111,-0.2095,137,0.16617,71,-0.8850,107,-0.2750
ENSG00000105695,MAG,0,-8.1637,1121,6.67615,21,-2.5111,23,-2.3745,9,-3.7532,0,-10.012,0,-6.9992
ENSG00000105677,TMEM147,99,0.91236,59,0.07413,40,-0.5710,36,-0.7539,75,0.57745,39,-0.5559,51,-0.1640
ENSG00000126254,RBM42,111,1.13079,81,0.59656,34,-0.7899,50,-0.1831,57,0.04915,13,-2.1087,61,0.15946
ENSG00000126267,COX6B1,205,-0.2632,271,0.17241,186,-0.4470,129,-1.0329,285,0.32041,494,1.16729,227,-0.1113
ENSG00000272333,KMT2B,85,1.83750,32,0.17966,19,-0.6707,23,-0.3222,21,-0.5395,34,0.27865,21,-0.4718
ENSG00000161265,U2AF1L4,31,0.70597,24,0.30249,16,-0.3799,26,0.51672,19,-0.0437,1,-4.4514,20,-0.0085
ENSG00000205155,PSENEN,108,1.26968,43,-0.2435,29,-0.8675,37,-0.5191,54,0.14324,64,0.38430,46,-0.1524
ENSG00000267796,LIN37,1,-4.3426,17,-0.2828,17,-0.3364,26,0.42374,22,0.12640,7,-1.5862,35,0.97054
ENSG00000004777,ARHGAP33,0,-6.7860,29,-0.4621,37,-0.1060,65,0.93007,40,0.01545,28,-0.5366,46,0.26398
ENSG00000105290,APLP1,55,-3.6437,1773,1.70535,357,-0.9770,468,-0.5395,420,-0.7807,1107,0.87472,951,0.70249
ENSG00000011600,TYROBP,389,5.34633,27,-0.6134,14,-1.6536,7,-2.6221,10,-2.3044,0,-8.6833,0,-6.5834
ENSG00000126243,LRFN3,2,-3.4007,11,-1.4348,29,0.03295,36,0.38186,30,0.06142,8,-1.9314,52,1.10637
ENSG00000205138,SDHAF1,20,0.19666,33,0.99362,18,-0.0300,13,-0.5683,10,-0.9421,3,-2.4483,33,1.13717
ENSG00000239382,ALKBH6,0,-6.6028,11,-1.6796,28,-0.3728,27,-0.4173,41,0.35240,41,0.27884,65,1.16469
ENSG00000105270,CLIP3,44,-3.3744,155,-1.5558,380,-0.2129,592,0.57290,424,-0.0287,409,-0.0783,670,0.80776
ENSG00000105258,POLR2I,32,-2.0961,287,1.33423,127,-0.0099,86,-0.6566,156,0.38828,151,0.25859,86,-0.6570
ENSG00000105254,TBCB,121,-1.1362,335,0.43509,222,-0.2367,261,0.03973,285,0.21981,145,-0.8674,318,0.39385
ENSG00000126247,CAPNS1,337,0.37617,188,-0.5357,175,-0.7010,265,-0.0106,194,-0.5819,386,0.59291,412,0.79453
ENSG00000161281,COX7A1,484,2.69134,61,-0.8966,94,-0.2485,58,-1.0256,80,-0.5707,87,-0.3437,65,-0.8511
ENSG00000167635,ZNF146,0,-5.4329,56,1.06790,26,-0.2004,31,0.10038,30,0.03661,10,-1.6252,40,0.57547
ENSG00000142065,ZFP14,0,-5.1931,18,0.55783,15,0.25736,16,0.35786,15,0.28769,4,-1.7970,13,0.01207
ENSG00000186020,ZNF529,13,-1.7220,28,-0.5453,26,-0.7373,52,0.43758,33,-0.3509,91,1.35169,48,0.31076
ENSG00000161298,ZNF382,0,-5.2410,0,-4.1140,14,0.14644,19,0.62807,16,0.34327,0,-7.0914,22,0.93891
ENSG00000181666,ZNF875,0,-5.6341,18,0.01151,17,-0.0249,23,0.51840,18,0.01697,21,0.26739,19,0.09909
ENSG00000171817,ZNF540,0,-6.0981,6,-2.0148,11,-1.2098,22,-0.1833,44,1.27257,1,-4.1528,43,1.07316
ENSG00000105738,SIPA1L3,20,-0.2779,12,-1.0259,17,-0.5944,41,0.94877,34,0.68871,0,-7.2088,20,-0.2742
ENSG00000011332,DPF1,0,-7.4158,14,-2.4349,73,0.01680,115,0.85385,62,-0.2742,66,-0.1381,111,0.78859
ENSG00000167642,SPINT2,89,-1.1607,22,-3.1686,128,-0.6619,206,0.13066,245,0.50562,237,0.34120,269,0.61570
ENSG00000167641,PPP1R14A,364,1.55173,1200,4.63284,23,-2.8663,35,-2.2179,13,-3.8201,0,-10.492,4,-5.1210
ENSG00000167645,YIF1B,7,-2.4560,52,0.45189,25,-0.7104,36,-0.1506,42,0.13205,49,0.36885,56,0.65037
ENSG00000099341,PSMD8,167,0.61329,75,-0.6371,68,-0.8387,66,-0.8951,127,0.21183,122,0.10641,176,0.79290
ENSG00000130244,FAM98C,0,-5.9557,28,0.39194,24,0.16749,29,0.49550,25,0.23866,15,-0.5496,19,-0.2051
ENSG00000196218,RYR1,0,-5.3171,19,0.46130,18,0.40321,9,-0.7483,27,1.41318,6,-1.2775,5,-1.5361
ENSG00000178982,EIF3K,445,1.63514,134,-0.3515,122,-0.5435,121,-0.5491,152,-0.1884,160,-0.0773,168,0.00077
ENSG00000130402,ACTN4,634,2.45653,210,0.45038,78,-1.1501,131,-0.3154,94,-0.9388,107,-0.6051,124,-0.4081
ENSG00000104823,ECH1,104,0.42965,67,-0.2696,56,-0.5805,72,-0.1583,76,-0.0790,121,0.67041,88,0.17864
ENSG00000104824,HNRNPL,162,0.84457,103,0.11067,52,-1.0120,100,0.07516,90,-0.1315,100,0.05655,107,0.19560
ENSG00000068903,SIRT2,25,-2.8562,708,2.56246,106,-0.7652,133,-0.4055,137,-0.3902,111,-0.6426,145,-0.2500
ENSG00000104835,SARS2,0,-5.4019,16,0.10850,15,0.00787,18,0.38024,13,-0.1864,4,-1.8259,25,0.98115
ENSG00000128626,MRPS12,0,-5.9585,18,-0.3092,16,-0.5680,22,0.02491,28,0.45939,22,-0.0252,33,0.70564
ENSG00000161243,FBXO27,0,-5.8892,25,0.26688,22,0.09344,15,-0.5533,20,-0.0588,25,0.29482,33,0.82273
ENSG00000128011,LRFN1,0,-6.7084,4,-3.1931,30,-0.3632,54,0.67963,44,0.32422,34,-0.1214,54,0.66318
ENSG00000179134,SAMD4B,14,-2.1976,92,0.65989,71,0.26734,78,0.42912,52,-0.2785,40,-0.6565,65,0.12161
ENSG00000006712,PAF1,46,0.38623,42,0.24383,26,-0.5584,35,-0.0226,43,0.34350,27,-0.4054,32,-0.1682
ENSG00000063322,MED29,130,0.82475,50,-0.6724,66,-0.2691,74,-0.0893,69,-0.2132,109,0.53158,78,0.00651
ENSG00000128016,ZFP36,1005,6.51814,16,-2.6057,16,-2.7449,17,-2.6141,7,-3.9694,0,-9.8704,6,-4.1810
ENSG00000105193,RPS16,2081,2.58070,1192,1.47495,374,-0.4625,208,-1.3975,268,-1.0767,334,-0.6011,164,-1.7616
ENSG00000196235,SUPT5H,79,0.34109,67,0.08603,52,-0.3568,51,-0.3801,63,-0.0112,90,0.54852,67,0.08035
ENSG00000105197,TIMM50,68,0.49947,25,-1.0462,35,-0.5630,47,-0.1112,48,-0.0598,78,0.72882,58,0.27880
ENSG00000090932,DLL3,0,-6.1712,46,0.93954,32,0.39012,18,-0.5998,29,0.25401,37,0.57220,19,-0.5185
ENSG00000176401,EID2B,0,-6.8616,14,-1.6466,26,-0.7590,65,0.82548,49,0.30701,28,-0.5969,64,0.77492
ENSG00000176396,EID2,1,-5.8845,24,-1.2685,35,-0.7506,54,-0.0596,75,0.59882,43,-0.4065,99,1.06643
ENSG00000105204,DYRK1B,0,-6.4549,6,-2.4134,36,0.24842,48,0.75825,42,0.60595,11,-1.5666,32,0.04544
ENSG00000105202,FBL,78,1.18724,59,0.72790,34,-0.1497,24,-0.7533,31,-0.3681,30,-0.3619,38,0.00871
ENSG00000013275,PSMC4,0,-6.4876,69,0.67858,31,-0.6124,40,-0.2077,47,0.09410,45,-0.0058,71,0.83696
ENSG00000128000,ZNF780B,0,-5.5677,11,-0.6277,18,0.09363,26,0.81770,20,0.33892,0,-4.8600,21,0.37818
ENSG00000130758,MAP3K10,2,-5.0017,26,-1.2835,103,0.97074,96,0.84541,66,0.15507,22,-1.5421,41,-0.6326
ENSG00000174521,TTC9B,75,-1.7040,99,-1.2910,224,-0.0554,288,0.38692,196,-0.3108,270,0.24558,360,0.80710
ENSG00000105221,AKT2,80,1.19361,48,0.34584,22,-0.9086,47,0.33744,45,0.29352,7,-2.3843,27,-0.5645
ENSG00000105223,PLD3,257,-1.1984,112,-2.4249,341,-0.8270,474,-0.2875,585,0.07960,1091,1.08680,947,0.96517
ENSG00000090013,BLVRB,114,1.83580,29,-0.4246,26,-0.6627,25,-0.7345,40,0.09708,60,0.70124,18,-1.1922
ENSG00000160460,SPTBN4,41,-0.9984,8,-3.3226,70,-0.1794,100,0.43516,82,0.10037,79,0.00996,111,0.63822
ENSG00000090006,LTBP4,406,4.24044,11,-2.3452,23,-1.3682,27,-1.1187,13,-2.2563,10,-2.4465,36,-0.6587
ENSG00000105245,NUMBL,35,-1.2276,12,-2.7372,48,-0.8361,107,0.53819,53,-0.7251,147,1.00325,143,1.10932
ENSG00000077312,SNRPA,49,0.61538,32,-0.0727,22,-0.6853,29,-0.2480,38,0.24562,30,-0.1503,37,0.17770
ENSG00000167578,RAB4B,0,-7.1902,78,0.63408,43,-0.3140,55,0.07457,63,0.37116,39,-0.4631,63,0.32250
ENSG00000269858,EGLN2,134,0.94595,45,-0.7850,64,-0.2698,72,-0.0621,73,-0.0535,45,-0.7860,92,0.36327
ENSG00000167601,AXL,203,3.17555,11,-1.7722,27,-0.5317,16,-1.3841,41,0.20351,8,-2.3134,7,-2.4597
ENSG00000105323,HNRNPUL1,126,0.70198,113,0.52604,55,-0.6453,77,-0.0829,88,0.16612,71,-0.2118,67,-0.3183
ENSG00000142046,TMEM91,0,-5.7747,23,0.23901,15,-0.4605,21,0.13621,35,1.27757,2,-3.0163,16,-0.3416
ENSG00000077348,EXOSC5,19,0.08667,4,-2.0636,14,-0.5015,15,-0.3461,25,0.62436,37,1.11134,14,-0.4546
ENSG00000248098,BCKDHA,0,-6.1654,62,1.46243,25,-0.0301,19,-0.4432,33,0.54224,17,-0.6100,19,-0.5068
ENSG00000105341,DMAC2,9,-1.7750,26,-0.2382,23,-0.4400,34,0.19692,37,0.36538,25,-0.3138,40,0.48783
ENSG00000105372,RPS19,3083,2.62034,1450,1.15800,585,-0.3440,298,-1.4216,489,-0.6960,384,-0.9568,222,-1.8715
ENSG00000105404,RABAC1,333,0.77916,175,-0.2552,122,-0.8693,138,-0.6615,188,-0.1709,365,0.93010,256,0.38648
ENSG00000105409,ATP1A3,60,-2.9264,64,-2.8393,391,-0.1458,397,-0.1179,608,0.73566,391,-0.1334,597,0.60674
ENSG00000105737,GRIK5,4,-4.4099,5,-4.2170,87,-0.0013,132,0.75436,104,0.34249,61,-0.5535,114,0.46769
ENSG00000160570,DEDD2,15,-1.2469,16,-1.1987,28,-0.3734,30,-0.2531,36,0.03383,36,0.03594,65,1.15341
ENSG00000105723,GSK3A,34,-1.7545,59,-0.9466,77,-0.5931,150,0.55445,121,0.19371,106,-0.0581,151,0.56489
ENSG00000105722,ERF,33,1.03378,20,0.21985,16,-0.1143,18,0.07487,6,-1.6121,11,-0.7031,28,0.85900
ENSG00000079432,CIC,25,-0.8709,59,0.48523,52,0.30257,42,-0.0787,51,0.31005,23,-0.9827,38,-0.2230
ENSG00000079462,PAFAH1B3,7,-2.2430,20,-0.6504,19,-0.8232,16,-1.0682,52,1.11654,45,0.57890,37,0.31012
ENSG00000167619,TMEM145,0,-5.9445,6,-1.9245,21,-0.0294,26,0.30014,39,1.26456,3,-2.9669,21,-0.0974
ENSG00000105429,MEGF8,0,-7.4132,37,-0.7734,54,-0.2142,67,0.15815,89,0.76678,48,-0.3723,70,0.24819
ENSG00000213904,LIPE-AS1,0,-5.4181,16,0.06436,21,0.55705,17,0.22041,14,-0.0840,20,0.42754,13,-0.2198
ENSG00000073050,XRCC1,35,1.07310,22,0.31624,15,-0.2946,20,0.13333,17,-0.1102,3,-2.3425,18,-0.0267
ENSG00000167378,IRGQ,98,0.72798,25,-1.3887,45,-0.5279,74,0.30089,72,0.28567,35,-0.8807,67,0.13538
ENSG00000131116,ZNF428,101,0.35684,95,0.25888,65,-0.3580,67,-0.3011,92,0.26617,65,-0.3173,81,0.02229
ENSG00000105767,CADM4,0,-8.0899,239,1.48442,75,-0.4528,144,0.69117,121,0.42833,28,-1.8881,54,-0.9868
ENSG00000105771,SMG9,0,-6.0716,30,0.34974,17,-0.5933,17,-0.5372,34,0.69785,0,-5.0301,44,1.11969
ENSG00000167380,ZNF226,0,-5.7619,17,-0.2169,17,-0.1737,16,-0.2860,32,1.08817,13,-0.6114,19,-0.0347
ENSG00000073008,PVR,0,-5.8417,3,-2.7744,17,-0.2904,31,0.75858,25,0.38722,13,-0.7080,29,0.62408
ENSG00000130202,NECTIN2,0,-5.3729,22,0.65634,19,0.51548,5,-1.6133,30,1.68376,0,-6.5759,6,-1.3937
ENSG00000130204,TOMM40,61,-0.1284,24,-1.5335,47,-0.5760,80,0.35034,88,0.58897,43,-0.6523,72,0.16038
ENSG00000130203,APOE,422,-0.8126,508,-0.5297,534,-0.4931,305,-1.3875,1560,1.84458,767,0.10992,265,-1.5995
ENSG00000130208,APOC1,98,0.13940,55,-0.7521,57,-0.7455,16,-2.6288,164,1.34560,199,1.32556,40,-1.2882
ENSG00000104853,CLPTM1,125,-0.1014,78,-0.8207,109,-0.3354,111,-0.3054,150,0.23851,186,0.53613,158,0.30464
ENSG00000104859,CLASRP,25,0.33454,51,1.50254,15,-0.5221,17,-0.3184,16,-0.4297,0,-6.6105,29,0.59957
ENSG00000142252,GEMIN7,16,0.10257,21,0.55304,12,-0.3621,27,1.08617,12,-0.3940,0,-7.2506,14,-0.0946
ENSG00000007047,MARK4,0,-6.0107,11,-2.1102,55,0.23869,82,1.00226,50,0.10652,11,-2.1255,62,0.46637
ENSG00000104866,PPP1R37,0,-6.9795,23,-0.9935,54,0.32372,58,0.45346,41,-0.1853,20,-1.2002,75,0.92831
ENSG00000007255,TRAPPC6A,34,1.07304,43,1.45005,15,-0.2376,7,-1.3725,20,0.19869,5,-1.7852,13,-0.5341
ENSG00000104884,ERCC2,0,-5.7358,12,-0.6729,16,-0.2334,26,0.56891,23,0.39735,10,-0.8849,25,0.48047
ENSG00000012061,ERCC1,66,0.52989,51,0.12916,36,-0.4311,42,-0.1882,48,0.01839,61,0.40375,44,-0.1215
ENSG00000125744,RTN2,0,-6.9375,9,-2.2625,64,0.66761,63,0.66600,35,-0.3963,11,-2.0603,73,0.92530
ENSG00000125746,EML2,19,-1.1377,109,1.68100,29,-0.5469,32,-0.3632,59,0.78543,9,-2.2616,23,-0.9108
ENSG00000125743,SNRPD2,179,-0.0578,172,-0.1145,148,-0.3801,136,-0.5196,216,0.30555,321,0.89091,167,-0.1743
ENSG00000185800,DMWD,58,-0.5249,11,-2.9867,72,-0.2188,116,0.61844,80,-0.0545,102,0.33931,99,0.33584
ENSG00000125755,SYMPK,11,-2.1937,62,0.38280,36,-0.5052,43,-0.1842,66,0.62187,62,0.39940,45,-0.1220
ENSG00000176182,MYPOP,0,-6.7124,9,-2.0349,37,0.00082,47,0.42023,40,0.14226,73,1.07960,38,0.02873
ENSG00000104967,NOVA2,0,-7.6004,13,-2.5440,59,-0.3654,101,0.56442,76,0.06316,104,0.55069,109,0.70400
ENSG00000011485,PPP5C,62,-0.7444,32,-1.7048,68,-0.6457,120,0.32154,104,0.07096,49,-1.0820,185,1.15129
ENSG00000277531,PNMA8C,0,-7.3360,2,-4.5411,47,-0.3647,61,0.10214,64,0.20957,88,0.66696,98,0.95958
ENSG00000182013,PNMA8A,0,-9.2694,31,-2.9445,149,-0.6718,258,0.26506,294,0.56413,257,0.23081,342,0.78537
ENSG00000204851,PNMA8B,23,-2.7397,20,-2.9844,87,-0.8695,324,1.52022,100,-0.7115,139,-0.0942,235,0.84576
ENSG00000160014,CALM3,271,-2.6799,405,-2.0890,1333,-0.3283,1710,0.09785,1766,0.17320,2396,0.63239,2470,0.77283
ENSG00000197380,DACT3,43,-0.8334,91,0.34051,77,0.07921,59,-0.3783,87,0.32220,50,-0.6071,84,0.22975
ENSG00000090372,STRN4,24,-1.8843,34,-1.3900,60,-0.5598,105,0.37524,104,0.40603,103,0.31382,106,0.40269
ENSG00000181027,FKRP,0,-5.3127,10,-0.4877,18,0.42718,12,-0.2647,11,-0.4561,23,0.77382,21,0.75373
ENSG00000042753,AP2S1,249,0.44655,75,-1.3969,146,-0.4270,243,0.45095,150,-0.4271,228,0.29956,241,0.43569
ENSG00000160007,ARHGAP35,0,-8.8004,48,-1.8129,139,-0.2413,231,0.66033,186,0.28757,174,0.12502,203,0.41309
ENSG00000130748,TMEM160,69,-1.6152,174,-0.2292,226,0.19861,205,0.02517,223,0.19821,250,0.33971,198,-0.0318
ENSG00000130749,ZC3H4,52,1.30771,28,0.26882,19,-0.3677,17,-0.5447,10,-1.4655,25,0.10384,38,0.85840
ENSG00000142230,SAE1,45,-0.5745,27,-1.3199,46,-0.6090,88,0.52221,65,-0.0303,50,-0.4284,102,0.80478
ENSG00000257704,INAFM1,62,0.16538,16,-1.8959,42,-0.4679,61,0.17213,77,0.65482,56,0.02118,48,-0.2406
ENSG00000105419,MEIS3,15,-2.4455,10,-3.0799,68,-0.2583,149,1.19235,41,-1.1274,99,0.36109,132,0.95272
ENSG00000118160,SLC8A2,0,-8.9293,18,-3.3761,115,-0.7005,354,1.33969,113,-0.7912,190,0.12464,310,1.05664
ENSG00000105402,NAPA,274,-0.1181,99,-1.6581,224,-0.4706,391,0.49660,277,-0.1259,180,-0.7632,468,0.84049
ENSG00000024422,EHD2,314,4.79624,8,-2.2726,10,-1.9332,17,-1.1849,13,-1.7626,0,-8.5132,9,-2.0911
ENSG00000105373,NOP53,714,3.34347,237,1.06128,65,-1.0517,33,-2.0716,57,-1.3432,102,-0.2941,31,-2.1868
ENSG00000178980,SELENOW,920,0.02387,1785,1.11067,808,-0.1956,674,-0.4993,830,-0.1665,1330,0.61610,693,-0.4541
ENSG00000105499,PLA2G4C,0,-6.0804,63,1.61021,14,-0.8349,19,-0.3760,22,-0.1645,21,-0.2303,36,0.70537
ENSG00000185453,ZSWIM9,0,-5.2830,15,0.11285,17,0.39126,15,0.13549,15,0.19136,7,-0.8938,16,0.30302
ENSG00000105438,KDELR1,119,1.60239,39,-0.2386,23,-1.0913,41,-0.1989,49,0.13454,27,-0.8068,44,-0.0633
ENSG00000105443,CYTH2,12,-1.3432,33,0.09487,18,-0.8863,59,1.22107,29,-0.0867,0,-6.3106,41,0.50649
ENSG00000142235,LMTK3,0,-8.0708,13,-2.9302,88,-0.1540,156,0.88250,104,0.14880,77,-0.3564,133,0.57868
ENSG00000063177,RPL18,1779,1.95219,1220,1.25785,481,-0.2879,266,-1.2392,493,-0.2686,318,-0.8977,270,-1.2197
ENSG00000063176,SPHK2,27,0.03797,24,-0.1047,28,0.09749,27,0.04609,26,0.01507,1,-3.9639,37,0.59097
ENSG00000105516,DBP,18,-1.6248,12,-2.1710,48,-0.1343,35,-0.6672,77,0.79761,71,0.49798,64,0.36621
ENSG00000063180,CA11,49,-2.5573,176,-0.6625,296,0.15468,241,-0.1996,254,-0.1208,555,1.18052,316,0.27258
ENSG00000087076,HSD17B14,0,-5.7440,13,-0.5796,23,0.34088,13,-0.6171,37,1.52495,15,-0.3400,7,-1.4802
ENSG00000087074,PPP1R15A,162,2.90094,5,-2.6131,21,-0.7148,23,-0.6258,24,-0.6107,14,-1.2994,28,-0.2636
ENSG00000104805,NUCB1,130,0.44717,87,-0.1813,67,-0.6393,90,-0.1532,105,0.14044,99,0.01300,116,0.29073
ENSG00000087086,FTL,3269,1.12941,3716,1.35401,1592,-0.0529,927,-0.9442,1452,-0.2313,1779,0.12644,771,-1.2345
ENSG00000183207,RUVBL2,4,-3.4652,39,-0.2290,38,-0.3231,52,0.21198,46,0.00023,60,0.43409,65,0.61528
ENSG00000104852,SNRNP70,167,1.02411,119,0.45662,56,-0.7521,80,-0.1773,75,-0.3195,49,-0.8967,117,0.48970
ENSG00000104863,LIN7B,3,-3.4704,22,-0.8791,41,0.10969,36,-0.1209,44,0.26087,38,-0.0538,58,0.70593
ENSG00000177380,PPFIA3,0,-8.3114,12,-3.3203,125,0.16338,205,1.09352,117,0.05150,54,-1.1429,146,0.43024
ENSG00000104888,SLC17A7,209,-2.7362,136,-3.3625,1003,-0.4305,2150,0.93708,797,-0.8722,1908,0.62355,2289,1.06337
ENSG00000104872,PIH1D1,15,-1.5247,40,-0.0376,38,-0.1162,45,0.15968,34,-0.3330,62,0.66254,53,0.45000
ENSG00000142541,RPL13A,3228,2.21999,2160,1.45155,738,-0.3449,438,-1.1872,632,-0.6535,482,-0.9659,364,-1.4719
ENSG00000142534,RPS11,2723,2.36205,1221,0.87510,645,-0.1687,383,-1.0190,541,-0.5071,368,-1.0111,276,-1.5346
ENSG00000104870,FCGRT,212,3.93649,20,-0.6380,21,-0.6089,8,-2.0517,18,-0.8639,7,-2.0233,4,-3.0079
ENSG00000142546,NOSIP,90,1.88823,45,0.66557,20,-0.6663,23,-0.3923,25,-0.2816,8,-1.9070,25,-0.3070
ENSG00000126464,PRR12,40,-0.2845,37,-0.4040,53,0.17697,82,0.99546,49,0.04141,8,-2.6216,36,-0.4617
ENSG00000126461,SCAF1,25,-1.3949,34,-0.9501,50,-0.3987,61,-0.0675,74,0.29700,134,1.22271,63,-0.0269
ENSG00000126457,PRMT1,75,-0.1018,91,0.20874,51,-0.7419,83,0.06311,92,0.28041,63,-0.3637,93,0.25818
ENSG00000169169,CPT1C,20,-1.3862,27,-1.0055,42,-0.3378,65,0.40777,40,-0.4828,71,0.50907,84,0.88418
ENSG00000196961,AP2A1,43,-1.2473,46,-1.1669,82,-0.3244,112,0.22464,90,-0.1699,109,0.15764,164,0.93363
ENSG00000010361,FUZ,0,-5.5546,34,1.15400,11,-0.6001,22,0.53737,22,0.60265,4,-2.1387,13,-0.3953
ENSG00000104973,MED25,68,1.00345,28,-0.3959,33,-0.1480,28,-0.4143,36,-0.0396,20,-0.8679,45,0.37106
ENSG00000104960,PTOV1,64,-1.7060,233,0.25955,135,-0.6398,205,0.06438,271,0.64029,133,-0.6091,225,0.22888
ENSG00000039650,PNKP,9,-0.8868,8,-1.0378,12,-0.4940,16,-0.0118,11,-0.5826,15,-0.0675,34,1.48549
ENSG00000204673,AKT1S1,0,-6.8240,75,0.99022,26,-0.7486,47,0.27884,53,0.55310,14,-1.6271,46,0.20704
ENSG00000104946,TBC1D17,68,0.59916,53,0.19841,38,-0.3439,44,-0.1263,52,0.19836,30,-0.6696,46,-0.0404
ENSG00000213024,NUP62,0,-6.4718,49,0.70562,22,-0.5781,63,1.30423,25,-0.4137,5,-2.7232,39,0.38758
ENSG00000105053,VRK3,0,-5.5948,19,0.13314,12,-0.5374,14,-0.3134,24,0.73084,11,-0.6748,24,0.64052
ENSG00000105357,MYH14,0,-5.2669,54,2.40084,17,0.40890,6,-1.3300,16,0.38524,0,-7.1173,7,-1.0915
