Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to11,Feature log2 fold change topic 8to11
ENSG00000127561,SYNGR3,142,-0.9691,206,-0.3670,320,0.41709,356,0.54033,277,0.19403
ENSG00000167962,ZNF598,13,0.20736,19,0.87475,8,-0.7388,22,0.96961,7,-0.9766
ENSG00000065054,SLC9A3R2,37,0.37026,42,0.62785,11,-1.5537,35,0.22641,29,-0.1103
ENSG00000065057,NTHL1,22,-0.6750,41,0.42338,29,-0.1815,40,0.32415,33,0.05882
ENSG00000103197,TSC2,50,-0.6464,80,0.14835,85,0.25916,79,0.10910,75,0.04342
ENSG00000008710,PKD1,89,-0.3631,100,-0.1626,138,0.41806,121,0.14900,108,-0.0334
ENSG00000167964,RAB26,38,-0.8931,49,-0.4630,85,0.49503,104,0.77181,66,0.03933
ENSG00000260260,SNHG19,47,1.16970,20,-0.4212,10,-1.4683,25,-0.0075,25,-0.0255
ENSG00000131653,TRAF7,23,0.33336,17,-0.1455,24,0.42425,20,0.12302,15,-0.5121
ENSG00000167971,CASKIN1,121,0.14131,135,0.33832,90,-0.3686,99,-0.1950,109,-0.0437
ENSG00000167965,MLST8,61,-0.3590,70,-0.1386,85,0.20409,77,0.03775,80,0.14653
ENSG00000184207,PGP,101,-0.4477,106,-0.3642,150,0.22859,145,0.15236,147,0.25878
ENSG00000167967,E4F1,14,-0.5145,24,0.41977,17,-0.2119,29,0.64806,18,-0.1509
ENSG00000167969,ECI1,59,0.73465,28,-0.5893,33,-0.2990,38,-0.0618,39,-0.0168
ENSG00000205937,RNPS1,147,-0.4032,160,-0.2615,160,-0.2690,233,0.35580,221,0.40425
ENSG00000167972,ABCA3,81,-0.5793,94,-0.3246,109,-0.0732,135,0.26677,137,0.44800
ENSG00000162065,TBC1D24,36,-0.6701,54,0.00376,41,-0.4656,62,0.22372,67,0.52993
ENSG00000185883,ATP6V0C,819,-0.7590,1187,-0.1362,1515,0.29813,1586,0.33980,1372,0.15475
ENSG00000162066,AMDHD2,9,-0.8235,17,0.17032,15,-0.0145,27,0.90691,15,-0.0846
ENSG00000140992,PDPK1,84,-0.4407,72,-0.6970,107,-0.0332,113,0.04953,140,0.61407
ENSG00000167978,SRRM2,114,-0.0416,126,0.14455,115,-0.0167,95,-0.3218,119,0.04603
ENSG00000103363,ELOB,700,0.18392,884,0.61934,571,-0.1744,499,-0.3685,534,-0.3635
ENSG00000162076,FLYWCH2,24,-0.2604,26,-0.1200,25,-0.1875,30,0.11340,32,0.29934
ENSG00000059122,FLYWCH1,37,-0.3431,49,0.11984,52,0.24532,58,0.38849,42,-0.2001
ENSG00000162073,PAQR4,19,-0.7138,24,-0.3250,64,1.53241,33,0.14875,19,-0.8640
ENSG00000103145,HCFC1R1,199,-0.2042,208,-0.1218,147,-0.7065,243,0.13607,276,0.51692
ENSG00000085644,ZNF213,19,0.22225,18,0.14184,20,0.27428,17,0.00277,13,-0.4541
ENSG00000006194,ZNF263,15,-0.2582,15,-0.2302,13,-0.4746,12,-0.5092,23,0.69491
ENSG00000122390,NAA60,46,0.04767,58,0.46304,38,-0.2542,23,-0.9751,46,0.05969
ENSG00000103351,CLUAP1,30,0.11617,16,-0.9686,42,0.71974,35,0.36420,25,-0.2671
ENSG00000126602,TRAP1,71,-0.3922,89,-0.0032,106,0.29514,84,-0.1009,92,0.06529
ENSG00000005339,CREBBP,42,-0.2230,51,0.10571,49,0.04278,55,0.21163,47,-0.0413
ENSG00000217930,PAM16,58,-0.4203,84,0.23810,65,-0.2193,66,-0.1783,83,0.27299
ENSG00000262246,CORO7,14,-0.6554,19,-0.1203,41,1.36555,19,-0.0795,14,-0.7314
ENSG00000103423,DNAJA3,21,-1.0067,27,-0.6224,67,1.01048,44,0.16209,39,0.00479
ENSG00000153406,NMRAL1,51,-0.1354,42,-0.4860,60,0.14308,68,0.31843,59,0.14311
ENSG00000103415,HMOX2,83,-0.1899,58,-0.7931,117,0.42430,118,0.38254,96,0.09041
ENSG00000089486,CDIP1,178,-0.2970,184,-0.2443,187,-0.2132,231,0.13536,250,0.39507
ENSG00000153443,UBALD1,31,-0.9056,72,0.50636,75,0.58235,34,-0.7228,52,-0.1032
ENSG00000102858,MGRN1,35,-0.5160,44,-0.1373,54,0.23486,38,-0.3444,54,0.32456
ENSG00000168101,NUDT16L1,57,-0.1088,47,-0.4368,72,0.29917,52,-0.2325,66,0.19208
ENSG00000067836,ROGDI,100,-0.3675,108,-0.2308,112,-0.1734,186,0.65807,134,0.17992
ENSG00000140632,GLYR1,65,-0.6401,92,-0.0559,92,-0.0560,111,0.24893,109,0.32248
ENSG00000118900,UBN1,17,-0.4551,34,0.78899,16,-0.5381,15,-0.6338,24,0.16083
ENSG00000103184,SEC14L5,12,-0.4902,15,-0.1880,15,-0.1927,24,0.57068,19,0.27083
ENSG00000103174,NAGPA,24,-0.8033,31,-0.3556,56,0.68447,29,-0.4320,43,0.26379
ENSG00000153446,C16orf89,24,0.47391,28,0.75090,14,-0.4384,0,-4.5714,18,-0.1053
ENSG00000078328,RBFOX1,155,-1.1656,287,-0.1497,459,0.70906,317,0.02099,331,0.12794
ENSG00000183044,ABAT,152,0.03782,166,0.19532,133,-0.1910,124,-0.2863,153,0.05616
ENSG00000153048,CARHSP1,50,0.80455,39,0.33400,19,-0.8670,9,-1.9019,33,0.02036
ENSG00000187555,USP7,57,-0.8274,110,0.28113,120,0.44335,92,-0.0411,92,-0.0512
ENSG00000182831,C16orf72,16,-0.8727,20,-0.5614,22,-0.4329,26,-0.1240,41,1.01262
ENSG00000183454,GRIN2A,100,-0.8845,131,-0.4316,250,0.72658,166,-0.0261,183,0.17920
ENSG00000166669,ATF7IP2,17,0.12085,10,-0.7413,36,1.67454,5,-1.6484,10,-0.8386
ENSG00000182108,DEXI,70,0.02108,52,-0.5060,47,-0.6587,82,0.26154,86,0.51934
ENSG00000038532,CLEC16A,13,-0.5602,17,-0.1156,13,-0.5888,29,0.73201,22,0.38704
ENSG00000189067,LITAF,29,1.29560,8,-0.9480,6,-1.2695,10,-0.5396,16,0.19216
ENSG00000184602,SNN,172,-0.5029,218,-0.0955,381,0.95364,198,-0.2406,198,-0.3244
ENSG00000153066,TXNDC11,9,-1.0121,9,-0.9239,23,0.55416,13,-0.4030,22,0.68944
ENSG00000122299,ZC3H7A,18,-0.2592,26,0.35532,26,0.41746,19,-0.1121,18,-0.3571
ENSG00000171490,RSL1D1,61,-0.0502,78,0.39172,72,0.25265,66,0.07606,50,-0.4643
ENSG00000103342,GSPT1,59,-0.2691,53,-0.4325,89,0.46953,73,0.09187,70,0.04769
ENSG00000237515,SHISA9,35,-0.4215,31,-0.6277,46,0.04052,66,0.62535,51,0.29585
ENSG00000186260,MRTFB,120,-1.3319,179,-0.6964,376,0.60706,267,-0.0203,339,0.55078
ENSG00000140694,PARN,15,-0.7883,20,-0.3495,37,0.76801,30,0.34255,23,-0.0829
ENSG00000103429,BFAR,14,-0.7660,25,0.14223,17,-0.5399,23,0.00814,30,0.59648
ENSG00000103512,NOMO1,47,-1.0903,67,-0.5409,132,0.66654,115,0.36360,101,0.21186
ENSG00000183426,NPIPA1,14,-0.7243,17,-0.4879,17,-0.4787,30,0.49097,30,0.71444
ENSG00000179889,PDXDC1,29,-0.8402,44,-0.1845,51,0.08490,37,-0.4227,63,0.61005
ENSG00000157045,NTAN1,29,-0.1099,31,-0.0094,22,-0.5528,33,0.07803,36,0.34977
ENSG00000085721,RRN3,14,-0.8426,24,0.00873,41,0.96603,23,-0.0517,21,-0.3044
ENSG00000166780,BMERB1,185,-0.5866,281,0.12782,229,-0.2275,466,0.95292,254,-0.0603
ENSG00000166783,MARF1,54,-0.0630,53,-0.1079,23,-1.4620,74,0.42575,71,0.57943
ENSG00000133393,FOPNL,26,-0.5347,26,-0.4939,54,0.76479,48,0.48499,33,-0.1892
ENSG00000103489,XYLT1,16,-0.2677,10,-1.0019,18,-0.1129,33,0.88533,22,0.32937
ENSG00000134419,RPS15A,610,0.83206,433,0.18048,271,-0.6241,316,-0.3332,340,-0.3079
ENSG00000170540,ARL6IP1,366,-0.6773,429,-0.4128,527,-0.0601,942,0.89490,604,0.23717
ENSG00000157106,SMG1,30,-0.1315,33,0.06512,48,0.72487,25,-0.3939,27,-0.3918
ENSG00000103528,SYT17,56,-0.4300,61,-0.2860,63,-0.2439,130,0.96035,76,0.12166
ENSG00000006007,GDE1,75,-0.5425,90,-0.2374,116,0.20045,128,0.33094,112,0.18555
ENSG00000103540,CCP110,27,-0.5611,31,-0.2977,43,0.24722,44,0.27993,41,0.21649
ENSG00000103544,VPS35L,38,-0.3665,36,-0.4654,61,0.46787,55,0.25592,48,0.05548
ENSG00000167191,GPRC5B,204,1.16531,99,-0.2081,86,-0.4393,26,-2.1922,105,-0.1250
ENSG00000066654,THUMPD1,16,-1.1917,38,0.27705,42,0.46883,35,0.10842,33,0.01886
ENSG00000102897,LYRM1,35,-0.4145,48,0.10436,28,-0.8188,45,-0.0004,57,0.58479
ENSG00000103316,CRYM,119,-1.3183,229,-0.2554,489,1.18269,223,-0.2718,255,-0.0892
ENSG00000197006,METTL9,89,-0.3992,90,-0.3945,131,0.26928,107,-0.0844,128,0.30465
ENSG00000140740,UQCRC2,124,-0.5927,159,-0.1849,196,0.18499,255,0.59670,182,0.07050
ENSG00000185716,MOSMO,29,-0.8389,33,-0.6250,62,0.43856,54,0.17471,58,0.40466
ENSG00000058600,POLR3E,11,-0.5599,24,0.80154,14,-0.1261,19,0.32332,13,-0.3507
ENSG00000140743,CDR2,11,-0.5455,11,-0.5763,27,0.99411,12,-0.4578,16,-0.0010
ENSG00000122254,HS3ST2,7,-0.9822,17,0.37190,0,-6.8620,98,4.10740,1,-3.7481
ENSG00000103404,USP31,14,-0.0276,11,-0.4908,19,0.49276,30,1.21299,10,-0.7161
ENSG00000168434,COG7,16,-0.3585,14,-0.5850,25,0.37360,18,-0.1564,23,0.32610
ENSG00000103365,GGA2,18,-1.0306,30,-0.1630,19,-0.9082,15,-1.1704,54,1.31983
ENSG00000103353,UBFD1,33,-0.4518,36,-0.3256,43,-0.0214,80,1.01997,43,-0.0139
ENSG00000004779,NDUFAB1,189,-0.4188,267,0.18028,249,0.05249,343,0.56862,226,-0.1504
ENSG00000166847,DCTN5,62,-0.5192,87,0.05518,108,0.45640,101,0.29287,77,-0.1793
ENSG00000166501,PRKCB,446,-0.2417,449,-0.2315,459,-0.1934,562,0.14623,592,0.34335
ENSG00000006116,CACNG3,82,-1.1650,110,-0.6991,305,1.17097,120,-0.5039,178,0.16242
ENSG00000122257,RBBP6,39,-0.1770,62,0.67530,42,-0.0639,49,0.18657,35,-0.4404
ENSG00000090905,TNRC6A,47,-0.2612,66,0.35251,46,-0.2708,59,0.13627,55,0.02715
ENSG00000205629,LCMT1,51,-0.7154,79,0.00334,79,0.00880,91,0.22901,89,0.28820
ENSG00000182601,HS3ST4,11,-0.7087,20,0.20608,1,-3.5620,66,2.30971,16,-0.2382
ENSG00000169189,NSMCE1,38,0.17477,33,-0.0705,40,0.28979,46,0.46512,27,-0.4852
ENSG00000077235,GTF3C1,57,-0.3698,57,-0.3818,79,0.19460,78,0.16517,79,0.24634
ENSG00000169181,GSG1L,9,-1.2763,43,1.58222,23,0.26898,2,-3.0265,16,-0.4628
ENSG00000169180,XPO6,44,-0.7551,57,-0.3138,86,0.40103,49,-0.5323,83,0.46209
ENSG00000188322,SBK1,23,-0.0092,18,-0.3608,10,-1.3125,10,-1.1951,35,1.08315
ENSG00000176046,NUPR1,81,1.42331,53,0.55417,35,-0.2099,5,-2.8699,22,-1.1401
ENSG00000196502,SULT1A1,49,-0.3963,78,0.43254,73,0.29375,52,-0.2619,57,-0.1897
ENSG00000168488,ATXN2L,22,-1.0635,42,-0.0199,27,-0.7423,44,0.08267,59,0.87147
ENSG00000178952,TUFM,140,-0.2290,135,-0.2978,232,0.67815,183,0.20998,142,-0.2698
ENSG00000178188,SH2B1,44,-0.4415,42,-0.5303,64,0.21003,59,0.06129,67,0.38344
ENSG00000176953,NFATC2IP,17,-0.6214,35,0.56138,30,0.29668,25,-0.0210,22,-0.2623
ENSG00000169682,SPNS1,19,-0.1492,25,0.29711,22,0.06461,27,0.38931,18,-0.3186
ENSG00000183336,BOLA2,28,-0.6179,34,-0.2775,45,0.17412,27,-0.6242,51,0.55973
ENSG00000103485,QPRT,23,1.07169,9,-0.5533,2,-2.9869,26,1.13845,12,-0.1340
ENSG00000079616,KIF22,46,0.04833,55,0.35792,39,-0.2378,28,-0.7501,47,0.08142
ENSG00000103495,MAZ,97,-0.0897,111,0.15821,104,0.04210,99,-0.0498,99,-0.0588
ENSG00000167371,PRRT2,147,-0.8629,256,0.06715,302,0.36797,218,-0.1920,270,0.21586
ENSG00000280789,PAGR1,22,-0.0379,29,0.42234,29,0.46234,15,-0.6213,18,-0.4346
ENSG00000103502,CDIPT,79,-0.6876,118,-0.0245,131,0.16852,147,0.33173,127,0.14884
ENSG00000174938,SEZ6L2,248,-0.9054,331,-0.4303,406,-0.0811,652,0.69428,514,0.45657
ENSG00000174939,ASPHD1,110,0.22875,113,0.27594,129,0.52301,74,-0.4095,71,-0.6325
ENSG00000174943,KCTD13,28,-0.4773,54,0.70284,33,-0.1652,48,0.41785,32,-0.3236
ENSG00000149932,TMEM219,185,0.48330,142,0.00763,116,-0.3446,117,-0.2990,139,-0.0461
ENSG00000149930,TAOK2,34,-0.4109,45,0.05313,43,-0.0057,35,-0.3280,50,0.30865
ENSG00000149929,HIRIP3,23,-0.5481,16,-1.0964,25,-0.3842,29,-0.1440,47,1.07040
ENSG00000169592,INO80E,32,-0.2679,34,-0.1459,37,0.00505,35,-0.0789,42,0.27106
ENSG00000149927,DOC2A,164,-1.1497,264,-0.3730,477,0.69106,292,-0.1851,377,0.32757
ENSG00000149926,TLCD3B,37,-0.0911,49,0.39215,32,-0.3541,38,-0.0257,39,0.00267
ENSG00000149925,ALDOA,72,-0.5335,127,0.45142,124,0.40417,84,-0.2586,90,-0.2177
ENSG00000149923,PPP4C,38,-0.0078,45,0.28011,38,-0.0287,28,-0.5168,38,-0.0083
ENSG00000090238,YPEL3,329,-0.4183,445,0.10770,461,0.17061,469,0.18041,418,-0.0078
ENSG00000102882,MAPK3,331,0.02423,385,0.29664,409,0.40795,243,-0.4624,274,-0.3748
ENSG00000102879,CORO1A,73,-0.5508,94,-0.1110,127,0.41804,89,-0.1972,107,0.15274
ENSG00000169627,BOLA2B,22,0.43456,23,0.58844,17,0.03428,15,-0.1524,12,-0.7725
ENSG00000169217,CD2BP2,46,-0.4063,66,0.20116,68,0.27194,60,0.02637,56,-0.0925
ENSG00000169221,TBC1D10B,32,-0.7772,57,0.17241,53,0.05525,38,-0.4635,61,0.39920
ENSG00000180035,ZNF48,13,-0.2834,9,-0.9740,22,0.58849,28,0.89372,15,-0.1699
ENSG00000179965,ZNF771,47,-0.2864,73,0.49479,59,0.09309,55,-0.0362,50,-0.2343
ENSG00000179958,DCTPP1,36,-0.2430,34,-0.3153,54,0.49718,47,0.20501,39,-0.0967
ENSG00000179918,SEPHS2,35,-0.5860,38,-0.4385,48,-0.0403,66,0.47226,59,0.40460
ENSG00000229809,ZNF688,16,-0.3716,30,0.69694,18,-0.2580,15,-0.4335,21,-0.0043
ENSG00000156858,PRR14,18,0.56315,20,0.77839,10,-0.5305,13,-0.0714,9,-0.7271
ENSG00000156860,FBRS,20,0.00942,20,-0.0171,34,0.99855,15,-0.4008,14,-0.7072
ENSG00000080603,SRCAP,25,-0.1440,18,-0.7288,21,-0.4794,44,0.75447,33,0.41546
ENSG00000156873,PHKG2,26,-0.2826,21,-0.6758,42,0.55239,41,0.46304,30,-0.0447
ENSG00000103549,RNF40,34,-0.1971,39,0.04605,56,0.68866,41,0.11218,30,-0.4861
ENSG00000099385,BCL7C,35,0.61037,33,0.53382,14,-0.8849,9,-1.4934,25,-0.0129
ENSG00000099364,FBXL19,33,0.16560,41,0.55381,23,-0.4704,35,0.25128,25,-0.3475
ENSG00000099381,SETD1A,10,-0.6140,9,-0.8203,17,0.19289,20,0.50410,18,0.42819
ENSG00000099365,STX1B,224,-0.2750,281,0.11855,230,-0.2316,286,0.13454,283,0.17670
ENSG00000103496,STX4,28,-0.1906,46,0.72057,26,-0.2962,31,-0.0026,28,-0.2471
ENSG00000167397,VKORC1,45,0.05479,27,-0.8159,70,0.87547,42,-0.0419,39,-0.2653
ENSG00000103507,BCKDK,27,-1.0043,47,-0.1261,50,-0.0189,69,0.52354,59,0.37447
ENSG00000103510,KAT8,39,-0.3469,46,-0.0660,53,0.14949,46,-0.0891,52,0.17707
ENSG00000089280,FUS,125,-0.5683,218,0.40579,231,0.51316,162,-0.1161,152,-0.3002
ENSG00000169900,PYDC1,30,0.07615,49,1.01754,27,-0.0960,9,-1.6723,23,-0.4332
ENSG00000140691,ARMC5,13,-0.7574,11,-0.9162,15,-0.5235,16,-0.3169,32,1.21557
ENSG00000140688,C16orf58,30,-0.9573,67,0.39708,47,-0.2383,66,0.32982,59,0.22692
ENSG00000069329,VPS35,117,-1.2034,183,-0.4855,296,0.36149,400,0.81656,269,0.24149
ENSG00000166123,GPT2,87,1.03542,58,0.23581,43,-0.2746,41,-0.3340,35,-0.7702
ENSG00000069345,DNAJA2,69,-0.9268,114,-0.0947,181,0.75406,144,0.27444,114,-0.1330
ENSG00000171208,NETO2,17,-1.2213,44,0.32630,30,-0.3633,38,0.06053,46,0.53731
ENSG00000129636,ITFG1,99,-1.4915,194,-0.4027,357,0.69254,472,1.08044,232,-0.1235
ENSG00000102893,PHKB,39,0.08704,33,-0.2106,25,-0.6735,70,1.03966,36,-0.0533
ENSG00000102910,LONP2,48,-0.6328,47,-0.6654,106,0.76733,72,0.03642,74,0.12739
ENSG00000196470,SIAH1,14,-0.5812,17,-0.2830,18,-0.2325,32,0.71834,23,0.31741
ENSG00000102921,N4BP1,15,-0.8863,21,-0.3412,31,0.36840,23,-0.1654,30,0.45158
ENSG00000121274,TENT4B,15,-0.7855,18,-0.4503,35,0.70420,36,0.66271,22,-0.1275
ENSG00000166164,BRD7,44,0.10109,51,0.37124,43,0.04448,25,-0.7768,39,-0.1324
ENSG00000083799,CYLD,37,-0.4219,54,0.21974,51,0.11155,48,0.01266,48,0.02033
ENSG00000103460,TOX3,17,-0.2439,17,-0.2802,41,1.42458,5,-1.9965,16,-0.4898
ENSG00000177200,CHD9,40,0.28095,36,0.09533,48,0.59721,33,-0.0420,24,-0.7361
ENSG00000103479,RBL2,23,0.04073,17,-0.4243,28,0.43405,14,-0.6819,23,0.11512
ENSG00000166971,AKTIP,59,-0.3641,56,-0.4401,65,-0.1853,93,0.39041,86,0.41639
ENSG00000103494,RPGRIP1L,12,-0.6787,18,-0.0807,20,0.12845,16,-0.2326,22,0.40419
ENSG00000140718,FTO,52,-0.7843,60,-0.5573,99,0.31034,102,0.32517,97,0.38399
ENSG00000087258,GNAO1,348,-0.6160,487,-0.0482,494,-0.0224,702,0.54714,536,0.15877
ENSG00000159461,AMFR,70,-0.3885,84,-0.0924,123,0.61244,110,0.35174,77,-0.3090
ENSG00000167005,NUDT21,57,-0.9758,75,-0.5221,125,0.37445,155,0.68084,113,0.23839
ENSG00000087263,OGFOD1,18,-0.7409,25,-0.1517,40,0.68166,40,0.61010,24,-0.2752
ENSG00000125124,BBS2,49,0.09160,38,-0.3442,52,0.20455,31,-0.6274,51,0.19170
ENSG00000087250,MT3,7238,0.98136,5279,0.36410,3650,-0.2900,1431,-1.6852,3426,-0.4935
ENSG00000125148,MT2A,957,1.44046,618,0.53088,307,-0.6910,88,-2.5027,308,-0.8365
ENSG00000169715,MT1E,700,1.54105,311,-0.0687,204,-0.7791,73,-2.2552,265,-0.4337
ENSG00000205364,MT1M,294,1.50292,155,0.20916,78,-0.9545,25,-2.5738,110,-0.4858
ENSG00000198417,MT1F,176,1.90426,63,-0.1736,54,-0.4479,10,-2.8163,44,-0.9585
ENSG00000125144,MT1G,271,2.24762,98,0.04864,53,-0.9704,15,-2.7034,48,-1.3543
ENSG00000187193,MT1X,262,1.44205,159,0.41820,68,-1.0256,41,-1.7007,92,-0.6547
ENSG00000102900,NUP93,16,-0.9387,21,-0.5119,33,0.28296,24,-0.2041,36,0.62585
ENSG00000051108,HERPUD1,57,-0.5806,51,-0.7676,105,0.48122,92,0.21823,92,0.30729
ENSG00000140848,CPNE2,19,0.50865,32,1.65980,9,-0.7757,7,-0.9340,7,-1.3544
ENSG00000172775,FAM192A,73,-0.0314,84,0.22700,65,-0.2352,82,0.15682,73,-0.0485
ENSG00000102931,ARL2BP,61,-0.3510,56,-0.4961,83,0.19352,97,0.40802,81,0.19674
ENSG00000102934,PLLP,28,0.47172,22,0.06855,3,-2.8234,14,-0.6443,28,0.71998
ENSG00000006210,CX3CL1,63,-1.2185,136,0.04376,168,0.42424,151,0.21102,143,0.18028
ENSG00000005194,CIAPIN1,22,-0.9813,31,-0.3942,55,0.59538,55,0.52999,41,0.08064
ENSG00000088682,COQ9,27,-0.4325,39,0.22197,43,0.39314,28,-0.3099,33,-0.0715
ENSG00000102978,POLR2C,36,-0.3317,41,-0.1300,51,0.25683,54,0.32491,43,-0.0226
ENSG00000205336,ADGRG1,148,0.89005,92,-0.0095,95,0.04585,32,-1.6037,78,-0.3536
ENSG00000140854,KATNB1,24,-1.1727,51,0.06053,61,0.37955,31,-0.7403,60,0.46755
ENSG00000140859,KIFC3,25,-0.8880,42,-0.0518,50,0.28173,25,-0.8008,53,0.51373
ENSG00000103005,USB1,20,-0.0972,24,0.20610,26,0.36429,32,0.67643,15,-0.6738
ENSG00000070761,CFAP20,33,-0.9367,58,0.00948,52,-0.2042,69,0.28669,71,0.47562
ENSG00000070770,CSNK2A2,16,-0.9563,27,-0.1115,32,0.18313,40,0.52004,32,0.22095
ENSG00000103034,NDRG4,410,-0.8086,458,-0.6252,721,0.15032,1138,0.88827,742,0.26713
ENSG00000125107,CNOT1,34,-0.3933,32,-0.4901,77,1.13764,55,0.41936,32,-0.6103
ENSG00000103042,SLC38A7,13,-0.6494,25,0.45951,18,-0.1465,31,0.73779,18,-0.2030
ENSG00000125166,GOT2,72,-1.0305,76,-0.9282,198,0.73323,137,0.05197,159,0.42206
ENSG00000150394,CDH8,36,-0.7978,54,-0.1454,64,0.16034,114,1.10701,55,-0.1290
ENSG00000140937,CDH11,14,-0.1372,10,-0.7365,15,-0.0902,28,0.96172,16,0.09198
ENSG00000166548,TK2,45,0.10415,35,-0.2922,29,-0.6259,51,0.30091,48,0.33011
ENSG00000217555,CKLF,17,0.22084,18,0.33194,30,1.33154,12,-0.3008,6,-1.7882
ENSG00000183723,CMTM4,51,-0.5358,51,-0.5200,82,0.28664,90,0.40492,77,0.23887
ENSG00000135720,DYNC1LI2,102,-0.1343,114,0.05983,69,-0.7699,153,0.53311,121,0.23348
ENSG00000159593,NAE1,33,-0.8710,42,-0.4618,96,1.03643,74,0.46514,48,-0.2911
ENSG00000172840,PDP2,12,-0.8406,17,-0.2806,20,-0.0201,15,-0.4886,27,0.74207
ENSG00000166595,CIAO2B,104,-0.0580,142,0.51133,84,-0.4231,89,-0.2824,108,0.01091
ENSG00000172831,CES2,34,0.63638,37,0.79061,9,-1.6046,16,-0.6278,22,-0.1707
ENSG00000172824,CES4A,14,-0.8035,34,0.75443,17,-0.4847,20,-0.1409,24,0.18746
ENSG00000125149,C16orf70,13,-1.6004,33,-0.0490,54,0.84992,45,0.41294,33,-0.0767
ENSG00000102878,HSF4,14,-0.8030,26,0.22754,30,0.50295,8,-1.5743,26,0.27378
ENSG00000140939,NOL3,22,0.32923,22,0.36350,20,0.12718,21,0.20987,13,-0.6983
ENSG00000196123,KIAA0895L,19,-0.7508,29,-0.0796,31,0.01647,34,0.18514,36,0.36529
ENSG00000205250,E2F4,28,-0.1530,25,-0.3224,50,0.92464,25,-0.3098,26,-0.3388
ENSG00000168701,TMEM208,58,-0.1536,53,-0.3246,97,0.77123,78,0.32691,52,-0.4401
ENSG00000159713,TPPP3,34,1.15717,14,-0.4645,5,-2.0450,53,1.79231,11,-1.0055
ENSG00000159720,ATP6V0D1,227,-0.5634,220,-0.6115,352,0.19493,487,0.70603,347,0.21799
ENSG00000039523,RIPOR1,59,-0.1249,52,-0.3242,69,0.16453,65,0.05815,67,0.13939
ENSG00000102974,CTCF,19,-0.1845,25,0.29055,31,0.66733,26,0.33427,14,-0.7782
ENSG00000159753,CARMIL2,44,-0.2604,44,-0.2391,52,0.04178,44,-0.2504,59,0.34974
ENSG00000102977,ACD,20,-0.4622,28,0.10758,23,-0.2575,33,0.37437,29,0.20082
ENSG00000102981,PARD6A,30,-0.4932,27,-0.6528,62,0.78441,28,-0.5401,44,0.21435
ENSG00000141098,GFOD2,20,-0.7918,35,0.15605,28,-0.2169,35,0.11808,38,0.39705
ENSG00000102901,CENPT,19,-0.8685,29,-0.1920,63,1.32686,22,-0.5898,27,-0.3576
ENSG00000168286,THAP11,27,-0.4907,32,-0.1630,37,0.06721,41,0.20706,40,0.25537
ENSG00000102898,NUTF2,79,-0.4470,111,0.15182,135,0.50396,110,0.11067,91,-0.2486
ENSG00000038358,EDC4,36,-0.8837,35,-0.8995,88,0.68696,74,0.32687,69,0.28899
ENSG00000205220,PSMB10,140,1.12624,66,-0.2759,53,-0.6380,69,-0.1817,67,-0.3314
ENSG00000103066,PLA2G15,13,-1.3192,24,-0.3145,46,0.83960,26,-0.1990,32,0.23423
ENSG00000132600,PRMT7,25,0.13003,20,-0.2689,21,-0.2268,35,0.61337,23,-0.0452
ENSG00000184939,ZFP90,23,-0.1210,26,0.10090,15,-0.7691,27,0.19290,28,0.34137
ENSG00000141076,UTP4,20,-0.4603,31,0.34934,31,0.32197,25,-0.0193,23,-0.1941
ENSG00000168807,SNTB2,13,-0.5967,15,-0.2881,32,1.05009,8,-1.1380,18,-0.0270
ENSG00000132612,VPS4A,108,-0.4320,115,-0.3199,153,0.17534,142,0.04127,158,0.30350
ENSG00000132604,TERF2,42,-0.3513,38,-0.5055,69,0.51505,70,0.48642,50,-0.0705
ENSG00000103018,CYB5B,51,-0.3847,55,-0.2611,81,0.43326,70,0.14974,65,0.02383
ENSG00000181019,NQO1,45,0.78393,25,-0.2907,22,-0.4648,11,-1.4743,32,0.19892
ENSG00000198373,WWP2,25,-0.4474,35,0.15186,29,-0.1969,26,-0.3545,38,0.38274
ENSG00000090857,PDPR,25,0.28774,18,-0.2385,23,0.15906,15,-0.5307,21,0.00582
ENSG00000223496,EXOSC6,55,-0.6935,87,0.10088,85,0.06265,75,-0.1487,94,0.31577
ENSG00000090861,AARS,106,-0.6137,121,-0.3963,155,0.03421,215,0.55646,174,0.31300
ENSG00000168872,DDX19A,29,-0.0651,15,-1.1406,28,-0.1056,21,-0.5314,41,0.79214
ENSG00000157350,ST3GAL2,25,0.24180,22,-0.0042,31,0.61877,18,-0.2604,17,-0.5619
ENSG00000103051,COG4,32,0.25956,31,0.18037,15,-1.0192,48,0.90216,25,-0.1983
ENSG00000189091,SF3B3,35,-0.5511,50,0.07741,58,0.34526,46,-0.0470,49,0.03932
ENSG00000157368,IL34,18,-0.6415,27,0.03033,23,-0.2199,33,0.35130,30,0.32379
ENSG00000132613,MTSS2,80,0.55668,65,0.18815,52,-0.2154,23,-1.4079,57,-0.0562
ENSG00000103043,VAC14,22,-0.8341,46,0.47238,30,-0.3177,40,0.18034,39,0.22489
ENSG00000172137,CALB2,81,0.38042,172,2.03240,72,0.18299,0,-9.2594,17,-2.3977
