Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to8,Feature log2 fold change topic 4to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000152061,RABGAP1L,118,0.84816,80,0.10491,71,-0.1028,54,-0.5073,55,-0.5385
ENSG00000116161,CACYBP,219,-0.1770,311,0.39637,264,0.21633,189,-0.3837,217,-0.2060
ENSG00000120333,MRPS14,16,-0.8709,23,-0.3107,34,0.54730,19,-0.5428,29,0.10341
ENSG00000116147,TNR,159,0.58321,89,-0.3912,108,-0.1518,79,-0.5665,117,0.04174
ENSG00000143207,COP1,26,-0.4195,35,0.07929,44,0.73136,22,-0.6295,24,-0.5612
ENSG00000152092,ASTN1,90,-0.3332,103,-0.0931,144,0.76042,52,-1.1304,86,-0.4414
ENSG00000198797,BRINP2,39,-0.8174,91,0.58607,89,0.96860,20,-1.7483,43,-0.7159
ENSG00000075391,RASAL2,48,0.54072,32,-0.1191,43,0.51534,23,-0.6593,19,-1.0607
ENSG00000116199,FAM20B,73,0.26959,68,0.11141,76,0.49453,29,-1.1978,44,-0.6359
ENSG00000186283,TOR3A,17,-0.3381,15,-0.4815,22,0.15644,24,0.22121,22,0.09992
ENSG00000143322,ABL2,56,1.24289,25,-0.2011,19,-0.9243,33,0.21121,27,-0.1036
ENSG00000057252,SOAT1,16,0.58926,10,-0.2589,6,-1.1806,41,2.16800,8,-0.7186
ENSG00000169905,TOR1AIP2,43,0.27445,41,0.19999,38,0.07961,37,0.01877,28,-0.4496
ENSG00000143337,TOR1AIP1,43,0.76579,32,0.22477,15,-1.2742,41,0.62012,33,0.35991
ENSG00000135837,CEP350,39,0.57587,19,-0.5692,20,-0.6822,46,0.81249,30,0.12737
ENSG00000116260,QSOX1,62,1.04092,13,-1.4505,38,0.20228,44,0.34022,17,-1.2628
ENSG00000230124,ACBD6,28,-0.2240,37,0.19880,39,0.48203,33,0.02378,23,-0.6490
ENSG00000143324,XPR1,33,0.65211,29,0.35301,24,0.06981,15,-0.6153,16,-0.6788
ENSG00000135823,STX6,36,-0.3384,53,0.31418,56,0.70014,37,-0.2364,27,-0.8827
ENSG00000162783,IER5,52,-1.3326,437,2.26507,124,0.08509,109,-0.1395,55,-1.3586
ENSG00000198216,CACNA1E,74,-0.2911,163,1.01662,104,0.45155,56,-0.6842,55,-0.8454
ENSG00000135821,GLUL,884,0.18521,520,-0.6559,450,-1.2089,1060,0.45883,1314,1.07810
ENSG00000143333,RGS16,5,-1.6645,22,0.76382,9,-0.8764,39,1.71052,17,0.34554
ENSG00000135824,RGS8,2,-3.0534,56,1.95294,24,0.81044,1,-3.8905,11,-0.8731
ENSG00000135829,DHX9,72,0.26886,69,0.19119,71,0.38041,32,-1.0167,46,-0.5354
ENSG00000157064,NMNAT2,115,0.06439,102,-0.1239,141,0.67460,73,-0.6342,71,-0.7862
ENSG00000116698,SMG7,36,0.10800,37,0.15209,42,0.60231,19,-0.8442,22,-0.7808
ENSG00000162704,ARPC5,115,0.01500,96,-0.2764,130,0.34196,180,0.73543,71,-0.8567
ENSG00000143344,RGL1,39,-0.5821,56,0.01984,79,1.03606,24,-1.2684,37,-0.7322
ENSG00000198756,COLGALT2,35,0.71185,13,-0.8901,24,0.08619,30,0.42129,15,-0.7365
ENSG00000198860,TSEN15,40,0.13351,29,-0.3826,41,0.27179,36,-0.0446,31,-0.3191
ENSG00000116667,C1orf21,82,-0.1294,63,-0.5237,83,-0.1321,112,0.37494,101,0.26445
ENSG00000116406,EDEM3,25,0.34125,11,-0.9135,24,0.36906,28,0.44607,13,-0.7885
ENSG00000121481,RNF2,21,-0.2265,32,0.39844,30,0.54382,25,0.02481,15,-0.8923
ENSG00000121486,TRMT1L,17,0.04204,13,-0.3214,21,0.59034,11,-0.6243,12,-0.5299
ENSG00000116679,IVNS1ABP,46,0.77010,31,0.06740,19,-0.9499,58,1.06344,27,-0.1655
ENSG00000047410,TPR,61,0.42916,33,-0.5583,41,-0.3674,90,1.01594,42,-0.2575
ENSG00000157181,ODR4,15,0.19123,30,1.29766,7,-1.2727,18,0.48271,15,0.29712
ENSG00000073756,PTGS2,6,-2.1401,178,3.92708,16,-0.9395,14,-0.8966,5,-2.4276
ENSG00000162670,BRINP3,16,0.36578,7,-0.8824,13,0.02953,13,-0.0670,13,-0.0263
ENSG00000116741,RGS2,32,-2.0249,598,3.07052,84,-0.7087,79,-0.5806,73,-0.8211
ENSG00000116750,UCHL5,61,0.35690,47,-0.0953,57,0.36728,39,-0.3674,34,-0.6791
ENSG00000116747,RO60,29,0.64014,8,-1.4095,12,-1.1231,52,1.55205,22,0.16368
ENSG00000023572,GLRX2,55,0.62239,25,-0.6861,41,0.12525,40,0.06188,29,-0.5396
ENSG00000134371,CDC73,25,0.19914,21,-0.0796,20,-0.2392,44,1.12053,17,-0.4881
ENSG00000162630,B3GALT2,85,1.23119,23,-0.9948,41,-0.1896,40,-0.1729,31,-0.6308
ENSG00000177888,ZBTB41,41,0.91890,16,-0.6606,26,0.12806,17,-0.5344,17,-0.6642
ENSG00000203724,C1orf53,8,-0.6793,4,-1.4854,17,0.90486,14,0.23403,9,-0.5185
ENSG00000151414,NEK7,31,1.02105,8,-1.1343,10,-1.1171,21,0.29546,23,0.52021
ENSG00000162702,ZNF281,27,0.67585,10,-0.8233,22,0.44930,13,-0.5425,11,-0.8451
ENSG00000118200,CAMSAP2,180,0.47085,136,-0.0262,154,0.27262,124,-0.1624,90,-0.7785
ENSG00000116852,KIF21B,31,-0.3908,28,-0.4899,48,0.55362,38,-0.0452,33,-0.2913
ENSG00000116857,TMEM9,159,0.13145,108,-0.4832,188,0.67479,70,-1.1365,110,-0.5376
ENSG00000174307,PHLDA3,52,0.69957,17,-1.0884,36,0.06497,21,-0.7956,33,-0.1065
ENSG00000159176,CSRP1,184,0.14205,66,-1.4345,81,-1.5121,333,1.10991,286,1.13336
ENSG00000134369,NAV1,64,0.97951,29,-0.3920,35,-0.1762,41,0.14332,26,-0.6637
ENSG00000198700,IPO9,57,0.27402,40,-0.3190,56,0.36393,39,-0.3664,38,-0.4835
ENSG00000198892,SHISA4,98,-0.8998,291,0.87700,198,0.41864,117,-0.5736,145,-0.2909
ENSG00000134375,TIMM17A,146,0.20564,108,-0.2843,158,0.52414,88,-0.6014,93,-0.6038
ENSG00000176393,RNPEP,13,-0.0831,15,0.13050,17,0.42679,18,0.34125,9,-0.8337
ENSG00000170075,GPR37L1,80,0.11566,61,-0.3001,32,-1.6716,92,0.33236,140,1.39592
ENSG00000143862,ARL8A,149,0.44945,75,-0.6668,135,0.40649,116,-0.0032,75,-0.7877
ENSG00000077152,UBE2T,22,0.36471,12,-0.5314,20,0.30317,10,-0.8130,15,-0.2546
ENSG00000077157,PPP1R12B,52,0.48288,34,-0.2363,38,-0.1091,54,0.47273,32,-0.4197
ENSG00000117139,KDM5B,22,0.10846,24,0.20096,23,0.20634,12,-0.8770,19,-0.1658
ENSG00000183155,RABIF,25,-0.4789,15,-1.2576,45,0.77783,31,-0.1249,29,-0.3227
ENSG00000117153,KLHL12,40,0.13783,35,-0.1035,50,0.79667,36,-0.0704,16,-1.4577
ENSG00000159346,ADIPOR1,61,-0.4207,95,0.30260,88,0.28896,98,0.35686,62,-0.4249
ENSG00000159348,CYB5R1,50,0.62440,12,-1.6426,38,0.20800,25,-0.5323,31,-0.2006
ENSG00000163444,TMEM183A,79,0.21709,63,-0.1597,76,0.22452,63,-0.1707,58,-0.3572
ENSG00000143847,PPFIA4,34,0.12118,75,1.41381,29,-0.1933,22,-0.5758,23,-0.5603
ENSG00000163485,ADORA1,68,1.23349,20,-0.8573,27,-0.6112,45,0.39277,29,-0.3516
ENSG00000133048,CHI3L1,25,0.57815,8,-1.1906,8,-1.6188,40,1.26642,27,0.77754
ENSG00000159388,BTG2,22,-1.0566,154,2.27136,18,-1.6781,83,1.12643,43,0.06984
ENSG00000188783,PRELP,22,-0.4283,19,-0.5762,12,-1.6984,153,3.17482,20,-0.5839
ENSG00000058668,ATP2B4,164,-0.7969,517,1.08746,358,0.83514,162,-0.7605,131,-1.2405
ENSG00000182004,SNRPE,90,-0.0599,71,-0.4189,105,0.31409,117,0.37063,74,-0.4165
ENSG00000143850,PLEKHA6,37,0.05253,47,0.41491,43,0.45095,23,-0.6701,25,-0.6818
ENSG00000158615,PPP1R15B,18,-0.1841,29,0.56500,16,-0.4589,48,1.43345,15,-0.4818
ENSG00000198625,MDM4,26,1.11648,13,-0.0747,8,-1.0605,25,0.92052,12,-0.2735
ENSG00000170382,LRRN2,35,-0.1302,23,-0.7279,52,0.94519,30,-0.3350,22,-0.9489
ENSG00000163531,NFASC,138,1.22635,40,-0.8776,62,-0.3291,89,0.34611,48,-0.7230
ENSG00000184144,CNTN2,81,1.41162,8,-2.3751,17,-1.6189,103,1.63369,35,-0.1845
ENSG00000117222,RBBP5,20,-0.0600,17,-0.3174,28,0.89680,12,-0.8464,12,-0.8938
ENSG00000133059,DSTYK,76,0.25184,87,0.43587,75,0.31294,37,-0.8993,48,-0.5877
ENSG00000133069,TMCC2,35,0.48486,18,-0.5676,25,-0.1679,16,-0.7304,30,0.24314
ENSG00000117266,CDK18,43,1.94635,0,-5.4438,7,-1.5675,25,0.67715,16,-0.0659
ENSG00000174514,MFSD4A,70,-1.0767,340,1.54242,184,0.87905,43,-1.7258,59,-1.4388
ENSG00000158711,ELK4,10,-0.0968,21,1.07607,7,-0.7938,22,1.14522,9,-0.2207
ENSG00000069275,NUCKS1,545,0.44787,346,-0.3154,403,-0.1201,483,0.20742,383,-0.1909
ENSG00000117280,RAB29,19,0.55908,4,-1.7033,10,-0.5957,12,-0.2584,20,0.71505
ENSG00000133065,SLC41A1,20,0.36318,11,-0.6737,14,-0.3064,26,0.74294,16,-0.0521
ENSG00000266028,SRGAP2,53,0.73692,36,0.03024,33,-0.1334,53,0.67465,20,-0.9870
ENSG00000266094,RASSF5,22,1.38992,5,-1.0413,8,-0.4230,16,0.66523,5,-1.0311
ENSG00000162889,MAPKAPK2,20,-0.0169,8,-1.3729,9,-1.5905,91,2.72750,18,-0.1297
ENSG00000123836,PFKFB2,23,0.55127,11,-0.6610,15,-0.2708,30,0.90270,13,-0.3984
ENSG00000196352,CD55,36,0.86731,6,-2.0165,10,-1.6110,98,2.63101,14,-0.7974
ENSG00000117335,CD46,28,-0.3109,32,-0.0627,31,-0.2114,88,1.60258,24,-0.5714
ENSG00000076356,PLXNA2,54,0.35877,54,0.31848,54,0.53386,38,-0.2318,20,-1.3759
ENSG00000008118,CAMK1G,48,0.15774,24,-0.9131,63,1.05912,25,-0.8631,22,-1.2116
ENSG00000123689,G0S2,26,1.45798,13,0.11819,6,-1.3266,19,0.72910,10,-0.3884
ENSG00000117597,UTP25,24,0.59697,18,0.03504,20,0.37870,8,-1.0846,11,-0.8081
ENSG00000143469,SYT14,23,1.33026,8,-0.4469,7,-1.0323,11,-0.0709,12,0.10854
ENSG00000143473,KCNH1,13,-0.8529,30,0.45745,32,1.09549,3,-2.8601,15,-0.6741
ENSG00000117625,RCOR3,29,0.38556,30,0.41780,21,-0.2496,41,0.90961,15,-0.7712
ENSG00000170385,SLC30A1,25,-0.4707,54,0.78888,37,0.31476,33,0.00860,24,-0.5649
ENSG00000123684,LPGAT1,60,0.33849,35,-0.5298,63,0.67652,28,-0.8736,31,-0.8226
ENSG00000066027,PPP2R5A,28,0.07467,23,-0.2340,25,-0.2105,35,0.39797,29,0.11779
ENSG00000117691,NENF,159,-0.1010,119,-0.5442,165,-0.0669,246,0.60217,174,0.05673
ENSG00000162772,ATF3,13,-1.9393,231,2.96753,20,-1.7072,74,0.75396,41,-0.2205
ENSG00000117697,NSL1,38,0.72361,19,-0.4491,22,-0.3433,22,-0.1975,26,0.04309
ENSG00000203705,TATDN3,26,-0.0049,30,0.19702,29,0.24293,33,0.37509,18,-0.6431
ENSG00000162769,FLVCR1,15,0.61662,16,0.65559,10,-0.1345,13,0.27041,6,-0.9513
ENSG00000174606,ANGEL2,16,-0.6525,49,1.19351,29,0.55267,21,-0.1612,12,-1.1810
ENSG00000136643,RPS6KC1,18,-0.6671,34,0.36015,39,1.04073,24,-0.1955,12,-1.3585
ENSG00000143499,SMYD2,76,1.32328,5,-3.0374,40,0.12879,37,-0.0415,20,-1.0844
ENSG00000152104,PTPN14,20,0.50296,10,-0.6430,13,-0.3478,29,1.08496,12,-0.3881
ENSG00000136636,KCTD3,15,-0.3044,19,0.06840,15,-0.4374,40,1.21907,19,0.02762
ENSG00000092978,GPATCH2,13,-0.5945,13,-0.5823,27,0.95228,28,0.60114,9,-1.2301
ENSG00000067533,RRP15,19,0.43406,9,-0.6709,14,-0.0036,16,0.18041,13,-0.2091
ENSG00000143353,LYPLAL1,26,-0.0077,28,0.07230,27,0.06729,18,-0.5531,27,0.07930
ENSG00000136628,EPRS,87,0.67918,55,-0.1161,56,-0.1591,66,0.17258,47,-0.4424
ENSG00000162813,BPNT1,10,-0.4245,26,1.14679,14,0.27564,9,-0.5112,9,-0.6116
ENSG00000067704,IARS2,32,0.04377,25,-0.3387,31,-0.0374,18,-0.8388,38,0.38495
ENSG00000118873,RAB3GAP2,89,1.32464,41,-0.0983,41,-0.1938,21,-1.1239,29,-0.7699
ENSG00000116141,MARK1,67,1.12067,14,-1.4284,43,0.40355,15,-1.2886,21,-1.0036
ENSG00000162817,C1orf115,128,-0.2694,147,-0.0315,202,0.82633,85,-0.8769,102,-0.7022
ENSG00000117791,MARC2,16,0.03577,12,-0.4627,17,0.14025,12,-0.4638,17,0.11818
ENSG00000186205,MARC1,13,0.36014,13,0.32760,13,0.39901,2,-2.2054,8,-0.5166
ENSG00000154305,MIA3,61,0.54295,47,0.07493,44,-0.0293,49,0.14312,33,-0.5638
ENSG00000186063,AIDA,60,0.73884,26,-0.6512,33,-0.4262,38,-0.0648,43,0.13536
ENSG00000162819,BROX,43,0.67609,22,-0.4793,24,-0.4601,42,0.55329,28,-0.1007
ENSG00000143502,SUSD4,38,-0.1583,78,1.00246,54,0.68089,17,-1.3822,21,-1.2035
ENSG00000162909,CAPN2,34,0.30825,18,-0.6642,21,-0.6674,50,0.87691,34,0.32101
ENSG00000143514,TP53BP2,48,0.54170,16,-1.1804,19,-1.2873,32,-0.1366,61,1.19705
ENSG00000143756,FBXO28,28,-0.3168,39,0.23431,45,0.78097,25,-0.4933,21,-0.8800
ENSG00000143753,DEGS1,65,-0.1597,77,0.11480,91,0.66981,84,0.25618,36,-1.1744
ENSG00000143771,CNIH4,29,0.07314,25,-0.1359,29,0.18146,27,-0.0039,24,-0.2484
ENSG00000162923,WDR26,54,0.01203,50,-0.0951,65,0.52351,55,0.05706,34,-0.7994
ENSG00000143786,CNIH3,42,1.62095,3,-2.6154,14,-0.6260,26,0.56248,12,-0.7050
ENSG00000154380,ENAH,58,0.17479,43,-0.3263,49,-0.1663,79,0.64112,49,-0.1170
ENSG00000143742,SRP9,236,0.10343,191,-0.2367,242,0.22555,217,-0.0372,191,-0.2830
ENSG00000143819,EPHX1,78,-0.0721,71,-0.2273,48,-1.1412,114,0.53303,133,1.04335
ENSG00000143811,PYCR2,40,-0.4607,58,0.15729,66,0.62074,44,-0.2751,39,-0.5280
ENSG00000143751,SDE2,17,0.90495,14,0.44578,9,-0.2696,7,-0.4713,7,-0.5662
ENSG00000163041,H3F3A,185,-0.3065,229,0.05355,192,-0.3363,495,1.33059,201,-0.1815
ENSG00000182827,ACBD3,59,0.52546,30,-0.5838,45,0.07541,46,0.09679,35,-0.4037
ENSG00000143799,PARP1,97,0.16445,73,-0.2976,96,0.22219,82,-0.1180,76,-0.2729
ENSG00000203685,STUM,104,0.45849,64,-0.3496,78,-0.0844,39,-1.1211,89,0.18781
ENSG00000143772,ITPKB,32,0.02361,12,-1.4610,14,-1.5584,54,0.86118,58,1.36621
ENSG00000143801,PSEN2,18,0.45534,9,-0.7039,17,0.58622,5,-1.5498,10,-0.5604
ENSG00000163050,COQ8A,28,-0.1703,17,-0.9232,47,1.19831,15,-1.0559,17,-1.0294
ENSG00000143776,CDC42BPA,78,0.46536,44,-0.4773,56,-0.1457,75,0.35178,54,-0.1908
ENSG00000143740,SNAP47,67,-0.1234,89,0.32934,92,0.65372,36,-1.0727,49,-0.6841
ENSG00000081692,JMJD4,16,-0.2132,20,0.17925,22,0.52573,16,-0.2011,13,-0.6098
ENSG00000143761,ARF1,316,-0.4500,489,0.27041,578,0.97304,274,-0.6304,221,-1.1033
ENSG00000143793,C1orf35,33,0.48279,16,-0.6555,30,0.41708,24,-0.0798,16,-0.8112
ENSG00000162910,MRPL55,92,-0.5348,125,-0.0221,171,0.83156,83,-0.6586,93,-0.5794
ENSG00000143774,GUK1,338,-0.6789,675,0.45282,504,-0.0196,523,0.04605,567,0.21614
ENSG00000154370,TRIM11,15,0.19343,12,-0.1556,18,0.83566,8,-0.7823,6,-1.1855
ENSG00000181218,HIST3H2A,19,-0.1324,23,0.20497,26,0.70963,3,-2.8671,16,-0.4171
ENSG00000168159,RNF187,475,0.51168,227,-0.7013,425,0.46046,223,-0.7240,253,-0.6288
ENSG00000116574,RHOU,62,1.30138,3,-3.1998,14,-1.5797,85,1.70176,29,-0.0865
ENSG00000168118,RAB4A,80,0.16016,55,-0.4374,76,0.10745,73,0.01326,68,-0.1136
ENSG00000154429,CCSAP,88,0.31067,73,-0.0139,91,0.56022,30,-1.3838,51,-0.6820
ENSG00000069248,NUP133,32,0.45691,28,0.17739,26,0.14384,23,-0.0935,17,-0.6843
ENSG00000135801,TAF5L,15,0.65201,7,-0.5283,10,-0.0078,10,0.00559,8,-0.3915
ENSG00000143641,GALNT2,59,1.01866,18,-0.9581,30,-0.3260,31,-0.1726,31,-0.1637
ENSG00000177614,PGBD5,125,-0.1962,192,0.50360,184,0.76501,52,-1.4860,88,-0.8346
ENSG00000135775,COG2,18,0.29510,14,-0.0869,15,-0.0707,9,-0.7236,16,0.12893
ENSG00000135744,AGT,147,0.25443,72,-0.8740,52,-1.7780,295,1.39640,201,0.96779
ENSG00000119280,C1orf198,32,0.30615,11,-1.2973,14,-1.3832,60,1.29777,40,0.80746
ENSG00000173409,ARV1,28,-0.1621,20,-0.6244,37,0.48512,38,0.36025,23,-0.5236
ENSG00000116906,GNPAT,68,-0.4016,88,0.02963,109,0.63740,89,0.04906,59,-0.6892
ENSG00000116903,EXOC8,18,0.70045,10,-0.3282,13,0.15402,15,0.31371,7,-1.0000
ENSG00000135766,EGLN1,87,0.14593,91,0.19660,81,0.02356,82,0.02788,70,-0.2495
ENSG00000116918,TSNAX,81,0.07988,81,0.07128,92,0.45212,71,-0.1429,52,-0.7230
ENSG00000116991,SIPA1L2,40,1.15498,9,-1.2801,18,-0.3701,26,0.31309,17,-0.4298
ENSG00000135778,NTPCR,63,0.30405,35,-0.6427,55,0.12969,31,-0.8075,54,0.06775
ENSG00000135749,PCNX2,65,0.63608,36,-0.3768,47,0.08459,38,-0.2833,36,-0.4426
ENSG00000135750,KCNK1,91,-0.8579,245,0.75434,237,1.32123,48,-1.7523,61,-1.5774
ENSG00000183780,SLC35F3,33,1.10156,17,-0.1111,20,0.28679,6,-1.7055,9,-1.1662
ENSG00000168275,COA6,65,-0.5853,102,0.14596,115,0.57745,69,-0.4534,79,-0.3023
ENSG00000059588,TARBP1,17,-0.0476,28,0.74198,23,0.75302,9,-0.9377,8,-1.3683
ENSG00000168264,IRF2BP2,82,0.39133,87,0.43857,47,-0.7321,105,0.75054,65,-0.0065
ENSG00000173726,TOMM20,392,0.27825,353,0.08555,401,0.47967,259,-0.4007,205,-0.8794
ENSG00000054267,ARID4B,100,0.60101,64,-0.1569,56,-0.5446,131,0.98780,60,-0.3230
ENSG00000152904,GGPS1,29,0.05726,32,0.21940,29,0.07556,38,0.48688,21,-0.5108
ENSG00000168243,GNG4,69,1.57063,13,-1.3347,24,-0.5988,11,-1.4673,30,-0.0761
ENSG00000143669,LYST,21,0.31010,21,0.33317,17,-0.0708,28,0.77610,11,-0.8174
ENSG00000077585,GPR137B,23,-0.0245,12,-1.0529,16,-0.8637,38,0.72985,36,0.88368
ENSG00000116977,LGALS8,53,0.50083,38,-0.0682,49,0.52890,22,-0.9128,23,-0.9629
ENSG00000077522,ACTN2,57,0.30021,52,0.11025,61,0.64442,21,-1.2735,28,-0.9257
ENSG00000116984,MTR,14,0.30721,21,0.97711,9,-0.5448,8,-0.5921,12,0.10782
ENSG00000198626,RYR2,108,0.46777,98,0.26432,97,0.41035,37,-1.2366,53,-0.7992
ENSG00000270188,MTRNR2L11,11,0.05696,9,-0.2378,5,-1.4264,8,-0.4744,21,1.49740
ENSG00000133019,CHRM3,58,-0.1414,78,0.33361,89,0.98763,11,-2.5866,36,-1.0023
ENSG00000155816,FMN2,47,0.07053,44,-0.0373,46,0.08538,36,-0.3538,44,-0.0191
ENSG00000182901,RGS7,55,-0.1972,50,-0.3300,88,1.00208,22,-1.5577,41,-0.7493
ENSG00000091483,FH,52,-0.2815,81,0.45519,74,0.52716,29,-1.1101,49,-0.4128
ENSG00000054277,OPN3,39,0.36607,26,-0.3053,43,0.87814,25,-0.3132,11,-1.7402
ENSG00000203668,CHML,31,0.58127,20,-0.1641,23,0.06792,24,0.12523,16,-0.6393
ENSG00000143702,CEP170,63,0.22071,63,0.18417,62,0.27304,45,-0.3341,42,-0.5367
ENSG00000054282,SDCCAG8,49,-0.2567,46,-0.3421,47,-0.4389,88,0.68050,73,0.48043
ENSG00000117020,AKT3,103,-0.5250,131,-0.1082,170,0.51280,95,-0.6091,135,-0.0842
ENSG00000179456,ZBTB18,116,-0.7924,225,0.29539,272,1.10463,91,-1.0952,112,-0.9219
ENSG00000035687,ADSS,82,0.81101,31,-0.8002,60,0.36749,33,-0.6940,33,-0.8304
ENSG00000203667,COX20,126,0.45547,97,-0.0071,65,-0.8877,114,0.24899,127,0.53577
ENSG00000153187,HNRNPU,267,0.49050,234,0.22983,182,-0.2554,261,0.40103,164,-0.3902
ENSG00000185420,SMYD3,23,-0.2379,16,-0.8360,36,0.80096,8,-1.8404,25,-0.1801
ENSG00000162852,CNST,52,0.40457,36,-0.2186,52,0.58625,28,-0.5855,24,-0.9908
ENSG00000143653,SCCPDH,81,0.13792,60,-0.3533,90,0.48608,41,-0.9142,62,-0.3521
ENSG00000153207,AHCTF1,16,-0.4483,36,0.82497,21,-0.0542,29,0.44002,19,-0.2739
ENSG00000259823,LYPD8,3,-3.0296,23,0.19654,31,1.16723,8,-1.3486,19,-0.1478
ENSG00000175137,SH3BP5L,18,0.04819,25,0.52600,24,0.83851,6,-1.5672,8,-1.2590
ENSG00000035115,SH3YL1,22,-0.3609,46,0.86385,28,0.09678,29,0.14638,21,-0.4256
ENSG00000143727,ACP1,88,-0.4151,86,-0.4148,149,0.79028,101,-0.1660,80,-0.6208
ENSG00000151353,TMEM18,34,-0.2900,43,0.08444,48,0.44556,45,0.14157,30,-0.5327
ENSG00000186487,MYT1L,197,0.40276,145,-0.1277,189,0.48678,64,-1.3698,113,-0.6040
ENSG00000032389,EIPR1,34,-0.9038,49,-0.2584,87,1.20054,28,-1.0980,40,-0.6962
ENSG00000171853,TRAPPC12,32,-0.1397,41,0.23760,42,0.47869,23,-0.6700,28,-0.4452
ENSG00000182551,ADI1,41,-0.2997,37,-0.4154,34,-0.8146,82,0.84137,72,0.80180
ENSG00000171865,RNASEH1,34,-0.1545,40,0.10830,44,0.41528,28,-0.4566,31,-0.3399
ENSG00000234171,RNASEH1-AS1,14,0.65310,15,0.69688,4,-1.5855,13,0.50869,12,0.53400
ENSG00000171863,RPS7,398,-0.4121,516,0.02346,433,-0.3752,884,0.89710,579,0.25683
ENSG00000232044,SILC1,54,2.27801,2,-3.0093,5,-2.2571,30,0.83177,16,-0.1813
ENSG00000228203,RNF144A-AS1,13,-0.3417,15,-0.0533,23,1.03888,11,-0.5071,8,-1.1795
ENSG00000151692,RNF144A,31,0.34107,26,0.08077,28,0.25483,26,0.04237,16,-0.7603
ENSG00000115738,ID2,208,0.09749,218,0.15760,183,-0.1718,277,0.54498,178,-0.1866
ENSG00000134313,KIDINS220,235,1.15050,119,-0.0962,122,-0.0993,87,-0.5913,80,-0.8373
ENSG00000143797,MBOAT2,58,0.53431,17,-1.3580,42,-0.0455,62,0.58674,36,-0.3090
ENSG00000151693,ASAP2,37,0.95328,8,-1.4555,14,-1.0143,42,1.04266,24,0.14857
ENSG00000119185,ITGB1BP1,110,0.03674,80,-0.4592,124,0.35717,69,-0.6883,102,-0.1054
ENSG00000119203,CPSF3,24,0.68400,9,-0.9460,19,0.32341,7,-1.1831,13,-0.4032
ENSG00000134330,IAH1,28,-0.8278,39,-0.2588,65,0.96258,18,-1.3952,40,-0.3024
ENSG00000151694,ADAM17,29,0.64617,28,0.49995,18,-0.2824,15,-0.4439,17,-0.2829
ENSG00000134308,YWHAQ,319,-0.1014,484,0.57243,386,0.33901,292,-0.2331,240,-0.6287
ENSG00000205795,CYS1,8,-0.3771,14,0.59455,10,0.16780,1,-3.0045,11,0.28951
ENSG00000115756,HPCAL1,132,-1.4141,962,1.90388,393,0.59583,102,-1.7167,164,-1.1535
ENSG00000115758,ODC1,27,-0.1253,37,0.38579,34,0.44174,24,-0.2518,20,-0.6468
ENSG00000115761,NOL10,17,0.37672,11,-0.2460,12,-0.2360,17,0.34904,13,-0.0671
ENSG00000143870,PDIA6,89,0.34558,71,-0.0417,69,-0.1223,86,0.25414,65,-0.2226
ENSG00000162975,KCNF1,80,0.72969,43,-0.3418,64,0.46896,32,-0.7896,29,-1.0713
ENSG00000134318,ROCK2,117,0.15458,174,0.78211,118,0.25207,71,-0.6408,72,-0.7233
ENSG00000196208,GREB1,10,0.02547,13,0.41491,10,-0.0280,6,-0.7419,10,0.07043
ENSG00000169006,NTSR2,36,-0.2212,26,-0.7168,23,-1.2050,36,-0.2149,82,1.53866
ENSG00000134324,LPIN1,44,0.09388,54,0.42830,37,-0.2848,56,0.48783,38,-0.1385
ENSG00000071575,TRIB2,32,0.69303,16,-0.5101,22,0.07159,18,-0.3235,17,-0.4226
ENSG00000162981,LRATD1,36,-1.2245,269,2.15553,88,0.34729,27,-1.5953,39,-1.1883
ENSG00000151779,NBAS,42,0.25238,58,0.72947,41,0.28058,26,-0.5375,22,-0.8826
ENSG00000079785,DDX1,115,-0.2101,165,0.37975,153,0.43475,104,-0.3418,98,-0.5194
ENSG00000197872,FAM49A,210,0.19039,178,-0.0884,235,0.59014,132,-0.5552,120,-0.8179
ENSG00000163032,VSNL1,1409,-0.0151,1465,0.04765,1944,0.89086,576,-1.3788,826,-0.9711
ENSG00000163029,SMC6,14,0.25134,17,0.55048,9,-0.6584,23,1.01024,11,-0.2085
ENSG00000240857,RDH14,30,0.21579,34,0.39191,31,0.41968,18,-0.6043,17,-0.8083
ENSG00000068697,LAPTM4A,93,0.06268,61,-0.5955,78,-0.3275,181,1.15514,85,-0.0830
ENSG00000055917,PUM2,87,0.38804,59,-0.2535,79,0.32339,46,-0.6329,54,-0.4662
ENSG00000143878,RHOB,203,-0.3831,381,0.64419,236,-0.1913,474,1.00908,207,-0.3869
ENSG00000173960,UBXN2A,18,0.73961,4,-1.6722,6,-1.2864,9,-0.3272,20,1.16572
ENSG00000119782,FKBP1B,61,-0.2843,120,0.81024,90,0.56644,17,-2.1522,54,-0.5317
ENSG00000115128,SF3B6,121,-0.2521,140,-0.0027,149,0.16110,167,0.28267,128,-0.1629
ENSG00000219626,FAM228B,27,-0.3541,25,-0.4337,28,-0.3657,56,0.84106,41,0.39654
