Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to9,Feature log2 fold change topic 5to9
ENSG00000223797,ENTPD3-AS1,35,1.90881,14,0.22401,11,-0.1582,8,-0.6772,8,-1.0285
ENSG00000168032,ENTPD3,5,-2.7787,24,-0.5146,14,-1.3452,27,-0.3015,45,1.36230
ENSG00000188846,RPL14,813,0.68917,635,0.27109,636,0.27347,368,-0.6049,479,-0.3566
ENSG00000168036,CTNNB1,145,-0.2971,137,-0.3824,186,0.10225,131,-0.4577,195,0.37475
ENSG00000182606,TRAK1,22,-1.5650,66,0.14043,52,-0.2643,89,0.62714,64,0.15729
ENSG00000187094,CCK,143,-2.0239,594,0.17433,14,-5.4175,1442,1.77515,523,-0.0673
ENSG00000114812,VIPR1,5,-2.1657,11,-1.0197,63,1.83534,34,0.70576,18,-0.6873
ENSG00000093183,SEC22C,48,0.53330,27,-0.3920,58,0.86056,36,0.02725,29,-0.5424
ENSG00000008324,SS18L2,32,-0.7648,24,-1.1658,40,-0.4142,63,0.30400,62,0.63023
ENSG00000114857,NKTR,59,1.19885,21,-0.5024,36,0.35404,23,-0.3930,25,-0.4878
ENSG00000114853,ZBTB47,100,1.09603,62,0.28119,44,-0.2648,26,-1.0818,48,-0.2799
ENSG00000010282,HHATL,134,1.45065,44,-0.4553,24,-1.3834,35,-0.8038,57,-0.0367
ENSG00000181061,HIGD1A,164,-0.7540,189,-0.5319,327,0.35318,378,0.59882,263,-0.0058
ENSG00000144647,POMGNT2,21,-1.5809,29,-1.0710,41,-0.5752,56,-0.0846,76,1.04703
ENSG00000163788,SNRK,19,-1.6116,26,-1.1169,46,-0.2466,41,-0.4269,70,1.08264
ENSG00000160746,ANO10,21,-0.2200,14,-0.8738,8,-1.6763,21,-0.2260,31,0.93528
ENSG00000179152,TCAIM,26,1.01056,10,-0.4529,21,0.64663,12,-0.2740,11,-0.5660
ENSG00000185219,ZNF445,21,0.77423,11,-0.2721,10,-0.4507,13,-0.0116,13,-0.1140
ENSG00000163807,KIAA1143,20,-0.8590,29,-0.3410,32,-0.1836,38,0.11456,40,0.42956
ENSG00000169964,TMEM42,26,-0.5228,21,-0.8579,28,-0.4080,53,0.63523,40,0.30383
ENSG00000163812,ZDHHC3,23,-0.7677,18,-1.1145,31,-0.2697,28,-0.4363,47,0.89028
ENSG00000075914,EXOSC7,14,-0.9797,13,-1.0688,28,0.13522,35,0.48490,29,0.35109
ENSG00000249992,TMEM158,18,-2.0402,41,-0.8150,120,0.91720,190,1.78584,52,-0.8351
ENSG00000011376,LARS2,7,-0.8578,17,0.60128,21,0.92048,19,0.71116,9,-0.8180
ENSG00000211456,SACM1L,32,-0.7020,30,-0.8102,51,0.01335,60,0.27478,56,0.37648
ENSG00000163818,LZTFL1,12,-1.8415,11,-1.9058,46,0.20487,30,-0.4665,53,1.07755
ENSG00000160801,PTH1R,31,1.55177,15,0.20244,4,-1.6380,9,-0.5830,11,-0.3770
ENSG00000160799,CCDC12,39,-0.0935,29,-0.5300,53,0.40888,23,-0.8763,45,0.31964
ENSG00000181555,SETD2,35,0.34800,20,-0.5493,20,-0.5144,21,-0.4424,32,0.38033
ENSG00000088727,KIF9,17,-0.8227,31,0.11000,12,-1.3693,25,-0.2328,35,0.71828
ENSG00000114648,KLHL18,14,-1.0754,15,-0.9983,23,-0.3274,30,0.09673,35,0.74315
ENSG00000076201,PTPN23,29,-0.5555,31,-0.4472,37,-0.1811,34,-0.3135,49,0.55179
ENSG00000114650,SCAP,41,-0.3478,42,-0.3152,46,-0.1813,77,0.67621,51,-0.0120
ENSG00000163832,ELP6,21,-0.4290,24,-0.2651,27,-0.0683,24,-0.2052,31,0.36291
ENSG00000114646,CSPG5,57,-1.2432,114,-0.1661,166,0.45042,108,-0.2504,139,0.31512
ENSG00000173473,SMARCC1,74,2.41341,20,0.00653,11,-0.9255,12,-0.7569,13,-1.1639
ENSG00000132153,DHX30,57,-1.1143,78,-0.6391,120,0.04405,144,0.34546,131,0.38373
ENSG00000047849,MAP4,474,0.78769,255,-0.2383,180,-0.7901,310,0.07341,290,-0.0728
ENSG00000164050,PLXNB1,171,2.03608,88,0.75905,65,0.25101,15,-2.0195,33,-1.3627
ENSG00000232112,TMA7,657,0.13757,706,0.25607,696,0.23276,553,-0.1417,565,-0.2100
ENSG00000164054,SHISA5,69,-0.4835,67,-0.5369,140,0.66126,126,0.48436,89,-0.1791
ENSG00000010256,UQCRC1,139,-1.2364,215,-0.5653,208,-0.6138,367,0.29389,367,0.65646
ENSG00000008300,CELSR3,8,-1.1650,9,-0.8762,24,0.62400,16,-0.0418,18,0.34551
ENSG00000213672,NCKIPSD,22,-1.7171,39,-0.8908,103,0.65607,81,0.26343,75,0.29432
ENSG00000068745,IP6K2,37,-0.6737,41,-0.5282,50,-0.2049,77,0.49625,62,0.26212
ENSG00000114302,PRKAR2A,36,0.17929,18,-0.9301,31,-0.0657,29,-0.1669,36,0.30869
ENSG00000177479,ARIH2,49,0.32670,24,-0.8329,28,-0.5860,51,0.37366,42,0.15946
ENSG00000178467,P4HTM,57,-1.4765,80,-0.9697,133,-0.1694,198,0.48365,173,0.55979
ENSG00000178252,WDR6,69,0.65392,38,-0.3332,53,0.20822,41,-0.2173,44,-0.1941
ENSG00000178149,DALRD3,14,-1.0726,22,-0.3056,26,-0.0912,18,-0.6649,33,0.72570
ENSG00000178057,NDUFAF3,152,0.09864,128,-0.1738,131,-0.1320,160,0.18499,143,-0.0009
ENSG00000178035,IMPDH2,46,0.05615,29,-0.6960,57,0.40011,34,-0.4603,48,0.19407
ENSG00000198218,QRICH1,17,-1.4420,21,-1.1477,43,-0.0801,60,0.47358,52,0.56465
ENSG00000172053,QARS,46,0.35873,20,-0.9721,40,0.12853,31,-0.2752,39,0.19193
ENSG00000172046,USP19,15,-0.9742,11,-1.4059,34,0.33542,25,-0.1925,33,0.63698
ENSG00000185909,KLHDC8B,18,-0.3561,11,-1.0196,10,-1.2066,13,-0.8257,30,1.15501
ENSG00000114316,USP4,15,-0.5887,17,-0.4398,18,-0.3040,36,0.80251,22,0.07267
ENSG00000067560,RHOA,367,1.00184,159,-0.3969,205,0.01425,173,-0.2622,186,-0.2837
ENSG00000145022,TCTA,32,-0.2000,19,-0.9771,47,0.40737,50,0.51571,36,-0.0421
ENSG00000145029,NICN1,28,-0.3970,40,0.17885,37,0.03341,36,0.02071,36,0.04586
ENSG00000173402,DAG1,55,0.38519,37,-0.2695,49,0.20834,51,0.24509,40,-0.2614
ENSG00000164061,BSN,17,-3.6195,132,-0.5879,174,-0.1509,348,1.01474,210,0.32537
ENSG00000164062,APEH,37,-1.0757,50,-0.6016,57,-0.3935,106,0.61299,82,0.38755
ENSG00000164068,RNF123,16,-0.9523,17,-0.8804,18,-0.8416,61,1.19391,32,0.19219
ENSG00000176095,IP6K1,38,-1.1554,66,-0.2899,70,-0.2085,153,1.11550,78,-0.0709
ENSG00000164076,CAMKV,39,-2.6428,163,-0.4931,332,0.66798,362,0.81829,221,-0.0177
ENSG00000164077,MON1A,20,-0.3493,19,-0.4909,24,-0.0986,25,-0.0319,28,0.35680
ENSG00000004534,RBM6,41,0.26803,21,-0.7791,40,0.24033,21,-0.7833,37,0.29258
ENSG00000003756,RBM5,65,0.19918,34,-0.8120,79,0.52889,70,0.31947,54,-0.2046
ENSG00000114353,GNAI2,298,1.52935,127,0.02523,120,-0.0608,119,-0.0728,92,-0.8543
ENSG00000012171,SEMA3B,263,4.16128,36,-0.2375,18,-1.2813,9,-2.3639,10,-2.9349
ENSG00000243477,NAA80,4,-2.1027,19,0.06782,7,-1.3755,41,1.42236,18,0.01994
ENSG00000068001,HYAL2,25,1.20600,13,0.06903,11,-0.1994,2,-2.7417,12,-0.0689
ENSG00000114383,TUSC2,48,-1.1901,89,-0.2409,102,-0.0195,116,0.18589,115,0.37298
ENSG00000068028,RASSF1,25,1.23923,10,-0.3145,11,-0.1830,11,-0.0798,10,-0.4613
ENSG00000114388,NPRL2,22,-0.4265,15,-1.0329,31,0.13110,26,-0.1531,33,0.48237
ENSG00000114395,CYB561D2,26,1.04589,7,-1.0294,19,0.45211,10,-0.4864,13,-0.2687
ENSG00000126062,TMEM115,27,-0.2457,24,-0.4070,27,-0.2328,41,0.45957,32,0.11808
ENSG00000088543,C3orf18,17,-0.7628,24,-0.2909,22,-0.4044,21,-0.5088,34,0.71050
ENSG00000088538,DOCK3,20,-2.4704,57,-0.9268,132,0.41186,109,0.09868,122,0.60689
ENSG00000145050,MANF,30,-0.0654,24,-0.3912,53,0.91855,46,0.67726,25,-0.6197
ENSG00000259956,RBM15B,7,-2.1540,24,-0.4348,37,0.25988,22,-0.5338,38,0.75476
ENSG00000164081,TEX264,34,-0.4772,35,-0.3976,45,-0.0102,22,-1.1058,55,0.67142
ENSG00000164082,GRM2,2,-4.2767,8,-2.1917,24,-0.6567,30,-0.3025,53,1.69139
ENSG00000090097,PCBP4,132,1.98637,41,-0.1108,47,0.11483,18,-1.3817,32,-0.9067
ENSG00000248487,ABHD14A,46,-1.4633,64,-0.9657,187,0.76011,150,0.37628,125,0.15658
ENSG00000162244,RPL29,1333,1.32650,737,0.28217,514,-0.3017,476,-0.4225,505,-0.5997
ENSG00000164086,DUSP7,33,0.43024,17,-0.6633,29,0.21596,28,0.11856,25,-0.1113
ENSG00000023330,ALAS1,22,-1.0456,18,-1.3824,46,0.07347,44,-0.0170,53,0.70603
ENSG00000247596,TWF2,22,-1.2774,47,-0.1268,76,0.67173,69,0.49479,49,-0.1345
ENSG00000164088,PPM1M,4,-1.3226,13,0.20974,32,1.85380,10,-0.2210,8,-0.7992
ENSG00000164091,WDR82,71,-0.8357,73,-0.7958,142,0.26278,106,-0.2041,139,0.50238
ENSG00000163930,BAP1,47,-0.7991,115,0.63311,80,0.03733,73,-0.1277,78,-0.0076
ENSG00000010322,NISCH,71,-1.7706,167,-0.4569,201,-0.1668,255,0.21995,263,0.59607
ENSG00000168268,NT5DC2,22,-0.0870,27,0.25454,6,-1.9097,23,-0.0347,26,0.40884
ENSG00000168273,SMIM4,33,-0.2030,37,-0.0160,39,0.06807,37,-0.0252,38,0.06576
ENSG00000163939,PBRM1,40,0.71750,17,-0.6104,25,-0.0572,14,-0.8909,27,0.16402
ENSG00000163938,GNL3,27,-0.5469,32,-0.2817,46,0.28885,61,0.78094,36,-0.2141
ENSG00000016864,GLT8D1,13,-1.0630,21,-0.3822,36,0.50768,31,0.28123,27,0.10390
ENSG00000114902,SPCS1,116,-0.9233,119,-0.8804,205,-0.0225,244,0.25821,238,0.47662
ENSG00000114904,NEK4,10,-0.7777,9,-0.9596,17,0.00635,13,-0.3787,21,0.71547
ENSG00000272573,MUSTN1,86,3.43671,16,0.02965,1,-3.3840,14,-0.2188,6,-2.2957
ENSG00000213533,STIMATE,12,-0.2832,7,-1.0491,21,0.65336,7,-1.0054,16,0.42715
ENSG00000163932,PRKCD,7,-2.3504,30,-0.2064,15,-1.2134,45,0.46683,41,0.76471
ENSG00000163931,TKT,100,0.02528,64,-0.6792,94,-0.0685,124,0.38194,101,0.07387
ENSG00000113811,SELENOK,162,0.65194,107,-0.0327,105,-0.0657,98,-0.1747,103,-0.2032
ENSG00000157445,CACNA2D3,4,-3.7783,22,-1.3776,84,0.71802,67,0.32287,63,0.50385
ENSG00000187672,ERC2,35,-1.1032,68,-0.0968,95,0.45482,82,0.22071,74,0.06676
ENSG00000163946,TASOR,43,1.17406,15,-0.5930,16,-0.4721,27,0.33297,19,-0.4098
ENSG00000163947,ARHGEF3,11,-2.6496,27,-1.3686,37,-0.8997,72,0.13280,89,1.27053
ENSG00000157500,APPL1,50,-0.0278,36,-0.5468,77,0.68002,54,0.08569,49,-0.1602
ENSG00000174840,PDE12,14,-0.4793,9,-1.1099,28,0.66173,19,0.05225,20,0.16230
ENSG00000168374,ARF4,45,-1.0154,44,-1.0458,110,0.41402,132,0.71990,88,0.09158
ENSG00000163681,SLMAP,29,-0.2424,23,-0.5811,34,-1.3558,38,0.17555,36,0.21810
ENSG00000136068,FLNB,43,2.22078,12,-0.0339,5,-1.4579,12,-0.0504,8,-1.0785
ENSG00000163686,ABHD6,47,-0.9207,37,-1.2707,54,-0.6887,123,0.62791,99,0.60258
ENSG00000163684,RPP14,8,-0.7937,14,-0.0154,8,-0.9163,10,-0.4764,17,0.75318
ENSG00000168297,PXK,179,2.86329,19,-1.2067,33,-0.3574,25,-0.7954,23,-1.4345
ENSG00000168291,PDHB,56,-0.9129,57,-0.8978,72,-0.5306,150,0.65395,115,0.45136
ENSG00000168301,KCTD6,12,-1.3272,23,-0.3704,11,-1.5612,61,1.22601,32,0.24800
ENSG00000168309,FAM107A,811,1.22269,875,1.36543,290,-0.5080,206,-1.0393,282,-0.9525
ENSG00000144724,PTPRG,10,-1.7609,22,-0.5910,17,-0.9701,23,-0.4877,42,1.23229
ENSG00000114405,C3orf14,31,-1.7174,84,-0.1769,128,0.51014,140,0.66788,93,-0.0498
ENSG00000153266,FEZF2,8,-1.6192,11,-1.0340,154,4.62661,6,-1.8451,4,-3.2747
ENSG00000163618,CADPS,26,-3.0466,83,-1.3255,226,0.24429,258,0.46078,232,0.64684
ENSG00000163630,SYNPR,43,-1.8116,64,-1.2279,367,1.69033,101,-0.5337,140,-0.0439
ENSG00000163634,THOC7,48,-1.1552,78,-0.3993,108,0.12326,128,0.39781,108,0.25734
ENSG00000163636,PSMD6,38,-0.7530,30,-1.0881,85,0.52795,93,0.68237,61,0.00042
ENSG00000163637,PRICKLE2,16,-1.9324,50,-0.2384,115,1.15678,91,0.74309,50,-0.4286
ENSG00000151276,MAGI1,19,-1.5898,27,-1.0586,49,-0.1213,45,-0.2712,68,0.94605
ENSG00000144741,SLC25A26,20,-1.0630,22,-0.9350,41,0.00817,48,0.26759,47,0.50637
ENSG00000144749,LRIG1,94,1.36777,55,0.41382,75,0.97025,18,-1.3066,28,-1.0989
ENSG00000183662,TAFA1,0,-9.0876,17,-1.1363,0,-8.7364,45,0.40025,52,1.71501
ENSG00000144747,TMF1,28,-0.2323,20,-0.7527,27,-0.2885,17,-1.0235,40,0.79217
ENSG00000144744,UBA3,39,-0.3099,23,-1.1116,38,-0.3745,39,-0.3385,58,0.73790
ENSG00000144746,ARL6IP5,134,-0.8500,107,-1.1839,220,-0.0632,348,0.69975,251,0.30755
ENSG00000114861,FOXP1,49,0.62356,21,-0.7091,58,0.91170,34,0.01231,28,-0.5234
ENSG00000163412,EIF4E3,34,-0.2739,33,-0.3292,80,1.15263,29,-0.5477,38,-0.2088
ENSG00000170837,GPR27,13,-1.2584,18,-0.8004,49,0.78721,39,0.42267,31,0.04025
ENSG00000163602,RYBP,47,0.66600,22,-0.5468,46,0.62240,36,0.23290,26,-0.5172
ENSG00000163605,PPP4R2,36,0.12784,21,-0.7296,51,0.73025,46,0.52626,29,-0.4060
ENSG00000121440,PDZRN3,4,-2.5183,11,-1.2585,2,-3.8393,30,0.28003,36,1.57705
ENSG00000185008,ROBO2,7,-3.0011,35,-0.6656,45,-0.2701,88,0.85738,60,0.46454
ENSG00000169855,ROBO1,24,0.27971,9,-1.1840,44,1.35079,19,-0.0365,17,-0.5200
ENSG00000175161,CADM2,126,-1.4159,143,-1.2206,388,0.35276,344,0.15183,364,0.53799
ENSG00000083937,CHMP2B,56,0.04143,34,-0.7422,61,0.17640,69,0.37456,54,-0.0134
ENSG00000163320,CGGBP1,42,-0.5242,40,-0.6169,86,0.64446,57,-0.0411,60,0.10171
ENSG00000269028,MTRNR2L12,11383,1.27583,12815,1.50280,3775,-0.5820,1667,-1.8272,3870,-0.9371
ENSG00000261292,AC110491.1,0,-7.5108,13,-1.2143,0,-8.3542,20,-0.5551,44,2.41306
ENSG00000113966,ARL6,11,-1.7307,15,-1.3274,31,-0.2565,20,-0.9298,49,1.34073
ENSG00000170854,RIOX2,15,-0.1055,14,-0.2010,11,-0.5434,7,-1.2653,19,0.69595
ENSG00000080822,CLDND1,1149,3.36709,138,-0.7750,162,-0.5311,119,-1.0070,94,-2.0611
ENSG00000080819,CPOX,40,0.79259,14,-0.9244,17,-0.6092,16,-0.6474,27,0.32697
ENSG00000064225,ST3GAL6,16,0.05031,11,-0.5124,18,0.21631,14,-0.1315,16,0.11772
ENSG00000184220,CMSS1,41,-0.8875,37,-1.0485,58,-0.3447,63,-0.2047,90,0.84770
ENSG00000036054,TBC1D23,16,-0.5200,9,-1.3637,17,-0.4686,22,-0.0405,28,0.78074
ENSG00000114021,NIT2,15,-1.6004,29,-0.6656,26,-0.7830,87,1.17810,47,0.25795
ENSG00000154174,TOMM70,28,-1.6931,46,-0.9820,81,-0.0984,152,0.97217,93,0.27377
ENSG00000206535,LNP1,8,-1.0679,12,-0.5270,3,-2.6519,26,0.66802,21,0.75695
ENSG00000114354,TFG,49,-0.6834,46,-0.7892,48,-0.7303,98,0.42247,88,0.55075
ENSG00000138468,SENP7,17,0.35911,10,-0.4324,12,-0.2743,7,-1.0651,16,0.42741
ENSG00000174173,TRMT10C,11,-1.5854,20,-0.7006,27,-0.2732,48,0.68455,36,0.43088
ENSG00000081154,PCNP,133,-0.1488,121,-0.3018,144,-0.0284,124,-0.2687,159,0.28371
ENSG00000066422,ZBTB11,23,-0.7419,17,-1.2030,41,0.13805,41,0.13575,43,0.49118
ENSG00000114391,RPL24,1244,1.03662,805,0.28290,599,-0.1966,642,-0.0866,561,-0.5518
ENSG00000182504,CEP97,28,1.02791,11,-0.4624,9,-0.8552,14,-0.1397,15,-0.0488
ENSG00000144815,NXPE3,80,1.19066,23,-0.8276,34,-0.2464,33,-0.2944,37,-0.1810
ENSG00000170017,ALCAM,151,0.73372,62,-0.6950,97,0.00772,147,0.68767,83,-0.4547
ENSG00000242759,LINC00882,21,0.30164,12,-0.4970,10,-0.7656,13,-0.4643,20,0.46809
ENSG00000114439,BBX,115,2.82958,18,-0.6044,23,-0.2215,17,-0.6580,13,-1.6609
ENSG00000196776,CD47,87,-0.7594,64,-1.2405,225,0.77986,169,0.28507,146,0.09718
ENSG00000114446,IFT57,15,-1.5419,14,-1.5941,97,1.52949,31,-0.4385,41,0.08157
ENSG00000198919,DZIP3,30,-1.2563,36,-0.9477,64,-0.0658,73,0.14941,80,0.64126
ENSG00000240891,PLCXD2,2,-3.8353,12,-1.5989,88,1.58638,30,-0.2754,38,0.17436
ENSG00000144827,ABHD10,30,-0.8879,25,-1.1556,75,0.56716,66,0.34246,57,0.20630
ENSG00000144834,TAGLN3,113,-2.2631,262,-1.0045,854,0.91610,587,0.27343,531,0.22621
ENSG00000091972,CD200,22,-2.4971,54,-1.1512,109,-0.0630,127,0.18403,142,0.85837
ENSG00000144848,ATG3,101,1.06230,40,-0.4892,54,0.00028,29,-0.9647,53,-0.0911
ENSG00000138459,SLC35A5,24,-0.4207,18,-0.8775,42,0.49224,41,0.46063,31,-0.0056
ENSG00000163608,NEPRO,11,-0.6851,11,-0.6818,41,1.47213,24,0.56385,14,-0.6573
ENSG00000176542,USF3,13,-0.3502,9,-0.8887,23,0.59626,21,0.46480,15,-0.0825
ENSG00000121579,NAA50,21,-1.0962,35,-0.2992,35,-0.2915,47,0.17566,49,0.48420
ENSG00000114573,ATP6V1A,72,-2.1269,138,-1.1625,339,0.25207,514,0.96549,311,0.22414
ENSG00000184307,ZDHHC23,0,-8.0588,7,-1.3080,23,0.53007,21,0.40762,20,0.61156
ENSG00000181722,ZBTB20,80,3.53448,27,1.01901,7,-1.1621,1,-3.9662,3,-2.8763
ENSG00000172020,GAP43,149,-2.5414,670,-0.2639,319,-1.4129,963,0.32571,1002,0.93092
ENSG00000185565,LSAMP,105,-0.4358,116,-0.2761,164,0.28068,141,0.03863,143,0.12145
ENSG00000113845,TIMMDC1,50,-0.0327,43,-0.2833,57,0.18903,28,-0.9250,56,0.33237
ENSG00000138495,COX17,151,-0.2303,177,0.02255,162,-0.1271,163,-0.1166,184,0.17321
ENSG00000082701,GSK3B,22,-2.1705,51,-0.9250,86,-0.1177,136,0.64915,107,0.53334
ENSG00000163428,LRRC58,42,1.08582,13,-0.7466,25,0.22420,25,0.21063,18,-0.5115
ENSG00000065518,NDUFB4,211,-0.8819,369,-0.0011,331,-0.1794,439,0.28162,395,0.22783
ENSG00000144840,RABL3,32,0.62368,18,-0.2856,24,0.16765,15,-0.5427,21,-0.0711
ENSG00000145087,STXBP5L,13,-2.4003,30,-1.1503,100,0.74253,77,0.30587,71,0.36449
ENSG00000173230,GOLGB1,85,0.64707,39,-0.6138,118,1.23374,60,0.07356,43,-0.8033
ENSG00000173226,IQCB1,11,-0.4474,11,-0.4335,21,0.54703,17,0.19937,15,-0.0243
ENSG00000114023,FAM162A,84,-0.6730,101,-0.3786,120,-0.1096,188,0.64104,132,0.10021
ENSG00000114030,KPNA1,41,-0.2834,29,-0.8169,34,-0.6037,86,0.93910,51,0.09218
ENSG00000173175,ADCY5,37,-0.6246,48,-0.2060,75,0.50880,49,-0.1959,57,0.13101
ENSG00000206527,HACD2,53,0.27113,30,-0.6429,54,0.30889,65,0.61714,40,-0.3228
ENSG00000065534,MYLK,103,2.44049,27,-0.0757,14,-1.0919,4,-2.7850,21,-0.8082
ENSG00000160145,KALRN,16,-3.0266,59,-1.1616,194,0.75965,117,-0.0874,145,0.58411
ENSG00000082781,ITGB5,36,1.57721,20,0.48113,11,-0.4439,0,-6.3498,13,-0.3560
ENSG00000163848,ZNF148,27,-0.1381,20,-0.6215,28,-0.0598,42,0.60780,29,0.00122
ENSG00000114520,SNX4,26,-0.4852,17,-1.1440,39,0.16621,44,0.38008,38,0.27243
ENSG00000114544,SLC41A3,22,-2.3026,63,-0.7075,84,-0.2582,122,0.33529,120,0.72163
ENSG00000144908,ALDH1L1,48,1.15561,35,0.59057,33,0.51406,3,-3.0592,20,-0.5676
ENSG00000159685,CHCHD6,30,-1.4107,55,-0.4977,62,-0.3098,92,0.32464,88,0.55097
ENSG00000114554,PLXNA1,9,-2.3554,22,-1.0475,45,0.04997,53,0.30496,53,0.70490
ENSG00000163870,TPRA1,20,-0.0636,15,-0.5327,33,0.75491,27,0.42139,18,-0.3447
ENSG00000114631,PODXL2,86,-1.1655,132,-0.4977,242,0.47960,229,0.38718,188,0.12572
ENSG00000114626,ABTB1,38,-0.6541,40,-0.5803,57,-0.0128,81,0.56209,60,0.16291
ENSG00000074416,MGLL,103,-0.6487,231,0.65546,211,0.50271,99,-0.7200,152,-0.0867
ENSG00000058262,SEC61A1,39,-0.4242,51,0.00100,50,-0.0213,44,-0.2299,55,0.24878
ENSG00000175792,RUVBL1,9,-1.2950,11,-0.9604,21,-0.0148,26,0.32738,25,0.54265
ENSG00000163902,RPN1,72,-0.5304,49,-1.1308,119,0.26550,77,-0.4345,119,0.57789
ENSG00000075785,RAB7A,154,-0.2460,123,-0.6005,184,0.04825,229,0.40580,184,0.09623
ENSG00000177646,ACAD9,16,-0.8267,16,-0.8062,41,0.71635,28,0.10093,28,0.13696
ENSG00000240682,ISY1,10,-0.4232,10,-0.4290,24,0.92673,20,0.62330,12,-0.4586
ENSG00000169714,CNBP,172,0.27670,109,-0.4602,153,0.09027,80,-0.9412,158,0.30301
ENSG00000181789,COPG1,20,-2.2031,46,-0.9748,83,-0.0450,113,0.45646,102,0.63053
ENSG00000183624,HMCES,21,-1.2080,29,-0.6994,40,-0.2042,58,0.39085,53,0.49876
ENSG00000184897,H1FX,106,-0.8474,136,-0.4680,185,0.02633,180,-0.0154,206,0.44080
ENSG00000129071,MBD4,24,-0.0320,17,-0.6036,21,-0.2874,21,-0.2871,28,0.44114
ENSG00000163913,IFT122,6,-1.5300,11,-0.7021,21,0.32172,27,0.71351,18,0.15520
ENSG00000004399,PLXND1,24,-0.2361,29,0.03944,5,-2.5867,8,-1.8035,37,1.15177
ENSG00000172765,TMCC1,20,-0.7963,15,-1.2163,22,-0.6733,45,0.43254,41,0.66580
ENSG00000196455,PIK3R4,16,-0.8453,10,-1.4366,42,0.73717,37,0.50714,28,0.07014
ENSG00000017260,ATP2C1,55,-1.1816,57,-1.1213,164,0.54813,196,0.85730,118,-0.0075
ENSG00000198585,NUDT16,61,0.42071,42,-0.1934,23,-1.1216,67,0.56873,47,-0.0476
ENSG00000114686,MRPL3,35,-0.7694,38,-0.6653,42,-0.5254,88,0.70053,64,0.32266
ENSG00000196353,CPNE4,0,-7.8032,21,-1.0753,10,-2.1519,73,0.96914,54,1.03696
ENSG00000138246,DNAJC13,21,-0.1269,23,0.03884,22,-0.0296,28,0.33360,22,-0.1004
ENSG00000081307,UBA5,7,-2.3848,16,-1.2178,60,0.84651,28,-0.4273,43,0.61614
ENSG00000144868,TMEM108,2,-3.9504,17,-0.9690,24,-0.4412,34,0.08870,42,1.11539
ENSG00000091527,CDV3,80,0.16757,55,-0.4500,65,-0.1662,85,0.26938,73,0.03710
ENSG00000163781,TOPBP1,16,-0.4013,12,-0.8301,27,0.44638,20,-0.0897,22,0.24619
ENSG00000091513,TF,1427,5.01249,103,-1.0214,92,-1.1838,20,-3.4552,27,-3.9014
ENSG00000144867,SRPRB,18,-1.5002,18,-1.4664,40,-0.2458,49,0.06097,60,0.92588
ENSG00000154917,RAB6B,101,-2.5430,376,-0.5587,477,-0.1820,702,0.45162,630,0.60644
ENSG00000114019,AMOTL2,67,1.34250,12,-1.3688,26,-0.2771,20,-0.6758,30,-0.0495
ENSG00000129055,ANAPC13,35,-1.0824,51,-0.5196,59,-0.2818,97,0.53257,78,0.37030
ENSG00000182923,CEP63,18,-0.0386,16,-0.1653,14,-0.3682,9,-1.0296,21,0.54101
ENSG00000154928,EPHB1,16,0.33139,18,0.50756,5,-1.5022,4,-1.5941,15,0.45325
ENSG00000114054,PCCB,43,0.54113,21,-0.5548,28,-0.1148,30,-0.0487,31,0.00482
ENSG00000168917,SLC35G2,11,-0.8941,9,-1.2532,20,-0.0634,34,0.82569,22,0.25671
ENSG00000158092,NCK1,10,-0.8869,14,-0.2974,15,-0.2510,25,0.62584,18,0.18891
ENSG00000114098,ARMC8,27,-0.8816,27,-0.8657,63,0.47893,68,0.61602,47,0.04433
ENSG00000158186,MRAS,27,-1.4533,68,-0.0159,146,1.28663,73,0.09804,61,-0.3528
ENSG00000114107,CEP70,13,-0.4120,19,0.11544,41,1.46935,10,-0.9121,15,-0.4637
ENSG00000051382,PIK3CB,22,-1.4378,45,-0.3309,106,1.11269,58,0.09465,53,-0.1198
ENSG00000175110,MRPS22,18,-1.3192,19,-1.2289,30,-0.5968,48,0.17815,55,0.91024
ENSG00000184432,COPB2,35,-0.0514,20,-0.9026,48,0.46228,53,0.60443,34,-0.1886
ENSG00000114115,RBP1,67,2.04683,25,0.22926,18,-0.2940,11,-1.0825,15,-1.0076
ENSG00000158258,CLSTN2,15,-2.7184,38,-1.3408,358,2.66428,161,0.99190,47,-1.5917
ENSG00000114120,SLC25A36,31,-1.1552,39,-0.8174,62,-0.0893,85,0.43119,74,0.45364
ENSG00000177311,ZBTB38,25,-0.7909,33,-0.3444,38,-0.1138,45,0.17090,45,0.36039
ENSG00000155903,RASA2,6,-1.5972,11,-0.8786,18,-0.0328,28,0.64757,21,0.40911
ENSG00000114125,RNF7,60,-0.7556,76,-0.3817,89,-0.1271,124,0.41173,104,0.25250
ENSG00000069849,ATP1B3,41,-1.5177,60,-0.9371,72,-0.6623,139,0.39877,134,0.78019
ENSG00000114126,TFDP2,27,0.23345,20,-0.1981,20,-0.2018,21,-0.1518,24,0.11099
ENSG00000175054,ATR,10,-1.2832,15,-0.6742,18,-0.3547,39,0.87878,25,0.27850
