Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000116885,OSCP1,1,-3.5238,14,-0.2875,31,1.12842,18,0.07931,14,-0.3133,14,-0.2965
ENSG00000116898,MRPS15,46,-0.1959,51,-0.0520,64,0.37076,55,0.08384,64,0.35410,29,-0.9538
ENSG00000163873,GRIK3,105,2.35721,93,2.09510,3,-3.1407,27,-0.0475,5,-2.5694,5,-2.6170
ENSG00000163875,MEAF6,85,-0.0539,126,0.56818,112,0.43792,98,0.22163,67,-0.4726,53,-0.8558
ENSG00000134697,GNL2,23,0.58638,12,-0.3849,21,0.57391,15,-0.0091,10,-0.6971,13,-0.2466
ENSG00000116922,C1orf109,31,1.13398,11,-0.5451,24,0.79146,17,0.19137,5,-1.7137,9,-0.7763
ENSG00000183317,EPHA10,31,0.94425,3,-2.4372,21,0.31405,27,0.94021,14,-0.3787,3,-2.4294
ENSG00000185090,MANEAL,30,-0.0524,11,-1.5458,67,1.52269,30,-0.0669,20,-0.7351,18,-0.8783
ENSG00000196449,YRDC,31,0.88281,17,-0.0634,19,0.09705,21,0.27037,10,-0.9051,15,-0.3619
ENSG00000197982,C1orf122,202,-0.3468,189,-0.4453,187,-0.5094,200,-0.4348,323,0.45163,379,0.75987
ENSG00000183431,SF3A3,38,0.07306,37,0.02166,46,0.40231,33,-0.1852,40,0.15368,28,-0.4559
ENSG00000183520,UTP11,18,-0.7153,21,-0.5190,38,0.43912,37,0.44437,26,-0.2018,24,-0.3779
ENSG00000116954,RRAGC,30,-0.4485,28,-0.5213,66,0.96179,38,-0.0759,30,-0.4448,35,-0.2037
ENSG00000174574,AKIRIN1,62,-0.5993,98,0.11945,119,0.48837,111,0.41240,71,-0.4078,63,-0.6237
ENSG00000168653,NDUFS5,687,-0.0302,513,-0.4872,854,0.35695,806,0.28490,650,-0.1324,541,-0.4428
ENSG00000127603,MACF1,101,0.01619,148,0.62779,72,-0.5658,92,-0.1685,93,-0.1372,125,0.39001
ENSG00000090621,PABPC4,67,0.19054,74,0.34636,37,-0.7765,55,-0.1591,46,-0.4297,91,0.78527
ENSG00000116983,HPCAL4,153,-1.1186,385,0.31672,390,0.38342,387,0.42111,313,-0.0142,184,-0.9082
ENSG00000084072,PPIE,63,1.08459,31,-0.1007,37,0.24018,32,-0.0346,20,-0.7900,27,-0.3331
ENSG00000168389,MFSD2A,40,1.02493,9,-1.2187,13,-0.8087,14,-0.7408,19,-0.1326,38,1.11772
ENSG00000131236,CAP1,240,0.71511,140,-0.1617,211,0.56391,119,-0.5060,106,-0.6362,167,0.13053
ENSG00000131238,PPT1,95,-0.1923,86,-0.3554,132,0.37613,124,0.29101,98,-0.1565,84,-0.4199
ENSG00000084073,ZMPSTE24,40,0.59336,39,0.54352,28,0.02484,15,-1.1185,29,0.04103,35,0.37687
ENSG00000049089,COL9A2,4,-2.1332,45,1.36196,3,-2.9968,9,-1.4078,16,-0.3759,53,2.03202
ENSG00000084070,SMAP2,140,0.34036,138,0.31173,146,0.46411,130,0.27273,100,-0.2169,43,-1.5555
ENSG00000117016,RIMS3,17,-1.6384,70,0.57248,57,0.27008,69,0.71004,42,-0.2744,25,-1.1216
ENSG00000066136,NFYC,50,0.85460,24,-0.3072,34,0.26904,35,0.33866,15,-1.1432,24,-0.3577
ENSG00000171793,CTPS1,6,-1.1619,6,-1.0564,19,0.73035,19,0.84121,9,-0.5978,8,-0.8157
ENSG00000127124,HIVEP3,3,-2.5410,40,1.42254,18,0.07851,17,0.04155,13,-0.3865,15,-0.2451
ENSG00000198815,FOXJ3,26,-0.7786,66,0.66969,70,0.88755,43,-0.0437,29,-0.6537,30,-0.6268
ENSG00000177181,RIMKLA,68,1.06852,32,-0.1595,36,0.01313,54,0.92027,20,-0.9168,8,-2.3823
ENSG00000127125,PPCS,43,-0.4361,59,0.05452,66,0.27346,57,0.00138,52,-0.1555,58,0.04133
ENSG00000171960,PPIH,13,-0.1775,14,-0.1114,21,0.65456,16,0.08933,9,-0.7941,14,-0.0560
ENSG00000065978,YBX1,264,1.51666,75,-0.5618,41,-1.5626,69,-0.8293,89,-0.3301,189,1.08001
ENSG00000164008,C1orf50,18,-0.2253,30,0.53586,19,-0.1588,18,-0.3204,25,0.30010,21,0.00943
ENSG00000177868,SVBP,49,0.26282,35,-0.2429,62,0.75342,32,-0.4635,43,0.06959,32,-0.4547
ENSG00000117394,SLC2A1,94,0.82948,26,-1.1934,27,-1.1878,32,-1.0257,42,-0.4819,133,1.73698
ENSG00000117395,EBNA1BP2,88,0.09753,49,-0.8058,134,0.90910,84,0.03980,73,-0.2042,52,-0.7758
ENSG00000179178,TMEM125,3,-2.4501,23,0.46091,3,-2.6193,1,-4.1560,6,-1.6293,71,3.66787
ENSG00000066322,ELOVL1,6,-2.8030,57,0.63455,8,-2.4845,7,-2.7775,15,-1.4540,145,3.30019
ENSG00000159479,MED8,58,1.44883,23,-0.0859,30,0.38739,25,0.08074,14,-0.9333,11,-1.2392
ENSG00000178922,HYI,56,1.85184,12,-0.7004,6,-1.7142,12,-0.8048,23,0.32026,23,0.33936
ENSG00000142949,PTPRF,124,0.00528,108,-0.2213,192,0.81525,118,-0.0916,119,-0.0661,77,-0.7987
ENSG00000066135,KDM4A,3,-2.1403,11,-0.3521,13,0.00609,15,0.24292,10,-0.5400,21,0.82718
ENSG00000126091,ST3GAL3,43,0.26155,30,-0.2836,44,0.35731,43,0.33437,33,-0.1564,21,-0.8732
ENSG00000117408,IPO13,45,-0.4139,50,-0.2352,59,0.01789,54,-0.1659,65,0.19184,69,0.30375
ENSG00000117410,ATP6V0B,373,-0.3079,438,-0.0582,726,0.88304,507,0.22239,314,-0.6272,292,-0.7486
ENSG00000117411,B4GALT2,10,-2.7192,92,0.59221,52,-0.3386,77,0.39521,83,0.48178,48,-0.4796
ENSG00000159214,CCDC24,15,-0.0829,17,0.13087,22,0.63025,13,-0.2852,13,-0.2567,14,-0.1488
ENSG00000178028,DMAP1,48,0.09496,47,0.09133,50,0.19869,45,0.00722,43,-0.0771,38,-0.2625
ENSG00000117419,ERI3,197,0.06830,211,0.17318,231,0.35825,197,0.08395,171,-0.1772,139,-0.5297
ENSG00000187147,RNF220,48,-1.1416,100,-0.0099,118,0.27423,106,0.10237,96,-0.0959,108,0.12733
ENSG00000126106,TMEM53,5,-1.4337,5,-1.3307,19,0.60129,17,0.40845,16,0.30262,9,-0.6178
ENSG00000142937,RPS8,1790,0.74976,742,-0.6551,787,-0.6166,776,-0.7023,1173,0.06582,1826,0.90437
ENSG00000070785,EIF2B3,5,-2.3395,24,-0.0421,35,0.60355,31,0.44148,19,-0.4516,22,-0.1959
ENSG00000126107,HECTD3,32,1.02557,37,1.27109,13,-0.4376,17,0.02836,9,-1.0217,11,-0.7018
ENSG00000126088,UROD,88,0.27441,78,0.08323,88,0.30798,67,-0.1978,72,-0.0478,64,-0.2522
ENSG00000117450,PRDX1,290,0.03776,302,0.10244,247,-0.2382,239,-0.3262,286,0.02033,369,0.48517
ENSG00000117448,AKR1A1,57,0.13171,37,-0.5360,73,0.60713,46,-0.2375,48,-0.1411,50,-0.0689
ENSG00000132780,NASP,33,0.25532,24,-0.2714,23,-0.3226,22,-0.4667,19,-0.6773,52,1.15180
ENSG00000159592,GPBP1L1,37,0.70006,25,0.09130,26,0.17301,14,-0.9324,19,-0.3909,34,0.61929
ENSG00000159596,TMEM69,7,-0.8565,12,-0.1699,13,-0.0728,21,0.99095,7,-0.9045,11,-0.2390
ENSG00000086015,MAST2,34,0.28969,26,-0.0904,28,-0.0267,27,-0.0585,28,0.03151,27,-0.0540
ENSG00000117461,PIK3R3,8,-0.8842,7,-1.1468,14,-0.1029,24,1.07986,12,-0.3456,12,-0.4142
ENSG00000085998,POMGNT1,50,-0.0110,36,-0.5121,59,0.28048,44,-0.2511,58,0.22967,52,0.03400
ENSG00000132128,LRRC41,21,-1.2005,41,-0.1630,57,0.38766,64,0.70518,34,-0.5041,34,-0.4950
ENSG00000173660,UQCRH,439,-0.4231,424,-0.4745,698,0.34858,700,0.40723,607,0.09571,376,-0.7199
ENSG00000117480,FAAH,10,-1.5019,23,-0.3423,43,0.74306,30,0.06188,17,-0.9031,37,0.46036
ENSG00000079277,MKNK1,3,-2.5744,23,0.45623,24,0.66378,19,0.26255,11,-0.7576,16,-0.0569
ENSG00000123472,ATPAF1,85,-0.6078,135,0.11045,124,-0.0243,129,0.04461,155,0.38042,109,-0.2397
ENSG00000159658,EFCAB14,99,1.00084,43,-0.3398,27,-1.1321,35,-0.7678,41,-0.4381,103,1.25509
ENSG00000186377,CYP4X1,17,-0.0769,9,-0.9893,28,0.81279,28,0.92392,6,-1.7794,10,-0.8734
ENSG00000162368,CMPK1,104,0.16916,110,0.26303,90,-0.0590,105,0.23598,60,-0.7532,99,0.10726
ENSG00000162373,BEND5,38,0.76957,29,0.32640,39,0.94918,15,-0.7864,25,0.11710,9,-1.5639
ENSG00000162374,ELAVL4,110,-0.0313,286,1.57934,155,0.58832,114,0.01826,53,-1.2499,43,-1.5695
ENSG00000185104,FAF1,39,0.36759,27,-0.2393,47,0.76118,22,-0.5997,31,-0.0268,27,-0.2592
ENSG00000123091,RNF11,423,0.20272,597,0.77027,365,-0.0325,436,0.32597,279,-0.4942,238,-0.7518
ENSG00000085832,EPS15,187,0.58463,197,0.67073,124,-0.0802,128,-0.0250,106,-0.3531,101,-0.4358
ENSG00000117859,OSBPL9,41,1.44293,18,0.10432,13,-0.4582,16,-0.1615,9,-1.0801,19,0.20345
ENSG00000078618,NRDC,51,-0.4757,86,0.33958,93,0.52676,78,0.24674,46,-0.6768,56,-0.3541
ENSG00000169213,RAB3B,122,-0.1600,122,-0.1602,78,-0.9148,237,1.30219,95,-0.5878,89,-0.6906
ENSG00000117862,TXNDC12,42,0.74561,19,-0.5218,24,-0.2046,34,0.50553,27,0.00745,14,-1.0058
ENSG00000134717,BTF3L4,56,-0.3613,66,-0.1000,94,0.53195,80,0.26197,55,-0.4354,57,-0.3559
ENSG00000157077,ZFYVE9,6,-1.9826,30,0.38634,37,0.83416,28,0.31996,21,-0.2526,13,-1.0015
ENSG00000134748,PRPF38A,35,0.73291,18,-0.3234,17,-0.4926,12,-1.1076,21,-0.0999,40,1.12940
ENSG00000134744,TUT4,24,0.48505,12,-0.5301,10,-0.9241,13,-0.5772,18,0.07853,31,1.06061
ENSG00000162377,COA7,22,0.23461,21,0.19284,27,0.61320,19,0.03974,17,-0.1681,10,-1.0800
ENSG00000162378,ZYG11B,127,-0.0180,244,1.05720,144,0.20534,152,0.33404,82,-0.7690,69,-1.0391
ENSG00000116171,SCP2,171,1.22246,75,-0.1462,67,-0.3411,67,-0.3748,54,-0.6906,105,0.45378
ENSG00000162384,CZIB,71,0.44490,36,-0.6040,56,0.09433,46,-0.2996,50,-0.1300,66,0.38066
ENSG00000162385,MAGOH,57,0.98586,21,-0.5885,31,-0.0136,31,0.00366,27,-0.2169,27,-0.2420
ENSG00000157193,LRP8,259,2.68544,100,0.84470,22,-1.6278,48,-0.4135,21,-1.6783,34,-0.9276
ENSG00000058799,YIPF1,31,0.56892,19,-0.1883,34,0.81525,16,-0.5309,19,-0.2437,17,-0.3904
ENSG00000081870,HSPB11,53,0.16783,40,-0.2613,57,0.32639,46,-0.0715,38,-0.3667,51,0.11584
ENSG00000116209,TMEM59,242,0.49150,140,-0.3863,210,0.29325,149,-0.3535,137,-0.4589,222,0.39035
ENSG00000116221,MRPL37,48,-0.3294,74,0.36076,80,0.55547,57,-0.0715,55,-0.1215,43,-0.5261
ENSG00000157216,SSBP3,75,-1.0628,426,1.79014,146,-0.0477,113,-0.5385,103,-0.6373,157,0.07972
ENSG00000116133,DHCR24,203,0.18196,262,0.59802,293,0.90870,150,-0.3658,102,-0.9563,143,-0.4003
ENSG00000162402,USP24,39,0.70408,20,-0.3411,20,-0.3926,26,0.06091,28,0.20767,21,-0.2594
ENSG00000162407,PLPP3,86,0.38794,75,0.15965,14,-2.4955,27,-1.5983,125,1.19322,111,0.93907
ENSG00000162409,PRKAA2,20,-0.9198,36,-0.0519,50,0.56318,52,0.71580,30,-0.3441,17,-1.2672
ENSG00000173406,DAB1,0,-4.1275,11,-0.4850,23,0.78010,25,1.16519,14,-0.1281,2,-3.0786
ENSG00000162601,MYSM1,0,-5.2827,18,0.20323,22,0.62837,20,0.46927,13,-0.3371,13,-0.3647
ENSG00000177606,JUN,275,1.53367,17,-2.8275,143,0.45381,100,-0.1985,64,-0.9154,108,-0.0517
ENSG00000134709,HOOK1,12,-0.8035,39,0.99832,31,0.70978,31,0.79780,6,-1.8515,7,-1.7975
ENSG00000162599,NFIA,76,-0.2260,166,1.05740,20,-2.3472,29,-1.8999,95,0.15510,201,1.68920
ENSG00000162604,TM2D1,62,0.15556,46,-0.3000,73,0.48143,54,-0.0776,50,-0.2061,51,-0.1781
ENSG00000162607,USP1,1,-3.7616,17,-0.0717,11,-0.7838,19,0.14527,13,-0.5450,36,1.37824
ENSG00000116641,DOCK7,16,-0.1581,22,0.34867,16,-0.1945,11,-0.8218,21,0.29935,25,0.60359
ENSG00000125703,ATG4C,4,-2.2940,31,0.65046,14,-0.6333,12,-0.8938,13,-0.7709,50,1.79785
ENSG00000142856,ITGB3BP,23,0.75815,14,-0.0322,13,-0.1926,13,-0.1073,12,-0.3063,15,0.10522
ENSG00000079739,PGM1,46,0.67381,27,-0.1946,25,-0.3316,29,-0.0667,35,0.24456,27,-0.2232
ENSG00000158966,CACHD1,7,-1.3270,16,-0.1788,23,0.50154,11,-0.8174,23,0.50996,22,0.38851
ENSG00000162434,JAK1,81,0.51520,27,-1.1816,86,0.69509,74,0.47424,43,-0.5373,30,-1.1185
ENSG00000162433,AK4,55,0.17883,62,0.35930,43,-0.2197,45,-0.1986,56,0.23423,46,-0.1088
ENSG00000116675,DNAJC6,262,-0.4202,616,0.96308,407,0.30578,396,0.28976,213,-0.8011,235,-0.6454
ENSG00000213625,LEPROT,78,1.70557,33,0.20847,5,-2.6141,20,-0.6292,30,0.05870,37,0.44595
ENSG00000184588,PDE4B,31,-0.8769,53,-0.0431,54,-0.0081,59,0.15911,43,-0.4005,72,0.50445
ENSG00000118473,SGIP1,40,-1.1224,105,0.36589,101,0.34745,104,0.45158,70,-0.3007,59,-0.5765
ENSG00000198160,MIER1,18,-0.3449,27,0.25214,23,0.03643,16,-0.6377,17,-0.4412,38,0.94844
ENSG00000142864,SERBP1,139,0.35209,124,0.16749,110,-0.0198,88,-0.4352,80,-0.5687,158,0.65070
ENSG00000116717,GADD45A,125,2.54576,34,0.19681,16,-1.0832,16,-1.1845,20,-0.6895,29,-0.1087
ENSG00000172380,GNG12,57,1.94325,2,-2.9250,5,-2.1291,10,-1.0226,22,0.35522,29,0.83407
ENSG00000116729,WLS,386,2.40185,47,-1.1779,32,-1.8358,123,0.40361,54,-1.0415,69,-0.6466
ENSG00000033122,LRRC7,14,-2.1094,78,0.49381,70,0.35833,78,0.62625,48,-0.3149,36,-0.7881
ENSG00000066557,LRRC40,26,0.35217,20,-0.0693,29,0.61905,16,-0.4796,18,-0.2570,20,-0.0512
ENSG00000116754,SRSF11,69,-0.4090,165,0.99112,86,-0.0836,81,-0.1959,49,-1.0038,121,0.54164
ENSG00000118454,ANKRD13C,32,0.20853,38,0.50942,29,0.08042,29,0.09224,23,-0.3476,22,-0.3635
ENSG00000132485,ZRANB2,75,0.14175,110,0.76684,71,0.07174,68,-0.0132,47,-0.6488,64,-0.1090
ENSG00000172260,NEGR1,135,0.05873,361,1.75236,120,-0.1425,121,-0.1397,71,-1.0159,95,-0.5331
ENSG00000178965,ERICH3,35,-0.2132,65,0.79860,48,0.35824,43,0.17438,29,-0.5154,26,-0.7206
ENSG00000116791,CRYZ,6,-1.2192,55,2.47498,20,0.71313,5,-1.6315,8,-0.9247,9,-0.6810
ENSG00000162623,TYW3,13,-0.7748,38,0.84179,26,0.27832,17,-0.5452,17,-0.4274,29,0.46114
ENSG00000117054,ACADM,90,1.30246,38,-0.1075,34,-0.3119,35,-0.3137,40,-0.0515,35,-0.2544
ENSG00000137955,RABGGTB,30,-0.5053,46,0.15137,38,-0.1564,46,0.17457,32,-0.4867,54,0.45694
ENSG00000117069,ST6GALNAC5,32,-0.6772,18,-1.5473,116,1.72007,63,0.48978,28,-0.9289,9,-2.5760
ENSG00000142892,PIGK,60,1.18747,45,0.69581,27,-0.1386,26,-0.2215,15,-1.1032,27,-0.1171
ENSG00000154027,AK5,144,-1.1139,399,0.47460,544,1.16355,311,0.08960,188,-0.7712,165,-0.9830
ENSG00000036549,AC118549.1,13,-0.4770,23,0.47472,12,-0.5413,15,-0.2789,24,0.56836,19,0.12018
ENSG00000077254,USP33,67,-0.3092,97,0.28346,105,0.45630,83,0.04902,69,-0.2873,67,-0.3371
ENSG00000180488,MIGA1,73,0.09257,89,0.39991,81,0.29683,66,-0.0932,38,-0.9688,80,0.26349
ENSG00000162613,FUBP1,47,0.34657,36,-0.0683,32,-0.2548,48,0.50169,29,-0.4560,32,-0.2559
ENSG00000162616,DNAJB4,7,-2.3168,15,-1.1889,50,0.80729,35,0.17209,33,0.05305,31,-0.0777
ENSG00000117114,ADGRL2,38,0.56836,34,0.39513,44,0.92405,27,0.00954,14,-1.0159,12,-1.2583
ENSG00000137941,TTLL7,95,-0.3845,200,0.80369,124,0.03186,92,-0.5258,47,-1.5593,214,1.07154
ENSG00000142875,PRKACB,216,-0.6122,283,-0.1925,475,0.73513,378,0.34258,226,-0.5880,241,-0.4846
ENSG00000117133,RPF1,48,1.23815,22,-0.0536,25,0.20571,18,-0.4126,19,-0.2616,17,-0.4361
ENSG00000174021,GNG5,136,1.69544,22,-1.2532,17,-1.7377,26,-1.1869,74,0.71858,67,0.53404
ENSG00000117155,SSX2IP,43,-0.7089,83,0.31445,94,0.59116,92,0.63693,53,-0.4286,26,-1.5420
ENSG00000162642,C1orf52,53,-0.2587,60,-0.0709,94,0.76085,76,0.40354,42,-0.6537,36,-0.8902
ENSG00000153904,DDAH1,103,-0.7066,304,1.03930,114,-0.5948,128,-0.4453,216,0.52566,165,0.03264
ENSG00000117174,ZNHIT6,54,1.16919,29,0.11414,18,-0.6334,12,-1.3892,21,-0.3951,48,1.10658
ENSG00000122417,ODF2L,40,0.53894,42,0.61860,38,0.48803,29,0.01975,14,-1.1623,21,-0.4895
ENSG00000097033,SH3GLB1,37,0.22626,34,0.08947,28,-0.2318,25,-0.4453,24,-0.5019,51,0.86702
ENSG00000183291,SELENOF,176,0.75497,107,-0.0571,126,0.22569,90,-0.3889,84,-0.4703,122,0.17721
ENSG00000153936,HS2ST1,77,1.08657,54,0.47215,42,0.10913,36,-0.1695,41,0.03818,16,-1.4790
ENSG00000143013,LMO4,291,-1.0496,1254,1.30461,942,0.93041,482,-0.3404,463,-0.3730,263,-1.2890
ENSG00000137947,GTF2B,33,0.23369,28,-0.0046,43,0.76889,28,-0.0088,23,-0.3681,17,-0.8305
ENSG00000137944,KYAT3,27,-0.0535,23,-0.2510,49,1.10340,28,0.05080,24,-0.2619,11,-1.4480
ENSG00000197147,LRRC8B,43,-0.9727,59,-0.4964,145,1.09593,114,0.71831,52,-0.7587,29,-1.6614
ENSG00000171488,LRRC8C,15,0.14978,10,-0.4767,19,0.60772,15,0.20196,6,-1.3736,15,0.16798
ENSG00000171492,LRRC8D,13,-1.2244,31,0.07349,40,0.51556,24,-0.3891,16,-1.0704,51,0.97743
ENSG00000162664,ZNF326,31,0.25947,34,0.39470,24,-0.1692,18,-0.6769,16,-0.8488,46,1.02946
ENSG00000233593,LINC02609,44,0.30609,17,-1.1239,50,0.60204,39,0.13871,36,-0.0054,24,-0.6990
ENSG00000122482,ZNF644,1,-3.7022,30,0.64238,17,-0.3180,16,-0.4741,19,-0.1252,36,1.11047
ENSG00000172031,EPHX4,34,0.82056,3,-2.7377,38,1.15141,30,0.77687,10,-1.1530,2,-3.2641
ENSG00000189195,BTBD8,117,0.55772,58,-0.5518,112,0.55297,117,0.73756,49,-0.8877,32,-1.5612
ENSG00000067208,EVI5,28,0.31490,14,-0.7065,19,-0.3191,22,-0.1316,22,-0.0938,32,0.60862
ENSG00000122406,RPL5,975,0.97067,389,-0.5129,433,-0.3836,471,-0.2681,417,-0.4450,736,0.56428
ENSG00000154511,DIPK1A,42,0.33495,41,0.32774,41,0.33126,37,0.18996,21,-0.8032,27,-0.3851
ENSG00000143033,MTF2,15,0.10387,29,1.19738,11,-0.4450,14,0.06060,5,-1.6105,18,0.40311
ENSG00000117500,TMED5,45,0.45068,17,-1.0167,32,-0.1048,35,0.06378,27,-0.3862,44,0.46321
ENSG00000117505,DR1,78,0.69403,92,0.98393,36,-0.5621,52,0.06489,36,-0.5573,42,-0.3115
ENSG00000137942,FNBP1L,40,1.09050,31,0.67564,7,-1.7216,28,0.66689,10,-1.1795,18,-0.2111
ENSG00000067334,DNTTIP2,24,-0.4399,41,0.39420,41,0.41019,31,-0.1026,21,-0.7187,37,0.25327
ENSG00000023909,GCLM,14,-0.6097,33,0.67568,32,0.71728,25,0.35923,7,-1.7956,17,-0.3527
ENSG00000117528,ABCD3,11,-1.4137,37,0.44044,35,0.43138,28,0.00235,24,-0.2236,28,-0.0096
ENSG00000117525,F3,73,1.17803,31,-0.2299,7,-2.4515,15,-1.5351,65,1.13111,51,0.63022
ENSG00000117519,CNN3,96,0.23652,109,0.44382,33,-1.4825,55,-0.7657,96,0.26074,141,1.01721
ENSG00000172339,ALG14,31,0.96722,10,-0.8010,18,0.10411,18,0.16073,12,-0.5531,15,-0.1959
ENSG00000152078,TLCD4,55,0.78519,21,-0.7614,40,0.29925,35,0.05673,35,0.08145,21,-0.8229
ENSG00000228971,LINC02607,11,-2.1365,92,1.05856,79,0.93140,49,0.01859,30,-0.8070,32,-0.7081
ENSG00000117569,PTBP2,11,-2.0864,72,0.77652,48,0.11761,45,0.01190,31,-0.6145,58,0.47012
ENSG00000162627,SNX7,23,0.73238,31,1.27044,18,0.40450,10,-0.5775,7,-1.0814,11,-0.4485
ENSG00000117598,PLPPR5,9,-1.5450,32,0.38596,35,0.59984,37,0.81936,18,-0.5731,9,-1.5358
ENSG00000117600,PLPPR4,20,-3.0790,142,-0.1474,274,1.08395,234,0.89102,98,-0.7766,51,-1.7928
ENSG00000162688,AGL,10,-0.7428,26,0.69190,13,-0.4557,26,0.88851,12,-0.6026,12,-0.6023
ENSG00000156875,MFSD14A,17,-1.0884,48,0.49663,50,0.61083,37,0.08884,20,-0.9582,37,0.08099
ENSG00000137992,DBT,24,-0.0221,45,1.01299,28,0.24249,18,-0.5704,18,-0.4978,26,0.13970
ENSG00000137996,RTCA,86,0.94738,49,0.02006,59,0.35707,48,-0.0342,40,-0.3346,28,-0.8932
ENSG00000181656,GPR88,39,0.43526,0,-9.3342,28,-0.0726,64,1.88731,16,-1.0228,4,-3.0241
ENSG00000162694,EXTL2,43,0.39086,13,-1.4181,42,0.41387,50,0.87471,27,-0.3703,12,-1.6659
ENSG00000170989,S1PR1,8,-1.6175,20,-0.2130,9,-1.5283,12,-1.1023,60,1.94851,27,0.23308
ENSG00000118733,OLFM3,35,-0.1630,7,-2.4259,85,1.55524,47,0.38696,30,-0.4437,7,-2.6062
ENSG00000185946,RNPC3,18,0.12643,24,0.52202,20,0.28342,12,-0.6674,15,-0.1831,20,0.24476
ENSG00000198890,PRMT6,7,-1.1346,26,0.73398,18,0.22214,19,0.31089,13,-0.3698,13,-0.4045
ENSG00000162631,NTNG1,1,-4.6539,8,-1.5498,48,1.33359,40,1.15697,14,-0.9385,6,-2.2471
ENSG00000162636,FAM102B,47,0.08137,72,0.75328,53,0.29131,52,0.27435,23,-1.1235,35,-0.4288
ENSG00000162639,HENMT1,19,0.05114,35,1.04573,24,0.51292,14,-0.5535,9,-1.1096,20,0.14612
ENSG00000134186,PRPF38B,56,0.57886,53,0.49573,21,-1.0350,36,-0.1721,24,-0.8009,61,0.84859
ENSG00000116266,STXBP3,57,0.66836,42,0.16745,37,-0.0357,20,-1.1419,19,-1.1480,73,1.26008
ENSG00000121957,GPSM2,26,0.71317,12,-0.4457,4,-2.0960,8,-1.2447,19,0.27092,36,1.54448
ENSG00000121940,CLCC1,28,0.31504,12,-0.9324,27,0.28045,18,-0.5037,22,-0.0775,31,0.53771
ENSG00000085433,WDR47,102,0.08133,154,0.75907,146,0.76615,113,0.31505,54,-0.9549,34,-1.6923
ENSG00000197780,TAF13,93,0.38776,100,0.50830,65,-0.1954,60,-0.3692,79,0.14322,70,-0.0651
ENSG00000215717,TMEM167B,49,0.44992,37,-0.0258,36,-0.0621,36,-0.0386,34,-0.1595,37,-0.0031
ENSG00000179902,C1orf194,69,2.54282,2,-2.8524,18,0.11932,9,-1.0825,14,-0.3238,11,-0.6705
ENSG00000116299,KIAA1324,1,-3.5073,41,1.49308,19,0.19448,23,0.71576,9,-1.0378,8,-1.1665
ENSG00000031698,SARS,245,0.32889,181,-0.1484,286,0.67056,207,0.07433,165,-0.3250,121,-0.8371
ENSG00000143126,CELSR2,74,-0.7206,150,0.39448,168,0.66682,146,0.45635,85,-0.5520,61,-1.0907
ENSG00000134222,PSRC1,45,0.67324,12,-1.3770,54,1.15644,23,-0.4765,19,-0.7809,27,-0.1452
ENSG00000134243,SORT1,109,-0.8450,216,0.22355,251,0.52848,184,-0.0409,124,-0.7086,220,0.28574
ENSG00000143106,PSMA5,65,-0.1682,52,-0.5196,122,0.97823,71,-0.0399,57,-0.4141,55,-0.4685
ENSG00000174151,CYB561D1,8,-1.0426,11,-0.5988,18,0.23403,22,0.66184,17,0.11660,10,-0.7315
ENSG00000181754,AMIGO1,21,-0.7685,22,-0.7184,55,0.83814,55,0.95460,27,-0.4469,8,-2.3459
ENSG00000065135,GNAI3,26,0.65626,18,0.08162,10,-0.9105,14,-0.3844,19,0.17649,23,0.49536
ENSG00000116337,AMPD2,34,-1.0817,68,-0.0464,70,-0.0035,99,0.74173,60,-0.2465,54,-0.4253
ENSG00000168765,GSTM4,27,-0.0124,22,-0.3092,36,0.51181,31,0.25618,23,-0.3155,20,-0.5263
ENSG00000134202,GSTM3,193,0.40544,109,-0.4948,170,0.22534,114,-0.5131,171,0.23860,160,0.12211
ENSG00000168710,AHCYL1,190,0.04689,179,-0.0465,79,-1.3881,130,-0.6477,262,0.64413,293,0.87074
ENSG00000143093,STRIP1,28,-0.2927,54,0.75864,44,0.47858,36,0.10207,26,-0.4298,21,-0.7769
ENSG00000197106,SLC6A17,115,0.10889,196,0.99652,144,0.53775,133,0.44549,47,-1.3537,44,-1.4676
ENSG00000116396,KCNC4,106,0.98733,75,0.39862,54,-0.1220,64,0.17602,52,-0.1855,28,-1.2132
ENSG00000134248,LAMTOR5,190,0.16485,144,-0.2764,186,0.14682,180,0.10152,162,-0.0925,156,-0.1578
ENSG00000177301,KCNA2,27,-1.4853,56,-0.3971,96,0.52721,120,1.14006,49,-0.6456,30,-1.4442
ENSG00000259834,AL365361.1,45,1.12369,9,-1.3593,19,-0.3270,40,1.32495,15,-0.7005,3,-2.9267
ENSG00000121931,LRIF1,11,-0.1495,10,-0.2507,18,0.76684,10,-0.3635,9,-0.3516,12,0.09094
ENSG00000134255,CEPT1,3,-2.3773,29,0.90336,19,0.20604,19,0.24091,14,-0.2669,14,-0.2598
ENSG00000116455,WDR77,6,-1.6513,17,-0.2203,30,0.77552,23,0.35936,18,-0.1198,13,-0.7055
