cluster_sn,cluster_xenium,n_genes,cor,p_value,n_genes_p01,cor_p01,p_value_p01,cluster_match,FDR,FDR_p01
Macro,Oligo.3,80,0.11247069854664792,0.31987799064071504,28,0.12534209085933223,0.5235103693888427,FALSE,0.6304762443515799,0.8319105777751414
Macro,Oligo.4,80,0.025597749648382562,0.8213583210999776,28,0.02846195949644225,0.8859835368122123,FALSE,0.9320784136311613,0.9838167241356476
Macro,Oligo.5,55,-0.050072150072150066,0.7158803852053868,14,-0.3362637362637363,0.2398283113963072,FALSE,0.8824661293736283,0.6264674115445594
Macro,Vasc.Endo,80,-0.02315986872948898,0.8381352718972772,28,0.012041598248494798,0.9522719661539104,FALSE,0.9349003834821276,0.9937136084671272
Macro,Vasc.PC,80,0.022995780590717302,0.8392671881337607,28,-0.029009304871373837,0.8837845394778059,FALSE,0.9349003834821276,0.9838167241356476
Macro,Vasc.VLMC,76,0.18091592617908409,0.1177078675411708,26,0.13504273504273503,0.5090668239452368,FALSE,0.3829650338311332,0.8225920628271786
Macro,Excit.L2,79,0.1651655306718598,0.14554363451773933,28,0.3125342090859332,0.10560881640461564,FALSE,0.42450226734340635,0.40435156417931606
Macro,Excit.L2_5.1,70,-0.14425684542034817,0.23290149267146326,22,-0.16205533596837943,0.46948493557876547,FALSE,0.5326756911594852,0.8125141764350771
Macro,Excit.L2_5.2,75,-0.008421052631578947,0.9427918224575628,25,0.013076923076923078,0.9515992705700026,FALSE,0.9899314135804409,0.9937136084671272
Macro,Excit.L5.1,65,0.09576048951048952,0.4470242267300328,21,0.16103896103896104,0.48390732758957344,FALSE,0.7255845329592909,0.8209308489494117
Macro,Excit.L5.2,60,-0.046568491247568775,0.7232118188998466,19,-0.2368421052631579,0.3274510628013196,FALSE,0.888627288116301,0.7146599003284633
Macro,Excit.L6_CT,54,0.056146369353916516,0.6859846105910897,16,0.1676470588235294,0.5338882664744603,FALSE,0.869717041967847,0.8355759340891984
Macro,Excit.L6b,58,0.13796179519517673,0.30084247077596077,17,0.5343137254901962,0.029184665057182188,FALSE,0.6091546168709573,0.1997709372540309
Macro,Inhib.Pax6,45,0.09907773386034253,0.516060632562625,13,-0.038461538461538464,0.9062021238782842,FALSE,0.7829793886687842,0.9862426188189516
Macro,Inhib.Lamp5_Lhx6,65,0.14711538461538462,0.24158528430439946,21,-0.00909090909090909,0.9707469566242597,FALSE,0.540757758472057,0.996408874900878
Macro,Inhib.Pvalb,68,-0.10970721838378439,0.37228276036446384,22,-0.12591756070016938,0.57521883656639206,FALSE,0.6710006456607363,0.8494939950507298
Macro,Inhib.Vip,75,-0.12230440967283071,0.29518322136552777,25,-0.24692307692307694,0.2330564548185306,FALSE,0.6091546168709573,0.6177742618512356
Macro,Inhib.Chandelier,45,0.22187088274044792,0.14268799736912718,13,0.08241758241758242,0.7924855391468134,FALSE,0.4214952351952478,0.9450792176982065
Macro,Inhib.Sst,59,0.10631209818819407,0.4218823682559886,21,0.0922077922077922,0.690376861712304,FALSE,0.7113491026798057,0.9086811439965599
Micro.1,Astro.1,182,0.06597487287642165,0.3758759161537109,51,0.15674208144796378,0.27114018141783175,FALSE,0.6735850664046136,0.6676976273681406
Micro.1,Astro.2,185,0.07619498881770972,0.30231713538526567,51,0.09493212669683257,0.5064309693090413,FALSE,0.6091546168709573,0.8216487037222027
Micro.1,Astro.3,114,0.1686843117798344,0.07285002951854153,35,0.39607843137254906,0.01916436781545023,FALSE,0.2831132940462997,0.1493577856546408
Micro.1,Astro.4,177,0.11617484115579715,0.12351792792810165,50,0.1588955582232893,0.26950088611727346,FALSE,0.3930115888621416,0.6665973245113092
Micro.1,Astro.5,185,0.11253364163602596,0.1271578280406163,51,-0.04307692307692307,0.763484853704574,FALSE,0.3959683762169456,0.9384414782604179
Micro.1,Macro,141,0.12866561068538893,0.12827318945082292,31,0.30927419354838714,0.09074488574467976,FALSE,0.3959683762169456,0.38575202381198465
Micro.1,Micro.2,183,0.21814518339821262,0.0030678293409767046,50,0.29949579831932777,0.035010135009034,FALSE,0.03473865577282445,0.22366474822914292
Micro.1,Micro.3,130,0.39094620983490147,5.090817755198058e-6,28,0.7181171319102353,2.8110984804590957e-5,FALSE,5.173085180939166e-4,0.003928510126441586
Micro.1,Micro.5,183,0.27826361094358243,1.449124214809494e-4,50,0.12998799519807924,0.3671463159887538,FALSE,0.00429163709770504,0.7386653553544611
Micro.1,OPC.2,182,0.335376334561191,4.217989704423387e-6,51,0.39719457013574655,0.004152295036656548,FALSE,5.173085180939166e-4,0.0631804596099337
Micro.1,OPC.4,126,0.25896062992125984,0.0035005656931193915,38,0.41590983696246847,0.009908261830241124,FALSE,0.0388764747649317,0.1025688585760146
Micro.1,OPC.5,181,0.2895614514399044,8.24513863225749e-5,51,0.4526696832579185,9.5968324265161e-4,FALSE,0.002836809710986218,0.03155664309660294
Micro.1,Oligo.1,173,0.22612420097250746,0.0028339880360139145,48,0.20386452453321754,0.16416293046064423,FALSE,0.033400573281592565,0.5126652409357549
Micro.1,Oligo.2,167,0.2667685283477795,5.140278532011966e-4,46,0.32247918593894537,0.029304502423668215,FALSE,0.01023624431805831,0.1997709372540309
Micro.1,Oligo.3,186,0.16152343476821654,0.027726046169925102,51,0.030135746606334838,0.8333736131259781,FALSE,0.15177053709129618,0.9685152801193799
Micro.1,Oligo.4,185,0.05122436602099997,0.48829790963722436,51,-0.07294117647058823,0.6100026573150371,FALSE,0.7590633723162774,0.8721009857777641
Micro.1,Oligo.5,141,0.09827475491245344,0.24598288749712147,41,0.20836236933797914,0.19048562463628393,FALSE,0.5449551209748303,0.5655090666578284
Micro.1,Vasc.Endo,186,0.12059266442568149,0.10106713776305266,51,0.3012669683257918,0.03209298389468327,FALSE,0.34942341885157874,0.21179725255614376
Micro.1,Vasc.PC,185,0.072408172548425,0.3270326907170944,51,0.19013574660633484,0.1809198404949205,FALSE,0.6379572567423345,0.5451977942677119
Micro.1,Vasc.VLMC,166,0.0643178046972867,0.4099683666149121,45,0.30750988142292485,0.04033300541081094,FALSE,0.7056832540092749,0.24294704344229429
Micro.1,Excit.L2,185,-0.013515408816951596,0.8549885784934397,51,-0.03375565610859728,0.8136690259113779,FALSE,0.9441640776927565,0.9556760750243907
Micro.1,Excit.L2_5.1,170,-0.25405682671698393,8.581560661768873e-4,48,-0.3474815458098133,0.0159595181185017,FALSE,0.014364786325134854,0.13674847894023398
Micro.1,Excit.L2_5.2,175,0.056368114643976716,0.4583659486516938,51,0.05085972850678733,0.722305646164596,FALSE,0.7332585466657981,0.9237420983172215
Micro.1,Excit.L5.1,160,-0.12291691081682876,0.1214319709005504,46,-0.28769657724329323,0.052889054329012336,FALSE,0.39067946069675685,0.27374982749923976
Micro.1,Excit.L5.2,152,0.06917761876448034,0.39665858570879314,46,0.13018809744064136,0.3872735988892957,FALSE,0.6950049614068078,0.7595997957161975
Micro.1,Excit.L6_CT,139,0.018584387148666157,0.8278945483417942,38,-0.1290075500601816,0.4387293940007328,FALSE,0.9320784136311613,0.7860568309179796
Micro.1,Excit.L6b,139,-0.023709727869878006,0.7814897499401361,37,0.05666192508297772,0.7383257598650319,FALSE,0.9191656427503638,0.9327098299763906
Micro.1,Inhib.Pax6,126,0.08847394075740533,0.3240935576655964,39,0.2200404858299595,0.17775039036905907,FALSE,0.6349203090883982,0.5385499632320001
Micro.1,Inhib.Lamp5_Lhx6,164,0.0023805313345938808,0.9758525504237857,48,-0.07142857142857142,0.6285067625237233,FALSE,0.9950308319466985,0.8847760073072292
Micro.1,Inhib.Pvalb,167,-0.0188426932709452,0.8088292659911321,49,-0.21785714285714283,0.1324285187931184,FALSE,0.9302310229507218,0.45979839754877755
Micro.1,Inhib.Vip,177,-0.027691695088381433,0.7142008608305362,50,-0.03798319327731092,0.7929197729882985,FALSE,0.8824661293736283,0.9450792176982065
Micro.1,Inhib.Chandelier,125,0.12270353302611366,0.17258538430305778,39,0.16234817813765182,0.3221786899698434,FALSE,0.46142620108803645,0.7132589611609603
Micro.1,Inhib.Sst,150,0.04679852437886129,0.5691689970029934,44,0.06920366455250176,0.6543617700623268,FALSE,0.8240506820279303,0.8956395276774328
Micro.2,Astro.1,202,0.00852660076683354,0.9040603123317419,49,0.1130612244897959,0.43804837565991483,FALSE,0.9673192652778454,0.7860568309179796
Micro.2,Astro.2,205,0.030304634285634686,0.6659654523273396,49,0.08663265306122449,0.5528150154188085,FALSE,0.8584710908907113,0.8385986258320596
Micro.2,Astro.3,119,0.13359920239282155,0.1473060092905955,36,0.2316602316602317,0.17346267809859023,FALSE,0.4256821901006279,0.5285861393809376
Micro.2,Astro.4,193,0.04686581913359329,0.5171657475909726,45,0.16350461133069824,0.28217418552672807,FALSE,0.7829793886687842,0.679893834954487
Micro.2,Astro.5,209,-0.0285687996214312,0.6811096619280483,49,0.04816326530612245,0.7417727839132122,FALSE,0.8683020524579423,0.9335129415160409
Micro.2,Macro,145,0.01638718312076838,0.8447247528111742,30,0.11679644048943269,0.5372766274673978,FALSE,0.9399393925789077,0.8355759340891984
Micro.2,Micro.2,206,0.04509123605377041,0.519542880178481,48,0.13590968302214504,0.3558760533071485,TRUE,0.7854345897986199,0.7346484016563853
Micro.2,Micro.3,128,0.3419417231276323,8.5963930635946e-5,29,0.5669950738916255,0.0016089694685548935,FALSE,0.002836809710986218,0.043840877474845046
Micro.2,Micro.5,206,0.03919529697618631,0.5756275030646488,49,0.16714285714285712,0.25017934108301365,FALSE,0.8287365621886966,0.6393565314483269
Micro.2,OPC.2,200,0.2880402010050252,3.812857357899089e-5,49,0.5429591836734694,7.278797782806377e-5,FALSE,0.0016310556475457214,0.007231881307948097
Micro.2,OPC.4,137,0.19680026882222262,0.02130676967768684,38,0.5014771856877119,0.0015356396626151538,FALSE,0.1281735363423349,0.043840877474845046
Micro.2,OPC.5,200,0.24357158928973227,5.282899420483069e-4,49,0.4821428571428571,5.262413451289983e-4,FALSE,0.010341947170606686,0.020287511167386897
Micro.2,Oligo.1,191,0.19543607054284926,0.006817181506269866,47,0.42715078630897313,0.002979541049880849,FALSE,0.060764911162966326,0.05057045525335209
Micro.2,Oligo.2,183,0.24250037204420666,9.709643839698678e-4,47,0.5884597594819612,1.9901564649647302e-5,FALSE,0.015074823404275258,0.003909657301260533
Micro.2,Oligo.3,209,0.1829341710920658,0.008095497794407295,49,0.1923469387755102,0.18494773271281026,FALSE,0.06775579675753932,0.5543473597129273
Micro.2,Oligo.4,209,0.008643987591356013,0.9010651994797257,49,0.1446938775510204,0.32017726145109315,FALSE,0.9654269994425633,0.7132589611609603
Micro.2,Oligo.5,156,0.10484108043179338,0.19252197156311493,42,0.29146746616967834,0.061443996934328775,FALSE,0.485562019969608,0.30621707858338665
Micro.2,Vasc.Endo,209,0.04254561228245439,0.5404587729290742,49,0.18744897959183673,0.19654974008812942,FALSE,0.8067116244553515,0.5737404945653491
Micro.2,Vasc.PC,208,-0.02900551012679159,0.6772464360835991,48,-0.07544507164567954,0.6092719789411113,FALSE,0.8681682948685426,0.8721009857777641
Micro.2,Vasc.VLMC,181,0.015512112197195069,0.8356558790519398,41,0.17003484320557494,0.2867590514251598,FALSE,0.9349003834821276,0.6815908785355168
Micro.2,Excit.L2,206,0.07504178292099511,0.28345924823370755,49,0.1420408163265306,0.32920380024075,FALSE,0.5931076661411816,0.7146599003284633
Micro.2,Excit.L2_5.1,190,-0.09593355115537533,0.18777945723689962,46,-0.09565217391304347,0.5259629155910247,FALSE,0.4835424405769366,0.8322389832785918
Micro.2,Excit.L2_5.2,193,0.08182321991346617,0.25770470250677263,46,0.15806352143077396,0.29308367748951625,FALSE,0.5594904725475984,0.6830532380259776
Micro.2,Excit.L5.1,179,-0.13824827903667902,0.0650004922134938,47,-0.2169287696577243,0.14273208187079928,FALSE,0.2700560018222494,0.4735147404497139
Micro.2,Excit.L5.2,165,0.13531376058557962,0.08312134196129264,45,0.28089591567852434,0.061917207111268684,FALSE,0.3088900508681238,0.3062983962407009
Micro.2,Excit.L6_CT,148,-0.03690349711442713,0.6557509903799603,39,0.0437246963562753,0.7910386344597684,FALSE,0.8562872931692366,0.9450792176982065
Micro.2,Excit.L6b,156,0.003698376823505239,0.9634254332595477,41,0.0878048780487805,0.5839435240778919,FALSE,0.9935324780489085,0.8567570340145447
Micro.2,Inhib.Pax6,136,0.019030580602070506,0.8257399745491941,39,0.2728744939271255,0.09294606928110144,FALSE,0.9320784136311613,0.3918088108160954
Micro.2,Inhib.Lamp5_Lhx6,183,0.0036166613144517634,0.9612177647861793,47,0.08475948196114709,0.569966866265151,FALSE,0.9935324780489085,0.8489501094789784
Micro.2,Inhib.Pvalb,184,0.01001907110246383,0.8925307264113416,45,0.021739130434782605,0.8871513124782164,FALSE,0.9627666876797015,0.9839634596732599
Micro.2,Inhib.Vip,198,-0.0498191619534374,0.4854663182450949,49,0.20571428571428568,0.15581466328766005,FALSE,0.7559128054168943,0.49629855713847276
Micro.2,Inhib.Chandelier,138,0.10872647486580711,0.20403780635054009,40,0.22964352720450276,0.15364886960830637,FALSE,0.49734524796351426,0.49439334878681346
Micro.2,Inhib.Sst,165,-0.045438516816712536,0.5618590002781497,43,0.0037752944729688917,0.981130809604916,FALSE,0.8183444455501424,0.9980930347027264
Micro.3,Astro.1,144,0.08463949843260188,0.312759617645788,49,-8.163265306122448e-4,0.9958198246847797,FALSE,0.6234885719857635,0.9998848370123079
Micro.3,Astro.2,147,0.13943059637775881,0.09211001765392238,49,-0.026530612244897958,0.8561349326726104,FALSE,0.3293717349544283,0.9780524954762826
Micro.3,Astro.3,86,0.10748620217934808,0.32394470865767255,36,0.0010296010296010297,0.9958169068991242,FALSE,0.6349203090883982,0.9998848370123079
Micro.3,Astro.4,141,0.07649300055653067,0.36686410384209694,48,-0.004993486756404689,0.9733156587028159,FALSE,0.6672882518702709,0.996408874900878
Micro.3,Astro.5,147,0.12351812253964897,0.1359768974493463,49,-0.13591836734693877,0.35064159189456406,FALSE,0.41006087873105734,0.7346484016563853
Micro.3,Macro,116,0.25946257640410564,0.005029072206305654,31,0.2528225806451613,0.16949630264303328,FALSE,0.05007395170933647,0.5220299348620143
Micro.3,Micro.2,146,0.2698446974444006,0.0010268699410982247,48,0.13069908814589665,0.3747517273329648,FALSE,0.01540304911647337,0.7453677032312583
Micro.3,Micro.3,109,0.29393012695764986,0.001997848069702815,32,0.5362903225806451,0.0018179845252873728,TRUE,0.025639050227852796,0.04516681553936184
Micro.3,Micro.5,146,0.3333770352732497,4.342363057140418e-5,48,0.15056448111159357,0.30599638339532265,FALSE,0.0017912247610704225,0.7010326980245302
Micro.3,OPC.2,145,0.2801330499133995,6.731444906377963e-4,49,0.3021428571428571,0.03527462396610856,FALSE,0.012340982328359599,0.22407403178471233
Micro.3,OPC.4,95,0.04987402015677492,0.6306809459393402,38,-0.02965313491629281,0.8595398569109038,FALSE,0.8480052299882863,0.9780524954762826
Micro.3,OPC.5,144,0.3080098062856684,1.8534690994546522e-4,49,0.3430612244897959,0.016240009597295293,FALSE,0.004865356386068462,0.13674847894023398
Micro.3,Oligo.1,137,0.21028805047883956,0.01377921240997099,47,0.15945883441258096,0.2833582737562328,FALSE,0.0938909153557608,0.6812786022784264
Micro.3,Oligo.2,131,0.25838360113169273,0.002963198539618828,44,0.30599013389711066,0.04381934582414095,FALSE,0.03422494313259747,0.2502122987245053
Micro.3,Oligo.3,147,0.055595433286235646,0.5031728315227995,49,-0.10744897959183672,0.46123837276950597,FALSE,0.7722751748939641,0.8071690254793182
Micro.3,Oligo.4,147,0.1497669041700353,0.07025213171232995,49,-0.04806122448979591,0.7423014356062257,FALSE,0.27918611351976796,0.9335129415160409
Micro.3,Oligo.5,109,0.1092947826892781,0.2574934530863731,39,-0.009109311740890687,0.9563812194993556,FALSE,0.5594904725475984,0.9937136084671272
Micro.3,Vasc.Endo,147,0.15564907932814,0.0598312022797798,49,0.047551020408163266,0.74494646992415,FALSE,0.2578546217654689,0.9338982306120621
Micro.3,Vasc.PC,146,0.019575255704549183,0.8143765247655603,49,-0.04112244897959184,0.7785161991231149,FALSE,0.9312919664398238,0.9409525520212352
Micro.3,Vasc.VLMC,133,-0.003188092347558176,0.9709307347458827,45,-0.013043478260869563,0.9322863997607049,FALSE,0.9950308319466985,0.9927342207766261
Micro.3,Excit.L2,146,0.16575053261739275,0.04566193413311874,49,0.0813265306122449,0.5774735565640023,FALSE,0.2118053571235026,0.8494939950507298
Micro.3,Excit.L2_5.1,134,-0.25672389930049005,0.0028255546954889296,46,-0.370459451125501,0.011691537368187397,FALSE,0.033400573281592565,0.11465911208450448
Micro.3,Excit.L2_5.2,139,0.1669198802448724,0.04962634029979756,48,0.05080330004342163,0.7309561149904318,FALSE,0.22486817318913127,0.928600948983676
Micro.3,Excit.L5.1,124,-0.10366640440597956,0.25151317724454364,45,-0.2504611330698287,0.09707570660995982,FALSE,0.5513526082382425,0.396097226240639
Micro.3,Excit.L5.2,115,0.08536258186696126,0.36384136187517185,44,0.1338971106412967,0.3849512613986927,FALSE,0.6656649493085511,0.7563717227482222
Micro.3,Excit.L6_CT,103,-0.057857048719413086,0.5609909463265127,38,-0.2082284713863661,0.20888756349525472,FALSE,0.8181117967261643,0.5886771259387116
Micro.3,Excit.L6b,105,0.0015239477503628447,0.9877103145186743,38,0.08042455410876462,0.6301134197047457,FALSE,0.9950308319466985,0.8850085467712382
Micro.3,Inhib.Pax6,94,-0.12146804898313043,0.24305042326271098,40,-0.016510318949343336,0.9195315500992812,FALSE,0.542984988140099,0.9877191193849288
Micro.3,Inhib.Lamp5_Lhx6,129,0.04923412343470484,0.5790586769695563,46,-0.12772124576009866,0.3963932294351416,FALSE,0.8287365621886966,0.7643906307191606
Micro.3,Inhib.Pvalb,132,0.006052605490130599,0.945033956260061,47,-0.10684551341350601,0.4734964410152944,FALSE,0.9913843955316717,0.8156687535517706
Micro.3,Inhib.Vip,140,-0.0046445518357350595,0.9565302150705146,48,-0.1094224924012158,0.4578828506572599,FALSE,0.9935324780489085,0.8061622472989237
Micro.3,Inhib.Chandelier,96,0.0038252848616386324,0.9704892369465146,38,-0.07079549184812342,0.6717721982698897,FALSE,0.9950308319466985,0.9026938914251642
Micro.3,Inhib.Sst,115,0.04317052000315632,0.6464155893820162,43,-0.09121111446692842,0.5595611995905342,FALSE,0.8562872931692366,0.8475067644665333
Micro.4,Astro.1,133,0.03542098121831036,0.6852834134407316,38,-0.06838822628296311,0.6823477015238395,FALSE,0.869717041967847,0.906015119125478
Micro.4,Astro.2,136,0.027436668097896088,0.7508978669315972,38,-0.11062479483532113,0.5070998260897315,FALSE,0.9053100587745248,0.8216487037222027
Micro.4,Astro.3,78,0.05669014529774022,0.6213384177198963,23,-0.06126482213438735,0.781158100440411,FALSE,0.8457426268158034,0.9428764065558886
Micro.4,Astro.4,130,0.16124486200822077,0.06690088541036227,36,-0.09909909909909911,0.5639383504441212,FALSE,0.27393249917827367,0.8484036574405478
Micro.4,Astro.5,136,0.0740374982109632,0.39118853566034784,38,-0.04497209760367655,0.7881038478224843,FALSE,0.6877058731928489,0.9450792176982065
Micro.4,Macro,108,0.3147084321739213,9.594313891983506e-4,21,0.2181818181818182,0.3404472041500438,FALSE,0.015074823404275258,0.7258355488485936
Micro.4,Micro.2,135,0.2379670276070628,0.005550202040606988,37,0.19630156472261734,0.24327503546967527,FALSE,0.05297920129670306,0.6289435643370124
Micro.4,Micro.3,102,0.34778994746990405,3.6975690983811566e-4,21,0.24415584415584415,0.2848250166189278,FALSE,0.008212869824288914,0.6815908785355168
Micro.4,Micro.5,135,0.21597405131206715,0.012007027894046321,37,0.05073494547178758,0.7649262051520512,FALSE,0.08932104727300479,0.9384414782604179
Micro.4,OPC.2,134,0.31658000723201046,2.085577802340614e-4,38,0.3555093555093555,0.029095795711360152,FALSE,0.005125196514262572,0.1997709372540309
Micro.4,OPC.4,88,0.15018843999859108,0.1622420367134379,31,0.11290322580645164,0.5438848299586045,FALSE,0.44616560096195423,0.8385986258320596
Micro.4,OPC.5,133,0.37559298517664585,9.800592413850063e-6,38,0.4305722726775358,0.007418853525843196,FALSE,5.957728546314117e-4,0.08378058830194639
Micro.4,Oligo.1,126,0.1914450693663292,0.031899405442456986,36,0.10373230373230374,0.5457644058718114,FALSE,0.16823659034720467,0.8385986258320596
Micro.4,Oligo.2,121,0.15816285056225446,0.08317299205193637,35,0.12689075630252103,0.46610887856271443,FALSE,0.3088900508681238,0.8116973928864716
Micro.4,Oligo.3,136,0.08507227708601688,0.32433158646074023,38,0.02330670751723383,0.8894993676833381,FALSE,0.6349203090883982,0.9846141515544279
Micro.4,Oligo.4,136,0.1337627021611564,0.12045497189816905,38,-0.00995732574679943,0.9529694888150247,FALSE,0.3897072620234881,0.9937136084671272
Micro.4,Oligo.5,100,0.05188118811881188,0.6076458143833539,32,0.02785923753665689,0.8797610321957857,FALSE,0.8431872284316715,0.9835196536212562
Micro.4,Vasc.Endo,136,0.05616144267926148,0.5156022449937971,38,0.010395010395010394,0.9508817501436441,FALSE,0.7829793886687842,0.9937136084671272
Micro.4,Vasc.PC,136,0.026110395496398067,0.7625722738762089,38,0.13819892767261188,0.4065726316375231,FALSE,0.9136628385135075,0.7704520111307424
Micro.4,Vasc.VLMC,121,-0.0016732150115160549,0.9854752415005122,31,0.06612903225806452,0.7229645223860186,FALSE,0.9950308319466985,0.9237420983172215
Micro.4,Excit.L2,135,0.09040093649400059,0.2966716700458762,38,0.21129226392384284,0.2021513263313974,FALSE,0.6091546168709573,0.5853356145417533
Micro.4,Excit.L2_5.1,124,-0.29687490165224234,8.539730119772917e-4,37,-0.4758179231863442,0.0032274119451882024,FALSE,0.014364786325134854,0.05306244933412368
Micro.4,Excit.L2_5.2,129,0.23629807692307697,0.007135624499357952,38,0.2469635627530364,0.13474624674173555,FALSE,0.06219449746487445,0.4612979238919199
Micro.4,Excit.L5.1,115,-0.09188037560167286,0.3282611335491409,35,0.002801120448179272,0.9878282140574826,FALSE,0.6379572567423345,0.9987267550761455
Micro.4,Excit.L5.2,107,0.12398362036873764,0.20292010441674901,32,0.093475073313783,0.6095850117310102,FALSE,0.49734524796351426,0.8721009857777641
Micro.4,Excit.L6_CT,97,-0.10703766042499474,0.29615508708334864,30,-0.24493882091212457,0.1913604242700557,FALSE,0.6091546168709573,0.5655090666578284
Micro.4,Excit.L6b,101,-0.00244612696563774,0.980642183364258,32,-0.2738269794721408,0.12925855779692913,FALSE,0.9950308319466985,0.4501902417974043
Micro.4,Inhib.Pax6,86,-0.11775083730364641,0.2796683818725048,27,0.06898656898656898,0.7317508372581562,FALSE,0.5883733716989855,0.928600948983676
Micro.4,Inhib.Lamp5_Lhx6,117,-0.037120292526487735,0.6907078886750707,35,-0.2439775910364146,0.1574232095831961,FALSE,0.8719499261197011,0.49999758043753767
Micro.4,Inhib.Pvalb,122,0.07879492830966787,0.38778870995552234,36,0.13101673101673103,0.4447890172275416,FALSE,0.6859049923409316,0.7956385940166264
Micro.4,Inhib.Vip,129,0.0013025491949910557,0.988319784083993,38,-0.03906335485282853,0.8154874557900434,FALSE,0.9950308319466985,0.9556760750243907
Micro.4,Inhib.Chandelier,85,-0.05505178815712332,0.6161413972776819,26,0.016068376068376064,0.9387537701139217,FALSE,0.8450233429930453,0.9929297208962766
Micro.4,Inhib.Sst,106,0.12067914451973699,0.21749259252563372,34,0.11352177234530175,0.5211979232853727,FALSE,0.5175488358615216,0.8302987046312085
Micro.5,Astro.1,69,-0.05955425648520278,0.62615312908815,14,0.002197802197802198,1,FALSE,0.8458559813997816,1
Micro.5,Astro.2,69,-0.0024844720496894415,0.9839108531763419,14,-0.054945054945054944,0.8556751028705768,FALSE,0.9950308319466985,0.9780524954762826
Micro.5,Astro.3,41,0.16567944250871083,0.29942426152447554,10,0.06666666666666667,0.8647535288045259,FALSE,0.6091546168709573,0.9780524954762826
Micro.5,Astro.4,67,0.1644983637959933,0.1830283265317164,14,0.11648351648351647,0.6929959056892325,FALSE,0.47476387480289767,0.909269644958047
Micro.5,Astro.5,69,-0.025246620387285354,0.8365438266416565,14,0.17362637362637362,0.5525664478729494,FALSE,0.9349003834821276,0.8385986258320596
Micro.5,Macro,55,0.20735930735930735,0.12856116110939791,13,0.4120879120879121,0.16338608098440727,FALSE,0.3959683762169456,0.5121006415970397
Micro.5,Micro.2,69,0.16086956521739132,0.18625111935343577,14,0.2087912087912088,0.4730801713214805,FALSE,0.481252892289079,0.8156687535517706
Micro.5,Micro.3,53,0.28632478632478625,0.0380283584334964,12,0.6013986013986015,0.04280686898757623,FALSE,0.18973146817487652,0.2502122987245053
Micro.5,Micro.5,69,0.14651077822433323,0.22907576172782396,14,0.29230769230769227,0.3099379856900129,TRUE,0.5270567824614276,0.7021116078351043
Micro.5,OPC.2,68,0.17421842195671258,0.15505136660539418,14,0.4153846153846154,0.14120685734223093,FALSE,0.43355762996825564,0.47174073453258225
Micro.5,OPC.4,46,0.06382978723404255,0.6725443254470194,12,0.4265734265734267,0.1688995254052027,FALSE,0.8658693255351922,0.5216289210028083
Micro.5,OPC.5,68,0.05706760316066724,0.6431737548490344,14,0.37142857142857144,0.19170656195287744,FALSE,0.8562872931692366,0.5655090666578284
Micro.5,Oligo.1,65,0.23492132867132867,0.05979364908413809,14,0.48131868131868133,0.08400745564415402,FALSE,0.2578546217654689,0.37122662217456204
Micro.5,Oligo.2,62,0.37276825061066204,0.0030195720615514726,14,0.6395604395604395,0.01626793175228186,FALSE,0.03453074981279159,0.13674847894023398
Micro.5,Oligo.3,69,-0.005699671172816953,0.962946007903124,14,0.35384615384615387,0.2148905205560947,FALSE,0.9935324780489085,0.5886771259387116
Micro.5,Oligo.4,69,0.1872122762148338,0.12333117375217015,14,0.17362637362637362,0.5525664478729494,FALSE,0.3930115888621416,0.8385986258320596
Micro.5,Oligo.5,51,0.1726696832579185,0.22493335040364468,11,0.24545454545454548,0.46818350308879464,FALSE,0.5237863300730032,0.8125141764350771
Micro.5,Vasc.Endo,69,-0.154183412495433,0.20540676291680454,14,-0.23956043956043957,0.40857216775622057,FALSE,0.49734524796351426,0.7715940600531328
Micro.5,Vasc.PC,69,-0.17723785166240413,0.14489375714176814,14,-0.1032967032967033,0.7270410645263613,FALSE,0.4236766822752967,0.9278903083795342
Micro.5,Vasc.VLMC,65,-0.2612762237762238,0.03582009066393552,14,0.17362637362637362,0.5525664478729494,FALSE,0.18306285272940498,0.8385986258320596
Micro.5,Excit.L2,68,-0.002328510898194449,0.985046605817178,14,-0.03296703296703296,0.9155316458468048,FALSE,0.9950308319466985,0.9877191193849288
Micro.5,Excit.L2_5.1,63,-0.11170314900153609,0.3824931999157974,14,-0.16483516483516483,0.5733233609876441,FALSE,0.6791897082970262,0.8489501094789784
Micro.5,Excit.L2_5.2,67,0.06524862319418949,0.5990579207355702,14,0.12527472527472527,0.6706043707948159,FALSE,0.8366528397213827,0.9024412539306178
Micro.5,Excit.L5.1,59,-0.04541203974284045,0.7320843348250465,12,-0.006993006993006994,0.9912300360571011,FALSE,0.892589440522777,0.9992742834191516
Micro.5,Excit.L5.2,53,0.16521528785679726,0.23637279784092122,11,0.33636363636363636,0.313026082995925,FALSE,0.5353148656985569,0.7041512289526038
Micro.5,Excit.L6_CT,51,-0.07176470588235292,0.6157929913479933,10,-0.1515151515151515,0.6818076434771627,FALSE,0.8450233429930453,0.906015119125478
Micro.5,Excit.L6b,53,0.11998064828253506,0.3910491373210057,10,0.18787878787878787,0.607566897460635,FALSE,0.6877058731928489,0.8721009857777641
Micro.5,Inhib.Pax6,44,-0.16983791402396053,0.26940772527270085,11,-0.4090909090909091,0.21386422433672675,FALSE,0.5773022684415018,0.5886771259387116
