"Cluster","DE_class_cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","ONTOLOGY"
"Oligo-3_validated_down","Oligo-3_validated_down","GO:0042734","presynaptic membrane","3/12","138/9652",0.0217391304347826,17.4855072463768,6.88174455852933,0.0005724231064237,0.0251866166826428,0.020486721703585,"NRXN3/PTPRD/LPAR1",3,"CC"
"Oligo-3_validated_up","Oligo-3_validated_up","GO:0098978","glutamatergic synapse","6/19","496/9652",0.0120967741935484,6.14516129032258,5.22479334944855,0.000273018838818497,0.0140930246927524,0.0100818776544984,"GPM6A/NPTXR/NTRK3/NRG3/LRRK2/CPNE4",6,"CC"
"Oligo-3_validated_up","Oligo-3_validated_up","GO:0048786","presynaptic active zone","3/19","66/9652",0.0454545454545455,23.0909090909091,7.99740375076299,0.000273650964907814,0.0140930246927524,0.0100818776544984,"GPM6A/GAD1/SLC17A7",3,"CC"
"Oligo-3_validated_up","Oligo-3_validated_up","GO:0030665","clathrin-coated vesicle membrane","3/19","91/9652",0.032967032967033,16.7472527472527,6.70279617699589,0.000704245739286716,0.0241791037155106,0.0172972637719544,"GAD1/GAD2/SLC17A7",3,"CC"
"Oligo-3_validated_down","Oligo-3_validated_down","GO:0042552","myelination","5/12","120/9274",0.0416666666666667,32.2013888888889,12.3824750068392,2.45774453057111e-07,3.63989289872519e-05,2.55743343547028e-05,"SOX10/LPAR1/BCAS1/UGT8/ERBB3",5,"BP"
"Oligo-3_validated_down","Oligo-3_validated_down","GO:0007272","ensheathment of neurons","5/12","122/9274",0.040983606557377,31.6734972677596,12.2753411174263,2.66984809197447e-07,3.63989289872519e-05,2.55743343547028e-05,"SOX10/LPAR1/BCAS1/UGT8/ERBB3",5,"BP"
"Oligo-3_validated_down","Oligo-3_validated_down","GO:0008366","axon ensheathment","5/12","122/9274",0.040983606557377,31.6734972677596,12.2753411174263,2.66984809197447e-07,3.63989289872519e-05,2.55743343547028e-05,"SOX10/LPAR1/BCAS1/UGT8/ERBB3",5,"BP"
"Oligo-3_validated_down","Oligo-3_validated_down","GO:0007422","peripheral nervous system development","3/12","55/9274",0.0545454545454545,42.1545454545454,11.0180721304955,4.18148096499425e-05,0.00427556428670662,0.00300406395643008,"SOX10/UGT8/ERBB3",3,"BP"
"Oligo-3_validated_down","Oligo-3_validated_down","GO:0010001","glial cell differentiation","4/12","179/9274",0.0223463687150838,17.2700186219739,7.91155002323053,5.88584035834276e-05,0.00481461741312438,0.00338280930068963,"SOX10/LPAR1/OPALIN/ERBB3",4,"BP"
"Oligo-3_validated_down","Oligo-3_validated_down","GO:0048709","oligodendrocyte differentiation","3/12","80/9274",0.0375,28.98125,9.04707561415725,0.000128582759795542,0.00876505812606277,0.00615843744283911,"SOX10/LPAR1/OPALIN",3,"BP"
"Oligo-3_validated_down","Oligo-3_validated_down","GO:0042063","gliogenesis","4/12","244/9274",0.0163934426229508,12.6693989071038,6.64887071966092,0.0001959457262323,0.0106159988950777,0.00745893115006104,"SOX10/LPAR1/OPALIN/ERBB3",4,"BP"
"Oligo-3_validated_down","Oligo-3_validated_down","GO:0021782","glial cell development","3/12","94/9274",0.0319148936170213,24.6648936170213,8.30033283065591,0.000207647900148219,0.0106159988950777,0.00745893115006104,"SOX10/LPAR1/ERBB3",3,"BP"
"Oligo-3_validated_down","Oligo-3_validated_down","GO:0021545","cranial nerve development","2/12","27/9274",0.0740740740740741,57.2469135802469,10.5348538344796,0.000529157802934067,0.0240472823777815,0.0168959158129825,"LPAR1/ERBB3",2,"BP"
"Oligo-3_validated_down","Oligo-3_validated_down","GO:0060999","positive regulation of dendritic spine development","2/12","36/9274",0.0555555555555556,42.9351851851852,9.0737999721972,0.000943643699847555,0.0377477402488211,0.0265220257056445,"PTPRD/LPAR1",2,"BP"
