Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to9,Feature log2 fold change topic 2to9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000228794,LINC01128,4,-2.2724,22,1.19275,12,-0.6956
ENSG00000188976,NOC2L,20,-1.1297,48,0.77708,31,-0.4994
ENSG00000188290,HES4,29,-1.0880,59,-0.0780,78,0.49632
ENSG00000187608,ISG15,76,0.72867,47,-0.1600,41,-0.2976
ENSG00000188157,AGRN,27,0.51463,20,0.15810,14,-0.6172
ENSG00000078808,SDF4,65,0.09229,61,0.03322,57,-0.0988
ENSG00000176022,B3GALT6,18,-0.7695,33,0.55208,25,-0.3523
ENSG00000160087,UBE2J2,22,-0.7185,37,0.42415,31,-0.2101
ENSG00000131584,ACAP3,57,-0.0513,64,0.41322,43,-0.5507
ENSG00000169972,PUSL1,10,-0.0104,11,0.45321,7,-0.6413
ENSG00000127054,INTS11,41,-0.1588,50,0.51282,31,-0.6254
ENSG00000224051,CPTP,16,-0.9440,34,0.90601,19,-0.7412
ENSG00000107404,DVL1,59,0.07320,52,-0.3348,70,0.39311
ENSG00000175756,AURKAIP1,145,-0.1582,162,0.05364,161,0.01310
ENSG00000221978,CCNL2,60,0.43618,49,0.34685,27,-0.8680
ENSG00000224870,MRPL20-AS1,15,0.46347,11,-0.0865,10,-0.1839
ENSG00000242485,MRPL20,180,-0.1034,197,0.13667,179,-0.1259
ENSG00000235098,ANKRD65,33,0.72006,21,-0.0956,17,-0.3941
ENSG00000179403,VWA1,229,3.14339,22,-2.2023,40,-0.1794
ENSG00000197785,ATAD3A,10,-0.5171,15,0.63329,10,-0.5804
ENSG00000205090,TMEM240,12,-1.6560,40,0.55987,34,-0.0968
ENSG00000160075,SSU72,90,-0.6191,145,0.41744,117,-0.2428
ENSG00000228594,FNDC10,5,-2.5781,34,0.94123,24,-0.3677
ENSG00000272106,AL691432.2,22,0.23260,18,-0.1949,21,0.12619
ENSG00000197530,MIB2,20,-0.6733,34,0.70285,21,-0.5951
ENSG00000248333,CDK11B,18,1.21190,7,-0.7584,9,0.17052
ENSG00000189339,SLC35E2B,16,-0.0466,15,-0.2649,20,0.36365
ENSG00000215790,SLC35E2A,19,-0.3755,24,-0.0984,29,0.30074
ENSG00000008130,NADK,12,-0.9102,24,0.55313,19,-0.2985
ENSG00000078369,GNB1,216,-1.0496,459,0.42136,406,-0.0904
ENSG00000187730,GABRD,6,-4.4696,166,1.43998,88,-0.7468
ENSG00000067606,PRKCZ,99,-0.8625,188,0.52484,146,-0.2809
ENSG00000162585,FAAP20,66,0.67290,37,-0.7425,60,0.56967
ENSG00000157933,SKI,43,0.47661,29,-0.4974,39,0.37736
ENSG00000157916,RER1,78,0.45016,59,0.06103,47,-0.3990
