Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000155744,FAM126B,27,-0.8242,18,-1.4197,7,-2.6758,84,0.97583,73,0.74352,21,-1.2076,27,-0.7879,44,-0.0646,78,0.84407,61,0.44280,68,0.60932
ENSG00000119013,NDUFB3,449,1.43318,174,-0.1313,151,-0.3513,221,0.24793,148,-0.3811,209,0.15205,122,-0.6780,137,-0.5449,156,-0.3013,195,0.05001,173,-0.1389
ENSG00000003402,CFLAR,27,0.56251,27,0.58695,34,0.96365,9,-1.1424,9,-1.0283,25,0.46213,25,0.45419,18,-0.0465,10,-0.9891,12,-0.7160,11,-0.8454
ENSG00000115993,TRAK2,27,-0.7887,47,0.05330,61,0.46615,40,-0.1924,53,0.23278,52,0.21649,72,0.73836,45,-0.0296,38,-0.2722,38,-0.2666,28,-0.7671
ENSG00000082146,STRADB,33,0.64006,12,-0.9501,40,0.95756,15,-0.5735,19,-0.1833,23,0.07355,5,-2.1553,27,0.34395,19,-0.1852,16,-0.4529,27,0.33924
ENSG00000155755,TMEM237,27,0.01638,30,0.17997,19,-0.4866,32,0.29928,34,0.38914,10,-1.3981,24,-0.1571,22,-0.3087,35,0.45583,34,0.40279,28,0.09658
ENSG00000003393,ALS2,27,0.28344,11,-1.1040,14,-0.6688,49,1.29298,23,0.06049,9,-1.3108,29,0.40713,15,-0.6386,24,0.10814,26,0.21320,26,0.21745
ENSG00000116030,SUMO1,27,-2.0711,95,-0.1790,82,-0.4043,169,0.73817,142,0.45255,43,-1.3769,101,-0.0910,110,0.05449,132,0.33060,142,0.45024,129,0.29574
ENSG00000055044,NOP58,27,-0.4400,19,-0.9650,35,-0.0251,48,0.46976,35,-0.0164,76,1.23633,27,-0.4210,30,-0.2901,39,0.13980,30,-0.2791,32,-0.1627
ENSG00000204217,BMPR2,343,1.71099,65,-0.9803,23,-2.5399,136,0.14247,199,0.75776,89,-0.5193,115,-0.1181,108,-0.2311,120,-0.0583,85,-0.5926,100,-0.3378
ENSG00000138439,FAM117B,27,1.07740,8,-0.8412,12,-0.1841,16,0.21964,27,1.11491,1,-2.9942,16,0.25531,9,-0.6410,14,0.08457,13,-0.0431,10,-0.3967
ENSG00000163596,ICA1L,27,-0.0053,25,-0.0950,11,-1.3057,39,0.56974,43,0.75882,15,-0.8832,15,-0.8653,25,-0.1377,41,0.67721,26,-0.0264,30,0.18475
ENSG00000138442,WDR12,27,0.53814,12,-0.7159,13,-0.5331,24,0.33760,24,0.33028,21,0.15925,15,-0.3473,18,-0.1070,16,-0.2711,20,0.07956,21,0.17449
ENSG00000138380,CARF,27,1.23178,4,-1.7082,17,0.48936,15,0.25397,6,-1.0250,14,0.13139,12,-0.0172,10,-0.3233,13,0.10574,14,0.18907,7,-0.8058
ENSG00000138443,ABI2,27,-2.5295,114,-0.3879,92,-0.7183,202,0.51439,280,1.05961,86,-0.8182,175,0.28208,140,-0.0786,181,0.33591,115,-0.3792,205,0.54192
ENSG00000173166,RAPH1,27,0.57964,3,-2.6736,4,-2.0600,45,1.44196,22,0.26734,6,-1.7076,24,0.37744,21,0.24427,11,-0.7134,21,0.18017,17,-0.1003
ENSG00000118257,NRP2,27,0.55041,21,0.13840,5,-1.9696,28,0.62656,15,-0.3246,16,-0.2969,18,-0.0406,12,-0.6979,28,0.60932,27,0.56298,18,-0.1027
ENSG00000114933,INO80D,27,1.30584,8,-0.6382,13,0.14631,11,-0.1818,17,0.52062,3,-1.9844,12,-0.0172,9,-0.5235,20,0.81951,8,-0.6183,8,-0.5324
ENSG00000023228,NDUFS1,27,-2.0772,72,-0.6149,71,-0.6441,179,0.82472,125,0.24126,76,-0.5395,104,-0.0575,91,-0.2839,130,0.29776,197,0.98173,128,0.27630
ENSG00000114942,EEF1B2,652,0.80817,602,0.67696,499,0.37088,269,-0.5949,259,-0.6516,465,0.25624,304,-0.4066,326,-0.3269,360,-0.1475,309,-0.3833,372,-0.0943
ENSG00000204186,ZDBF2,27,0.11602,8,-1.7286,6,-2.0643,47,1.03075,49,1.10019,9,-1.4278,22,-0.2172,22,-0.2340,23,-0.1295,38,0.65216,27,0.12700
ENSG00000114948,ADAM23,27,-0.9128,2,-4.1791,5,-3.1606,120,1.49466,96,1.09599,16,-1.6419,23,-1.1514,47,-0.0573,87,0.93556,62,0.37217,53,0.12153
ENSG00000118246,FASTKD2,27,0.11143,16,-0.6935,12,-1.1347,32,0.38961,43,0.88871,28,0.17895,22,-0.2228,23,-0.1380,26,0.05663,36,0.56239,13,-1.0169
ENSG00000118263,KLF7,27,0.12244,31,0.34429,30,0.30562,26,0.10015,42,0.83391,15,-0.7295,33,0.43713,25,-0.0003,8,-1.6423,24,-0.0696,12,-1.0880
ENSG00000118260,CREB1,27,0.16719,40,0.80215,25,0.06348,30,0.31727,25,0.04041,8,-1.6035,19,-0.3325,23,-0.0507,29,0.28368,20,-0.2809,20,-0.2928
ENSG00000144401,METTL21A,27,0.69851,10,-0.7643,32,1.00641,31,0.92726,20,0.24392,14,-0.3591,3,-2.4272,12,-0.5421,8,-1.0586,18,0.10790,18,0.06802
ENSG00000178385,PLEKHM3,27,0.12955,12,-1.1240,20,-0.3451,38,0.68135,32,0.40162,23,-0.1070,14,-0.8427,18,-0.5202,29,0.25697,35,0.54590,31,0.36251
ENSG00000188674,C2orf80,27,-1.2529,13,-2.2837,7,-3.1056,148,1.45327,84,0.49553,32,-0.9856,35,-0.8757,46,-0.4901,100,0.78287,55,-0.1691,145,1.42088
ENSG00000138413,IDH1,27,0.68180,23,0.44765,20,0.21720,16,-0.1613,10,-0.7786,15,-0.2060,19,0.12874,14,-0.3580,22,0.36631,12,-0.5192,16,-0.0966
ENSG00000115020,PIKFYVE,27,-0.1814,25,-0.2969,28,-0.1030,31,0.03055,29,-0.0364,25,-0.2645,48,0.74532,25,-0.3223,45,0.62968,34,0.20673,19,-0.6796
ENSG00000078018,MAP2,417,-0.6237,157,-2.0865,42,-3.9878,463,-0.4640,690,0.15746,645,0.05224,1087,0.90099,1020,0.90265,521,-0.2816,832,0.45786,597,-0.0690
ENSG00000144406,UNC80,27,-0.9177,19,-1.4403,8,-2.6048,81,0.80980,69,0.53048,32,-0.6757,59,0.29322,54,0.16200,63,0.40459,67,0.48362,57,0.22929
ENSG00000197713,RPE,27,0.15714,18,-0.4287,28,0.23804,26,0.10172,24,0.00611,42,0.88484,34,0.52580,14,-0.9208,11,-1.2201,32,0.43666,21,-0.2033
ENSG00000115365,LANCL1,27,-2.8403,152,-0.2771,459,1.55619,189,0.06675,182,0.00789,200,0.16053,135,-0.4597,111,-0.8175,191,0.08325,243,0.46722,175,-0.0565
ENSG00000178568,ERBB4,344,3.23204,30,-1.0885,20,-1.6813,21,-1.6532,13,-2.2554,13,-2.2708,21,-1.6180,35,-0.9542,19,-1.8029,156,1.53457,36,-0.8094
ENSG00000144451,SPAG16,355,2.82191,93,0.33447,74,-0.0142,32,-1.2833,48,-0.6759,35,-1.1744,58,-0.4118,40,-1.0189,61,-0.3238,31,-1.3264,34,-1.1929
ENSG00000138363,ATIC,27,-0.6708,34,-0.3266,49,0.26424,46,0.16048,59,0.54011,58,0.51890,59,0.55573,33,-0.3774,29,-0.5377,32,-0.3880,40,-0.0537
ENSG00000115414,FN1,136,1.54473,75,0.53057,15,-1.9118,4,-3.5917,13,-2.0675,250,2.78221,40,-0.4738,31,-0.8956,21,-1.3912,14,-1.9938,14,-1.9541
ENSG00000079246,XRCC5,27,-1.8127,74,-0.3023,139,0.69808,130,0.59100,119,0.44869,69,-0.4055,81,-0.1524,71,-0.3898,82,-0.1397,126,0.53688,88,-0.0299
ENSG00000260804,LINC01963,27,-0.1360,21,-0.5187,11,-1.4005,39,0.43522,40,0.47364,46,0.70378,10,-1.6119,29,0.00537,25,-0.2567,48,0.80054,27,-0.1313
ENSG00000144583,MARCH4,27,0.98223,3,-2.1782,2,-2.7043,30,1.19735,13,-0.1094,2,-2.5991,20,0.46510,12,-0.3011,13,-0.1775,17,0.28278,22,0.64096
ENSG00000138375,SMARCAL1,27,1.14961,10,-0.3507,17,0.37451,12,-0.1789,10,-0.3323,14,0.15928,3,-2.2641,9,-0.6172,21,0.77635,14,0.07263,11,-0.2626
ENSG00000197756,RPL37A,1899,-0.2459,3981,0.94816,3310,0.64007,1167,-0.9903,1291,-0.8374,3528,0.74548,1877,-0.2641,2413,0.14310,1646,-0.4674,1750,-0.3724,1399,-0.7152
ENSG00000115461,IGFBP5,67,-0.4447,461,3.04479,189,1.23632,22,-2.0780,106,0.27097,108,0.30210,41,-1.1979,22,-2.2310,8,-3.5783,16,-2.5740,10,-3.1593
ENSG00000079308,TNS1,27,0.45173,64,1.96657,37,0.98545,2,-3.4185,10,-1.0339,26,0.39765,31,0.70509,11,-1.0316,14,-0.5242,4,-2.4246,5,-1.9794
ENSG00000163466,ARPC2,27,-2.6062,131,-0.2561,92,-0.7883,236,0.68183,187,0.30440,177,0.22074,163,0.08482,141,-0.1592,171,0.16025,188,0.31166,198,0.40000
ENSG00000127837,AAMP,27,-1.6707,63,-0.3934,89,0.14065,103,0.37258,110,0.47705,47,-0.8535,92,0.19675,61,-0.4970,124,0.67876,99,0.30370,102,0.36004
ENSG00000127838,PNKD,27,-2.3453,159,0.33167,144,0.17217,149,0.22936,109,-0.2584,173,0.46882,103,-0.3504,128,-0.0124,130,0.01734,176,0.49719,121,-0.1009
ENSG00000135926,TMBIM1,27,-0.7621,100,1.34777,122,1.70854,9,-2.2648,15,-1.5741,47,0.09349,60,0.47682,42,-0.0809,8,-2.4277,41,-0.1299,16,-1.5116
ENSG00000144579,CTDSP1,27,-0.1251,58,1.12515,47,0.77207,4,-2.7371,13,-1.2166,50,0.85640,64,1.27706,21,-0.5498,19,-0.6623,11,-1.3814,14,-1.0523
ENSG00000135913,USP37,27,1.14197,12,-0.1228,15,0.19469,8,-0.6608,14,0.09812,8,-0.8056,21,0.71476,11,-0.2617,8,-0.7118,14,0.13282,8,-0.6971
ENSG00000144580,CNOT9,27,0.20938,13,-0.9267,30,0.40434,27,0.24296,36,0.66942,16,-0.5814,33,0.52067,18,-0.4622,27,0.22670,22,-0.1158,15,-0.6313
ENSG00000115568,ZNF142,27,1.05793,10,-0.4912,7,-0.9686,18,0.41769,17,0.35596,7,-0.9190,19,0.53646,10,-0.4474,19,0.51493,13,-0.1128,6,-1.1099
ENSG00000074582,BCS1L,27,0.18714,32,0.44240,18,-0.4101,28,0.24484,31,0.39035,27,0.18046,20,-0.2757,21,-0.2360,18,-0.3936,30,0.34498,15,-0.7328
ENSG00000163481,RNF25,27,0.91058,9,-0.7020,11,-0.4325,13,-0.1908,21,0.47950,11,-0.5361,6,-1.2443,11,-0.5481,25,0.80811,19,0.39174,17,0.14967
ENSG00000135929,CYP27A1,27,-0.4494,39,0.11588,169,2.79168,2,-4.1845,6,-2.5338,49,0.48707,83,1.37514,16,-1.2472,4,-3.1947,12,-1.5702,8,-2.1486
ENSG00000171450,CDK5R2,27,-1.8722,22,-2.1398,5,-4.2786,155,0.81322,144,0.69100,80,-0.2502,109,0.23657,122,0.48097,144,0.69606,86,-0.1295,106,0.19243
ENSG00000115649,CNPPD1,27,0.04408,44,0.81785,61,1.40568,20,-0.4380,26,0.01438,16,-0.7112,25,-0.0663,14,-1.0414,26,0.01455,15,-0.7996,25,-0.0582
ENSG00000144567,RETREG2,27,-2.6997,94,-0.8520,105,-0.6895,327,1.12727,232,0.54989,101,-0.7460,153,-0.1110,131,-0.3805,260,0.73764,248,0.66014,162,-0.0200
ENSG00000158552,ZFAND2B,27,-0.2517,37,0.24121,34,0.12377,31,-0.0213,46,0.59889,26,-0.3258,25,-0.3766,24,-0.4649,25,-0.3468,47,0.62040,34,0.11672
ENSG00000115657,ABCB6,27,-0.1261,27,-0.0888,13,-1.1717,32,0.14164,69,1.40797,9,-1.7912,23,-0.3407,27,-0.0998,33,0.20489,32,0.13059,30,0.02875
ENSG00000198925,ATG9A,27,-1.2211,45,-0.4599,77,0.39692,81,0.47759,100,0.80966,49,-0.3098,46,-0.4178,42,-0.6071,48,-0.3585,67,0.16779,99,0.80179
ENSG00000163516,ANKZF1,27,1.14744,3,-1.8885,15,0.22232,12,-0.1669,10,-0.3925,18,0.49017,12,-0.1805,9,-0.5932,13,-0.0682,17,0.39831,13,-0.0346
ENSG00000115661,STK16,27,0.21660,17,-0.4762,17,-0.4632,29,0.36425,26,0.18041,8,-1.5327,39,0.82197,19,-0.3594,22,-0.0848,39,0.80457,18,-0.4272
ENSG00000127824,TUBA4A,27,-3.3329,34,-3.0032,14,-4.2322,524,1.18869,574,1.34804,347,0.49860,184,-0.5014,219,-0.2534,287,0.19033,290,0.20724,331,0.42302
ENSG00000135924,DNAJB2,27,-2.4036,137,0.03020,265,1.11457,106,-0.3720,196,0.60312,182,0.48684,120,-0.1728,132,-0.0289,100,-0.4564,107,-0.3547,107,-0.3474
ENSG00000054356,PTPRN,27,-2.8643,27,-2.8419,8,-4.5185,445,1.46776,363,1.11149,119,-0.6667,177,-0.0618,182,-0.0198,254,0.51435,221,0.28854,204,0.15957
ENSG00000123992,DNPEP,27,0.84502,13,-0.3212,12,-0.4008,9,-0.8289,14,-0.2050,10,-0.6237,7,-1.1309,20,0.44980,24,0.66728,16,0.02661,16,0.02292
ENSG00000072195,SPEG,27,0.44312,8,-1.4420,6,-1.7496,24,0.27748,26,0.37030,7,-1.5160,15,-0.4433,17,-0.3031,45,1.30006,25,0.36048,26,0.39099
ENSG00000144591,GMPPA,27,0.93958,17,0.16649,15,0.03102,13,-0.1522,30,1.14456,9,-0.8104,8,-0.9171,11,-0.5051,17,0.20070,10,-0.5466,10,-0.5339
ENSG00000123989,CHPF,27,-1.3860,106,0.73122,24,-1.5730,101,0.65775,56,-0.2871,39,-0.8200,80,0.28210,52,-0.4222,106,0.72772,95,0.55538,68,0.00814
ENSG00000188760,TMEM198,27,0.24411,13,-0.8326,4,-2.4620,52,1.33323,34,0.60720,10,-1.2708,17,-0.4787,14,-0.7865,27,0.27297,22,-0.0374,41,0.93646
ENSG00000124006,OBSL1,27,-0.6558,68,0.81397,26,-0.7029,45,0.12680,23,-0.8729,21,-1.0285,38,-0.1347,39,-0.1106,47,0.21292,75,0.96145,48,0.22470
ENSG00000144589,STK11IP,27,1.20036,10,-0.4107,8,-0.7445,15,0.21185,11,-0.1687,1,-3.3525,2,-2.2964,5,-1.3435,29,1.32372,17,0.43042,23,0.92361
ENSG00000114923,SLC4A3,27,-0.9737,21,-1.3649,7,-2.8029,101,1.11562,31,-0.7444,28,-0.9266,23,-1.1793,55,0.11902,98,1.05935,89,0.90591,77,0.65553
ENSG00000116106,EPHA4,27,-1.3782,9,-2.9884,0,-6.4652,169,1.54718,155,1.39016,12,-2.5371,40,-0.8005,64,-0.0863,105,0.71815,54,-0.3245,105,0.71945
ENSG00000267034,AC010980.1,27,0.46164,2,-3.0430,0,-4.7660,32,0.75693,45,1.32096,4,-2.3714,17,-0.2543,20,-0.0305,30,0.66282,19,-0.0782,24,0.27847
ENSG00000163082,SGPP2,73,1.48380,7,-2.1693,0,-5.3589,62,1.19932,39,0.42087,41,0.50263,10,-1.5899,11,-1.5464,52,0.90203,19,-0.6712,31,0.07414
ENSG00000116120,FARSB,27,-1.0697,13,-2.1000,26,-1.1067,105,1.06475,90,0.81837,46,-0.2545,44,-0.3257,39,-0.5448,70,0.39502,92,0.85017,60,0.16828
ENSG00000123983,ACSL3,27,-2.2728,112,-0.1465,99,-0.3268,174,0.55296,167,0.49414,73,-0.8046,194,0.73326,104,-0.2772,133,0.13005,144,0.24938,142,0.23164
ENSG00000171951,SCG2,27,-2.2156,49,-1.3314,33,-1.9290,307,1.59853,92,-0.3810,50,-1.2965,35,-1.8111,81,-0.6211,177,0.64475,347,1.82740,138,0.24257
ENSG00000085449,WDFY1,27,-0.1768,28,-0.1018,33,0.14119,36,0.26557,44,0.59917,21,-0.5470,17,-0.8466,26,-0.2757,39,0.39751,39,0.40649,27,-0.1896
ENSG00000135900,MRPL44,27,-0.1899,20,-0.6158,28,-0.1290,39,0.40489,45,0.61406,22,-0.4842,27,-0.2036,27,-0.1899,40,0.45220,31,0.03751,31,0.02257
ENSG00000135919,SERPINE2,27,-2.6259,318,1.16590,68,-1.2709,68,-1.2679,80,-1.0269,45,-1.8693,557,2.21031,119,-0.4564,123,-0.3684,170,0.13436,181,0.23331
ENSG00000036257,CUL3,27,-1.3357,60,-0.1226,50,-0.4001,112,0.87961,106,0.78740,34,-0.9663,64,-0.0126,55,-0.2829,61,-0.1099,73,0.19133,82,0.36440
ENSG00000135905,DOCK10,27,-0.2873,70,1.25956,116,2.20228,4,-3.0975,26,-0.3415,59,0.96307,28,-0.2258,17,-1.0191,2,-3.5778,13,-1.3984,10,-1.7609
ENSG00000168958,MFF,27,-1.8975,105,0.15252,126,0.44908,108,0.20514,105,0.16340,94,-0.0118,75,-0.3624,83,-0.2363,96,0.01204,125,0.43880,113,0.27625
ENSG00000173744,AGFG1,27,-0.8278,25,-0.9540,69,0.64930,50,0.11337,79,0.85264,41,-0.1765,46,0.00116,39,-0.2746,54,0.25282,43,-0.0999,42,-0.1552
ENSG00000153820,SPHKAP,61,0.32680,10,-2.3186,0,-7.5372,131,1.62994,38,-0.3908,48,-0.0470,18,-1.5277,27,-0.9691,72,0.60011,70,0.54406,91,0.98567
ENSG00000153823,PID1,27,-0.7083,18,-1.3233,14,-1.6150,76,0.93234,65,0.68258,22,-0.9913,38,-0.1892,39,-0.1715,42,-0.0405,72,0.82881,61,0.58005
ENSG00000187957,DNER,610,1.45354,362,0.56400,416,0.79358,208,-0.3165,126,-1.0751,66,-2.0229,160,-0.7139,125,-1.1623,171,-0.6176,520,1.17035,166,-0.6588
ENSG00000153827,TRIP12,27,-1.2367,52,-0.2326,68,0.18226,80,0.43310,81,0.46464,71,0.24063,49,-0.3389,45,-0.4859,102,0.83629,49,-0.3212,59,-0.0588
ENSG00000163053,SLC16A14,27,0.58665,6,-1.6236,3,-2.6293,39,1.22631,33,0.92541,8,-1.2878,4,-2.2841,17,-0.1856,30,0.74886,17,-0.0867,22,0.27280
ENSG00000135932,CAB39,443,2.20782,69,-0.9054,59,-1.1431,169,0.49114,138,0.15978,74,-0.7937,76,-0.7665,82,-0.6906,113,-0.1498,102,-0.3009,86,-0.5714
ENSG00000135916,ITM2C,27,-4.6456,1181,1.02814,346,-0.9195,441,-0.5514,595,-0.0879,569,-0.1572,994,0.73747,657,0.07437,505,-0.3406,866,0.51032,712,0.19658
ENSG00000204128,C2orf72,27,-0.5608,41,0.08561,29,-0.4185,29,-0.4236,28,-0.5142,36,-0.1322,70,0.96208,45,0.24253,42,0.11233,35,-0.1755,39,0.02382
ENSG00000173692,PSMD1,27,-2.1579,88,-0.3956,74,-0.6641,215,1.04277,190,0.82786,179,0.73597,91,-0.3483,91,-0.3643,93,-0.3017,133,0.24509,90,-0.3662
ENSG00000135931,ARMC9,27,1.22537,1,-3.3952,3,-1.9580,37,1.77803,16,0.34609,3,-2.1277,3,-1.8520,7,-0.9581,28,1.27266,11,-0.1349,8,-0.5839
ENSG00000115053,NCL,27,-2.8197,255,0.57312,276,0.70071,173,-0.0478,207,0.23116,203,0.20523,197,0.15859,159,-0.1978,147,-0.2973,184,0.04597,154,-0.2283
ENSG00000187514,PTMA,458,-1.0320,1575,0.91300,3117,2.16158,316,-1.5878,586,-0.6600,1250,0.52875,1060,0.26337,593,-0.6916,347,-1.4477,515,-0.8549,364,-1.3790
ENSG00000156973,PDE6D,27,-0.2952,36,0.13949,64,1.09506,35,0.10399,28,-0.2304,34,0.07319,41,0.36759,23,-0.5665,23,-0.5349,29,-0.1728,28,-0.2385
ENSG00000144524,COPS7B,27,0.22536,30,0.42408,31,0.46745,27,0.21931,24,0.05176,20,-0.2356,13,-0.8571,25,0.15054,10,-1.2314,25,0.13190,20,-0.2126
ENSG00000144535,DIS3L2,27,1.15483,3,-2.0464,20,0.68746,16,0.33041,8,-0.6767,24,0.99437,3,-2.1136,7,-1.0665,20,0.62942,12,-0.0973,10,-0.4271
ENSG00000135930,EIF4E2,27,-0.4913,22,-0.8181,34,-0.1426,41,0.15812,35,-0.0874,25,-0.5708,37,0.01169,30,-0.3635,75,1.15873,41,0.15737,47,0.38766
ENSG00000115468,EFHD1,27,-2.4315,310,1.34996,703,3.03496,15,-3.2771,39,-1.9026,194,0.55409,140,0.04036,63,-1.2690,23,-2.6383,36,-1.9864,30,-2.2626
ENSG00000204120,GIGYF2,27,-0.0845,34,0.30052,36,0.39750,36,0.36189,31,0.14087,36,0.38038,15,-0.9149,25,-0.2338,26,-0.1297,17,-0.7470,31,0.16390
ENSG00000182600,SNORC,355,1.49346,597,2.52150,196,0.48341,18,-3.1015,59,-1.3653,99,-0.5786,93,-0.6851,90,-0.7816,44,-1.7835,55,-1.4590,40,-1.9450
ENSG00000066248,NGEF,27,-1.7273,11,-2.9813,8,-3.4358,111,0.42378,374,2.67098,85,0.00295,113,0.45819,64,-0.4597,58,-0.5698,50,-0.8167,51,-0.7903
ENSG00000085978,ATG16L1,27,0.51262,10,-1.0287,16,-0.2613,24,0.35031,29,0.65824,8,-1.2227,13,-0.6276,18,-0.1565,33,0.87065,9,-1.1893,27,0.53846
ENSG00000077044,DGKD,27,0.80133,23,0.53031,11,-0.5911,23,0.53726,10,-0.6916,6,-1.4093,10,-0.7771,10,-0.7815,18,0.19212,17,0.08740,30,0.96343
ENSG00000188042,ARL4C,27,-1.1583,11,-2.4583,5,-3.5678,58,0.00013,43,-0.4661,11,-2.4182,18,-1.7731,36,-0.7686,161,1.72273,206,2.20810,82,0.55191
ENSG00000130147,SH3BP4,27,1.11792,1,-3.1514,42,1.94229,4,-1.7259,6,-1.2325,39,1.77441,8,-0.7738,9,-0.6314,7,-0.9327,4,-1.8249,4,-1.5732
ENSG00000157985,AGAP1,27,-1.5238,51,-0.5552,114,0.69621,34,-1.1764,81,0.15232,111,0.64849,142,1.07037,87,0.29292,51,-0.5559,59,-0.3547,40,-0.9203
ENSG00000132321,IQCA1,27,0.23227,55,1.41753,11,-1.1038,7,-1.7104,17,-0.4418,23,0.02216,52,1.33316,18,-0.3711,27,0.23384,12,-0.9963,9,-1.4216
ENSG00000198612,COPS8,27,-2.0485,69,-0.6449,61,-0.8419,194,0.98822,155,0.61308,80,-0.4301,112,0.09926,101,-0.0718,99,-0.1005,143,0.48541,123,0.24969
ENSG00000124831,LRRFIP1,262,2.56293,40,-0.6645,20,-1.6977,73,0.25893,32,-0.9948,32,-0.9916,17,-1.9042,27,-1.3181,119,1.05260,43,-0.5727,52,-0.2865
ENSG00000132329,RAMP1,27,-2.5826,318,1.21689,132,-0.2184,140,-0.1235,40,-2.0096,82,-0.9501,234,0.69664,163,0.12474,140,-0.1299,131,-0.2264,251,0.81446
ENSG00000184182,UBE2F,27,-0.8619,39,-0.2870,55,0.24272,71,0.63854,28,-0.8056,43,-0.1509,36,-0.4385,50,0.07978,62,0.44001,52,0.13796,56,0.26903
ENSG00000132323,ILKAP,27,-0.2766,21,-0.6159,59,0.98109,31,-0.0656,26,-0.3227,26,-0.3380,37,0.22739,28,-0.2425,35,0.11647,40,0.34343,28,-0.1997
ENSG00000144485,HES6,27,-1.2490,134,1.28041,129,1.21304,44,-0.5145,19,-1.7493,41,-0.6183,28,-1.1826,58,-0.0911,90,0.61582,44,-0.5160,64,0.07725
ENSG00000132326,PER2,27,0.83619,12,-0.4648,14,-0.2148,19,0.28583,26,0.81258,3,-2.3003,4,-1.8233,17,0.13339,12,-0.4030,19,0.26967,20,0.32593
ENSG00000204104,TRAF3IP1,27,0.71497,14,-0.3173,13,-0.3878,19,0.14894,18,0.10583,9,-0.8670,26,0.65432,15,-0.2046,12,-0.4811,19,0.17719,17,-0.0324
ENSG00000065802,ASB1,27,0.13205,20,-0.2904,29,0.24964,18,-0.4591,23,-0.0990,16,-0.6597,49,1.10051,22,-0.1887,21,-0.2420,23,-0.0875,25,0.03850
ENSG00000068024,HDAC4,453,4.15641,27,-1.2095,27,-1.2465,19,-1.7265,34,-0.8857,23,-1.4749,23,-1.4422,22,-1.6326,18,-1.7886,30,-1.0519,29,-1.0923
ENSG00000130414,NDUFA10,355,1.51510,82,-0.8520,109,-0.4155,194,0.48964,170,0.27611,121,-0.2597,73,-1.0300,111,-0.4306,128,-0.1740,128,-0.1752,134,-0.1007
ENSG00000172428,COPS9,1146,0.67532,751,-0.0046,558,-0.4665,575,-0.4202,614,-0.3191,1002,0.45612,758,0.00954,806,0.11843,602,-0.3486,808,0.11094,612,-0.3233
ENSG00000063660,GPC1,27,-1.5769,76,-0.0401,36,-1.1685,109,0.54124,66,-0.2473,30,-1.4610,108,0.52245,77,-0.0213,109,0.53625,87,0.17190,132,0.85105
ENSG00000188542,DUSP28,27,0.25690,14,-0.7707,12,-0.9856,28,0.31071,23,0.00329,26,0.20659,14,-0.7089,18,-0.3779,25,0.13307,45,1.08691,24,0.10703
ENSG00000142327,RNPEPL1,27,0.53634,30,0.69491,35,0.95186,12,-0.6510,12,-0.6696,17,-0.1347,9,-1.0345,24,0.42786,9,-1.1805,16,-0.2569,13,-0.5980
ENSG00000142330,CAPN10,27,1.08700,14,-0.0031,11,-0.3270,14,0.07166,23,0.84760,6,-1.2602,3,-2.0828,14,0.00271,6,-1.1462,15,0.18211,17,0.32368
ENSG00000130294,KIF1A,32,-3.5069,259,-0.4485,262,-0.4271,421,0.31349,426,0.33380,403,0.24273,381,0.15398,363,0.08604,348,0.01059,534,0.70141,353,0.03480
ENSG00000122085,MTERF4,27,-0.0634,38,0.48793,35,0.33544,35,0.34499,32,0.21620,30,0.10842,19,-0.5500,24,-0.2698,20,-0.4819,32,0.20223,20,-0.5321
ENSG00000115685,PPP1R7,27,-2.0053,88,-0.2355,59,-0.8444,146,0.56773,126,0.33171,132,0.40825,126,0.33387,89,-0.2360,102,-0.0003,94,-0.1370,149,0.60255
ENSG00000115677,HDLBP,299,1.16798,111,-0.4276,109,-0.4594,152,0.05761,149,0.02859,144,-0.0300,114,-0.3956,103,-0.5983,180,0.32248,135,-0.1291,162,0.15401
ENSG00000168385,SEPTIN2,833,2.11437,368,0.64986,486,1.11728,58,-2.1642,78,-1.7324,162,-0.6404,241,-0.0289,159,-0.7266,131,-0.9595,150,-0.7611,121,-1.0823
ENSG00000006607,FARP2,27,1.04773,13,-0.1171,23,0.82296,9,-0.6178,15,0.16220,20,0.60628,13,-0.1402,10,-0.6027,9,-0.6718,15,0.10314,3,-2.1137
ENSG00000115694,STK25,27,-2.0251,53,-1.0194,65,-0.7216,154,0.63175,163,0.72853,84,-0.3310,97,-0.0961,101,-0.0505,146,0.54127,120,0.23304,134,0.40745
ENSG00000176720,BOK,27,-1.4366,84,0.29234,378,3.17524,23,-1.6444,39,-0.9015,135,1.07472,59,-0.2603,24,-1.7150,19,-1.9468,14,-2.4148,11,-2.7558
ENSG00000176946,THAP4,27,-0.3547,18,-0.9335,27,-0.3522,51,0.66772,40,0.26975,35,0.06389,43,0.37241,26,-0.4542,35,0.05848,38,0.18767,39,0.24051
