Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000120129,DUSP1,16,-4.5349,407,0.27318,1,-8.2841,150,-1.4086,16,-4.5452,2323,4.57629,18,-4.6005
ENSG00000170091,NSG2,16,-5.3414,4042,4.55854,1053,0.95086,131,-2.4824,16,-5.3772,1,-8.4924,10,-6.2327
ENSG00000145920,CPLX2,16,-5.1565,407,-0.4201,2573,3.23135,831,0.90890,16,-5.1921,51,-3.5197,18,-5.1982
ENSG00000175416,CLTB,16,-4.0278,407,0.87108,458,1.08327,231,-0.0884,112,-1.2092,528,1.35090,100,-1.4946
ENSG00000074317,SNCB,16,-4.7224,407,0.05984,2320,3.93892,378,-0.0675,16,-4.7584,2,-7.6462,5,-6.4039
ENSG00000169045,HNRNPH1,16,-3.5350,407,1.49877,15,-3.6649,102,-0.9203,16,-3.5705,532,2.05183,183,0.10930
ENSG00000127022,CANX,16,-4.9414,407,-0.1840,1082,1.51777,393,-0.2704,866,1.09656,166,-1.5631,390,-0.2825
ENSG00000161011,SQSTM1,16,-3.9405,407,0.97687,599,1.71365,230,0.01538,16,-3.9773,272,0.28634,143,-0.8177
ENSG00000113269,RNF130,16,-4.0291,407,0.86679,333,0.51966,95,-1.5863,452,1.05629,190,-0.3918,301,0.40604
ENSG00000204628,RACK1,147,-2.1770,407,-0.6378,463,-0.4353,362,-0.9031,460,-0.4433,1806,1.97779,732,0.35399
ENSG00000137267,TUBB2A,16,-4.9602,407,-0.2052,2601,3.73770,378,-0.3603,16,-4.9960,299,-0.6864,31,-4.2258
ENSG00000137285,TUBB2B,16,-4.4764,407,0.34059,1,-8.2259,1114,3.37706,16,-4.5116,58,-2.6417,125,-1.6349
ENSG00000204681,GABBR1,16,-3.7253,407,1.24941,554,1.86050,319,0.97186,16,-3.7604,37,-2.5424,53,-2.1608
ENSG00000206503,HLA-A,16,-4.7138,407,0.07024,22,-4.3082,347,-0.2119,16,-4.7491,2138,3.64110,107,-2.1322
ENSG00000204592,HLA-E,16,-5.3020,407,-0.5783,1,-9.0491,187,-1.9005,1614,1.82152,2828,3.21176,13,-5.7697
ENSG00000196230,TUBB,16,-5.2060,407,-0.4740,1114,1.22440,238,-1.4149,1120,1.23473,1620,1.96911,87,-2.9633
ENSG00000137312,FLOT1,1072,1.98493,407,0.20068,502,0.55502,122,-1.8084,210,-0.8496,328,-0.1488,237,-0.7338
ENSG00000204580,DDR1,16,-3.6723,407,1.31735,4,-5.4511,223,0.30850,16,-3.7082,144,-0.4370,338,1.18962
ENSG00000204525,HLA-C,16,-5.7961,407,-1.1055,116,-2.9741,302,-1.6829,2471,1.99981,3574,2.89648,111,-3.2022
ENSG00000234745,HLA-B,253,-1.7433,407,-1.0272,71,-3.5982,249,-1.9073,1214,0.73715,4425,3.75636,86,-3.4985
ENSG00000204469,PRRC2A,16,-3.7609,407,1.20270,417,1.24917,212,0.09236,81,-1.4131,288,0.59177,92,-1.3382
ENSG00000204387,SNHG32,16,-3.5334,407,1.50004,1,-7.2903,86,-1.1985,42,-2.1684,40,-2.2275,439,2.17611
ENSG00000204310,AGPAT1,16,-3.3654,407,1.72897,1,-7.1242,165,0.12499,192,0.36035,217,0.56702,112,-0.5628
ENSG00000231500,RPS18,191,-3.6067,407,-2.5005,365,-2.6587,1125,-1.0746,4169,1.18516,3926,1.07483,3763,1.22006
ENSG00000231925,TAPBP,16,-4.1400,407,0.73557,1,-7.8914,248,-0.1031,1029,2.62780,324,0.34800,43,-2.8974
ENSG00000112514,CUTA,334,0.63492,407,0.98212,80,-1.6116,243,0.11786,220,-0.0573,178,-0.3965,174,-0.4853
ENSG00000186577,SMIM29,16,-3.7647,407,1.19890,295,0.62743,243,0.34604,464,1.45020,1,-6.9235,76,-1.6390
ENSG00000272325,NUDT3,16,-3.7947,407,1.16047,83,-1.4113,369,1.19848,16,-3.8307,187,-0.1592,207,0.00143
ENSG00000124614,RPS10,17,-5.7724,407,-1.1870,125,-2.9438,529,-0.8677,1852,1.31188,1321,0.70211,1519,1.15281
ENSG00000198755,RPL10A,16,-5.7970,407,-1.1067,259,-1.7836,349,-1.4596,2130,1.68785,1262,0.71435,1322,0.95511
ENSG00000112081,SRSF3,16,-4.0400,407,0.85600,262,0.10843,183,-0.5152,470,1.11680,411,0.87634,135,-1.0306
ENSG00000137409,MTCH1,16,-4.7968,407,-0.0230,1704,2.76016,420,0.03382,16,-4.8322,228,-0.9309,251,-0.8693
ENSG00000146122,DAAM2,16,-4.1892,407,0.67610,1,-7.9409,134,-1.2119,52,-2.5034,522,1.12114,588,1.69804
ENSG00000124702,KLHDC3,336,0.61354,407,0.94482,662,1.88272,265,0.24282,16,-4.0028,47,-2.4223,49,-2.5410
ENSG00000112715,VEGFA,318,0.63310,407,1.06699,260,0.29012,347,0.94330,16,-3.9036,23,-3.3498,120,-1.0330
ENSG00000137216,TMEM63B,16,-3.8305,407,1.11582,846,2.67234,253,0.33647,16,-3.8653,1,-6.9887,57,-2.1605
ENSG00000096384,HSP90AB1,410,-1.9552,407,-1.9682,7093,3.22768,1548,0.10858,514,-1.6192,657,-1.2477,485,-1.8415
ENSG00000170915,PAQR8,16,-4.6741,407,0.11412,131,-1.6453,319,-0.3114,544,0.60150,153,-1.4125,762,1.49516
ENSG00000151914,DST,16,-4.4286,407,0.39450,307,-0.0676,206,-0.7748,17,-4.3529,533,0.85971,594,1.29700
ENSG00000156508,EEF1A1,1576,-1.7694,2875,-0.8582,2751,-0.9259,2216,-1.3716,11386,1.45635,10043,1.21804,5756,0.28536
ENSG00000112695,COX7A2,16,-4.3790,407,0.45268,123,-1.4356,357,0.27016,16,-4.4147,794,1.67345,357,0.27297
ENSG00000112697,TMEM30A,16,-4.1968,407,0.66755,749,1.81217,153,-0.9966,263,-0.0588,340,0.36423,186,-0.6779
ENSG00000196586,MYO6,16,-3.4149,407,1.66182,1,-7.1726,102,-0.7728,20,-3.1015,216,0.50372,284,1.19807
ENSG00000203875,SNHG5,475,1.42718,407,1.13338,1,-7.5703,46,-2.4757,16,-3.8520,180,-0.2471,359,1.10008
ENSG00000132424,PNISR,16,-3.8084,407,1.14343,257,0.34530,192,-0.1483,16,-3.8442,288,0.53433,254,0.37874
ENSG00000112320,SOBP,16,-3.0885,407,2.13490,113,-0.1884,242,1.35708,16,-3.1232,1,-6.2539,53,-1.4637
ENSG00000112335,SNX3,16,-4.2437,407,0.61015,48,-2.6939,301,0.12293,968,2.30174,267,-0.0859,114,-1.5253
ENSG00000155111,CDK19,16,-3.4508,407,1.61280,1,-7.2073,65,-1.5383,16,-3.4866,123,-0.4509,387,1.96278
ENSG00000010810,FYN,16,-3.5363,407,1.49611,334,1.12252,230,0.55490,16,-3.5726,129,-0.4715,98,-0.9869
ENSG00000277443,MARCKS,16,-4.2195,407,0.63989,612,1.37969,398,0.71331,16,-4.2551,281,0.02203,183,-0.7324
ENSG00000189241,TSPYL1,250,-1.7897,407,-1.0575,5321,4.51313,584,-0.5556,16,-5.7869,8,-6.7602,6,-7.3486
ENSG00000152661,GJA1,16,-4.2198,407,0.63873,1,-7.9724,936,3.38671,16,-4.2567,184,-0.6512,0,-9.3614
ENSG00000111897,SERINC1,16,-6.4426,7370,3.80249,1121,-0.2230,342,-2.1853,308,-2.1919,606,-1.1801,743,-0.9578
ENSG00000111906,HDDC2,419,1.16977,407,1.11656,48,-2.2507,132,-0.8238,16,-3.8650,171,-0.3417,290,0.61512
ENSG00000111911,HINT3,626,0.87757,407,0.14516,1,-8.3955,157,-1.4663,1478,2.65898,55,-2.8815,234,-0.8134
ENSG00000079819,EPB41L2,16,-3.4835,407,1.56801,111,-0.6412,116,-0.6412,17,-3.4416,109,-0.6713,305,1.25458
ENSG00000112306,RPS12,50,-6.1153,407,-3.0994,693,-2.3157,1324,-1.4694,7406,1.50228,4178,0.46949,6468,1.55716
ENSG00000092820,EZR,16,-3.2196,407,1.93868,47,-1.6819,287,1.55935,16,-3.2559,142,0.03133,26,-2.7048
ENSG00000112096,SOD2,16,-3.9915,407,0.91548,969,2.73468,172,-0.5625,16,-4.0269,145,-0.7732,116,-1.2178
ENSG00000112531,QKI,16,-6.3004,3135,1.76676,27,-5.5803,878,-0.5096,1968,0.88271,369,-1.7781,1617,0.63797
ENSG00000176381,PRR18,16,-3.8391,407,1.10456,1,-7.5933,26,-3.3430,470,1.37645,58,-2.0010,457,1.66967
ENSG00000188191,PRKAR1B,16,-5.0603,407,-0.3146,3044,4.10756,325,-0.7420,16,-5.0944,298,-0.8008,12,-5.7106
ENSG00000105963,ADAP1,244,0.31074,407,1.20524,176,-0.2227,231,0.25383,16,-3.7956,19,-3.5240,247,0.38340
ENSG00000146540,C7orf50,16,-3.4562,407,1.60533,1,-7.2129,304,1.29147,16,-3.4915,149,-0.1539,139,-0.2956
ENSG00000164880,INTS1,16,-3.4085,407,1.67033,210,0.46693,219,0.63222,16,-3.4441,127,-0.3548,106,-0.7052
ENSG00000075624,ACTB,1314,-1.2661,407,-3.0085,4726,0.78845,2153,-0.5657,5737,1.13655,5254,0.97652,2434,-0.3516
ENSG00000075618,FSCN1,16,-4.2219,407,0.63757,860,2.07018,141,-1.1612,16,-4.2576,221,-0.3607,347,0.42921
ENSG00000136238,RAC1,16,-5.5627,407,-0.8574,1486,1.30203,397,-0.9872,366,-1.0185,1480,1.29532,877,0.43312
ENSG00000189043,NDUFA4,252,-1.4254,407,-0.6970,206,-1.7301,1069,1.07722,16,-5.4187,625,-0.0177,1019,0.96918
ENSG00000136237,RAPGEF5,16,-3.9621,407,0.95160,346,0.67000,38,-2.8888,144,-0.7466,191,-0.3061,452,1.41938
ENSG00000196683,TOMM7,16,-5.3326,407,-0.6110,416,-0.5754,610,0.03943,39,-4.0647,856,0.59932,1211,1.51927
ENSG00000172115,CYCS,16,-3.6838,407,1.30237,219,0.21601,162,-0.3002,395,1.24882,164,-0.2440,99,-1.1350
ENSG00000122566,HNRNPA2B1,16,-4.7255,407,0.05648,401,0.03322,365,-0.1359,516,0.45040,501,0.40236,482,0.39299
ENSG00000106052,TAX1BP1,16,-3.5019,407,1.54216,365,1.33363,153,-0.1801,52,-1.8149,180,0.10593,97,-0.9561
ENSG00000136193,SCRN1,16,-3.5147,407,1.52568,313,1.03209,212,0.41421,16,-3.5507,28,-2.7453,166,-0.0495
ENSG00000180354,MTURN,16,-7.4958,3634,0.51028,2214,-0.3013,632,-2.3634,2993,0.18595,1920,-0.5263,6001,1.80230
ENSG00000122545,SEPTIN7,799,-0.1436,407,-1.1945,1349,0.72901,512,-0.9303,904,0.05641,762,-0.2182,1306,0.80193
ENSG00000011426,ANLN,16,-3.7175,407,1.25920,1,-7.4726,26,-3.1882,16,-3.7528,80,-1.3849,596,2.85737
ENSG00000058404,CAMK2B,17,-5.6323,407,-0.9760,4643,4.09781,853,0.22684,16,-5.7099,1,-8.8241,10,-6.5986
ENSG00000015676,NUDCD3,16,-4.1642,407,0.70615,1005,2.52513,207,-0.4528,410,0.71926,50,-2.5444,49,-2.7441
ENSG00000196262,PPIA,395,-1.5567,407,-1.5118,1668,0.73355,674,-0.8218,2820,1.71499,692,-0.7009,1181,0.17319
ENSG00000105968,H2AFV,242,-0.3732,407,0.47455,304,-0.0040,201,-0.7350,709,1.47654,311,0.03091,186,-0.8682
ENSG00000164742,ADCY1,16,-4.2714,407,0.57909,1585,3.66268,271,-0.1079,16,-4.3074,1,-7.4265,8,-5.3838
ENSG00000106078,COBL,16,-3.4834,407,1.56809,1,-7.2404,113,-0.6814,105,-0.7274,40,-2.1601,353,1.62872
ENSG00000106153,CHCHD2,16,-4.4380,407,0.38423,1,-8.1883,459,0.69573,638,1.17340,530,0.83951,195,-0.8787
ENSG00000126524,SBDS,16,-3.5540,407,1.47272,174,-0.0148,134,-0.4770,16,-3.5902,234,0.47755,231,0.53635
ENSG00000106089,STX1A,16,-4.1550,407,0.71719,1658,4.18419,130,-1.2195,16,-4.1911,27,-3.4102,0,-9.2945
ENSG00000106682,EIF4H,16,-3.7020,407,1.27958,250,0.41651,218,0.22296,16,-3.7365,143,-0.4846,238,0.39661
ENSG00000106665,CLIP2,16,-3.9844,407,0.92380,477,1.21322,216,-0.1581,149,-0.7206,105,-1.2608,267,0.23660
ENSG00000263001,GTF2I,16,-5.3742,407,-0.6555,1113,1.00952,449,-0.5596,997,0.81372,554,-0.1667,774,0.44270
ENSG00000005486,RHBDD2,16,-5.1650,407,-0.4293,2536,3.16850,545,0.04532,337,-0.7218,136,-2.0901,133,-2.2747
ENSG00000106211,HSPB1,16,-4.4402,407,0.38075,1,-8.1909,399,0.40750,793,1.58591,645,1.19083,122,-1.6359
ENSG00000170027,YWHAG,16,-4.6795,407,0.10867,2132,3.72035,271,-0.5993,16,-4.7150,66,-2.6610,122,-1.8959
ENSG00000186472,PCLO,16,-3.4422,407,1.62444,706,2.90080,154,-0.0927,16,-3.4784,1,-6.6041,2,-6.1725
ENSG00000198822,GRM3,16,-3.6837,407,1.30262,259,0.49727,183,-0.0779,17,-3.6255,109,-0.8810,274,0.70725
ENSG00000075142,SRI,16,-3.3621,407,1.73517,1,-7.1204,409,2.34015,16,-3.3983,1,-6.5245,61,-1.5505
ENSG00000105854,PON2,16,-5.5238,4017,3.91934,1,-9.2700,381,-1.0104,503,-0.4850,697,0.03611,71,-3.5912
ENSG00000166448,TMEM130,16,-4.0367,407,0.86059,1494,4.08092,131,-1.0709,16,-4.0720,1,-7.1933,0,-9.1776
ENSG00000241468,ATP5MF,16,-4.1747,407,0.69380,142,-1.0007,337,0.43781,641,1.52779,334,0.35871,101,-1.6388
ENSG00000106261,ZKSCAN1,16,-5.2195,3862,4.79246,93,-2.7115,109,-2.6328,118,-2.3624,210,-1.4981,228,-1.4990
ENSG00000188186,LAMTOR4,16,-3.7733,407,1.18773,1,-7.5275,212,0.07431,16,-3.8089,560,1.81260,205,0.00997
ENSG00000166925,TSC22D4,16,-5.1027,407,-0.3614,198,-1.4678,758,0.78961,94,-2.5742,300,-0.8351,1028,1.50519
ENSG00000172354,GNB2,19,-4.2730,407,0.30775,1025,2.02657,263,-0.4422,241,-0.5369,630,1.06549,93,-2.1189
ENSG00000106400,ZNHIT1,16,-3.7157,407,1.26181,325,0.85614,127,-0.7637,16,-3.7504,350,0.98874,197,0.01017
ENSG00000214253,FIS1,16,-4.4259,407,0.39822,346,0.13249,137,-1.4411,19,-4.2324,691,1.33930,561,1.16308
ENSG00000267368,UPK3BL1,16,-3.6807,407,1.30631,413,1.33401,188,-0.0258,16,-3.7162,231,0.30849,131,-0.6729
ENSG00000135250,SRPK2,16,-4.0573,407,0.83528,936,2.53236,208,-0.3110,16,-4.0925,22,-3.6274,207,-0.3219
ENSG00000091129,NRCAM,16,-3.6652,407,1.32654,632,2.23794,255,0.58241,16,-3.7014,22,-3.2443,49,-2.2018
ENSG00000106278,PTPRZ1,16,-3.9078,407,1.01789,1,-7.6618,592,2.31789,16,-3.9443,125,-0.9129,132,-0.9190
ENSG00000128609,NDUFA5,588,1.72581,407,1.02169,406,1.02105,231,0.06450,16,-3.9388,1,-7.0632,64,-2.0712
ENSG00000170775,GPR37,16,-4.2161,407,0.64464,18,-4.0804,25,-3.7963,873,2.11145,114,-1.3793,505,1.25716
ENSG00000128524,ATP6V1F,571,0.93774,407,0.35155,565,0.91664,177,-1.0670,366,0.17901,469,0.59355,111,-1.8030
ENSG00000286214,AUXG01000058.1,695,1.51790,407,0.54489,1102,2.52037,134,-1.3291,16,-4.3356,104,-1.5937,21,-4.0908
ENSG00000105887,MTPN,16,-4.8417,407,-0.0737,1732,2.72071,342,-0.3913,433,0.02620,472,0.16963,43,-3.6212
ENSG00000105894,PTN,16,-4.5153,407,0.29482,95,-1.9495,742,1.72026,153,-1.2479,568,0.86648,168,-1.2126
ENSG00000064393,HIPK2,547,-0.7502,407,-1.2060,221,-2.1164,361,-1.5065,553,-0.7344,481,-0.9482,2492,2.57100
ENSG00000090266,NDUFB2,16,-3.9801,407,0.92930,63,-2.0180,322,0.61745,19,-3.7714,335,0.59289,314,0.56760
ENSG00000270672,MTRNR2L6,16,-3.9509,407,0.96516,104,-1.2342,484,1.61596,16,-3.9865,103,-1.2520,229,-0.0119
ENSG00000159784,FAM131B,16,-3.3039,407,1.81712,311,1.28897,107,-0.5636,16,-3.3403,33,-2.2594,165,0.20784
ENSG00000171130,ATP6V0E2,16,-3.9763,407,0.93428,682,1.93409,286,0.37947,16,-4.0119,8,-4.9676,204,-0.2527
ENSG00000133612,AGAP3,16,-4.3958,407,0.43270,1415,3.01066,320,0.04164,16,-4.4323,65,-2.3973,129,-1.5008
ENSG00000106615,RHEB,16,-3.8570,407,1.08235,712,2.21006,175,-0.3736,16,-3.8927,378,0.95030,31,-3.1041
ENSG00000130226,DPP6,16,-4.1094,407,0.77239,1368,3.53342,219,-0.2848,16,-4.1449,2,-6.7547,31,-3.3464
ENSG00000105993,DNAJB6,16,-4.1010,407,0.78149,966,2.53303,194,-0.4866,246,-0.0605,110,-1.3053,82,-1.8898
ENSG00000117868,ESYT2,16,-4.6203,407,0.17589,457,0.37009,150,-1.5032,1220,2.23823,840,1.45589,23,-4.3066
ENSG00000164733,CTSB,16,-4.6909,407,0.09599,1066,1.83812,278,-0.5719,16,-4.7253,1189,2.07033,100,-2.2069
ENSG00000129422,MTUS1,16,-3.9752,407,0.93553,1,-7.7282,65,-2.1109,584,1.61699,379,0.80917,295,0.44274
ENSG00000078674,PCM1,16,-3.1512,407,2.03976,1,-6.9121,173,0.51411,16,-3.1870,108,-0.3338,151,0.23809
ENSG00000147416,ATP6V1B2,16,-4.0062,407,0.89751,1174,3.25899,144,-0.8802,99,-1.3673,13,-4.2855,77,-1.8871
ENSG00000158856,DMTN,16,-4.1913,407,0.67259,1192,2.92229,369,0.59823,16,-4.2278,27,-3.4813,25,-3.7428
ENSG00000168481,LGI3,16,-4.0419,407,0.85367,123,-1.0751,74,-1.9843,514,1.27988,33,-3.0107,482,1.44030
ENSG00000168490,PHYHIP,16,-5.4535,407,-0.7409,4225,4.37907,561,-0.2670,16,-5.4892,61,-3.5673,0,-10.588
ENSG00000104722,NEFM,16,-3.7833,407,1.17455,625,2.03048,390,1.35658,16,-3.8196,1,-6.9425,0,-8.9272
ENSG00000277586,NEFL,16,-4.6629,407,0.12693,1545,2.74510,597,0.92891,179,-1.1594,36,-3.5385,5,-6.5269
ENSG00000104765,BNIP3L,16,-3.9028,407,1.02309,469,1.28675,183,-0.3585,16,-3.9394,208,-0.1102,262,0.30836
ENSG00000092964,DPYSL2,68,-3.6924,407,-1.0466,1405,0.97288,818,0.05961,689,-0.2235,589,-0.4729,1168,0.76990
ENSG00000015592,STMN4,16,-3.9469,407,0.96976,577,1.63117,110,-1.2569,270,0.26616,227,-0.0165,174,-0.4933
ENSG00000120899,PTK2B,16,-3.6080,407,1.40218,863,3.15586,164,-0.1873,16,-3.6436,5,-5.2060,0,-8.7416
ENSG00000120885,CLU,1213,-0.9672,408,-2.5990,2177,-0.0480,6998,2.98332,888,-1.4404,615,-1.9907,445,-2.6303
ENSG00000133872,SARAF,521,-0.3694,407,-0.7579,2074,2.11181,639,-0.0500,642,-0.0358,388,-0.8300,300,-1.3383
ENSG00000104695,PPP2CB,16,-4.5631,407,0.24047,993,1.87342,328,-0.1258,16,-4.5894,461,0.44842,306,-0.2515
ENSG00000147526,TACC1,762,1.03257,407,-0.0358,789,1.09418,160,-1.6128,346,-0.2962,551,0.46440,284,-0.6714
ENSG00000147533,GOLGA7,16,-3.5453,407,1.48486,1,-7.3017,78,-1.3706,137,-0.3823,125,-0.5209,363,1.58935
ENSG00000221869,CEBPD,16,-4.7596,407,0.01795,1,-8.5066,142,-1.7429,1211,2.00629,1640,2.72587,31,-4.0354
ENSG00000023287,RB1CC1,16,-3.3476,407,1.75528,1,-7.1060,114,-0.5114,260,0.90922,82,-0.9589,187,0.39203
ENSG00000008988,RPS20,87,-3.4453,407,-1.1693,101,-3.2260,462,-1.0705,1220,0.58480,1864,1.34629,1561,1.24649
ENSG00000137575,SDCBP,16,-3.9338,407,0.98658,264,0.24184,197,-0.2601,480,1.29220,353,0.73463,67,-2.0294
ENSG00000104388,RAB2A,16,-4.0538,407,0.83713,912,2.47029,208,-0.3155,16,-4.0916,116,-1.1835,172,-0.6437
ENSG00000169085,VXN,16,-3.4344,407,1.63525,314,1.13808,153,-0.0975,33,-2.3995,26,-2.7518,175,0.15229
ENSG00000245910,SNHG6,16,-5.8696,407,-1.1828,28,-5.0675,370,-1.4444,1808,1.27134,904,0.06958,1947,1.80273
ENSG00000147604,RPL7,16,-5.6906,407,-0.9936,119,-2.8265,485,-0.8003,1385,1.00924,1106,0.61302,1442,1.33418
ENSG00000104435,STMN2,16,-4.5184,407,0.29001,1896,3.69153,318,-0.1261,16,-4.5538,54,-2.7816,21,-4.3523
ENSG00000147588,PMP2,344,0.12284,407,0.40063,1,-8.1740,545,1.09907,16,-4.4597,36,-3.2852,488,0.85135
ENSG00000123119,NECAB1,16,-4.6643,407,0.12593,1458,2.59263,377,0.00338,16,-4.7000,26,-4.0074,356,-0.1035
ENSG00000156467,UQCRB,16,-5.9392,407,-1.2558,376,-1.3730,791,-0.2526,887,-0.0387,987,0.13405,1962,1.68987
ENSG00000147649,MTDH,16,-3.7419,407,1.22749,530,1.74371,114,-0.9710,16,-3.7778,182,-0.1437,207,0.07504
ENSG00000156482,RPL30,901,-1.5400,407,-2.7201,272,-3.3100,1153,-1.2762,6930,1.89234,2344,-0.0575,4351,1.21046
ENSG00000164919,COX6C,188,-1.0920,407,0.12320,380,0.01497,394,0.08410,16,-4.7019,836,1.38542,389,0.05784
ENSG00000070756,PABPC1,16,-4.7708,407,0.00519,212,-1.0144,269,-0.7249,863,1.30896,777,1.11322,418,0.05593
ENSG00000164924,YWHAZ,16,-5.1240,407,-0.3848,2663,3.41660,411,-0.4124,260,-1.0801,41,-3.8048,223,-1.4287
ENSG00000104490,NCALD,16,-3.8909,407,1.03949,1133,3.40290,145,-0.7366,16,-3.9271,125,-0.8996,0,-9.0334
ENSG00000155096,AZIN1,16,-3.5897,407,1.42591,589,2.19365,99,-1.0309,16,-3.6256,156,-0.2222,117,-0.7522
ENSG00000164929,BAALC,16,-4.0181,407,0.88244,135,-0.9162,443,1.26940,254,0.08639,201,-0.2871,135,-0.9998
ENSG00000164754,RAD21,16,-3.7915,407,1.16429,413,1.19224,160,-0.4541,79,-1.4794,70,-1.6706,276,0.56282
ENSG00000136960,ENPP2,193,-0.2430,407,1.00714,88,-1.4604,31,-3.1625,16,-3.9529,111,-1.1042,574,2.19254
ENSG00000147684,NDUFB9,16,-4.3650,407,0.46832,158,-1.0410,358,0.29437,450,0.64090,369,0.30633,321,0.08679
ENSG00000104419,NDRG1,16,-5.9900,2987,2.12202,94,-3.4683,288,-1.9680,1544,0.83309,864,-0.1377,1196,0.46097
ENSG00000169398,PTK2,16,-3.4413,407,1.62572,59,-1.5717,106,-0.7431,16,-3.4772,246,0.69798,251,0.87866
ENSG00000181790,ADGRB1,16,-3.3446,407,1.75979,373,1.58542,252,1.03180,16,-3.3803,1,-6.5072,24,-2.9500
ENSG00000180155,LYNX1,16,-3.4531,407,1.60995,556,2.27708,153,-0.1188,16,-3.4886,55,-1.6632,57,-1.7565
ENSG00000160932,LY6E,16,-4.8845,407,-0.1215,943,1.32807,199,-1.3478,436,-0.0106,1713,2.61590,17,-5.0212
ENSG00000176956,LY6H,403,-1.5114,3907,2.45574,4273,2.68060,409,-1.6167,16,-6.2055,169,-2.8029,8,-7.2964
ENSG00000104529,EEF1D,16,-4.7881,407,-0.0132,117,-1.9307,201,-1.2207,16,-4.8057,931,1.43156,900,1.73659
ENSG00000178209,PLEC,16,-4.0757,407,0.81201,519,1.25354,337,0.57262,323,0.41678,265,0.08635,27,-3.4958
ENSG00000178719,GRINA,16,-4.0223,407,0.87749,579,1.53372,322,0.55421,17,-3.9225,296,0.33026,109,-1.3571
ENSG00000160948,VPS28,211,-0.3649,407,0.71705,190,-0.5281,195,-0.5455,615,1.47474,328,0.35050,122,-1.3261
ENSG00000167702,KIFC2,16,-3.9265,407,0.99508,649,1.90077,181,-0.4025,353,0.74591,250,0.16060,0,-9.0568
ENSG00000161016,RPL8,1036,-0.6991,407,-2.1132,449,-1.9667,696,-1.4255,4504,1.85019,2398,0.66486,2154,0.56591
ENSG00000153707,PTPRD,16,-4.2771,407,0.57132,565,1.15276,141,-1.2248,664,1.45747,62,-2.3457,300,0.07217
ENSG00000147862,NFIB,16,-3.7426,407,1.22611,98,-1.1126,260,0.51221,16,-3.7787,594,1.97959,72,-1.6947
ENSG00000164985,PSIP1,16,-3.8081,407,1.14385,452,1.33996,233,0.20556,16,-3.8439,124,-0.8245,199,-0.0869
ENSG00000137154,RPS6,1283,-0.9698,407,-2.6876,455,-2.5237,949,-1.5522,6768,1.88891,3196,0.49133,3690,0.88261
ENSG00000155886,SLC24A2,16,-3.4553,407,1.60596,273,0.86052,60,-1.6789,16,-3.4914,76,-1.1916,283,1.12143
ENSG00000086061,DNAJA1,16,-3.4880,407,1.56237,194,0.24349,141,-0.3109,377,1.41371,3,-5.8833,114,-0.6805
ENSG00000107262,BAG1,16,-3.4448,407,1.62065,32,-2.4849,102,-0.8195,16,-3.4808,345,1.30495,221,0.60396
ENSG00000168913,ENHO,16,-4.6181,407,0.17812,105,-1.9080,1268,3.56696,16,-4.6535,20,-4.3003,91,-2.2802
ENSG00000198853,RUSC2,16,-3.4529,407,1.60854,570,2.33619,160,-0.0370,31,-2.5262,4,-5.2486,61,-1.6500
ENSG00000122705,CLTA,16,-3.8390,407,1.10491,337,0.77142,153,-0.5861,346,0.81356,47,-2.3066,229,0.13606
ENSG00000107372,ZFAND5,16,-3.7115,407,1.26654,548,1.85395,202,0.06224,16,-3.7476,139,-0.5363,114,-0.9380
ENSG00000156052,GNAQ,16,-3.4458,407,1.61890,174,0.10795,221,0.59999,16,-3.4821,27,-2.7190,191,0.30309
ENSG00000135069,PSAT1,16,-3.2870,407,1.84170,1,-7.0463,252,1.12771,16,-3.3228,1,-6.4505,183,0.43672
ENSG00000165119,HNRNPK,16,-4.7588,407,0.01937,154,-1.4912,516,0.48198,829,1.25030,645,0.79499,267,-0.7210
ENSG00000148053,NTRK2,16,-4.3482,407,0.48912,325,0.11499,864,2.60050,16,-4.3835,59,-2.4816,86,-2.0755
ENSG00000187764,SEMA4D,16,-3.4383,407,1.62940,1,-7.1956,55,-1.8029,16,-3.4738,120,-0.4727,393,2.03535
ENSG00000136938,ANP32B,16,-4.8456,407,-0.0774,55,-3.1010,89,-2.5434,756,0.97015,422,-0.0176,1003,1.93472
ENSG00000136928,GABBR2,16,-3.9715,407,0.93947,1298,3.68581,180,-0.4606,16,-4.0077,1,-7.1296,1,-7.5256
ENSG00000241697,TMEFF1,16,-3.6040,407,1.40680,751,2.76563,107,-0.9224,16,-3.6404,6,-5.0444,111,-0.8512
ENSG00000070214,SLC44A1,16,-4.3084,407,0.53553,1,-8.0590,123,-1.4773,399,0.50508,257,-0.2203,662,1.80294
ENSG00000136810,TXN,16,-3.4314,407,1.63910,1,-7.1887,189,0.30375,51,-1.7535,230,0.59504,183,0.23897
ENSG00000198121,LPAR1,16,-4.5635,407,0.23993,2,-7.4142,136,-1.5931,255,-0.5103,206,-0.8381,1001,2.59281
