Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000171680,PLEKHG5,3,-3.2177,22,-0.2006,57,2.51514,0,-7.1065,11,-1.5376
ENSG00000162408,NOL9,70,1.16779,28,-0.3629,54,1.05942,1,-4.5331,18,-1.2222
ENSG00000162413,KLHL21,135,1.70200,23,-1.2697,36,-0.7072,68,0.45359,43,-0.3554
ENSG00000007923,DNAJC11,3,-3.4924,26,-0.2695,64,2.12374,13,-1.3362,15,-1.3662
ENSG00000171735,CAMTA1,97,-0.8039,131,-0.3309,253,1.11797,201,0.35834,89,-1.1464
ENSG00000049245,VAMP3,278,1.60196,22,-2.4761,33,-2.1645,85,-0.4393,174,1.10516
ENSG00000049246,PER3,163,1.91858,29,-1.0243,36,-0.8511,47,-0.2769,52,-0.1498
ENSG00000116288,PARK7,48,-2.1243,115,-0.8002,158,-0.4016,412,1.32829,225,0.36490
ENSG00000142599,RERE,3,-5.0385,71,-0.3803,160,1.54556,55,-0.7735,67,-0.6079
ENSG00000074800,ENO1,1706,1.78442,233,-1.5409,611,-0.0626,1017,0.80682,292,-1.4506
ENSG00000171612,SLC25A33,36,-0.2986,15,-1.5698,36,-0.3611,164,2.54315,21,-1.3324
ENSG00000171603,CLSTN1,293,-0.3986,195,-1.0316,739,1.91693,250,-0.6474,144,-1.7666
ENSG00000178585,CTNNBIP1,3,-3.3205,28,0.05373,22,-0.4305,41,0.66586,36,0.63272
ENSG00000162441,LZIC,10,-1.9617,18,-1.0301,19,-1.2120,89,1.62792,48,0.73987
ENSG00000130939,UBE4B,3,-3.3014,25,-0.0831,47,1.46657,4,-2.7730,23,-0.3353
ENSG00000054523,KIF1B,422,0.63108,151,-1.0152,376,0.61591,197,-0.6117,234,-0.4340
ENSG00000142657,PGD,72,0.72592,29,-0.7296,56,0.41440,52,0.16877,33,-0.6989
ENSG00000160049,DFFA,3,-3.2038,25,0.01134,22,-0.3147,50,1.17067,28,0.22225
ENSG00000120948,TARDBP,58,-0.3182,26,-1.5400,95,0.66985,36,-1.0745,79,0.22349
ENSG00000116649,SRM,139,0.69500,52,-0.8685,129,0.82430,93,0.02296,51,-1.1360
ENSG00000171824,EXOSC10,20,-0.1497,19,-0.2895,26,0.35707,8,-1.5619,25,0.26268
ENSG00000198793,MTOR,3,-3.2440,12,-1.2098,45,1.43318,40,0.70596,15,-1.0747
ENSG00000116661,FBXO2,389,0.81607,124,-1.0240,205,-0.3205,709,1.97084,105,-1.5372
ENSG00000132879,FBXO44,3,-5.2730,72,-0.6082,243,2.68741,35,-1.7120,38,-1.8586
ENSG00000116670,MAD2L2,3,-3.0241,17,-0.4571,24,0.16772,26,0.24052,28,0.49331
ENSG00000011021,CLCN6,45,-0.6640,49,-0.5250,128,1.73912,26,-1.4698,36,-1.2030
ENSG00000116685,KIAA2013,3,-3.8521,20,-1.0792,33,-0.3762,66,0.85946,56,0.84169
ENSG00000116688,MFN2,44,-0.6277,39,-0.8163,78,0.41029,67,0.03702,68,0.08146
ENSG00000048707,VPS13D,3,-3.4075,31,0.10290,38,0.61277,25,-0.2225,30,0.04267
ENSG00000162496,DHRS3,369,2.87895,16,-2.4966,51,-1.0047,98,0.22780,44,-1.2659
ENSG00000116731,PRDM2,3,-3.9640,25,-0.8493,75,1.50891,28,-0.6828,34,-0.4521
ENSG00000189337,KAZN,96,0.74720,22,-1.5675,73,0.37508,17,-1.9188,67,0.17451
ENSG00000142634,EFHD2,57,-1.2301,62,-1.0828,279,2.52686,42,-1.6708,42,-1.9648
ENSG00000116786,PLEKHM2,3,-4.1092,60,0.38894,71,1.00199,13,-1.9168,45,-0.0890
ENSG00000065526,SPEN,3,-3.8345,33,-0.2486,55,0.80962,22,-0.9089,43,0.21136
ENSG00000055070,SZRD1,3,-4.1455,23,-1.1792,34,-0.6793,87,0.99757,73,1.01735
ENSG00000157191,NECAP2,43,0.72642,10,-1.5101,20,-0.6322,59,1.26734,26,-0.1450
ENSG00000159363,ATP13A2,19,-2.1086,57,-0.4523,146,1.81725,74,-0.0393,32,-1.5983
ENSG00000117118,SDHB,5,-3.4676,26,-1.0468,55,0.18868,76,0.66685,62,0.43417
ENSG00000117115,PADI2,611,2.52240,29,-2.5995,39,-2.4898,40,-2.1213,220,0.72298
ENSG00000179051,RCC2,3,-2.7546,27,0.62095,15,-0.3872,4,-2.0448,29,1.08429
ENSG00000117154,IGSF21,3,-4.5270,43,-0.5950,128,2.04626,39,-0.7467,33,-1.2360
ENSG00000159423,ALDH4A1,285,2.81552,22,-1.6819,34,-1.3028,169,1.62514,9,-3.3216
ENSG00000127463,EMC1,49,0.54812,21,-0.8135,42,0.41070,28,-0.3772,31,-0.2777
ENSG00000053372,MRTO4,3,-3.0355,17,-0.3855,35,1.06891,14,-0.7703,21,-0.1045
ENSG00000053371,AKR7A2,301,2.69231,23,-1.7908,28,-1.7629,126,0.88035,45,-0.9749
ENSG00000077549,CAPZB,9,-4.5827,105,-0.9876,299,1.03993,179,-0.1462,193,-0.0406
ENSG00000173436,MICOS10,712,1.46584,146,-1.1669,192,-0.9248,243,-0.3761,364,0.38058
ENSG00000158747,NBL1,342,0.56953,119,-1.1081,304,0.51632,209,-0.2385,201,-0.3916
ENSG00000162545,CAMK2N1,38,-3.4124,362,-0.0370,422,0.29020,203,-0.9463,489,0.64890
ENSG00000158828,PINK1,235,-0.0584,124,-1.0605,315,0.60070,310,0.39967,192,-0.4830
ENSG00000127483,HP1BP3,3,-5.4582,74,-0.8190,176,0.84790,125,0.01929,128,0.07441
ENSG00000075151,EIF4G3,265,1.80059,41,-1.3208,125,0.59615,21,-2.2911,56,-1.0582
ENSG00000117298,ECE1,157,1.90252,16,-1.8169,34,-0.9011,11,-2.3646,67,0.48897
ENSG00000076864,RAP1GAP,3,-5.7551,75,-1.0655,352,2.93409,47,-1.7550,50,-1.9721
ENSG00000090686,USP48,3,-3.5783,11,-1.6786,44,0.68808,1,-4.3007,49,0.99771
ENSG00000070831,CDC42,293,0.25072,108,-1.3156,247,-0.0379,215,-0.2519,302,0.41623
ENSG00000173369,C1QB,3,-3.7038,22,-0.7537,14,-1.6960,20,-0.8606,78,2.38694
ENSG00000004487,KDM1A,58,0.52058,26,-0.7436,56,0.66860,36,-0.2631,30,-0.6525
ENSG00000169641,LUZP1,3,-3.1871,27,0.12372,48,1.84629,22,-0.2181,9,-1.7814
ENSG00000125944,HNRNPR,14,-2.5786,53,-0.6072,101,0.63401,46,-0.8262,93,0.42043
ENSG00000117318,ID3,788,2.95942,51,-1.8986,13,-4.3189,194,0.15107,174,-0.0329
ENSG00000142676,RPL11,1199,0.66817,337,-1.3531,293,-1.8517,540,-0.6303,1426,1.53249
ENSG00000057757,PITHD1,204,0.91618,49,-1.3801,167,0.81883,39,-1.7216,92,-0.5229
ENSG00000011009,LYPLA2,147,2.07058,26,-0.9309,65,0.78205,6,-3.0743,16,-1.9124
ENSG00000189266,PNRC2,362,2.60210,36,-1.4444,48,-1.2373,99,0.10794,64,-0.7357
ENSG00000188529,SRSF10,144,1.81701,27,-0.9991,34,-0.8582,56,0.11026,47,-0.2203
ENSG00000001461,NIPAL3,163,1.33741,23,-1.7948,54,-0.6642,13,-2.6699,105,0.80397
ENSG00000133226,SRRM1,3,-4.0766,34,-0.4926,43,-0.1284,7,-2.8432,81,1.46620
ENSG00000169504,CLIC4,327,1.20678,47,-1.8827,39,-2.5137,94,-0.8608,291,1.57533
ENSG00000117614,SYF2,84,0.51400,29,-1.1779,53,-0.2854,54,-0.2011,75,0.45821
ENSG00000117616,RSRP1,3,-4.6853,34,-1.1308,99,0.80385,46,-0.6516,85,0.42344
ENSG00000183726,TMEM50A,60,-0.6354,40,-1.2494,80,-0.2382,75,-0.2749,130,0.90904
ENSG00000162430,SELENON,123,1.06603,46,-0.5597,72,0.20640,39,-0.8213,55,-0.3448
ENSG00000117640,MTFR1L,63,0.21679,43,-0.3870,72,0.60679,72,0.43474,34,-0.9193
ENSG00000117632,STMN1,267,-1.1402,195,-1.6136,784,0.84350,219,-1.4377,647,0.35511
ENSG00000158008,EXTL1,3,-3.5017,31,-0.0109,74,2.90237,0,-7.3872,8,-2.3551
ENSG00000142669,SH3BGRL3,14,-3.8757,81,-1.3142,187,-0.0105,227,0.31236,269,0.87074
ENSG00000198830,HMGN2,248,0.73472,46,-1.8936,92,-1.0741,194,0.31972,225,0.81742
ENSG00000117713,ARID1A,3,-4.1488,33,-0.6062,77,1.16993,24,-1.0668,48,-0.0125
ENSG00000204160,ZDHHC18,48,0.52962,21,-0.7930,68,1.89949,3,-3.4000,12,-1.9139
ENSG00000090273,NUDC,135,-0.0074,73,-0.9624,139,0.06074,134,-0.0100,153,0.26878
ENSG00000142784,WDTC1,3,-3.5426,32,0.00463,36,0.29424,42,0.43692,34,0.12684
ENSG00000186501,TMEM222,55,-0.8739,67,-0.5753,149,1.06893,97,0.01183,68,-0.7037
ENSG00000158195,WASF2,91,0.63705,27,-1.2791,23,-1.7990,113,1.02517,85,0.76765
ENSG00000126705,AHDC1,101,1.18817,34,-0.6187,64,0.57642,36,-0.5279,29,-1.0350
ENSG00000126709,IFI6,30,-1.9501,67,-0.7502,132,0.46868,139,0.42405,112,0.08730
ENSG00000117758,STX12,3,-4.8732,47,-0.8600,115,0.82797,67,-0.3018,90,0.22619
ENSG00000117751,PPP1R8,3,-3.8265,22,-0.8595,68,1.48634,14,-1.5827,35,-0.1999
ENSG00000117748,RPA2,75,1.11679,21,-0.9423,37,-0.1148,55,0.59528,29,-0.5778
ENSG00000126698,DNAJC8,279,1.37520,56,-1.2560,146,0.31897,37,-1.8886,109,-0.3014
ENSG00000130770,ATP5IF1,258,0.28927,109,-1.0699,294,0.72852,161,-0.4725,179,-0.3945
ENSG00000198492,YTHDF2,3,-4.0371,31,-0.7457,86,1.43322,38,-0.4057,39,-0.4915
ENSG00000116350,SRSF4,4,-3.3236,24,-0.9209,50,0.35232,41,-0.0611,55,0.58827
ENSG00000116353,MECR,3,-3.5565,14,-1.2169,46,0.84328,28,-0.2272,36,0.22663
ENSG00000060656,PTPRU,71,0.76465,11,-2.1197,88,1.89658,0,-7.9188,19,-1.5505
ENSG00000162511,LAPTM5,3,-4.0659,21,-1.1774,30,-0.8097,32,-0.5723,88,1.83471
ENSG00000162512,SDC3,959,2.20863,139,-1.1538,296,0.04143,369,0.39257,87,-2.1715
ENSG00000134644,PUM1,46,-1.2175,61,-0.7967,168,1.28818,103,0.02923,66,-0.8346
ENSG00000121766,ZCCHC17,3,-4.7604,51,-0.6027,141,1.79126,34,-1.2063,52,-0.7092
ENSG00000121769,FABP3,3,-4.1083,45,-0.0569,95,2.00414,40,-0.2664,17,-1.8194
ENSG00000162517,PEF1,28,-1.2299,34,-0.9333,110,1.57289,28,-1.2053,44,-0.6743
ENSG00000084636,COL16A1,284,2.19713,23,-2.0049,63,-0.6222,74,-0.2466,68,-0.4721
ENSG00000121753,ADGRB2,201,0.58654,124,-0.2124,241,1.39067,64,-1.2371,54,-1.7819
ENSG00000184007,PTP4A2,642,1.08912,117,-1.6453,119,-1.9139,210,-0.7571,576,1.38018
ENSG00000121774,KHDRBS1,216,0.97373,57,-1.1863,144,0.37195,28,-2.2168,121,-0.0100
ENSG00000084652,TXLNA,213,2.88915,21,-1.2700,38,-0.5355,6,-3.0376,29,-1.0139
ENSG00000084623,EIF3I,3,-4.9011,38,-1.2091,91,0.23345,123,0.68410,100,0.45750
ENSG00000175130,MARCKSL1,325,-0.5070,190,-1.3283,249,-1.1330,389,-0.2208,790,1.52043
ENSG00000160058,BSDC1,21,-1.3329,34,-0.6531,76,0.96351,45,-0.2015,44,-0.3102
ENSG00000176261,ZBTB8OS,3,-3.2412,24,-0.1421,27,0.07739,15,-0.8361,37,0.85220
ENSG00000162521,RBBP4,282,1.79584,47,-1.2180,95,-0.1663,138,0.48445,58,-1.0988
ENSG00000134684,YARS,115,0.88556,35,-1.0229,115,1.36030,2,-4.7954,38,-1.1122
ENSG00000121905,HPCA,177,-0.1685,144,-0.4939,443,2.59300,19,-3.4875,33,-3.0665
ENSG00000121900,TMEM54,3,-3.6244,35,0.05123,32,-0.1152,40,0.29123,43,0.57456
ENSG00000004455,AK2,3,-3.9700,21,-1.1309,33,-0.5280,23,-0.9454,80,1.70422
ENSG00000142920,AZIN2,3,-3.0630,15,-0.6639,38,1.29680,20,-0.2251,18,-0.4770
ENSG00000134686,PHC2,61,-0.4797,39,-1.1583,77,-0.1288,81,-0.0239,109,0.66046
ENSG00000163866,SMIM12,3,-3.5459,17,-0.9397,50,1.11845,5,-2.6171,37,0.34101
ENSG00000116544,DLGAP3,3,-3.7502,49,0.46367,83,2.56136,4,-3.0681,9,-2.4818
ENSG00000116560,SFPQ,180,0.44599,72,-1.0009,147,0.14713,97,-0.5539,148,0.17539
ENSG00000146463,ZMYM4,66,0.83248,11,-1.9155,43,0.16931,49,0.33282,35,-0.2921
ENSG00000142687,KIAA0319L,4,-3.0182,31,-0.0709,50,1.11848,25,-0.3922,26,-0.4277
ENSG00000020129,NCDN,42,-2.5345,120,-0.9521,543,3.17338,53,-2.1843,48,-2.6688
ENSG00000126067,PSMB2,378,2.19501,46,-1.4087,135,0.35800,29,-2.0899,59,-1.2677
ENSG00000142686,C1orf216,3,-3.9784,19,-1.2204,97,2.54229,19,-1.2361,19,-1.5434
ENSG00000092847,AGO1,3,-3.4317,23,-0.4173,46,1.12271,9,-1.8183,31,0.09090
ENSG00000054116,TRAPPC3,24,-1.0282,28,-0.8146,83,1.51174,24,-1.0208,32,-0.7423
ENSG00000116871,MAP7D1,3,-5.5714,69,-1.1373,170,0.38756,80,-0.9169,209,0.91965
ENSG00000054118,THRAP3,129,1.19701,34,-1.0052,75,0.36005,11,-2.5854,59,-0.1723
ENSG00000181817,LSM10,3,-3.3485,21,-0.4168,45,1.19383,32,0.24305,20,-0.6641
ENSG00000116898,MRPS15,92,0.86982,32,-0.8550,57,0.07719,52,-0.0743,49,-0.2364
ENSG00000163873,GRIK3,3,-3.6030,11,-1.7219,93,4.57451,0,-7.4879,3,-4.0123
ENSG00000163875,MEAF6,17,-2.1635,40,-0.9091,133,1.73217,51,-0.5317,44,-0.9407
ENSG00000197982,C1orf122,318,0.27831,135,-1.0726,179,-0.7994,390,0.62241,344,0.57990
ENSG00000183431,SF3A3,74,1.45250,17,-0.9634,44,0.73272,0,-7.4424,22,-0.7406
ENSG00000116954,RRAGC,303,2.78332,19,-2.0563,50,-0.7245,40,-0.9264,46,-0.8744
ENSG00000174574,AKIRIN1,3,-4.2472,24,-1.2476,58,0.14803,60,0.17001,76,0.78984
ENSG00000168653,NDUFS5,232,-0.4518,166,-0.9740,345,0.24628,352,0.21577,331,0.15355
ENSG00000127603,MACF1,516,1.61345,97,-1.1864,163,-0.4874,288,0.55061,157,-0.5571
ENSG00000090621,PABPC4,139,1.24182,36,-0.9605,66,-0.0463,53,-0.3693,60,-0.2429
ENSG00000116983,HPCAL4,117,-0.5988,137,-0.3589,383,2.53597,42,-2.1333,32,-2.8785
ENSG00000084072,PPIE,178,2.22982,21,-1.4470,43,-0.4221,11,-2.3861,46,-0.2817
ENSG00000168389,MFSD2A,3,-3.3803,24,-0.2861,31,0.16345,54,1.08017,28,-0.0403
ENSG00000131236,CAP1,3,-5.3423,49,-1.2570,117,0.11523,151,0.50420,148,0.68320
ENSG00000131238,PPT1,28,-1.7511,60,-0.6275,121,0.70388,157,0.95233,66,-0.6181
ENSG00000084073,ZMPSTE24,45,0.24511,9,-2.1349,39,0.03712,57,0.66310,39,0.03656
ENSG00000049089,COL9A2,79,0.82752,20,-1.3171,13,-2.3019,28,-0.8357,89,1.66453
ENSG00000084070,SMAP2,9,-2.6045,33,-0.7351,97,1.68758,22,-1.3057,38,-0.6241
ENSG00000117016,RIMS3,3,-3.8334,37,-0.0805,92,2.83315,7,-2.4758,9,-2.4702
ENSG00000066136,NFYC,3,-3.5699,19,-0.8310,70,2.31111,26,-0.3186,11,-1.8732
ENSG00000198815,FOXJ3,3,-3.9059,17,-1.3351,71,1.44211,16,-1.3928,40,-0.0671
ENSG00000127125,PPCS,3,-3.7377,17,-1.1546,39,0.13333,71,1.13265,40,0.22139
ENSG00000065978,YBX1,196,0.37695,58,-1.5283,66,-1.5936,144,-0.1316,269,1.43180
ENSG00000117394,SLC2A1,3,-5.4833,97,-0.3723,70,-1.0874,195,0.77917,199,1.24322
ENSG00000117395,EBNA1BP2,3,-3.6113,18,-0.9365,47,0.81697,23,-0.5829,38,0.31342
ENSG00000179178,TMEM125,3,-3.8508,9,-2.1711,15,-1.7972,18,-1.2401,94,2.89746
ENSG00000066322,ELOVL1,8,-3.7921,24,-2.2499,27,-2.3837,48,-1.2206,263,3.25825
ENSG00000178922,HYI,190,2.21870,26,-1.2258,37,-0.8710,39,-0.6209,50,-0.2806
ENSG00000142949,PTPRF,464,2.23336,91,-0.6606,121,-0.2884,139,-0.0010,64,-1.4465
ENSG00000126091,ST3GAL3,3,-3.5658,26,-0.3183,41,0.53567,60,1.04388,26,-0.4108
ENSG00000117408,IPO13,12,-3.0349,45,-1.1503,84,-0.2664,115,0.31185,144,1.02143
ENSG00000117410,ATP6V0B,202,-0.4597,192,-0.5399,469,1.46838,142,-1.0065,160,-1.0136
ENSG00000117411,B4GALT2,21,-1.3934,49,-0.1295,88,1.30512,33,-0.7118,36,-0.7559
ENSG00000178028,DMAP1,115,1.12811,18,-1.8456,91,1.06320,20,-1.6421,36,-0.9789
ENSG00000117419,ERI3,236,0.62224,100,-0.7583,229,0.82905,157,-0.0499,93,-1.0762
ENSG00000187147,RNF220,195,0.89290,52,-1.2219,114,-0.0192,70,-0.7841,125,0.18681
ENSG00000142937,RPS8,1189,0.01227,528,-1.2565,465,-1.7220,909,-0.4168,2198,1.71302
ENSG00000126088,UROD,107,0.98072,25,-1.3246,45,-0.5621,114,1.09301,52,-0.2840
ENSG00000117450,PRDX1,1045,1.54178,182,-1.3513,315,-0.6512,560,0.41662,394,-0.2087
ENSG00000117448,AKR1A1,3,-3.7802,26,-0.5643,24,-0.8997,47,0.36001,64,1.36808
ENSG00000132780,NASP,3,-3.7194,23,-0.6897,20,-1.0885,48,0.45869,63,1.47583
ENSG00000159592,GPBP1L1,45,0.21056,24,-0.8020,33,-0.3438,26,-0.6415,53,0.71012
ENSG00000085998,POMGNT1,3,-4.7112,47,-0.6744,92,0.56936,77,0.11606,82,0.27768
ENSG00000132128,LRRC41,179,1.61771,36,-1.0602,72,0.01797,39,-0.9628,58,-0.4362
ENSG00000173660,UQCRH,33,-3.2135,185,-0.6524,378,0.71538,315,0.19567,282,0.02352
ENSG00000117480,FAAH,14,-1.5743,15,-1.5381,56,0.76210,2,-4.4383,56,0.73293
ENSG00000079277,MKNK1,3,-3.3177,20,-0.4595,55,1.99989,14,-1.0098,14,-1.1955
ENSG00000123472,ATPAF1,75,-0.5340,76,-0.5238,115,0.18241,222,1.27871,78,-0.6170
ENSG00000159658,EFCAB14,5,-4.3577,52,-1.1411,94,-0.3127,102,-0.1068,180,1.28534
ENSG00000162368,CMPK1,3,-5.0278,52,-0.8358,119,0.67009,84,-0.1000,103,0.31337
ENSG00000162374,ELAVL4,141,0.54341,93,-0.1523,215,2.24085,14,-3.0165,8,-4.1768
ENSG00000185104,FAF1,3,-3.3098,16,-0.8174,25,-0.1796,22,-0.3351,43,1.14385
ENSG00000123091,RNF11,96,-1.5906,174,-0.6923,521,1.86552,151,-0.9043,145,-1.1866
ENSG00000085832,EPS15,41,-1.5974,57,-1.1023,148,0.56355,142,0.32967,120,0.07260
ENSG00000078618,NRDC,9,-2.5734,43,-0.2671,75,0.94255,18,-1.5680,54,0.13750
ENSG00000169213,RAB3B,3,-5.4561,136,0.19678,289,2.99085,19,-2.7547,19,-3.1117
ENSG00000117862,TXNDC12,161,2.45921,11,-2.0772,30,-0.7365,48,0.16611,27,-0.9111
ENSG00000134717,BTF3L4,3,-4.2812,22,-1.3528,84,1.14025,51,-0.0658,50,-0.1141
ENSG00000157077,ZFYVE9,3,-3.0373,19,-0.2722,39,1.41985,0,-5.9464,21,-0.1077
ENSG00000134748,PRPF38A,3,-2.9555,22,0.09681,18,-0.3511,41,1.10074,24,0.25207
ENSG00000162378,ZYG11B,168,0.14743,105,-0.5985,322,2.20988,12,-3.8178,43,-2.2490
ENSG00000116171,SCP2,274,1.31674,51,-1.4350,107,-0.3720,107,-0.2852,133,0.08571
ENSG00000162384,CZIB,3,-3.8043,33,-0.2261,38,-0.0125,59,0.71796,45,0.37060
ENSG00000157193,LRP8,81,0.93229,26,-0.8930,93,1.99929,13,-1.8861,6,-3.4051
ENSG00000081870,HSPB11,21,-0.5289,10,-1.5773,32,0.21025,45,0.72608,30,0.05761
ENSG00000116209,TMEM59,211,-0.0118,77,-1.5787,182,-0.3239,263,0.34909,272,0.57419
ENSG00000116221,MRPL37,3,-3.2169,26,0.04616,29,0.31980,17,-0.6625,32,0.50448
ENSG00000157216,SSBP3,32,-1.9477,79,-0.5874,227,1.95540,22,-2.5138,72,-0.9059
ENSG00000116133,DHCR24,3,-5.8181,74,-1.1453,237,1.06802,24,-2.8354,193,0.50648
ENSG00000162402,USP24,13,-1.2477,15,-1.0654,49,1.27266,38,0.39968,18,-0.9556
ENSG00000162407,PLPP3,775,1.75383,79,-1.9903,134,-1.4587,1099,2.53894,85,-2.1980
ENSG00000177606,JUN,455,1.69519,56,-1.7435,69,-1.7113,128,-0.4970,243,0.78055
ENSG00000162599,NFIA,261,1.05689,87,-0.7607,103,-0.6159,172,0.32941,144,0.06339
ENSG00000162604,TM2D1,69,0.44252,19,-1.5332,46,-0.2620,86,0.81348,54,0.03672
ENSG00000162607,USP1,3,-2.9309,14,-0.6023,23,0.25858,0,-6.6824,33,1.18672
ENSG00000116641,DOCK7,241,3.05422,16,-1.7906,35,-0.8016,81,0.72634,9,-2.9326
ENSG00000125703,ATG4C,3,-3.2366,8,-1.7876,11,-1.5605,42,0.83084,49,1.73776
ENSG00000079739,PGM1,3,-3.5291,15,-1.1513,28,-0.2101,127,2.67605,18,-1.0907
ENSG00000162434,JAK1,56,-0.1409,30,-1.0932,60,-0.0230,109,0.97390,58,-0.1146
ENSG00000162433,AK4,3,-4.3486,32,-0.9039,80,0.82709,171,2.01727,21,-1.8045
ENSG00000116675,DNAJC6,21,-3.7431,138,-0.9772,490,1.79217,91,-1.6014,199,-0.5273
ENSG00000213625,LEPROT,90,0.88976,21,-1.4396,26,-1.3393,109,1.23703,60,0.26494
ENSG00000184588,PDE4B,275,1.90411,49,-1.0448,75,-0.4925,56,-0.8411,85,-0.2450
ENSG00000118473,SGIP1,42,-0.3113,32,-0.7398,93,1.65504,11,-2.2828,31,-0.9802
ENSG00000198160,MIER1,3,-3.2508,17,-0.6645,29,0.25202,9,-1.6257,39,1.01039
ENSG00000142864,SERBP1,3,-5.3587,51,-1.2874,104,-0.2455,179,0.71111,169,0.89459
