"Cluster","DE_class_cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","ONTOLOGY"
"Excit-L5-2_down","Excit-L5-2_down","GO:0018345","protein palmitoylation","1/10","26/14337",0.0384615384615385,55.1423076923077,7.30003280022263,0.0179932179386385,0.0340585910981372,0.0108229882337675,"ZDHHC11",1,"BP"
"Excit-L5-2_down","Excit-L5-2_down","GO:0002230","positive regulation of defense response to virus by host","1/10","28/14337",0.0357142857142857,51.2035714285714,7.02498422000353,0.0193651667540911,0.0360124153672571,0.0114438658565266,"ZDHHC11",1,"BP"
"Excit-L5-2_down","Excit-L5-2_down","GO:0008535","respiratory chain complex IV assembly","1/10","30/14337",0.0333333333333333,47.79,6.77759712222374,0.0207353902699293,0.0366325228102085,0.0116409208532937,"MT-CO3",1,"BP"
"Excit-L5-2_down","Excit-L5-2_down","GO:0018198","peptidyl-cysteine modification","1/10","30/14337",0.0333333333333333,47.79,6.77759712222374,0.0207353902699293,0.0366325228102085,0.0116409208532937,"ZDHHC11",1,"BP"
"Excit-L5-2_down","Excit-L5-2_down","GO:0046688","response to copper ion","1/10","30/14337",0.0333333333333333,47.79,6.77759712222374,0.0207353902699293,0.0366325228102085,0.0116409208532937,"MT-CYB",1,"BP"
"Excit-L5-2_down","Excit-L5-2_down","GO:0007595","lactation","1/10","37/14337",0.027027027027027,38.7486486486487,6.073941686234,0.025517613671708,0.0440809747286963,0.0140078569147793,"MT-CO2",1,"BP"
"Excit-L5-2_down","Excit-L5-2_down","GO:0009410","response to xenobiotic stimulus","2/10","370/14337",0.00540540540540541,7.74972972972973,3.47513791280272,0.0260634361226759,0.0440809747286963,0.0140078569147793,"MT-CYB/MT-ND1",2,"BP"
"Excit-L5-2_down","Excit-L5-2_down","GO:0050691","regulation of defense response to virus by host","1/10","38/14337",0.0263157894736842,37.7289473684211,5.98940682059645,0.0261990698859232,0.0440809747286963,0.0140078569147793,"ZDHHC11",1,"BP"
"Excit-L5-2_down","Excit-L5-2_down","GO:0046686","response to cadmium ion","1/10","41/14337",0.024390243902439,34.9682926829268,5.75432972121658,0.0282408659772806,0.046773934274871,0.0148636136722529,"MT-CYB",1,"BP"
"Excit-L5-2_down","Excit-L5-2_down","GO:0017004","cytochrome complex assembly","1/10","42/14337",0.0238095238095238,34.1357142857143,5.68152952505779,0.0289206079568708,0.0471628375912047,0.0149871976456658,"MT-CO3",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:0048388","endosomal lumen acidification","1/2","13/14337",0.0769230769230769,551.423076923077,23.4512663411629,0.00181273057847331,0.0188100597760287,0.00220000699134839,"ATP6V1H",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:0061795","Golgi lumen acidification","1/2","13/14337",0.0769230769230769,551.423076923077,23.4512663411629,0.00181273057847331,0.0188100597760287,0.00220000699134839,"ATP6V1H",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:0097401","synaptic vesicle lumen acidification","1/2","16/14337",0.0625,448.03125,21.1320363046286,0.0022308194830557,0.0188100597760287,0.00220000699134839,"ATP6V1H",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:0007042","lysosomal lumen acidification","1/2","24/14337",0.0416666666666667,298.6875,17.2397526101195,0.00334529507816961,0.0188100597760287,0.00220000699134839,"ATP6V1H",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:0016188","synaptic vesicle maturation","1/2","25/14337",0.04,286.74,16.8896646386263,0.00348456073944525,0.0188100597760287,0.00220000699134839,"ATP6V1H",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:0035751","regulation of lysosomal lumen pH","1/2","32/14337",0.03125,224.015625,14.9175154134007,0.0044591479090067,0.0188100597760287,0.00220000699134839,"ATP6V1H",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:0007035","vacuolar acidification","1/2","35/14337",0.0285714285714286,204.814285714286,14.2593720925273,0.0048766821641556,0.0188100597760287,0.00220000699134839,"ATP6V1H",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:0051452","intracellular pH reduction","1/2","54/14337",0.0185185185185185,132.75,11.4569213318038,0.00751903206550975,0.0253767332210954,0.00296803897322753,"ATP6V1H",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:0070050","neuron cellular homeostasis","1/2","61/14337",0.0163934426229508,117.516393442623,10.7715654976591,0.00849164390463242,0.0254749317138973,0.00297952417706401,"ATP6V1H",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:0051453","regulation of intracellular pH","1/2","85/14337",0.0117647058823529,84.3352941176471,9.10187095590376,0.0118226932499824,0.0272666478903236,0.00318908162459925,"ATP6V1H",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:0030641","regulation of cellular pH","1/2","89/14337",0.0112359550561798,80.5449438202247,8.89120809596836,0.0123773232221325,0.0272666478903236,0.00318908162459925,"ATP6V1H",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:0007032","endosome organization","1/2","95/14337",0.0105263157894737,75.4578947368421,8.60037147037507,0.0132089762596029,0.0272666478903236,0.00318908162459925,"ATP6V1H",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:0006885","regulation of pH","1/2","99/14337",0.0101010101010101,72.4090909090909,8.42125372698124,0.0137632170040806,0.0272666478903236,0.00318908162459925,"ATP6V1H",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:0007040","lysosome organization","1/2","109/14337",0.00917431192660551,65.7660550458716,8.01712971986634,0.0151481377168464,0.0272666478903236,0.00318908162459925,"ATP6V1H",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:0080171","lytic vacuole organization","1/2","109/14337",0.00917431192660551,65.7660550458716,8.01712971986634,0.0151481377168464,0.0272666478903236,0.00318908162459925,"ATP6V1H",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:0007030","Golgi organization","1/2","141/14337",0.00709219858156028,50.8404255319149,7.02487252703233,0.0195733449727977,0.0330300196415962,0.00386316019199955,"GOLGA8A",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:1902600","proton transmembrane transport","1/2","170/14337",0.00588235294117647,42.1676470588235,6.37781187273665,0.0235750822515918,0.0374427776937046,0.00437927224487773,"ATP6V1H",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:0016241","regulation of macroautophagy","1/2","188/14337",0.00531914893617021,38.1303191489362,6.05305860685094,0.0260548031006189,0.0390822046509284,0.00457101808782788,"ATP6V1H",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:0099504","synaptic vesicle cycle","1/2","215/14337",0.00465116279069767,33.3418604651163,5.643730548071,0.0297684729788809,0.0423025668647254,0.00494766863914917,"ATP6V1H",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:0007033","vacuole organization","1/2","232/14337",0.00431034482758621,30.8987068965517,5.42300491779147,0.0321030702901584,0.0433391448917138,0.00506890583528816,"ATP6V1H",1,"BP"
"Excit-L5-2_up","Excit-L5-2_up","GO:0099003","vesicle-mediated transport in synapse","1/2","251/14337",0.00398406374501992,28.5597609561753,5.20293751683505,0.0347089982120438,0.0446258548440563,0.005219398227375,"ATP6V1H",1,"BP"
"Inhib-Sst_down","Inhib-Sst_down","GO:0002181","cytoplasmic translation","1/1","164/14337",0.00609756097560976,87.4207317073171,9.29627515230251,0.011438934226128,0.011438934226128,NA,"RPL19",1,"BP"
"Inhib-Vip_down","Inhib-Vip_down","GO:0022010","central nervous system myelination","2/13","26/14337",0.0769230769230769,84.8343195266272,12.889232058883,0.000243662630654172,0.0371585511747613,0.0250074805145072,"PLP1/FA2H",2,"BP"
"Inhib-Vip_down","Inhib-Vip_down","GO:0032291","axon ensheathment in central nervous system","2/13","26/14337",0.0769230769230769,84.8343195266272,12.889232058883,0.000243662630654172,0.0371585511747613,0.0250074805145072,"PLP1/FA2H",2,"BP"
"Macro_down","Macro_down","GO:0006929","substrate-dependent cell migration","2/4","27/14337",0.0740740740740741,265.5,22.9806962772101,2.04452146656354e-05,0.0099977099714957,0.00273320238161652,"P2RY12/NRP1",2,"BP"
"Macro_down","Macro_down","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","2/4","38/14337",0.0526315789473684,188.644736842105,19.3486555927828,4.09067500352868e-05,0.0100017003836276,0.00273429329183233,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:1900024","regulation of substrate adhesion-dependent cell spreading","2/4","57/14337",0.0350877192982456,125.763157894737,15.7664937943467,9.27050931507539e-05,0.0121985843638666,0.00333488368143592,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0045785","positive regulation of cell adhesion","3/4","423/14337",0.00709219858156028,25.4202127659574,8.51665527924971,9.97839211768227e-05,0.0121985843638666,0.00333488368143592,"DAB2/P2RY12/NRP1",3,"BP"
"Macro_down","Macro_down","GO:0030335","positive regulation of cell migration","3/4","489/14337",0.00613496932515337,21.989263803681,7.88921059927372,0.000153761327811022,0.015037857859918,0.00411109234357892,"DAB2/P2RY12/NRP1",3,"BP"
"Macro_down","Macro_down","GO:0034446","substrate adhesion-dependent cell spreading","2/4","94/14337",0.0212765957446809,76.2606382978723,12.2294388092441,0.000253018563790617,0.0206210129489353,0.00563743115814182,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0120034","positive regulation of plasma membrane bounded cell projection assembly","2/4","103/14337",0.0194174757281553,69.5970873786408,11.6717573178739,0.000303818339402513,0.0212238811382613,0.00580224497806303,"P2RY12/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0010811","positive regulation of cell-substrate adhesion","2/4","112/14337",0.0178571428571429,64.0044642857143,11.1822613522301,0.000359213344273663,0.0219569156687277,0.00600264404246779,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0050921","positive regulation of chemotaxis","2/4","122/14337",0.0163934426229508,58.7581967213115,10.702754170174,0.000426138531707168,0.022224532415798,0.00607580586978011,"P2RY12/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0010977","negative regulation of neuron projection development","2/4","126/14337",0.0158730158730159,56.8928571428571,10.5270019834487,0.000454489415455992,0.022224532415798,0.00607580586978011,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0030308","negative regulation of cell growth","2/4","158/14337",0.0126582278481013,45.370253164557,9.36856534484261,0.000713674022293344,0.0283073698379955,0.00773874926149054,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0031345","negative regulation of cell projection organization","2/4","176/14337",0.0113636363636364,40.7301136363636,8.85940633817309,0.000884630342822521,0.0283073698379955,0.00773874926149054,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0050920","regulation of chemotaxis","2/4","181/14337",0.0110497237569061,39.6049723756906,8.73147666863975,0.000935316846250005,0.0283073698379955,0.00773874926149054,"P2RY12/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0120032","regulation of plasma membrane bounded cell projection assembly","2/4","189/14337",0.0105820105820106,37.9285714285714,8.53731538341723,0.00101929933776577,0.0283073698379955,0.00773874926149054,"P2RY12/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0060491","regulation of cell projection assembly","2/4","191/14337",0.0104712041884817,37.5314136125654,8.49066636780391,0.00104084879358393,0.0283073698379955,0.00773874926149054,"P2RY12/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0010810","regulation of cell-substrate adhesion","2/4","198/14337",0.0101010101010101,36.2045454545455,8.33292418550742,0.00111801361198558,0.0283073698379955,0.00773874926149054,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0045926","negative regulation of growth","2/4","205/14337",0.00975609756097561,34.9682926829268,8.18322093043846,0.00119788360640471,0.0283073698379955,0.00773874926149054,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","2/4","222/14337",0.00900900900900901,32.2905405405405,7.84918477838808,0.00140308234387183,0.0283073698379955,0.00773874926149054,"P2RY12/GNG2",2,"BP"
"Macro_down","Macro_down","GO:0048762","mesenchymal cell differentiation","2/4","228/14337",0.0087719298245614,31.4407894736842,7.74017285807637,0.0014792923956399,0.0283073698379955,0.00773874926149054,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0070372","regulation of ERK1 and ERK2 cascade","2/4","244/14337",0.00819672131147541,29.3790983606557,7.46908190454092,0.00169214230901806,0.0283073698379955,0.00773874926149054,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0070371","ERK1 and ERK2 cascade","2/4","264/14337",0.00757575757575758,27.1534090909091,7.16493686788341,0.00197780826863576,0.0283073698379955,0.00773874926149054,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0060485","mesenchyme development","2/4","274/14337",0.0072992700729927,26.1624087591241,7.02528500397925,0.00212877291581139,0.0283073698379955,0.00773874926149054,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0050678","regulation of epithelial cell proliferation","2/4","305/14337",0.00655737704918033,23.5032786885246,6.63607631417019,0.00263100992541312,0.0283073698379955,0.00773874926149054,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0007191","adenylate cyclase-activating dopamine receptor signaling pathway","1/4","10/14337",0.1,358.425,18.8878592072582,0.00278735764816396,0.0283073698379955,0.00773874926149054,"GNG2",1,"BP"
"Macro_down","Macro_down","GO:0048843","negative regulation of axon extension involved in axon guidance","1/4","10/14337",0.1,358.425,18.8878592072582,0.00278735764816396,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:0061299","retina vasculature morphogenesis in camera-type eye","1/4","10/14337",0.1,358.425,18.8878592072582,0.00278735764816396,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:1903977","positive regulation of glial cell migration","1/4","10/14337",0.1,358.425,18.8878592072582,0.00278735764816396,0.0283073698379955,0.00773874926149054,"P2RY12",1,"BP"
"Macro_down","Macro_down","GO:2000833","positive regulation of steroid hormone secretion","1/4","10/14337",0.1,358.425,18.8878592072582,0.00278735764816396,0.0283073698379955,0.00773874926149054,"DAB2",1,"BP"
"Macro_down","Macro_down","GO:0031589","cell-substrate adhesion","2/4","323/14337",0.00619195046439629,22.1934984520124,6.43573715316003,0.00294625955668567,0.0283073698379955,0.00773874926149054,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0008212","mineralocorticoid metabolic process","1/4","11/14337",0.0909090909090909,325.840909090909,18.0044569937314,0.00306577256890128,0.0283073698379955,0.00773874926149054,"DAB2",1,"BP"
"Macro_down","Macro_down","GO:0021979","hypothalamus cell differentiation","1/4","11/14337",0.0909090909090909,325.840909090909,18.0044569937314,0.00306577256890128,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:0032341","aldosterone metabolic process","1/4","11/14337",0.0909090909090909,325.840909090909,18.0044569937314,0.00306577256890128,0.0283073698379955,0.00773874926149054,"DAB2",1,"BP"
"Macro_down","Macro_down","GO:0033625","positive regulation of integrin activation","1/4","11/14337",0.0909090909090909,325.840909090909,18.0044569937314,0.00306577256890128,0.0283073698379955,0.00773874926149054,"P2RY12",1,"BP"
"Macro_down","Macro_down","GO:0035589","G protein-coupled purinergic nucleotide receptor signaling pathway","1/4","11/14337",0.0909090909090909,325.840909090909,18.0044569937314,0.00306577256890128,0.0283073698379955,0.00773874926149054,"P2RY12",1,"BP"
"Macro_down","Macro_down","GO:0071696","ectodermal placode development","1/4","11/14337",0.0909090909090909,325.840909090909,18.0044569937314,0.00306577256890128,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:0140059","dendrite arborization","1/4","11/14337",0.0909090909090909,325.840909090909,18.0044569937314,0.00306577256890128,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:0031346","positive regulation of cell projection organization","2/4","336/14337",0.00595238095238095,21.3348214285714,6.3009482863768,0.00318467026834515,0.0283073698379955,0.00773874926149054,"P2RY12/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0001973","G protein-coupled adenosine receptor signaling pathway","1/4","12/14337",0.0833333333333333,298.6875,17.2337325140533,0.00334412918691951,0.0283073698379955,0.00773874926149054,"P2RY12",1,"BP"
"Macro_down","Macro_down","GO:0021783","preganglionic parasympathetic fiber development","1/4","12/14337",0.0833333333333333,298.6875,17.2337325140533,0.00334412918691951,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:0034309","primary alcohol biosynthetic process","1/4","12/14337",0.0833333333333333,298.6875,17.2337325140533,0.00334412918691951,0.0283073698379955,0.00773874926149054,"DAB2",1,"BP"
"Macro_down","Macro_down","GO:0035588","G protein-coupled purinergic receptor signaling pathway","1/4","12/14337",0.0833333333333333,298.6875,17.2337325140533,0.00334412918691951,0.0283073698379955,0.00773874926149054,"P2RY12",1,"BP"
"Macro_down","Macro_down","GO:0060837","blood vessel endothelial cell differentiation","1/4","12/14337",0.0833333333333333,298.6875,17.2337325140533,0.00334412918691951,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:1902946","protein localization to early endosome","1/4","12/14337",0.0833333333333333,298.6875,17.2337325140533,0.00334412918691951,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:0006935","chemotaxis","2/4","357/14337",0.00560224089635854,20.0798319327731,6.09860504346245,0.00358870914117755,0.0283073698379955,0.00773874926149054,"P2RY12/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0042330","taxis","2/4","358/14337",0.00558659217877095,20.0237430167598,6.08940518790603,0.00360852985212986,0.0283073698379955,0.00773874926149054,"P2RY12/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0048486","parasympathetic nervous system development","1/4","13/14337",0.0769230769230769,275.711538461538,16.5535773486269,0.00362242751035746,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:0060766","negative regulation of androgen receptor signaling pathway","1/4","13/14337",0.0769230769230769,275.711538461538,16.5535773486269,0.00362242751035746,0.0283073698379955,0.00773874926149054,"DAB2",1,"BP"
"Macro_down","Macro_down","GO:1900029","positive regulation of ruffle assembly","1/4","13/14337",0.0769230769230769,275.711538461538,16.5535773486269,0.00362242751035746,0.0283073698379955,0.00773874926149054,"P2RY12",1,"BP"
"Macro_down","Macro_down","GO:0150063","visual system development","2/4","361/14337",0.00554016620498615,19.8573407202216,6.06202948591014,0.00366830798108692,0.0283073698379955,0.00773874926149054,"P2RY12/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0048880","sensory system development","2/4","365/14337",0.00547945205479452,19.6397260273973,6.02604138293716,0.00374874889188604,0.0283073698379955,0.00773874926149054,"P2RY12/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0001934","positive regulation of protein phosphorylation","2/4","367/14337",0.00544959128065395,19.5326975476839,6.00826263743703,0.00378928481035099,0.0283073698379955,0.00773874926149054,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0050673","epithelial cell proliferation","2/4","370/14337",0.00540540540540541,19.3743243243243,5.98185821106216,0.00385048266429677,0.0283073698379955,0.00773874926149054,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0001558","regulation of cell growth","2/4","372/14337",0.00537634408602151,19.2701612903226,5.96442830663343,0.00389154370165987,0.0283073698379955,0.00773874926149054,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0032352","positive regulation of hormone metabolic process","1/4","14/14337",0.0714285714285714,256.017857142857,15.9475163255789,0.00390066754735574,0.0283073698379955,0.00773874926149054,"DAB2",1,"BP"
"Macro_down","Macro_down","GO:0032488","Cdc42 protein signal transduction","1/4","14/14337",0.0714285714285714,256.017857142857,15.9475163255789,0.00390066754735574,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:0035729","cellular response to hepatocyte growth factor stimulus","1/4","14/14337",0.0714285714285714,256.017857142857,15.9475163255789,0.00390066754735574,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:0048532","anatomical structure arrangement","1/4","14/14337",0.0714285714285714,256.017857142857,15.9475163255789,0.00390066754735574,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:0061548","ganglion development","1/4","14/14337",0.0714285714285714,256.017857142857,15.9475163255789,0.00390066754735574,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:0071679","commissural neuron axon guidance","1/4","14/14337",0.0714285714285714,256.017857142857,15.9475163255789,0.00390066754735574,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:0072148","epithelial cell fate commitment","1/4","14/14337",0.0714285714285714,256.017857142857,15.9475163255789,0.00390066754735574,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:2000052","positive regulation of non-canonical Wnt signaling pathway","1/4","14/14337",0.0714285714285714,256.017857142857,15.9475163255789,0.00390066754735574,0.0283073698379955,0.00773874926149054,"DAB2",1,"BP"
"Macro_down","Macro_down","GO:2000095","regulation of Wnt signaling pathway, planar cell polarity pathway","1/4","14/14337",0.0714285714285714,256.017857142857,15.9475163255789,0.00390066754735574,0.0283073698379955,0.00773874926149054,"DAB2",1,"BP"
"Macro_down","Macro_down","GO:0030900","forebrain development","2/4","378/14337",0.00529100529100529,18.9642857142857,5.91294911202417,0.00401598528237293,0.0283073698379955,0.00773874926149054,"P2RY12/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0071380","cellular response to prostaglandin E stimulus","1/4","15/14337",0.0666666666666667,238.95,15.4029868750809,0.00417884930605217,0.0283073698379955,0.00773874926149054,"GNG2",1,"BP"
"Macro_down","Macro_down","GO:0090030","regulation of steroid hormone biosynthetic process","1/4","15/14337",0.0666666666666667,238.95,15.4029868750809,0.00417884930605217,0.0283073698379955,0.00773874926149054,"DAB2",1,"BP"
"Macro_down","Macro_down","GO:0042327","positive regulation of phosphorylation","2/4","388/14337",0.00515463917525773,18.4755154639175,5.82974772686221,0.00422757529973441,0.0283073698379955,0.00773874926149054,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0035728","response to hepatocyte growth factor","1/4","16/14337",0.0625,224.015625,14.9102200222264,0.00445697279458546,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:0046184","aldehyde biosynthetic process","1/4","16/14337",0.0625,224.015625,14.9102200222264,0.00445697279458546,0.0283073698379955,0.00773874926149054,"DAB2",1,"BP"
"Macro_down","Macro_down","GO:0048485","sympathetic nervous system development","1/4","16/14337",0.0625,224.015625,14.9102200222264,0.00445697279458546,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:0071318","cellular response to ATP","1/4","16/14337",0.0625,224.015625,14.9102200222264,0.00445697279458546,0.0283073698379955,0.00773874926149054,"P2RY12",1,"BP"
"Macro_down","Macro_down","GO:2000369","regulation of clathrin-dependent endocytosis","1/4","16/14337",0.0625,224.015625,14.9102200222264,0.00445697279458546,0.0283073698379955,0.00773874926149054,"DAB2",1,"BP"
"Macro_down","Macro_down","GO:2000846","regulation of corticosteroid hormone secretion","1/4","16/14337",0.0625,224.015625,14.9102200222264,0.00445697279458546,0.0283073698379955,0.00773874926149054,"DAB2",1,"BP"
"Macro_down","Macro_down","GO:0033623","regulation of integrin activation","1/4","17/14337",0.0588235294117647,210.838235294118,14.4614892253267,0.00473503802109354,0.0283073698379955,0.00773874926149054,"P2RY12",1,"BP"
"Macro_down","Macro_down","GO:0048841","regulation of axon extension involved in axon guidance","1/4","17/14337",0.0588235294117647,210.838235294118,14.4614892253267,0.00473503802109354,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:0060977","coronary vasculature morphogenesis","1/4","17/14337",0.0588235294117647,210.838235294118,14.4614892253267,0.00473503802109354,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:1903975","regulation of glial cell migration","1/4","17/14337",0.0588235294117647,210.838235294118,14.4614892253267,0.00473503802109354,0.0283073698379955,0.00773874926149054,"P2RY12",1,"BP"
"Macro_down","Macro_down","GO:0006700","C21-steroid hormone biosynthetic process","1/4","18/14337",0.0555555555555556,199.125,14.0505921942482,0.00501304499371347,0.0283073698379955,0.00773874926149054,"DAB2",1,"BP"
"Macro_down","Macro_down","GO:0007350","blastoderm segmentation","1/4","18/14337",0.0555555555555556,199.125,14.0505921942482,0.00501304499371347,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:0035930","corticosteroid hormone secretion","1/4","18/14337",0.0555555555555556,199.125,14.0505921942482,0.00501304499371347,0.0283073698379955,0.00773874926149054,"DAB2",1,"BP"
"Macro_down","Macro_down","GO:0010975","regulation of neuron projection development","2/4","425/14337",0.00470588235294118,16.8670588235294,5.54717099784263,0.00505572992070902,0.0283073698379955,0.00773874926149054,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0010566","regulation of ketone biosynthetic process","1/4","19/14337",0.0526315789473684,188.644736842105,13.6724848375135,0.0052909937205815,0.0283073698379955,0.00773874926149054,"DAB2",1,"BP"
"Macro_down","Macro_down","GO:0021602","cranial nerve morphogenesis","1/4","19/14337",0.0526315789473684,188.644736842105,13.6724848375135,0.0052909937205815,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:0031290","retinal ganglion cell axon guidance","1/4","19/14337",0.0526315789473684,188.644736842105,13.6724848375135,0.0052909937205815,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:0033630","positive regulation of cell adhesion mediated by integrin","1/4","19/14337",0.0526315789473684,188.644736842105,13.6724848375135,0.0052909937205815,0.0283073698379955,0.00773874926149054,"P2RY12",1,"BP"
"Macro_down","Macro_down","GO:0060445","branching involved in salivary gland morphogenesis","1/4","19/14337",0.0526315789473684,188.644736842105,13.6724848375135,0.0052909937205815,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:2000641","regulation of early endosome to late endosome transport","1/4","19/14337",0.0526315789473684,188.644736842105,13.6724848375135,0.0052909937205815,0.0283073698379955,0.00773874926149054,"DAB2",1,"BP"
"Macro_down","Macro_down","GO:0010562","positive regulation of phosphorus metabolic process","2/4","437/14337",0.0045766590389016,16.4038901601831,5.46310028578081,0.00533953787050505,0.0283073698379955,0.00773874926149054,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0045937","positive regulation of phosphate metabolic process","2/4","437/14337",0.0045766590389016,16.4038901601831,5.46310028578081,0.00533953787050505,0.0283073698379955,0.00773874926149054,"DAB2/NRP1",2,"BP"
"Macro_down","Macro_down","GO:0003148","outflow tract septum morphogenesis","1/4","20/14337",0.05,179.2125,13.3230172240459,0.00556888420983404,0.0283073698379955,0.00773874926149054,"NRP1",1,"BP"
"Macro_down","Macro_down","GO:0046885","regulation of hormone biosynthetic process","1/4","20/14337",0.05,179.2125,13.3230172240459,0.00556888420983404,0.0283073698379955,0.00773874926149054,"DAB2",1,"BP"
"Macro_down","Macro_down","GO:0048268","clathrin coat assembly","1/4","20/14337",0.05,179.2125,13.3230172240459,0.00556888420983404,0.0283073698379955,0.00773874926149054,"DAB2",1,"BP"
