"Cluster","DE_class_cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","ONTOLOGY"
"Astro_up","Astro_up","GO:0097060","synaptic membrane","12/53","443/16009",0.0270880361173815,8.18212019251246,8.83507982275596,1.65817989024027e-08,2.27170644962917e-06,1.43127106315476e-06,"PLPPR4/CACNG8/GABBR2/NETO1/GABRB2/SLC12A5/SCN2A/DCC/KCNC2/DNM1/CNR1/GABRG2",12,"CC"
"Astro_up","Astro_up","GO:0098982","GABA-ergic synapse","7/53","107/16009",0.0654205607476635,19.7607123964027,11.2217295771365,5.85004720691854e-08,4.0072823367392e-06,2.52475721561748e-06,"NXPH1/GABRB2/SLC4A10/KCNC2/CBLN4/CNR1/GABRG2",7,"CC"
"Astro_up","Astro_up","GO:0099572","postsynaptic specialization","10/53","392/16009",0.0255102040816327,7.705525606469,7.74678516925288,5.26701873896817e-07,2.17950708123463e-05,1.37318156481936e-05,"PLPPR4/CACNG8/NETO1/GABRB2/SLC12A5/NEURL1/MAPK8IP2/ADGRB1/DCC/GABRG2",10,"CC"
"Astro_up","Astro_up","GO:0099634","postsynaptic specialization membrane","7/53","153/16009",0.0457516339869281,13.8195831791836,9.18263369573615,6.76795103991466e-07,2.17950708123463e-05,1.37318156481936e-05,"PLPPR4/CACNG8/NETO1/GABRB2/SLC12A5/DCC/GABRG2",7,"CC"
"Astro_up","Astro_up","GO:0045211","postsynaptic membrane","9/53","314/16009",0.0286624203821656,8.65767335656772,7.89815150175568,7.95440540596582e-07,2.17950708123463e-05,1.37318156481936e-05,"PLPPR4/CACNG8/GABBR2/NETO1/GABRB2/SLC12A5/DCC/KCNC2/GABRG2",9,"CC"
"Astro_up","Astro_up","GO:0043204","perikaryon","6/53","150/16009",0.04,12.0822641509434,7.8592424460808,9.77432511628631e-06,0.000223180423488537,0.000140613098164119,"SLC12A5/PCSK2/SLC4A10/NEURL1/KCNC2/RTN4RL1",6,"CC"
"Astro_up","Astro_up","GO:0034702","monoatomic ion channel complex","8/53","341/16009",0.0234604105571848,7.08637193603718,6.54746755874256,1.50031387940935e-05,0.00029363285925583,0.000185001109942205,"CACNG8/KCNIP4/GABRB2/SCN2A/KCNC2/SCN3A/KCNH5/GABRG2",8,"CC"
"Astro_up","Astro_up","GO:1902710","GABA receptor complex","3/53","20/16009",0.15,45.3084905660377,11.4270929697,3.75353227602767e-05,0.000642792402269738,0.000404986377150354,"GABBR2/GABRB2/GABRG2",3,"CC"
"Astro_up","Astro_up","GO:0098984","neuron to neuron synapse","8/53","411/16009",0.0194647201946472,5.87944727539825,5.77565896221963,5.67988252799294e-05,0.000864604340372258,0.000544737271690551,"PLPPR4/CACNG8/NETO1/NEURL1/MAPK8IP2/ADGRB1/DCC/LNX1",8,"CC"
"Astro_up","Astro_up","GO:0034703","cation channel complex","6/53","215/16009",0.027906976744186,8.42948661693725,6.32086371635892,7.42059806461955e-05,0.00101662193485288,0.000640514780314529,"CACNG8/KCNIP4/SCN2A/KCNC2/SCN3A/KCNH5",6,"CC"
"Astro_up","Astro_up","GO:1902495","transmembrane transporter complex","8/53","467/16009",0.0171306209850107,5.17441719526484,5.27649216348615,0.000138134807808476,0.00172040624270556,0.00108392863543493,"CACNG8/KCNIP4/GABRB2/SCN2A/KCNC2/SCN3A/KCNH5/GABRG2",8,"CC"
"Astro_up","Astro_up","GO:0014069","postsynaptic density","7/53","358/16009",0.0195530726256983,5.90613471065669,5.41071171445519,0.000167778362275386,0.00188668798680139,0.00118869316110422,"PLPPR4/CACNG8/NETO1/NEURL1/MAPK8IP2/ADGRB1/DCC",7,"CC"
"Astro_up","Astro_up","GO:0043025","neuronal cell body","8/53","485/16009",0.0164948453608247,4.98237696946119,5.13281815938449,0.000179028787068745,0.00188668798680139,0.00118869316110422,"KCNIP4/SLC12A5/PCSK2/SLC4A10/NEURL1/MAPK8IP2/KCNC2/RTN4RL1",8,"CC"
"Astro_up","Astro_up","GO:1990351","transporter complex","8/53","494/16009",0.0161943319838057,4.89160491941028,5.06361627441462,0.000202948615171514,0.00198599716274982,0.00125126213865144,"CACNG8/KCNIP4/GABRB2/SCN2A/KCNC2/SCN3A/KCNH5/GABRG2",8,"CC"
"Astro_up","Astro_up","GO:0032279","asymmetric synapse","7/53","374/16009",0.018716577540107,5.65346584602966,5.24816943817189,0.000219376478035141,0.00200363849938762,0.0012623769262373,"PLPPR4/CACNG8/NETO1/NEURL1/MAPK8IP2/ADGRB1/DCC",7,"CC"
"Astro_up","Astro_up","GO:0032590","dendrite membrane","3/53","42/16009",0.0714285714285714,21.5754716981132,7.69497550428193,0.000359031701213173,0.0030742089416378,0.00193688154601843,"SLC12A5/KCNC2/GABRG2",3,"CC"
"Astro_up","Astro_up","GO:0098839","postsynaptic density membrane","4/53","125/16009",0.032,9.66581132075472,5.60568584240718,0.000771719137452529,0.00621914834299979,0.0039183262706568,"PLPPR4/CACNG8/NETO1/DCC",4,"CC"
"Astro_up","Astro_up","GO:0001518","voltage-gated sodium channel complex","2/53","14/16009",0.142857142857143,43.1509433962264,9.09334468892131,0.000954006421874055,0.00726104887759697,0.00457476763705687,"SCN2A/SCN3A",2,"CC"
"Astro_up","Astro_up","GO:0032589","neuron projection membrane","3/53","62/16009",0.0483870967741935,14.6156421180767,6.19068824498328,0.00112887765517843,0.0081398020399708,0.00512841926452252,"SLC12A5/KCNC2/GABRG2",3,"CC"
"Astro_up","Astro_up","GO:0097440","apical dendrite","2/53","18/16009",0.111111111111111,33.5618448637317,7.96621278320411,0.00159044451235834,0.0103757570568139,0.00653716541420469,"SLC4A10/NEURL1",2,"CC"
"Astro_up","Astro_up","GO:1902711","GABA-A receptor complex","2/53","18/16009",0.111111111111111,33.5618448637317,7.96621278320411,0.00159044451235834,0.0103757570568139,0.00653716541420469,"GABRB2/GABRG2",2,"CC"
