"gene","cellType.target","mean.target","cellType.2nd","mean.2nd","MeanRatio","MeanRatio.rank","MeanRatio.anno","gene_ensembl","gene_name"
"IGFBP5","Astro.4",1.25462632055438,"Vasc.VLMC",0.602530052383284,2.08226347481218,21,"Astro.4/Vasc.VLMC: 2.082","ENSG00000115461","IGFBP5"
"ENSG00000288696","Astro.4",1.03419082113919,"Astro.1",0.50304001673143,2.05588181206533,22,"Astro.4/Astro.1: 2.056","ENSG00000288696","ENSG00000288696"
"ANGPT1","Astro.4",1.69851549214301,"Vasc.VLMC",0.826560258509809,2.05492034568083,23,"Astro.4/Vasc.VLMC: 2.055","ENSG00000154188","ANGPT1"
"TOB1","Astro.4",1.19496678485019,"Astro.1",0.59129977670857,2.02091533249326,24,"Astro.4/Astro.1: 2.021","ENSG00000141232","TOB1"
"GFAP","Astro.4",3.79238073557109,"Astro.5",1.87727845167066,2.02014822691653,25,"Astro.4/Astro.5: 2.02","ENSG00000131095","GFAP"
"PAGR1","Astro.4",0.993989123416209,"Astro.3",0.496992462748964,2.00000844664376,26,"Astro.4/Astro.3: 2","ENSG00000280789","PAGR1"
"ITGB4","Astro.4",1.55962878216209,"Astro.2",0.802070500568603,1.94450335856566,27,"Astro.4/Astro.2: 1.945","ENSG00000132470","ITGB4"
"SLC16A9","Astro.4",1.90453118175088,"Astro.1",1.00744346222524,1.89045961700339,28,"Astro.4/Astro.1: 1.89","ENSG00000165449","SLC16A9"
"CD109","Astro.4",1.01552789617503,"Vasc.Endo",0.546663905868743,1.85768236254995,29,"Astro.4/Vasc.Endo: 1.858","ENSG00000156535","CD109"
"CD38","Astro.4",1.27795684611115,"Astro.1",0.73045837387867,1.74952727193107,30,"Astro.4/Astro.1: 1.75","ENSG00000004468","CD38"
"LINC02615","Astro.4",1.03449766336181,"Astro.1",0.606538571123565,1.70557605503221,31,"Astro.4/Astro.1: 1.706","ENSG00000251432","LINC02615"
"SPAG1","Astro.4",0.912313504387117,"Excit.L5_6_NP",0.537008078994202,1.69888227025532,32,"Astro.4/Excit.L5_6_NP: 1.699","ENSG00000104450","SPAG1"
"COL21A1","Astro.4",2.36269847371562,"Inhib.Chandelier",1.3934174095306,1.69561429156504,33,"Astro.4/Inhib.Chandelier: 1.696","ENSG00000124749","COL21A1"
"AEBP1","Astro.4",0.968387413379084,"Vasc.VLMC",0.571227910411784,1.69527328011861,34,"Astro.4/Vasc.VLMC: 1.695","ENSG00000106624","AEBP1"
"DBI","Astro.4",1.22874167932431,"OPC.4",0.738352018352122,1.66416783428947,35,"Astro.4/OPC.4: 1.664","ENSG00000155368","DBI"
"DPYSL3","Astro.4",1.91419102093188,"OPC.3",1.16329081793363,1.64549654430531,36,"Astro.4/OPC.3: 1.645","ENSG00000113657","DPYSL3"
"FRMPD2","Astro.4",1.30422749062574,"Astro.1",0.806713861953289,1.61671635029033,37,"Astro.4/Astro.1: 1.617","ENSG00000170324","FRMPD2"
"ACO2","Astro.4",1.57020707590106,"Astro.1",0.972717468605887,1.61424784336556,38,"Astro.4/Astro.1: 1.614","ENSG00000100412","ACO2"
"OGFRL1","Astro.4",2.17316780931808,"Micro.1",1.39346139751236,1.55954647412384,39,"Astro.4/Micro.1: 1.56","ENSG00000119900","OGFRL1"
"HSPB1","Astro.4",1.36851476301216,"Vasc.Endo",0.881458214629173,1.55255772797794,40,"Astro.4/Vasc.Endo: 1.553","ENSG00000106211","HSPB1"
"LINC01515","Astro.4",1.13235217504007,"Vasc.VLMC",0.74683842023271,1.5161943257917,41,"Astro.4/Vasc.VLMC: 1.516","ENSG00000228065","LINC01515"
"PHYHD1","Astro.4",1.04377813352391,"Astro.2",0.692836732605666,1.50652828350829,42,"Astro.4/Astro.2: 1.507","ENSG00000175287","PHYHD1"
"ADAMTS9","Astro.4",1.87376972880866,"Vasc.Endo",1.24794089372722,1.50148916365124,43,"Astro.4/Vasc.Endo: 1.501","ENSG00000163638","ADAMTS9"
"ID2","Astro.4",1.69203449310377,"Inhib.Lamp5_Lhx6",1.13179650058496,1.49499887323319,44,"Astro.4/Inhib.Lamp5_Lhx6: 1.495","ENSG00000115738","ID2"
"ZFAND5","Astro.4",1.71838139213741,"Astro.1",1.1497838174186,1.4945256369979,45,"Astro.4/Astro.1: 1.495","ENSG00000107372","ZFAND5"
"CFAP70","Astro.4",1.1676292435537,"Excit.L2",0.782271358723342,1.49261407890384,46,"Astro.4/Excit.L2: 1.493","ENSG00000156042","CFAP70"
"RNF19A","Astro.4",2.73391982790979,"Vasc.Endo",1.83851076754724,1.48702954378511,47,"Astro.4/Vasc.Endo: 1.487","ENSG00000034677","RNF19A"
"AHI1-DT","Astro.4",1.09223823470309,"Astro.1",0.736656996826078,1.48269579927843,48,"Astro.4/Astro.1: 1.483","ENSG00000231028","AHI1-DT"
"ENTREP1","Astro.4",3.20646326669586,"Astro.1",2.16479305319447,1.48118697164344,49,"Astro.4/Astro.1: 1.481","ENSG00000135063","ENTREP1"
"GAN","Astro.4",2.18641985174065,"Astro.1",1.47816976203286,1.47913988494377,50,"Astro.4/Astro.1: 1.479","ENSG00000261609","GAN"
"DST","Astro.5",4.67676659571576,"Astro.4",4.57237510208528,1.02283091200957,1,"Astro.5/Astro.4: 1.023","ENSG00000151914","DST"
"MACF1","Astro.5",4.71489507163243,"Astro.2",4.6491880986343,1.01413299948381,2,"Astro.5/Astro.2: 1.014","ENSG00000127603","MACF1"
"MMD2","Astro.5",2.49727479204689,"Astro.2",2.50823331142074,0.99563098084857,3,"Astro.5/Astro.2: 0.996","ENSG00000136297","MMD2"
"NTM","Astro.5",5.23470989766131,"Astro.1",5.46737041944076,0.95744562670344,4,"Astro.5/Astro.1: 0.957","ENSG00000182667","NTM"
"PITPNC1","Astro.5",4.52397471291446,"Astro.1",4.72614387158475,0.957223232266414,5,"Astro.5/Astro.1: 0.957","ENSG00000154217","PITPNC1"
"CTNNA2","Astro.5",5.86320956601049,"Astro.1",6.32393606057008,0.927145611507328,6,"Astro.5/Astro.1: 0.927","ENSG00000066032","CTNNA2"
"CTNND2","Astro.5",5.2723640973109,"Astro.1",5.70835441462925,0.923622416260455,7,"Astro.5/Astro.1: 0.924","ENSG00000169862","CTNND2"
"SLC25A18","Astro.5",1.85522166326627,"Astro.1",2.03192408882291,0.913036896147531,8,"Astro.5/Astro.1: 0.913","ENSG00000182902","SLC25A18"
"PTGDS","Astro.5",3.66421761859408,"Vasc.VLMC",4.01675125009836,0.912234139095457,9,"Astro.5/Vasc.VLMC: 0.912","ENSG00000107317","PTGDS"
"RYR3","Astro.5",3.73665009504109,"Astro.1",4.15398086141485,0.899534740217457,10,"Astro.5/Astro.1: 0.9","ENSG00000198838","RYR3"
"MALAT1","Astro.5",8.22992611067986,"Astro.4",9.15005566743623,0.899440004498444,11,"Astro.5/Astro.4: 0.899","ENSG00000251562","MALAT1"
"TNRC6A","Astro.5",3.39380997801225,"Astro.1",3.77369120484501,0.899334310569706,12,"Astro.5/Astro.1: 0.899","ENSG00000090905","TNRC6A"
"MSI2","Astro.5",4.23214265261342,"Astro.1",4.73432668790617,0.893927042133451,13,"Astro.5/Astro.1: 0.894","ENSG00000153944","MSI2"
"PRKCA","Astro.5",3.67143306464237,"Astro.4",4.15272678287603,0.88410176171033,14,"Astro.5/Astro.4: 0.884","ENSG00000154229","PRKCA"
"NPAS3","Astro.5",5.5694533258988,"Astro.1",6.31088037404621,0.882516066823804,15,"Astro.5/Astro.1: 0.883","ENSG00000151322","NPAS3"
"LSAMP","Astro.5",5.95940774049217,"Astro.1",6.78027609506416,0.878932901394745,16,"Astro.5/Astro.1: 0.879","ENSG00000185565","LSAMP"
"DTNA","Astro.5",4.72062607127106,"Astro.1",5.40826398203,0.872854225858104,17,"Astro.5/Astro.1: 0.873","ENSG00000134769","DTNA"
"ADGRV1","Astro.5",5.14393973486119,"Astro.1",5.90177281348862,0.871592299029982,18,"Astro.5/Astro.1: 0.872","ENSG00000164199","ADGRV1"
"MIR9-1HG","Astro.5",2.82002482674089,"Astro.1",3.23705512703372,0.871169849160099,19,"Astro.5/Astro.1: 0.871","ENSG00000125462","MIR9-1HG"
"RPS6KA2","Astro.5",3.08825250448835,"Astro.1",3.56675323895356,0.865844171881766,20,"Astro.5/Astro.1: 0.866","ENSG00000071242","RPS6KA2"
"CDH20","Astro.5",3.9487497687258,"Astro.1",4.59823274910949,0.858753783068185,21,"Astro.5/Astro.1: 0.859","ENSG00000101542","CDH20"
"WWOX","Astro.5",3.98318925820711,"Astro.4",4.65799967588802,0.855128710898361,22,"Astro.5/Astro.4: 0.855","ENSG00000186153","WWOX"
"RORA","Astro.5",5.11303217887958,"Inhib.Chandelier",5.99438519581746,0.852970239958414,23,"Astro.5/Inhib.Chandelier: 0.853","ENSG00000069667","RORA"
