"gene","cellType.target","mean.target","cellType.2nd","mean.2nd","MeanRatio","MeanRatio.rank","MeanRatio.anno","gene_ensembl","gene_name"
"FMNL3","Micro.3",2.7358469781599,"Micro.1",2.63350935742336,1.03885979005469,39,"Micro.3/Micro.1: 1.039","ENSG00000161791","FMNL3"
"ALPK1","Micro.3",1.49569773131312,"Micro.1",1.43982640242759,1.0388042119462,40,"Micro.3/Micro.1: 1.039","ENSG00000073331","ALPK1"
"LY86","Micro.3",2.15268461058602,"Micro.4",2.07238317283173,1.03874835445829,41,"Micro.3/Micro.4: 1.039","ENSG00000112799","LY86"
"RCBTB2","Micro.3",1.13466308139962,"Micro.1",1.09318694237453,1.03794057303228,42,"Micro.3/Micro.1: 1.038","ENSG00000136161","RCBTB2"
"ITM2B","Micro.3",2.76907584038936,"Micro.1",2.66968227799467,1.03723048364742,43,"Micro.3/Micro.1: 1.037","ENSG00000136156","ITM2B"
"DCP2","Micro.3",1.11601674016267,"Micro.1",1.0760293896954,1.03716195008261,44,"Micro.3/Micro.1: 1.037","ENSG00000172795","DCP2"
"KCNQ1","Micro.3",1.54221340573087,"Micro.1",1.48896716714508,1.03576051894273,45,"Micro.3/Micro.1: 1.036","ENSG00000053918","KCNQ1"
"ATM","Micro.3",3.17604207884877,"Micro.4",3.06959875187204,1.03467662570289,46,"Micro.3/Micro.4: 1.035","ENSG00000149311","ATM"
"LPIN2","Micro.3",1.93160762321646,"Micro.4",1.86716033787562,1.03451620304562,47,"Micro.3/Micro.4: 1.035","ENSG00000101577","LPIN2"
"LRCH1","Micro.3",2.62292483235071,"Micro.1",2.53606091269622,1.03425151155464,48,"Micro.3/Micro.1: 1.034","ENSG00000136141","LRCH1"
"IL18","Micro.3",1.55846313907532,"Micro.4",1.50739077458357,1.03388130360945,49,"Micro.3/Micro.4: 1.034","ENSG00000150782","IL18"
"APPL2","Micro.3",2.14637683389679,"Micro.4",2.0763578035402,1.03372204455186,50,"Micro.3/Micro.4: 1.034","ENSG00000136044","APPL2"
"CDIN1","Micro.4",2.32621938220507,"Excit.L5_6_NP",1.306445421143,1.78057142270044,1,"Micro.4/Excit.L5_6_NP: 1.781","ENSG00000186073","CDIN1"
"SLC2A5","Micro.4",1.55838480633588,"Micro.1",1.46051105049067,1.06701336207784,2,"Micro.4/Micro.1: 1.067","ENSG00000142583","SLC2A5"
"IGSF21","Micro.4",2.37847961904756,"Micro.3",2.24380548534627,1.06002041379291,3,"Micro.4/Micro.3: 1.06","ENSG00000117154","IGSF21"
"LINC02642","Micro.4",1.47901969768726,"Micro.3",1.401828486926,1.05506466124863,4,"Micro.4/Micro.3: 1.055","ENSG00000232591","LINC02642"
"SPATA5","Micro.4",1.28316233353178,"Micro.3",1.2283710817597,1.04460480435081,5,"Micro.4/Micro.3: 1.045","ENSG00000145375","SPATA5"
"TGFBR2","Micro.4",2.3368796302672,"Micro.1",2.25847764281638,1.03471452892182,6,"Micro.4/Micro.1: 1.035","ENSG00000163513","TGFBR2"
"FAM149A","Micro.4",2.45356871237625,"Micro.1",2.37331029327045,1.03381707791576,7,"Micro.4/Micro.1: 1.034","ENSG00000109794","FAM149A"
"SLC25A37","Micro.4",1.74911764105737,"Micro.3",1.69347358245792,1.03285794309155,8,"Micro.4/Micro.3: 1.033","ENSG00000147454","SLC25A37"
"PAK2","Micro.4",1.16725294587916,"Micro.1",1.13118337395066,1.03188658245792,9,"Micro.4/Micro.1: 1.032","ENSG00000180370","PAK2"
"IL17RA","Micro.4",1.15562607131388,"Micro.1",1.12007149150432,1.03174313432602,10,"Micro.4/Micro.1: 1.032","ENSG00000177663","IL17RA"
"WASF2","Micro.4",2.29000547582496,"Micro.1",2.22287440399186,1.03020011913968,11,"Micro.4/Micro.1: 1.03","ENSG00000158195","WASF2"
"DIP2A","Micro.4",2.08053698992887,"Micro.1",2.02949053245783,1.02515235062921,12,"Micro.4/Micro.1: 1.025","ENSG00000160305","DIP2A"
"ARID1A","Micro.4",1.73371869461559,"Micro.1",1.69151696225478,1.02494904473471,13,"Micro.4/Micro.1: 1.025","ENSG00000117713","ARID1A"
"VASH1","Micro.4",1.34680735486181,"Micro.3",1.31468174508147,1.0244360354896,14,"Micro.4/Micro.3: 1.024","ENSG00000071246","VASH1"
"AP1B1","Micro.4",1.66999893451599,"Micro.3",1.63056035199535,1.02418713448562,15,"Micro.4/Micro.3: 1.024","ENSG00000100280","AP1B1"
"CMIP","Micro.4",2.71055578524294,"Micro.1",2.64997339138423,1.02286151025353,16,"Micro.4/Micro.1: 1.023","ENSG00000153815","CMIP"
"NCK2","Micro.4",1.98128521037185,"Micro.1",1.93782251008941,1.02242862803799,17,"Micro.4/Micro.1: 1.022","ENSG00000071051","NCK2"
"NFATC3","Micro.4",1.5540798120428,"Micro.3",1.5207640079314,1.02190728077312,18,"Micro.4/Micro.3: 1.022","ENSG00000072736","NFATC3"
"ENSG00000253988","Micro.4",1.44433466362099,"Micro.1",1.414172735084,1.02132831993483,19,"Micro.4/Micro.1: 1.021","ENSG00000253988","ENSG00000253988"
"SIPA1L2","Micro.4",2.76635126251022,"Micro.1",2.71050123707399,1.02060505439817,20,"Micro.4/Micro.1: 1.021","ENSG00000116991","SIPA1L2"
"PRMT2","Micro.4",1.3446360322763,"Micro.3",1.32017659674838,1.01852739670447,21,"Micro.4/Micro.3: 1.019","ENSG00000160310","PRMT2"
"ENSG00000285534","Micro.4",2.87471389205896,"Micro.5",2.82326757261783,1.01822226130463,22,"Micro.4/Micro.5: 1.018","ENSG00000285534","ENSG00000285534"
"RNF145","Micro.4",1.37320856023918,"Micro.1",1.34961537776122,1.01748141201317,23,"Micro.4/Micro.1: 1.017","ENSG00000145860","RNF145"
"RHBDF2","Micro.4",2.16812313808607,"Micro.1",2.13098191746674,1.01742915803973,24,"Micro.4/Micro.1: 1.017","ENSG00000129667","RHBDF2"
"NUDT3","Micro.4",3.10345588256415,"Micro.1",3.05617808942514,1.01546958055311,25,"Micro.4/Micro.1: 1.015","ENSG00000272325","NUDT3"
"LINC02712","Micro.4",2.4361288294304,"Micro.3",2.39917546086687,1.01540252856295,26,"Micro.4/Micro.3: 1.015","ENSG00000273409","LINC02712"
"PPP6R2","Micro.4",1.9217852549311,"Micro.3",1.89781524279089,1.01263031911629,27,"Micro.4/Micro.3: 1.013","ENSG00000100239","PPP6R2"
"PTPRE","Micro.4",3.05145488038997,"Micro.1",3.01355173776911,1.01257756491976,28,"Micro.4/Micro.1: 1.013","ENSG00000132334","PTPRE"
"SRGAP2B","Micro.4",3.4114018028496,"Micro.3",3.36938956367407,1.01246879839258,29,"Micro.4/Micro.3: 1.012","ENSG00000196369","SRGAP2B"
"TNRC18","Micro.4",2.15948890655771,"Micro.3",2.13352554367943,1.01216922991862,30,"Micro.4/Micro.3: 1.012","ENSG00000182095","TNRC18"
"SRGAP2","Micro.4",4.63813860162204,"Micro.1",4.58401316369508,1.0118074350998,31,"Micro.4/Micro.1: 1.012","ENSG00000266028","SRGAP2"
"PDSS2","Micro.4",1.2458694700733,"Micro.3",1.23149820451596,1.01166974138057,32,"Micro.4/Micro.3: 1.012","ENSG00000164494","PDSS2"
"CSF2RA","Micro.4",2.30691233223083,"Micro.3",2.28144125620235,1.01116446718023,33,"Micro.4/Micro.3: 1.011","ENSG00000198223","CSF2RA"
"TMSB4X","Micro.4",2.33360009267556,"Micro.3",2.30804928841978,1.01107030269413,34,"Micro.4/Micro.3: 1.011","ENSG00000205542","TMSB4X"
"ZFAND6","Micro.4",1.4969908526219,"Micro.3",1.48210816716405,1.01004156497318,35,"Micro.4/Micro.3: 1.01","ENSG00000086666","ZFAND6"
"ARHGAP26","Micro.4",3.74403622396268,"Micro.1",3.70799088842594,1.0097209881635,36,"Micro.4/Micro.1: 1.01","ENSG00000145819","ARHGAP26"
"KCNK13","Micro.4",1.32828558458338,"Micro.1",1.31596616271325,1.00936150352432,37,"Micro.4/Micro.1: 1.009","ENSG00000152315","KCNK13"
"MERTK","Micro.4",2.64761521312836,"Micro.1",2.62338470776108,1.00923635229541,38,"Micro.4/Micro.1: 1.009","ENSG00000153208","MERTK"
"LDLRAD4","Micro.4",4.40155794567261,"Micro.1",4.36788548414901,1.0077090989784,39,"Micro.4/Micro.1: 1.008","ENSG00000168675","LDLRAD4"
"ME2","Micro.4",1.25335888511714,"Micro.1",1.24379133123709,1.00769225000992,40,"Micro.4/Micro.1: 1.008","ENSG00000082212","ME2"
"CARD11","Micro.4",1.22722448135614,"Micro.3",1.21817718911104,1.00742690991587,41,"Micro.4/Micro.3: 1.007","ENSG00000198286","CARD11"
"NFATC2","Micro.4",1.87883749092742,"Micro.3",1.86506627698665,1.00738376652385,42,"Micro.4/Micro.3: 1.007","ENSG00000101096","NFATC2"
"FGD2","Micro.4",1.60105152832484,"Micro.3",1.59016176760052,1.0068482093748,43,"Micro.4/Micro.3: 1.007","ENSG00000146192","FGD2"
"PALD1","Micro.4",3.08167011836162,"Micro.3",3.06093122756956,1.00677535339745,44,"Micro.4/Micro.3: 1.007","ENSG00000107719","PALD1"
"ST6GALNAC3","Micro.4",4.63156073375967,"Micro.1",4.60046824234395,1.0067585492993,45,"Micro.4/Micro.1: 1.007","ENSG00000184005","ST6GALNAC3"
"ABCC4","Micro.4",3.42010930721273,"Micro.3",3.39926944212637,1.00613068938522,46,"Micro.4/Micro.3: 1.006","ENSG00000125257","ABCC4"
"SH3KBP1","Micro.4",2.69117480174398,"Micro.3",2.67520419116098,1.00596986601463,47,"Micro.4/Micro.3: 1.006","ENSG00000147010","SH3KBP1"
"RAB10","Micro.4",2.02315130088561,"Micro.3",2.01182620061543,1.00562926373397,48,"Micro.4/Micro.3: 1.006","ENSG00000084733","RAB10"
"IPCEF1","Micro.4",3.10337573836336,"Micro.3",3.08601454737498,1.00562576446801,49,"Micro.4/Micro.3: 1.006","ENSG00000074706","IPCEF1"
"PUM1","Micro.4",1.98415609977457,"Micro.3",1.97516892883174,1.00455007711575,50,"Micro.4/Micro.3: 1.005","ENSG00000134644","PUM1"
"EIF1B-AS1","Micro.5",2.77188069423758,"Micro.3",2.27991824787378,1.21578073986758,1,"Micro.5/Micro.3: 1.216","ENSG00000280739","EIF1B-AS1"
"FRMD4A","Micro.5",6.02346344400526,"Micro.3",5.98783804312929,1.00594962666314,2,"Micro.5/Micro.3: 1.006","ENSG00000151474","FRMD4A"
"ZFP36L2","Micro.5",2.16777509024075,"Micro.3",2.19524547717535,0.98748641679474,3,"Micro.5/Micro.3: 0.987","ENSG00000152518","ZFP36L2"
"ENSG00000285534","Micro.5",2.82326757261783,"Micro.4",2.87471389205896,0.982103847070401,4,"Micro.5/Micro.4: 0.982","ENSG00000285534","ENSG00000285534"
"SFMBT2","Micro.5",4.88078589602409,"Micro.3",4.97648009453601,0.980770706062505,5,"Micro.5/Micro.3: 0.981","ENSG00000198879","SFMBT2"
"LDLRAD4","Micro.5",4.31003863891444,"Micro.4",4.40155794567261,0.979207519726477,6,"Micro.5/Micro.4: 0.979","ENSG00000168675","LDLRAD4"
"ENSG00000249738","Micro.5",3.61121392401522,"Micro.3",3.6896200615768,0.978749536198024,7,"Micro.5/Micro.3: 0.979","ENSG00000249738","ENSG00000249738"
"RASGEF1C","Micro.5",2.92855913715247,"Micro.4",3.00617798124706,0.97418022333382,8,"Micro.5/Micro.4: 0.974","ENSG00000146090","RASGEF1C"
"LRMDA","Micro.5",5.59765697600569,"Micro.4",5.75690917828758,0.972337204331361,9,"Micro.5/Micro.4: 0.972","ENSG00000148655","LRMDA"
"KCNQ3","Micro.5",4.35324491921228,"Micro.3",4.47722564070154,0.97230858316316,10,"Micro.5/Micro.3: 0.972","ENSG00000184156","KCNQ3"
"DOCK4","Micro.5",6.12417407878711,"Micro.1",6.30645797828043,0.971095676825071,11,"Micro.5/Micro.1: 0.971","ENSG00000128512","DOCK4"
"ABR","Micro.5",3.49787934057565,"Micro.3",3.60361625925449,0.970658108113676,12,"Micro.5/Micro.3: 0.971","ENSG00000159842","ABR"
"FOXN3","Micro.5",4.59904850775222,"Micro.3",4.74470996733565,0.969300239511747,13,"Micro.5/Micro.3: 0.969","ENSG00000053254","FOXN3"
"MEF2A","Micro.5",4.96368956666573,"Micro.4",5.12188029274923,0.969114716267883,14,"Micro.5/Micro.4: 0.969","ENSG00000068305","MEF2A"
"PLXDC2","Micro.5",5.98992759952895,"Micro.1",6.22515004303643,0.962214172850243,15,"Micro.5/Micro.1: 0.962","ENSG00000120594","PLXDC2"
"SSH2","Micro.5",3.41269527924394,"Micro.4",3.54850821976828,0.961726750478485,16,"Micro.5/Micro.4: 0.962","ENSG00000141298","SSH2"
"ITPR2","Micro.5",4.76882186122836,"Micro.3",4.9693305817835,0.959650758335508,17,"Micro.5/Micro.3: 0.96","ENSG00000123104","ITPR2"
"ARHGAP24","Micro.5",4.98221080670663,"Micro.3",5.19402415518313,0.95921979910988,18,"Micro.5/Micro.3: 0.959","ENSG00000138639","ARHGAP24"
"TBC1D22A","Micro.5",3.37130894466929,"Micro.3",3.51633121324096,0.958757506111604,19,"Micro.5/Micro.3: 0.959","ENSG00000054611","TBC1D22A"
"INPP5D","Micro.5",3.33043438080074,"Micro.3",3.47483135059079,0.95844489840766,20,"Micro.5/Micro.3: 0.958","ENSG00000168918","INPP5D"
"MEF2C","Micro.5",4.43968753027663,"Micro.4",4.63437138667423,0.957991313135283,21,"Micro.5/Micro.4: 0.958","ENSG00000081189","MEF2C"
"SYNDIG1","Micro.5",3.93688054505459,"Micro.3",4.15514847932919,0.947470485023475,22,"Micro.5/Micro.3: 0.947","ENSG00000101463","SYNDIG1"
"ST6GAL1","Micro.5",4.30777812295863,"Micro.4",4.54995628602169,0.946773518724326,23,"Micro.5/Micro.4: 0.947","ENSG00000073849","ST6GAL1"
"SORL1","Micro.5",4.31320520841447,"Micro.3",4.5649021047654,0.944862586190366,24,"Micro.5/Micro.3: 0.945","ENSG00000137642","SORL1"
"ABCC4","Micro.5",3.23072245216093,"Micro.4",3.42010930721273,0.944625496427146,25,"Micro.5/Micro.4: 0.945","ENSG00000125257","ABCC4"
"LINC01374","Micro.5",3.02724322254708,"Micro.3",3.20638403174673,0.944129958412354,26,"Micro.5/Micro.3: 0.944","ENSG00000280560","LINC01374"
"SRGAP2","Micro.5",4.36859253120584,"Micro.4",4.63813860162204,0.941884860809909,27,"Micro.5/Micro.4: 0.942","ENSG00000266028","SRGAP2"
"EPB41L2","Micro.5",4.02680182033584,"Micro.3",4.27879147894672,0.941107282313063,28,"Micro.5/Micro.3: 0.941","ENSG00000079819","EPB41L2"
"DOCK8","Micro.5",4.23424202744272,"Micro.3",4.50392040450759,0.940123636111561,29,"Micro.5/Micro.3: 0.94","ENSG00000107099","DOCK8"
"ST6GALNAC3","Micro.5",4.34846160276285,"Micro.4",4.63156073375967,0.938876083620516,30,"Micro.5/Micro.4: 0.939","ENSG00000184005","ST6GALNAC3"
"LNCAROD","Micro.5",2.48856463711061,"Micro.1",2.6545723310345,0.937463488192392,31,"Micro.5/Micro.1: 0.937","ENSG00000231131","LNCAROD"
"AOAH","Micro.5",3.07738017464963,"Micro.3",3.28549901265119,0.936655333877694,32,"Micro.5/Micro.3: 0.937","ENSG00000136250","AOAH"
"CSF2RA","Micro.5",2.15686173853861,"Micro.4",2.30691233223083,0.934956091917409,33,"Micro.5/Micro.4: 0.935","ENSG00000198223","CSF2RA"
"CYFIP1","Micro.5",3.28470838523695,"Micro.3",3.51502416667664,0.934476757336935,34,"Micro.5/Micro.3: 0.934","ENSG00000273749","CYFIP1"
"APBB1IP","Micro.5",4.03260826916658,"Micro.3",4.32345481867855,0.932728208872351,35,"Micro.5/Micro.3: 0.933","ENSG00000077420","APBB1IP"
"MAML2","Micro.5",3.90405443323413,"Micro.3",4.18643854860962,0.932547889549394,36,"Micro.5/Micro.3: 0.933","ENSG00000184384","MAML2"
"ANKRD44","Micro.5",3.72969763023285,"Micro.3",4.00401957410071,0.93148836093553,37,"Micro.5/Micro.3: 0.931","ENSG00000065413","ANKRD44"
"ATP8B4","Micro.5",3.43944250560525,"Micro.3",3.69904951068298,0.929817915567777,38,"Micro.5/Micro.3: 0.93","ENSG00000104043","ATP8B4"
"UBE2E2","Micro.5",3.63604735965871,"Micro.1",3.91069625906044,0.929769820715322,39,"Micro.5/Micro.1: 0.93","ENSG00000182247","UBE2E2"
"ZNF609","Micro.5",2.34701241018509,"Micro.3",2.52432060902406,0.929760031984396,40,"Micro.5/Micro.3: 0.93","ENSG00000180357","ZNF609"
"LPAR6","Micro.5",2.47589180112358,"Micro.3",2.66319430775883,0.929669980861113,41,"Micro.5/Micro.3: 0.93","ENSG00000139679","LPAR6"
"ELMO1","Micro.5",4.55394717235677,"Oligo.2",4.90804464649431,0.927853656671508,42,"Micro.5/Oligo.2: 0.928","ENSG00000155849","ELMO1"
"MAML3","Micro.5",3.64899515391186,"Micro.3",3.94072633291634,0.925970200831332,43,"Micro.5/Micro.3: 0.926","ENSG00000196782","MAML3"
"CPED1","Micro.5",2.52611752997432,"Micro.3",2.73391659459608,0.923992171146516,44,"Micro.5/Micro.3: 0.924","ENSG00000106034","CPED1"
"DIAPH2","Micro.5",3.38397489035965,"Micro.1",3.66486008326361,0.923357185125107,45,"Micro.5/Micro.1: 0.923","ENSG00000147202","DIAPH2"
"MED13L","Micro.5",3.71676222818303,"Micro.3",4.03512261267323,0.921102673933546,46,"Micro.5/Micro.3: 0.921","ENSG00000123066","MED13L"
"TBXAS1","Micro.5",3.25633392648297,"Micro.4",3.53888695705965,0.920157655781282,47,"Micro.5/Micro.4: 0.92","ENSG00000059377","TBXAS1"
"P2RY12","Micro.5",3.32425350020521,"Micro.3",3.61313988156953,0.920045613833574,48,"Micro.5/Micro.3: 0.92","ENSG00000169313","P2RY12"
"C3","Micro.5",2.35235672811497,"Micro.3",2.55896491603107,0.919261031434321,49,"Micro.5/Micro.3: 0.919","ENSG00000125730","C3"
"SLCO2B1","Micro.5",2.95842520228257,"Micro.1",3.22182218843302,0.918245958111502,50,"Micro.5/Micro.1: 0.918","ENSG00000137491","SLCO2B1"
"GOLGA8A","OPC.1",1.34497333847957,"OPC.4",1.31573746154671,1.02222014481407,1,"OPC.1/OPC.4: 1.022","ENSG00000175265","GOLGA8A"
"TAOK3","OPC.1",3.16347880941007,"OPC.3",3.14306804782814,1.00649389745031,2,"OPC.1/OPC.3: 1.006","ENSG00000135090","TAOK3"
"EPN2","OPC.1",4.49258260632087,"OPC.2",4.48679314688104,1.00129033348548,3,"OPC.1/OPC.2: 1.001","ENSG00000072134","EPN2"
"NAV1","OPC.1",3.4959419731467,"OPC.3",3.49475117252734,1.00034073974385,4,"OPC.1/OPC.3: 1","ENSG00000134369","NAV1"
"SOX2-OT","OPC.1",4.50371294987562,"OPC.3",4.51537058877652,0.997418232087113,5,"OPC.1/OPC.3: 0.997","ENSG00000242808","SOX2-OT"
"ADGRB1","OPC.1",0.864459842670837,"OPC.3",0.868313361538458,0.995562064298085,6,"OPC.1/OPC.3: 0.996","ENSG00000181790","ADGRB1"
"LRRC4C","OPC.1",6.43306746155722,"OPC.3",6.49443283847347,0.990551079910672,7,"OPC.1/OPC.3: 0.991","ENSG00000148948","LRRC4C"
"ENSG00000278254","OPC.1",3.29122820708038,"OPC.3",3.32264711765552,0.990544012209965,8,"OPC.1/OPC.3: 0.991","ENSG00000278254","ENSG00000278254"
"LHFPL3","OPC.1",6.17314229480791,"OPC.3",6.23272898367585,0.990439711236602,9,"OPC.1/OPC.3: 0.99","ENSG00000187416","LHFPL3"
"NOVA1","OPC.1",4.58361450375669,"OPC.3",4.62920903048096,0.990150687423261,10,"OPC.1/OPC.3: 0.99","ENSG00000139910","NOVA1"
"DSCAM","OPC.1",6.52295632836574,"OPC.3",6.59090554764933,0.98969045773872,11,"OPC.1/OPC.3: 0.99","ENSG00000171587","DSCAM"
"SLC35F1","OPC.1",4.77641712346984,"OPC.3",4.8297705463132,0.988953217894774,12,"OPC.1/OPC.3: 0.989","ENSG00000196376","SLC35F1"
"DPP6","OPC.1",5.41641775735806,"OPC.3",5.47710036688806,0.988920668699653,13,"OPC.1/OPC.3: 0.989","ENSG00000130226","DPP6"
"PCDH15","OPC.1",5.84262877438195,"OPC.3",5.91356127912414,0.988005112081515,14,"OPC.1/OPC.3: 0.988","ENSG00000150275","PCDH15"
"ATP2C2","OPC.1",1.54399476264045,"OPC.3",1.56301351688302,0.987831996308965,15,"OPC.1/OPC.3: 0.988","ENSG00000064270","ATP2C2"
"KIF13A","OPC.1",3.80485522074877,"OPC.3",3.85176579562463,0.987821020964163,16,"OPC.1/OPC.3: 0.988","ENSG00000137177","KIF13A"
"SCD5","OPC.1",4.21220415264036,"OPC.3",4.26616463610275,0.987351523425574,17,"OPC.1/OPC.3: 0.987","ENSG00000145284","SCD5"
"PTPRZ1","OPC.1",5.47594400746396,"OPC.4",5.54799191710349,0.987013695997391,18,"OPC.1/OPC.4: 0.987","ENSG00000106278","PTPRZ1"
"PDZD2","OPC.1",4.02063649020007,"OPC.3",4.0735810231967,0.987002950795592,19,"OPC.1/OPC.3: 0.987","ENSG00000133401","PDZD2"
"XYLT1","OPC.1",4.81395768497564,"OPC.3",4.87749672105219,0.9869730233129,20,"OPC.1/OPC.3: 0.987","ENSG00000103489","XYLT1"
"SEZ6L","OPC.1",3.47440349385843,"OPC.3",3.52236382992668,0.986384048217629,21,"OPC.1/OPC.3: 0.986","ENSG00000100095","SEZ6L"
"GRID2","OPC.1",5.29705346837459,"OPC.3",5.37171819895805,0.986100400687821,22,"OPC.1/OPC.3: 0.986","ENSG00000152208","GRID2"
"REV3L","OPC.1",3.70184807800153,"OPC.3",3.75743899044813,0.985205105768073,23,"OPC.1/OPC.3: 0.985","ENSG00000009413","REV3L"
"LUZP2","OPC.1",4.90291762528325,"OPC.3",4.97860404098799,0.9847976631438,24,"OPC.1/OPC.3: 0.985","ENSG00000187398","LUZP2"
"TNR","OPC.1",5.78442795685992,"OPC.3",5.88928751576964,0.98219486506153,25,"OPC.1/OPC.3: 0.982","ENSG00000116147","TNR"
"CEROX1","OPC.1",2.22640801583498,"OPC.2",2.26680868115433,0.98217729371904,26,"OPC.1/OPC.2: 0.982","ENSG00000260807","CEROX1"
"KCNMB2","OPC.1",4.66004891943326,"OPC.3",4.74903829206504,0.981261601368751,27,"OPC.1/OPC.3: 0.981","ENSG00000197584","KCNMB2"
"FGFR1","OPC.1",1.85467559908201,"OPC.4",1.89099159575591,0.98079526278414,28,"OPC.1/OPC.4: 0.981","ENSG00000077782","FGFR1"
"SCN1A","OPC.1",3.33518980074813,"Inhib.Chandelier",3.40230353888636,0.980274029823865,29,"OPC.1/Inhib.Chandelier: 0.98","ENSG00000144285","SCN1A"
"SULF2","OPC.1",2.17133795800955,"OPC.4",2.21616004466209,0.979774887305411,30,"OPC.1/OPC.4: 0.98","ENSG00000196562","SULF2"
"GLCCI1","OPC.1",2.55141558286076,"OPC.3",2.60410498293638,0.979766791115998,31,"OPC.1/OPC.3: 0.98","ENSG00000106415","GLCCI1"
"MTSS1","OPC.1",2.8733775956277,"OPC.3",2.93318949900504,0.979608578512356,32,"OPC.1/OPC.3: 0.98","ENSG00000170873","MTSS1"
"NLGN1","OPC.1",5.96303898806619,"OPC.3",6.08731119224717,0.979585041694721,33,"OPC.1/OPC.3: 0.98","ENSG00000169760","NLGN1"
"CHST11","OPC.1",4.40640779096233,"OPC.3",4.49896469909159,0.979427065042776,34,"OPC.1/OPC.3: 0.979","ENSG00000171310","CHST11"
"KCND2","OPC.1",4.92917687385186,"OPC.3",5.03276929047445,0.979416418547406,35,"OPC.1/OPC.3: 0.979","ENSG00000184408","KCND2"
"CSMD3","OPC.1",4.91184055738928,"OPC.3",5.01546284337233,0.979339437013279,36,"OPC.1/OPC.3: 0.979","ENSG00000164796","CSMD3"
"AGAP1","OPC.1",5.00830258972308,"OPC.3",5.1139693293895,0.979337627416112,37,"OPC.1/OPC.3: 0.979","ENSG00000157985","AGAP1"
"PDGFRA","OPC.1",3.14198542487995,"OPC.4",3.20950807894477,0.978961681228415,38,"OPC.1/OPC.4: 0.979","ENSG00000134853","PDGFRA"
"KCNMB2-AS1","OPC.1",2.49210593160736,"OPC.4",2.54602308366638,0.97882299166692,39,"OPC.1/OPC.4: 0.979","ENSG00000237978","KCNMB2-AS1"
"MEGF11","OPC.1",3.53474273483647,"OPC.3",3.61488776762738,0.977829178125906,40,"OPC.1/OPC.3: 0.978","ENSG00000157890","MEGF11"
"PWWP3A","OPC.1",0.908817661707627,"OPC.3",0.930201694558739,0.977011401961317,41,"OPC.1/OPC.3: 0.977","ENSG00000160953","PWWP3A"
"LINC02328","OPC.1",2.0941309997668,"OPC.3",2.1436364278585,0.976905865449791,42,"OPC.1/OPC.3: 0.977","ENSG00000258733","LINC02328"
"SETD5","OPC.1",2.40495895339572,"OPC.3",2.46292736720884,0.97646361212884,43,"OPC.1/OPC.3: 0.976","ENSG00000168137","SETD5"
"ABHD2","OPC.1",3.11367634617348,"OPC.3",3.18900277261089,0.976379316103341,44,"OPC.1/OPC.3: 0.976","ENSG00000140526","ABHD2"
"DGKG","OPC.1",3.4060784527646,"OPC.3",3.48948566523005,0.976097562659009,45,"OPC.1/OPC.3: 0.976","ENSG00000058866","DGKG"
"MMP16","OPC.1",4.64990605351618,"OPC.3",4.7650344151743,0.975838923368215,46,"OPC.1/OPC.3: 0.976","ENSG00000156103","MMP16"
"COL9A1","OPC.1",1.88888984086515,"OPC.3",1.93594622007648,0.975693343790576,47,"OPC.1/OPC.3: 0.976","ENSG00000112280","COL9A1"
"CASK","OPC.1",3.0155363779921,"OPC.3",3.0911977671787,0.975523601242875,48,"OPC.1/OPC.3: 0.976","ENSG00000147044","CASK"
"TNRC6C","OPC.1",2.40166935302972,"OPC.3",2.462614613882,0.975251807364122,49,"OPC.1/OPC.3: 0.975","ENSG00000078687","TNRC6C"
"ZSWIM6","OPC.1",4.14598698641527,"OPC.3",4.25291281072927,0.97485821387068,50,"OPC.1/OPC.3: 0.975","ENSG00000130449","ZSWIM6"
"RPL13","OPC.2",2.0606392433113,"OPC.5",1.94317366643315,1.06045037502683,1,"OPC.2/OPC.5: 1.06","ENSG00000167526","RPL13"
"HIP1R","OPC.2",2.10644274614143,"OPC.4",2.0532578004797,1.02590271209456,2,"OPC.2/OPC.4: 1.026","ENSG00000130787","HIP1R"
"CEROX1","OPC.2",2.26680868115433,"OPC.1",2.22640801583498,1.01814611923421,3,"OPC.2/OPC.1: 1.018","ENSG00000260807","CEROX1"
"EPN2","OPC.2",4.48679314688104,"OPC.1",4.49258260632087,0.998711329329441,4,"OPC.2/OPC.1: 0.999","ENSG00000072134","EPN2"
"TAOK3","OPC.2",3.08367644806437,"OPC.1",3.16347880941007,0.974773859363836,5,"OPC.2/OPC.1: 0.975","ENSG00000135090","TAOK3"
"XYLT1","OPC.2",4.7432329559883,"OPC.3",4.87749672105219,0.972472812850003,6,"OPC.2/OPC.3: 0.972","ENSG00000103489","XYLT1"
"DSCAM","OPC.2",6.40086819773184,"OPC.3",6.59090554764933,0.971166731408361,7,"OPC.2/OPC.3: 0.971","ENSG00000171587","DSCAM"
"DPP6","OPC.2",5.27956957116907,"OPC.3",5.47710036688806,0.963935151359802,8,"OPC.2/OPC.3: 0.964","ENSG00000130226","DPP6"
"TNR","OPC.2",5.67403530706699,"OPC.3",5.88928751576964,0.963450212249567,9,"OPC.2/OPC.3: 0.963","ENSG00000116147","TNR"
"LHFPL3","OPC.2",6.00124604929882,"OPC.3",6.23272898367585,0.962860099487189,10,"OPC.2/OPC.3: 0.963","ENSG00000187416","LHFPL3"
