"Cluster","test","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","ONTOLOGY"
"Oligo.1","Oligo","GO:0030315","T-tubule","9/874","32/10167",0.28125,3.27170337528604,3.94700372601711,0.00112584419537467,0.0117724143038091,0.00932621507381309,"CACNA2D1/ANK3/RDX/ANK2/AKAP6/CACNB2/NOS1AP/CACNA1C/ATP1A2",9,"CC"
"Oligo.1","Oligo","GO:0032587","ruffle membrane","15/874","73/10167",0.205479452054795,2.39028557098524,3.65583507928578,0.0011671877242413,0.0119450488374482,0.00946297774188916,"CLASP2/MYO6/PLEKHA1/MTMR6/MACF1/ARHGEF4/EPS8/PDPN/SPRY2/DIAPH1/EZR/PDE9A/EGFR/TPM1/WWC1",15,"CC"
"Oligo.1","Oligo","GO:0030017","sarcomere","20/874","113/10167",0.176991150442478,2.05888904639436,3.47114725154676,0.00141394747689769,0.0141689320080789,0.0112247584788808,"PDE4B/ANK3/CFL2/ANK2/CMYA5/TTN/RYR1/MYOM1/SORBS2/SIMC1/SYNPO2/NOS1AP/TPM1/PARVA/KCNN3/SYNE1/ACTN1/CACNA1C/SYNE2/NEBL",20,"CC"
"Oligo.1","Oligo","GO:0005912","adherens junction","24/874","146/10167",0.164383561643836,1.91222845678819,3.40468794558155,0.0014555033563991,0.0142876962128156,0.0113188445760789,"RDX/DLG2/TJP1/PKP4/PALS1/KLHL24/PTPRK/TJP2/FRMD5/ADD1/ANXA2/EPHA4/PKP2/MPP7/CCDC85A/EZR/BAIAP2/CYTH3/VCL/BMPR2/PARD3/KIFC3/PTPRM/SORBS1",24,"CC"
"Oligo.1","Oligo","GO:0030027","lamellipodium","25/874","155/10167",0.161290322580645,1.87624566324648,3.37119683546788,0.00154234458791504,0.0148373549357426,0.0117542892805314,"CDC42BPA/RDX/RNH1/ITSN1/PODXL/PDPN/EVL/ARHGAP31/SORBS2/ARHGEF6/CARMIL1/FGD3/PLCE1/ANTXR1/BAIAP2/PTPRM/PARVA/NHS/ABLIM3/NEDD9/IQGAP2/MCC/SYNE2/PIEZO1/ABLIM1",25,"CC"
"Oligo.1","Oligo","GO:0009925","basal plasma membrane","26/874","164/10167",0.158536585365854,1.84421220070324,3.34242148601392,0.00161825986883218,0.0152624117040839,0.0120910231685707,"ANK3/KCNJ10/DLG2/TJP1/ERBB3/ANK2/SLC12A2/STXBP3/ANXA2/SLCO1C1/TEK/EPB41/PDPN/TFRC/EZR/SLC22A3/BMPR2/ATP2B2/ATP1B3/SLC7A1/EGFR/PALM/SLC7A5/NEDD9/ABCC1/TGFBR3",26,"CC"
"Oligo.1","Oligo","GO:0055037","recycling endosome","25/874","156/10167",0.16025641025641,1.86421844745643,3.33579920900164,0.00169111470294901,0.0156428110022784,0.0123923789973187,"SYT11/SNX27/FCHSD2/APP/ABHD17B/SLC11A2/ANK2/ATP11B/ABCG1/TUBA1A/CLCN4/HLA-C/ITSN1/TFRC/HLA-B/SORL1/SLC1A1/ABHD17C/GRIA1/MICALL2/SLC30A10/MCTP1/INPP4A/DENND2B/INPP5F",25,"CC"
"Oligo.1","Oligo","GO:0030018","Z disc","15/874","76/10167",0.197368421052632,2.29593219318319,3.47756112328399,0.00178909243670128,0.0162368577745909,0.0128629883234531,"PDE4B/ANK3/CFL2/ANK2/TTN/RYR1/SORBS2/SYNPO2/NOS1AP/PARVA/KCNN3/ACTN1/CACNA1C/SYNE2/NEBL",15,"CC"
"Oligo.1","Oligo","GO:0031527","filopodium membrane","5/874","12/10167",0.416666666666667,4.84696796338673,4.08904631066067,0.00220056977163758,0.0196013714844014,0.0155283870825108,"PDPN/ANTXR1/PALM/SYNE2/UTRN",5,"CC"
"Oligo.1","Oligo","GO:0032279","asymmetric synapse","43/874","323/10167",0.13312693498452,1.54862877344121,3.07288876789411,0.0025024423747992,0.0218849960414257,0.0173374954962165,"SYT11/PDE4B/SPOCK1/DNM3/ABHD17B/DLG2/PKP4/ADD3/NEO1/CHD4/ADD1/GRIP1/EPS8/EPHA4/GRIN2B/SHISA6/IGSF9B/CLSTN2/PAK3/SLC1A1/KALRN/ABHD17C/BAIAP2/GRIA1/CLSTN3/ADCY1/PRICKLE1/LRP8/BMPR2/ATP2B2/CAMK2G/GSG1L/PLXNC1/INPP4A/PALM/ITGA8/CAMK2A/BCR/KCNK2/CACNA1C/WWC1/PCLO/NCK2",43,"CC"
"Oligo.1","Oligo","GO:0099572","postsynaptic specialization","44/874","333/10167",0.132132132132132,1.53705650730822,3.05583427915759,0.00259308184877585,0.022272720879664,0.0176446546852793,"SYT11/PDE4B/SPOCK1/DNM3/ABHD17B/DLG2/PKP4/ADD3/NEO1/ADD1/GRIP1/EPS8/EPHA4/DLGAP4/GRIN2B/SHISA6/SEPTIN11/IGSF9B/CLSTN2/PAK3/LHFPL4/KALRN/ABHD17C/KCNB1/BAIAP2/GRIA1/CLSTN3/ADCY1/PRICKLE1/LRP8/BMPR2/ATP2B2/CAMK2G/GSG1L/INPP4A/PALM/ITGA8/CAMK2A/BCR/KCNK2/CACNA1C/WWC1/PCLO/NCK2",44,"CC"
"Oligo.1","Oligo","GO:0005874","microtubule","43/874","324/10167",0.132716049382716,1.54384905500466,3.05098407794912,0.00265389398832423,0.0223951404979641,0.0177416366347806,"CLASP2/REEP3/KIF2A/DNM3/TTL/TPPP3/CNP/TBCA/MID1IP1/DPYSL2/TOGARAM1/BCAS3/TUBA1A/SLAIN1/CCSAP/MAPT/KIF19/INVS/DYNC1LI2/KIF1B/MACF1/STIM1/MAP2/MID2/SPRY2/TUBB2B/KLHL22/SYBU/ARHGAP18/EML6/EML4/BAIAP2/CLIP1/KIFC3/DNM1/NEK6/GAS8/DNAH14/ROR2/MX1/RADIL/IQGAP2/SVIL",43,"CC"
