"gene","cellType.target","mean.target","cellType.2nd","mean.2nd","MeanRatio","MeanRatio.rank","MeanRatio.anno","gene_ensembl","gene_name"
"OPALIN","Oligo.1",2.46900107501836,"Oligo.4",2.05760444010639,1.19993961273271,1,"Oligo.1/Oligo.4: 1.2","ENSG00000197430","OPALIN"
"LRP6","Oligo.1",1.58528738870136,"Oligo.2",1.39518120503732,1.13625913463975,2,"Oligo.1/Oligo.2: 1.136","ENSG00000070018","LRP6"
"ABCG1","Oligo.1",1.10029785067161,"Oligo.4",0.968452526359153,1.1361402038034,3,"Oligo.1/Oligo.4: 1.136","ENSG00000160179","ABCG1"
"LINC01608","Oligo.1",3.73416471606547,"Oligo.2",3.3256441919946,1.1228395163422,4,"Oligo.1/Oligo.2: 1.123","ENSG00000253877","LINC01608"
"LINC03048","Oligo.1",1.42606338264587,"Oligo.2",1.28427259437814,1.11040552363137,5,"Oligo.1/Oligo.2: 1.11","ENSG00000262223","LINC03048"
"ANO4","Oligo.1",3.51975326881292,"Oligo.4",3.19349001741978,1.10216510764507,6,"Oligo.1/Oligo.4: 1.102","ENSG00000151572","ANO4"
"PLXDC2","Oligo.1",3.50162054602814,"Oligo.4",3.19794751493126,1.0949587288969,7,"Oligo.1/Oligo.4: 1.095","ENSG00000120594","PLXDC2"
"MAPT","Oligo.1",2.31038989638966,"Oligo.2",2.12665146385936,1.08639799969707,8,"Oligo.1/Oligo.2: 1.086","ENSG00000186868","MAPT"
"QDPR","Oligo.1",2.73167577054934,"Oligo.2",2.51513767988269,1.08609393131781,9,"Oligo.1/Oligo.2: 1.086","ENSG00000151552","QDPR"
"CCNH","Oligo.1",2.63933901481293,"Oligo.2",2.43040481994476,1.0859668287166,10,"Oligo.1/Oligo.2: 1.086","ENSG00000134480","CCNH"
"ANKRD18A","Oligo.2",1.09981516420709,"Oligo.1",0.598881819026968,1.83644774188339,1,"Oligo.2/Oligo.1: 1.836","ENSG00000180071","ANKRD18A"
"LINC01877","Oligo.2",1.09673037378119,"Oligo.1",0.629144513679347,1.74320899242579,2,"Oligo.2/Oligo.1: 1.743","ENSG00000238217","LINC01877"
"ENSG00000258342","Oligo.2",1.60188165422363,"Oligo.1",0.994201114029994,1.61122496406225,3,"Oligo.2/Oligo.1: 1.611","ENSG00000258342","ENSG00000258342"
"DPYSL5","Oligo.2",1.86527870554298,"Oligo.1",1.19814857794089,1.5568008341241,4,"Oligo.2/Oligo.1: 1.557","ENSG00000157851","DPYSL5"
"PPP2R2C","Oligo.2",0.918107492742391,"Oligo.1",0.602369143918342,1.52416089371744,5,"Oligo.2/Oligo.1: 1.524","ENSG00000074211","PPP2R2C"
"SLC5A11","Oligo.2",2.56235982030184,"Oligo.5",1.71724894019173,1.49213067501777,6,"Oligo.2/Oligo.5: 1.492","ENSG00000158865","SLC5A11"
"RASGRF2","Oligo.2",2.19737242807884,"Oligo.1",1.48611394435063,1.47860292707165,7,"Oligo.2/Oligo.1: 1.479","ENSG00000113319","RASGRF2"
"CRYBG3","Oligo.2",1.20479699153681,"Oligo.1",0.816365577932433,1.47580572246583,8,"Oligo.2/Oligo.1: 1.476","ENSG00000080200","CRYBG3"
"EEPD1","Oligo.2",1.14950574564451,"Oligo.1",0.787240980029712,1.46017010649156,9,"Oligo.2/Oligo.1: 1.46","ENSG00000122547","EEPD1"
"LRRC63","Oligo.2",1.31049657949111,"Oligo.1",0.899590510243301,1.45677012437212,10,"Oligo.2/Oligo.1: 1.457","ENSG00000173988","LRRC63"
"MT-CO3","Oligo.3",1.83790472409467,"Oligo.4",1.61116054703896,1.14073344675205,1,"Oligo.3/Oligo.4: 1.141","ENSG00000198938","MT-CO3"
"ARHGEF3","Oligo.5",2.55376102564259,"Oligo.2",0.895593410157486,2.85147366726775,1,"Oligo.5/Oligo.2: 2.851","ENSG00000163947","ARHGEF3"
"ENSG00000286778","OPC",1.19646903633214,"Oligo.3",0.0191083316579959,62.6150444605391,1,"OPC/Oligo.3: 62.615","ENSG00000286778","ENSG00000286778"
"ENSG00000287550","OPC",1.11452029411925,"Oligo.3",0.0178395236985052,62.4747786406788,2,"OPC/Oligo.3: 62.475","ENSG00000287550","ENSG00000287550"
"GALR1","OPC",0.985814002507552,"Oligo.3",0.0164399225498546,59.9646378818414,3,"OPC/Oligo.3: 59.965","ENSG00000166573","GALR1"
"PLAAT1","OPC",1.05294426982851,"Oligo.3",0.023527095129848,44.7545378644162,4,"OPC/Oligo.3: 44.755","ENSG00000127252","PLAAT1"
"ENSG00000278254","OPC",3.18863926620877,"Oligo.3",0.0732332428692227,43.5408721678887,5,"OPC/Oligo.3: 43.541","ENSG00000278254","ENSG00000278254"
"ENSG00000264015","OPC",1.46854370717451,"Oligo.3",0.0339440683100708,43.263632802047,6,"OPC/Oligo.3: 43.264","ENSG00000264015","ENSG00000264015"
"STK32A","OPC",2.17460502317587,"Oligo.3",0.0559698850825721,38.8531264619837,7,"OPC/Oligo.3: 38.853","ENSG00000169302","STK32A"
"MYT1","OPC",1.89461792326997,"Oligo.3",0.0547381308840641,34.6123971109425,8,"OPC/Oligo.3: 34.612","ENSG00000196132","MYT1"
"SPRY4","OPC",0.95877233461281,"Oligo.3",0.0298798726411021,32.0875642988499,9,"OPC/Oligo.3: 32.088","ENSG00000187678","SPRY4"
"COL9A1","OPC",1.85473597829519,"Oligo.3",0.0589392195742612,31.4686212625923,10,"OPC/Oligo.3: 31.469","ENSG00000112280","COL9A1"
