"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl","rank"
1,"enrichment","OPC","LRRC4C",59.6520953935158,2.83153206452071e-120,1.37544501566158e-117,6770,4.33578850309277,"ENSG00000148948",1
2,"enrichment","OPC","REV3L",57.5088526006343,1.45589193786656e-117,5.05152905527185e-115,4338,2.71010657967491,"ENSG00000009413",2
3,"enrichment","OPC","NOVA1",51.7012887120654,9.78740399964937e-110,1.52382351502233e-107,8197,2.44677236850456,"ENSG00000139910",3
4,"enrichment","OPC","CCDC50",47.5629718056309,1.13087096353382e-103,1.29559405482592e-101,2744,3.65212365126779,"ENSG00000152492",4
5,"enrichment","OPC","DISC1",47.3076790607779,2.76760650648506e-103,3.1411040574537e-101,1078,2.64594261567302,"ENSG00000162946",5
6,"enrichment","OPC","USP24",46.6706059175988,2.62976349903079e-102,2.80253293501665e-100,380,2.14145604259311,"ENSG00000162402",6
7,"enrichment","OPC","EPN2",46.5624262739909,3.86439428544589e-102,4.04562105193577e-100,9629,2.14052749492151,"ENSG00000072134",7
8,"enrichment","OPC","OPHN1",45.4671042358948,1.98791457174554e-100,1.87141353172697e-98,11879,4.16156983243601,"ENSG00000079482",8
9,"enrichment","OPC","NLGN4X",43.3509157852229,5.07066659429172e-97,4.02471732817508e-95,11720,3.36455154088244,"ENSG00000146938",9
10,"enrichment","OPC","CASK",43.2656899142664,7.00060510945479e-97,5.5204771720272e-95,11801,2.73715170730045,"ENSG00000147044",10
11,"enrichment","OPC","NOVA1-DT",43.1952348855215,9.14328209031064e-97,7.11769344261105e-95,8199,5.13046623675165,"ENSG00000257842",11
12,"enrichment","OPC","LSAMP",43.1100014572124,1.26357867173793e-96,9.77382126725188e-95,2451,1.99811855163432,"ENSG00000185565",12
13,"enrichment","OPC","SEMA5A",41.3580722146425,1.09969321261871e-93,7.4192635411342e-92,3331,4.00390116234828,"ENSG00000112902",13
14,"enrichment","OPC","GLCCI1",41.2446186548948,1.71838562356715e-93,1.15293232113809e-91,4597,2.70989137893982,"ENSG00000106415",14
15,"enrichment","OPC","ENSG00000289644",40.9158605374465,6.29929801118631e-93,4.15753668738296e-91,8051,6.40391606387687,"ENSG00000289644",15
16,"enrichment","OPC","MAP3K1",40.4943593580949,3.37283724178974e-92,2.13331955543201e-90,3436,3.50171685624992,"ENSG00000095015",16
17,"enrichment","OPC","LINC01546",39.327669380292,3.77748270170713e-90,2.24871323183978e-88,11718,4.73077782548093,"ENSG00000228459",17
18,"enrichment","OPC","XYLT1",39.2641766867974,4.89897929232019e-90,2.90210753785056e-88,9130,4.68015166104979,"ENSG00000103489",18
19,"enrichment","OPC","KHDRBS3",39.2390542051979,5.43023386315883e-90,3.20120194340781e-88,5564,3.40185630264005,"ENSG00000131773",19
20,"enrichment","OPC","CSMD3",38.0838704094791,6.54090122333945e-88,3.54610287751046e-86,5509,3.5724459005929,"ENSG00000164796",20
21,"enrichment","OPC","ZNF462",37.986307785909,9.85447707486728e-88,5.31878975987503e-86,5890,2.03478907757391,"ENSG00000148143",21
22,"enrichment","OPC","LRRTM4",37.7955687510059,2.20117990442195e-87,1.16729819909608e-85,1451,4.01113367550722,"ENSG00000176204",22
23,"enrichment","OPC","ASAP1",37.7290047457491,2.91594838221282e-87,1.53962074580837e-85,5554,2.25882369588229,"ENSG00000153317",23
24,"enrichment","OPC","DGKI",37.5143035045076,7.24159396499953e-87,3.75820158593822e-85,5074,2.14788695770403,"ENSG00000157680",24
25,"enrichment","OPC","SOX6",36.8201079819825,1.4101115701936e-85,7.01819463460288e-84,6701,5.98780033202445,"ENSG00000110693",25
26,"enrichment","OPC","ENSG00000289079",36.6916861322007,2.45377819540946e-85,1.21132855305091e-83,5880,6.98612838460095,"ENSG00000289079",26
27,"enrichment","OPC","PPP1R12A",36.1334321551572,2.77457601110478e-84,1.31618949526783e-82,7619,1.47654526526145,"ENSG00000058272",27
28,"enrichment","OPC","ATP13A4",35.4228413701936,6.33903005318447e-83,2.89402935961926e-81,2750,3.46346197644838,"ENSG00000127249",28
29,"enrichment","OPC","ENSG00000226939",35.3959469206804,7.14255970828211e-83,3.24866086507033e-81,1648,5.70539046344813,"ENSG00000226939",29
30,"enrichment","OPC","NCALD",35.3741351139723,7.86885217740078e-83,3.56564704635653e-81,5482,4.13457608215482,"ENSG00000104490",30
31,"enrichment","OPC","CAMSAP2",34.9308034639283,5.68830377117151e-82,2.47594125437659e-80,914,1.29704775746181,"ENSG00000118200",31
32,"enrichment","OPC","ASB3",34.7717905333822,1.1617022851998e-81,4.93276662638683e-80,1335,1.40847577222686,"ENSG00000115239",32
33,"enrichment","OPC","STK32A-AS1",34.4690752854047,4.55388474359769e-81,1.86203287293772e-79,3780,5.40251329753744,"ENSG00000250343",33
34,"enrichment","OPC","DPP6",34.4079908636571,6.00575734350921e-81,2.44744688522067e-79,5142,3.54146876875191,"ENSG00000130226",34
35,"enrichment","OPC","CSMD1",34.3485566145508,7.86426371580486e-81,3.18345395215781e-79,5171,5.40569295102526,"ENSG00000183117",35
36,"enrichment","OPC","TNRC6A",34.3138004340657,9.20873198173164e-81,3.71531033841027e-79,9170,1.03769800124747,"ENSG00000090905",36
37,"enrichment","OPC","LINC03051",34.2735617065004,1.10564965760947e-80,4.4460296165594e-79,2452,3.21276572920136,"ENSG00000239268",37
38,"enrichment","OPC","CLDN1",34.0496076726709,3.06821160443428e-80,1.20194715239516e-78,2741,5.13918001787419,"ENSG00000163347",38
39,"enrichment","OPC","NAV3",34.0012079489009,3.8279223507991e-80,1.48994516115719e-78,7616,2.10525854369921,"ENSG00000067798",39
40,"enrichment","OPC","TRIM9",33.8805782939267,6.65059755357506e-80,2.57212919396865e-78,8284,1.85988397818104,"ENSG00000100505",40
41,"enrichment","OPC","OPCML",33.7210923140718,1.3835431127986e-79,5.26700550527468e-78,7219,6.40709585562654,"ENSG00000183715",41
42,"enrichment","OPC","GRIA2",33.6943612423091,1.56466523995209e-79,5.93790458561819e-78,3222,2.2458596260553,"ENSG00000120251",42
43,"enrichment","OPC","ZMAT3",33.3292285693614,8.45931438944828e-79,3.07574592651078e-77,2678,2.83360599468779,"ENSG00000172667",43
44,"enrichment","OPC","LHFPL3",33.2503028523941,1.220459560029e-78,4.42425698417678e-77,4963,6.54494572490889,"ENSG00000187416",44
45,"enrichment","OPC","SHC3",33.1852089019722,1.65203550379877e-78,5.93559738406279e-77,5808,5.21166844610973,"ENSG00000148082",45
46,"enrichment","OPC","ABHD2",33.1534759164828,1.91509591722115e-78,6.86044979903646e-77,8925,3.41234568513458,"ENSG00000140526",46
47,"enrichment","OPC","PDZRN4",33.1255656664437,2.18106134568264e-78,7.79023793587353e-77,7402,4.96834062083664,"ENSG00000165966",47
48,"enrichment","OPC","MMP16",33.105138530581,2.39896897310691e-78,8.54342498809686e-77,5422,7.29473229612912,"ENSG00000156103",48
49,"enrichment","OPC","GRM7",33.0650028031299,2.8929233897838e-78,1.02724156858288e-76,2054,5.81466507395288,"ENSG00000196277",49
50,"enrichment","OPC","GRIK2",33.0550461304693,3.03053626495853e-78,1.07296887468386e-76,4300,3.89476278006598,"ENSG00000164418",50
51,"enrichment","OPC","SLC35F1",33.005081909787,3.82705715000048e-78,1.34323069449728e-76,4362,6.60549607608704,"ENSG00000196376",51
52,"enrichment","OPC","MTSS2",32.9095476161343,5.98343154735715e-78,2.08801128480188e-76,9368,3.92219760687036,"ENSG00000132613",52
53,"enrichment","OPC","LUZP2",32.6875700102358,1.69621055863261e-77,5.8519264272825e-76,6729,5.87057021243032,"ENSG00000187398",53
54,"enrichment","OPC","NRXN1",32.6019732606551,2.53843759874776e-77,8.70813169468725e-76,1333,5.28701487753635,"ENSG00000179915",54
55,"enrichment","OPC","BRINP3",32.5667012226467,2.99785239236712e-77,1.02551885782835e-75,891,6.53024450571707,"ENSG00000162670",55
56,"enrichment","OPC","NBEA",32.4811108626799,4.49104405314898e-77,1.51497886059559e-75,7941,1.52731980486525,"ENSG00000172915",56
57,"enrichment","OPC","DPY19L3",32.4383801615298,5.49675989854684e-77,1.83891603878658e-75,10643,2.00241144438474,"ENSG00000178904",57
58,"enrichment","OPC","PTPRZ1",32.3581781127306,8.03611324216385e-77,2.67371395103665e-75,5013,7.19483234362023,"ENSG00000106278",58
59,"enrichment","OPC","SPSB4",32.3526861223539,8.24804823520336e-77,2.73672944722157e-75,2577,6.28864023548536,"ENSG00000175093",59
60,"enrichment","OPC","LINC01013",32.1970728418244,1.72680887274634e-76,5.66766674341394e-75,4403,2.59729676867953,"ENSG00000228495",60
61,"enrichment","OPC","NUP42",32.1675855893362,1.98689111383868e-76,6.45155232258207e-75,4630,2.55441008416669,"ENSG00000136243",61
62,"enrichment","OPC","ENSG00000287550",32.1444671082693,2.21805138820907e-76,7.18293761557624e-75,4516,7.14750846650679,"ENSG00000287550",62
63,"enrichment","OPC","MTSS1",32.098027950178,2.7673117357589e-76,8.90128860555633e-75,5544,1.37717765668337,"ENSG00000170873",63
