Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to10,Feature log2 fold change topic 3to10
ENSG00000228794,LINC01128,2,-2.9340,13,-0.5124,20,1.39894
ENSG00000188976,NOC2L,39,-0.4719,41,-0.3923,55,0.47758
ENSG00000188290,HES4,138,0.33964,261,1.44255,90,-1.1399
ENSG00000187608,ISG15,59,-0.3375,129,0.92976,68,-0.4571
ENSG00000188157,AGRN,45,-0.1586,110,1.31936,43,-0.8295
ENSG00000078808,SDF4,52,-0.5916,123,0.78555,74,-0.2519
ENSG00000176022,B3GALT6,21,-0.7707,19,-0.9455,38,0.93431
ENSG00000160087,UBE2J2,70,0.54567,32,-0.6823,49,-0.0385
ENSG00000162572,SCNN1D,0,-4.6895,18,0.13834,18,0.96894
ENSG00000131584,ACAP3,33,-1.6003,67,-0.5502,106,1.07812
ENSG00000127054,INTS11,31,-0.7841,59,0.23501,53,0.22449
ENSG00000224051,CPTP,67,1.06106,24,-0.6128,33,-0.4603
ENSG00000107404,DVL1,24,-1.5101,95,0.65170,65,0.12820
ENSG00000175756,AURKAIP1,137,-0.0606,116,-0.3292,146,0.21189
ENSG00000221978,CCNL2,51,-0.0187,70,0.50118,49,-0.2950
ENSG00000242485,MRPL20,81,-0.9123,146,0.00660,154,0.43399
ENSG00000179403,VWA1,49,0.45282,79,1.25820,31,-1.0557
ENSG00000197785,ATAD3A,37,0.90299,18,-0.2658,20,-0.4655
ENSG00000205090,TMEM240,68,0.92428,7,-2.4315,39,0.05175
ENSG00000160075,SSU72,118,-0.4227,147,-0.0749,160,0.26760
ENSG00000228594,FNDC10,0,-5.4524,14,-1.5067,44,2.57896
ENSG00000272106,AL691432.2,7,-1.5550,22,0.17221,21,0.52865
ENSG00000197530,MIB2,41,-0.0967,81,1.04738,39,-0.6437
ENSG00000215790,SLC35E2A,26,-0.1677,20,-0.5527,30,0.38774
ENSG00000008130,NADK,35,0.03200,40,0.24702,34,-0.1615
ENSG00000078369,GNB1,301,-0.4896,256,-0.7392,443,0.67060
ENSG00000187730,GABRD,5,-4.1911,18,-2.4804,113,3.25222
ENSG00000067606,PRKCZ,66,-1.5415,95,-1.0044,206,1.35121
