cluster_sn,cluster_xenium,n_genes,cor,p_value,n_genes_fdr05,cor_fdr05,p_value_fdr05,FDR,FDR_fdr05
Oligo.3,nnA_far_APOE_high_Inhib,98,-0.2672952967503777,0.007960503768261292,30,-0.3997775305895439,0.029441827649608135,0.015478757327174734,0.05152319838681424
Oligo.3,nnA_far_APOE_high_L1a,61,0.363088313061872,0.004235769863350961,21,0.3038961038961039,0.18010107960590294,0.008720702659840214,0.22512634950737867
Oligo.3,nnA_far_APOE_high_L1b,93,0.45112052758795607,7.193895396013643e-6,31,0.4963709677419355,0.004989280440946554,4.196438981007958e-5,0.01412986304409076
Oligo.3,nnA_far_APOE_high_L2.3,103,0.3363352809383649,5.504346041384716e-4,32,0.3489736070381232,0.050922320736815026,0.0014819393188343468,0.08101278299038754
Oligo.3,nnA_far_APOE_high_L5,220,0.22169917109481976,9.543873823458532e-4,53,0.529269472665699,5.9846126889882834e-5,0.0022269038921403244,6.982048137152997e-4
Oligo.3,nnA_far_APOE_high_L6,209,0.12259845417740153,0.07700406642744267,51,0.36787330316742073,0.008247591739210873,0.10365932019078822,0.019244380724825372
Oligo.3,nnA_far_APOE_high_Vasc,92,0.18548772405714897,0.07674732553700987,31,0.4201612903225807,0.019381921008596915,0.10365932019078822,0.035703538700046944
Oligo.3,nnA_far_APOE_high_WM,226,-0.06915545852663313,0.3003730391945067,59,-0.04891876095850381,0.7122539244086852,0.35043521239359116,0.7239588443112158
Oligo.3,nnA_far_APOE_high_WMtz,235,0.30929660554615485,1.506065145633073e-6,56,0.367053998632946,0.005651945217636304,1.2520371812400422e-5,0.01412986304409076
Oligo.3,nnA_far_APOE_low_Inhib,91,0.5409937888198758,5.2497647141565266e-8,31,0.490725806451613,0.0055710835883659125,9.187088249773922e-7,0.01412986304409076
Oligo.3,nnA_far_APOE_low_L1a,72,0.17827513023345554,0.13387255193106523,23,0.20849802371541504,0.33811790346853443,0.16734068991383155,0.35860989761814255
Oligo.3,nnA_far_APOE_low_L1b,115,0.4459401878008365,7.84270379358111e-7,34,0.48724216959511074,0.0038489757723322374,9.149821092511294e-6,0.01412986304409076
Oligo.3,nnA_far_APOE_low_L2.3,125,-0.04148079877112135,0.6455875294474949,37,-0.18373636794689427,0.275225657725658,0.6645753979606565,0.31013681278047106
Oligo.3,nnA_far_APOE_low_L5,234,0.10083940349669508,0.12393995321760991,55,0.2665223665223665,0.049488585695878946,0.16066290231912395,0.08101278299038754
Oligo.3,nnA_far_APOE_low_L6,194,0.1754763264618507,0.01448550551173487,47,0.3596207215541165,0.013468013161005682,0.025349634645536023,0.02691461341871328
Oligo.3,nnA_far_APOE_low_Vasc,97,0.19863770250368185,0.05125812025461761,32,0.19501466275659823,0.28355365739928784,0.07475142537131735,0.31013681278047106
Oligo.3,nnA_far_APOE_low_WM,222,-0.03335671365215021,0.6208121745612408,54,0.0490566037735849,0.7239588443112158,0.6584371548376796,0.7239588443112158
Oligo.3,nnA_far_APOE_low_WMtz,224,0.23930813581037802,3.127906809108375e-4,53,0.49685534591194963,1.8707653653755863e-4,0.0010947673831879312,0.001636919694703638
Oligo.3,nnA_near_APOE_high_Inhib,106,0.44919767236818897,1.7886245446286316e-6,33,0.5230614973262032,0.002061980535001065,1.2520371812400422e-5,0.009156330571830485
Oligo.3,nnA_near_APOE_high_L1a,107,0.2501714375281648,0.009511185676575403,32,0.5373900293255132,0.0017730671206628882,0.017520605193691533,0.009156330571830485
Oligo.3,nnA_near_APOE_high_L1b,144,0.2735752752994132,9.443886502153558e-4,41,0.3834494773519164,0.01384180118676683,0.0022269038921403244,0.02691461341871328
Oligo.3,nnA_near_APOE_high_L5,217,0.36506527243431647,3.840123083953401e-8,54,0.5470935772822565,2.5508726804716895e-5,9.187088249773922e-7,4.4640271908254566e-4
Oligo.3,nnA_near_APOE_high_L6,199,0.274201309578194,9.442066783934094e-5,51,0.3895927601809954,0.004988382370631949,4.130904217971166e-4,0.01412986304409076
Oligo.3,nnA_near_APOE_high_Vasc,68,0.4147039737374508,4.894177543060327e-4,22,0.5821569734613212,0.0052227159730724336,0.0014274684500592619,0.01412986304409076
Oligo.3,nnA_near_APOE_high_WM,218,-0.19526440794385025,0.0038520811570793892,54,-0.20198208500095288,0.1427388980964455,0.008426427531111164,0.19243821494099567
Oligo.3,nnA_near_APOE_high_WMtz,238,0.24704618354942207,1.2326283477150787e-4,58,0.43744809129779455,6.697639111312638e-4,4.793554685558639e-4,0.004688347377918847
Oligo.3,nnA_near_APOE_low_Inhib,112,0.11024361909317663,0.2468078436884839,37,0.2453769559032717,0.14295410252759677,0.29787153548610124,0.19243821494099567
Oligo.3,nnA_near_APOE_low_L1a,148,-0.0040053750504373715,0.9614357633563657,39,0.28097165991902834,0.08336567384386893,0.9614357633563657,0.12686080802327881
Oligo.3,nnA_near_APOE_low_L1b,156,0.18906924183275114,0.01820685135395339,45,0.2089591567852437,0.16788554816974782,0.030344752256588985,0.21762941429411756
Oligo.3,nnA_near_APOE_low_L2.3,83,-0.06550942445741152,0.555549134684964,28,-0.25396825396825395,0.1915170623021053,0.6076318660616794,0.23114128208874776
Oligo.3,nnA_near_APOE_low_L5,207,0.1443322401532617,0.038074386970258015,52,0.3562708102108768,0.009883608149284837,0.057939284519957855,0.02162039282656058
Oligo.3,nnA_near_APOE_low_L6,190,0.2567946917905584,3.6336788513860723e-4,48,0.43682153712548855,0.002092875559275539,0.0011561705436228412,0.009156330571830485
Oligo.3,nnA_near_APOE_low_Vasc,75,-0.2623613086770981,0.023236581125950208,24,-0.34086956521739126,0.10351736819140599,0.036967288154920785,0.15096282861246704
Oligo.3,nnA_near_APOE_low_WM,201,0.05079207920792079,0.4736211533065888,51,0.15674208144796378,0.27114018141783175,0.5347335601848584,0.31013681278047106
Oligo.3,nnA_near_APOE_low_WMtz,230,0.28377276795731327,1.3482137607256387e-5,56,0.5396445659603554,2.4075197602197282e-5,6.741068803628194e-5,4.4640271908254566e-4
