Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to10,Feature log2 fold change topic 8to10
ENSG00000161267,BDH1,17,-0.7652,20,-0.5446,22,-0.3420,42,0.82476,22,-0.3268,29,0.15774
ENSG00000145016,RUBCN,23,-0.3387,20,-0.5340,46,0.80538,28,0.00965,19,-0.5681,32,0.25650
ENSG00000122068,FYTTD1,49,0.07569,38,-0.3618,37,-0.3601,49,0.09734,63,0.50056,47,0.03962
ENSG00000186001,LRCH3,21,0.47726,12,-0.4929,20,0.43404,16,0.05347,18,0.21973,14,-0.2559
ENSG00000182899,RPL35A,1201,0.70813,845,0.14326,433,-0.9199,532,-0.6647,935,0.29165,830,0.12558
ENSG00000182903,ZNF721,35,0.14581,24,-0.4934,35,0.15993,37,0.29406,23,-0.4912,34,0.14440
ENSG00000174227,PIGG,22,0.62612,9,-0.8742,12,-0.2728,19,0.46616,20,0.44001,13,-0.2740
ENSG00000273238,TMEM271,38,-1.0653,56,-0.5119,82,0.13959,108,0.67767,89,0.26009,73,-0.0815
ENSG00000169020,ATP5ME,767,-0.0143,850,0.17129,516,-0.6362,718,-0.1323,735,-0.0823,861,0.22541
ENSG00000215375,MYL5,14,-0.0946,11,-0.4915,12,-0.2766,10,-0.5574,16,0.12799,20,0.74064
ENSG00000185619,PCGF3,28,-0.0705,15,-1.0756,36,0.33705,37,0.41257,23,-0.3626,34,0.30370
ENSG00000168993,CPLX1,71,-0.8731,93,-0.4913,221,0.96836,92,-0.5226,121,-0.0331,151,0.43635
ENSG00000178950,GAK,29,-0.5485,27,-0.7301,70,0.83477,50,0.33514,44,0.06817,40,-0.0768
ENSG00000127419,TMEM175,22,-0.5775,18,-0.9680,34,0.09191,48,0.78541,34,0.10708,32,0.02384
ENSG00000145214,DGKQ,13,-0.4264,13,-0.4312,22,0.46375,17,0.02223,24,0.59396,16,-0.0816
ENSG00000127418,FGFRL1,1,-2.3187,16,1.41697,6,-0.5131,4,-1.0510,7,-0.0807,8,0.02005
ENSG00000159692,CTBP1,127,-0.0902,125,-0.1320,204,0.68596,146,0.15198,135,0.01149,112,-0.3627
ENSG00000090316,MAEA,39,-0.7113,40,-0.7343,72,0.26663,85,0.60916,74,0.29534,60,-0.0564
ENSG00000163950,SLBP,76,-0.0600,45,-0.9644,69,-0.2259,121,0.81272,84,0.08527,77,-0.0500
ENSG00000168936,TMEM129,22,-0.2017,23,-0.1469,23,-0.1390,28,0.18401,18,-0.5038,29,0.27958
ENSG00000068078,FGFR3,40,-1.1860,165,1.27882,91,0.06429,42,-1.2209,102,0.25320,75,-0.3017
ENSG00000168924,LETM1,43,0.43266,31,-0.1363,46,0.54325,30,-0.1974,36,0.14719,28,-0.3139
ENSG00000109685,NSD2,39,-0.1088,35,-0.3270,30,-0.5405,55,0.48116,45,0.11723,43,0.02187
ENSG00000185049,NELFA,17,0.41540,8,-0.7821,16,0.33462,15,0.17141,13,0.03048,13,-0.0033
ENSG00000243449,C4orf48,313,-0.4206,352,-0.2626,271,-0.6422,402,-0.0297,437,0.10738,519,0.52117
ENSG00000185818,NAT8L,84,-0.8547,165,0.22752,160,0.14543,160,0.16442,179,0.32815,129,-0.2495
ENSG00000123933,MXD4,47,0.68257,34,0.18529,31,-0.0185,19,-0.8366,29,-0.1081,32,0.08298
ENSG00000159733,ZFYVE28,25,0.41554,11,-0.9475,23,0.31219,29,0.73319,21,0.14653,15,-0.5058
ENSG00000063978,RNF4,41,0.06039,24,-0.8350,41,0.05528,34,-0.2559,36,-0.1445,54,0.66919
ENSG00000125386,FAM193A,11,-0.3376,11,-0.4163,20,0.58311,17,0.43193,18,0.40016,11,-0.4514
ENSG00000087274,ADD1,206,0.15294,148,-0.4139,254,0.49478,245,0.49525,177,-0.0971,151,-0.4247
ENSG00000109736,MFSD10,33,0.03127,18,-0.9841,32,-0.0289,44,0.56589,41,0.35848,32,-0.0496
ENSG00000125388,GRK4,18,0.54854,13,0.05192,14,0.21900,9,-0.4713,6,-1.1876,14,0.26923
ENSG00000197386,HTT,68,0.43450,54,0.06380,57,0.14645,51,-0.0391,56,0.12433,43,-0.3699
ENSG00000159788,RGS12,13,-1.6407,32,-0.3539,60,0.70992,46,0.29314,40,0.05975,40,0.06741
ENSG00000163956,LRPAP1,167,-0.2597,128,-0.7423,116,-0.8256,257,0.49216,217,0.15166,234,0.36753
ENSG00000132406,TMEM128,11,-0.3964,8,-1.0556,25,0.83685,19,0.42587,18,0.28189,14,-0.1489
ENSG00000168824,NSG1,41,-1.3458,68,-0.6412,127,0.42136,108,0.17435,120,0.31814,114,0.32126
ENSG00000168818,STX18,7,-1.1373,17,0.23809,10,-0.6122,14,-0.1152,14,-0.0565,18,0.46934
ENSG00000072832,CRMP1,115,-0.7453,107,-0.9370,269,0.60611,267,0.68626,194,0.07053,177,-0.0952
ENSG00000181215,C4orf50,5,-1.5956,10,-0.7713,28,0.87391,30,1.22305,14,-0.2156,11,-0.6738
ENSG00000152969,JAKMIP1,35,-0.9890,46,-0.6223,107,0.77624,85,0.45554,71,0.11052,63,-0.1046
ENSG00000109501,WFS1,44,-0.8552,53,-0.5977,36,-1.1426,83,0.16025,224,1.91013,60,-0.4445
ENSG00000074211,PPP2R2C,126,-0.4801,124,-0.5652,173,0.01302,238,0.62208,132,-0.4112,186,0.17385
ENSG00000013288,MAN2B2,33,-0.0630,22,-0.7782,74,1.30181,32,-0.1180,19,-0.8890,36,0.12023
ENSG00000179010,MRFAP1,314,-0.3334,297,-0.4642,382,-0.0213,434,0.20802,308,-0.3637,469,0.41306
ENSG00000170846,AC093323.1,29,-1.1648,40,-0.7109,67,0.14178,91,0.75961,52,-0.2495,67,0.18912
ENSG00000178988,MRFAP1L1,92,-0.0006,67,-0.5415,97,0.08443,95,0.05439,112,0.31960,98,0.13613
ENSG00000186222,BLOC1S4,19,0.19848,11,-0.7793,13,-0.3955,21,0.40408,23,0.48606,17,-0.0092
ENSG00000170871,KIAA0232,50,-0.2072,42,-0.5208,102,0.98279,68,0.33813,63,0.16684,44,-0.4986
ENSG00000132405,TBC1D14,32,-0.3473,37,-0.1333,39,-0.0017,49,0.39252,50,0.36951,34,-0.2750
ENSG00000173011,TADA2B,17,0.11386,11,-0.5617,15,-0.1341,24,0.75331,25,0.72991,11,-0.7435
ENSG00000109519,GRPEL1,57,0.36802,35,-0.4307,35,-0.4254,49,0.15162,43,-0.0834,50,0.19720
ENSG00000184985,SORCS2,5,-1.2696,13,0.18079,15,0.43023,5,-1.4434,12,-0.0064,16,0.76346
ENSG00000196526,AFAP1,18,0.06406,9,-1.0819,27,0.66802,17,-0.0567,24,0.50978,18,0.06723
ENSG00000163995,ABLIM2,34,-0.6393,29,-0.9568,25,-1.0971,83,0.91317,81,0.74227,50,-0.0476
ENSG00000071127,WDR1,207,1.52330,62,-0.5489,99,0.24943,81,-0.0932,102,0.28921,53,-0.9082
ENSG00000178163,ZNF518B,26,1.13358,10,-0.4622,26,1.15541,11,-0.2562,15,0.27441,7,-1.1650
ENSG00000157869,RAB28,16,-0.5738,17,-0.5349,23,-0.0186,25,0.11817,21,-0.1904,30,0.53067
ENSG00000038219,BOD1L1,109,0.18652,78,-0.3839,229,1.46861,88,-0.1809,63,-0.6787,80,-0.3920
ENSG00000137449,CPEB2,48,0.68508,21,-0.7243,47,0.64073,32,0.00908,27,-0.2611,30,-0.1152
ENSG00000048342,CC2D2A,11,0.20438,15,0.78544,8,-0.2562,7,-0.4818,8,-0.2220,8,-0.2757
ENSG00000118564,FBXL5,100,0.60350,48,-0.6409,71,0.04600,76,0.15882,59,-0.2446,72,0.07177
ENSG00000237765,FAM200B,119,0.36829,99,0.06480,91,-0.0743,73,-0.4513,77,-0.3325,107,0.24073
ENSG00000169762,TAPT1,38,0.30993,27,-0.2506,41,0.43151,35,0.18660,39,0.34223,24,-0.5207
ENSG00000169744,LDB2,42,-1.5122,58,-1.0943,39,-1.6185,227,1.45058,143,0.40380,108,-0.0786
ENSG00000151552,QDPR,273,0.42177,188,-0.2070,327,0.72458,191,-0.1727,73,-1.6218,226,0.14108
ENSG00000002549,LAP3,100,1.63717,36,-0.1403,19,-1.0530,23,-0.8913,40,0.06895,36,-0.1096
ENSG00000118579,MED28,60,1.00780,27,-0.3146,31,-0.0716,35,0.09155,28,-0.2567,28,-0.2944
ENSG00000163257,DCAF16,30,0.61795,18,-0.2311,18,-0.2022,28,0.58442,17,-0.2220,15,-0.5124
ENSG00000145147,SLIT2,26,0.27612,8,-1.6879,34,0.69758,22,0.01504,16,-0.4768,28,0.52290
ENSG00000163138,PACRGL,21,-0.0826,14,-0.7575,17,-0.4523,27,0.36440,28,0.39792,24,0.20021
ENSG00000185774,KCNIP4,81,-0.8086,95,-0.6176,77,-0.8791,203,0.77305,178,0.44383,142,0.08583
ENSG00000286318,AC096576.6,4,-1.2901,16,0.86938,47,2.86929,5,-0.9929,0,-5.8082,2,-2.2750
ENSG00000152990,ADGRA3,24,0.94910,18,0.56495,21,0.72255,7,-1.1025,3,-2.1715,12,-0.2118
ENSG00000109819,PPARGC1A,6,-0.6741,9,-0.2036,18,0.95193,5,-1.0441,8,-0.3984,13,0.59977
ENSG00000109606,DHX15,70,0.86975,29,-0.5938,49,0.28646,40,-0.0554,43,0.05412,37,-0.1948
ENSG00000109610,SOD3,33,1.29138,20,0.54106,11,-0.4744,8,-1.1415,11,-0.4977,14,-0.2076
ENSG00000181982,CCDC149,8,-0.4641,10,-0.1762,8,-0.4682,13,0.38005,18,0.84932,9,-0.3041
ENSG00000053900,ANAPC4,2,-2.4392,9,-0.5620,10,-0.4271,22,1.00210,15,0.23708,13,0.06354
ENSG00000250317,SMIM20,38,0.36676,33,0.19682,31,0.07495,22,-0.5055,18,-0.7486,33,0.23596
ENSG00000168214,RBPJ,78,0.56553,48,-0.2492,91,0.82588,39,-0.6038,30,-0.9530,60,0.16734
ENSG00000109689,STIM2,20,0.02262,11,-0.9075,22,0.19193,31,0.91997,24,0.34114,14,-0.5714
ENSG00000169851,PCDH7,80,-1.1609,73,-1.4140,231,0.50339,244,0.68936,387,1.40360,122,-0.6346
ENSG00000047365,ARAP2,29,0.13810,27,0.02258,40,0.67294,27,0.05427,24,-0.1607,21,-0.4283
ENSG00000174145,NWD2,9,-0.9235,6,-1.6151,20,0.34008,32,1.38771,12,-0.4009,14,-0.1919
ENSG00000065882,TBC1D1,38,0.93736,16,-0.5287,20,-0.0683,20,-0.0791,35,0.79224,16,-0.5346
ENSG00000109787,KLF3,26,0.82647,19,0.33838,13,-0.2204,12,-0.4089,18,0.21681,12,-0.4776
ENSG00000109790,KLHL5,44,0.98784,27,0.22915,38,0.75139,11,-1.3292,18,-0.4726,22,-0.2081
ENSG00000035928,RFC1,49,0.43696,34,-0.1712,44,0.27127,44,0.29502,34,-0.1599,30,-0.4080
ENSG00000163682,RPL9,1445,0.67118,1095,0.23937,612,-0.7087,645,-0.6901,956,-0.0090,1040,0.16493
ENSG00000121897,LIAS,14,0.37089,11,-0.0957,11,-0.1191,13,0.18356,14,0.30244,9,-0.3601
ENSG00000109814,UGDH,26,1.16329,12,-0.1509,11,-0.2109,9,-0.6174,20,0.67125,10,-0.4492
ENSG00000163683,SMIM14,101,0.47864,55,-0.5455,91,0.30627,91,0.35146,65,-0.2444,68,-0.2028
ENSG00000078140,UBE2K,121,0.19541,75,-0.6293,132,0.33340,141,0.51286,106,-0.0246,94,-0.2582
ENSG00000121892,PDS5A,33,0.02683,33,0.00364,26,-0.3376,48,0.72341,31,-0.0708,25,-0.5269
ENSG00000163697,APBB2,46,0.82571,28,-0.0026,24,-0.1951,24,-0.2268,23,-0.2665,26,-0.0924
ENSG00000154277,UCHL1,1325,-0.6852,1096,-1.0625,1893,-0.1272,2947,0.69030,2032,-0.0142,2389,0.32657
ENSG00000064042,LIMCH1,172,0.37001,102,-0.5128,169,0.35017,160,0.28626,142,0.05898,120,-0.2574
ENSG00000109133,TMEM33,92,0.55680,42,-0.7503,90,0.52623,84,0.46578,52,-0.3580,55,-0.3185
ENSG00000014824,SLC30A9,82,-0.3095,73,-0.5275,104,0.07302,113,0.22714,110,0.16933,109,0.18641
ENSG00000124406,ATP8A1,74,-0.8734,73,-0.9554,122,-0.0847,216,1.00201,162,0.37129,118,-0.1799
ENSG00000183783,KCTD8,29,0.24972,9,-1.7026,36,0.57431,34,0.59982,20,-0.3628,26,0.10642
ENSG00000151806,GUF1,24,0.34869,17,-0.1654,13,-0.5386,18,-0.0703,16,-0.2418,22,0.29435
ENSG00000163281,GNPDA2,18,0.01381,9,-1.1319,23,0.40294,22,0.44854,12,-0.5323,20,0.28422
ENSG00000163285,GABRG1,27,-0.5385,50,0.49392,57,0.66540,16,-1.4385,19,-1.0708,49,0.54084
ENSG00000260878,AC104072.1,32,-1.0421,45,-0.5833,33,-0.9855,100,0.90360,83,0.44948,63,0.01565
ENSG00000151834,GABRA2,68,-0.7413,93,-0.2656,58,-0.9827,168,0.83829,106,-0.0448,111,0.04196
ENSG00000109158,GABRA4,14,-2.1791,42,-0.6075,52,-0.2293,83,0.60376,94,0.73585,64,0.11535
ENSG00000163288,GABRB1,41,-0.2607,35,-0.5604,86,0.96240,67,0.60768,25,-1.0008,42,-0.2586
ENSG00000260918,AC107398.3,58,-1.0115,87,-0.4505,143,0.39342,176,0.86738,70,-0.7321,109,-0.0705
ENSG00000169019,COMMD8,8,-1.2486,15,-0.2447,20,0.22580,22,0.41158,21,0.31833,17,-0.0354
ENSG00000109171,SLAIN2,14,-0.1936,16,0.05328,7,-1.2820,27,1.00190,15,-0.0378,12,-0.5168
ENSG00000075539,FRYL,32,0.90806,16,-0.3038,35,1.05934,25,0.51149,8,-1.3443,10,-1.1026
ENSG00000109180,OCIAD1,202,-0.5641,177,-0.8364,254,-0.2036,333,0.26112,342,0.27107,357,0.45786
ENSG00000145247,OCIAD2,57,0.09062,53,-0.0186,21,-1.4353,42,-0.4529,94,0.92471,59,0.18885
ENSG00000109184,DCUN1D4,25,-0.6985,30,-0.5091,75,1.06277,32,-0.3830,41,0.06396,44,0.22155
ENSG00000163069,SGCB,110,0.99200,51,-0.3095,70,0.22538,54,-0.1997,62,0.04885,51,-0.3294
ENSG00000109189,USP46,55,-0.7204,68,-0.4585,92,0.08164,103,0.29967,77,-0.2112,104,0.35969
ENSG00000226950,DANCR,41,-0.2075,51,0.12688,34,-0.5229,49,0.07692,36,-0.4272,54,0.27194
ENSG00000145216,FIP1L1,46,0.46612,24,-0.6379,27,-0.3722,35,0.04602,28,-0.3231,42,0.40943
ENSG00000072201,LNX1,16,-1.9575,39,-0.7268,28,-1.1499,96,0.90538,103,0.90608,60,0.01382
ENSG00000134853,PDGFRA,39,1.01128,22,0.12759,21,-0.0281,13,-0.7695,20,-0.0567,19,-0.1414
ENSG00000157404,KIT,3,-2.0843,13,0.17940,11,-0.1875,5,-1.2286,19,0.75286,17,0.70223
ENSG00000128039,SRD5A3,4,-2.2372,13,-0.6852,21,0.05074,26,0.50684,10,-0.9936,28,0.78179
ENSG00000134851,TMEM165,67,1.13128,28,-0.3079,34,0.02256,33,-0.0565,33,-0.0213,27,-0.4220
ENSG00000134852,CLOCK,37,0.13575,26,-0.4876,45,0.45567,28,-0.3154,32,-0.0935,39,0.30423
ENSG00000090989,EXOC1,18,-0.9389,18,-1.0310,50,0.64433,43,0.43313,24,-0.5239,41,0.41823
ENSG00000128059,PPAT,18,0.01152,13,-0.4776,19,0.12055,23,0.49689,15,-0.2936,18,-0.0318
ENSG00000128050,PAICS,44,0.01963,40,-0.1381,41,-0.0933,53,0.34837,49,0.20076,38,-0.2519
ENSG00000174780,SRP72,89,0.17751,56,-0.6022,106,0.45871,98,0.37002,60,-0.4530,79,-0.0329
ENSG00000171476,HOPX,274,-1.2129,527,-0.2270,42,-3.9544,869,0.70718,1569,1.67401,438,-0.6074
ENSG00000084092,NOA1,9,-0.3339,11,-0.0169,3,-2.0628,16,0.65093,9,-0.3822,13,0.23003
ENSG00000047315,POLR2B,59,0.08416,28,-1.1242,60,0.11987,82,0.74449,61,0.14505,52,-0.1445
ENSG00000163453,IGFBP7,1034,3.56418,143,-0.4130,72,-1.4197,34,-2.6535,70,-1.4688,95,-1.1986
ENSG00000150471,ADGRL3,61,-0.9021,74,-0.6683,86,-0.3674,155,0.66874,156,0.58796,109,0.00790
ENSG00000145242,EPHA5,37,-0.2611,18,-1.4637,50,0.21665,68,0.83641,23,-0.9645,52,0.36213
ENSG00000145241,CENPC,6,-1.2177,14,0.08520,19,0.58791,12,-0.2220,13,0.03086,14,0.15631
ENSG00000033178,UBA6,21,0.11549,18,-0.1323,24,0.33732,25,0.48108,15,-0.3398,16,-0.4064
ENSG00000083896,YTHDC1,104,0.76430,70,0.12555,92,0.56607,57,-0.2522,54,-0.3012,50,-0.5250
ENSG00000132467,UTP3,32,0.02694,33,0.09273,24,-0.4061,33,0.07740,29,-0.1086,32,0.05667
ENSG00000018189,RUFY3,225,-0.1204,171,-0.6064,325,0.47642,323,0.53563,178,-0.4891,237,-0.0485
ENSG00000132463,GRSF1,116,-0.0713,85,-0.6060,95,-0.3880,155,0.45559,107,-0.2029,138,0.27628
ENSG00000173542,MOB1B,58,-0.4739,56,-0.5646,23,-1.8250,119,0.80559,140,0.97498,69,-0.2302
ENSG00000156136,DCK,30,-0.2532,23,-0.7166,41,0.20719,44,0.39449,28,-0.4037,41,0.29227
ENSG00000080493,SLC4A4,47,-0.1816,95,1.15914,60,0.21669,17,-1.8735,38,-0.5187,53,0.01577
ENSG00000163626,COX18,6,-1.0991,10,-0.2654,14,0.24193,18,0.71238,13,0.04688,11,-0.2211
ENSG00000132466,ANKRD17,110,0.39206,89,0.05556,144,0.84382,89,0.04669,68,-0.3835,62,-0.6328
ENSG00000163738,MTHFD2L,23,0.90119,12,-0.2240,19,0.54920,9,-0.6155,18,0.50620,10,-0.4770
ENSG00000169116,PARM1,51,-0.5434,30,-1.4346,63,-0.1981,88,0.38055,16,-2.2078,117,1.14839
ENSG00000163743,RCHY1,24,-0.5810,32,-0.1280,34,-0.0522,42,0.36723,22,-0.7247,39,0.27229
ENSG00000138769,CDKL2,9,-0.9928,10,-0.9383,33,1.00497,21,0.32642,7,-1.4658,22,0.46725
ENSG00000138757,G3BP2,219,-0.5209,201,-0.7192,336,0.15829,372,0.36825,302,-0.0126,348,0.28337
ENSG00000138768,USO1,25,-1.0160,34,-0.5737,59,0.32633,53,0.19587,60,0.36071,53,0.22906
ENSG00000198301,SDAD1,31,-0.0834,23,-0.6560,44,0.44167,46,0.63393,25,-0.4529,31,-0.1226
ENSG00000138750,NUP54,25,1.11139,12,-0.1529,11,-0.2310,14,0.17074,12,-0.1444,10,-0.5585
ENSG00000138760,SCARB2,170,1.05506,80,-0.2166,117,0.41367,80,-0.2162,75,-0.2952,74,-0.3908
ENSG00000189157,FAM47E,17,0.12747,9,-0.9246,10,-0.6769,17,0.13361,13,-0.2980,21,0.71095
ENSG00000186212,SOWAHB,0,-3.9931,8,-0.7112,6,-0.9291,25,1.52829,18,0.65763,9,-0.4616
ENSG00000138758,SEPTIN11,140,-0.3697,130,-0.5282,159,-0.1652,231,0.50419,151,-0.2515,198,0.23835
ENSG00000118816,CCNI,274,0.38309,211,-0.0402,340,0.74681,132,-0.8495,100,-1.1967,254,0.34605
ENSG00000138764,CCNG2,38,-0.1145,24,-0.8899,29,-0.5367,53,0.46746,61,0.64963,42,0.07882
ENSG00000138767,CNOT6L,50,1.71458,14,-0.4843,17,-0.1404,12,-0.6536,13,-0.5441,17,-0.1282
ENSG00000169288,MRPL1,63,-0.1930,61,-0.2806,58,-0.3246,86,0.34362,75,0.06826,75,0.09545
ENSG00000138756,BMP2K,30,1.18924,18,0.34756,16,0.14331,8,-1.0223,22,0.65016,9,-0.8775
ENSG00000163291,PAQR3,13,-0.6602,12,-0.7441,24,0.31273,26,0.52538,33,0.85040,16,-0.3498
ENSG00000152784,PRDM8,23,-1.2988,20,-1.6197,75,0.56864,75,0.65701,5,-3.4990,80,0.91893
ENSG00000138670,RASGEF1B,13,-0.9422,18,-0.4090,2,-3.2665,26,0.21268,77,2.10087,18,-0.5367
ENSG00000273156,AC124016.2,15,-0.3514,15,-0.3574,15,-0.2962,15,-0.3645,23,0.32202,24,0.57145
ENSG00000138668,HNRNPD,193,0.78489,105,-0.2303,149,0.34731,95,-0.4126,130,0.12488,109,-0.1861
ENSG00000152795,HNRNPDL,251,-0.0850,184,-0.6273,224,-0.2652,314,0.31389,279,0.08246,299,0.25842
ENSG00000145293,ENOPH1,59,-0.9762,85,-0.4533,142,0.41107,95,-0.2568,90,-0.3139,150,0.68748
ENSG00000249242,TMEM150C,45,0.32772,22,-0.8550,57,0.70364,44,0.30912,15,-1.3487,40,0.16578
ENSG00000145284,SCD5,364,-0.0595,360,-0.0838,584,0.72001,341,-0.1810,222,-0.8301,401,0.12556
ENSG00000138674,SEC31A,57,0.25962,33,-0.6455,49,0.01644,74,0.82331,29,-0.8107,45,-0.1579
ENSG00000251022,THAP9-AS1,30,0.37697,14,-0.9249,18,-0.4175,30,0.39313,35,0.60718,23,-0.0775
ENSG00000189308,LIN54,7,-0.5552,10,-0.1091,13,0.30691,10,-0.0485,15,0.59730,10,-0.1250
ENSG00000138663,COPS4,73,-0.2793,54,-0.8099,80,-0.1233,100,0.26205,89,0.04707,106,0.42440
ENSG00000163319,MRPS18C,91,0.05619,85,-0.0591,62,-0.5449,92,0.08466,71,-0.3387,100,0.27723
ENSG00000163624,CDS1,35,-0.1942,23,-0.9016,50,0.38118,45,0.26245,20,-1.0388,50,0.54688
ENSG00000163625,WDFY3,49,0.11096,35,-0.4558,52,0.20962,54,0.30970,40,-0.2095,46,0.00419
ENSG00000180769,WDFY3-AS2,15,-0.2351,25,0.72686,19,0.20815,3,-2.5930,12,-0.5043,22,0.60667
ENSG00000109339,MAPK10,161,-0.4321,165,-0.4345,259,0.32928,293,0.61500,202,-0.0696,192,-0.1928
ENSG00000163629,PTPN13,25,0.61675,18,0.05014,10,-0.8702,16,-0.0693,30,0.92534,13,-0.5632
ENSG00000172493,AFF1,47,1.62801,15,-0.3218,12,-0.5712,13,-0.5032,33,1.00444,10,-1.0057
ENSG00000145332,KLHL8,39,0.81093,14,-0.8386,27,0.23382,16,-0.6390,27,0.20165,27,0.31044
ENSG00000198189,HSD17B11,56,0.77529,37,0.09726,32,-0.1557,27,-0.4780,33,-0.0850,34,-0.0587
ENSG00000170502,NUDT9,42,0.06656,33,-0.3339,21,-1.0070,40,0.00173,67,0.84291,42,0.07814
ENSG00000152583,SPARCL1,1565,-0.1378,2174,0.45194,1545,-0.1586,1269,-0.5163,1230,-0.5162,1946,0.27863
ENSG00000118785,SPP1,329,1.48045,168,0.35138,84,-0.7918,39,-2.0497,145,0.07398,139,-0.0030
ENSG00000163644,PPM1K,168,0.34741,106,-0.4273,240,0.95407,123,-0.1695,111,-0.3115,126,-0.1528
ENSG00000145337,PYURF,85,-0.1216,64,-0.6213,54,-0.8159,117,0.45597,93,0.03161,107,0.33451
ENSG00000138641,HERC3,49,0.87834,13,-1.3341,45,0.75343,37,0.47165,28,-0.0356,21,-0.5437
ENSG00000177432,NAP1L5,99,-0.9260,113,-0.7906,313,0.93071,211,0.29757,107,-0.8067,208,0.32248
ENSG00000138640,FAM13A,26,-0.8489,26,-0.8878,31,-0.5660,68,0.83039,56,0.37312,47,0.13173
ENSG00000185477,GPRIN3,30,1.71838,7,-0.7859,35,2.00791,7,-0.7466,1,-3.5215,6,-1.1968
ENSG00000145335,SNCA,281,-0.9021,289,-0.9374,727,0.61138,767,0.81877,421,-0.2762,490,-0.0467
ENSG00000163104,SMARCAD1,11,-0.0748,10,-0.2706,23,1.15889,9,-0.3892,12,0.03684,10,-0.2013
ENSG00000163110,PDLIM5,42,0.59134,49,1.02212,33,0.20998,12,-1.4606,21,-0.4955,24,-0.3652
ENSG00000138696,BMPR1B,5,-1.0098,22,1.66070,18,0.96377,2,-2.1554,6,-0.6887,7,-0.6847
ENSG00000138698,RAP1GDS1,113,0.19620,71,-0.5915,112,0.18146,131,0.50621,58,-0.8348,104,0.08287
ENSG00000168785,TSPAN5,93,-0.2155,65,-0.8377,86,-0.3354,162,0.79893,162,0.68163,91,-0.3270
ENSG00000151247,EIF4E,90,-0.0862,83,-0.2438,91,-0.0716,114,0.33108,83,-0.2190,98,0.06084
ENSG00000164024,METAP1,26,0.28432,21,-0.1250,16,-0.5013,37,1.01686,19,-0.2695,15,-0.7667
ENSG00000197894,ADH5,63,0.01042,58,-0.1502,94,0.66021,62,-0.0245,46,-0.4732,61,-0.0363
ENSG00000109270,LAMTOR3,46,-0.2106,40,-0.4582,45,-0.2256,57,0.14872,50,-0.0577,62,0.38108
ENSG00000164031,DNAJB14,101,0.50218,42,-0.9585,136,1.01961,81,0.17477,61,-0.2985,65,-0.2623
ENSG00000164032,H2AFZ,183,0.01443,126,-0.6303,85,-1.1652,202,0.19306,250,0.52191,214,0.34815
ENSG00000138814,PPP3CA,344,-0.6359,334,-0.7510,720,0.54263,807,0.86260,592,0.21921,409,-0.4597
ENSG00000254531,AP001816.1,20,-0.3137,19,-0.4039,18,-0.4582,35,0.66591,13,-0.9326,28,0.29873
ENSG00000109320,NFKB1,57,2.39811,11,-0.5272,13,-0.2204,5,-1.8048,14,-0.1195,12,-0.4707
ENSG00000109332,UBE2D3,252,0.50310,149,-0.3777,176,-0.0763,194,0.08304,199,0.11890,179,-0.0678
ENSG00000145354,CISD2,51,-0.2806,51,-0.3049,60,-0.0111,69,0.24213,50,-0.3000,68,0.25000
ENSG00000164038,SLC9B2,6,-1.5668,14,-0.4807,19,0.09334,24,0.48918,12,-0.6698,23,0.52166
ENSG00000164039,BDH2,44,1.30557,28,0.62001,26,0.38151,7,-1.7055,8,-1.4316,18,-0.2143
ENSG00000168772,CXXC4,37,0.50788,12,-1.3821,64,1.46406,13,-1.1946,2,-3.8115,39,0.84576
ENSG00000138777,PPA2,47,0.26598,41,0.06028,27,-0.5877,36,-0.1630,51,0.42263,39,-0.0388
ENSG00000145348,TBCK,6,-1.5374,14,-0.4232,29,0.78617,18,0.07107,19,0.13839,19,0.18911
ENSG00000164022,AIMP1,51,0.50582,31,-0.3018,47,0.38681,19,-1.1380,40,0.11246,45,0.38621
ENSG00000138801,PAPSS1,68,-0.0933,44,-0.8473,108,0.66075,91,0.41189,43,-0.7947,78,0.16449
ENSG00000138796,HADH,33,0.20478,22,-0.4752,36,0.33445,28,-0.0782,31,0.10291,30,0.08893
ENSG00000109475,RPL34,2511,0.78338,1930,0.39033,948,-0.7844,1154,-0.5307,1360,-0.2227,1552,-0.0165
ENSG00000198856,OSTC,26,-0.0912,27,-0.0557,25,-0.1865,31,0.22458,17,-0.7399,31,0.22839
ENSG00000164089,ETNPPL,89,-0.1738,170,1.05017,117,0.26560,32,-1.8403,76,-0.4267,103,0.06666
ENSG00000138802,SEC24B,43,0.99823,14,-0.8382,26,0.19320,26,0.19775,21,-0.1608,21,-0.2144
ENSG00000123739,PLA2G12A,38,-0.0697,33,-0.3535,51,0.39222,47,0.30410,35,-0.2042,39,-0.0726
ENSG00000109534,GAR1,9,-0.5197,13,0.08108,14,0.22101,11,-0.2299,14,0.22372,13,0.09307
ENSG00000170522,ELOVL6,5,-1.5319,10,-0.6163,27,0.99339,20,0.54909,12,-0.3264,14,-0.0524
ENSG00000138660,AP1AR,16,-0.9205,24,-0.3762,31,0.03955,40,0.52718,38,0.37803,29,-0.0727
