Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000074800,ENO1,878,0.58126,356,-0.8553,865,0.55596,619,0.00773,453,-0.4827,608,-0.0200,710,0.23037,763,0.34770,460,-0.4599,445,-0.5107
ENSG00000171612,SLC25A33,138,1.85737,26,-0.9607,35,-0.5099,46,-0.0755,42,-0.1984,22,-1.1727,24,-1.0760,95,1.13999,24,-1.0393,28,-0.8548
ENSG00000171603,CLSTN1,351,-0.5721,250,-1.0893,994,1.14029,622,0.33716,678,0.47928,648,0.40511,441,-0.2174,502,-0.0100,364,-0.5164,201,-1.4170
ENSG00000178585,CTNNBIP1,77,1.40903,46,0.51582,23,-0.5688,33,-0.0311,31,-0.1293,45,0.48414,17,-1.0167,30,-0.1512,28,-0.2670,4,-3.0710
ENSG00000162441,LZIC,59,0.90767,29,-0.2741,22,-0.7031,28,-0.2873,26,-0.4117,23,-0.6255,19,-0.8769,35,0.03492,77,1.37647,23,-0.5928
ENSG00000130939,UBE4B,24,-0.5312,26,-0.3933,44,0.44580,64,1.06660,37,0.13761,42,0.33262,30,-0.1788,15,-1.2682,35,0.06685,20,-0.7747
ENSG00000054523,KIF1B,165,-0.5811,213,-0.1823,301,0.37124,301,0.37259,407,0.88149,158,-0.6465,230,-0.0603,309,0.41610,137,-0.8712,171,-0.5314
ENSG00000142657,PGD,52,0.05471,30,-0.8015,70,0.53751,67,0.46995,70,0.53119,60,0.27529,24,-1.1618,59,0.25399,50,-0.0154,22,-1.2672
ENSG00000241563,CORT,22,-1.6446,53,-0.3011,61,-0.0906,71,0.15117,14,-2.2824,110,0.88244,25,-1.4418,260,2.59263,17,-2.0136,12,-2.5231
ENSG00000160049,DFFA,40,0.03597,30,-0.4265,29,-0.4640,31,-0.3766,33,-0.2775,33,-0.2864,41,0.04993,32,-0.3008,68,0.90753,56,0.57677
ENSG00000142655,PEX14,28,0.27564,15,-0.6425,41,0.91604,21,-0.1898,17,-0.4608,39,0.83857,16,-0.5740,27,0.20417,13,-0.8481,17,-0.5314
ENSG00000120948,TARDBP,58,0.05067,55,-0.0454,74,0.44381,36,-0.7098,68,0.29397,66,0.24514,57,0.02046,47,-0.2884,69,0.32165,35,-0.7535
ENSG00000116649,SRM,132,0.38751,73,-0.5533,125,0.29866,63,-0.7685,103,-0.0074,142,0.51751,88,-0.2649,120,0.24160,108,0.07239,82,-0.3709
ENSG00000171824,EXOSC10,22,0.21755,20,0.04887,27,0.55532,18,-0.0991,18,-0.0728,33,0.87770,14,-0.5144,18,-0.1236,13,-0.5891,9,-1.0912
ENSG00000198793,MTOR,39,-0.0899,21,-0.9914,59,0.59481,53,0.41728,35,-0.2359,35,-0.2265,29,-0.5308,59,0.60015,31,-0.4193,47,0.21772
ENSG00000116661,FBXO2,765,1.56586,307,-0.0075,239,-0.4016,180,-0.8427,289,-0.1055,276,-0.1749,208,-0.6195,275,-0.1838,303,-0.0282,244,-0.3730
ENSG00000132879,FBXO44,92,-0.5524,77,-0.8206,254,1.11621,163,0.35835,225,0.90130,115,-0.1991,164,0.36772,134,0.04207,49,-1.4943,33,-2.0861
ENSG00000116670,MAD2L2,39,0.99734,17,-0.3564,23,0.10224,7,-1.5587,19,-0.1616,26,0.32023,19,-0.1680,27,0.39102,27,0.35502,9,-1.3449
ENSG00000011021,CLCN6,39,-0.3938,41,-0.3262,95,1.04701,112,1.33966,62,0.33557,61,0.31196,35,-0.5637,42,-0.3084,12,-2.1075,6,-3.0940
ENSG00000116685,KIAA2013,40,0.29454,26,-0.3726,45,0.50457,30,-0.1432,42,0.37913,22,-0.6496,36,0.14266,31,-0.1225,47,0.58349,12,-1.5547
ENSG00000083444,PLOD1,36,0.34192,21,-0.5277,19,-0.6408,12,-1.2965,21,-0.4920,27,-0.1537,14,-1.1712,18,-0.7914,71,1.49065,55,1.03919
ENSG00000116688,MFN2,43,-0.7332,62,-0.1577,109,0.75940,98,0.58010,59,-0.2299,104,0.67569,67,-0.0500,60,-0.2094,43,-0.7320,42,-0.7629
ENSG00000116691,MIIP,15,-0.0291,14,-0.2172,18,0.24337,32,1.18167,20,0.37910,20,0.35383,17,0.10892,14,-0.1667,4,-1.8363,3,-2.5071
ENSG00000048707,VPS13D,31,-0.3130,33,-0.2236,40,0.06935,53,0.53816,58,0.68180,44,0.23940,38,-0.0235,43,0.17366,42,0.13741,0,-6.0886
ENSG00000162496,DHRS3,84,1.32095,23,-0.7933,19,-1.0392,25,-0.6580,37,-0.0521,15,-1.4253,13,-1.6160,20,-0.9632,111,1.85460,36,-0.1102
ENSG00000116731,PRDM2,37,-0.6852,44,-0.4456,68,0.26179,105,0.99507,70,0.30074,46,-0.3776,52,-0.1661,58,-0.0032,50,-0.2458,50,-0.2339
ENSG00000189337,KAZN,52,0.22079,32,-0.5139,46,0.04047,44,-0.0328,46,0.03845,112,1.55336,20,-1.2232,24,-0.9970,27,-0.7642,47,0.07438
ENSG00000142634,EFHD2,14,-1.9279,136,1.66657,75,0.60638,103,1.14998,52,-0.0085,42,-0.3291,5,-3.3558,4,-3.5400,30,-0.8251,56,0.13073
ENSG00000116138,DNAJC16,23,0.01594,9,-1.4361,42,0.99009,26,0.18515,47,1.17739,16,-0.5538,19,-0.3000,18,-0.3983,15,-0.6535,16,-0.5863
ENSG00000197312,DDI2,14,-0.5317,12,-0.7037,20,0.05390,31,0.74006,58,1.89338,19,-0.0836,21,0.07316,10,-1.0437,11,-0.8560,0,-4.7521
ENSG00000116786,PLEKHM2,68,-0.1955,88,0.20623,71,-0.1381,89,0.22072,102,0.44245,73,-0.0870,109,0.55367,94,0.31289,46,-0.8175,35,-1.2411
ENSG00000065526,SPEN,38,0.03665,44,0.26705,43,0.21291,31,-0.2930,61,0.80204,19,-1.0170,26,-0.5608,29,-0.4252,47,0.36196,36,-0.0526
ENSG00000185519,FAM131C,8,-0.9950,10,-0.6729,10,-0.7082,13,-0.3624,27,0.81153,55,2.12758,10,-0.7311,28,0.89013,2,-3.1789,0,-5.1289
ENSG00000037637,FBXO42,23,0.19495,10,-1.0150,24,0.29216,12,-0.7770,37,1.01453,17,-0.2978,13,-0.6564,12,-0.8092,11,-0.8675,42,1.21725
ENSG00000055070,SZRD1,37,0.32356,31,0.05156,17,-0.8845,37,0.31015,26,-0.2559,14,-1.1681,16,-0.9550,17,-0.8483,76,1.57057,32,0.06475
ENSG00000159363,ATP13A2,136,-0.1180,84,-0.8683,231,0.74622,177,0.30040,169,0.22821,199,0.49401,156,0.09879,153,0.06792,69,-1.1673,94,-0.6997
ENSG00000117118,SDHB,81,0.13520,46,-0.7293,109,0.63597,73,-0.0159,50,-0.6011,134,0.98021,55,-0.4542,66,-0.1791,75,0.01363,51,-0.5863
ENSG00000117115,PADI2,85,0.78250,77,0.62298,9,-2.5877,18,-1.6186,15,-1.9312,18,-1.6012,19,-1.5649,24,-1.2166,92,0.92766,170,2.08528
ENSG00000179051,RCC2,15,-0.5151,14,-0.6364,21,-0.0716,15,-0.5806,34,0.74897,30,0.56013,27,0.33929,20,-0.1212,20,-0.1096,19,-0.1861
ENSG00000074964,ARHGEF10L,35,0.56089,13,-0.9324,21,-0.2078,18,-0.4856,30,0.29449,21,-0.2787,14,-0.8527,30,0.33839,14,-0.8617,50,1.17249
ENSG00000117154,IGSF21,30,-0.6447,82,0.95188,61,0.45910,67,0.61757,83,0.98332,39,-0.2754,17,-1.5416,19,-1.3446,9,-2.3919,53,0.22575
ENSG00000159423,ALDH4A1,59,1.21579,33,0.23825,14,-1.0364,35,0.33694,36,0.39320,7,-2.0655,13,-1.2228,70,1.54393,17,-0.8164,0,-5.9141
ENSG00000127463,EMC1,21,-0.3454,15,-0.8979,44,0.82700,27,0.00553,38,0.55687,46,0.90505,28,0.05777,25,-0.1245,19,-0.5513,5,-2.5238
ENSG00000053372,MRTO4,28,-0.3075,20,-0.7764,35,0.06682,21,-0.7012,41,0.32206,36,0.12830,41,0.31334,66,1.11717,26,-0.3897,21,-0.6877
ENSG00000053371,AKR7A2,74,0.83973,38,-0.2471,30,-0.6000,38,-0.2734,22,-1.0600,33,-0.4503,39,-0.2262,59,0.43885,97,1.30050,17,-1.5030
ENSG00000077549,CAPZB,157,-0.4506,128,-0.7648,254,0.31109,247,0.26631,206,-0.0232,152,-0.5006,178,-0.2573,172,-0.3079,311,0.64921,288,0.51736
ENSG00000173436,MICOS10,283,0.00577,339,0.29563,238,-0.2740,230,-0.3240,283,0.00318,380,0.48581,322,0.20932,346,0.33035,250,-0.1967,153,-0.9522
ENSG00000158747,NBL1,175,-0.3220,183,-0.2507,253,0.26186,253,0.26662,230,0.11000,170,-0.3722,145,-0.6197,132,-0.7586,452,1.26084,155,-0.5173
ENSG00000162545,CAMK2N1,977,0.01710,725,-0.4539,988,0.03535,854,-0.1968,1076,0.17208,900,-0.1150,1856,1.09557,1286,0.46550,490,-1.0581,516,-0.9769
ENSG00000090432,MUL1,34,0.71060,20,-0.1373,43,1.12634,11,-1.0321,25,0.19870,32,0.61041,7,-1.6219,19,-0.1880,27,0.34162,0,-5.5301
ENSG00000158828,PINK1,269,-0.3417,312,-0.1092,497,0.65132,328,-0.0323,284,-0.2602,382,0.21299,484,0.60763,331,-0.0147,179,-0.9722,277,-0.2965
ENSG00000244038,DDOST,19,-0.7034,11,-1.5219,42,0.51711,21,-0.5853,28,-0.1326,23,-0.4445,27,-0.1705,23,-0.4395,87,1.82361,23,-0.4059
ENSG00000117245,KIF17,4,-1.8684,13,-0.1968,20,0.48754,31,1.23485,22,0.62384,11,-0.3776,15,0.06549,19,0.39202,10,-0.5838,2,-2.9052
ENSG00000189410,SH2D5,12,-1.0515,11,-1.1786,41,0.90567,19,-0.3837,44,1.00769,33,0.54851,41,0.91201,28,0.28308,0,-4.8688,8,-1.6873
ENSG00000127483,HP1BP3,183,0.34488,111,-0.4480,147,-0.0100,163,0.15778,211,0.57759,157,0.09230,119,-0.3448,105,-0.5444,170,0.21939,115,-0.4046
ENSG00000075151,EIF4G3,82,-0.5916,91,-0.4380,190,0.76397,107,-0.1750,157,0.44015,126,0.07626,117,-0.0386,123,0.04521,100,-0.2795,104,-0.2214
ENSG00000117298,ECE1,58,1.38715,16,-0.7138,15,-0.8475,14,-0.9615,6,-2.0386,10,-1.4164,1,-4.1075,14,-0.8737,101,2.53237,20,-0.3915
ENSG00000076864,RAP1GAP,56,-1.1512,116,-0.0303,280,1.47082,177,0.66082,170,0.59200,156,0.45188,104,-0.2123,83,-0.5541,19,-2.7197,23,-2.4806
ENSG00000090686,USP48,38,0.35053,30,-0.0324,53,0.89078,31,-0.0036,34,0.14673,41,0.44637,26,-0.2482,13,-1.3473,19,-0.7158,23,-0.4433
ENSG00000070831,CDC42,179,-0.2196,106,-1.0282,337,0.82347,277,0.48788,186,-0.1537,314,0.70314,172,-0.2814,122,-0.8098,226,0.15345,133,-0.6825
ENSG00000173372,C1QA,46,0.59197,26,-0.2856,4,-2.9876,11,-1.6267,11,-1.5458,14,-1.2140,23,-0.4851,9,-1.7987,118,2.39667,54,0.86680
ENSG00000159189,C1QC,37,0.33551,16,-0.9761,5,-2.7206,8,-2.0217,4,-2.7625,13,-1.2845,11,-1.4870,7,-2.1514,130,2.76860,68,1.40384
ENSG00000173369,C1QB,96,1.01372,40,-0.3975,9,-2.5764,18,-1.5982,24,-1.1596,14,-1.9870,23,-1.2648,31,-0.7986,191,2.36362,75,0.58195
ENSG00000004487,KDM1A,40,-0.2151,26,-0.8680,62,0.49884,60,0.43483,62,0.49324,92,1.17622,34,-0.4689,37,-0.3421,33,-0.5058,11,-2.0825
ENSG00000169641,LUZP1,23,-1.0957,23,-1.1072,52,0.15611,62,0.44201,110,1.42450,40,-0.2550,53,0.17790,22,-1.1821,51,0.10641,38,-0.3510
ENSG00000125944,HNRNPR,92,0.01709,79,-0.2339,121,0.46153,86,-0.0870,104,0.21491,112,0.32804,112,0.32998,62,-0.5928,93,0.03210,50,-0.9223
ENSG00000125945,ZNF436,10,-0.4324,7,-0.9545,34,1.48500,20,0.55691,27,1.11584,15,0.08899,10,-0.4942,11,-0.4111,5,-1.6008,0,-4.0536
ENSG00000117318,ID3,64,-0.4596,32,-1.5280,6,-3.8392,2,-5.0996,1,-5.6933,3,-4.6128,1,-6.0572,0,-6.8371,603,4.36970,148,0.89476
ENSG00000142676,RPL11,627,0.03615,845,0.52478,240,-1.4472,329,-0.9664,278,-1.2255,358,-0.8414,371,-0.7836,337,-0.9305,1451,1.48002,1293,1.26601
ENSG00000011007,ELOA,28,0.90623,4,-2.1241,21,0.38408,28,0.85790,21,0.36567,16,-0.0109,10,-0.7531,16,-0.0606,10,-0.6762,10,-0.7782
ENSG00000057757,PITHD1,124,-0.1449,76,-0.8987,228,0.85883,173,0.38962,175,0.40646,258,1.06841,128,-0.1001,135,-0.0166,48,-1.6061,16,-3.1669
ENSG00000011009,LYPLA2,29,-0.5273,30,-0.5005,56,0.49854,52,0.38992,50,0.30399,56,0.50941,34,-0.2838,48,0.25948,31,-0.4190,24,-0.8543
ENSG00000117305,HMGCL,18,-0.3777,18,-0.4173,12,-1.0373,19,-0.2913,20,-0.2550,20,-0.2477,15,-0.6826,32,0.55595,55,1.46103,23,-0.0052
ENSG00000189266,PNRC2,54,0.25173,29,-0.7070,50,0.12267,47,0.04037,21,-1.1698,35,-0.4353,25,-0.9195,38,-0.2941,89,1.09538,72,0.72938
ENSG00000188529,SRSF10,46,-0.0019,31,-0.6189,58,0.37036,46,0.01007,54,0.27769,34,-0.4725,32,-0.5442,59,0.40678,69,0.67652,29,-0.7104
ENSG00000001461,NIPAL3,49,0.11561,81,0.94212,69,0.65859,56,0.33467,70,0.69949,50,0.13882,26,-0.8464,20,-1.2530,23,-1.0594,13,-1.8803
ENSG00000133226,SRRM1,77,0.39843,75,0.36937,47,-0.3690,42,-0.5627,67,0.17928,48,-0.3440,43,-0.5255,46,-0.4198,89,0.64959,65,0.13199
ENSG00000169504,CLIC4,48,0.02105,62,0.42426,8,-2.7034,8,-2.6644,4,-3.5219,1,-4.8864,5,-3.1967,2,-4.2221,226,3.01456,110,1.43168
ENSG00000117614,SYF2,73,0.08501,48,-0.5746,50,-0.5247,36,-0.9994,50,-0.4958,99,0.58079,72,0.06753,45,-0.6557,91,0.44025,128,1.02178
ENSG00000117616,RSRP1,51,0.36230,26,-0.6749,47,0.23545,84,1.21786,47,0.23765,38,-0.0879,22,-0.9607,20,-1.0668,17,-1.3281,54,0.44871
ENSG00000183726,TMEM50A,79,-0.0275,46,-0.8701,124,0.71093,51,-0.7188,61,-0.4280,65,-0.3282,74,-0.1357,76,-0.0880,152,1.06529,76,-0.0894
ENSG00000204178,MACO1,20,-0.3010,8,-1.6617,41,0.85838,30,0.32930,31,0.37921,30,0.32069,27,0.17064,10,-1.2837,32,0.46670,14,-0.8745
ENSG00000117643,MAN1C1,12,-2.1082,7,-2.8272,55,0.21979,23,-1.1068,57,0.27483,52,0.10741,55,0.20045,23,-1.1153,170,2.27668,28,-0.8397
ENSG00000162430,SELENON,88,1.20071,41,-0.0861,34,-0.3649,30,-0.5798,30,-0.5678,35,-0.3354,20,-1.1534,62,0.59698,49,0.20025,42,-0.0345
ENSG00000117640,MTFR1L,24,-1.0607,48,-0.0269,64,0.45731,62,0.40537,45,-0.1103,55,0.19247,56,0.22816,55,0.21289,53,0.12871,22,-1.1752
ENSG00000117632,STMN1,456,-0.8085,479,-0.7311,1436,1.05830,745,-0.0408,631,-0.3044,1299,0.88129,976,0.39802,811,0.09664,381,-1.0822,428,-0.9048
ENSG00000158008,EXTL1,19,-0.8079,37,0.18711,56,0.89118,41,0.37568,52,0.77471,23,-0.5134,38,0.25528,35,0.09979,21,-0.6800,3,-3.3377
ENSG00000142684,ZNF593,45,0.38756,26,-0.4701,41,0.22234,44,0.34639,19,-0.9952,36,0.02473,44,0.34134,34,-0.0517,59,0.83629,7,-2.4299
ENSG00000142669,SH3BGRL3,142,-0.7507,196,-0.2476,242,0.09088,279,0.32178,241,0.07947,219,-0.0691,181,-0.3669,200,-0.2173,330,0.60035,259,0.19957
