"","APOE_mean"
"Vasc~SpX3",1.61867970811656
"L1a~SpX6",2.10152199462243
"L1b~SpX7",2.43572852412166
"L2.3~SpX4",1.50891393007614
"Inhib~SpX5",1.99527569101162
"L5~SpX1",1.69739758275772
"L6~SpX9",1.60181782138201
"WMtz~SpX8",1.85081391905516
"WM~SpX2",1.29298228151781
