Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000189079,ARID2,31,2.01023,10,0.03854,6,-0.5782,5,-0.8776,6,-0.9260,8,-0.2490,9,-0.0683
ENSG00000139218,SCAF11,98,1.28795,58,0.38618,35,-0.4018,43,-0.1118,35,-0.5003,29,-0.7078,44,-0.0662
ENSG00000111371,SLC38A1,74,-0.2362,76,-0.1957,119,0.52398,70,-0.3224,88,0.04118,77,-0.1841,91,0.09627
ENSG00000134294,SLC38A2,158,0.80317,166,0.88841,113,0.24462,69,-0.5392,92,-0.1011,56,-0.8463,66,-0.6678
ENSG00000139211,AMIGO2,6,-0.9153,2,-2.0347,10,-0.0972,15,0.51156,16,0.87619,11,0.03094,8,-0.5612
ENSG00000005175,RPAP3,28,0.25181,21,-0.2029,34,0.54986,21,-0.2386,23,-0.1255,10,-1.3476,30,0.37844
ENSG00000079337,RAPGEF3,43,2.11489,14,0.19106,3,-2.2548,7,-0.9180,7,-0.9796,13,0.07069,13,0.01089
ENSG00000211584,SLC48A1,249,1.97707,109,0.47177,61,-0.4554,54,-0.6364,54,-0.7881,52,-0.7120,64,-0.4123
ENSG00000061273,HDAC7,19,1.20764,7,-0.3442,8,-0.2968,5,-0.8541,9,0.00086,8,-0.2956,9,-0.0795
ENSG00000134291,TMEM106C,17,-1.2156,35,-0.1025,36,-0.0511,30,-0.3467,46,0.47430,42,0.21432,36,-0.0365
ENSG00000152556,PFKM,31,-2.1090,117,-0.1108,187,0.65895,124,-0.0142,153,0.43368,119,-0.0807,107,-0.2720
ENSG00000177981,ASB8,43,-0.4909,81,0.51710,70,0.27036,65,0.15871,56,-0.1247,44,-0.4823,61,0.04627
ENSG00000177875,CCDC184,4,-3.4784,43,-0.1879,84,0.89490,54,0.16666,61,0.47384,38,-0.4156,41,-0.2965
ENSG00000167528,ZNF641,11,0.32313,8,-0.1322,9,0.02496,7,-0.4845,9,-0.0783,8,-0.2667,11,0.31724
ENSG00000139620,KANSL2,15,0.37604,16,0.55986,19,0.82336,8,-0.4720,9,-0.4234,9,-0.4311,10,-0.2224
ENSG00000129315,CCNT1,9,0.09584,11,0.37644,7,-0.2092,12,0.56605,8,-0.1985,10,0.20881,6,-0.4671
ENSG00000174233,ADCY6,8,-0.4101,5,-0.9717,14,0.42086,15,0.56551,11,0.18547,10,-0.0277,9,-0.2614
ENSG00000167535,CACNB3,6,-3.4718,29,-1.2124,68,0.11554,98,0.70896,91,0.80250,63,-0.0245,50,-0.4253
ENSG00000174243,DDX23,36,0.22330,30,-0.0423,30,-0.0623,32,0.02933,30,-0.0723,19,-0.7177,37,0.31250
ENSG00000172602,RND1,8,-2.6911,25,-0.9483,72,0.68941,93,1.14600,59,0.49112,35,-0.4679,30,-0.7547
ENSG00000134287,ARF3,186,-1.3594,494,0.15314,570,0.38795,506,0.19247,518,0.30245,367,-0.3202,407,-0.1737
ENSG00000169884,WNT10B,2,-3.3881,5,-2.1144,39,1.04627,33,0.77331,28,0.66418,18,-0.1770,13,-0.8166
ENSG00000181418,DDN,13,-3.7834,48,-1.9635,131,-0.4336,314,0.99350,190,0.20117,298,0.90321,177,0.04474
ENSG00000181929,PRKAG1,24,-0.4833,29,-0.2409,41,0.33502,34,0.03935,46,0.72287,19,-0.8402,24,-0.5916
ENSG00000167548,KMT2D,15,-0.6074,33,0.59182,25,0.18045,14,-0.7592,24,0.08826,13,-0.7946,27,0.35242
ENSG00000167550,RHEBL1,0,-4.8708,2,-1.7771,16,0.94824,9,-0.0427,14,1.08207,7,-0.4633,6,-0.6113
ENSG00000139636,LMBR1L,9,-0.3366,4,-1.5520,15,0.48159,14,0.32917,9,-0.3630,7,-0.7490,17,0.87171
ENSG00000123416,TUBA1B,764,-1.6200,2500,0.21279,3159,0.59996,1518,-0.5781,2543,0.31756,1225,-0.9074,2559,0.28554
ENSG00000167552,TUBA1A,1951,0.56867,1854,0.48309,1981,0.59475,973,-0.5485,1332,-0.0707,778,-0.8928,1127,-0.3547
ENSG00000123352,SPATS2,9,-2.0130,23,-0.5498,50,0.65032,25,-0.4618,44,0.61405,20,-0.7686,37,0.19228
ENSG00000135519,KCNH3,2,-4.4423,54,-0.1264,63,0.12532,70,0.30906,74,0.51783,75,0.42179,47,-0.3540
ENSG00000187778,MCRS1,23,-0.2788,25,-0.1486,30,0.09366,18,-0.7163,33,0.32572,30,0.10273,28,-0.0033
ENSG00000110844,PRPF40B,15,-0.2720,33,1.04542,25,0.54971,12,-0.6395,19,0.09076,7,-1.4078,15,-0.2962
ENSG00000139644,TMBIM6,624,0.90373,565,0.73263,333,-0.1355,328,-0.1578,254,-0.6818,316,-0.2157,347,-0.0782
ENSG00000135472,FAIM2,171,-1.3545,436,0.09041,596,0.60555,341,-0.3009,510,0.46159,271,-0.6570,388,-0.1082
ENSG00000110881,ASIC1,28,0.40240,34,0.72014,21,-0.0921,26,0.27302,21,-0.0918,18,-0.2784,15,-0.6952
ENSG00000066117,SMARCD1,12,-0.8202,21,-0.0319,31,0.58441,26,0.31024,23,0.12535,16,-0.4172,20,-0.1536
ENSG00000167588,GPD1,24,1.35713,8,-0.3476,13,0.30145,4,-1.3525,9,-0.2169,10,-0.0632,9,-0.2828
ENSG00000178449,COX14,138,-0.2568,134,-0.3024,165,0.03621,177,0.14846,166,0.05864,187,0.23241,159,-0.0338
ENSG00000139624,CERS5,15,-0.0848,33,1.27334,17,0.17086,13,-0.2325,15,-0.0933,8,-0.9343,12,-0.4539
ENSG00000161813,LARP4,22,0.55729,26,0.84583,20,0.41889,20,0.42717,14,-0.2392,10,-0.6202,7,-1.1710
ENSG00000066084,DIP2B,144,2.08673,82,1.00719,35,-0.3665,33,-0.4466,32,-0.6617,15,-1.6214,21,-1.2678
ENSG00000185432,METTL7A,133,0.51932,160,0.83654,42,-1.2870,59,-0.7730,64,-0.7970,187,1.10296,98,0.01730
ENSG00000110911,SLC11A2,54,0.76272,74,1.32200,42,0.32921,21,-0.7520,23,-0.7153,23,-0.5672,28,-0.3619
ENSG00000050426,LETMD1,31,-0.5420,60,0.49653,52,0.26364,43,-0.0207,48,0.20045,32,-0.5011,38,-0.2427
ENSG00000110925,CSRNP2,13,-1.4649,54,0.73447,43,0.35000,35,0.01079,44,0.52887,27,-0.3883,21,-0.8713
ENSG00000135457,TFCP2,38,0.49158,31,0.14786,38,0.46652,18,-0.7274,29,0.07660,25,-0.2109,22,-0.3876
ENSG00000184271,POU6F1,17,-0.1355,19,0.05987,16,-0.1869,19,0.00306,16,-0.2861,18,-0.0447,24,0.47538
ENSG00000183283,DAZAP2,270,1.11754,187,0.49137,114,-0.3154,143,0.05388,102,-0.5928,118,-0.2542,124,-0.1996
ENSG00000050438,SLC4A8,40,-0.5102,99,0.95162,57,0.02441,53,-0.0918,69,0.46303,23,-1.3631,39,-0.5947
ENSG00000196876,SCN8A,6,-3.7407,40,-1.0160,117,0.68882,78,0.03504,103,0.66552,37,-1.1303,89,0.27773
ENSG00000135503,ACVR1B,8,-2.4510,40,-0.1651,68,0.70159,51,0.21815,47,0.12711,34,-0.4088,50,0.22702
ENSG00000161835,GRASP,7,-3.2958,3,-4.1597,102,0.81024,73,0.23653,94,0.93968,40,-0.6810,59,-0.1122
ENSG00000123358,NR4A1,8,-1.2590,11,-0.7770,36,1.07207,19,0.03023,23,0.49372,11,-0.7516,15,-0.3370
ENSG00000123395,ATG101,23,-0.3491,26,-0.1208,34,0.28070,26,-0.1116,40,0.74231,24,-0.2749,16,-0.9695
ENSG00000063046,EIF4B,207,0.34076,281,0.85194,137,-0.3199,143,-0.2595,140,-0.3569,117,-0.5683,187,0.19489
ENSG00000111077,TNS2,45,2.26102,24,1.03221,4,-1.6895,7,-0.8636,4,-1.7386,15,0.28178,9,-0.5754
ENSG00000167778,SPRYD3,67,-1.8699,291,0.39855,297,0.43321,209,-0.1331,247,0.17557,140,-0.7619,265,0.27821
ENSG00000167779,IGFBP6,5,-2.7196,12,-1.5955,40,0.25765,35,0.05394,45,0.58859,24,-0.5775,46,0.53619
ENSG00000139631,CSAD,15,0.28611,13,0.09355,13,0.12745,12,-0.0226,12,-0.0553,8,-0.5645,13,0.05325
ENSG00000139651,ZNF740,20,1.12204,11,0.23455,11,0.10513,6,-0.6298,9,-0.1453,8,-0.3976,8,-0.4048
ENSG00000182544,MFSD5,18,-0.0222,21,0.23541,35,1.06374,18,-0.0774,13,-0.5951,13,-0.5586,20,0.09550
ENSG00000123349,PFDN5,893,1.03243,505,0.07599,314,-0.6727,494,0.03977,404,-0.3487,518,0.11555,441,-0.1578
ENSG00000139637,C12orf10,30,-1.0740,40,-0.6489,60,-0.0405,69,0.18627,77,0.51025,58,-0.0828,61,-0.0002
ENSG00000094914,AAAS,19,1.10114,17,0.93161,11,0.13675,8,-0.2556,8,-0.2774,8,-0.2281,4,-1.3242
ENSG00000205352,PRR13,82,-0.1250,93,0.08585,97,0.14771,83,-0.0997,89,0.01617,73,-0.2909,94,0.11356
ENSG00000197111,PCBP2,329,0.05689,371,0.25285,278,-0.2077,326,0.04368,309,-0.0519,267,-0.2721,337,0.10763
ENSG00000139625,MAP3K12,9,-1.7813,27,-0.1218,42,0.55035,34,0.20169,36,0.43645,26,-0.2040,25,-0.3108
ENSG00000135390,ATP5MC2,455,0.76470,302,0.08605,232,-0.3293,232,-0.3332,262,-0.1801,286,0.00033,285,-0.0096
ENSG00000012822,CALCOCO1,32,-0.1132,43,0.36984,49,0.57658,33,-0.0660,35,0.04244,25,-0.4866,28,-0.3550
ENSG00000123415,SMUG1,23,0.20986,10,-0.9890,24,0.30113,18,-0.1720,23,0.30291,17,-0.2094,19,-0.0974
ENSG00000094916,CBX5,97,0.13115,123,0.51442,73,-0.3160,77,-0.2332,74,-0.3778,83,-0.1171,110,0.37869
ENSG00000135486,HNRNPA1,440,0.47693,476,0.60887,218,-0.6414,228,-0.5707,335,0.04081,285,-0.2241,316,-0.0709
ENSG00000111481,COPZ1,70,0.02526,76,0.14573,72,0.05742,92,0.46935,71,0.04322,67,-0.0472,51,-0.5187
ENSG00000161642,ZNF385A,42,-0.1821,33,-0.5851,25,-1.0033,39,-0.2946,47,-0.0245,63,0.45351,66,0.62138
ENSG00000123360,PDE1B,8,-2.7926,41,-0.3687,74,0.59509,57,0.18151,70,0.68727,45,-0.1940,39,-0.4742
ENSG00000135447,PPP1R1A,66,-0.0111,110,0.83480,62,-0.1012,92,0.52772,55,-0.3728,72,0.13813,48,-0.5511
ENSG00000135426,TESPA1,1,-5.5163,3,-4.3129,35,-0.7624,140,1.50907,93,1.09290,55,-0.0897,34,-0.8997
ENSG00000135424,ITGA7,18,0.46625,21,0.76342,11,-0.2829,12,-0.1599,9,-0.6968,21,0.76069,11,-0.3229
ENSG00000135441,BLOC1S1,295,0.55827,185,-0.1962,175,-0.2885,291,0.53885,180,-0.2998,255,0.31959,177,-0.3019
ENSG00000135404,CD63,523,0.69932,307,-0.1715,249,-0.4964,486,0.57556,351,0.05315,348,0.03011,226,-0.7095
ENSG00000135414,GDF11,32,0.83655,11,-0.7884,16,-0.2916,18,-0.1157,17,-0.2312,30,0.75189,16,-0.2601
ENSG00000205323,SARNP,55,-0.6169,97,0.28845,73,-0.1571,73,-0.1776,89,0.18207,66,-0.3177,91,0.20648
ENSG00000123353,ORMDL2,22,1.31498,9,-0.1494,7,-0.4360,8,-0.3922,8,-0.3499,9,-0.0756,9,-0.0787
ENSG00000135392,DNAJC14,18,-0.0638,14,-0.4768,23,0.34938,20,0.08177,27,0.79456,7,-1.4843,13,-0.6654
ENSG00000170473,PYM1,16,-0.3629,12,-0.8738,22,0.10864,21,0.03241,24,0.27301,18,-0.2521,24,0.23858
ENSG00000065357,DGKA,2,-2.4828,0,-7.9906,10,-0.3960,43,2.19385,18,0.74925,9,-0.4647,4,-1.6896
ENSG00000111540,RAB5B,157,0.42873,179,0.64870,113,-0.0973,98,-0.3201,115,-0.0836,89,-0.4706,110,-0.1533
ENSG00000139531,SUOX,12,-0.3508,23,0.62160,19,0.36051,12,-0.3577,13,-0.2620,17,0.18715,15,-0.0579
ENSG00000123411,IKZF4,18,1.07773,8,-0.3110,10,0.16323,11,0.26199,8,-0.1866,7,-0.4890,7,-0.4723
ENSG00000197728,RPS26,1500,1.07800,771,-0.0369,531,-0.6222,661,-0.2820,760,-0.0762,750,-0.0820,699,-0.2150
ENSG00000065361,ERBB3,255,4.48904,63,0.95933,7,-2.4657,5,-2.8946,3,-3.7038,3,-3.5254,5,-2.8906
ENSG00000170515,PA2G4,112,0.22726,103,0.09852,115,0.27464,85,-0.2057,109,0.24903,56,-0.8421,85,-0.2229
ENSG00000229117,RPL41,3859,0.61064,2388,-0.1721,1763,-0.6468,2889,0.13251,2305,-0.2867,3409,0.40338,2690,0.02010
ENSG00000139641,ESYT1,19,0.31819,2,-3.0000,29,1.03058,21,0.52639,18,0.31059,10,-0.6150,10,-0.7814
ENSG00000196465,MYL6B,136,-0.7810,226,0.00926,191,-0.2560,210,-0.1071,240,0.14434,235,0.07335,262,0.28886
ENSG00000092841,MYL6,535,0.55111,458,0.29541,357,-0.1059,220,-0.8583,372,-0.0541,330,-0.2304,401,0.08834
ENSG00000139613,SMARCC2,64,0.14600,58,0.00822,66,0.19687,34,-0.8209,56,-0.0898,44,-0.4211,74,0.44674
ENSG00000181852,RNF41,31,-1.1205,70,0.16151,85,0.46670,73,0.22085,70,0.22042,40,-0.7260,62,-0.0261
ENSG00000139579,NABP2,50,-0.4654,57,-0.2548,78,0.25335,51,-0.4409,82,0.42397,72,0.11654,59,-0.2355
ENSG00000139645,ANKRD52,6,-1.5111,21,0.45958,30,1.11125,11,-0.5667,17,0.21114,10,-0.6456,13,-0.3012
ENSG00000135469,COQ10A,10,-0.2047,14,0.33586,11,-0.0730,12,0.09817,13,0.25205,9,-0.4195,10,-0.2608
ENSG00000062485,CS,40,-1.0901,88,0.15006,120,0.66175,82,0.03670,86,0.13623,74,-0.1220,70,-0.2271
ENSG00000257727,CNPY2,106,-0.0704,143,0.42165,129,0.24684,104,-0.0972,128,0.32430,86,-0.3976,75,-0.6528
ENSG00000170581,STAT2,55,0.67494,57,0.73249,43,0.26351,24,-0.6189,34,-0.1017,27,-0.4764,27,-0.5140
ENSG00000135423,GLS2,3,-2.7555,6,-2.0302,42,0.96936,23,-0.0128,37,1.04079,17,-0.4468,16,-0.6734
ENSG00000076108,BAZ2A,46,0.64837,27,-0.2206,30,-0.0422,23,-0.4142,26,-0.3425,17,-0.8670,43,0.63911
ENSG00000110955,ATP5F1B,291,-1.3086,587,-0.2326,990,0.61764,696,0.03817,817,0.39720,486,-0.5282,646,-0.0890
ENSG00000110958,PTGES3,322,0.30763,341,0.40196,310,0.24809,333,0.36420,245,-0.1647,183,-0.5871,218,-0.3504
ENSG00000196531,NACA,936,0.87347,732,0.45616,434,-0.3863,451,-0.3256,454,-0.3925,555,0.00464,532,-0.0695
ENSG00000025423,HSD17B6,11,-0.3031,10,-0.4419,9,-0.6265,10,-0.5144,10,-0.5742,30,1.29935,19,0.52252
ENSG00000166863,TAC3,0,-7.5174,24,-0.5803,6,-2.5960,38,0.15803,59,1.27112,30,-0.2108,36,0.05209
ENSG00000166886,NAB2,7,-2.1412,22,-0.5597,50,0.76646,32,0.04808,38,0.39446,22,-0.5646,33,0.11546
ENSG00000166888,STAT6,4,-1.4004,8,-0.4584,26,1.42684,3,-1.7044,14,0.48933,3,-1.7273,12,0.12056
ENSG00000123384,LRP1,107,-0.5714,220,0.58334,152,-0.0141,173,0.19285,133,-0.2946,178,0.23453,155,0.01219
ENSG00000182199,SHMT2,10,-0.5638,12,-0.3811,15,0.00234,23,0.65680,16,0.17896,12,-0.4073,15,-0.0154
ENSG00000185633,NDUFA4L2,25,0.76621,6,-1.3784,7,-1.1869,18,0.26135,9,-0.9103,17,0.16485,27,1.04025
ENSG00000179912,R3HDM2,27,-1.0437,58,0.10067,72,0.46362,28,-0.9972,58,0.16041,29,-0.9484,75,0.62675
ENSG00000166986,MARS,19,-1.3417,58,0.36039,95,1.19890,39,-0.2530,51,0.18550,34,-0.4618,33,-0.5912
ENSG00000175197,DDIT3,53,0.53661,41,0.09196,36,-0.1143,40,0.08028,38,-0.0142,37,-0.0445,31,-0.3719
ENSG00000175203,DCTN2,123,-0.5516,175,0.00186,227,0.42394,154,-0.2025,212,0.41467,151,-0.2310,141,-0.3754
ENSG00000155980,KIF5A,336,0.04664,424,0.42297,315,-0.0587,281,-0.2378,303,-0.1515,260,-0.3631,371,0.23198
ENSG00000166908,PIP4K2C,21,-1.2322,24,-1.0091,81,0.88293,59,0.35842,62,0.60192,31,-0.6422,35,-0.5342
ENSG00000178498,DTX3,36,-1.1632,91,0.28389,90,0.26939,61,-0.3499,90,0.35021,62,-0.3263,76,0.00520
ENSG00000240771,ARHGEF25,2,-4.2189,15,-1.5416,53,0.39853,34,-0.3404,52,0.49659,30,-0.5220,63,0.77927
ENSG00000135454,B4GALNT1,12,-2.6016,72,0.02732,117,0.81736,116,0.80047,85,0.37917,40,-0.8866,50,-0.6209
ENSG00000135506,OS9,59,-0.5588,91,0.11332,116,0.52189,71,-0.2660,89,0.10004,68,-0.3326,86,0.04077
ENSG00000135439,AGAP2,16,-2.6376,91,-0.0447,89,-0.0688,93,-0.0059,92,-0.0154,112,0.30049,127,0.57737
ENSG00000135452,TSPAN31,35,0.27031,63,1.25567,25,-0.2669,27,-0.1352,25,-0.3670,31,0.05189,21,-0.5829
ENSG00000135446,CDK4,28,0.79101,36,1.20736,21,0.33350,12,-0.5635,12,-0.6271,16,-0.1450,11,-0.7007
ENSG00000139266,MARCH9,22,-0.1446,19,-0.4029,23,-0.1261,29,0.29671,29,0.37972,15,-0.7514,24,-0.0112
ENSG00000123297,TSFM,13,-1.1155,25,-0.0998,40,0.68515,36,0.52933,29,0.21572,24,-0.1606,19,-0.5623
ENSG00000175215,CTDSP2,72,1.34675,40,0.36663,26,-0.3318,37,0.22336,20,-0.8660,26,-0.3279,30,-0.1228
ENSG00000257698,GIHCG,33,-0.1967,24,-0.6444,27,-0.4649,38,0.05630,42,0.28038,46,0.35249,37,0.00561
ENSG00000118596,SLC16A7,1,-3.4063,13,0.01753,18,0.53923,9,-0.5917,20,0.99677,7,-1.0077,11,-0.3133
ENSG00000198673,TAFA2,0,-7.8645,2,-4.5619,72,0.33995,102,0.93203,84,0.81443,47,-0.3447,54,-0.1258
ENSG00000135655,USP15,18,-0.6847,32,0.21103,47,0.88152,16,-0.8642,34,0.43119,15,-0.9539,24,-0.2523
ENSG00000061987,MON2,39,0.48315,38,0.43018,25,-0.2244,37,0.39471,29,-0.0203,19,-0.6800,23,-0.4014
ENSG00000111110,PPM1H,21,-0.2962,34,0.45936,37,0.60329,30,0.27029,23,-0.1772,19,-0.4917,22,-0.2488
ENSG00000118600,RXYLT1,26,1.06096,24,0.96526,11,-0.2557,13,-0.0236,11,-0.3072,18,0.48818,4,-2.0273
ENSG00000196935,SRGAP1,26,1.38434,31,1.69906,5,-1.0834,4,-1.5021,4,-1.6534,11,-0.0045,11,0.02562
ENSG00000184575,XPOT,45,-0.0463,67,0.59406,45,-0.0485,41,-0.2146,48,0.04083,28,-0.7714,49,0.06871
ENSG00000183735,TBK1,13,-0.9333,37,0.67050,40,0.78305,25,0.03574,28,0.28374,13,-1.0079,17,-0.6578
ENSG00000135677,GNS,32,0.24794,42,0.67976,34,0.33390,28,0.03179,26,-0.0694,19,-0.5770,20,-0.5230
ENSG00000111490,TBC1D30,0,-5.8813,9,-0.4028,23,1.07341,11,-0.1800,15,0.53253,9,-0.4448,11,-0.1525
ENSG00000156076,WIF1,2,-5.1624,0,-7.2096,19,-1.9192,131,1.08167,75,0.19844,188,1.75506,60,-0.2388
ENSG00000174106,LEMD3,18,-0.8437,39,0.37133,47,0.69495,37,0.29323,28,-0.1809,17,-0.9101,33,0.11946
ENSG00000139233,LLPH,37,-0.0223,46,0.34324,34,-0.1317,47,0.36871,30,-0.4125,27,-0.5152,46,0.37316
ENSG00000155957,TMBIM4,106,1.23550,81,0.77367,39,-0.4246,42,-0.2812,39,-0.5188,44,-0.2364,39,-0.4319
ENSG00000111530,CAND1,59,-0.8965,158,0.66448,149,0.56584,91,-0.2301,107,0.03541,69,-0.6649,103,-0.0409
ENSG00000127334,DYRK2,13,-0.0504,14,0.11870,18,0.46482,15,0.20622,12,-0.2465,11,-0.3140,13,0.01306
ENSG00000127314,RAP1B,69,0.63923,65,0.52426,47,0.00053,30,-0.6962,49,0.11092,40,-0.2390,34,-0.5246
ENSG00000175782,SLC35E3,40,0.75823,42,0.84050,31,0.35559,13,-1.0132,23,-0.1465,14,-0.9169,21,-0.3443
ENSG00000135679,MDM2,40,0.70627,27,0.05303,29,0.20176,18,-0.5498,24,-0.1915,25,-0.0453,24,-0.0990
ENSG00000111605,CPSF6,43,-0.4761,70,0.30339,54,-0.1122,74,0.39587,69,0.38434,37,-0.6944,47,-0.3740
ENSG00000127337,YEATS4,11,-0.6855,24,0.46817,26,0.59704,23,0.37750,18,-0.0126,13,-0.4651,14,-0.3980
ENSG00000166225,FRS2,34,1.02373,28,0.68301,12,-0.5935,10,-0.8563,17,-0.1163,13,-0.4683,16,-0.1851
ENSG00000166226,CCT2,53,-1.2242,135,0.21810,166,0.55447,123,0.06016,143,0.40784,85,-0.5202,95,-0.3745
ENSG00000127328,RAB3IP,51,0.36278,81,1.14422,40,-0.0118,24,-0.8215,28,-0.7119,31,-0.4123,48,0.29693
ENSG00000111596,CNOT2,44,0.46978,37,0.19407,50,0.66743,41,0.34710,32,-0.0656,25,-0.4576,19,-0.9490
ENSG00000135643,KCNMB4,125,0.01760,252,1.19739,201,0.79993,63,-1.0535,106,-0.3101,74,-0.8065,103,-0.3255
ENSG00000153233,PTPRR,2,-4.1032,74,1.08619,68,0.95441,30,-0.3904,45,0.35169,18,-1.1499,28,-0.5462
ENSG00000133858,ZFC3H1,23,0.31883,14,-0.3804,19,0.06195,12,-0.6232,16,-0.2548,12,-0.6188,28,0.75482
ENSG00000173451,THAP2,20,1.11924,11,0.15485,6,-0.6873,10,-0.0145,9,-0.3465,9,-0.1524,10,-0.1025
ENSG00000139291,TMEM19,39,0.15416,61,0.88542,40,0.18954,28,-0.3714,31,-0.2765,27,-0.4502,34,-0.0774
ENSG00000080371,RAB21,109,0.55198,119,0.70166,70,-0.1632,73,-0.0907,69,-0.2221,56,-0.5190,70,-0.1732
ENSG00000121749,TBC1D15,47,0.76763,30,0.04297,34,0.25409,28,-0.0939,27,-0.1374,19,-0.6655,26,-0.1771
ENSG00000072657,TRHDE,4,-3.1120,9,-2.0548,33,-0.1737,8,-2.1816,58,1.07144,7,-2.3444,65,1.12219
ENSG00000253719,ATXN7L3B,63,-1.2903,208,0.58487,180,0.34429,144,-0.0085,154,0.12774,91,-0.7352,152,0.08085
ENSG00000166006,KCNC2,7,-4.1227,53,-1.1493,140,0.37217,105,-0.0902,166,0.90086,59,-0.9963,127,0.24413
ENSG00000139278,GLIPR1,16,-0.0328,5,-1.6909,20,0.34540,6,-1.3598,20,0.42774,13,-0.3131,21,0.45929
ENSG00000111615,KRR1,59,0.33404,37,-0.4097,39,-0.3181,31,-0.6949,49,0.05204,29,-0.8008,69,0.68232
ENSG00000139289,PHLDA1,34,0.11751,31,-0.0145,33,0.03969,27,-0.2773,28,-0.2378,31,-0.0204,38,0.34935
ENSG00000187109,NAP1L1,529,0.62867,329,-0.1461,414,0.22408,214,-0.8119,323,-0.2223,203,-0.8938,474,0.51087
ENSG00000179941,BBS10,11,-0.4116,13,-0.1975,20,0.52260,15,0.04377,16,0.14978,15,0.06692,12,-0.3115
ENSG00000091039,OSBPL8,45,-0.5080,84,0.49302,83,0.46646,60,-0.0596,67,0.13769,40,-0.6817,55,-0.2104
ENSG00000186908,ZDHHC17,37,-0.3816,73,0.70778,81,0.87702,50,0.08168,42,-0.2546,20,-1.2886,44,-0.1361
ENSG00000175183,CSRP2,45,1.41566,73,2.39682,7,-1.5735,5,-1.8994,6,-2.0788,11,-0.8117,18,-0.1329
ENSG00000067798,NAV3,29,-0.7870,78,0.81366,53,0.16056,24,-1.0333,52,0.17372,32,-0.6366,53,0.18723
ENSG00000067715,SYT1,85,-4.1330,1371,0.01343,2824,1.23856,643,-1.1610,1472,0.16628,425,-1.7839,1916,0.65033
ENSG00000058272,PPP1R12A,97,-0.2757,64,-0.9039,136,0.26663,61,-0.9778,106,-0.1623,53,-1.2099,211,1.20631
ENSG00000111052,LIN7A,2,-3.2802,25,0.02713,28,0.21483,26,0.12402,34,0.70454,16,-0.6848,23,-0.1023
ENSG00000139220,PPFIA2,82,-1.0513,96,-0.8057,215,0.47314,191,0.28081,239,0.90208,97,-0.7880,106,-0.7220
ENSG00000133773,CCDC59,30,0.29562,36,0.57107,25,-0.0155,14,-0.9109,19,-0.5649,16,-0.6413,37,0.72468
ENSG00000179104,TMTC2,63,3.06253,25,1.12010,7,-0.9193,5,-1.3324,3,-2.1764,4,-1.7288,7,-1.0566
ENSG00000072041,SLC6A15,21,-1.4297,65,0.34625,92,0.91031,46,-0.2277,61,0.30283,34,-0.6733,44,-0.3264
ENSG00000182050,MGAT4C,16,-0.1886,53,1.80509,10,-0.8718,14,-0.4602,9,-1.2753,22,0.27468,21,0.26175
ENSG00000133641,C12orf29,25,-0.5336,41,0.21207,32,-0.1796,67,1.04687,35,-0.0474,30,-0.2696,29,-0.3803
ENSG00000198707,CEP290,58,1.06660,38,0.37183,22,-0.4767,13,-1.3181,20,-0.8054,13,-1.3376,50,0.97745
ENSG00000139324,TMTC3,17,-0.0687,28,0.75069,21,0.29456,15,-0.2850,20,0.23011,12,-0.5313,12,-0.6517
ENSG00000049130,KITLG,6,-1.7643,2,-3.2595,21,0.01449,57,1.69689,27,0.52764,22,0.09535,11,-1.1203
ENSG00000139318,DUSP6,4,-3.3774,17,-1.3625,87,1.18377,36,-0.2677,68,1.08070,23,-0.9349,28,-0.7225
ENSG00000070961,ATP2B1,53,-3.0921,388,-0.1142,643,0.71436,424,0.02484,438,0.10159,174,-1.3461,587,0.64757
ENSG00000271614,ATP2B1-AS1,6,-2.6922,22,-0.7471,47,0.46470,54,0.71631,47,0.63132,29,-0.2941,26,-0.4843
ENSG00000011465,DCN,32,-0.2171,42,0.23810,17,-1.1869,45,0.33964,27,-0.6060,68,1.04258,40,0.18348
ENSG00000133639,BTG1,26,-0.5676,57,0.68074,33,-0.2005,73,1.11727,35,-0.1376,35,-0.1265,23,-0.8211
ENSG00000102189,EEA1,61,0.34367,48,-0.0430,53,0.12080,26,-0.9545,49,-0.0041,28,-0.8833,64,0.49734
ENSG00000173598,NUDT4,45,-2.2443,144,-0.5198,318,0.76382,143,-0.5256,246,0.44448,89,-1.2495,262,0.50427
ENSG00000177889,UBE2N,59,-1.4655,158,0.05172,178,0.24666,133,-0.2189,194,0.51917,122,-0.3507,148,-0.0567
ENSG00000198015,MRPL42,44,0.09273,76,1.00812,37,-0.1543,26,-0.6877,36,-0.2538,24,-0.8358,48,0.28198
ENSG00000169372,CRADD,10,0.38326,9,0.22820,10,0.34693,7,-0.0510,8,-0.0116,11,0.55720,4,-1.1899
ENSG00000136040,PLXNC1,4,-2.5275,16,-0.6588,35,0.51565,32,0.41227,30,0.35387,27,0.09043,24,-0.0939
ENSG00000184752,NDUFA12,125,-0.6556,197,0.05531,187,-0.0307,207,0.13615,208,0.19083,155,-0.3284,204,0.12222
