Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to12,Feature log2 fold change topic 3to12
ENSG00000117115,PADI2,284,1.57793,42,-1.4689,100,-0.7002
ENSG00000077549,CAPZB,284,0.78221,142,-0.3212,167,-0.3491
ENSG00000173436,MICOS10,284,0.20502,72,-1.8789,263,0.56664
ENSG00000158747,NBL1,284,0.77253,313,0.93873,151,-0.9794
ENSG00000162545,CAMK2N1,284,-0.5761,237,-0.8458,442,0.76012
ENSG00000158828,PINK1,284,0.68765,33,-2.5604,190,0.26252
ENSG00000127483,HP1BP3,284,1.34681,58,-1.1790,117,-0.5492
ENSG00000075151,EIF4G3,284,1.92158,1,-5.6555,82,-0.7976
ENSG00000076864,RAP1GAP,284,2.50059,46,-0.6134,50,-1.7116
ENSG00000070831,CDC42,284,0.49039,156,-0.4498,206,-0.0913
ENSG00000125944,HNRNPR,284,1.89219,47,-1.0608,79,-1.0585
ENSG00000117318,ID3,284,1.58221,1,-5.9156,104,-0.4575
ENSG00000142676,RPL11,284,-1.7781,1054,0.22224,966,0.52943
ENSG00000057757,PITHD1,284,1.55231,68,-0.7678,99,-0.8217
ENSG00000189266,PNRC2,284,1.83822,63,-0.6492,81,-1.1002
ENSG00000001461,NIPAL3,284,2.33558,6,-3.5484,61,-1.2493
ENSG00000133226,SRRM1,284,2.23864,28,-1.5630,63,-1.3007
ENSG00000169504,CLIC4,284,1.18840,163,0.27372,120,-0.8917
ENSG00000117614,SYF2,284,1.47768,83,-0.5201,103,-0.8252
ENSG00000117616,RSRP1,284,1.80862,25,-2.0641,86,-0.8339
ENSG00000183726,TMEM50A,284,1.52758,91,-0.3497,99,-0.9179
ENSG00000162430,SELENON,284,1.80011,1,-5.7469,89,-0.6759
ENSG00000117640,MTFR1L,284,2.64099,1,-5.1561,49,-1.5193
ENSG00000117632,STMN1,284,-0.3803,75,-2.3669,399,1.15141
ENSG00000142669,SH3BGRL3,284,0.12722,333,0.38495,252,-0.2895
ENSG00000198830,HMGN2,284,0.96511,103,-0.6502,149,-0.3708
ENSG00000117713,ARID1A,284,2.41650,1,-5.3037,58,-1.2940
ENSG00000090273,NUDC,284,0.97220,3,-5.4838,158,0.14265
ENSG00000186501,TMEM222,284,2.11875,2,-5.4637,71,-0.9958
ENSG00000158195,WASF2,284,1.89490,27,-1.8658,81,-0.9378
ENSG00000126709,IFI6,284,-0.2917,209,-0.7572,361,0.55025
ENSG00000117758,STX12,284,1.93055,1,-5.6488,81,-0.8066
ENSG00000126698,DNAJC8,284,1.31673,131,0.04191,112,-0.8886
ENSG00000130770,ATP5IF1,284,0.52137,54,-1.9944,212,0.32438
ENSG00000116350,SRSF4,284,2.58449,1,-5.1925,51,-1.4626
ENSG00000162512,SDC3,284,1.69406,77,-0.4583,88,-1.0256
ENSG00000134644,PUM1,284,1.86524,12,-3.0204,84,-0.8120
ENSG00000121766,ZCCHC17,284,2.11593,80,-0.0698,64,-1.5067
ENSG00000121769,FABP3,284,3.00397,2,-4.9214,38,-1.8841
ENSG00000162517,PEF1,284,2.57792,1,-5.1967,52,-1.4560
ENSG00000084636,COL16A1,284,2.31564,2,-5.0620,62,-1.1963
ENSG00000121753,ADGRB2,284,2.02233,1,-5.5810,76,-0.8986
ENSG00000184007,PTP4A2,284,0.07181,127,-1.1543,284,0.46633
ENSG00000121774,KHDRBS1,284,1.30209,110,-0.2444,115,-0.7705
ENSG00000084623,EIF3I,284,2.16148,1,-5.4806,69,-1.0382
ENSG00000175130,MARCKSL1,284,-0.6493,69,-2.7417,483,1.45041
ENSG00000160058,BSDC1,284,2.83471,1,-5.0352,43,-1.7139
ENSG00000162521,RBBP4,284,2.00002,85,-0.0539,69,-1.4110
ENSG00000134684,YARS,284,2.66578,1,-5.1402,49,-1.5442
ENSG00000121905,HPCA,284,1.96232,1,-5.6245,79,-0.8385
ENSG00000121900,TMEM54,284,2.58830,1,-5.1900,51,-1.4664
ENSG00000134686,PHC2,284,1.87541,130,0.51338,72,-1.5229
ENSG00000116544,DLGAP3,284,3.56927,1,-4.6341,26,-2.4528
ENSG00000116560,SFPQ,284,0.85091,496,1.84420,123,-1.6581
ENSG00000020129,NCDN,284,1.23389,1,-6.1957,132,-0.1086
ENSG00000126067,PSMB2,284,1.95474,30,-1.6596,77,-1.0199
ENSG00000116871,MAP7D1,284,1.05917,69,-1.1621,143,-0.3065
ENSG00000054118,THRAP3,284,2.10889,1,-5.5182,72,-0.9854
ENSG00000163875,MEAF6,284,2.49663,109,0.71917,44,-2.1443
ENSG00000197982,C1orf122,284,0.17665,185,-0.4894,257,0.13588
ENSG00000174574,AKIRIN1,284,2.36776,1,-5.3367,60,-1.2451
ENSG00000168653,NDUFS5,284,-0.2335,95,-1.8837,357,0.91635
ENSG00000127603,MACF1,284,0.94685,139,-0.2025,148,-0.5154
ENSG00000090621,PABPC4,284,2.29765,86,0.20052,54,-1.7578
ENSG00000116983,HPCAL4,284,1.42611,47,-1.4089,111,-0.5740
ENSG00000131236,CAP1,284,1.65926,46,-1.2614,94,-0.8100
ENSG00000131238,PPT1,284,1.38105,13,-3.3609,118,-0.3239
ENSG00000049089,COL9A2,284,2.48097,2,-5.1645,55,-1.3597
ENSG00000065978,YBX1,284,0.08795,678,1.55165,226,-1.0894
ENSG00000117394,SLC2A1,284,0.10463,197,-0.4602,270,0.16898
ENSG00000066322,ELOVL1,284,1.19108,21,-2.7868,134,-0.1816
ENSG00000142949,PTPRF,284,1.61623,1,-5.8889,101,-0.4916
ENSG00000126091,ST3GAL3,284,3.54304,2,-4.5539,26,-2.4278
ENSG00000117408,IPO13,284,1.57024,35,-1.7226,101,-0.6540
ENSG00000117410,ATP6V0B,284,0.33492,129,-0.8809,234,0.18157
ENSG00000117411,B4GALT2,284,2.40843,1,-5.3091,58,-1.2859
ENSG00000117419,ERI3,284,1.50813,114,-0.0125,98,-1.0170
ENSG00000187147,RNF220,284,1.66235,7,-3.9682,97,-0.5724
ENSG00000142937,RPS8,284,-2.5265,2083,0.49952,1592,0.42801
ENSG00000117450,PRDX1,284,-0.5500,182,-1.2185,439,0.91237
ENSG00000085998,POMGNT1,284,1.78159,13,-3.0092,89,-0.7314
ENSG00000173660,UQCRH,284,-0.0602,113,-1.4625,314,0.66323
ENSG00000123472,ATPAF1,284,1.69056,32,-1.7746,93,-0.7580
ENSG00000159658,EFCAB14,284,1.51198,65,-0.8561,102,-0.7653
ENSG00000162368,CMPK1,284,1.21745,55,-1.3701,128,-0.3972
ENSG00000162374,ELAVL4,284,2.26875,1,-5.4050,64,-1.1458
ENSG00000123091,RNF11,284,0.79782,59,-1.6201,173,0.01529
ENSG00000085832,EPS15,284,1.82471,1,-5.7282,88,-0.7005
ENSG00000078618,NRDC,284,2.90858,1,-4.9906,41,-1.7881
ENSG00000169213,RAB3B,284,2.30885,1,-5.3772,62,-1.1860
ENSG00000134717,BTF3L4,284,2.31896,29,-1.4636,59,-1.3904
ENSG00000162378,ZYG11B,284,2.12409,2,-5.4974,71,-1.0008
ENSG00000116171,SCP2,284,1.21198,147,0.12183,120,-0.8425
ENSG00000162384,CZIB,284,2.20445,48,-0.7814,62,-1.4002
ENSG00000116209,TMEM59,284,0.26027,101,-1.3156,250,0.37736
ENSG00000157216,SSBP3,284,1.72164,59,-0.8327,88,-0.9538
ENSG00000116133,DHCR24,284,0.94809,2,-5.9939,161,0.17328
ENSG00000162407,PLPP3,284,0.66099,79,-1.3169,189,0.06094
ENSG00000177606,JUN,284,0.99898,3,-5.6966,156,0.11920
ENSG00000162599,NFIA,284,0.40963,366,0.83026,198,-0.7129
ENSG00000162434,JAK1,284,2.23938,1,-5.4255,65,-1.1163
ENSG00000162433,AK4,284,2.74405,1,-5.0910,46,-1.6228
ENSG00000116675,DNAJC6,284,1.39009,1,-6.0690,119,-0.2651
ENSG00000213625,LEPROT,284,2.26975,1,-5.4043,64,-1.1468
ENSG00000184588,PDE4B,284,2.01366,35,-1.3907,73,-1.1134
ENSG00000142864,SERBP1,284,1.17750,172,0.34146,120,-0.9149
ENSG00000116729,WLS,284,1.23984,1,-6.1917,132,-0.1146
ENSG00000116754,SRSF11,284,1.12562,114,-0.3451,131,-0.5974
ENSG00000132485,ZRANB2,284,1.91234,1,-5.6623,82,-0.7884
ENSG00000172260,NEGR1,284,2.71398,1,-5.1098,47,-1.5926
ENSG00000154027,AK5,284,1.66102,66,-0.7230,92,-0.9269
ENSG00000077254,USP33,284,2.84496,2,-5.0204,43,-1.7243
ENSG00000180488,MIGA1,284,2.74127,1,-5.0927,46,-1.6200
ENSG00000137941,TTLL7,284,1.46219,40,-1.6310,109,-0.5690
ENSG00000142875,PRKACB,284,0.66052,122,-0.6682,185,-0.1318
ENSG00000174021,GNG5,284,1.26902,1,-6.1662,129,-0.1438
ENSG00000117155,SSX2IP,284,2.96485,1,-4.9574,39,-1.8446
ENSG00000153904,DDAH1,284,0.63840,2,-6.6614,200,0.48721
ENSG00000097033,SH3GLB1,284,2.27509,75,-0.0451,57,-1.6555
ENSG00000183291,SELENOF,284,1.10866,115,-0.3442,133,-0.5846
ENSG00000143013,LMO4,284,0.68127,248,0.46492,169,-0.6488
ENSG00000197147,LRRC8B,284,2.75461,55,-0.1766,40,-2.0596
ENSG00000162664,ZNF326,284,2.77785,1,-5.0700,45,-1.6567
ENSG00000122406,RPL5,284,-1.2540,530,-0.3035,692,0.76465
ENSG00000117528,ABCD3,284,2.64001,33,-1.0451,46,-1.7603
ENSG00000117525,F3,284,1.99809,181,1.17070,60,-1.9522
ENSG00000117519,CNN3,284,0.29703,145,-0.7453,239,0.15907
ENSG00000117569,PTBP2,284,2.95539,49,-0.2353,35,-2.2366
ENSG00000170989,S1PR1,284,1.80698,28,-1.8743,86,-0.8540
ENSG00000134186,PRPF38B,284,2.23954,57,-0.4972,60,-1.4973
ENSG00000116266,STXBP3,284,2.27996,1,-5.3972,64,-1.1570
ENSG00000197780,TAF13,284,2.13047,68,-0.3055,64,-1.4493
ENSG00000215717,TMEM167B,284,2.55160,29,-1.2569,50,-1.6420
ENSG00000031698,SARS,284,1.85987,136,0.57029,72,-1.5357
ENSG00000143126,CELSR2,284,1.94121,31,-1.6393,78,-1.0099
ENSG00000134243,SORT1,284,0.44080,177,-0.3009,212,-0.1202
ENSG00000134201,GSTM5,284,1.64425,1,-5.8649,99,-0.5197
ENSG00000134202,GSTM3,284,0.80925,14,-3.6751,176,0.24403
ENSG00000168710,AHCYL1,284,0.42759,79,-1.5234,224,0.30172
ENSG00000197106,SLC6A17,284,2.04721,1,-5.5629,75,-0.9236
ENSG00000134248,LAMTOR5,284,1.32752,65,-1.0264,117,-0.5663
ENSG00000177301,KCNA2,284,3.33061,1,-4.7542,30,-2.2125
ENSG00000116459,ATP5PB,284,1.53857,22,-2.4155,105,-0.5432
ENSG00000116473,RAP1A,284,1.74851,2,-5.7777,92,-0.6242
ENSG00000171385,KCND3,284,3.17624,1,-4.8372,34,-2.0572
ENSG00000155366,RHOC,284,0.86462,140,-0.2657,157,-0.4305
ENSG00000163349,HIPK1,284,1.53625,1,-5.9519,107,-0.4115
ENSG00000009307,CSDE1,284,-0.1030,813,1.66290,254,-1.1102
ENSG00000163399,ATP1A1,284,0.92155,140,-0.2149,150,-0.4920
ENSG00000198162,MAN1A2,284,0.27652,257,0.11719,232,-0.2200
ENSG00000092621,PHGDH,284,0.90893,37,-2.2076,162,0.01624
ENSG00000134250,NOTCH2,284,2.58141,1,-5.1944,52,-1.4595
ENSG00000265241,RBM8A,284,1.50687,49,-1.2858,104,-0.6688
ENSG00000265972,TXNIP,284,0.36419,333,0.62430,209,-0.5596
ENSG00000178104,PDE4DIP,284,0.88413,1,-6.4909,169,0.24156
ENSG00000159164,SV2A,284,1.45659,106,-0.1641,103,-0.9214
ENSG00000143401,ANP32E,284,2.05890,22,-2.0412,72,-1.0742
ENSG00000117362,APH1A,284,2.68279,78,0.32658,40,-2.1538
ENSG00000266472,MRPS21,284,1.00802,2,-6.3792,155,0.11746
ENSG00000143384,MCL1,284,1.00989,223,0.60581,132,-0.9325
ENSG00000143420,ENSA,284,0.81247,5,-5.1041,177,0.29324
ENSG00000143418,CERS2,284,1.24117,168,0.36544,115,-0.9716
ENSG00000213190,MLLT11,284,2.07959,18,-2.3325,72,-1.0672
ENSG00000159352,PSMD4,284,1.62224,42,-1.4244,97,-0.7479
ENSG00000143393,PI4KB,284,2.04610,102,0.26805,65,-1.5641
ENSG00000143416,SELENBP1,284,2.05113,127,0.62119,62,-1.7148
ENSG00000159377,PSMB4,284,0.96019,1,-6.4259,160,0.16541
ENSG00000143376,SNX27,284,2.67397,1,-5.1350,48,-1.5524
ENSG00000159409,CELF3,284,3.07711,31,-0.8294,33,-2.2226
ENSG00000197956,S100A6,284,-0.2039,159,-1.0895,344,0.63464
ENSG00000188643,S100A16,284,1.63886,13,-3.1059,99,-0.5875
ENSG00000189171,S100A13,284,0.13923,103,-1.4005,273,0.49473
ENSG00000160678,S100A1,284,0.56792,11,-4.2518,209,0.50521
ENSG00000160679,CHTOP,284,1.74735,21,-2.3275,90,-0.7495
ENSG00000143621,ILF2,284,2.53234,1,-5.2265,53,-1.4102
ENSG00000143543,JTB,284,1.17958,13,-3.5004,136,-0.1218
ENSG00000177954,RPS27,284,-3.2345,2674,0.12261,2673,0.85400
ENSG00000143549,TPM3,284,0.95930,392,1.52409,121,-1.4760
ENSG00000143612,C1orf43,284,1.52799,3,-5.2433,108,-0.4113
ENSG00000143569,UBAP2L,284,2.55469,18,-1.9456,51,-1.5616
ENSG00000143575,HAX1,284,2.04195,1,-5.5667,75,-0.9183
ENSG00000160714,UBE2Q1,284,2.14784,4,-4.1616,70,-1.0457
ENSG00000160710,ADAR,284,1.30640,113,-0.2032,115,-0.7884
ENSG00000143603,KCNN3,284,2.27289,1,-5.4021,64,-1.1499
ENSG00000163344,PMVK,284,1.43929,171,0.57342,98,-1.2140
ENSG00000163346,PBXIP1,284,0.95913,17,-3.2993,159,0.07743
ENSG00000143537,ADAM15,284,2.27663,46,-0.7834,59,-1.4665
ENSG00000179085,DPM3,284,1.91346,68,-0.4703,76,-1.2123
ENSG00000163463,KRTCAP2,284,1.14782,47,-1.6410,136,-0.2854
ENSG00000177628,GBA,284,2.83485,1,-5.0351,43,-1.7140
ENSG00000116521,SCAMP3,284,2.49816,18,-2.0194,53,-1.4997
ENSG00000160752,FDPS,284,2.18856,96,0.28398,58,-1.6926
ENSG00000116539,ASH1L,284,2.14272,7,-3.4956,69,-1.0611
ENSG00000132718,SYT11,284,0.47694,130,-0.7408,211,0.02885
ENSG00000116584,ARHGEF2,284,2.68205,34,-0.9600,45,-1.8153
ENSG00000163479,SSR2,284,2.03442,160,0.99685,60,-1.8853
ENSG00000160803,UBQLN4,284,2.52835,2,-5.0020,53,-1.4088
ENSG00000116586,LAMTOR2,284,2.31976,13,-2.5975,61,-1.2804
ENSG00000160781,PAQR6,284,-1.0103,664,0.30514,563,0.24773
ENSG00000198952,SMG5,284,2.76193,79,0.38989,38,-2.2519
ENSG00000163468,CCT3,284,2.26004,1,-5.4111,65,-1.1370
ENSG00000125462,C1orf61,284,-1.3876,213,-1.8092,796,1.67710
ENSG00000116604,MEF2D,284,2.42700,55,-0.4000,52,-1.6936
ENSG00000163382,NAXE,284,1.58009,8,-3.8451,103,-0.4959
ENSG00000132702,HAPLN2,284,1.53884,21,-2.5335,105,-0.5327
ENSG00000132692,BCAN,284,-0.2293,145,-1.2450,351,0.71059
ENSG00000143321,HDGF,284,1.55015,149,0.45136,91,-1.2398
ENSG00000162706,CADM3,284,1.43834,1,-6.0300,115,-0.3134
ENSG00000158710,TAGLN2,284,1.68357,71,-0.5962,90,-0.9789
ENSG00000177807,KCNJ10,284,0.93435,44,-1.9292,159,-0.0478
ENSG00000162728,KCNJ9,284,3.35476,3,-3.8667,30,-2.2530
ENSG00000162729,IGSF8,284,1.73002,1,-5.8002,94,-0.6056
ENSG00000018625,ATP1A2,284,-1.1271,192,-1.7074,663,1.47679
ENSG00000162734,PEA15,284,-0.8805,379,-0.4379,537,0.69524
ENSG00000132716,DCAF8,284,2.42579,1,-5.2973,57,-1.3033
ENSG00000122218,COPA,284,2.00261,3,-4.7551,77,-0.8897
ENSG00000143256,PFDN2,284,1.42157,106,-0.1938,105,-0.8830
ENSG00000143222,UFC1,284,1.44153,1,-6.0273,114,-0.3166
ENSG00000158864,NDUFS2,284,1.51425,1,-5.9694,109,-0.3894
ENSG00000143252,SDHC,284,1.41604,121,0.00469,104,-0.9508
ENSG00000152332,UHMK1,284,2.34227,1,-5.3542,61,-1.2195
ENSG00000117152,RGS4,284,2.70496,1,-5.1155,47,-1.5835
ENSG00000143248,RGS5,284,0.35313,533,1.41879,191,-1.0965
ENSG00000185630,PBX1,284,2.18596,9,-3.1746,67,-1.1172
ENSG00000143198,MGST3,284,0.09067,151,-0.8822,278,0.35456
ENSG00000143149,ALDH9A1,284,2.08288,42,-1.0844,69,-1.2288
ENSG00000143183,TMCO1,284,1.98677,18,-2.3632,76,-0.9753
ENSG00000143157,POGK,284,2.57811,37,-0.9042,48,-1.7260
ENSG00000143158,MPC2,284,2.19074,1,-5.4598,68,-1.0675
ENSG00000143153,ATP1B1,284,-0.5910,96,-2.1990,461,1.27512
ENSG00000075945,KIFAP3,284,1.77433,1,-5.7666,91,-0.6500
ENSG00000117523,PRRC2C,284,0.93459,142,-0.1789,149,-0.5158
ENSG00000197959,DNM3,284,2.87740,20,-1.6166,40,-1.9110
ENSG00000117592,PRDX6,284,0.58188,116,-0.8118,197,-0.0242
ENSG00000234741,GAS5,284,0.55035,155,-0.4081,197,-0.1499
ENSG00000152061,RABGAP1L,284,2.55402,30,-1.2199,50,-1.6499
ENSG00000116161,CACYBP,284,1.44975,1,-6.0209,114,-0.3248
ENSG00000116147,TNR,284,0.82625,7,-4.5498,175,0.26512
ENSG00000152092,ASTN1,284,2.68285,1,-5.1294,48,-1.5613
ENSG00000143337,TOR1AIP1,284,2.25435,1,-5.4150,65,-1.1313
ENSG00000135821,GLUL,284,-2.1042,279,-2.1297,1315,2.22389
ENSG00000135829,DHX9,284,2.57021,21,-1.7695,50,-1.5946
ENSG00000116698,SMG7,284,2.77424,1,-5.0722,45,-1.6531
ENSG00000162704,ARPC5,284,1.44025,157,0.43763,99,-1.1507
ENSG00000198756,COLGALT2,284,2.62274,1,-5.1677,50,-1.5010
ENSG00000116667,C1orf21,284,2.35912,1,-5.3426,60,-1.2364
ENSG00000047410,TPR,284,2.55141,1,-5.2127,53,-1.4294
ENSG00000151414,NEK7,284,2.08313,42,-1.0691,69,-1.2319
ENSG00000118200,CAMSAP2,284,1.54539,35,-1.7359,103,-0.6293
ENSG00000116857,TMEM9,284,1.37634,55,-1.2289,114,-0.5646
ENSG00000174307,PHLDA3,284,1.88231,2,-5.6441,84,-0.7587
ENSG00000159176,CSRP1,284,-0.6729,428,-0.0377,455,0.35406
ENSG00000134369,NAV1,284,2.50687,1,-5.2433,54,-1.3847
ENSG00000198892,SHISA4,284,1.14491,146,0.06064,126,-0.7674
ENSG00000134375,TIMM17A,284,2.03054,1,-5.5751,76,-0.9069
ENSG00000170075,GPR37L1,284,0.25371,118,-1.0900,250,0.31208
ENSG00000143862,ARL8A,284,1.47377,4,-4.9407,112,-0.3625
ENSG00000159346,ADIPOR1,284,1.88797,103,0.14867,74,-1.3862
ENSG00000163485,ADORA1,284,1.85458,231,1.47573,63,-2.0279
ENSG00000159388,BTG2,284,1.85599,26,-1.9216,83,-0.8945
ENSG00000058668,ATP2B4,284,1.55414,91,-0.3282,97,-0.9466
ENSG00000182004,SNRPE,284,2.25248,1,-5.4164,65,-1.1294
ENSG00000198625,MDM4,284,2.55164,68,0.01586,46,-1.9262
ENSG00000163531,NFASC,284,2.06885,62,-0.4936,68,-1.3440
ENSG00000184144,CNTN2,284,0.01700,83,-1.8376,300,0.70856
ENSG00000133059,DSTYK,284,2.90388,1,-4.9931,41,-1.7834
ENSG00000133069,TMCC2,284,1.95200,117,0.40877,69,-1.5411
ENSG00000117266,CDK18,284,1.31527,80,-0.7227,117,-0.6327
ENSG00000069275,NUCKS1,284,-0.4741,376,-0.0366,396,0.26329
ENSG00000117335,CD46,284,1.52532,94,-0.2965,99,-0.9329
ENSG00000123684,LPGAT1,284,2.64836,4,-4.0332,49,-1.5451
ENSG00000117691,NENF,284,-0.3343,80,-2.2226,385,1.08126
ENSG00000136628,EPRS,284,2.95030,1,-4.9659,40,-1.8300
ENSG00000186063,AIDA,284,2.15809,41,-1.0636,65,-1.3022
ENSG00000162909,CAPN2,284,1.45098,3,-5.0279,113,-0.3384
ENSG00000143514,TP53BP2,284,1.81505,39,-1.3991,84,-0.9282
ENSG00000143753,DEGS1,284,2.55438,2,-5.1926,52,-1.4326
ENSG00000154380,ENAH,284,1.67950,25,-2.1555,95,-0.7022
ENSG00000143742,SRP9,284,0.54131,49,-2.1293,209,0.33085
ENSG00000143819,EPHX1,284,1.11923,55,-1.4540,138,-0.2950
ENSG00000196187,TMEM63A,284,1.52126,160,0.54089,92,-1.2593
ENSG00000143811,PYCR2,284,1.96890,12,-2.9477,78,-0.9169
ENSG00000163041,H3F3A,284,-0.5476,79,-2.4490,448,1.30402
ENSG00000143799,PARP1,284,1.72129,20,-2.4156,92,-0.7167
ENSG00000143772,ITPKB,284,0.89738,21,-3.0704,165,0.11904
ENSG00000143776,CDC42BPA,284,1.80529,86,-0.2015,80,-1.1970
ENSG00000143761,ARF1,284,0.65892,103,-0.9298,187,-0.0452
ENSG00000162910,MRPL55,284,2.64560,1,-5.1531,49,-1.5239
ENSG00000143774,GUK1,284,-1.0463,678,0.29984,577,0.26361
ENSG00000168159,RNF187,284,1.01189,184,0.29800,136,-0.7786
ENSG00000116574,RHOU,284,1.52132,1,-5.9638,108,-0.3965
ENSG00000168118,RAB4A,284,1.88177,1,-5.6852,84,-0.7577
ENSG00000154429,CCSAP,284,2.99742,14,-2.0594,37,-1.9854
ENSG00000177614,PGBD5,284,2.88879,1,-5.0025,41,-1.7682
ENSG00000135744,AGT,284,-0.6299,192,-1.2183,464,0.96242
ENSG00000119280,C1orf198,284,1.42093,1,-6.0440,116,-0.2960
ENSG00000135766,EGLN1,284,2.32363,27,-1.5580,59,-1.3823
ENSG00000135749,PCNX2,284,2.90108,1,-4.9951,41,-1.7805
ENSG00000168264,IRF2BP2,284,1.08402,4,-5.0596,146,0.02472
ENSG00000173726,TOMM20,284,0.89131,37,-2.2109,164,0.03260
ENSG00000054267,ARID4B,284,1.78027,131,0.44754,77,-1.4177
ENSG00000077585,GPR137B,284,3.27131,1,-4.7856,32,-2.1528
ENSG00000270188,MTRNR2L11,284,3.34285,1,-4.7475,30,-2.2248
ENSG00000143702,CEP170,284,2.55988,1,-5.2085,52,-1.4379
ENSG00000054282,SDCCAG8,284,1.82751,48,-1.0630,83,-0.9994
ENSG00000117020,AKT3,284,2.29549,22,-1.8487,61,-1.3210
ENSG00000179456,ZBTB18,284,1.80734,1,-5.7414,89,-0.6831
ENSG00000203667,COX20,284,1.23411,5,-4.6161,132,-0.1330
ENSG00000153187,HNRNPU,284,0.58800,240,0.31579,183,-0.5116
ENSG00000143653,SCCPDH,284,2.25624,35,-1.2146,61,-1.3681
ENSG00000186487,MYT1L,284,3.04848,1,-4.9089,37,-1.9287
ENSG00000182551,ADI1,284,1.68604,12,-3.1839,95,-0.6289
ENSG00000171863,RPS7,284,-1.3413,528,-0.3998,738,0.86256
ENSG00000151692,RNF144A,284,2.78011,57,-0.1207,39,-2.0997
ENSG00000115738,ID2,284,2.02571,2,-5.5674,76,-0.9021
ENSG00000134313,KIDINS220,284,1.47518,27,-2.2100,109,-0.5045
ENSG00000143797,MBOAT2,284,2.22730,1,-5.4340,66,-1.1042
ENSG00000119185,ITGB1BP1,284,2.59340,1,-5.1867,51,-1.4715
ENSG00000134308,YWHAQ,284,-0.1607,202,-0.6834,329,0.43618
ENSG00000115756,HPCAL1,284,2.25229,1,-5.4164,65,-1.1292
ENSG00000143870,PDIA6,284,2.09571,1,-5.5277,72,-0.9722
ENSG00000162975,KCNF1,284,2.62570,1,-5.1657,50,-1.5040
ENSG00000134318,ROCK2,284,1.93969,70,-0.4172,74,-1.2497
