Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6to9,Feature log2 fold change topic 6to9
ENSG00000198492,YTHDF2,3,-4.0371,31,-0.7457,86,1.43322,39,-0.5803
ENSG00000116350,SRSF4,4,-3.3236,24,-0.9209,50,0.35232,52,0.53076
ENSG00000116353,MECR,3,-3.5565,14,-1.2169,46,0.84328,34,0.12302
ENSG00000060656,PTPRU,71,0.76465,11,-2.1197,88,1.89658,14,-2.2226
ENSG00000162511,LAPTM5,3,-4.0659,21,-1.1774,30,-0.8097,74,1.67225
ENSG00000162512,SDC3,959,2.20863,139,-1.1538,296,0.04143,157,-1.3342
ENSG00000134644,PUM1,46,-1.2175,61,-0.7967,168,1.28818,76,-0.6861
ENSG00000121766,ZCCHC17,3,-4.7604,51,-0.6027,141,1.79126,47,-1.0009
ENSG00000121769,FABP3,3,-4.1083,45,-0.0569,95,2.00414,23,-1.5189
ENSG00000162517,PEF1,28,-1.2299,34,-0.9333,110,1.57289,40,-0.9699
ENSG00000084636,COL16A1,284,2.19713,23,-2.0049,63,-0.6222,70,-0.5065
ENSG00000121753,ADGRB2,201,0.58654,124,-0.2124,241,1.39067,56,-1.8923
ENSG00000184007,PTP4A2,642,1.08912,117,-1.6453,119,-1.9139,484,1.11686
ENSG00000121774,KHDRBS1,216,0.97373,57,-1.1863,144,0.37195,98,-0.5208
ENSG00000084652,TXLNA,213,2.88915,21,-1.2700,38,-0.5355,23,-1.5597
ENSG00000084623,EIF3I,3,-4.9011,38,-1.2091,91,0.23345,106,0.75409
ENSG00000175130,MARCKSL1,325,-0.5070,190,-1.3283,249,-1.1330,690,1.44994
ENSG00000160058,BSDC1,21,-1.3329,34,-0.6531,76,0.96351,44,-0.3512
ENSG00000176261,ZBTB8OS,3,-3.2412,24,-0.1421,27,0.07739,31,0.55236
ENSG00000162521,RBBP4,282,1.79584,47,-1.2180,95,-0.1663,78,-0.6471
ENSG00000134684,YARS,115,0.88556,35,-1.0229,115,1.36030,29,-1.7482
ENSG00000121905,HPCA,177,-0.1685,144,-0.4939,443,2.59300,29,-3.4698
ENSG00000121900,TMEM54,3,-3.6244,35,0.05123,32,-0.1152,42,0.66678
ENSG00000004455,AK2,3,-3.9700,21,-1.1309,33,-0.5280,66,1.41347
ENSG00000142920,AZIN2,3,-3.0630,15,-0.6639,38,1.29680,18,-0.5025
ENSG00000134686,PHC2,61,-0.4797,39,-1.1583,77,-0.1288,102,0.61675
ENSG00000163866,SMIM12,3,-3.5459,17,-0.9397,50,1.11845,29,-0.2167
ENSG00000116544,DLGAP3,3,-3.7502,49,0.46367,83,2.56136,8,-2.8993
ENSG00000116560,SFPQ,180,0.44599,72,-1.0009,147,0.14713,135,-0.0298
ENSG00000146463,ZMYM4,66,0.83248,11,-1.9155,43,0.16931,38,-0.1085
ENSG00000142687,KIAA0319L,4,-3.0182,31,-0.0709,50,1.11848,26,-0.5210
ENSG00000020129,NCDN,42,-2.5345,120,-0.9521,543,3.17338,49,-2.8534
ENSG00000126067,PSMB2,378,2.19501,46,-1.4087,135,0.35800,52,-1.6738
ENSG00000142686,C1orf216,3,-3.9784,19,-1.2204,97,2.54229,19,-1.7070
ENSG00000092847,AGO1,3,-3.4317,23,-0.4173,46,1.12271,25,-0.3738
ENSG00000054116,TRAPPC3,24,-1.0282,28,-0.8146,83,1.51174,30,-0.9829
ENSG00000116871,MAP7D1,3,-5.5714,69,-1.1373,170,0.38756,177,0.60078
ENSG00000054118,THRAP3,129,1.19701,34,-1.0052,75,0.36005,47,-0.7145
ENSG00000181817,LSM10,3,-3.3485,21,-0.4168,45,1.19383,23,-0.4538
ENSG00000116898,MRPS15,92,0.86982,32,-0.8550,57,0.07719,50,-0.2385
ENSG00000163873,GRIK3,3,-3.6030,11,-1.7219,93,4.57451,2,-4.6563
ENSG00000163875,MEAF6,17,-2.1635,40,-0.9091,133,1.73217,45,-0.9963
ENSG00000197982,C1orf122,318,0.27831,135,-1.0726,179,-0.7994,356,0.84159
ENSG00000183431,SF3A3,74,1.45250,17,-0.9634,44,0.73272,16,-1.4128
ENSG00000116954,RRAGC,303,2.78332,19,-2.0563,50,-0.7245,45,-1.0693
ENSG00000174574,AKIRIN1,3,-4.2472,24,-1.2476,58,0.14803,72,0.82879
ENSG00000168653,NDUFS5,232,-0.4518,166,-0.9740,345,0.24628,336,0.23045
ENSG00000127603,MACF1,516,1.61345,97,-1.1864,163,-0.4874,190,-0.2127
ENSG00000090621,PABPC4,139,1.24182,36,-0.9605,66,-0.0463,58,-0.3523
ENSG00000116983,HPCAL4,117,-0.5988,137,-0.3589,383,2.53597,35,-2.9920
ENSG00000084072,PPIE,178,2.22982,21,-1.4470,43,-0.4221,38,-0.8002
ENSG00000168389,MFSD2A,3,-3.3803,24,-0.2861,31,0.16345,34,0.53113
ENSG00000131236,CAP1,3,-5.3423,49,-1.2570,117,0.11523,149,0.88238
ENSG00000131238,PPT1,28,-1.7511,60,-0.6275,121,0.70388,89,-0.0231
ENSG00000084073,ZMPSTE24,45,0.24511,9,-2.1349,39,0.03712,44,0.34628
ENSG00000049089,COL9A2,79,0.82752,20,-1.3171,13,-2.3019,74,1.40022
ENSG00000084070,SMAP2,9,-2.6045,33,-0.7351,97,1.68758,34,-0.9483
ENSG00000117016,RIMS3,3,-3.8334,37,-0.0805,92,2.83315,9,-2.7735
ENSG00000066136,NFYC,3,-3.5699,19,-0.8310,70,2.31111,15,-1.5792
ENSG00000198815,FOXJ3,3,-3.9059,17,-1.3351,71,1.44211,34,-0.4551
ENSG00000127125,PPCS,3,-3.7377,17,-1.1546,39,0.13333,48,0.80762
ENSG00000065978,YBX1,196,0.37695,58,-1.5283,66,-1.5936,238,1.38747
ENSG00000117394,SLC2A1,3,-5.4833,97,-0.3723,70,-1.0874,198,1.67503
ENSG00000117395,EBNA1BP2,3,-3.6113,18,-0.9365,47,0.81697,35,0.09201
ENSG00000179178,TMEM125,3,-3.8508,9,-2.1711,15,-1.7972,75,2.69972
ENSG00000066322,ELOVL1,8,-3.7921,24,-2.2499,27,-2.3837,209,3.16954
ENSG00000178922,HYI,190,2.21870,26,-1.2258,37,-0.8710,47,-0.4659
ENSG00000142949,PTPRF,464,2.23336,91,-0.6606,121,-0.2884,83,-1.1420
ENSG00000126091,ST3GAL3,3,-3.5658,26,-0.3183,41,0.53567,35,0.19613
ENSG00000117408,IPO13,12,-3.0349,45,-1.1503,84,-0.2664,137,1.13971
ENSG00000117410,ATP6V0B,202,-0.4597,192,-0.5399,469,1.46838,155,-1.2092
ENSG00000117411,B4GALT2,21,-1.3934,49,-0.1295,88,1.30512,35,-0.9049
ENSG00000178028,DMAP1,115,1.12811,18,-1.8456,91,1.06320,32,-1.3343
ENSG00000117419,ERI3,236,0.62224,100,-0.7583,229,0.82905,109,-0.9044
ENSG00000187147,RNF220,195,0.89290,52,-1.2219,114,-0.0192,111,-0.0824
ENSG00000142937,RPS8,1189,0.01227,528,-1.2565,465,-1.7220,1876,1.59077
ENSG00000126088,UROD,107,0.98072,25,-1.3246,45,-0.5621,68,0.33126
ENSG00000117450,PRDX1,1045,1.54178,182,-1.3513,315,-0.6512,435,0.00316
ENSG00000117448,AKR1A1,3,-3.7802,26,-0.5643,24,-0.8997,59,1.55595
ENSG00000132780,NASP,3,-3.7194,23,-0.6897,20,-1.0885,59,1.74458
ENSG00000159592,GPBP1L1,45,0.21056,24,-0.8020,33,-0.3438,47,0.46122
ENSG00000085998,POMGNT1,3,-4.7112,47,-0.6744,92,0.56936,81,0.30283
ENSG00000132128,LRRC41,179,1.61771,36,-1.0602,72,0.01797,53,-0.6992
ENSG00000173660,UQCRH,33,-3.2135,185,-0.6524,378,0.71538,291,0.10335
ENSG00000117480,FAAH,14,-1.5743,15,-1.5381,56,0.76210,42,0.08819
ENSG00000079277,MKNK1,3,-3.3177,20,-0.4595,55,1.99989,14,-1.3597
ENSG00000123472,ATPAF1,75,-0.5340,76,-0.5238,115,0.18241,114,0.19807
ENSG00000159658,EFCAB14,5,-4.3577,52,-1.1411,94,-0.3127,161,1.23592
ENSG00000162368,CMPK1,3,-5.0278,52,-0.8358,119,0.67009,98,0.25068
ENSG00000162374,ELAVL4,141,0.54341,93,-0.1523,215,2.24085,9,-4.1856
ENSG00000185104,FAF1,3,-3.3098,16,-0.8174,25,-0.1796,38,0.99802
ENSG00000123091,RNF11,96,-1.5906,174,-0.6923,521,1.86552,147,-1.3197
ENSG00000085832,EPS15,41,-1.5974,57,-1.1023,148,0.56355,125,0.20860
ENSG00000078618,NRDC,9,-2.5734,43,-0.2671,75,0.94255,45,-0.2914
ENSG00000169213,RAB3B,3,-5.4561,136,0.19678,289,2.99085,19,-3.3475
ENSG00000117862,TXNDC12,161,2.45921,11,-2.0772,30,-0.7365,32,-0.6799
ENSG00000134717,BTF3L4,3,-4.2812,22,-1.3528,84,1.14025,50,-0.1279
ENSG00000157077,ZFYVE9,3,-3.0373,19,-0.2722,39,1.41985,16,-0.7724
ENSG00000134748,PRPF38A,3,-2.9555,22,0.09681,18,-0.3511,28,0.81504
ENSG00000162378,ZYG11B,168,0.14743,105,-0.5985,322,2.20988,35,-2.7856
ENSG00000116171,SCP2,274,1.31674,51,-1.4350,107,-0.3720,127,-0.0277
ENSG00000162384,CZIB,3,-3.8043,33,-0.2261,38,-0.0125,48,0.68845
ENSG00000157193,LRP8,81,0.93229,26,-0.8930,93,1.99929,8,-3.2456
ENSG00000081870,HSPB11,21,-0.5289,10,-1.5773,32,0.21025,34,0.40046
ENSG00000116209,TMEM59,211,-0.0118,77,-1.5787,182,-0.3239,270,0.69386
ENSG00000116221,MRPL37,3,-3.2169,26,0.04616,29,0.31980,28,0.25357
ENSG00000157216,SSBP3,32,-1.9477,79,-0.5874,227,1.95540,60,-1.4046
ENSG00000116133,DHCR24,3,-5.8181,74,-1.1453,237,1.06802,150,-0.0699
ENSG00000162402,USP24,13,-1.2477,15,-1.0654,49,1.27266,23,-0.5932
ENSG00000162407,PLPP3,775,1.75383,79,-1.9903,134,-1.4587,339,0.43185
ENSG00000177606,JUN,455,1.69519,56,-1.7435,69,-1.7113,214,0.57307
ENSG00000162599,NFIA,261,1.05689,87,-0.7607,103,-0.6159,151,0.20016
ENSG00000162604,TM2D1,69,0.44252,19,-1.5332,46,-0.2620,62,0.43236
ENSG00000162607,USP1,3,-2.9309,14,-0.6023,23,0.25858,25,0.51569
ENSG00000116641,DOCK7,241,3.05422,16,-1.7906,35,-0.8016,27,-1.3983
ENSG00000125703,ATG4C,3,-3.2366,8,-1.7876,11,-1.5605,47,2.38614
ENSG00000079739,PGM1,3,-3.5291,15,-1.1513,28,-0.2101,45,1.11597
ENSG00000162434,JAK1,56,-0.1409,30,-1.0932,60,-0.0230,70,0.39714
ENSG00000162433,AK4,3,-4.3486,32,-0.9039,80,0.82709,58,0.09763
ENSG00000116675,DNAJC6,21,-3.7431,138,-0.9772,490,1.79217,172,-0.9202
ENSG00000213625,LEPROT,90,0.88976,21,-1.4396,26,-1.3393,72,0.92431
ENSG00000184588,PDE4B,275,1.90411,49,-1.0448,75,-0.4925,78,-0.4960
ENSG00000118473,SGIP1,42,-0.3113,32,-0.7398,93,1.65504,26,-1.4438
ENSG00000198160,MIER1,3,-3.2508,17,-0.6645,29,0.25202,32,0.55748
ENSG00000142864,SERBP1,3,-5.3587,51,-1.2874,104,-0.2455,172,1.22526
ENSG00000172380,GNG12,62,0.80121,10,-2.0645,33,-0.3007,44,0.34158
ENSG00000116729,WLS,1011,3.29538,38,-2.5565,102,-1.3080,119,-1.1857
ENSG00000033122,LRRC7,3,-3.7569,24,-0.6627,88,2.88280,11,-2.4082
ENSG00000116754,SRSF11,35,-1.6976,84,-0.3612,114,0.16167,123,0.41155
ENSG00000132485,ZRANB2,290,1.54477,35,-1.9083,150,0.50981,77,-1.0073
ENSG00000172260,NEGR1,8,-2.9516,38,-0.7525,136,2.49033,24,-1.8899
ENSG00000117054,ACADM,158,1.89403,27,-1.1168,52,-0.1244,39,-0.8066
ENSG00000137955,RABGGTB,3,-3.7175,15,-1.3564,41,0.28787,46,0.69914
ENSG00000142892,PIGK,64,0.59692,10,-2.3065,56,0.51167,40,-0.2619
ENSG00000154027,AK5,127,-0.8862,64,-1.9160,470,2.23432,102,-1.6524
ENSG00000036549,AC118549.1,76,1.11428,6,-2.7628,44,0.21321,36,-0.2510
ENSG00000077254,USP33,6,-3.6220,37,-1.0836,138,1.65142,54,-0.7440
ENSG00000180488,MIGA1,39,-0.3013,25,-1.0085,47,-0.0229,56,0.43507
ENSG00000162613,FUBP1,3,-3.8032,23,-0.7887,48,0.54203,43,0.33548
ENSG00000162616,DNAJB4,14,-1.4297,22,-0.7540,49,0.80955,33,-0.1460
ENSG00000137941,TTLL7,8,-3.8653,60,-1.0286,109,-0.1522,164,1.04934
ENSG00000142875,PRKACB,91,-1.4641,112,-1.1532,359,1.07200,205,-0.3175
ENSG00000174021,GNG5,3,-4.6733,35,-1.0716,49,-0.6961,111,1.56606
ENSG00000117155,SSX2IP,3,-4.2534,37,-0.5475,118,2.57359,19,-2.0049
ENSG00000162642,C1orf52,17,-1.6002,22,-1.2168,86,1.45221,37,-0.6890
ENSG00000153904,DDAH1,1203,2.32714,128,-1.5406,275,-0.4732,240,-0.8423
ENSG00000117174,ZNHIT6,5,-2.4565,16,-0.7995,30,0.21823,33,0.57056
ENSG00000097033,SH3GLB1,54,0.15008,28,-0.8691,31,-0.8980,67,0.92251
ENSG00000183291,SELENOF,62,-0.7354,44,-1.2333,90,-0.1940,127,0.76118
ENSG00000153936,HS2ST1,3,-3.7198,28,-0.3799,56,1.10904,31,-0.3594
ENSG00000143013,LMO4,261,-0.0499,381,0.57631,486,1.59024,81,-2.3666
ENSG00000065243,PKN2,5,-2.3479,18,-0.5210,26,0.09882,31,0.59502
ENSG00000197147,LRRC8B,3,-4.4585,26,-1.2631,133,2.46887,28,-1.5874
ENSG00000171492,LRRC8D,53,0.23567,15,-1.6612,49,0.14338,50,0.19437
ENSG00000162664,ZNF326,3,-3.5026,18,-0.8251,30,-0.0612,42,0.90222
ENSG00000122482,ZNF644,3,-3.0782,20,-0.2148,17,-0.5587,33,1.11926
ENSG00000189195,BTBD8,3,-4.2757,49,-0.1347,132,3.25398,7,-3.5320
ENSG00000067208,EVI5,3,-3.2701,26,0.00145,16,-0.9382,40,1.33751
ENSG00000122406,RPL5,498,-0.0740,221,-1.3339,287,-1.1517,777,1.29762
ENSG00000154511,DIPK1A,122,2.09644,15,-1.4591,28,-0.6627,32,-0.4574
ENSG00000117500,TMED5,378,3.53633,18,-2.0997,14,-2.7922,49,-0.8158
ENSG00000117505,DR1,149,1.73012,20,-1.5855,66,0.34721,35,-1.0542
ENSG00000117528,ABCD3,199,2.10200,25,-1.4366,53,-0.3612,46,-0.7229
ENSG00000117525,F3,426,2.64862,22,-2.3987,41,-1.7624,99,-0.2091
ENSG00000117519,CNN3,1275,2.80659,97,-1.7492,133,-1.5396,239,-0.5656
ENSG00000152078,TLCD4,3,-3.3017,13,-1.0801,41,1.03934,26,-0.1151
ENSG00000228971,LINC02607,3,-3.7296,31,-0.2703,94,3.55323,3,-4.1777
ENSG00000117569,PTBP2,3,-4.2469,28,-0.9422,70,0.70329,57,0.22734
ENSG00000117600,PLPPR4,3,-4.9698,44,-1.0493,204,2.91788,28,-2.1995
