Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to12,Feature log2 fold change topic 4to12
ENSG00000135956,TMEM127,0,-6.2716,39,-0.6840,45,-0.4726,73,1.34196
ENSG00000144021,CIAO1,50,-0.8991,65,-0.5080,46,-1.0312,103,0.92718
ENSG00000144028,SNRNP200,29,-1.0270,75,0.42740,61,0.10434,58,0.07271
ENSG00000114982,KANSL3,7,-1.3695,15,-0.3750,14,-0.4301,21,0.77854
ENSG00000114988,LMAN2L,0,-4.1249,11,-0.3434,10,-0.4183,16,1.08573
ENSG00000213337,ANKRD39,0,-5.1838,12,-1.2884,29,-0.0322,35,1.28922
ENSG00000168758,SEMA4C,0,-4.3133,30,1.03914,6,-1.2664,16,0.42971
ENSG00000144199,FAHD2B,13,-1.2677,36,0.23898,29,-0.1114,33,0.31874
ENSG00000135940,COX5B,730,-0.0945,750,-0.0504,1166,0.65739,739,-0.2549
ENSG00000115073,ACTR1B,28,-1.6097,50,-0.7539,56,-0.5798,93,1.06522
ENSG00000075568,TMEM131,112,1.35901,44,-0.1799,18,-1.5258,46,-0.3209
ENSG00000040933,INPP4A,58,-0.2986,26,-1.4923,52,-0.4561,78,0.78313
ENSG00000183513,COA5,100,0.74601,59,-0.1107,72,0.21903,58,-0.4011
ENSG00000115446,UNC50,62,0.72164,43,0.13304,36,-0.1483,37,-0.3407
ENSG00000071073,MGAT4A,40,0.04831,19,-1.0581,17,-1.2606,44,0.76152
ENSG00000196872,KIAA1211L,14,-2.5916,16,-2.4921,63,-0.4414,101,1.69222
ENSG00000158411,MITD1,13,-0.0287,26,1.01779,11,-0.3555,12,-0.3873
ENSG00000185414,MRPL30,7,-2.1769,16,-0.9681,34,0.13836,35,0.86093
ENSG00000115514,TXNDC9,0,-4.9936,22,-0.2366,23,-0.1128,28,0.89473
ENSG00000158417,EIF5B,124,0.54895,124,0.54582,65,-0.4757,82,-0.3344
ENSG00000135945,REV1,64,1.69085,21,-0.1734,8,-1.5234,21,-0.5772
ENSG00000144218,AFF3,3,-3.5098,12,-1.5273,27,-0.3859,41,1.52916
ENSG00000170500,LONRF2,101,-1.1375,46,-2.2883,139,-0.6484,251,1.39096
ENSG00000115526,CHST10,25,-0.5424,38,0.11351,31,-0.2246,37,0.23698
ENSG00000115539,PDCL3,0,-4.2171,29,0.96438,14,-0.2068,17,0.17017
ENSG00000170485,NPAS2,17,-1.0873,23,-0.6504,21,-0.7782,40,0.96195
ENSG00000071082,RPL31,1516,0.52796,1694,0.71027,1364,0.35693,945,-0.6896
ENSG00000158435,CNOT11,10,-0.8909,12,-0.5791,6,-1.6797,21,1.13614
ENSG00000163162,RNF149,14,-0.8482,26,0.05397,16,-0.7056,28,0.53424
ENSG00000175874,CREG2,177,-1.1106,23,-4.0706,227,-0.7319,440,1.62264
ENSG00000071054,MAP4K4,106,0.51016,141,0.97968,74,-0.0592,67,-0.6722
ENSG00000233639,PANTR1,0,-4.9295,48,1.11713,42,0.92391,22,-0.4628
ENSG00000198914,POU3F3,20,-0.9436,69,0.96355,66,0.88009,33,-0.6219
ENSG00000135972,MRPS9,89,1.64676,15,-1.2315,24,-0.5278,30,-0.4853
ENSG00000135966,TGFBRAP1,18,-0.3218,15,-0.5622,13,-0.8296,25,0.65748
ENSG00000135974,C2orf49,13,-0.1988,30,1.08309,17,0.19549,14,-0.5578
ENSG00000115641,FHL2,0,-4.6500,7,-1.4428,9,-1.0711,24,1.98952
ENSG00000071051,NCK2,37,-0.0198,16,-1.2498,31,-0.2636,40,0.51163
ENSG00000115652,UXS1,61,0.97422,33,0.00730,20,-0.7981,32,-0.2575
ENSG00000144057,ST6GAL2,23,-0.3562,11,-1.4395,17,-0.8399,34,0.95093
ENSG00000135968,GCC2,203,1.13112,36,-1.5485,55,-0.9502,103,0.06907
ENSG00000153201,RANBP2,1,-5.5995,53,-0.4993,45,-0.7488,87,1.37874
ENSG00000175701,MTLN,217,0.64850,105,-0.5005,157,0.12737,140,-0.1895
ENSG00000175772,LINC01106,5,-2.0600,0,-8.8273,7,-1.4833,24,2.57358
ENSG00000172965,MIR4435-2HG,35,1.21563,5,-1.7189,14,-0.2596,16,-0.1629
ENSG00000153107,ANAPC1,0,-4.9044,17,-0.4953,19,-0.3120,27,1.13422
ENSG00000153208,MERTK,0,-3.9255,18,0.63428,26,1.25801,11,-0.4184
ENSG00000144161,ZC3H8,43,1.66197,9,-0.9040,12,-0.3804,14,-0.5958
ENSG00000188177,ZC3H6,93,1.35264,50,0.31601,36,-0.1821,34,-0.7815
ENSG00000114999,TTL,35,-0.9380,36,-0.8634,51,-0.3597,72,0.81762
ENSG00000125611,CHCHD5,2,-4.5984,103,1.19614,86,0.89646,45,-0.5032
ENSG00000144136,SLC20A1,2,-4.4569,16,-1.8970,29,-0.9958,69,2.11288
ENSG00000189223,PAX8-AS1,15,-0.4921,16,-0.3152,21,0.05320,21,0.28347
ENSG00000144134,RABL2A,0,-4.4577,9,-0.9189,11,-0.6154,20,1.49107
ENSG00000115084,SLC35F5,30,0.31690,21,-0.2018,16,-0.6289,25,0.15423
ENSG00000115091,ACTR3,33,-1.5147,58,-0.6759,63,-0.5526,103,0.99791
ENSG00000175497,DPP10,20,-1.7868,33,-1.0390,28,-1.2808,79,1.52039
ENSG00000235026,DPP10-AS1,54,1.57542,0,-8.8325,16,-0.4112,20,-0.2034
ENSG00000088205,DDX18,30,-0.2988,40,0.12227,24,-0.6331,39,0.29001
ENSG00000125633,CCDC93,0,-4.1893,12,-0.2056,13,-0.1747,16,0.88875
ENSG00000125629,INSIG2,0,-5.5054,18,-1.0505,23,-0.6441,43,1.60081
ENSG00000144119,C1QL2,0,-4.8709,6,-2.0086,35,0.68502,26,0.88710
ENSG00000155368,DBI,119,-1.5927,1237,2.25124,503,0.62354,248,-1.3198
ENSG00000088179,PTPN4,41,-0.2435,17,-1.5723,41,-0.2514,53,0.68303
ENSG00000115109,EPB41L5,0,-4.0669,26,1.12555,23,0.91910,12,-0.4815
ENSG00000226479,TMEM185B,54,1.61967,17,-0.3175,10,-1.0142,18,-0.5594
ENSG00000144118,RALB,125,1.24386,31,-0.9875,57,-0.0439,55,-0.3765
ENSG00000074054,CLASP1,31,-1.3528,17,-2.2587,57,-0.4570,90,1.35736
ENSG00000155438,NIFK,0,-4.9222,38,0.76822,26,0.16837,24,0.16024
ENSG00000211460,TSN,64,-0.1972,52,-0.4996,55,-0.4328,77,0.44244
ENSG00000136717,BIN1,27,-2.7578,172,-0.0263,130,-0.4576,196,0.83655
ENSG00000163161,ERCC3,12,-1.1805,15,-0.8947,19,-0.5544,31,0.99281
ENSG00000169967,MAP3K2,10,-1.4240,38,0.57913,15,-0.8317,28,0.40660
ENSG00000163166,IWS1,16,-0.6257,40,0.76547,21,-0.2365,24,-0.0844
ENSG00000136709,WDR33,1,-4.9550,41,0.01985,37,-0.1423,45,0.77103
ENSG00000144231,POLR2D,0,-4.7003,20,-0.0479,13,-0.6120,23,1.02847
ENSG00000136715,SAP130,0,-4.6003,12,-0.7009,13,-0.5938,22,1.38037
ENSG00000136731,UGGT1,93,1.92760,10,-1.6037,12,-1.3053,27,-0.5073
ENSG00000136720,HS6ST1,15,-2.6705,67,-0.4529,77,-0.2284,102,0.93614
ENSG00000136699,SMPD4,25,-0.7509,47,0.20212,21,-1.0571,45,0.52776
ENSG00000152082,MZT2B,633,0.20384,565,0.02445,769,0.51936,523,-0.3259
ENSG00000136710,CCDC115,2,-4.6389,51,-0.0746,46,-0.2463,60,0.86965
ENSG00000136718,IMP4,8,-2.9499,47,-0.3204,59,0.03982,64,0.75481
ENSG00000072135,PTPN18,12,-0.9038,34,0.66199,26,0.23614,22,-0.1413
ENSG00000178171,AMER3,6,-1.5819,8,-1.2494,8,-1.2580,22,1.53878
ENSG00000136002,ARHGEF4,177,0.03235,163,-0.0980,181,0.06785,173,-0.0026
ENSG00000152102,FAM168B,80,-0.9991,62,-1.3837,118,-0.4139,177,1.02150
ENSG00000115762,PLEKHB2,192,-0.3947,79,-1.7240,147,-0.8068,284,1.02371
ENSG00000173272,MZT2A,217,-0.1551,169,-0.5451,296,0.33302,244,0.10284
ENSG00000150551,LYPD1,0,-5.0071,20,-0.3418,49,1.07387,26,0.15518
ENSG00000152127,MGAT5,89,1.04343,30,-0.6963,28,-0.7785,46,-0.0853
ENSG00000152128,TMEM163,0,-5.0224,4,-2.5997,16,-0.6898,32,2.12666
ENSG00000082258,CCNT2,20,-0.6976,19,-0.7507,23,-0.4564,35,0.73899
ENSG00000115839,RAB3GAP1,87,-0.0827,42,-1.1783,71,-0.3902,100,0.57798
ENSG00000048991,R3HDM1,177,0.78966,23,-2.3059,63,-0.8298,115,0.39245
ENSG00000144224,UBXN4,152,1.29244,86,0.33122,60,-0.2202,59,-0.7369
ENSG00000076003,MCM6,0,-4.2391,12,-0.2760,11,-0.3588,17,1.02409
ENSG00000115866,DARS,62,0.06432,105,0.90986,58,-0.0382,55,-0.4576
ENSG00000150540,HNMT,0,-4.4272,65,2.35918,14,-0.3059,13,-0.9443
ENSG00000144228,SPOPL,2,-2.5289,14,-0.0492,10,-0.5653,16,0.87113
ENSG00000168702,LRP1B,25,-0.3532,9,-1.8523,27,-0.2335,35,0.77784
ENSG00000121964,GTDC1,7,-2.5293,24,-0.6580,28,-0.4676,44,1.13646
ENSG00000169554,ZEB2,20,-2.2618,123,0.51616,66,-0.4574,96,0.45363
ENSG00000121989,ACVR2A,0,-5.0281,10,-1.4275,16,-0.7423,31,1.80633
ENSG00000115947,ORC4,23,-1.6091,35,-0.9925,50,-0.4522,78,1.09559
ENSG00000204406,MBD5,0,-4.4328,20,0.17892,12,-0.6015,20,0.87247
ENSG00000135999,EPC2,0,-4.6296,29,0.65436,17,-0.1622,20,0.37951
ENSG00000168280,KIF5C,347,-0.1471,144,-1.4813,324,-0.2536,417,0.61987
ENSG00000168288,MMADHC,21,-1.3826,33,-0.7328,47,-0.1996,60,0.81910
ENSG00000115963,RND3,77,1.88969,3,-3.0905,3,-2.8451,24,-0.1866
ENSG00000080345,RIF1,53,0.11292,53,0.09882,25,-1.0116,51,0.22950
ENSG00000162980,ARL5A,98,1.15100,68,0.54213,39,-0.3111,41,-0.7117
ENSG00000182389,CACNB4,80,-0.1086,27,-1.7159,56,-0.6647,96,0.81900
ENSG00000115145,STAM2,37,0.81815,31,0.56399,15,-0.6040,20,-0.4511
ENSG00000157827,FMNL2,101,0.53768,118,0.79262,74,0.03172,64,-0.6129
ENSG00000196504,PRPF40A,135,2.03315,56,0.49670,34,-0.2805,30,-1.3216
ENSG00000162989,KCNJ3,77,-0.1494,17,-2.4013,45,-0.9721,97,1.07073
ENSG00000153234,NR4A2,39,1.18828,69,2.24957,2,-3.1889,13,-1.4886
ENSG00000115159,GPD2,28,-0.7284,22,-1.0683,49,0.09674,50,0.58161
ENSG00000136541,ERMN,92,1.53800,124,2.10241,12,-1.6177,23,-1.6911
ENSG00000123612,ACVR1C,5,-1.6610,2,-3.1709,12,-0.4438,20,1.57563
ENSG00000115170,ACVR1,0,-4.4251,15,-0.1623,14,-0.3115,19,0.94488
ENSG00000144283,PKP4,35,-0.9589,33,-1.0478,64,-0.0439,73,0.72485
ENSG00000123636,BAZ2B,75,1.40551,82,1.56349,32,0.00925,21,-1.5255
ENSG00000136536,MARCH7,16,-1.2626,48,0.39230,20,-0.9530,40,0.52620
ENSG00000241399,CD302,0,-3.9381,58,2.85046,17,0.55678,7,-1.6996
ENSG00000136560,TANK,4,-2.6203,30,0.26112,19,-0.4184,28,0.63712
ENSG00000115233,PSMD14,128,0.71461,48,-0.8180,60,-0.4949,83,0.08233
ENSG00000136535,TBR1,16,-2.3696,8,-3.2770,22,-1.8779,98,2.64142
ENSG00000144290,SLC4A10,50,-1.4409,12,-3.4407,71,-0.9001,156,1.80381
ENSG00000115271,GCA,45,0.52550,35,0.15242,17,-0.9966,32,-0.0081
ENSG00000153253,SCN3A,83,0.48064,17,-1.9116,51,-0.2741,65,0.36079
ENSG00000136531,SCN2A,257,-0.1587,24,-3.6706,136,-1.1345,333,1.26028
ENSG00000178662,CSRNP3,85,-0.3649,13,-3.1462,65,-0.7671,125,1.19871
ENSG00000144285,SCN1A,0,-5.4429,10,-1.8081,17,-1.0902,43,2.18408
ENSG00000172318,B3GALT1,0,-4.2291,10,-0.5862,10,-0.5979,17,1.30902
ENSG00000198648,STK39,133,0.87642,65,-0.2629,40,-1.0150,77,-0.0495
ENSG00000172292,CERS6,47,-0.8339,15,-2.4900,42,-0.9749,96,1.45129
ENSG00000163093,BBS5,4,-1.6099,13,-0.0567,19,0.58878,13,0.16171
ENSG00000138398,PPIG,56,-0.3803,98,0.50358,56,-0.3789,72,0.04035
ENSG00000213160,KLHL23,7,-2.4151,27,-0.3992,30,-0.2362,40,0.88506
ENSG00000138385,SSB,75,-0.4166,114,0.24219,63,-0.6729,103,0.28513
ENSG00000138382,METTL5,97,0.43344,66,-0.1722,59,-0.3431,73,-0.0067
ENSG00000144357,UBR3,10,-3.2213,39,-1.2899,52,-0.8799,111,1.70815
ENSG00000128683,GAD1,73,-1.3960,57,-1.7542,94,-1.0250,219,1.54701
ENSG00000115806,GORASP2,1,-4.7391,31,-0.4506,30,-0.4748,48,1.19412
ENSG00000198586,TLK1,33,-1.0783,24,-1.5664,54,-0.3438,78,1.05933
ENSG00000071967,CYBRD1,3,-2.8736,100,2.43642,37,0.61428,18,-1.3780
ENSG00000077380,DYNC1I2,40,-1.4908,172,0.75675,63,-0.8053,112,0.29251
ENSG00000115840,SLC25A12,14,-1.8608,15,-1.7856,35,-0.5337,58,1.44324
ENSG00000128708,HAT1,19,0.46846,18,0.36926,14,-0.0188,13,-0.3567
ENSG00000144355,DLX1,5,-2.4251,23,-0.1705,33,0.36335,28,0.45060
ENSG00000091409,ITGA6,1,-3.3435,53,2.30594,13,-0.1001,11,-0.9830
ENSG00000091428,RAPGEF4,39,-1.9464,66,-1.1759,137,-0.0639,164,1.01332
ENSG00000091436,MAP3K20,57,2.02228,49,1.74141,7,-1.2593,10,-1.8127
ENSG00000172845,SP3,35,0.25000,28,-0.1275,13,-1.2660,32,0.31944
ENSG00000138430,OLA1,67,-1.2391,52,-1.5956,104,-0.5603,175,1.23097
ENSG00000138433,CIR1,39,-0.1521,63,0.61007,33,-0.3909,42,-0.0932
ENSG00000144306,SCRN3,0,-4.1290,20,0.62604,9,-0.5221,15,0.52822
ENSG00000163328,GPR155,105,0.28191,35,-1.3761,46,-0.9955,97,0.63248
ENSG00000128656,CHN1,841,-0.8730,170,-3.2345,770,-1.0058,1778,1.58232
ENSG00000115966,ATF2,40,-0.8584,35,-1.0465,41,-0.7936,80,1.03713
ENSG00000154518,ATP5MC3,320,0.02088,203,-0.6783,287,-0.1504,331,0.29276
ENSG00000144320,LNPK,85,0.75597,24,-1.1885,28,-0.9801,55,0.27910
ENSG00000128654,MTX2,94,0.02181,18,-2.4258,41,-1.2520,107,1.05931
ENSG00000170144,HNRNPA3,276,0.48508,192,-0.0905,153,-0.4454,203,-0.0315
ENSG00000116044,NFE2L2,52,0.35350,119,1.76248,60,0.56930,30,-1.3458
ENSG00000018510,AGPS,0,-5.0876,29,0.12643,17,-0.6778,30,0.95503
ENSG00000079156,OSBPL6,4,-2.8881,22,-0.3800,21,-0.5139,33,1.06683
ENSG00000180228,PRKRA,53,-0.3884,38,-0.8927,57,-0.2596,74,0.58129
ENSG00000116095,PLEKHA3,1,-4.9890,19,-1.5621,33,-0.7926,67,1.88865
ENSG00000187231,SESTD1,6,-2.2544,31,0.12950,18,-0.6988,32,0.78405
ENSG00000144331,ZNF385B,0,-4.3413,7,-1.1840,7,-1.1920,19,1.91521
ENSG00000170035,UBE2E3,75,-0.7761,90,-0.5090,94,-0.4372,138,0.66840
ENSG00000162992,NEUROD1,93,2.42267,0,-4.7792,10,-1.2904,20,-0.7974
ENSG00000138434,ITPRID2,56,0.25098,69,0.56683,40,-0.2866,46,-0.2626
ENSG00000115252,PDE1A,115,0.11262,20,-2.5051,40,-1.4860,123,1.07402
ENSG00000077232,DNAJC10,84,0.61668,46,-0.3437,30,-0.9919,58,0.13475
ENSG00000162998,FRZB,110,2.51168,129,2.87658,2,-3.8182,9,-3.1560
ENSG00000061676,NCKAP1,101,-1.6776,91,-1.8350,223,-0.4962,363,1.38724
ENSG00000065548,ZC3H15,315,1.06673,56,-1.6300,96,-0.8184,167,0.09769
ENSG00000138448,ITGAV,67,-0.2626,109,0.50624,71,-0.1600,78,-0.0762
ENSG00000144369,FAM171B,136,-0.4934,72,-1.4577,176,-0.1021,207,0.69469
ENSG00000144366,GULP1,43,1.18168,9,-1.2877,6,-1.8666,21,0.14863
ENSG00000138381,ASNSD1,28,-0.0325,25,-0.1971,22,-0.4191,30,0.25147
ENSG00000128699,ORMDL1,19,-1.6188,49,-0.2249,32,-0.8605,64,0.93343
ENSG00000198130,HIBCH,22,-0.2703,38,0.54991,23,-0.2317,26,-0.0714
ENSG00000151689,INPP1,18,-0.6171,54,1.15417,29,0.15832,24,-0.4731
ENSG00000151690,MFSD6,11,-3.4762,26,-2.1957,60,-0.9685,141,2.10408
ENSG00000138386,NAB1,0,-4.8468,43,1.02614,16,-0.4758,23,0.23491
ENSG00000115419,GLS,209,-0.2570,39,-2.7594,127,-1.0089,286,1.19407
ENSG00000115415,STAT1,64,0.33952,40,-0.3735,31,-0.7546,53,0.24218
ENSG00000144339,TMEFF2,10,-3.1169,30,-1.6228,51,-0.8174,106,1.78674
ENSG00000196950,SLC39A10,93,-1.4569,34,-2.9020,112,-1.1749,296,1.88506
ENSG00000138411,HECW2,12,-1.2593,3,-2.9567,13,-1.1509,33,1.79767
ENSG00000119041,GTF3C3,26,0.40297,7,-1.4783,17,-0.2819,21,0.33985
ENSG00000197121,PGAP1,76,-0.1081,25,-1.7799,42,-1.0170,93,0.95681
ENSG00000115524,SF3B1,124,0.33156,109,0.12525,56,-0.8904,102,0.08107
ENSG00000115520,COQ10B,0,-5.3931,19,-1.0598,29,-0.3692,45,1.43582
ENSG00000144381,HSPD1,346,1.11943,178,0.03092,122,-0.5572,161,-0.4178
ENSG00000115541,HSPE1,127,-0.7316,265,0.41334,249,0.31410,201,-0.0867
ENSG00000115540,MOB4,4,-4.1118,36,-0.9648,45,-0.6215,80,1.49849
ENSG00000162944,RFTN2,5,-1.9302,49,1.62840,29,0.74065,15,-0.8453
ENSG00000115896,PLCL1,13,-0.9977,9,-1.4600,14,-0.9210,30,1.27129
ENSG00000119042,SATB2,37,0.11931,11,-1.7223,10,-1.8081,39,1.01029
ENSG00000225953,SATB2-AS1,13,-0.3059,0,-7.0397,5,-1.7269,19,1.65161
ENSG00000178074,C2orf69,2,-4.2738,27,-0.7379,29,-0.6788,53,1.42979
ENSG00000162972,MAIP1,17,0.14339,17,0.18008,16,0.08183,15,-0.1675
ENSG00000196141,SPATS2L,78,0.17682,61,-0.2147,50,-0.5153,72,0.19407
ENSG00000082153,BZW1,166,0.55834,91,-0.4023,81,-0.5681,119,0.07643
ENSG00000013441,CLK1,64,0.27816,104,1.08746,32,-0.7762,49,-0.4414
ENSG00000240344,PPIL3,1,-3.6544,23,0.67785,12,-0.2693,16,0.37680
ENSG00000196290,NIF3L1,66,1.71309,17,-0.4657,14,-0.7401,20,-0.6472
ENSG00000155744,FAM126B,55,-0.2431,19,-1.8314,44,-0.5873,72,0.88059
ENSG00000119013,NDUFB3,80,-1.0696,161,-0.0060,214,0.44815,164,0.11887
ENSG00000003402,CFLAR,40,1.06030,37,0.95596,22,0.11818,16,-0.9945
ENSG00000115993,TRAK2,41,-0.1595,30,-0.6319,36,-0.3742,49,0.44937
ENSG00000082146,STRADB,53,1.34820,16,-0.6104,13,-0.8298,22,-0.3127
ENSG00000155755,TMEM237,56,0.87753,16,-1.0751,19,-0.8310,33,0.13315
ENSG00000003393,ALS2,30,-0.0505,9,-1.8815,16,-0.9948,35,0.93568
ENSG00000116030,SUMO1,278,0.83773,88,-0.9649,124,-0.4442,166,0.02396
ENSG00000055044,NOP58,15,-1.3512,35,-0.1069,21,-0.8338,42,0.79903
ENSG00000204217,BMPR2,54,-1.4339,68,-1.0923,95,-0.6031,162,1.15863
ENSG00000138439,FAM117B,16,-0.3506,4,-2.4405,13,-0.5856,23,1.03230
ENSG00000163596,ICA1L,7,-2.1905,29,-0.0546,29,-0.0416,33,0.59130
ENSG00000138442,WDR12,4,-2.1584,10,-0.9117,21,0.13846,22,0.83965
ENSG00000138443,ABI2,200,-0.2124,95,-1.3336,194,-0.2613,251,0.62169
ENSG00000173166,RAPH1,0,-5.3395,10,-1.8910,22,-0.6811,43,1.94217
ENSG00000118257,NRP2,42,0.53446,20,-0.6396,15,-1.0194,31,0.28846
ENSG00000114933,INO80D,31,1.08951,15,-0.0443,10,-0.6687,14,-0.3433
ENSG00000023228,NDUFS1,187,0.33515,65,-1.2941,110,-0.4990,162,0.42344
ENSG00000114942,EEF1B2,1462,1.97374,628,0.48732,400,-0.2266,340,-1.2852
ENSG00000204186,ZDBF2,2,-4.0954,9,-2.0864,24,-0.6838,45,1.94240
ENSG00000114948,ADAM23,55,-0.5835,11,-2.8940,39,-1.0776,95,1.42292
ENSG00000118246,FASTKD2,45,0.53115,12,-1.5151,29,-0.1781,33,0.22998
ENSG00000118263,KLF7,3,-3.1439,7,-1.9980,9,-1.4982,33,2.29487
ENSG00000118260,CREB1,0,-5.3173,28,-0.1743,27,-0.2339,36,0.93360
ENSG00000144401,METTL21A,2,-3.3334,21,0.12771,17,-0.1878,21,0.67015
ENSG00000178385,PLEKHM3,0,-5.3079,11,-1.5781,20,-0.6876,38,1.83836
ENSG00000188674,C2orf80,12,-3.1794,13,-3.0991,95,-0.1957,130,1.68431
ENSG00000138413,IDH1,35,0.94164,22,0.18999,15,-0.3576,18,-0.4229
ENSG00000115020,PIKFYVE,0,-5.2101,25,-0.2568,23,-0.3883,33,1.05688
ENSG00000078018,MAP2,591,-0.4963,141,-2.6250,937,0.22510,899,0.69119
ENSG00000144406,UNC80,168,1.12128,19,-2.1866,69,-0.3098,84,-0.0231
ENSG00000197713,RPE,1,-4.4980,22,-0.0136,16,-0.4506,25,0.92896
ENSG00000115365,LANCL1,60,-1.3629,72,-1.0853,104,-0.5272,169,1.10027
ENSG00000178568,ERBB4,0,-5.8964,33,-0.5267,38,-0.3187,55,1.17266
ENSG00000144451,SPAG16,75,0.89453,71,0.79515,45,0.07222,36,-0.8051
ENSG00000138363,ATIC,0,-5.4055,30,-0.1647,31,-0.1240,38,0.87107
ENSG00000115414,FN1,55,0.53117,208,3.11451,13,-1.6722,21,-2.0765
ENSG00000079246,XRCC5,47,-1.1872,87,-0.2733,72,-0.5470,115,0.73432
ENSG00000260804,LINC01963,86,0.90146,9,-2.4516,28,-0.8739,52,0.33720
ENSG00000144583,MARCH4,0,-4.9778,1,-3.8696,18,-0.4697,31,2.13231
ENSG00000197756,RPL37A,2768,0.24715,4409,1.01393,3496,0.62522,1972,-0.8509
ENSG00000115457,IGFBP2,56,1.43063,47,1.10191,11,-1.0689,19,-1.0097
ENSG00000115461,IGFBP5,325,1.66830,207,0.87308,50,-1.3513,96,-1.0078
ENSG00000163466,ARPC2,169,-0.0470,119,-0.5836,149,-0.2474,184,0.33347
ENSG00000127837,AAMP,100,0.15484,81,-0.1797,61,-0.6180,94,0.22321
ENSG00000127838,PNKD,36,-1.9558,166,0.35993,158,0.28111,136,0.18400
ENSG00000135926,TMBIM1,29,-0.0253,87,1.80300,42,0.54846,22,-1.2381
ENSG00000144579,CTDSP1,0,-4.5365,75,2.49956,26,0.60236,13,-1.3810
ENSG00000144580,CNOT9,16,-0.8890,18,-0.7181,20,-0.5749,33,0.84334
ENSG00000115568,ZNF142,12,-0.0488,14,0.21050,20,0.75809,11,-0.4254
ENSG00000074582,BCS1L,0,-4.7344,26,0.37112,14,-0.5708,23,0.74096
ENSG00000163481,RNF25,3,-2.4540,18,0.11451,13,-0.4225,19,0.70833
ENSG00000135929,CYP27A1,5,-1.5839,67,2.57787,14,-0.1240,11,-1.3434
ENSG00000171450,CDK5R2,108,-0.2878,20,-2.7907,90,-0.5799,150,1.03871
ENSG00000115649,CNPPD1,62,1.48296,25,0.01232,11,-1.2145,23,-0.5259
ENSG00000144567,RETREG2,128,-0.8119,76,-1.5891,145,-0.6282,251,1.10581
ENSG00000158552,ZFAND2B,1,-4.5427,37,0.43003,29,0.07660,30,0.41070
ENSG00000115657,ABCB6,31,0.00599,14,-1.1992,20,-0.6532,34,0.63833
ENSG00000198925,ATG9A,44,-0.9353,42,-1.0334,60,-0.4697,93,0.92310
ENSG00000163516,ANKZF1,0,-4.0314,19,0.64446,10,-0.2965,13,0.42525
ENSG00000115661,STK16,0,-5.0708,27,0.01498,27,0.01969,29,0.69027
ENSG00000127824,TUBA4A,124,-1.3021,44,-2.8052,172,-0.8105,351,1.62264
ENSG00000135924,DNAJB2,238,0.35003,117,-0.7522,129,-0.6034,201,0.31345
ENSG00000054356,PTPRN,82,-2.0234,59,-2.4919,179,-0.8570,382,1.83281
ENSG00000123992,DNPEP,0,-3.9088,32,1.68047,14,0.27173,10,-0.5668
ENSG00000072195,SPEG,0,-4.8279,12,-0.9390,22,0.00625,26,1.13062
ENSG00000144591,GMPPA,0,-4.1394,21,0.61623,10,-0.4777,16,0.51897
ENSG00000123989,CHPF,24,-1.8216,71,-0.2231,74,-0.1500,90,0.67164
ENSG00000188760,TMEM198,0,-5.1893,14,-1.0225,22,-0.3726,34,1.41774
ENSG00000124006,OBSL1,20,-1.4098,72,0.54731,57,0.18293,51,0.04734
ENSG00000114923,SLC4A3,15,-2.5326,29,-1.5305,62,-0.4206,96,1.43767
ENSG00000116106,EPHA4,85,-0.8628,8,-4.2993,87,-0.8199,179,1.56618
ENSG00000267034,AC010980.1,0,-4.9425,1,-4.0202,17,-0.4895,30,2.16175
ENSG00000163082,SGPP2,67,1.04998,7,-2.2660,17,-1.1054,37,0.26213
ENSG00000116120,FARSB,85,0.09356,19,-2.1453,57,-0.5369,89,0.72812
ENSG00000123983,ACSL3,101,-0.5809,74,-1.0637,76,-1.0107,169,1.00846
ENSG00000171951,SCG2,83,-1.3718,100,-1.0948,127,-0.7327,239,1.20107
ENSG00000085449,WDFY1,0,-5.3892,13,-1.3706,20,-0.7715,40,1.81223
ENSG00000135900,MRPL44,60,0.39571,33,-0.5002,19,-1.3065,49,0.39113
ENSG00000135919,SERPINE2,203,0.15811,261,0.55950,231,0.36246,168,-0.4634
ENSG00000036257,CUL3,24,-1.6577,50,-0.5599,49,-0.6086,83,1.00593
ENSG00000135905,DOCK10,0,-4.5887,49,1.59271,16,-0.2241,18,-0.3013
ENSG00000168958,MFF,92,-0.3372,116,0.02151,95,-0.2808,119,0.23071
ENSG00000173744,AGFG1,70,0.18588,33,-0.9743,45,-0.4903,67,0.42657
ENSG00000153820,SPHKAP,0,-5.9791,8,-2.6587,23,-1.1530,63,2.52052
ENSG00000153823,PID1,7,-2.7435,18,-1.3934,37,-0.3384,54,1.37450
ENSG00000187957,DNER,52,-2.1562,217,0.00339,141,-0.6569,243,0.82881
ENSG00000153827,TRIP12,123,0.79512,45,-0.7817,44,-0.7980,76,0.10851
ENSG00000163053,SLC16A14,2,-3.3993,18,-0.6456,12,-1.2395,33,1.57645
ENSG00000135932,CAB39,118,-0.0235,59,-1.0920,49,-1.3675,135,0.83949
ENSG00000135916,ITM2C,315,-1.1055,1091,0.84166,899,0.52064,609,-0.3349
ENSG00000204128,C2orf72,43,-0.1125,41,-0.1595,37,-0.3427,48,0.24335
