Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to7,Feature log2 fold change topic 4to7,Feature count topic 8to12,Feature log2 fold change topic 8to12
ENSG00000117525,F3,284,1.99809,181,1.17070,24,-1.9362,80,-0.2200,51,-1.1763
ENSG00000117519,CNN3,284,0.29703,145,-0.7453,612,1.60402,128,-1.1750,254,0.19757
ENSG00000117569,PTBP2,284,2.95539,49,-0.2353,2,-4.4908,17,-2.1034,55,-0.0603
ENSG00000170989,S1PR1,284,1.80698,28,-1.8743,38,-1.4132,75,-0.5277,104,0.16067
ENSG00000134186,PRPF38B,284,2.23954,57,-0.4972,139,0.92680,31,-1.7089,67,-0.3501
ENSG00000116266,STXBP3,284,2.27996,1,-5.3972,122,0.73781,15,-2.7889,91,0.44186
ENSG00000197780,TAF13,284,2.13047,68,-0.3055,38,-1.1867,35,-1.5902,92,0.28863
ENSG00000215717,TMEM167B,284,2.55160,29,-1.2569,99,0.61670,25,-1.7903,59,-0.3007
ENSG00000031698,SARS,284,1.85987,136,0.57029,2,-5.2302,62,-0.8447,94,-0.0231
ENSG00000143126,CELSR2,284,1.94121,31,-1.6393,10,-3.1985,34,-1.7868,126,0.93041
ENSG00000134243,SORT1,284,0.44080,177,-0.3009,261,0.30878,76,-1.9065,311,1.08577
ENSG00000134201,GSTM5,284,1.64425,1,-5.8649,341,1.99384,66,-0.9339,78,-0.7103
ENSG00000134202,GSTM3,284,0.80925,14,-3.6751,177,0.04492,163,-0.1087,187,0.21325
ENSG00000168710,AHCYL1,284,0.42759,79,-1.5234,429,1.11571,203,-0.1429,200,-0.1956
ENSG00000197106,SLC6A17,284,2.04721,1,-5.5629,2,-5.0913,59,-0.7400,102,0.43878
ENSG00000134248,LAMTOR5,284,1.32752,65,-1.0264,123,-0.0457,83,-0.8374,144,0.32327
ENSG00000177301,KCNA2,284,3.33061,1,-4.7542,2,-4.2818,21,-1.5294,43,-0.3030
ENSG00000116459,ATP5PB,284,1.53857,22,-2.4155,237,1.22075,47,-1.6088,124,0.24623
ENSG00000116473,RAP1A,284,1.74851,2,-5.7777,231,1.37300,34,-1.9517,111,0.25010
ENSG00000171385,KCND3,284,3.17624,1,-4.8372,2,-4.3649,30,-1.0317,43,-0.4403
ENSG00000155366,RHOC,284,0.86462,140,-0.2657,555,2.08208,105,-0.9081,119,-0.7414
ENSG00000163349,HIPK1,284,1.53625,1,-5.9519,449,2.44087,44,-1.7186,89,-0.5525
ENSG00000009307,CSDE1,284,-0.1030,813,1.66290,734,1.47484,120,-1.7079,265,-0.3197
ENSG00000163399,ATP1A1,284,0.92155,140,-0.2149,397,1.51003,63,-1.7329,171,0.16116
ENSG00000198162,MAN1A2,284,0.27652,257,0.11719,349,0.61026,238,-0.0005,203,-0.3701
ENSG00000092621,PHGDH,284,0.90893,37,-2.2076,84,-0.9951,127,-0.4887,205,0.65042
ENSG00000134250,NOTCH2,284,2.58141,1,-5.1944,111,0.82063,52,-0.5110,39,-1.1222
ENSG00000265241,RBM8A,284,1.50687,49,-1.2858,268,1.40477,43,-1.8059,121,0.13532
ENSG00000265972,TXNIP,284,0.36419,333,0.62430,623,1.71542,40,-2.9735,261,0.38488
ENSG00000178104,PDE4DIP,284,0.88413,1,-6.4909,679,2.52587,73,-1.5242,143,-0.3222
ENSG00000159164,SV2A,284,1.45659,106,-0.1641,3,-5.3947,39,-1.9986,174,1.14235
ENSG00000143401,ANP32E,284,2.05890,22,-2.0412,207,1.46466,47,-1.1400,65,-0.6142
ENSG00000117362,APH1A,284,2.68279,78,0.32658,2,-4.6575,31,-1.3501,55,-0.3351
ENSG00000266472,MRPS21,284,1.00802,2,-6.3792,310,1.15910,88,-1.0679,177,0.38735
ENSG00000143384,MCL1,284,1.00989,223,0.60581,243,0.75027,50,-2.0111,176,0.37419
ENSG00000143420,ENSA,284,0.81247,5,-5.1041,329,1.06262,107,-0.9328,203,0.44248
ENSG00000143418,CERS2,284,1.24117,168,0.36544,83,-0.7235,37,-2.2821,184,0.90901
ENSG00000213190,MLLT11,284,2.07959,18,-2.3325,2,-5.0444,52,-0.9392,101,0.45720
ENSG00000159352,PSMD4,284,1.62224,42,-1.4244,43,-1.4041,42,-1.7324,151,0.97824
ENSG00000143393,PI4KB,284,2.04610,102,0.26805,2,-5.0921,29,-1.9720,106,0.55855
ENSG00000143416,SELENBP1,284,2.05113,127,0.62119,222,1.58935,68,-0.4934,26,-2.2984
ENSG00000159377,PSMB4,284,0.96019,1,-6.4259,22,-2.9119,52,-2.0081,274,1.89240
ENSG00000143376,SNX27,284,2.67397,1,-5.1350,2,-4.6631,26,-1.6289,75,0.41341
ENSG00000159409,CELF3,284,3.07711,31,-0.8294,2,-4.4204,51,-0.1066,25,-1.5521
ENSG00000197956,S100A6,284,-0.2039,159,-1.0895,1776,3.21342,61,-2.8755,283,-0.3157
ENSG00000188643,S100A16,284,1.63886,13,-3.1059,38,-1.5637,81,-0.5664,125,0.40844
ENSG00000189171,S100A13,284,0.13923,103,-1.4005,465,0.94796,331,0.56439,188,-0.7272
ENSG00000160678,S100A1,284,0.56792,11,-4.2518,2,-6.2949,290,0.91514,186,-0.1596
ENSG00000160679,CHTOP,284,1.74735,21,-2.3275,474,2.81728,25,-2.4568,66,-0.9176
ENSG00000143621,ILF2,284,2.53234,1,-5.2265,4,-4.0002,27,-1.6885,84,0.56035
ENSG00000143543,JTB,284,1.17958,13,-3.5004,382,1.71368,68,-1.3301,141,0.05351
ENSG00000177954,RPS27,284,-3.2345,2674,0.12261,2339,-0.0884,1841,-0.6003,3407,0.91328
ENSG00000143549,TPM3,284,0.95930,392,1.52409,363,1.38555,68,-1.5596,115,-0.6989
ENSG00000143612,C1orf43,284,1.52799,3,-5.2433,139,0.32454,59,-1.2533,140,0.56805
ENSG00000143569,UBAP2L,284,2.55469,18,-1.9456,27,-1.3852,34,-1.2952,69,0.05460
ENSG00000143575,HAX1,284,2.04195,1,-5.5667,274,1.97650,22,-2.4177,78,-0.2414
ENSG00000160714,UBE2Q1,284,2.14784,4,-4.1616,255,1.94049,31,-1.7966,63,-0.5803
ENSG00000160710,ADAR,284,1.30640,113,-0.2032,54,-1.3032,48,-1.7889,179,0.95888
ENSG00000143603,KCNN3,284,2.27289,1,-5.4021,125,0.77558,54,-0.7097,60,-0.5769
ENSG00000163344,PMVK,284,1.43929,171,0.57342,148,0.34657,63,-1.2187,115,-0.0838
ENSG00000163346,PBXIP1,284,0.95913,17,-3.2993,442,1.75002,95,-0.9809,152,-0.0734
ENSG00000143537,ADAM15,284,2.27663,46,-0.7834,49,-0.6862,17,-2.5935,95,0.56658
ENSG00000179085,DPM3,284,1.91346,68,-0.4703,59,-0.6975,51,-1.1293,98,0.16205
ENSG00000163463,KRTCAP2,284,1.14782,47,-1.6410,98,-0.5544,78,-1.1397,190,0.83787
ENSG00000177628,GBA,284,2.83485,1,-5.0351,2,-4.5630,25,-1.5770,65,0.23346
ENSG00000116521,SCAMP3,284,2.49816,18,-2.0194,3,-4.6318,39,-1.1108,74,0.17898
ENSG00000160752,FDPS,284,2.18856,96,0.28398,17,-2.3093,28,-1.9133,91,0.32457
ENSG00000116539,ASH1L,284,2.14272,7,-3.4956,8,-3.4316,47,-1.0609,99,0.50775
ENSG00000132718,SYT11,284,0.47694,130,-0.7408,40,-2.4651,155,-0.6202,290,0.91830
ENSG00000116584,ARHGEF2,284,2.68205,34,-0.9600,51,-0.3438,13,-2.7444,69,0.19954
ENSG00000163479,SSR2,284,2.03442,160,0.99685,35,-1.3889,35,-1.6916,85,-0.0546
ENSG00000160803,UBQLN4,284,2.52835,2,-5.0020,122,0.93643,37,-1.1879,53,-0.5692
ENSG00000116586,LAMTOR2,284,2.31976,13,-2.5975,67,-0.1894,32,-1.5754,82,0.22809
ENSG00000160781,PAQR6,284,-1.0103,664,0.30514,236,-1.2839,382,-0.7222,772,0.99422
ENSG00000198952,SMG5,284,2.76193,79,0.38989,64,0.06415,19,-2.0662,47,-0.6108
ENSG00000163468,CCT3,284,2.26004,1,-5.4111,2,-4.9393,50,-0.8588,89,0.34359
ENSG00000125462,C1orf61,284,-1.3876,213,-1.8092,147,-2.3605,1140,1.22708,650,-0.1934
ENSG00000116604,MEF2D,284,2.42700,55,-0.4000,150,1.20898,15,-2.7286,62,-0.3234
ENSG00000163382,NAXE,284,1.58009,8,-3.8451,548,2.94817,32,-2.2034,71,-0.9513
ENSG00000132702,HAPLN2,284,1.53884,21,-2.5335,8,-3.8344,12,-3.6699,198,1.93105
ENSG00000132692,BCAN,284,-0.2293,145,-1.2450,172,-0.9949,306,-0.1470,423,0.69584
ENSG00000143321,HDGF,284,1.55015,149,0.45136,397,2.19717,27,-2.4778,81,-0.7191
ENSG00000162706,CADM3,284,1.43834,1,-6.0300,160,0.46730,57,-1.3816,151,0.64884
ENSG00000158710,TAGLN2,284,1.68357,71,-0.5962,14,-3.0102,15,-3.3033,165,1.42884
ENSG00000177807,KCNJ10,284,0.93435,44,-1.9292,100,-0.7128,138,-0.3075,187,0.41828
ENSG00000162728,KCNJ9,284,3.35476,3,-3.8667,2,-4.2692,16,-2.0268,46,-0.1118
ENSG00000162729,IGSF8,284,1.73002,1,-5.8002,49,-1.1102,44,-1.5422,142,0.94958
ENSG00000018625,ATP1A2,284,-1.1271,192,-1.7074,468,-0.3671,713,0.42275,662,0.28795
ENSG00000162734,PEA15,284,-0.8805,379,-0.4379,329,-0.6546,327,-0.8487,746,1.18048
ENSG00000132716,DCAF8,284,2.42579,1,-5.2973,21,-1.8627,30,-1.5946,87,0.50328
ENSG00000122218,COPA,284,2.00261,3,-4.7551,55,-0.7202,30,-1.9574,119,0.85253
