Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to7,Feature log2 fold change topic 3to7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000228794,LINC01128,146,3.04474,2,-4.0170,26,-0.5485,3,-3.5522
ENSG00000188976,NOC2L,146,1.81698,47,-0.1850,43,-0.6025,34,-0.7683
ENSG00000188290,HES4,146,-0.1117,776,3.27861,76,-1.7586,55,-1.7473
ENSG00000187608,ISG15,146,0.40484,144,0.38194,117,0.07164,77,-0.6934
ENSG00000188157,AGRN,146,1.84759,80,0.71614,39,-0.8187,24,-1.2903
ENSG00000078808,SDF4,146,0.76776,182,1.15949,66,-0.9342,88,-0.0972
ENSG00000176022,B3GALT6,146,1.81613,46,-0.2331,46,-0.4315,28,-1.1053
ENSG00000160087,UBE2J2,146,1.61008,55,-0.1027,50,-0.4668,38,-0.7567
ENSG00000131584,ACAP3,146,0.52959,93,-0.2193,115,0.28313,70,-0.7311
ENSG00000127054,INTS11,146,1.38196,117,0.96458,48,-0.8804,45,-0.6528
ENSG00000224051,CPTP,146,2.10425,36,-0.4084,41,-0.3386,14,-1.9865
ENSG00000107404,DVL1,146,0.79751,147,0.80451,69,-0.7888,91,0.00255
ENSG00000175756,AURKAIP1,146,-0.3400,211,0.25115,194,0.23636,151,-0.3312
ENSG00000221978,CCNL2,146,1.15917,108,0.62308,53,-0.9275,75,0.01272
ENSG00000242485,MRPL20,146,-0.3297,152,-0.2680,177,-0.0478,217,0.35874
ENSG00000179403,VWA1,146,1.00662,160,1.17245,24,-2.6556,151,1.30559
ENSG00000205090,TMEM240,146,1.39951,8,-3.1067,80,0.78878,16,-2.3174
ENSG00000160075,SSU72,146,-0.0750,111,-0.5070,165,0.24330,149,-0.0493
ENSG00000228594,FNDC10,146,1.79858,33,-0.7701,56,0.18721,10,-2.7285
ENSG00000197530,MIB2,146,1.67750,50,-0.1938,49,-0.4568,35,-0.8209
ENSG00000008130,NADK,146,2.55642,36,-0.0934,22,-1.3521,24,-0.7795
ENSG00000078369,GNB1,146,-1.4712,339,-0.1722,450,0.64163,333,-0.2292
ENSG00000187730,GABRD,146,0.66833,20,-2.3839,139,1.54981,11,-3.4496
ENSG00000067606,PRKCZ,146,-0.5171,85,-1.3563,280,1.39557,97,-1.2643
ENSG00000162585,FAAP20,146,0.63057,135,0.49562,84,-0.5182,100,-0.0019
ENSG00000157933,SKI,146,1.41710,86,0.47135,42,-1.1608,71,0.17141
ENSG00000157916,RER1,146,0.98637,147,0.99153,55,-1.0534,83,0.03596
ENSG00000157911,PEX10,146,1.90649,8,-2.7986,35,-1.0099,64,0.44674
ENSG00000149527,PLCH2,146,2.66330,15,-1.3608,26,-0.8876,18,-1.2317
ENSG00000157870,PRXL2B,146,1.47896,19,-1.8310,70,0.36732,25,-1.5227
ENSG00000177133,PRDM16-DT,146,3.01020,38,0.28244,20,-1.2362,2,-3.8364
ENSG00000158109,TPRG1L,146,-0.0371,81,-0.9707,199,1.16964,63,-1.4650
ENSG00000130764,LRRC47,146,0.82178,40,-1.2433,104,0.54889,49,-1.0345
ENSG00000196581,AJAP1,146,2.51969,30,-0.3984,32,-0.5353,5,-3.0759
ENSG00000069424,KCNAB2,146,-0.3624,28,-2.8570,259,1.52171,93,-1.1748
ENSG00000116254,CHD5,146,0.32191,11,-3.5813,174,1.70664,27,-2.3991
ENSG00000116251,RPL22,146,-2.2244,1270,1.21856,416,-1.0910,1067,1.09378
ENSG00000116237,ICMT,146,2.07871,49,0.08080,34,-0.8611,27,-0.9346
ENSG00000097021,ACOT7,146,-0.7011,88,-1.4733,319,1.47178,112,-1.2180
ENSG00000171680,PLEKHG5,146,2.31674,22,-1.0266,38,-0.2754,9,-2.4293
ENSG00000162408,NOL9,146,1.92086,44,-0.2282,41,-0.5878,29,-0.9572
ENSG00000162413,KLHL21,146,2.28818,45,0.10290,27,-1.1999,29,-0.6931
ENSG00000007923,DNAJC11,146,1.91028,23,-1.2073,50,-0.0567,19,-1.6553
ENSG00000171735,CAMTA1,146,-0.0022,92,-0.7316,166,0.44661,125,-0.2947
ENSG00000049245,VAMP3,146,1.35999,124,1.05840,22,-2.4835,111,1.02619
ENSG00000049246,PER3,146,2.37561,8,-2.3656,21,-1.6217,54,0.54358
ENSG00000116288,PARK7,146,-1.1816,233,-0.4624,357,0.48197,321,0.05426
ENSG00000162426,SLC45A1,146,2.41794,32,-0.3504,33,-0.5762,9,-2.3181
ENSG00000142599,RERE,146,1.02186,44,-0.9493,78,-0.0704,70,-0.2538
ENSG00000074800,ENO1,146,-2.2647,628,-0.0389,710,0.34242,732,0.24569
ENSG00000142583,SLC2A5,146,1.91494,32,-0.7156,25,-1.7211,76,0.81169
ENSG00000171612,SLC25A33,146,1.91376,14,-1.9323,31,-1.2444,69,0.60366
ENSG00000171603,CLSTN1,146,-1.6676,117,-1.9990,589,1.33749,334,-0.4571
ENSG00000178585,CTNNBIP1,146,1.69998,48,-0.2483,52,-0.2098,24,-1.4186
ENSG00000162441,LZIC,146,2.01394,48,0.00806,32,-1.0809,39,-0.3663
ENSG00000130939,UBE4B,146,2.06762,32,-0.6214,35,-0.7826,34,-0.5828
ENSG00000054523,KIF1B,146,-0.5592,41,-2.4768,252,0.71969,212,0.03788
ENSG00000142657,PGD,146,1.73100,44,-0.3667,40,-0.8930,54,-0.0519
ENSG00000241563,CORT,146,1.08720,0,-7.1189,89,0.49061,53,-0.6719
ENSG00000160049,DFFA,146,2.34960,1,-4.7311,27,-1.1162,45,0.14770
ENSG00000142655,PEX14,146,2.73203,18,-1.0440,23,-1.1511,20,-0.9478
ENSG00000120948,TARDBP,146,1.43697,32,-1.0672,51,-0.6395,71,0.18882
ENSG00000116649,SRM,146,0.48455,110,0.01962,123,0.42610,55,-1.1814
ENSG00000171824,EXOSC10,146,2.34576,35,-0.2673,21,-1.6089,42,0.03719
ENSG00000198793,MTOR,146,2.32826,14,-1.6194,40,-0.1541,8,-2.5600
ENSG00000116661,FBXO2,146,-1.1781,146,-1.1785,236,-0.7740,663,1.65158
ENSG00000132879,FBXO44,146,-0.0297,13,-3.6619,213,1.62737,58,-1.5875
ENSG00000116670,MAD2L2,146,2.71382,34,-0.0622,15,-1.9571,32,-0.2018
ENSG00000011021,CLCN6,146,1.74476,20,-1.5233,51,-0.2347,36,-0.7180
ENSG00000116685,KIAA2013,146,1.86262,60,0.24576,36,-0.9464,38,-0.5324
ENSG00000083444,PLOD1,146,2.04660,93,1.13962,21,-1.9491,42,-0.2020
ENSG00000116688,MFN2,146,1.02978,18,-2.2254,86,0.23894,63,-0.4331
ENSG00000048707,VPS13D,146,1.65839,46,-0.3405,45,-0.7053,50,-0.2541
ENSG00000162496,DHRS3,146,1.29375,72,0.06722,38,-1.5010,107,0.87158
ENSG00000116731,PRDM2,146,1.54091,46,-0.4474,54,-0.3704,43,-0.6094
ENSG00000189337,KAZN,146,1.66397,34,-0.8199,40,-0.9814,67,0.31698
ENSG00000142634,EFHD2,146,0.26841,12,-3.5151,157,0.92370,86,-0.6398
ENSG00000116786,PLEKHM2,146,0.91424,52,-0.7873,77,-0.3002,91,0.12894
ENSG00000065526,SPEN,146,2.02070,88,1.03000,25,-1.5941,36,-0.5077
ENSG00000185519,FAM131C,146,2.90815,15,-1.2309,22,-1.1258,15,-1.3440
ENSG00000055070,SZRD1,146,1.84751,105,1.19807,20,-2.1449,58,0.19536
ENSG00000159363,ATP13A2,146,0.02779,36,-2.0944,192,1.18906,76,-1.0909
ENSG00000117118,SDHB,146,1.07047,89,0.21850,76,-0.0864,43,-1.0081
ENSG00000117115,PADI2,146,1.01812,38,-1.1781,17,-3.1480,226,2.52619
ENSG00000074964,ARHGEF10L,146,2.29207,69,0.79932,27,-1.1723,16,-1.6237
ENSG00000117154,IGSF21,146,1.51861,14,-2.2261,65,0.19230,33,-1.0386
ENSG00000159423,ALDH4A1,146,1.85563,47,-0.1568,29,-1.4818,65,0.43432
ENSG00000127463,EMC1,146,2.35899,71,0.90039,23,-1.4789,20,-1.2015
ENSG00000053372,MRTO4,146,1.61473,52,-0.1841,46,-0.6536,48,-0.3677
ENSG00000053371,AKR7A2,146,1.21343,54,-0.4694,46,-1.1896,110,0.84049
ENSG00000077549,CAPZB,146,-0.7186,291,0.38267,252,0.29795,190,-0.3465
ENSG00000173436,MICOS10,146,-0.8375,256,0.04674,276,0.36270,228,-0.1585
ENSG00000158747,NBL1,146,-0.8514,512,1.22466,268,0.22028,131,-1.1189
ENSG00000162545,CAMK2N1,146,-2.4674,46,-4.1608,1037,1.51208,631,-0.2845
ENSG00000090432,MUL1,146,2.16251,70,0.73505,28,-1.1900,23,-1.1366
ENSG00000158828,PINK1,146,-1.4738,212,-0.9141,485,0.98575,311,-0.3563
ENSG00000244038,DDOST,146,1.83881,77,0.63473,33,-1.1721,40,-0.4629
ENSG00000189410,SH2D5,146,2.62087,0,-6.0662,36,-0.0933,4,-3.5421
ENSG00000127483,HP1BP3,146,-0.0516,130,-0.2441,140,-0.2291,191,0.45078
ENSG00000075151,EIF4G3,146,0.79130,35,-1.4551,102,0.38647,65,-0.6044
ENSG00000076864,RAP1GAP,146,0.40093,41,-1.5666,142,0.81469,67,-0.9290
ENSG00000090686,USP48,146,2.21803,0,-5.9318,37,-0.5117,32,-0.5520
ENSG00000070831,CDC42,146,-0.5432,240,0.24924,209,0.05044,211,0.04346
ENSG00000173372,C1QA,146,-0.5342,1056,3.41615,63,-2.5861,163,-0.4134
ENSG00000159189,C1QC,146,-0.4016,719,2.55496,76,-2.1020,224,0.33240
ENSG00000173369,C1QB,146,-1.2737,1426,2.87047,123,-2.2673,399,0.35150
ENSG00000004487,KDM1A,146,2.16412,14,-1.7835,46,0.05883,8,-2.7668
ENSG00000169641,LUZP1,146,2.04917,78,0.82797,38,-0.6110,5,-3.3431
ENSG00000125944,HNRNPR,146,0.68909,111,0.21860,84,-0.4071,96,-0.0181
ENSG00000142676,RPL11,146,-2.4977,1852,1.58765,421,-1.4712,1337,1.18926
ENSG00000057757,PITHD1,146,0.02363,67,-1.1902,186,1.00217,78,-1.0571
ENSG00000011009,LYPLA2,146,1.63354,92,0.77580,48,-0.5409,21,-1.6747
ENSG00000117305,HMGCL,146,2.48034,25,-0.7098,29,-0.8597,19,-1.2056
ENSG00000189266,PNRC2,146,1.57476,78,0.43118,40,-1.0761,57,-0.0846
ENSG00000188529,SRSF10,146,2.02801,29,-0.7839,39,-0.5964,30,-0.7867
ENSG00000001461,NIPAL3,146,1.37827,1,-5.5219,53,-0.6464,92,0.63977
ENSG00000133226,SRRM1,146,1.23183,47,-0.6633,40,-1.4727,125,1.15825
ENSG00000169504,CLIC4,146,0.81282,368,2.72267,12,-3.9513,119,0.53725
ENSG00000117614,SYF2,146,1.13000,148,1.15501,47,-1.2377,75,-0.0100
ENSG00000117616,RSRP1,146,2.11729,33,-0.5420,24,-1.6151,58,0.44127
ENSG00000183726,TMEM50A,146,1.23836,91,0.39656,43,-1.2994,94,0.54459
ENSG00000117643,MAN1C1,146,2.43830,40,0.01416,24,-1.2621,25,-0.7943
ENSG00000162430,SELENON,146,1.30134,145,1.28648,34,-1.6801,78,0.22397
ENSG00000117640,MTFR1L,146,1.11059,77,0.00924,75,-0.0637,45,-0.9213
ENSG00000117632,STMN1,146,-2.5937,76,-3.5552,1187,1.87156,537,-0.7111
ENSG00000158008,EXTL1,146,1.83740,25,-1.1619,56,0.22798,10,-2.6286
ENSG00000142684,ZNF593,146,1.40245,47,-0.5188,51,-0.7076,70,0.12720
ENSG00000142669,SH3BGRL3,146,-1.0002,497,0.99352,297,0.23898,182,-0.7419
ENSG00000158062,UBXN11,146,2.79893,5,-2.8242,25,-0.9104,18,-1.0941
ENSG00000117682,DHDDS,146,2.24249,38,-0.2126,26,-1.3151,38,-0.2236
ENSG00000198830,HMGN2,146,-0.4693,427,1.34665,119,-1.3074,301,0.85302
ENSG00000117713,ARID1A,146,1.92532,29,-0.8492,46,-0.2686,23,-1.3002
ENSG00000204160,ZDHHC18,146,2.37460,49,0.28151,28,-0.9924,16,-1.5488
ENSG00000090273,NUDC,146,0.10325,143,0.06427,147,0.22896,106,-0.4627
ENSG00000253368,TRNP1,146,1.32400,3,-4.4124,91,1.19499,4,-4.2540
ENSG00000090020,SLC9A1,146,2.90931,0,-5.9110,28,-0.4777,6,-2.7547
ENSG00000142784,WDTC1,146,2.08564,36,-0.3969,34,-0.8887,34,-0.5463
ENSG00000186501,TMEM222,146,0.73961,140,0.66461,85,-0.2900,66,-0.6236
ENSG00000158195,WASF2,146,1.08957,192,1.60120,24,-2.5461,118,0.84155
ENSG00000126705,AHDC1,146,1.72097,37,-0.6325,57,0.07410,16,-2.0303
ENSG00000126709,IFI6,146,0.14450,193,0.60781,110,-0.5694,158,0.30860
ENSG00000117758,STX12,146,0.86496,33,-1.4966,98,0.38092,60,-0.6648
ENSG00000117751,PPP1R8,146,2.52354,16,-1.3473,27,-0.9945,26,-0.7009
ENSG00000117748,RPA2,146,1.47926,32,-1.0579,48,-0.7528,73,0.29115
ENSG00000126698,DNAJC8,146,0.26460,199,0.78706,103,-0.5562,130,0.08468
ENSG00000130770,ATP5IF1,146,-1.4331,137,-1.5328,502,1.31754,261,-0.6138
ENSG00000198492,YTHDF2,146,1.30652,20,-1.8680,74,0.26661,40,-0.9334
ENSG00000116350,SRSF4,146,1.79234,64,0.28803,36,-1.0366,45,-0.3145
ENSG00000116353,MECR,146,2.18505,28,-0.7034,42,-0.1894,8,-2.6562
ENSG00000162511,LAPTM5,146,0.12459,211,0.73917,67,-1.7087,263,1.40547
ENSG00000162512,SDC3,146,-0.4555,137,-0.5537,212,0.29420,204,0.08692
ENSG00000134644,PUM1,146,0.69217,51,-1.0121,118,0.76194,41,-1.4588
ENSG00000121766,ZCCHC17,146,0.42010,63,-0.9237,140,0.80017,56,-1.2135
ENSG00000121769,FABP3,146,0.27983,35,-1.9300,175,1.58045,26,-2.5175
ENSG00000162517,PEF1,146,0.94595,116,0.54687,81,-0.0991,42,-1.1654
ENSG00000084636,COL16A1,146,1.32784,53,-0.3932,37,-1.5240,114,1.04750
ENSG00000121753,ADGRB2,146,-0.4975,66,-1.7132,296,1.87539,55,-2.1380
ENSG00000184007,PTP4A2,146,-0.4921,154,-0.4148,137,-1.0120,404,1.51795
ENSG00000121774,KHDRBS1,146,0.37781,93,-0.3589,108,-0.2295,134,0.26413
ENSG00000025800,KPNA6,146,1.97835,28,-0.8620,42,-0.4553,28,-0.9511
ENSG00000084652,TXLNA,146,1.94056,74,0.66256,28,-1.4295,43,-0.2509
ENSG00000160050,CCDC28B,146,2.82284,30,-0.2342,19,-1.4211,18,-1.1171
ENSG00000084623,EIF3I,146,0.45116,184,0.84059,105,-0.1926,74,-0.7092
ENSG00000175130,MARCKSL1,146,-0.8630,17,-4.0460,188,-0.8301,588,1.89603
ENSG00000160058,BSDC1,146,1.67285,3,-4.1355,54,-0.1784,47,-0.3500
ENSG00000176261,ZBTB8OS,146,1.83408,27,-1.0174,43,-0.6033,43,-0.3592
ENSG00000162521,RBBP4,146,0.98156,38,-1.2050,67,-0.5680,108,0.53763
ENSG00000134684,YARS,146,0.94065,51,-0.7785,102,0.73683,23,-2.0891
ENSG00000160097,FNDC5,146,2.91211,0,-5.3151,30,-0.2898,0,-5.4386
ENSG00000121905,HPCA,146,-0.6275,30,-2.9949,334,2.19742,57,-2.2083
ENSG00000121900,TMEM54,146,1.57041,21,-1.5934,55,-0.2693,48,-0.3765
ENSG00000004455,AK2,146,2.04776,51,0.11907,22,-1.8039,59,0.41689
ENSG00000142920,AZIN2,146,2.94471,0,-5.8927,25,-0.7731,12,-1.6200
ENSG00000134686,PHC2,146,0.59890,205,1.19526,72,-0.9580,104,0.03762
ENSG00000163866,SMIM12,146,1.47779,155,1.58428,49,-0.7039,9,-2.9801
ENSG00000116544,DLGAP3,146,1.45370,14,-2.2415,74,0.55513,20,-1.8867
ENSG00000116560,SFPQ,146,-0.0262,264,0.97443,129,-0.4347,143,-0.0778
ENSG00000146463,ZMYM4,146,2.54917,0,-6.1079,26,-1.0425,34,-0.2105
ENSG00000142687,KIAA0319L,146,1.53854,54,-0.1778,50,-0.5789,49,-0.3947
ENSG00000020129,NCDN,146,-1.4188,111,-1.8385,546,1.97442,149,-1.5180
ENSG00000126067,PSMB2,146,0.53448,49,-1.1826,115,0.27319,92,-0.2583
ENSG00000142686,C1orf216,146,0.89016,24,-1.9701,114,1.13714,18,-2.5119
ENSG00000092847,AGO1,146,2.65995,8,-2.2502,21,-1.3654,34,-0.1356
ENSG00000054116,TRAPPC3,146,1.51399,25,-1.4067,68,0.34149,22,-1.7375
ENSG00000116871,MAP7D1,146,-0.1850,114,-0.5848,174,0.20159,173,0.09870
ENSG00000054118,THRAP3,146,1.02639,150,1.07293,62,-0.7209,56,-0.6114
ENSG00000181817,LSM10,146,1.76990,45,-0.3092,45,-0.5417,36,-0.7235
ENSG00000116898,MRPS15,146,1.53217,34,-0.8957,53,-0.4078,51,-0.3185
ENSG00000163875,MEAF6,146,0.86330,108,0.33927,91,0.11677,40,-1.3191
ENSG00000185090,MANEAL,146,2.64969,0,-6.0506,35,-0.1682,5,-3.1152
ENSG00000197982,C1orf122,146,-0.8808,185,-0.5207,226,-0.3831,423,1.02034
ENSG00000183431,SF3A3,146,1.99710,46,-0.0756,37,-0.7409,29,-0.8950
ENSG00000183520,UTP11,146,2.36898,59,0.58568,23,-1.4209,24,-0.9171
ENSG00000116954,RRAGC,146,1.76048,87,0.78472,48,-0.3753,8,-2.9968
ENSG00000174574,AKIRIN1,146,1.08183,70,-0.1715,75,-0.1086,54,-0.6505
ENSG00000168653,NDUFS5,146,-1.7621,319,-0.5779,595,1.04554,343,-0.5162
ENSG00000127603,MACF1,146,0.12371,186,0.52046,104,-0.7423,184,0.58797
ENSG00000090621,PABPC4,146,0.75199,138,0.65366,60,-1.1804,129,0.62800
ENSG00000116983,HPCAL4,146,-0.8573,28,-3.2758,366,1.73301,132,-1.1128
ENSG00000084072,PPIE,146,2.24525,43,-0.0314,36,-0.5673,12,-2.1285
ENSG00000131236,CAP1,146,-0.0267,203,0.51695,146,-0.0661,130,-0.2401
ENSG00000131238,PPT1,146,0.53084,122,0.22261,83,-0.7060,137,0.48678
ENSG00000084073,ZMPSTE24,146,2.01298,38,-0.3729,28,-1.3376,53,0.18933
ENSG00000084070,SMAP2,146,0.32041,87,-0.5088,140,0.55478,74,-0.8499
ENSG00000117016,RIMS3,146,1.23839,25,-1.5769,81,0.46493,31,-1.3792
ENSG00000066136,NFYC,146,2.35886,36,-0.1989,33,-0.6705,13,-1.8975
ENSG00000179862,CITED4,146,2.37465,78,1.08287,18,-1.9677,28,-0.6373
ENSG00000198815,FOXJ3,146,1.77433,23,-1.2997,51,-0.1567,30,-1.0189
ENSG00000177181,RIMKLA,146,2.70488,1,-4.6646,34,-0.1927,3,-3.5576
ENSG00000127125,PPCS,146,1.23835,74,0.05406,71,0.00903,32,-1.3579
ENSG00000065978,YBX1,146,0.00167,449,2.04623,70,-1.7679,184,0.44327
ENSG00000164008,C1orf50,146,2.53534,43,0.17910,23,-1.2778,20,-1.1267
ENSG00000177868,SVBP,146,2.14809,32,-0.5393,31,-1.0351,38,-0.3279
ENSG00000117394,SLC2A1,146,-0.4844,1252,4.22120,41,-3.2615,92,-1.3176
