med_cl	mediator	outcome	fdr	logFC	t	fdr_med	logFC_med	t_med	design	model	source_dir	run_hash
LCAstro	AGT	MMD2	0.0450167059709109	3.35657406939932	3.52860095177108	0.431201820949701	1.36936581803167	2.51368786947752	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	AGT	TSHZ2	0.0777171137023979	2.01547132023674	3.06724099557148	0.745318288958727	0.63828044493903	1.26530378746836	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	CBX6	BRINP2	0.080954908504164	0.943730785504371	3.02178133868673	0.59876513267746	0.239885032129488	0.957908008791497	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	CBX6	ENSG00000237994	0.0972028351708375	-1.58879504091252	-2.86438474990781	0.4064956483917	-0.581443595423631	-1.46117802332873	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	CBX6	LINC01414	0.0884244970067076	2.71118215400696	2.95681423961597	0.574509027489617	0.650326762529309	1.01372219872478	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	CBX6	LINC03021	0.0770900061718273	2.18737288454577	3.08125180327864	0.316957665358888	0.914140146608396	1.78331359321979	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	CBX6	PLCG2	0.0785254809031755	2.19794713020562	3.05677598596483	0.810356177918639	0.246818554511751	0.475795678144222	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	CBX6	TBCB	0.0854452556070458	-0.872177890258709	-2.9737205989181	0.360743854822558	-0.338593800976131	-1.61631559617212	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	CELF4	ENSG00000282885	0.0209235595640953	2.75612592707739	4.29106272861048	0.869780165996625	-0.26854375118057	-0.47132499194155	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	CELF4	PLCG2	0.0785254809031755	2.19794713020562	3.05677598596483	0.531624423104157	-0.935584463659168	-1.6456274420819	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	FAM133A	ENSG00000282885	0.0209235595640953	2.75612592707739	4.29106272861048	0.767465923013736	0.331574331696494	0.638926976755938	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	FAM133A	PLCG2	0.0785254809031755	2.19794713020562	3.05677598596483	0.950963637855723	0.102130826981021	0.160306802585206	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	G6PD	CPAMD8	0.058806457359275	2.40236368430909	3.31083086596505	0.226240054081886	1.39244315592709	1.9817265668257	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	G6PD	FTL	0.0604483749036175	-1.18356927827696	-3.28391534398521	0.231805055578182	-0.612770593401902	-1.96062798010898	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	G6PD	GPR37L1	0.0604483749036175	-1.06216128442882	-3.28428503157328	0.154055966252206	-0.592584081982389	-2.29834215998469	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	G6PD	SYNGR2	0.0524361367268746	-1.66089966793908	-3.39722262059378	0.550176507191473	-0.530224518533716	-1.07253350268715	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	GABRG1	MMD2	0.0450167059709109	3.35657406939932	3.52860095177108	0.198284005039913	1.43306415072826	3.18856171680971	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	IGSF8	ENSG00000282885	0.0209235595640953	2.75612592707739	4.29106272861048	0.348110768540078	-1.84932274338611	-2.55637143537303	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	KIF3A	PLCG2	0.0785254809031755	2.19794713020562	3.05677598596483	0.326343305955999	0.92701452617681	1.87680849387554	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	MOBP	KALRN	0.0367849213843581	1.4392955673527	3.73093558563785	0.22252022922261	0.880844328500042	2.94842901636261	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	MOBP	MIAT	0.0389885762665658	2.80455486599655	3.67097822383899	0.335283628666629	1.46247533768754	2.40530218517592	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	MOBP	MYT1L	0.0549200703010011	1.59836945520529	3.36304417485278	0.313946391329398	0.880383045317286	2.49793832738654	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	MOBP	NDRG4	0.0399933616203994	1.93613031550575	3.63739158232904	0.129313765767157	1.40717863273962	3.83743672917249	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	MOBP	SPTBN4	0.0891210056232443	1.24589910029866	2.93062317060076	0.529709880244515	0.52545545008448	1.65009265696195	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	MTRNR2L3	ENSG00000282885	0.0209235595640953	2.75612592707739	4.29106272861048	0.238181527378312	0.807590093108757	2.15399031835203	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	MTRNR2L3	PLCG2	0.0785254809031755	2.19794713020562	3.05677598596483	0.734589853775299	0.316791068919872	0.664539020159867	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	MTURN	CNTNAP5	0.0830217526305979	1.83081571191537	3.00126780706801	0.176391080827449	1.1939645790898	2.49910588433976	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	MTURN	GABRA5	0.0873596674333656	1.92909052942256	2.95083506280105	0.113351106381038	1.58383943640117	2.9391482265699	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	MTURN	KCNH7	0.0710660383450453	2.24657841079627	3.15048836682479	0.100335019412604	1.67051655789916	3.04332813793548	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	MTURN	NREP	0.0755662446481741	1.70354811651625	3.09567366480255	0.109966535975104	1.62260732054927	2.96581476431165	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	RFTN2	GSG1L	0.040042789698979	2.61088909777714	3.63115647604082	0.704126536660272	0.607217009789189	1.0173625370125	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	SLC1A3	ATCAY	0.0980579866981076	1.70443735438196	2.84921367186614	0.885887701402405	0.357127584799398	0.816981841145268	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	SLC1A3	IGSF9B	0.0712639281998622	2.15581850207586	3.14853729058914	0.998449401457073	-0.00543685149511219	-0.00966298915895721	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	SLC1A3	MIR9-1HG	0.0803344322183655	1.26970546225686	3.03264745453361	0.958675915507625	0.119208450248967	0.345488956296013	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	SLC1A3	MMD2	0.0450167059709109	3.35657406939932	3.52860095177108	0.715260141000296	0.799141463143695	1.62233127357943	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	SLC1A3	PRRX1	0.0345908417426132	2.73688628136667	3.78857163411659	0.899807703356724	0.494266547184001	0.726945747066045	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	SLC1A3	TSHZ2	0.0777171137023979	2.01547132023674	3.06724099557148	0.961740393409492	0.18785203252353	0.327350938103636	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
LCAstro	SLC7A11	IGSF9B	0.0712639281998622	2.15581850207586	3.14853729058914	0.714797051139487	0.641958958732421	1.27955509447577	blue	LC_ERC	out-lc_astro	b4560b6bbaf4d146168cb1a9de0988ee
