Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000109670,FBXW7,74,-2.0162,130,-1.1721,330,0.34512,330,0.41002,276,0.00519,349,0.38767
ENSG00000109654,TRIM2,324,0.17979,151,-1.0232,273,-0.1123,314,0.17798,300,0.05432,347,0.29300
ENSG00000145428,RNF175,14,-1.7191,21,-1.1570,31,-0.6213,66,0.99307,34,-0.3783,66,0.68334
ENSG00000171566,PLRG1,23,-0.1343,25,-0.0274,16,-0.8254,26,0.06606,26,0.00650,45,0.95014
ENSG00000164114,MAP9,47,-1.0264,67,-0.4652,78,-0.2734,132,0.92603,72,-0.3606,75,-0.3018
ENSG00000164116,GUCY1A1,14,-0.2945,9,-0.9062,6,-1.6298,30,1.43775,19,0.21223,9,-1.0033
ENSG00000260244,AC104083.1,15,-0.2689,9,-0.9869,8,-1.2905,29,1.35248,26,0.63329,3,-2.6962
ENSG00000061918,GUCY1B1,15,-3.5718,96,-0.8181,91,-0.9770,267,1.30711,184,0.21820,169,0.07960
ENSG00000109738,GLRB,11,-3.8187,53,-1.5059,107,-0.4670,188,0.70155,168,0.30788,246,0.95721
ENSG00000120251,GRIA2,60,-2.3805,127,-1.2688,308,0.13366,306,0.14032,308,0.11497,554,1.12377
ENSG00000164125,GASK1B,61,1.26073,24,-0.3121,38,0.52815,1,-4.9532,44,0.69103,53,1.02195
ENSG00000164124,TMEM144,387,3.92701,31,-1.1699,31,-1.2427,17,-2.3265,23,-1.5724,31,-1.1498
ENSG00000171509,RXFP1,4,-2.2235,5,-2.1342,27,0.50450,10,-1.3838,31,0.66284,62,1.99026
ENSG00000171503,ETFDH,12,-0.2562,8,-0.7935,15,0.13694,13,-0.1118,24,0.85716,12,-0.2027
ENSG00000171497,PPID,31,-1.1531,33,-1.0531,71,0.16310,80,0.48243,63,-0.0445,75,0.23483
ENSG00000052795,FNIP2,33,-0.2766,20,-0.9943,29,-0.5399,41,0.10530,60,0.72831,57,0.62775
ENSG00000109756,RAPGEF2,28,-1.3608,44,-0.6566,60,-0.1924,80,0.39068,70,0.07795,101,0.68757
ENSG00000145416,MARCH1,31,1.48373,13,-0.0360,12,-0.1263,2,-2.6925,10,-0.3538,31,1.52049
ENSG00000170088,TMEM192,15,-0.5834,24,0.11046,18,-0.3519,28,0.49938,21,-0.1313,21,-0.0970
ENSG00000109466,KLHL2,86,0.24656,38,-1.0428,58,-0.4319,65,-0.2711,75,0.01491,156,1.28747
ENSG00000052802,MSMO1,40,-1.5021,69,-0.7028,66,-0.8496,156,0.91183,136,0.39143,120,0.17903
ENSG00000109472,CPE,618,-1.3990,1165,-0.4239,2173,0.70639,1098,-0.6546,2005,0.45967,2239,0.64815
ENSG00000196104,SPOCK3,230,1.82539,46,-0.9213,74,-0.2157,67,-0.4328,68,-0.3228,54,-0.6773
ENSG00000129116,PALLD,25,0.70306,24,0.60471,16,-0.0074,13,-0.4498,18,0.18354,8,-1.0329
ENSG00000145439,CBR4,22,0.12620,13,-0.6597,15,-0.5391,25,0.45473,10,-1.1100,33,0.82168
ENSG00000154447,SH3RF1,17,-0.6556,17,-0.6179,26,0.02164,38,0.93322,18,-0.5803,14,-0.9502
ENSG00000137601,NEK1,25,0.70045,22,0.44213,15,-0.1436,15,-0.1152,11,-0.6234,13,-0.3444
ENSG00000109572,CLCN3,77,-0.5265,52,-1.1232,88,-0.3572,151,0.82786,93,-0.2197,112,0.07532
ENSG00000056050,HPF1,37,-0.4274,23,-1.1352,50,0.06127,60,0.48252,53,0.13138,44,-0.1737
ENSG00000198948,MFAP3L,55,1.26573,18,-0.6121,27,0.06289,22,-0.3115,27,0.02493,15,-0.8839
ENSG00000164104,HMGB2,26,0.62550,19,0.12383,23,0.47870,15,-0.2630,7,-1.2994,14,-0.3161
ENSG00000164105,SAP30,21,0.50859,12,-0.3990,25,0.92092,12,-0.4968,7,-1.1047,13,-0.2549
ENSG00000164106,SCRG1,197,0.95761,82,-0.5008,174,0.88706,67,-0.9851,101,-0.1669,76,-0.6051
ENSG00000150625,GPM6A,467,-1.8929,962,-0.7992,1776,0.20268,1419,-0.2460,2351,0.64754,2766,0.93283
ENSG00000150627,WDR17,6,-3.0223,31,-0.5961,34,-0.5573,46,-0.0147,104,1.40764,69,0.66881
ENSG00000129128,SPCS3,44,-0.2987,29,-0.9381,36,-0.6451,54,0.05487,79,0.67488,87,0.84958
ENSG00000038002,AGA,30,0.88901,9,-1.0326,18,0.05272,18,0.09744,13,-0.4611,15,-0.2672
ENSG00000218336,TENM3,7,-3.0335,35,-0.7472,56,-0.0379,59,0.08832,38,-0.6432,143,1.61419
ENSG00000129187,DCTD,23,-1.1051,28,-0.8074,51,0.14908,56,0.41707,54,0.22583,46,-0.0170
ENSG00000168556,ING2,14,-0.0280,10,-0.5961,18,0.38576,12,-0.3396,17,0.22031,17,0.28625
ENSG00000168538,TRAPPC11,11,-1.4239,14,-1.0520,27,-0.0113,26,-0.1302,44,0.79627,46,0.86856
ENSG00000173320,STOX2,44,-0.1442,33,-0.6130,55,0.25060,44,-0.2048,45,-0.1108,71,0.63800
ENSG00000151726,ACSL1,68,1.43832,12,-1.3675,31,0.08569,19,-0.8568,23,-0.3795,44,0.65108
ENSG00000151729,SLC25A4,85,-2.1839,241,-0.6095,296,-0.3260,526,0.97050,327,-0.1286,365,0.04733
ENSG00000164323,CFAP97,45,0.86853,19,-0.5434,21,-0.4254,27,0.00424,30,0.21514,24,-0.1849
ENSG00000109762,SNX25,3,-3.2307,11,-1.4461,37,0.52197,29,0.08860,40,0.58646,38,0.46248
ENSG00000186352,ANKRD37,6,-1.1470,13,0.02021,7,-0.9261,17,0.78523,11,-0.1357,16,0.36133
ENSG00000109775,UFSP2,5,-2.2169,15,-0.5408,28,0.49243,20,-0.1151,29,0.49079,28,0.41360
ENSG00000154556,SORBS2,20,-1.9975,34,-1.2181,101,0.58489,74,-0.0164,61,-0.3280,134,0.97555
ENSG00000109794,FAM149A,11,-1.2139,25,0.02190,29,0.31481,22,-0.1621,35,0.61017,23,-0.0920
ENSG00000083857,FAT1,32,1.36198,14,-0.0121,16,0.19881,7,-1.3419,25,0.92192,5,-1.4631
ENSG00000109536,FRG1,56,0.29152,29,-0.7219,37,-0.4047,55,0.36253,37,-0.3723,59,0.38096
ENSG00000164366,CCDC127,18,-0.5837,26,-0.0318,26,-0.0491,28,0.09991,34,0.40846,26,-0.0687
ENSG00000073578,SDHA,61,-1.2168,93,-0.5585,152,0.26257,166,0.51452,106,-0.3545,131,-0.0198
ENSG00000249915,PDCD6,73,-0.9446,90,-0.6281,108,-0.3861,169,0.53693,137,0.03972,181,0.50301
ENSG00000180104,EXOC3,32,-0.6922,33,-0.6238,38,-0.4523,56,0.30600,73,0.64946,60,0.31388
ENSG00000171368,TPPP,351,0.62409,183,-0.4387,261,0.14721,185,-0.5416,244,0.01978,316,0.44625
ENSG00000028310,BRD9,51,0.56878,22,-0.7304,26,-0.5770,50,0.77746,17,-1.1515,32,-0.2021
ENSG00000049656,CLPTM1L,46,-1.0592,47,-1.0270,64,-0.6163,120,0.67628,93,0.04665,138,0.71279
ENSG00000153395,LPCAT1,14,-1.7573,32,-0.5397,41,-0.2027,65,0.83988,38,-0.3027,50,0.15243
ENSG00000171421,MRPL36,48,-0.2322,38,-0.6171,78,0.67188,56,0.02210,46,-0.2978,43,-0.3983
ENSG00000145494,NDUFS6,240,0.13291,223,0.01019,243,0.17778,209,-0.1246,232,0.07369,185,-0.2905
ENSG00000164151,ICE1,25,-0.3427,21,-0.5862,38,0.38714,31,0.01365,31,-0.0279,33,0.08062
ENSG00000133398,MED10,33,-1.1876,49,-0.5702,69,-0.0377,75,0.13862,89,0.37443,100,0.58747
ENSG00000215218,UBE2QL1,17,-3.2246,71,-1.1792,188,0.42076,139,-0.1681,231,0.71401,244,0.80976
ENSG00000037474,NSUN2,11,-0.4788,11,-0.5909,9,-0.8885,20,0.56847,16,-0.0017,24,0.71849
ENSG00000145545,SRD5A1,10,-1.7792,21,-0.7334,36,0.16415,43,0.59402,27,-0.3259,39,0.27829
ENSG00000112941,TENT4A,15,-0.6047,10,-1.2507,26,0.25195,23,0.03997,23,0.05255,34,0.67109
ENSG00000078295,ADCY2,35,-1.2022,58,-0.4158,90,0.32566,95,0.50698,73,-0.0554,52,-0.5959
ENSG00000215217,C5orf49,19,0.39542,21,0.54675,13,-0.3251,13,-0.2614,11,-0.5178,20,0.42893
ENSG00000124275,MTRR,32,1.22618,9,-0.8336,13,-0.3010,16,0.12183,12,-0.3379,11,-0.5714
ENSG00000247516,MIR4458HG,49,0.81696,33,0.18063,40,0.56567,18,-0.9697,34,0.21041,18,-0.7650
ENSG00000112902,SEMA5A,38,-0.3118,33,-0.5670,60,0.47290,19,-1.6229,60,0.40731,112,1.52745
ENSG00000150753,CCT5,59,-1.1301,58,-1.1635,110,-0.1908,176,0.88201,72,-0.8301,163,0.47089
ENSG00000164237,CMBL,22,-0.4663,21,-0.5056,27,-0.1372,34,0.30739,41,0.53496,25,-0.2632
ENSG00000145495,MARCH6,120,-0.9156,144,-0.6437,167,-0.4581,270,0.51568,259,0.30225,274,0.39539
ENSG00000164236,ANKRD33B,7,-1.5341,10,-0.9268,15,-0.3766,21,0.26703,20,0.11807,37,1.18621
ENSG00000112977,DAP,34,0.26680,29,-0.0103,37,0.49225,26,-0.2319,24,-0.2986,21,-0.4978
ENSG00000169862,CTNND2,185,-0.1372,221,0.15599,183,-0.1733,172,-0.3225,295,0.64071,226,0.19017
ENSG00000038382,TRIO,19,-1.8718,45,-0.6170,59,-0.2190,77,0.31694,100,0.67843,86,0.42873
ENSG00000154122,ANKH,78,-0.3337,60,-0.7562,113,0.29176,88,-0.1890,84,-0.2201,157,0.81196
ENSG00000183654,MARCH11,0,-6.8552,7,-0.7965,9,-0.3436,20,1.41405,4,-1.3976,14,0.27589
ENSG00000173545,ZNF622,22,-0.5661,31,0.02296,32,0.07418,36,0.31287,19,-0.7204,35,0.18697
ENSG00000154153,RETREG1,92,0.52782,16,-2.1409,59,-0.2191,35,-1.2115,83,0.35745,185,1.82581
ENSG00000145555,MYO10,151,2.18508,55,0.30394,51,0.19807,16,-1.8735,39,-0.2573,17,-1.5012
ENSG00000176788,BASP1,233,-2.3871,610,-0.9424,1610,0.73442,978,-0.2673,1163,0.07505,1835,0.84676
ENSG00000248455,LINC02217,34,-0.5681,40,-0.3053,59,0.38463,40,-0.4109,44,-0.1516,81,0.85371
ENSG00000145526,CDH18,6,-2.3408,11,-1.4831,25,-0.3071,36,0.42498,35,0.27152,57,1.11240
ENSG00000286961,AC091938.1,9,-0.4711,29,1.53311,3,-2.1037,19,1.09979,5,-1.3217,2,-2.3222
ENSG00000040731,CDH10,12,-1.7570,24,-0.7649,26,-0.7345,36,-0.2082,70,0.93553,92,1.44755
ENSG00000113360,DROSHA,13,-1.0909,21,-0.3833,21,-0.4758,31,0.33623,35,0.44065,38,0.54982
ENSG00000082213,C5orf22,5,-1.8523,10,-0.9838,26,0.55743,21,0.21705,23,0.32309,19,-0.0415
ENSG00000133401,PDZD2,32,0.49750,19,-0.3461,22,-0.1743,13,-1.0975,47,1.14550,33,0.52446
ENSG00000113384,GOLPH3,32,-0.2793,30,-0.3616,24,-0.7992,48,0.53029,36,-0.0938,52,0.52860
ENSG00000150712,MTMR12,14,-0.6134,9,-1.2996,23,0.24986,20,-0.0539,21,0.05069,34,0.84006
ENSG00000056097,ZFR,87,-0.1495,71,-0.4570,93,-0.0424,97,0.04530,114,0.29219,107,0.19265
ENSG00000113387,SUB1,191,-1.0701,261,-0.5912,352,-0.1322,437,0.32367,511,0.49559,428,0.20169
ENSG00000113407,TARS,19,-0.5473,20,-0.4589,12,-1.3844,38,0.80253,26,-0.0666,41,0.67880
ENSG00000113456,RAD1,14,-0.2120,10,-0.8007,17,0.00319,19,0.35286,13,-0.4028,20,0.34427
ENSG00000113460,BRIX1,24,0.42427,7,-1.5165,17,-0.1671,19,0.10545,23,0.35197,20,0.18334
ENSG00000168724,DNAJC21,35,0.37562,17,-0.7550,19,-0.6023,37,0.70106,34,0.35144,11,-1.3357
ENSG00000164187,LMBRD2,32,-1.5154,37,-1.3219,54,-0.8187,95,0.20566,121,0.54739,197,1.42196
ENSG00000152620,NADK2,24,-0.5088,30,-0.1232,26,-0.4093,31,-0.1345,59,1.00858,37,0.19720
ENSG00000079215,SLC1A3,197,-0.2358,290,0.38918,318,0.64474,66,-2.2327,663,1.92290,76,-1.7071
ENSG00000285967,NIPBL-DT,40,0.71601,22,-0.2526,24,-0.1711,19,-0.6309,19,-0.4616,49,1.04478
ENSG00000164190,NIPBL,52,1.48894,16,-0.5290,17,-0.4261,22,-0.0160,13,-0.8396,18,-0.3549
ENSG00000197603,CPLANE1,21,0.14098,13,-0.6143,13,-0.6616,24,0.52264,25,0.42609,15,-0.3633
ENSG00000082068,WDR70,17,-0.1131,13,-0.5923,9,-1.1221,21,0.26932,32,0.89853,23,0.36666
ENSG00000113594,LIFR,74,1.37868,21,-0.7234,48,0.73101,21,-0.8700,6,-2.4125,37,0.19124
ENSG00000164327,RICTOR,47,1.03098,7,-1.9176,20,-0.3930,27,0.15791,36,0.58528,16,-0.7360
ENSG00000113638,TTC33,15,-1.6223,21,-1.0921,35,-0.3618,60,0.78441,40,-0.1189,62,0.58358
ENSG00000132356,PRKAA1,16,-0.3762,9,-1.2675,17,-0.3257,27,0.67908,17,-0.2664,25,0.36174
ENSG00000145592,RPL37,3911,1.79957,1883,0.45128,1353,-0.1050,882,-0.9524,887,-0.7590,862,-0.8035
ENSG00000182836,PLCXD3,13,-1.9602,31,-0.6712,49,0.04347,65,0.73929,55,0.23894,36,-0.4259
ENSG00000083720,OXCT1,35,-2.3013,84,-1.0160,162,0.02060,220,0.74619,126,-0.3857,215,0.48510
ENSG00000205765,C5orf51,26,0.91341,5,-1.6357,12,-0.4065,18,0.41840,17,0.15645,9,-0.7187
ENSG00000250722,SELENOP,642,4.18536,42,-1.3886,39,-1.5998,26,-2.4348,46,-1.2364,35,-1.6350
ENSG00000172262,ZNF131,11,-0.9265,12,-0.8560,29,0.61126,24,0.30658,15,-0.4916,20,-0.0744
ENSG00000177453,NIM1K,12,-0.4040,12,-0.2877,14,-0.1135,17,0.19958,10,-0.6100,23,0.72706
ENSG00000112972,HMGCS1,44,-1.9883,108,-0.6520,100,-0.8432,262,1.20523,190,0.25099,137,-0.2789
ENSG00000172239,PAIP1,64,0.05643,29,-1.1809,58,-0.1310,67,0.17735,72,0.24265,76,0.32976
ENSG00000248092,NNT-AS1,49,1.09539,14,-0.9215,22,-0.2622,22,-0.2915,26,0.00485,31,0.30081
ENSG00000112992,NNT,22,-1.6973,48,-0.5150,74,0.19672,74,0.23748,83,0.35333,76,0.22165
ENSG00000251141,MRPS30-DT,8,-0.6923,9,-0.5347,10,-0.4291,21,1.16218,3,-2.0736,14,0.08131
ENSG00000112996,MRPS30,13,-1.6252,26,-0.5790,37,-0.0533,50,0.67157,16,-1.3500,61,0.79146
ENSG00000272335,AC093297.2,3,-2.3893,20,0.27059,14,-0.2425,23,0.71991,6,-1.4063,23,0.54780
ENSG00000164588,HCN1,4,-4.3429,17,-2.1564,45,-0.8281,148,2.05462,32,-1.2440,67,-0.1251
ENSG00000151883,PARP8,8,-1.1969,16,-0.2270,22,0.35148,21,0.35371,18,-0.0511,14,-0.3887
ENSG00000152684,PELO,5,-1.7008,6,-1.2638,13,-0.2770,12,-0.5030,30,1.14969,34,1.37453
ENSG00000164172,MOCS2,57,-0.9412,76,-0.4868,114,0.17384,124,0.40631,93,-0.1723,107,0.05382
ENSG00000164258,NDUFS4,61,-0.7959,67,-0.6553,111,0.16041,117,0.30406,111,0.14213,105,0.04700
ENSG00000185305,ARL15,5,-1.9722,9,-1.2101,11,-1.0940,36,1.41140,23,0.16332,20,-0.0728
ENSG00000169271,HSPB3,1,-4.1264,11,-0.8872,25,0.51324,35,1.59021,3,-2.8296,3,-2.4894
ENSG00000067248,DHX29,25,0.51339,12,-0.6053,11,-0.9164,22,0.38702,15,-0.3144,26,0.54787
ENSG00000039123,MTREX,23,-0.5782,18,-0.9794,25,-0.5507,44,0.62207,29,-0.2605,52,0.71804
ENSG00000067113,PLPP1,52,0.50888,32,-0.2934,36,-0.0733,43,0.28661,21,-0.9301,35,-0.1305
ENSG00000134352,IL6ST,134,0.77342,74,-0.2215,90,0.12685,73,-0.2995,95,0.18962,57,-0.6105
ENSG00000062194,GPBP1,76,0.12512,55,-0.3966,49,-0.6403,76,0.15196,93,0.45006,86,0.32531
ENSG00000249436,AC008780.1,10,-0.5447,14,0.08449,10,-0.5217,4,-2.1848,6,-1.2246,62,2.93205
ENSG00000145632,PLK2,4,-4.4308,37,-1.1775,42,-1.0867,81,0.03266,146,1.03131,202,1.64757
ENSG00000152932,RAB3C,34,-2.2751,92,-0.7836,146,-0.0723,209,0.76865,219,0.61077,100,-0.6630
ENSG00000113448,PDE4D,8,-1.3810,10,-1.1373,21,0.00198,23,0.17084,27,0.38076,34,0.79130
ENSG00000152931,PART1,3,-2.1797,6,-1.2959,15,0.10132,13,-0.1521,21,0.65679,28,1.13303
ENSG00000164182,NDUFAF2,45,-0.4102,70,0.28028,60,0.03021,65,0.22502,53,-0.1624,46,-0.3906
ENSG00000188725,SMIM15,20,0.34862,18,0.14818,22,0.52012,14,-0.3023,12,-0.4477,11,-0.5647
ENSG00000130449,ZSWIM6,35,0.98328,9,-1.2460,20,0.03954,20,0.05749,14,-0.4982,18,-0.1501
ENSG00000068796,KIF2A,41,0.34914,27,-0.3356,28,-0.3361,27,-0.4472,49,0.65457,47,0.55574
ENSG00000086189,DIMT1,16,-0.3906,11,-0.9449,15,-0.4885,22,0.17726,19,-0.0847,40,1.14177
ENSG00000086200,IPO11,12,-0.4188,4,-1.8257,13,-0.2392,17,0.26777,17,0.18305,26,0.86560
ENSG00000248285,AC122707.1,3,-2.3447,8,-0.9142,8,-1.0715,9,-1.0326,66,2.78607,19,0.31653
ENSG00000153006,SREK1IP1,57,1.09621,20,-0.6452,21,-0.5740,23,-0.5481,38,0.38405,43,0.59712
ENSG00000153015,CWC27,44,1.05758,26,0.16828,24,0.03930,20,-0.3227,19,-0.3335,14,-0.7867
ENSG00000113595,TRIM23,33,-1.2029,28,-1.4341,58,-0.3959,79,0.19684,97,0.47788,139,1.11709
ENSG00000113597,TRAPPC13,18,-0.8924,17,-0.9852,27,-0.3269,42,0.63155,41,0.42443,32,0.01066
ENSG00000197860,SGTB,26,-2.3300,85,-0.5643,106,-0.2387,189,1.10729,98,-0.3447,103,-0.2574
ENSG00000123213,NLN,17,0.35055,14,0.03476,5,-1.6451,18,0.51981,15,0.09037,16,0.26147
ENSG00000112851,ERBIN,227,2.67291,63,0.17284,41,-0.5704,22,-1.7553,43,-0.4192,29,-1.0456
ENSG00000153914,SREK1,63,1.08849,21,-0.7328,26,-0.4502,34,0.02004,32,-0.0369,30,-0.1370
ENSG00000069020,MAST4,12,-1.6890,20,-0.9793,29,-0.4396,52,0.77298,37,-0.0148,54,0.58845
ENSG00000145675,PIK3R1,71,-1.2898,103,-0.7226,143,-0.2478,209,0.57097,174,0.10229,210,0.41075
ENSG00000145740,SLC30A5,18,-0.4633,12,-1.0053,25,0.11114,27,0.28518,23,-0.0337,29,0.32033
ENSG00000134056,MRPS36,46,-0.9278,49,-0.8255,78,-0.1283,102,0.45603,117,0.56239,77,-0.1292
ENSG00000134058,CDK7,12,-0.3817,10,-0.6631,14,-0.2218,19,0.40537,7,-1.2520,28,0.94769
ENSG00000085231,AK6,35,-0.8529,46,-0.4403,79,0.52172,54,-0.2209,75,0.34020,67,0.16886
ENSG00000273841,TAF9,36,-1.3956,51,-0.8555,94,0.10123,110,0.49246,90,0.02957,103,0.24911
ENSG00000152942,RAD17,12,-0.7277,6,-1.7514,11,-1.0083,22,0.19220,41,1.23804,32,0.79643
ENSG00000145734,BDP1,75,0.94412,37,-0.2369,41,-0.0707,35,-0.3778,44,0.05733,40,-0.1163
ENSG00000164326,CARTPT,3,-3.8561,15,-1.5817,18,-1.4857,108,3.29883,4,-3.4240,6,-2.9265
ENSG00000131711,MAP1B,875,-0.9225,1092,-0.5795,1329,-0.3057,2138,0.72836,1348,-0.2479,1767,0.19104
ENSG00000113048,MRPS27,16,-1.4935,22,-0.9853,42,0.01961,45,0.17242,61,0.64302,56,0.49527
ENSG00000083312,TNPO1,48,0.57544,18,-0.9679,24,-0.6009,32,-0.0657,60,0.96973,31,-0.1000
ENSG00000249743,AC116345.1,1,-3.0392,9,-0.4966,2,-2.6711,34,3.37071,1,-3.2191,1,-3.7065
ENSG00000145741,BTF3,285,0.63251,143,-0.4954,245,0.44101,164,-0.3543,158,-0.3336,185,-0.0858
ENSG00000164331,ANKRA2,14,0.03809,7,-1.0860,10,-0.5327,17,0.34935,10,-0.4530,25,0.93534
ENSG00000171617,ENC1,71,-4.2416,606,-1.0743,817,-0.6833,2060,1.41232,1227,0.03290,1104,-0.1380
ENSG00000049860,HEXB,23,-0.4006,12,-1.3684,18,-0.8372,42,0.84687,24,-0.3170,44,0.65831
ENSG00000164347,GFM2,4,-2.7867,20,-0.4083,28,0.16261,35,0.68288,14,-0.9716,35,0.48195
ENSG00000164346,NSA2,308,1.18524,134,-0.2224,102,-0.7249,135,-0.2709,176,0.21465,159,0.05395
ENSG00000198780,FAM169A,17,-1.6908,29,-0.9185,50,-0.0644,67,0.56921,56,0.11853,66,0.38964
ENSG00000113161,HMGCR,14,-2.8277,51,-0.9442,54,-0.9321,144,1.10585,124,0.47455,104,0.19453
ENSG00000113163,CERT1,29,-1.3097,43,-0.7176,93,0.62958,80,0.37818,44,-0.6601,65,-0.0515
ENSG00000122008,POLK,26,0.89638,8,-0.9532,15,-0.0385,13,-0.2861,12,-0.3401,21,0.52324
ENSG00000145708,CRHBP,18,-0.9213,6,-2.3938,24,-0.5781,71,2.27800,4,-2.9587,9,-1.9970
ENSG00000164252,AGGF1,34,-0.3144,38,-0.1420,38,-0.1681,45,0.18324,43,0.04280,48,0.23143
ENSG00000113231,PDE8B,18,-0.7562,26,-0.1833,28,-0.0844,33,0.27890,41,0.55586,22,-0.3943
ENSG00000164253,WDR41,28,-0.2844,25,-0.4604,16,-1.2265,43,0.60445,38,0.20645,47,0.57413
ENSG00000171530,TBCA,226,-0.1508,264,0.10208,215,-0.2625,233,-0.1296,315,0.39272,298,0.30159
ENSG00000132842,AP3B1,28,0.98766,13,-0.3439,14,-0.2417,15,-0.0793,6,-1.3472,21,0.48666
ENSG00000085365,SCAMP1,36,-1.9822,74,-0.9179,129,-0.0490,167,0.53233,151,0.21452,173,0.43488
ENSG00000152409,JMY,21,-0.0659,8,-1.3980,25,0.24134,25,0.36571,20,-0.1238,20,-0.1565
ENSG00000152413,HOMER1,12,-2.6342,48,-0.5814,57,-0.3612,91,0.64755,72,0.07292,103,0.66883
ENSG00000164329,TENT2,22,0.52587,5,-1.5899,13,-0.3072,21,0.60459,14,-0.1768,13,-0.3638
ENSG00000177034,MTX3,19,-0.6488,13,-1.1460,38,0.58865,29,0.07652,29,0.04858,29,0.01956
ENSG00000164300,SERINC5,54,2.53821,9,-0.6349,9,-0.6609,10,-0.6207,8,-0.8712,5,-1.4948
ENSG00000039319,ZFYVE16,107,2.45330,20,-0.5675,18,-0.7957,20,-0.7456,14,-1.0704,23,-0.3620
ENSG00000249042,AC008771.1,11,-0.8122,11,-0.7995,19,-0.0384,18,-0.1436,35,1.00517,24,0.34155
ENSG00000189127,ANKRD34B,0,-8.0149,5,-1.4147,4,-1.7214,34,3.43582,2,-2.4184,0,-3.9292
ENSG00000113318,MSH3,9,-0.6719,14,-0.0116,16,0.24594,12,-0.3549,19,0.49868,17,0.29155
ENSG00000113319,RASGRF2,31,0.34169,11,-1.2391,25,-0.0111,33,0.67812,13,-1.0348,20,-0.3357
ENSG00000145687,SSBP2,26,-1.5352,23,-1.6997,80,0.21160,81,0.29281,73,0.03942,115,0.80563
ENSG00000186468,RPS23,2874,1.79747,1264,0.29894,1030,-0.0419,637,-0.9871,602,-0.8831,775,-0.4909
ENSG00000174695,TMEM167A,56,-0.5244,59,-0.4374,111,0.67319,59,-0.5618,117,0.66117,74,-0.0995
ENSG00000038427,VCAN,97,3.74882,17,0.04169,3,-2.5977,9,-1.2516,3,-2.3277,2,-2.9270
ENSG00000164176,EDIL3,457,2.90340,67,-0.7070,61,-0.9453,69,-0.8307,46,-1.2698,45,-1.3197
ENSG00000127184,COX7C,874,-0.4001,1197,0.10543,1421,0.45445,1055,-0.1319,1013,-0.1651,1009,-0.1707
ENSG00000145715,RASA1,18,-1.4412,26,-0.8854,46,0.00959,47,0.06103,55,0.28472,81,0.94799
ENSG00000134480,CCNH,39,-0.2381,26,-0.8441,35,-0.4394,48,0.11887,48,0.09012,80,0.96117
ENSG00000247828,TMEM161B-AS1,37,-0.3329,57,0.35219,43,-0.1144,41,-0.2299,48,0.07884,62,0.47208
ENSG00000245526,LINC00461,41,0.05172,42,0.12508,42,0.12068,37,-0.1512,45,0.20908,32,-0.3097
ENSG00000081189,MEF2C,21,-4.0975,188,-0.9096,185,-1.0294,718,2.32389,199,-0.8158,80,-2.1874
ENSG00000153140,CETN3,45,1.70520,16,-0.1035,7,-1.4517,12,-0.7176,18,0.10161,25,0.61011
ENSG00000176055,MBLAC2,8,-1.2623,11,-0.7580,17,-0.1602,27,0.91002,14,-0.4121,18,-0.0498
ENSG00000164199,ADGRV1,27,0.21845,34,0.63112,27,0.25063,18,-0.5021,26,0.14101,16,-0.6225
ENSG00000113369,ARRDC3,20,0.10799,5,-1.9446,26,0.66700,18,-0.1028,9,-1.1679,28,0.68535
ENSG00000237187,NR2F1-AS1,30,-0.3477,40,0.10139,48,0.45083,27,-0.6655,47,0.34900,46,0.31342
ENSG00000175745,NR2F1,67,-0.2106,56,-0.4959,77,0.00152,49,-0.8885,150,1.13608,118,0.71771
ENSG00000113391,FAM172A,10,-1.1908,13,-0.8342,31,0.55465,22,-0.0963,27,0.28800,28,0.33130
ENSG00000133302,SLF1,15,0.40943,11,-0.0885,14,0.30864,9,-0.5821,8,-0.5589,18,0.63405
ENSG00000175471,MCTP1,12,-1.9546,32,-0.4769,47,0.13397,15,-1.9346,74,0.88835,136,2.06935
ENSG00000198677,TTC37,40,-0.1143,37,-0.2486,36,-0.3160,51,0.39406,35,-0.3138,49,0.21527
ENSG00000164292,RHOBTB3,123,1.69724,59,0.37852,59,0.41632,23,-1.3520,38,-0.3588,18,-1.4711
ENSG00000173221,GLRX,15,-1.8511,34,-0.5936,50,0.02148,70,0.82336,44,-0.1855,43,-0.2227
ENSG00000118985,ELL2,66,0.74052,9,-2.3019,53,0.42903,36,-0.3240,43,0.01658,48,0.21944
ENSG00000175426,PCSK1,2,-4.4630,29,-1.0769,55,-0.0937,76,0.63969,45,-0.4108,107,1.03048
ENSG00000153113,CAST,59,1.14429,27,-0.1764,22,-0.5762,25,-0.3964,29,-0.0518,38,0.38358
ENSG00000113441,LNPEP,28,-0.9643,33,-0.7494,50,-0.0895,45,-0.3135,77,0.61781,101,1.09771
ENSG00000174136,RGMB,10,-2.6564,38,-0.6377,51,-0.2008,73,0.58942,73,0.39878,70,0.33607
ENSG00000174132,FAM174A,27,-1.1432,36,-0.6709,52,-0.1201,66,0.38896,60,0.11838,76,0.50125
ENSG00000145730,PAM,20,-2.8333,56,-1.3463,85,-0.7929,268,2.01955,96,-0.5179,53,-1.4281
