Feature ID,Feature Name,Feature count topic 1to6,Feature log2 fold change topic 1to6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000228794,LINC01128,24,1.90898,6,-1.9089
ENSG00000188976,NOC2L,50,1.66111,15,-1.6611
ENSG00000188290,HES4,73,-0.7864,127,0.78643
ENSG00000187608,ISG15,83,-0.6801,134,0.68014
ENSG00000188157,AGRN,33,0.29499,27,-0.2949
ENSG00000078808,SDF4,72,-0.2975,88,0.29758
ENSG00000176022,B3GALT6,41,0.85839,22,-0.8583
ENSG00000160087,UBE2J2,44,0.99533,22,-0.9953
ENSG00000131584,ACAP3,103,0.51659,72,-0.5165
ENSG00000127054,INTS11,47,-0.1565,52,0.15652
ENSG00000224051,CPTP,33,-0.4187,45,0.41878
ENSG00000107404,DVL1,68,0.13413,62,-0.1341
ENSG00000175756,AURKAIP1,172,0.07255,164,-0.0725
ENSG00000221978,CCNL2,47,0.37110,36,-0.3711
ENSG00000242485,MRPL20,185,0.53537,128,-0.5353
ENSG00000235098,ANKRD65,16,0.05159,15,-0.0515
ENSG00000179403,VWA1,30,-1.8568,111,1.85684
ENSG00000197785,ATAD3A,16,-0.6040,25,0.60400
ENSG00000205090,TMEM240,48,1.09158,22,-1.0915
ENSG00000160075,SSU72,153,0.68627,95,-0.6862
ENSG00000228594,FNDC10,47,0.38444,36,-0.3844
ENSG00000272106,AL691432.2,29,0.47705,20,-0.4770
ENSG00000197530,MIB2,45,0.27687,37,-0.2768
ENSG00000189339,SLC35E2B,29,1.56877,10,-1.5687
ENSG00000215790,SLC35E2A,20,-0.4435,27,0.44351
ENSG00000008130,NADK,29,0.08021,27,-0.0802
ENSG00000078369,GNB1,414,0.65150,264,-0.6515
ENSG00000187730,GABRD,122,1.88210,33,-1.8821
ENSG00000067606,PRKCZ,228,1.08727,107,-1.0872
ENSG00000162585,FAAP20,60,0.24464,50,-0.2446
ENSG00000157933,SKI,37,0.62117,24,-0.6211
ENSG00000157916,RER1,56,-0.1949,65,0.19495
ENSG00000157911,PEX10,35,-0.0615,36,0.06157
ENSG00000149527,PLCH2,15,0.38639,11,-0.3863
ENSG00000197921,HES5,22,0.74342,13,-0.7434
ENSG00000157870,PRXL2B,59,0.38617,45,-0.3861
ENSG00000177133,PRDM16-DT,25,-0.1090,27,0.10900
ENSG00000158109,TPRG1L,139,0.95995,71,-0.9599
ENSG00000130764,LRRC47,65,-0.1438,72,0.14382
ENSG00000196581,AJAP1,29,4.61628,1,-4.6162
ENSG00000069424,KCNAB2,208,1.16782,92,-1.1678
ENSG00000116254,CHD5,140,1.19848,61,-1.1984
ENSG00000116251,RPL22,528,-0.9904,1050,0.99044
ENSG00000116237,ICMT,35,-0.0385,36,0.03850
ENSG00000097021,ACOT7,233,1.47000,84,-1.4700
ENSG00000215788,TNFRSF25,23,0.47642,16,-0.4764
ENSG00000171680,PLEKHG5,23,1.14836,10,-1.1483
ENSG00000162408,NOL9,32,1.49555,11,-1.4955
ENSG00000162413,KLHL21,24,-0.2208,28,0.22081
ENSG00000041988,THAP3,22,0.64187,14,-0.6418
ENSG00000007923,DNAJC11,39,1.19065,17,-1.1906
ENSG00000171735,CAMTA1,191,0.11018,177,-0.1101
ENSG00000049245,VAMP3,21,-2.1581,93,2.15813
ENSG00000049246,PER3,20,0.39819,15,-0.3981
ENSG00000116288,PARK7,364,-0.0157,368,0.01571
ENSG00000116285,ERRFI1,16,-0.3600,20,0.36009
ENSG00000162426,SLC45A1,33,1.32880,13,-1.3288
ENSG00000142599,RERE,89,0.03716,87,-0.0371
ENSG00000074800,ENO1,583,-0.1306,638,0.13069
ENSG00000171612,SLC25A33,43,0.38434,33,-0.3843
ENSG00000188807,TMEM201,15,0.34404,11,-0.3440
ENSG00000171603,CLSTN1,557,1.05239,269,-1.0523
ENSG00000178585,CTNNBIP1,36,0.55464,24,-0.5546
ENSG00000162441,LZIC,30,-0.3904,39,0.39046
ENSG00000130939,UBE4B,35,0.92100,18,-0.9210
ENSG00000054523,KIF1B,216,0.34528,170,-0.3452
ENSG00000142657,PGD,51,0.65436,32,-0.6543
ENSG00000241563,CORT,57,-3.3726,598,3.37264
ENSG00000160049,DFFA,30,-0.1869,34,0.18690
ENSG00000142655,PEX14,22,0.01471,21,-0.0147
ENSG00000120948,TARDBP,59,-0.3986,78,0.39864
ENSG00000116649,SRM,104,0.18340,92,-0.1834
ENSG00000171824,EXOSC10,22,0.82461,12,-0.8246
ENSG00000198793,MTOR,30,0.81309,17,-0.8130
ENSG00000116661,FBXO2,217,-1.0498,450,1.04983
ENSG00000132879,FBXO44,167,1.70469,51,-1.7046
ENSG00000116670,MAD2L2,27,-1.0025,55,1.00254
ENSG00000011021,CLCN6,58,0.69843,36,-0.6984
ENSG00000116685,KIAA2013,35,-0.6697,56,0.66978
ENSG00000083444,PLOD1,19,-1.0688,40,1.06889
ENSG00000116688,MFN2,67,0.38916,51,-0.3891
ENSG00000048707,VPS13D,40,-0.0281,41,0.02815
ENSG00000162496,DHRS3,31,-1.5705,93,1.57053
ENSG00000116731,PRDM2,69,1.70244,21,-1.7024
ENSG00000189337,KAZN,36,-0.2837,44,0.28378
ENSG00000142634,EFHD2,147,1.52370,51,-1.5237
ENSG00000116138,DNAJC16,21,0.73332,12,-0.7333
ENSG00000197312,DDI2,20,0.65591,13,-0.6559
ENSG00000116786,PLEKHM2,75,0.21808,64,-0.2180
ENSG00000065526,SPEN,28,0.54402,19,-0.5440
ENSG00000116809,ZBTB17,20,-0.5578,29,0.55786
ENSG00000185519,FAM131C,23,1.79279,6,-1.7927
ENSG00000037637,FBXO42,17,1.61220,5,-1.6122
ENSG00000055070,SZRD1,26,-0.9349,50,0.93499
ENSG00000219481,NBPF1,14,-1.0410,30,1.04102
ENSG00000238142,BX284668.5,15,-0.7032,24,0.70328
ENSG00000159363,ATP13A2,148,1.03198,72,-1.0319
ENSG00000117118,SDHB,78,0.19297,68,-0.1929
ENSG00000117115,PADI2,23,-2.1887,106,2.18876
ENSG00000179051,RCC2,15,-1.0419,31,1.04192
ENSG00000074964,ARHGEF10L,14,-1.2001,33,1.20010
ENSG00000117154,IGSF21,90,1.64371,28,-1.6437
ENSG00000159423,ALDH4A1,35,0.63819,22,-0.6381
ENSG00000127463,EMC1,23,-0.7091,38,0.70910
ENSG00000053372,MRTO4,35,1.52738,12,-1.5273
ENSG00000053371,AKR7A2,39,-1.0961,85,1.09610
ENSG00000077549,CAPZB,174,0.31375,140,-0.3137
ENSG00000173436,MICOS10,357,0.36885,276,-0.3688
ENSG00000158747,NBL1,259,-0.5672,384,0.56722
ENSG00000162545,CAMK2N1,1167,1.50658,410,-1.5065
ENSG00000090432,MUL1,25,0.09467,24,-0.0946
ENSG00000183114,FAM43B,35,1.73208,10,-1.7320
ENSG00000158828,PINK1,373,0.45385,272,-0.4538
ENSG00000244038,DDOST,25,-0.5065,36,0.50654
ENSG00000189410,SH2D5,24,0.37441,18,-0.3744
ENSG00000127483,HP1BP3,132,-0.2597,159,0.25976
ENSG00000075151,EIF4G3,97,0.81511,55,-0.8151
ENSG00000117298,ECE1,13,-2.1723,61,2.17238
ENSG00000162551,ALPL,15,-2.7748,103,2.77487
