region,neighbor,reference,scale,Z,Z_real
ALL,Vasc.PC,OPC.4,25,5.91641095767608,5.91641095767608
ALL,Vasc.PC,OPC.5,25,8.24,8.323733597615771
ALL,Vasc.PC,Oligo.1,25,7.335423759712758,7.335423759712758
ALL,Vasc.PC,Oligo.2,25,6.489438566492262,6.489438566492262
ALL,Vasc.PC,Oligo.3,30,8.24,13.828120936399527
ALL,Vasc.PC,Oligo.4,47.91666666666667,8.24,11.329559508041436
ALL,Vasc.PC,Oligo.5,181.25,4.91772872721233,4.91772872721233
ALL,Vasc.PC,Vasc.Endo,25,8.24,30.07080240006754
ALL,Vasc.PC,Vasc.PC,25,8.24,29.341414320946953
ALL,Vasc.PC,Vasc.VLMC,25,8.24,25.121718704914016
ALL,Vasc.PC,Excit.L2,25,8.030103951417127,8.030103951417127
ALL,Vasc.PC,Excit.L2_5.1,25,6.582469989083224,6.582469989083224
ALL,Vasc.PC,Excit.L2_5.2,25,6.717280390761821,6.717280390761821
ALL,Vasc.PC,Excit.L5.1,25,6.83446194670485,6.83446194670485
ALL,Vasc.PC,Excit.L5.2,25,5.240052397782417,5.240052397782417
ALL,Vasc.PC,Inhib.Lamp5_Lhx6,241.66666666666666,5.664625372341167,5.664625372341167
ALL,Vasc.PC,Inhib.Pvalb,25,5.320072865695249,5.320072865695249
ALL,Vasc.PC,Inhib.Vip,25,7.826180536002046,7.826180536002046
ALL,Vasc.PC,Inhib.Sst,25,5.291326355997371,5.291326355997371
ALL,Vasc.VLMC,Astro.1,68.75,-7.433183285836633,-7.433183285836633
ALL,Vasc.VLMC,Astro.4,25,5.325726360449174,5.325726360449174
ALL,Vasc.VLMC,Astro.5,27.083333333333332,6.080808526256455,6.080808526256455
ALL,Vasc.VLMC,Macro,25,8.24,12.32092510058231
ALL,Vasc.VLMC,Micro.3,164.2857142857143,-4.353240269968833,-4.353240269968833
ALL,Vasc.VLMC,Vasc.Endo,28.571428571428573,8.24,10.755886295130306
ALL,Vasc.VLMC,Vasc.PC,36.66666666666667,8.24,13.179266834249136
ALL,Vasc.VLMC,Vasc.VLMC,25,8.24,15.903394827037223
ALL,Excit.L2,Astro.4,25,-8.24,-11.25448803553566
ALL,Excit.L2,Macro,262.5,-4.53259200850977,-4.53259200850977
ALL,Excit.L2,Micro.3,25,-8.24,-11.540486230016487
ALL,Excit.L2,Oligo.2,25,-8.24,-11.844665511970927
ALL,Excit.L2,Oligo.5,420,-8.24,-9.669911547784658
ALL,Excit.L2,Vasc.VLMC,284.375,-4.349170887482741,-4.349170887482741
ALL,Excit.L2,Excit.L2,223.33333333333331,8.24,19.28152708639161
ALL,Excit.L2,Excit.L2_5.1,25,8.24,10.550286937408398
ALL,Excit.L2,Excit.L6_CT,820,-4.986004486587964,-4.986004486587964
ALL,Excit.L2,Excit.L6b,130,-4.767928901090279,-4.767928901090279
ALL,Excit.L2,Inhib.Pax6,140,4.735145934564455,4.735145934564455
ALL,Excit.L2,Inhib.Lamp5_Lhx6,164.2857142857143,6.575183970661932,6.575183970661932
ALL,Excit.L2,Inhib.Pvalb,646.875,6.52924489743283,6.52924489743283
ALL,Excit.L2,Inhib.Vip,443.75,8.24,9.486823265301432
ALL,Excit.L2,Inhib.Chandelier,25,5.79428232197925,5.79428232197925
ALL,Excit.L2,Inhib.Sst,25,6.745463768218917,6.745463768218917
ALL,Excit.L2_5.1,Astro.2,125,-5.599406797529311,-5.599406797529311
ALL,Excit.L2_5.1,Astro.3,395,-4.682486804951607,-4.682486804951607
ALL,Excit.L2_5.1,Astro.4,44.642857142857146,-8.24,-12.307711235120994
ALL,Excit.L2_5.1,Astro.5,509.0909090909091,-7.798160803580483,-7.798160803580483
ALL,Excit.L2_5.1,Macro,378.125,-4.693390499340408,-4.693390499340408
ALL,Excit.L2_5.1,Micro.2,77.77777777777777,-8.20123495717713,-8.20123495717713
ALL,Excit.L2_5.1,Micro.3,96.42857142857142,-8.24,-11.441265509584825
ALL,Excit.L2_5.1,Micro.5,439.58333333333337,-8.24,-12.653389090358822
ALL,Excit.L2_5.1,OPC.2,25,-6.285828769933315,-6.285828769933315
ALL,Excit.L2_5.1,OPC.4,37.5,-8.052392526605221,-8.052392526605221
ALL,Excit.L2_5.1,Oligo.1,46.15384615384615,-8.24,-19.275298762007427
ALL,Excit.L2_5.1,Oligo.2,27.083333333333332,-8.24,-17.28447123859333
ALL,Excit.L2_5.1,Oligo.3,69.23076923076923,-8.24,-14.285577449026228
ALL,Excit.L2_5.1,Oligo.4,25,-8.24,-16.59311655526756
ALL,Excit.L2_5.1,Oligo.5,35.714285714285715,-8.24,-11.313953632027083
ALL,Excit.L2_5.1,Vasc.Endo,180.35714285714283,-7.472175566891783,-7.472175566891783
ALL,Excit.L2_5.1,Vasc.PC,401.9230769230769,-5.26907802616044,-5.26907802616044
ALL,Excit.L2_5.1,Vasc.VLMC,314.2857142857143,-4.581530083985822,-4.581530083985822
ALL,Excit.L2_5.1,Excit.L2_5.1,25,8.24,8.345586950117008
ALL,Excit.L2_5.1,Inhib.Lamp5_Lhx6,695.8333333333334,-2.636647295398182,-2.636647295398182
ALL,Excit.L2_5.2,Astro.2,25,-5.18284798092513,-5.18284798092513
ALL,Excit.L2_5.2,Astro.4,28.846153846153847,-8.24,-10.989756960904781
ALL,Excit.L2_5.2,Macro,650,-4.186658951738357,-4.186658951738357
ALL,Excit.L2_5.2,Micro.2,25,-8.24,-8.829707291177579
ALL,Excit.L2_5.2,Micro.3,25,-8.017343543430211,-8.017343543430211
ALL,Excit.L2_5.2,Micro.5,25,-8.24,-9.460598529214236
ALL,Excit.L2_5.2,OPC.2,25,-7.745065104197264,-7.745065104197264
ALL,Excit.L2_5.2,OPC.4,75,-5.952139874640654,-5.952139874640654
ALL,Excit.L2_5.2,OPC.5,25,-5.250536692007807,-5.250536692007807
ALL,Excit.L2_5.2,Oligo.1,25,-8.24,-15.38429815827172
ALL,Excit.L2_5.2,Oligo.2,25,-8.24,-15.521153499358588
ALL,Excit.L2_5.2,Oligo.3,25,-8.24,-15.451451630485966
ALL,Excit.L2_5.2,Oligo.4,25,-8.24,-14.696907179774287
ALL,Excit.L2_5.2,Oligo.5,32.142857142857146,-8.24,-9.001971000392789
ALL,Excit.L2_5.2,Vasc.Endo,450,-8.24,-8.42476869076123
ALL,Excit.L2_5.2,Vasc.PC,1225,-6.8920030299168165,-6.8920030299168165
ALL,Excit.L2_5.2,Vasc.VLMC,227.77777777777777,-4.608338613003843,-4.608338613003843
ALL,Excit.L2_5.2,Excit.L2,583.3333333333333,-3.0019306877081093,-3.0019306877081093
ALL,Excit.L2_5.2,Excit.L2_5.2,25,8.24,9.441868703885572
ALL,Excit.L2_5.2,Excit.L5.1,295,-6.082953545146172,-6.082953545146172
ALL,Excit.L2_5.2,Excit.L6_CT,1155,-5.708804039566324,-5.708804039566324
ALL,Excit.L2_5.2,Excit.L6b,1235.7142857142858,-5.451438731249803,-5.451438731249803
ALL,Excit.L2_5.2,Inhib.Lamp5_Lhx6,245,-4.4102628137876625,-4.4102628137876625
ALL,Excit.L2_5.2,Inhib.Vip,267.85714285714283,-3.319705677206478,-3.319705677206478
ALL,Excit.L5.1,Astro.1,25,-8.24,-9.256299542103138
ALL,Excit.L5.1,Astro.2,386.3636363636363,-8.24,-15.385423279747211
ALL,Excit.L5.1,Astro.3,64.28571428571429,-7.702005277469555,-7.702005277469555
ALL,Excit.L5.1,Astro.4,25,-8.24,-17.311345492392114
ALL,Excit.L5.1,Astro.5,370.8333333333333,-8.24,-22.208938886179634
ALL,Excit.L5.1,Macro,50,-7.3788696549735135,-7.3788696549735135
ALL,Excit.L5.1,Micro.1,25,-7.401787714728084,-7.401787714728084
ALL,Excit.L5.1,Micro.2,379.1666666666667,-8.24,-16.608953700603816
ALL,Excit.L5.1,Micro.3,62.5,-8.24,-11.522280414344136
ALL,Excit.L5.1,Micro.4,25,-5.3514816137521795,-5.3514816137521795
ALL,Excit.L5.1,Micro.5,25,-8.24,-17.309830848161955
ALL,Excit.L5.1,OPC.2,68.75,-8.24,-13.626057582520623
ALL,Excit.L5.1,OPC.4,90,-8.24,-9.820767691914217
ALL,Excit.L5.1,OPC.5,118.18181818181817,-8.24,-13.499584063746733
ALL,Excit.L5.1,Oligo.1,25,-8.24,-23.048020254940997
ALL,Excit.L5.1,Oligo.2,25,-8.24,-21.832081273423306
ALL,Excit.L5.1,Oligo.3,25,-8.24,-38.31620193565735
ALL,Excit.L5.1,Oligo.4,253.84615384615384,-8.24,-32.46219416795354
ALL,Excit.L5.1,Oligo.5,447.7272727272727,-8.24,-12.694906301188707
ALL,Excit.L5.1,Vasc.Endo,25,-8.24,-18.705232126760723
ALL,Excit.L5.1,Vasc.PC,502.08333333333337,-8.24,-13.990522131778999
ALL,Excit.L5.1,Vasc.VLMC,88.88888888888889,-8.0115438426593375,-8.0115438426593375
ALL,Excit.L5.1,Excit.L2_5.2,25,-8.24,-10.800303741572444
ALL,Excit.L5.1,Excit.L5.2,225,-5.305838388415393,-5.305838388415393
ALL,Excit.L5.1,Excit.L6_CT,577.7777777777778,-7.608509021513003,-7.608509021513003
ALL,Excit.L5.1,Excit.L6b,100,-8.24,-9.608726411529103
ALL,Excit.L5.1,Inhib.Pax6,379.16666666666663,-5.446530695053977,-5.446530695053977
ALL,Excit.L5.1,Inhib.Lamp5_Lhx6,88.88888888888889,-7.899562384312963,-7.899562384312963
ALL,Excit.L5.1,Inhib.Vip,25,-7.171514747235291,-7.171514747235291
ALL,Excit.L5.2,Astro.1,27.272727272727273,-8.24,-11.507309665385096
ALL,Excit.L5.2,Astro.2,25,-8.24,-18.55200051840584
ALL,Excit.L5.2,Astro.3,30,-6.7176531425828205,-6.7176531425828205
ALL,Excit.L5.2,Astro.4,25,-8.24,-16.48866746020219
ALL,Excit.L5.2,Astro.5,39.58333333333333,-8.24,-25.948517003825966
ALL,Excit.L5.2,Macro,50,-5.534913199582155,-5.534913199582155
ALL,Excit.L5.2,Micro.2,25,-8.24,-18.973834090684708
ALL,Excit.L5.2,Micro.3,60,-8.24,-9.993478648331937
ALL,Excit.L5.2,Micro.4,68.75,-6.0771200920566795,-6.0771200920566795
ALL,Excit.L5.2,Micro.5,25,-8.24,-20.97519614611232
ALL,Excit.L5.2,OPC.2,25,-8.24,-17.057628114108567
ALL,Excit.L5.2,OPC.4,25,-8.24,-10.436970213720812
ALL,Excit.L5.2,OPC.5,40.90909090909091,-8.24,-17.09419105047023
ALL,Excit.L5.2,Oligo.1,25,-8.24,-21.60271880073321
ALL,Excit.L5.2,Oligo.2,25,-8.24,-20.514491524693252
ALL,Excit.L5.2,Oligo.3,25,-8.24,-45.10869930402652
ALL,Excit.L5.2,Oligo.4,25,-8.24,-37.28205417593
ALL,Excit.L5.2,Oligo.5,25,-8.24,-13.628482592318905
ALL,Excit.L5.2,Vasc.Endo,25,-8.24,-25.90298917816227
ALL,Excit.L5.2,Vasc.PC,25,-8.24,-17.774077121350516
ALL,Excit.L5.2,Vasc.VLMC,25,-7.080693641130544,-7.080693641130544
ALL,Excit.L5.2,Excit.L2,393.75,-8.24,-8.38042855648675
ALL,Excit.L5.2,Excit.L2_5.1,297.7272727272727,-8.24,-10.459623345760056
ALL,Excit.L5.2,Excit.L2_5.2,422.5,-8.24,-9.186283756530097
ALL,Excit.L5.2,Excit.L5.1,402.27272727272737,-8.108992229567324,-8.108992229567324
ALL,Excit.L5.2,Excit.L5.2,521.875,5.658143066127953,5.658143066127953
ALL,Excit.L5.2,Excit.L6_CT,204.54545454545456,-7.9494184222153,-7.9494184222153
ALL,Excit.L5.2,Excit.L6b,52.5,-8.24,-8.451310674417838
ALL,Excit.L5.2,Inhib.Pax6,1992.857142857143,-4.375647826168016,-4.375647826168016
ALL,Excit.L5.2,Inhib.Lamp5_Lhx6,25,-8.24,-8.292909247700099
ALL,Excit.L5.2,Inhib.Pvalb,30,-8.24,-8.767500839905688
ALL,Excit.L5.2,Inhib.Vip,59.090909090909086,-7.987334935802318,-7.987334935802318
ALL,Excit.L5.2,Inhib.Chandelier,665.625,-5.233541729321985,-5.233541729321985
ALL,Excit.L5.2,Inhib.Sst,42.5,-7.179306278400412,-7.179306278400412
ALL,Excit.L5_6_NP,Astro.1,25,-8.24,-13.390455747241724
ALL,Excit.L5_6_NP,Astro.2,25,-8.24,-16.210906587554035
ALL,Excit.L5_6_NP,Astro.3,25,-7.203637170032652,-7.203637170032652
ALL,Excit.L5_6_NP,Astro.4,25,-8.24,-11.95594867980914
ALL,Excit.L5_6_NP,Astro.5,25,-8.24,-22.349634209271944
ALL,Excit.L5_6_NP,Macro,90,-4.448878409337423,-4.448878409337423
ALL,Excit.L5_6_NP,Micro.2,84.375,-8.24,-11.243920008304453
ALL,Excit.L5_6_NP,Micro.3,54.16666666666667,-8.178833094445963,-8.178833094445963
ALL,Excit.L5_6_NP,Micro.5,25,-8.24,-14.59212537708262
ALL,Excit.L5_6_NP,OPC.2,25,-8.24,-12.804235021430946
ALL,Excit.L5_6_NP,OPC.4,25,-6.757989979950402,-6.757989979950402
ALL,Excit.L5_6_NP,OPC.5,25,-8.24,-12.657821102421375
ALL,Excit.L5_6_NP,Oligo.1,25,-8.24,-15.942377032800174
ALL,Excit.L5_6_NP,Oligo.2,25,-8.24,-14.775272005165066
ALL,Excit.L5_6_NP,Oligo.3,25,-8.24,-28.602004107261333
ALL,Excit.L5_6_NP,Oligo.4,27.77777777777778,-8.24,-27.69115986149017
ALL,Excit.L5_6_NP,Oligo.5,25,-8.24,-11.973720797131724
ALL,Excit.L5_6_NP,Vasc.Endo,53.125,-8.24,-16.683166577591486
ALL,Excit.L5_6_NP,Vasc.PC,25,-8.24,-14.072270874618798
ALL,Excit.L5_6_NP,Vasc.VLMC,66.66666666666666,-5.5758079546834205,-5.5758079546834205
ALL,Excit.L5_6_NP,Excit.L2,54.16666666666667,-8.24,-9.392894246215036
ALL,Excit.L5_6_NP,Excit.L2_5.1,25,-8.24,-8.888374489771659
ALL,Excit.L5_6_NP,Excit.L2_5.2,35,-6.589656579581041,-6.589656579581041
ALL,Excit.L5_6_NP,Excit.L5.1,92.85714285714285,-4.8142743504510825,-4.8142743504510825
ALL,Excit.L5_6_NP,Excit.L6_CT,25,-8.175637273532216,-8.175637273532216
ALL,Excit.L5_6_NP,Excit.L6b,25,-8.017180563896067,-8.017180563896067
ALL,Excit.L5_6_NP,Inhib.Lamp5_Lhx6,25,-6.939976727966636,-6.939976727966636
ALL,Excit.L5_6_NP,Inhib.Pvalb,54.166666666666664,-6.779924769653212,-6.779924769653212
ALL,Excit.L5_6_NP,Inhib.Vip,25,-8.24,-8.534122240183464
ALL,Excit.L5_6_NP,Inhib.Chandelier,985,-4.767236806657401,-4.767236806657401
ALL,Excit.L5_6_NP,Inhib.Sst,1350,-5.797322111389547,-5.797322111389547
ALL,Excit.L6_CT,Oligo.5,25,-8.24,-8.919993836559172
ALL,Excit.L6_CT,Excit.L6_CT,47.22222222222222,6.548366275862836,6.548366275862836
ALL,Excit.L6_CT,Excit.L6b,25,3.270037353921796,3.270037353921796
ALL,Excit.L6b,Astro.4,35,-5.41856905961735,-5.41856905961735
ALL,Excit.L6b,Oligo.2,25,-6.389088029455024,-6.389088029455024
ALL,Excit.L6b,Excit.L2,93.75,-4.912031123562972,-4.912031123562972
ALL,Excit.L6b,Excit.L6b,55.55555555555556,6.5279148011602235,6.5279148011602235
ALL,Excit.L6b,Inhib.Vip,25,-6.143393365594132,-6.143393365594132
ALL,Inhib.Pax6,Astro.1,38.46153846153847,-6.923338645119802,-6.923338645119802
ALL,Inhib.Pax6,Astro.2,28.571428571428573,-7.807295777390668,-7.807295777390668
ALL,Inhib.Pax6,Astro.4,1012.5,-4.85985806637583,-4.85985806637583
ALL,Inhib.Pax6,Astro.5,25,-8.24,-10.294485194958128
ALL,Inhib.Pax6,Micro.2,80,-6.5969825602984065,-6.5969825602984065
ALL,Inhib.Pax6,Micro.3,1025,-4.319120787178106,-4.319120787178106
ALL,Inhib.Pax6,Micro.5,25,-8.077377197628955,-8.077377197628955
ALL,Inhib.Pax6,OPC.2,25,-6.493158109846668,-6.493158109846668
ALL,Inhib.Pax6,OPC.4,537.5,-4.6329485817194165,-4.6329485817194165
ALL,Inhib.Pax6,OPC.5,25,-8.24,-20.148154315597026
ALL,Inhib.Pax6,Oligo.1,278.84615384615387,-6.1784640623291995,-6.1784640623291995
ALL,Inhib.Pax6,Oligo.2,733.3333333333333,-5.906040111275574,-5.906040111275574
ALL,Inhib.Pax6,Oligo.3,25,-8.24,-13.347913766636271
ALL,Inhib.Pax6,Oligo.4,30,-8.24,-9.794995924115442
ALL,Inhib.Pax6,Oligo.5,446.875,-4.468951584375249,-4.468951584375249
ALL,Inhib.Pax6,Vasc.Endo,25,-8.24,-8.833858695474001
ALL,Inhib.Pax6,Vasc.PC,53.33333333333333,-6.07090281127881,-6.07090281127881
ALL,Inhib.Pax6,Vasc.VLMC,1560,-4.446184377841011,-4.446184377841011
ALL,Inhib.Pax6,Excit.L2,67.3076923076923,-6.5812370105712015,-6.5812370105712015
ALL,Inhib.Pax6,Excit.L2_5.1,79.16666666666666,-6.091030442074025,-6.091030442074025
ALL,Inhib.Pax6,Excit.L2_5.2,64.28571428571429,-6.276559571546351,-6.276559571546351
ALL,Inhib.Pax6,Excit.L5.1,153.125,-5.288138426547027,-5.288138426547027
ALL,Inhib.Pax6,Excit.L6_CT,125,-4.466650055549221,-4.466650055549221
ALL,Inhib.Pax6,Excit.L6b,1085,-4.502834116564467,-4.502834116564467
ALL,Inhib.Pax6,Inhib.Lamp5_Lhx6,214.28571428571428,-4.754660087554519,-4.754660087554519
ALL,Inhib.Pax6,Inhib.Pvalb,36.111111111111114,-4.679255493336436,-4.679255493336436
ALL,Inhib.Pax6,Inhib.Vip,69.44444444444444,-5.297890125484643,-5.297890125484643
ALL,Inhib.Lamp5_Lhx6,Astro.5,25,4.969148501704694,4.969148501704694
ALL,Inhib.Lamp5_Lhx6,OPC.4,25,-8.24,-9.374188048315625
ALL,Inhib.Lamp5_Lhx6,Excit.L2,93.75,4.546730846983719,4.546730846983719
ALL,Inhib.Lamp5_Lhx6,Inhib.Vip,368.75,4.226103861891843,4.226103861891843
ALL,Inhib.Pvalb,Astro.1,25,-8.24,-9.780879937424265
ALL,Inhib.Pvalb,Astro.2,25,-8.24,-11.678634859969298
ALL,Inhib.Pvalb,Astro.3,686.1111111111111,-4.527214345279915,-4.527214345279915
ALL,Inhib.Pvalb,Astro.4,25,-8.24,-10.919238652968987
ALL,Inhib.Pvalb,Astro.5,25,-8.24,-18.523142057677827
ALL,Inhib.Pvalb,Macro,25,-8.24,-13.324245161338546
ALL,Inhib.Pvalb,Micro.2,25,-8.24,-13.273081033412677
ALL,Inhib.Pvalb,Micro.3,56.25,-6.207956188128361,-6.207956188128361
ALL,Inhib.Pvalb,Micro.5,25,-8.24,-13.873814165887294
ALL,Inhib.Pvalb,OPC.2,25,-8.24,-9.718453817144942
ALL,Inhib.Pvalb,OPC.4,113.46153846153847,-5.457236673039725,-5.457236673039725
ALL,Inhib.Pvalb,OPC.5,26.666666666666668,-8.24,-8.845017279475977
ALL,Inhib.Pvalb,Oligo.1,25,-8.24,-10.588578742596642
ALL,Inhib.Pvalb,Oligo.2,36.66666666666667,-8.24,-9.467863068242707
ALL,Inhib.Pvalb,Oligo.3,25,-8.24,-22.386145545076438
ALL,Inhib.Pvalb,Oligo.4,25,-8.24,-18.142318791500795
ALL,Inhib.Pvalb,Oligo.5,80.35714285714283,-5.553373070456586,-5.553373070456586
ALL,Inhib.Pvalb,Vasc.Endo,25,-8.24,-40.1971919546542
ALL,Inhib.Pvalb,Vasc.PC,25,-8.24,-29.354010041212174
ALL,Inhib.Pvalb,Vasc.VLMC,25,-8.24,-19.94528361380958
ALL,Inhib.Pvalb,Excit.L2,73.33333333333334,-8.24,-8.871461017537673
ALL,Inhib.Pvalb,Excit.L2_5.1,85,-6.510796022734207,-6.510796022734207
ALL,Inhib.Pvalb,Excit.L2_5.2,32.5,-6.334617884943035,-6.334617884943035
ALL,Inhib.Pvalb,Excit.L5.1,143.75,-5.5672962149911385,-5.5672962149911385
ALL,Inhib.Pvalb,Excit.L5.2,160,-4.698434426170966,-4.698434426170966
ALL,Inhib.Pvalb,Excit.L6_CT,138.88888888888889,-4.645052875636847,-4.645052875636847
ALL,Inhib.Pvalb,Excit.L6b,155,-4.9951221228257205,-4.9951221228257205
ALL,Inhib.Pvalb,Inhib.Pax6,280.55555555555554,-4.3323242590119,-4.3323242590119
ALL,Inhib.Pvalb,Inhib.Lamp5_Lhx6,67.85714285714286,-5.721989371783135,-5.721989371783135
ALL,Inhib.Pvalb,Inhib.Pvalb,294.4444444444445,-4.671895159328933,-4.671895159328933
ALL,Inhib.Pvalb,Inhib.Vip,55,-8.089035308514893,-8.089035308514893
ALL,Inhib.Pvalb,Inhib.Chandelier,746.4285714285714,-4.338346315474544,-4.338346315474544
ALL,Inhib.Pvalb,Inhib.Sst,223.07692307692307,-4.83872878255244,-4.83872878255244
ALL,Inhib.Vip,Astro.1,56.66666666666666,8.24,9.8814109361124
ALL,Inhib.Vip,Astro.2,25,8.24,8.84004215915179
ALL,Inhib.Vip,Astro.4,25,-7.059055188334957,-7.059055188334957
ALL,Inhib.Vip,Astro.5,362.5,5.074318309266797,5.074318309266797
ALL,Inhib.Vip,Macro,25,-8.24,-12.395033311331147
ALL,Inhib.Vip,Micro.2,120.83333333333334,2.8276814050176196,2.8276814050176196
ALL,Inhib.Vip,Micro.5,121.15384615384613,5.184371648066433,5.184371648066433
ALL,Inhib.Vip,OPC.2,25,7.822528182677078,7.822528182677078
ALL,Inhib.Vip,OPC.5,25,6.685393015166111,6.685393015166111
ALL,Inhib.Vip,Oligo.3,512.5,4.6746196637105495,4.6746196637105495
ALL,Inhib.Vip,Vasc.PC,87.5,-8.24,-11.232235536117926
ALL,Inhib.Vip,Vasc.VLMC,25,-8.24,-16.751007405351565
ALL,Inhib.Vip,Excit.L2,25,8.24,9.76342589474083
ALL,Inhib.Vip,Excit.L2_5.1,56.25,6.0696468142617,6.0696468142617
ALL,Inhib.Vip,Excit.L2_5.2,37.5,5.517710257761384,5.517710257761384
ALL,Inhib.Vip,Excit.L5.2,104.16666666666666,5.274500921685714,5.274500921685714
ALL,Inhib.Vip,Inhib.Pax6,25,5.094679346844441,5.094679346844441
ALL,Inhib.Vip,Inhib.Lamp5_Lhx6,25,5.471138432248539,5.471138432248539
ALL,Inhib.Vip,Inhib.Pvalb,27.77777777777778,4.825445796545882,4.825445796545882
ALL,Inhib.Vip,Inhib.Vip,25,8.24,11.848790483547168
ALL,Inhib.Vip,Inhib.Sst,25,4.930702365979512,4.930702365979512
ALL,Inhib.Chandelier,Astro.1,25,-8.24,-8.721079606285457
ALL,Inhib.Chandelier,Astro.2,25,-6.49609152482809,-6.49609152482809
ALL,Inhib.Chandelier,Astro.4,1165.625,-5.1070122899996075,-5.1070122899996075
ALL,Inhib.Chandelier,Astro.5,25,-8.24,-8.65098045013068
ALL,Inhib.Chandelier,Macro,1116.6666666666667,-4.556906442051919,-4.556906442051919
ALL,Inhib.Chandelier,Micro.2,87.5,-6.226013521031087,-6.226013521031087
ALL,Inhib.Chandelier,Micro.5,25,-7.889537694600938,-7.889537694600938
ALL,Inhib.Chandelier,OPC.2,25,-8.24,-20.674768308977782
ALL,Inhib.Chandelier,OPC.4,25,-4.87135830575523,-4.87135830575523
ALL,Inhib.Chandelier,OPC.5,25,-6.704335301803187,-6.704335301803187
ALL,Inhib.Chandelier,Oligo.1,194.44444444444446,-5.9064011332908635,-5.9064011332908635
ALL,Inhib.Chandelier,Oligo.2,143.75,-5.209277732766784,-5.209277732766784
ALL,Inhib.Chandelier,Oligo.3,25,-8.24,-9.46460966720992
ALL,Inhib.Chandelier,Oligo.4,25,-7.989524088741916,-7.989524088741916
ALL,Inhib.Chandelier,Vasc.Endo,25,-8.24,-9.102174056659425
ALL,Inhib.Chandelier,Vasc.PC,40,-6.372737930503775,-6.372737930503775
ALL,Inhib.Chandelier,Vasc.VLMC,955.5555555555555,-4.540064975284149,-4.540064975284149
ALL,Inhib.Chandelier,Excit.L2,66.66666666666666,-7.117454904989201,-7.117454904989201
ALL,Inhib.Chandelier,Excit.L2_5.1,64.28571428571429,-4.5245959984759665,-4.5245959984759665
ALL,Inhib.Chandelier,Excit.L2_5.2,193.75,-5.565132391698583,-5.565132391698583
ALL,Inhib.Chandelier,Excit.L5.1,841.6666666666667,-2.9887304154660863,-2.9887304154660863
ALL,Inhib.Chandelier,Excit.L6b,162.5,-4.432243823369104,-4.432243823369104
ALL,Inhib.Chandelier,Inhib.Lamp5_Lhx6,95,-5.238885946084681,-5.238885946084681
ALL,Inhib.Chandelier,Inhib.Pvalb,65,-4.3012354297832465,-4.3012354297832465
ALL,Inhib.Chandelier,Inhib.Vip,44.44444444444444,-6.729732587552475,-6.729732587552475
ALL,Inhib.Sst,Astro.1,105.35714285714285,-6.215090198214662,-6.215090198214662
ALL,Inhib.Sst,Astro.2,25,-8.24,-8.466114688762966
ALL,Inhib.Sst,Astro.4,201.66666666666666,-8.24,-10.835424247733348
ALL,Inhib.Sst,Astro.5,25,-8.24,-17.22527511856055
ALL,Inhib.Sst,Macro,25,-8.24,-16.65913208327272
ALL,Inhib.Sst,Micro.2,25,-8.24,-11.401988775158493
ALL,Inhib.Sst,Micro.3,121.875,-5.81432417033712,-5.81432417033712
ALL,Inhib.Sst,Micro.5,25,-8.24,-10.821953506149526
ALL,Inhib.Sst,OPC.2,28.571428571428573,-6.380011234779204,-6.380011234779204
ALL,Inhib.Sst,OPC.4,564.5833333333333,-4.615899154150693,-4.615899154150693
ALL,Inhib.Sst,OPC.5,78.57142857142858,-5.664934660441214,-5.664934660441214
ALL,Inhib.Sst,Oligo.1,50,-6.890058216794419,-6.890058216794419
ALL,Inhib.Sst,Oligo.2,62.5,-6.580582803272904,-6.580582803272904
ALL,Inhib.Sst,Oligo.3,36.66666666666667,-8.24,-15.618797834341589
ALL,Inhib.Sst,Oligo.4,25,-8.24,-11.467682250552782
ALL,Inhib.Sst,Oligo.5,1240.909090909091,-4.669546302590497,-4.669546302590497
ALL,Inhib.Sst,Vasc.Endo,25,-8.24,-29.01078386837087
ALL,Inhib.Sst,Vasc.PC,25,-8.24,-34.94766808811136
ALL,Inhib.Sst,Vasc.VLMC,25,-8.24,-25.015722915931494
ALL,Inhib.Sst,Excit.L2,308.9285714285714,-5.793475963075361,-5.793475963075361
ALL,Inhib.Sst,Excit.L2_5.1,479.1666666666667,-5.266731423194963,-5.266731423194963
ALL,Inhib.Sst,Excit.L2_5.2,567.8571428571428,-5.190542423162202,-5.190542423162202
ALL,Inhib.Sst,Excit.L5.1,1485.7142857142858,-4.572744410035677,-4.572744410035677
ALL,Inhib.Sst,Excit.L5.2,993.75,-4.606430686265118,-4.606430686265118
ALL,Inhib.Sst,Excit.L6_CT,2350,-4.459144555465913,-4.459144555465913
ALL,Inhib.Sst,Excit.L6b,4250,-4.447433866716141,-4.447433866716141
ALL,Inhib.Sst,Inhib.Pax6,707.1428571428572,-4.4757686803022985,-4.4757686803022985
ALL,Inhib.Sst,Inhib.Lamp5_Lhx6,552.0833333333333,-4.99383668197603,-4.99383668197603
ALL,Inhib.Sst,Inhib.Pvalb,892.3076923076923,-4.409484105797756,-4.409484105797756
ALL,Inhib.Sst,Inhib.Vip,108.92857142857143,-5.655298909878776,-5.655298909878776
GM,Astro.1,Astro.1,25,-8.24,-11.132630427956435
GM,Astro.2,Astro.2,25,-8.24,-12.068379895998953
GM,Astro.5,Astro.5,25,-8.24,-11.574288903396775
