Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000221978,CCNL2,56,-0.0609,67,0.21767,33,-0.8787,57,-0.0132,64,0.15469,93,0.75055,60,0.04574,56,-0.0417,60,0.05151,46,-0.3486,44,-0.4393,61,0.07562
ENSG00000242485,MRPL20,244,0.46530,188,0.04641,181,-0.0127,149,-0.3169,159,-0.2156,165,-0.1564,215,0.25974,161,-0.1967,205,0.18541,171,-0.0958,169,-0.1228,182,-0.0029
ENSG00000235098,ANKRD65,0,-4.6615,31,0.61886,21,-0.0423,13,-0.7034,9,-1.2671,23,0.14600,33,0.71869,21,-0.0428,17,-0.3236,41,1.04399,30,0.52355,15,-0.5168
ENSG00000179403,VWA1,0,-5.2382,102,2.12230,24,-0.3151,8,-1.9399,13,-1.2170,25,-0.2666,44,0.63725,52,0.90390,36,0.29896,12,-1.3965,12,-1.3139,27,-0.1363
ENSG00000160072,ATAD3B,28,0.89850,7,-1.0911,13,-0.2598,13,-0.3251,17,0.16291,15,-0.1171,13,-0.3228,9,-0.8091,20,0.39302,19,0.30649,18,0.22432,16,0.03913
ENSG00000197785,ATAD3A,16,-0.2288,19,0.01681,12,-0.7131,22,0.25340,29,0.65385,23,0.25740,16,-0.2510,22,0.23582,19,-0.0473,21,0.17114,17,-0.2062,13,-0.6186
ENSG00000205090,TMEM240,124,1.48133,11,-2.2140,39,-0.3990,43,-0.2549,48,-0.0973,43,-0.2484,56,0.15557,26,-1.0081,44,-0.2371,56,0.14948,77,0.65965,42,-0.2795
ENSG00000160075,SSU72,44,-1.8487,117,-0.3759,158,0.09499,195,0.42976,155,0.06475,166,0.17802,133,-0.1733,125,-0.2671,148,-5.0153,160,0.11479,171,0.22304,211,0.56459
ENSG00000228594,FNDC10,95,1.13588,21,-1.2134,33,-0.5625,48,0.00489,33,-0.5625,52,0.14858,45,-0.0764,83,0.90587,69,0.58842,28,-0.7861,26,-0.9068,36,-0.4313
ENSG00000272106,AL691432.2,0,-4.6790,14,-0.6176,20,-0.0388,14,-0.5889,24,0.20029,21,0.01218,12,-0.8272,13,-0.6584,22,0.09363,36,0.87983,33,0.70792,40,1.06116
ENSG00000197530,MIB2,123,1.47133,72,0.56694,40,-0.3634,49,-0.0347,48,-0.0880,35,-0.5693,44,-0.2025,57,0.20218,32,-0.7075,42,-0.2916,40,-0.3563,24,-1.1297
ENSG00000215790,SLC35E2A,15,-1.7181,32,-0.6328,45,-0.1092,59,0.32792,23,-1.1444,68,0.54698,54,0.17550,43,-0.1863,57,0.24809,41,-0.2666,70,0.58926,73,0.66161
ENSG00000008130,NADK,0,-5.3654,27,-0.2783,40,0.33942,36,0.17385,47,0.59796,43,0.44253,33,0.02451,37,0.20547,28,-0.2294,48,0.62276,30,-0.1360,19,-0.7794
ENSG00000078369,GNB1,422,-0.1429,247,-0.9631,431,-0.1115,506,0.14132,373,-0.3335,444,-0.0624,498,0.11662,632,0.49864,533,0.22363,511,0.15787,474,0.03773,479,0.05547
ENSG00000187730,GABRD,46,-1.8535,23,-2.8286,110,-0.5481,273,0.90283,146,-0.1079,158,0.01804,118,-0.4340,92,-0.8138,165,0.08419,209,0.45780,292,1.01368,246,0.72612
ENSG00000067606,PRKCZ,99,-1.2611,57,-2.0759,173,-0.4137,269,0.27804,230,0.02722,205,-0.1538,337,0.64190,322,0.56754,244,0.12025,211,-0.1059,289,0.39169,275,0.31361
ENSG00000162585,FAAP20,33,-0.7911,108,1.08560,61,0.14184,27,-1.0894,30,-0.9376,52,-0.1102,68,0.32247,60,0.11632,98,0.91180,40,-0.5009,47,-0.2526,43,-0.4074
ENSG00000157933,SKI,7,-2.3550,42,0.25684,31,-0.2057,33,-0.1535,69,1.05088,50,0.50448,43,0.27545,32,-0.1973,29,-0.3120,48,0.45020,27,-0.4554,21,-0.7965
ENSG00000157916,RER1,92,0.28616,70,-0.1280,63,-0.2989,84,0.14534,52,-0.5836,63,-0.2951,58,-0.4326,71,-0.1248,84,0.14010,71,-0.1244,94,0.32355,117,0.67604
ENSG00000157911,PEX10,56,0.63950,44,0.23089,48,0.38736,30,-0.3700,31,-0.3069,38,0.01340,31,-0.2778,37,-0.0213,42,0.15155,41,0.14639,23,-0.7192,31,-0.3259
ENSG00000149527,PLCH2,2,-4.0145,8,-2.1726,25,-0.4619,51,0.65546,46,0.47902,64,1.03081,34,0.01526,48,0.55903,51,0.66024,10,-1.8243,32,-0.0678,35,0.04314
ENSG00000157881,PANK4,1,-4.1917,8,-1.1694,13,-0.4411,12,-0.5985,9,-0.9584,22,0.34658,16,-0.2072,17,-0.1080,38,1.20809,30,0.82870,19,0.09318,29,0.80085
ENSG00000197921,HES5,10,-1.2657,39,0.79683,50,1.20248,10,-1.2631,17,-0.5226,25,0.10335,32,0.47073,54,1.34550,21,-0.1975,11,-1.1414,10,-1.3029,6,-2.0792
ENSG00000157873,TNFRSF14,0,-4.2466,21,0.52279,12,-0.2526,17,0.18110,22,0.62927,12,-0.2484,7,-1.1839,9,-0.8024,5,-1.4358,16,0.08651,35,1.39250,21,0.58183
ENSG00000157870,PRXL2B,97,0.24495,32,-1.4350,86,0.05917,103,0.35164,88,0.09531,108,0.41921,130,0.71907,88,0.10319,63,-0.4309,46,-0.9123,76,-0.1237,77,-0.1147
ENSG00000177133,PRDM16-DT,41,0.68404,17,-0.7287,57,1.21438,4,-2.6027,15,-0.8927,30,0.16675,35,0.41033,39,0.58518,18,-0.6177,23,-0.2590,20,-0.4596,24,-0.1447
ENSG00000158109,TPRG1L,79,-1.3443,47,-2.1302,163,-0.2608,230,0.28524,230,0.28471,247,0.39973,243,0.36878,214,0.16972,188,-0.0352,264,0.50528,187,-0.0452,216,0.18176
ENSG00000116213,WRAP73,28,0.97141,18,0.23417,12,-0.4046,14,-0.1813,10,-0.6440,12,-0.3226,12,-0.4212,21,0.46845,20,0.38579,12,-0.3328,15,-0.0779,11,-0.4400
ENSG00000130764,LRRC47,6,-3.7679,41,-1.0791,71,-0.2535,102,0.31447,91,0.14200,79,-0.0873,137,0.80050,82,-0.0333,128,0.68643,94,0.19156,78,-0.1050,92,0.15311
ENSG00000116198,CEP104,2,-2.7036,22,0.68786,9,-0.6488,17,0.20063,22,0.64492,13,-0.1701,32,1.28980,11,-0.3916,3,-2.1656,21,0.58916,10,-0.4842,11,-0.4587
ENSG00000196581,AJAP1,42,-0.1152,7,-2.7228,37,-0.2794,77,0.87297,46,0.03644,37,-0.2990,33,-0.4608,39,-0.2097,42,-0.0930,62,0.50385,66,0.62895,49,0.15073
ENSG00000069424,KCNAB2,83,-1.6327,111,-1.2015,299,0.33108,202,-0.2889,295,0.30691,365,0.65499,156,-0.6815,251,0.05227,191,-0.3746,282,0.23647,279,0.21771,402,0.81204
ENSG00000116254,CHD5,76,-0.9334,34,-2.1291,131,-0.0926,153,0.15260,181,0.41964,102,-0.4857,199,0.57374,274,1.11116,137,-0.0191,175,0.36327,121,-0.2207,86,-0.7355
ENSG00000116251,RPL22,966,0.76382,1240,1.18842,675,0.18167,306,-1.0351,422,-0.5500,492,-0.3144,510,-0.2579,413,-0.5831,627,0.06545,582,-0.0532,559,-0.1158,429,-0.5246
ENSG00000116237,ICMT,23,-0.9257,22,-1.0308,36,-0.2991,73,0.83917,51,0.24558,38,-0.1827,35,-0.3175,40,-0.1365,49,0.19809,39,-0.1590,49,0.18610,64,0.63574
ENSG00000158292,GPR153,0,-4.3903,11,-0.5873,25,0.68581,17,0.06122,19,0.22007,10,-0.7144,17,0.05329,16,-0.0313,14,-0.2715,18,0.12248,20,0.32518,29,0.91051
ENSG00000097021,ACOT7,129,-1.2089,66,-2.1895,184,-0.6727,491,0.88618,397,0.53626,288,0.01960,233,-0.3112,425,0.64765,251,-0.1932,300,0.08638,244,-0.2361,401,0.55318
ENSG00000215788,TNFRSF25,15,-0.6937,20,-0.2225,24,0.02793,31,0.45843,44,1.01635,13,-0.8337,14,-0.7465,7,-1.8130,22,-0.0763,36,0.68637,37,0.72994,17,-0.5067
ENSG00000171680,PLEKHG5,16,-0.9978,8,-2.0648,28,-0.2001,33,0.07884,25,-0.3384,30,-0.0807,28,-0.2045,24,-0.4085,32,0.01097,67,1.23437,51,0.77228,36,0.22902
ENSG00000162408,NOL9,0,-5.4204,16,-1.1385,31,-0.1095,28,-0.2913,59,0.88809,45,0.46164,56,0.80749,44,0.41213,43,0.40114,31,-0.1479,29,-0.2528,23,-0.5885
ENSG00000162413,KLHL21,3,-3.4482,46,0.60259,28,-0.1817,40,0.37486,36,0.20650,30,-0.0869,36,0.20899,47,0.64778,30,-0.0906,26,-0.2998,30,-0.1008,27,-0.2357
ENSG00000116273,PHF13,19,-0.0605,13,-0.6616,12,-0.7482,34,0.88413,25,0.35930,23,0.21654,20,-0.0187,29,0.60364,19,-0.0395,13,-0.6182,22,0.17672,8,-1.2673
ENSG00000041988,THAP3,0,-4.7897,27,0.33899,21,-0.0222,27,0.33534,15,-0.5150,12,-0.8971,23,0.06863,19,-0.1940,40,0.99087,23,0.11360,36,0.80836,16,-0.4694
ENSG00000007923,DNAJC11,22,-0.5384,17,-0.8928,32,0.02645,48,0.69546,33,0.07334,29,-0.1354,26,-0.2736,47,0.63426,14,-1.1564,28,-0.1608,50,0.73628,29,-0.1017
ENSG00000171735,CAMTA1,155,-0.2584,204,0.16772,159,-0.2262,149,-0.3215,265,0.58963,186,0.02137,195,0.09618,215,0.25232,282,0.68853,158,-0.2286,109,-0.7986,124,-0.6091
ENSG00000049245,VAMP3,0,-5.1554,106,2.23745,32,0.15179,7,-2.0557,19,-0.6226,30,0.04946,42,0.59116,26,-0.1580,26,-0.1497,20,-0.5548,30,0.03998,9,-1.6988
ENSG00000049246,PER3,69,1.06883,52,0.57750,37,0.02760,26,-0.4828,37,0.04222,32,-0.1787,44,0.31211,21,-0.7985,46,0.40690,17,-1.1020,30,-0.2796,19,-0.9282
ENSG00000116288,PARK7,425,0.13005,374,-0.0719,426,0.13372,345,-0.1953,274,-0.5511,465,0.27263,256,-0.6565,364,-0.1131,389,-0.0093,485,0.34024,414,0.08896,479,0.32158
ENSG00000116285,ERRFI1,0,-4.7653,17,-0.3652,10,-1.1334,33,0.71737,31,0.57677,25,0.23367,22,0.09002,39,0.95720,21,0.01378,23,0.09931,9,-1.2112,25,0.22596
ENSG00000162426,SLC45A1,3,-3.5239,10,-1.8159,37,0.08484,78,1.29760,39,0.18255,35,-0.0082,39,0.16556,36,0.05416,32,-0.1654,31,-0.1955,41,0.25798,40,0.20118
ENSG00000142599,RERE,46,-1.2538,101,-0.0608,104,-0.0145,132,0.37117,166,0.73720,81,-0.3914,90,-0.2336,101,-0.0542,90,-0.2397,119,0.20372,124,0.26509,103,-0.0272
ENSG00000074800,ENO1,462,-0.5540,749,0.19992,621,-0.0974,716,0.12812,509,-0.4039,742,0.18309,465,-0.5437,493,-0.4540,642,-0.0454,741,0.18296,858,0.41649,927,0.54296
ENSG00000171612,SLC25A33,1,-4.9057,75,1.29114,61,0.93071,20,-0.7691,28,-0.3055,29,-0.2197,45,0.44779,52,0.68119,21,-0.7548,27,-0.3367,28,-0.2956,21,-0.7598
ENSG00000188807,TMEM201,7,-1.1720,11,-0.4755,14,-0.0873,14,-0.1083,7,-1.2220,24,0.74408,25,0.82306,26,0.87551,29,1.01420,5,-1.5285,7,-1.0701,12,-0.3887
ENSG00000171603,CLSTN1,588,-0.2787,305,-1.2784,430,-0.7607,1166,0.81824,713,0.02189,860,0.32012,680,-0.0521,856,0.31124,566,-0.3385,755,0.11199,628,-0.1784,893,0.38018
ENSG00000178585,CTNNBIP1,43,0.16820,31,-0.3391,48,0.37136,24,-0.7220,32,-0.2938,34,-0.1818,46,0.29144,56,0.60815,64,0.83467,24,-0.6849,14,-1.4571,43,0.16786
ENSG00000162441,LZIC,25,-0.4762,63,1.01910,36,0.11463,25,-0.4274,20,-0.7598,53,0.72988,36,0.10769,21,-0.7286,29,-0.2430,31,-0.1357,34,0.00965,30,-0.1576
ENSG00000130939,UBE4B,5,-2.7768,24,-0.5886,22,-0.7113,50,0.52864,33,-0.1183,40,0.17736,57,0.74305,47,0.43113,53,0.63482,33,-0.1330,26,-0.4776,38,0.08734
ENSG00000054523,KIF1B,159,-0.7525,143,-0.9155,268,0.04999,282,0.13013,315,0.30374,194,-0.4567,412,0.74275,380,0.61181,233,-0.1685,267,0.04272,192,-0.4658,271,0.06921
ENSG00000142657,PGD,26,-0.9237,38,-0.3272,33,-0.5715,61,0.39915,56,0.26715,59,0.34147,42,-0.2069,100,1.21731,47,-0.0184,30,-0.6937,39,-0.2916,39,-0.3197
ENSG00000241563,CORT,8,-3.2929,34,-1.2699,38,-1.0958,22,-1.9271,8,-3.3935,18,-2.2220,17,-2.2874,563,4.01201,136,0.88863,15,-2.4244,14,-2.5189,69,-0.1978
ENSG00000160049,DFFA,66,1.35601,37,0.41956,31,0.09812,16,-0.8949,24,-0.2412,25,-0.1810,20,-0.5179,24,-0.2758,19,-0.6561,16,-0.8732,39,0.48640,27,-0.1131
ENSG00000142655,PEX14,0,-4.7314,16,-0.4317,24,0.19932,26,0.37170,22,0.08269,23,0.19037,17,-0.3227,16,-0.3645,25,0.28612,27,0.42057,30,0.60323,22,0.09602
ENSG00000120948,TARDBP,52,-0.4886,65,-0.1432,59,-0.2903,100,0.53914,77,0.11846,62,-0.1976,65,-0.1270,67,-0.0963,71,-0.0025,73,0.04732,93,0.43689,68,-0.0626
ENSG00000116649,SRM,88,-0.4130,80,-0.5606,129,0.18808,124,0.12190,121,0.08764,86,-0.4407,151,0.43319,74,-0.6711,133,0.23495,99,-0.2282,161,0.54015,130,0.19973
ENSG00000171824,EXOSC10,44,0.70112,28,0.02426,20,-0.5161,33,0.24741,30,0.09629,29,0.03169,20,-0.5173,22,-0.3398,40,0.57038,22,-0.3827,39,0.50220,10,-1.5113
ENSG00000198793,MTOR,0,-5.6260,25,-0.7046,34,-0.2338,59,0.65708,44,0.19979,37,-0.0719,43,0.16037,36,-0.1300,58,0.61912,47,0.28362,34,-0.2399,53,0.46480
ENSG00000204624,DISP3,5,-1.4163,26,0.96638,13,-0.1110,16,0.20395,14,0.00870,4,-1.6717,6,-1.3656,2,-2.7721,8,-0.9034,52,2.21879,12,-0.2397,12,-0.2753
ENSG00000116661,FBXO2,141,-1.2794,1211,2.30019,399,0.32288,220,-0.6078,214,-0.6493,216,-0.6337,272,-0.2814,256,-0.3739,220,-0.6080,222,-0.5916,338,0.05944,200,-0.7513
ENSG00000132879,FBXO44,128,-0.4002,56,-1.6316,119,-0.5081,224,0.48151,216,0.42612,192,0.23578,145,-0.2065,212,0.39165,212,0.39702,144,-0.2145,194,0.25143,143,-0.2287
ENSG00000116670,MAD2L2,0,-5.3169,46,0.62763,29,-0.1090,35,0.16387,32,0.05348,20,-0.6476,26,-0.3026,32,0.04092,28,-0.1940,47,0.63583,52,0.81055,28,-0.1804
ENSG00000177674,AGTRAP,16,0.11040,66,2.70008,11,-0.3894,1,-3.2530,8,-0.9287,12,-0.2733,20,0.49774,8,-0.8960,10,-0.6217,14,-0.1070,4,-1.7915,5,-1.5637
ENSG00000177000,MTHFR,11,-0.7457,24,0.42140,9,-0.9899,22,0.26665,19,0.01819,26,0.52796,14,-0.3987,26,0.54328,17,-0.1547,22,0.25678,21,0.17492,11,-0.8051
ENSG00000011021,CLCN6,21,-1.7113,24,-1.5184,47,-0.5375,108,0.76809,107,0.76467,50,-0.4483,102,0.68218,142,1.23580,72,0.11562,58,-0.2280,47,-0.5483,23,-1.6002
ENSG00000116685,KIAA2013,51,0.25746,41,-0.1049,30,-0.5932,45,0.06077,53,0.31410,41,-0.1055,45,0.06512,34,-0.3913,50,0.21750,42,-0.0551,42,-0.0472,48,0.16597
ENSG00000083444,PLOD1,0,-4.6508,35,0.92914,18,-0.1059,19,-0.0599,12,-0.7011,19,-0.0198,26,0.42685,32,0.78510,23,0.25846,14,-0.5196,25,0.39204,11,-0.8869
ENSG00000116688,MFN2,23,-1.8820,52,-0.6741,69,-0.2562,107,0.43337,102,0.35040,123,0.65638,62,-0.4167,134,0.80479,87,0.11381,53,-0.6601,68,-0.2771,96,0.26072
ENSG00000116691,MIIP,0,-4.6532,30,0.64562,16,-0.2711,12,-0.7296,15,-0.3649,23,0.24442,31,0.73859,27,0.47389,30,0.68134,21,0.11352,21,0.07312,9,-1.1705
ENSG00000048707,VPS13D,146,1.66733,41,-0.4411,39,-0.4965,52,-0.0453,61,0.18241,49,-0.1504,45,-0.2765,60,0.16056,39,-0.5052,38,-0.5582,45,-0.2757,34,-0.7221
ENSG00000162496,DHRS3,1,-4.4097,101,2.44662,23,-0.1591,12,-1.1268,10,-1.3215,19,-0.4424,25,-0.0049,36,0.58711,32,0.38363,16,-0.6495,7,-1.7794,18,-0.4723
ENSG00000116731,PRDM2,117,0.82635,27,-1.4507,40,-0.8704,70,0.00367,109,0.70113,49,-0.5458,74,0.07830,56,-0.3506,40,-0.8546,62,-0.1868,134,1.05128,64,-0.1398
ENSG00000189337,KAZN,19,-1.0367,48,0.35567,29,-0.4581,30,-0.4106,30,-0.3836,48,0.34200,68,0.90857,70,0.94530,64,0.79668,17,-1.2059,15,-1.3864,26,-0.6112
ENSG00000142634,EFHD2,4,-4.3824,33,-1.4353,28,-1.6949,61,-0.5073,97,0.20807,132,0.69745,285,2.07915,239,1.74095,74,-0.2279,35,-1.3605,14,-2.6215,21,-2.0949
ENSG00000116138,DNAJC16,58,1.19495,6,-2.1524,12,-1.2654,33,0.28170,30,0.13287,30,0.12287,15,-0.9014,31,0.16840,27,-0.0258,24,-0.2329,28,0.03380,38,0.48690
ENSG00000197312,DDI2,29,0.19422,6,-2.0617,12,-1.0887,35,0.48957,28,0.11167,35,0.46887,38,0.61150,50,1.06788,34,0.42960,13,-1.0244,12,-1.1616,17,-0.6116
ENSG00000116786,PLEKHM2,26,-1.6964,62,-0.4183,106,0.41289,59,-0.4925,74,-0.1553,116,0.56289,117,0.58042,98,0.29089,67,-0.3003,52,-0.6784,98,0.29196,102,0.35405
ENSG00000065526,SPEN,15,-0.9391,58,1.18702,28,-0.0142,24,-0.2458,19,-0.5815,22,-0.3423,50,0.93177,15,-0.9519,27,-0.0609,22,-0.3607,30,0.12111,26,-0.1371
ENSG00000116809,ZBTB17,45,1.46550,20,0.12331,15,-0.3219,19,0.07962,21,0.19244,10,-0.8462,13,-0.4878,23,0.37188,5,-1.8473,16,-0.2393,19,0.03208,14,-0.4058
ENSG00000185519,FAM131C,0,-4.2084,4,-1.7972,18,0.31795,7,-1.1015,11,-0.4517,28,1.01768,20,0.47358,18,0.35498,37,1.51487,6,-1.2392,7,-0.9854,19,0.38276
ENSG00000037637,FBXO42,2,-2.8624,16,0.08893,12,-0.3327,30,1.10000,26,0.86688,7,-1.0856,14,-0.1395,14,-0.0707,11,-0.4339,17,0.16352,16,0.09664,15,0.04662
ENSG00000055070,SZRD1,12,-1.0857,80,1.94678,29,0.20716,9,-1.5745,24,-0.0712,20,-0.3523,19,-0.4596,18,-0.4987,17,-0.5960,32,0.37970,30,0.26750,14,-0.9443
ENSG00000157191,NECAP2,0,-4.1411,44,1.95629,14,0.02031,3,-1.9387,10,-0.4234,8,-0.8066,14,0.05882,24,0.87357,14,0.07664,9,-0.6317,10,-0.4811,13,-0.0583
ENSG00000058453,CROCC,0,-4.2320,21,0.57696,8,-0.9493,19,0.39533,26,0.94136,10,-0.5810,18,0.30424,7,-1.0012,26,0.91178,19,0.40974,13,-0.1346,7,-1.0013
ENSG00000159363,ATP13A2,182,0.27752,47,-1.7782,122,-0.3443,202,0.44473,127,-0.2905,202,0.44508,137,-0.1691,194,0.37592,223,0.60538,86,-0.8804,139,-0.1477,172,0.18988
ENSG00000117118,SDHB,92,-0.0196,71,-0.4073,92,-0.0133,88,-0.0885,79,-0.2491,86,-0.1275,86,-0.1214,99,0.09430,110,0.25982,101,0.13559,115,0.33897,97,0.06061
ENSG00000117115,PADI2,12,-1.8123,221,3.16338,38,-0.1077,2,-4.0202,19,-1.1379,26,-0.6680,45,0.14512,40,-0.0392,16,-1.3884,30,-0.4425,27,-0.6114,11,-1.9056
ENSG00000179051,RCC2,0,-4.3856,20,0.29611,9,-0.8150,15,-0.0995,20,0.31568,12,-0.4054,17,0.09628,12,-0.5107,18,0.17324,4,-2.0075,26,0.77019,40,1.49670
ENSG00000074964,ARHGEF10L,40,1.33292,24,0.50178,16,-0.1309,10,-0.8630,11,-0.7330,25,0.54165,12,-0.5251,30,0.82720,11,-0.7357,5,-1.7044,12,-0.6215,15,-0.1938
ENSG00000117154,IGSF21,72,0.25252,18,-1.8329,36,-0.8092,74,0.28688,70,0.20585,64,0.06256,86,0.53275,136,1.31229,64,0.06700,23,-1.4596,44,-0.4952,49,-0.3473
ENSG00000159423,ALDH4A1,0,-5.3425,31,-0.0472,45,0.53431,12,-1.4331,17,-0.9532,56,0.91260,68,1.23905,44,0.51859,28,-0.2064,33,0.03989,22,-0.5752,26,-0.2923
ENSG00000127463,EMC1,54,0.60513,29,-0.3659,26,-0.5276,63,0.86490,31,-0.2573,41,0.15152,38,0.04678,33,-0.1626,40,0.14537,34,-0.1111,29,-0.3485,23,-0.7211
ENSG00000053372,MRTO4,0,-5.3534,30,-0.3038,34,-0.1007,33,-0.1490,50,0.49180,35,-0.0944,39,0.09718,61,0.80899,39,0.07910,48,0.42774,40,0.12379,31,-0.2562
ENSG00000053371,AKR7A2,2,-4.5091,96,1.27758,55,0.36374,24,-0.9179,21,-1.1238,55,0.36423,47,0.11271,37,-0.2590,62,0.54396,35,-0.3524,33,-0.4453,60,0.49832
ENSG00000077549,CAPZB,160,-0.3834,225,0.14498,167,-0.3217,233,0.20307,271,0.44461,208,0.01864,182,-0.1916,217,0.08642,208,0.02262,248,0.30228,168,-0.3081,175,-0.2493
ENSG00000173436,MICOS10,192,-0.8670,291,-0.2261,444,0.43914,328,-0.0397,241,-0.5185,379,0.18480,449,0.45739,426,0.37360,343,0.03006,383,0.20505,269,-0.3512,297,-0.1977
ENSG00000158747,NBL1,157,-0.1583,250,0.58132,140,-0.3308,125,-0.5054,204,0.25257,156,-0.1727,274,0.73283,263,0.66297,176,0.01533,107,-0.7404,114,-0.6549,120,-0.5734
ENSG00000169914,OTUD3,1,-3.3852,4,-1.9253,10,-0.6213,19,0.26020,25,0.71764,15,-0.1066,28,0.93981,3,-2.4343,30,1.02451,22,0.53139,16,0.03975,16,0.00121
ENSG00000162545,CAMK2N1,1090,-0.4556,468,-1.7271,1882,0.40307,1758,0.29356,1833,0.36048,919,-0.7170,1350,-0.1247,725,-1.0747,1208,-0.2971,2421,0.81698,1963,0.47077,1920,0.43512
ENSG00000090432,MUL1,0,-5.0880,15,-0.8552,24,-0.1339,38,0.57697,31,0.22600,37,0.50579,43,0.76200,38,0.55604,29,0.15558,17,-0.6668,23,-0.2289,23,-0.1953
ENSG00000158828,PINK1,273,-0.5210,213,-0.9038,393,0.04137,439,0.21731,352,-0.1291,461,0.29599,517,0.47968,393,0.04014,406,0.09221,282,-0.4755,395,0.05071,469,0.32186
ENSG00000244038,DDOST,74,1.29804,32,-0.0589,23,-0.5430,52,0.69955,12,-1.5369,25,-0.4589,37,0.16064,17,-1.0394,32,-0.0547,24,-0.4997,48,0.57619,25,-0.4499
