"","source","target","n","p_target","p_source"
"103","Micro.1","Inhib.Vip",2,0.0392156862745098,0.00287769784172662
"104","Micro.1","Inhib.Chandelier",1,0.0196078431372549,0.00442477876106195
"105","Micro.1","Inhib.Sst",3,0.0588235294117647,0.00355450236966825
"106","Micro.2","Oligo.2",1,0.0263157894736842,0.00520833333333333
"107","Micro.2","Excit.L2",11,0.289473684210526,0.00840336134453781
"108","Micro.2","Excit.L2_5.1",1,0.0263157894736842,0.00116686114352392
"109","Micro.2","Excit.L5.1",8,0.210526315789474,0.00759734093067426
"110","Micro.2","Excit.L6b",7,0.184210526315789,0.00712830957230143
"111","Micro.2","Inhib.Lamp5_Lhx6",2,0.0526315789473684,0.00289017341040462
"112","Micro.2","Inhib.Pvalb",3,0.0789473684210526,0.004
"113","Micro.2","Inhib.Vip",2,0.0526315789473684,0.00287769784172662
"114","Micro.2","Inhib.Chandelier",1,0.0263157894736842,0.00442477876106195
"115","Micro.2","Inhib.Sst",2,0.0526315789473684,0.0023696682464455
"116","Micro.3","Oligo.1",1,0.0294117647058824,0.00606060606060606
"117","Micro.3","Oligo.2",1,0.0294117647058824,0.00520833333333333
"118","Micro.3","Excit.L2",13,0.382352941176471,0.00993124522536287
"119","Micro.3","Excit.L2_5.1",2,0.0588235294117647,0.00233372228704784
"120","Micro.3","Excit.L5.1",4,0.117647058823529,0.00379867046533713
"121","Micro.3","Excit.L6b",4,0.117647058823529,0.00407331975560081
"122","Micro.3","Inhib.Lamp5_Lhx6",2,0.0588235294117647,0.00289017341040462
"123","Micro.3","Inhib.Pvalb",3,0.0882352941176471,0.004
"124","Micro.3","Inhib.Vip",2,0.0588235294117647,0.00287769784172662
"125","Micro.3","Inhib.Sst",2,0.0588235294117647,0.0023696682464455
"126","Micro.4","Oligo.1",1,0.0256410256410256,0.00606060606060606
"127","Micro.4","Oligo.2",1,0.0256410256410256,0.00520833333333333
"128","Micro.4","Excit.L2",13,0.333333333333333,0.00993124522536287
"129","Micro.4","Excit.L2_5.1",2,0.0512820512820513,0.00233372228704784
"130","Micro.4","Excit.L5.1",6,0.153846153846154,0.0056980056980057
"131","Micro.4","Excit.L6b",7,0.179487179487179,0.00712830957230143
"132","Micro.4","Inhib.Lamp5_Lhx6",2,0.0512820512820513,0.00289017341040462
"133","Micro.4","Inhib.Pvalb",3,0.0769230769230769,0.004
"134","Micro.4","Inhib.Vip",2,0.0512820512820513,0.00287769784172662
"135","Micro.4","Inhib.Sst",2,0.0512820512820513,0.0023696682464455
"136","Micro.5","Oligo.2",1,0.0454545454545455,0.00520833333333333
"137","Micro.5","Excit.L2",8,0.363636363636364,0.00611153552330023
"138","Micro.5","Excit.L2_5.1",1,0.0454545454545455,0.00116686114352392
"139","Micro.5","Excit.L5.1",3,0.136363636363636,0.00284900284900285
"140","Micro.5","Excit.L6b",3,0.136363636363636,0.00305498981670061
"141","Micro.5","Inhib.Lamp5_Lhx6",2,0.0909090909090909,0.00289017341040462
"142","Micro.5","Inhib.Pvalb",2,0.0909090909090909,0.00266666666666667
"143","Micro.5","Inhib.Vip",1,0.0454545454545455,0.00143884892086331
"144","Micro.5","Inhib.Sst",1,0.0454545454545455,0.00118483412322275
"145","OPC.1","Astro.1",4,0.0105820105820106,0.0132890365448505
"146","OPC.1","Astro.2",1,0.00264550264550265,0.00735294117647059
"147","OPC.1","Astro.3",5,0.0132275132275132,0.0221238938053097
"148","OPC.1","Astro.4",2,0.00529100529100529,0.0119047619047619
"149","OPC.1","Astro.5",1,0.00264550264550265,0.0140845070422535
"150","OPC.1","OPC.1",13,0.0343915343915344,0.0340314136125654
"151","OPC.1","OPC.2",8,0.0211640211640212,0.029520295202952
"152","OPC.1","OPC.3",18,0.0476190476190476,0.0393873085339169
"153","OPC.1","OPC.4",15,0.0396825396825397,0.0344827586206897
"154","OPC.1","Oligo.1",3,0.00793650793650794,0.0181818181818182
"155","OPC.1","Oligo.2",5,0.0132275132275132,0.0260416666666667
"156","OPC.1","Oligo.3",2,0.00529100529100529,0.0198019801980198
"157","OPC.1","Oligo.4",2,0.00529100529100529,0.0169491525423729
"158","OPC.1","Oligo.5",2,0.00529100529100529,0.0175438596491228
"159","OPC.1","Vasc.VLMC",1,0.00264550264550265,0.0128205128205128
"160","OPC.1","Excit.L2",52,0.137566137566138,0.0397249809014515
"161","OPC.1","Excit.L2_5.1",34,0.0899470899470899,0.0396732788798133
"162","OPC.1","Excit.L5.1",47,0.124338624338624,0.0446343779677113
"163","OPC.1","Excit.L6b",42,0.111111111111111,0.0427698574338086
"164","OPC.1","Inhib.Lamp5_Lhx6",31,0.082010582010582,0.0447976878612717
"165","OPC.1","Inhib.Pvalb",26,0.0687830687830688,0.0346666666666667
"166","OPC.1","Inhib.Vip",21,0.0555555555555556,0.0302158273381295
"167","OPC.1","Inhib.Chandelier",13,0.0343915343915344,0.0575221238938053
"168","OPC.1","Inhib.Sst",30,0.0793650793650794,0.0355450236966825
"169","OPC.2","Astro.1",3,0.0106382978723404,0.00996677740863787
"170","OPC.2","Astro.2",1,0.00354609929078014,0.00735294117647059
"171","OPC.2","Astro.3",3,0.0106382978723404,0.0132743362831858
"172","OPC.2","OPC.1",8,0.0283687943262411,0.0209424083769634
"173","OPC.2","OPC.2",6,0.0212765957446809,0.022140221402214
"174","OPC.2","OPC.3",12,0.0425531914893617,0.0262582056892779
"175","OPC.2","OPC.4",11,0.0390070921985816,0.0252873563218391
"176","OPC.2","Oligo.1",2,0.00709219858156028,0.0121212121212121
"177","OPC.2","Oligo.2",3,0.0106382978723404,0.015625
"178","OPC.2","Oligo.3",1,0.00354609929078014,0.0099009900990099
"179","OPC.2","Oligo.4",1,0.00354609929078014,0.00847457627118644
"180","OPC.2","Oligo.5",1,0.00354609929078014,0.0087719298245614
"181","OPC.2","Excit.L2",45,0.159574468085106,0.0343773873185638
"182","OPC.2","Excit.L2_5.1",26,0.0921985815602837,0.0303383897316219
"183","OPC.2","Excit.L5.1",39,0.138297872340426,0.037037037037037
"184","OPC.2","Excit.L6b",35,0.124113475177305,0.0356415478615071
"185","OPC.2","Inhib.Lamp5_Lhx6",18,0.0638297872340425,0.0260115606936416
"186","OPC.2","Inhib.Pvalb",19,0.0673758865248227,0.0253333333333333
"187","OPC.2","Inhib.Vip",18,0.0638297872340425,0.0258992805755396
"188","OPC.2","Inhib.Chandelier",10,0.0354609929078014,0.0442477876106195
"189","OPC.2","Inhib.Sst",20,0.0709219858156028,0.023696682464455
"190","OPC.3","Astro.1",4,0.00881057268722467,0.0132890365448505
"191","OPC.3","Astro.2",2,0.00440528634361234,0.0147058823529412
"192","OPC.3","Astro.3",5,0.0110132158590308,0.0221238938053097
"193","OPC.3","Astro.4",3,0.0066079295154185,0.0178571428571429
"194","OPC.3","Astro.5",1,0.00220264317180617,0.0140845070422535
"195","OPC.3","OPC.1",16,0.0352422907488987,0.0418848167539267
"196","OPC.3","OPC.2",11,0.0242290748898678,0.040590405904059
"197","OPC.3","OPC.3",21,0.0462555066079295,0.0459518599562363
"198","OPC.3","OPC.4",18,0.039647577092511,0.0413793103448276
"199","OPC.3","Oligo.1",4,0.00881057268722467,0.0242424242424242
"200","OPC.3","Oligo.2",7,0.0154185022026432,0.0364583333333333
"201","OPC.3","Oligo.3",4,0.00881057268722467,0.0396039603960396
"202","OPC.3","Oligo.4",3,0.0066079295154185,0.0254237288135593
"203","OPC.3","Oligo.5",3,0.0066079295154185,0.0263157894736842
"204","OPC.3","Vasc.Endo",2,0.00440528634361234,0.0232558139534884
"205","OPC.3","Vasc.VLMC",1,0.00220264317180617,0.0128205128205128
"206","OPC.3","Excit.L2",58,0.127753303964758,0.0443086325439267
"207","OPC.3","Excit.L2_5.1",39,0.0859030837004405,0.0455075845974329
"208","OPC.3","Excit.L5.1",53,0.116740088105727,0.050332383665717
"209","OPC.3","Excit.L6b",49,0.107929515418502,0.04989816700611
"210","OPC.3","Inhib.Lamp5_Lhx6",33,0.0726872246696035,0.0476878612716763
"211","OPC.3","Inhib.Pvalb",32,0.0704845814977974,0.0426666666666667
"212","OPC.3","Inhib.Vip",30,0.066079295154185,0.0431654676258993
"213","OPC.3","Inhib.Chandelier",16,0.0352422907488987,0.0707964601769911
"214","OPC.3","Inhib.Sst",39,0.0859030837004405,0.0462085308056872
"215","OPC.4","Astro.1",4,0.00938967136150235,0.0132890365448505
"216","OPC.4","Astro.2",1,0.00234741784037559,0.00735294117647059
"217","OPC.4","Astro.3",5,0.0117370892018779,0.0221238938053097
"218","OPC.4","Astro.4",3,0.00704225352112676,0.0178571428571429
"219","OPC.4","Astro.5",1,0.00234741784037559,0.0140845070422535
"220","OPC.4","OPC.1",15,0.0352112676056338,0.0392670157068063
"221","OPC.4","OPC.2",8,0.0187793427230047,0.029520295202952
"222","OPC.4","OPC.3",18,0.0422535211267606,0.0393873085339169
"223","OPC.4","OPC.4",18,0.0422535211267606,0.0413793103448276
"224","OPC.4","Oligo.1",3,0.00704225352112676,0.0181818181818182
"225","OPC.4","Oligo.2",7,0.0164319248826291,0.0364583333333333
"226","OPC.4","Oligo.3",3,0.00704225352112676,0.0297029702970297
"227","OPC.4","Oligo.4",3,0.00704225352112676,0.0254237288135593
"228","OPC.4","Oligo.5",3,0.00704225352112676,0.0263157894736842
"229","OPC.4","Vasc.Endo",2,0.00469483568075117,0.0232558139534884
"230","OPC.4","Vasc.VLMC",1,0.00234741784037559,0.0128205128205128
"231","OPC.4","Excit.L2",55,0.129107981220657,0.0420168067226891
"232","OPC.4","Excit.L2_5.1",37,0.0868544600938967,0.0431738623103851
"233","OPC.4","Excit.L5.1",52,0.122065727699531,0.0493827160493827
"234","OPC.4","Excit.L6b",46,0.107981220657277,0.0468431771894094
"235","OPC.4","Inhib.Lamp5_Lhx6",32,0.0751173708920188,0.046242774566474
"236","OPC.4","Inhib.Pvalb",30,0.0704225352112676,0.04
"237","OPC.4","Inhib.Vip",26,0.0610328638497653,0.037410071942446
"238","OPC.4","Inhib.Chandelier",16,0.0375586854460094,0.0707964601769911
"239","OPC.4","Inhib.Sst",37,0.0868544600938967,0.0438388625592417
"240","Oligo.1","Astro.1",3,0.0138888888888889,0.00996677740863787
"241","Oligo.1","Astro.3",2,0.00925925925925926,0.00884955752212389
"242","Oligo.1","Astro.4",1,0.00462962962962963,0.00595238095238095
"243","Oligo.1","OPC.1",5,0.0231481481481481,0.0130890052356021
"244","Oligo.1","OPC.2",3,0.0138888888888889,0.011070110701107
"245","Oligo.1","OPC.3",7,0.0324074074074074,0.0153172866520788
"246","Oligo.1","OPC.4",6,0.0277777777777778,0.0137931034482759
"247","Oligo.1","Oligo.1",2,0.00925925925925926,0.0121212121212121
"248","Oligo.1","Oligo.2",3,0.0138888888888889,0.015625
"249","Oligo.1","Oligo.3",1,0.00462962962962963,0.0099009900990099
"250","Oligo.1","Oligo.4",1,0.00462962962962963,0.00847457627118644
"251","Oligo.1","Oligo.5",1,0.00462962962962963,0.0087719298245614
"252","Oligo.1","Excit.L2",35,0.162037037037037,0.0267379679144385
"253","Oligo.1","Excit.L2_5.1",20,0.0925925925925926,0.0233372228704784
"254","Oligo.1","Excit.L5.1",31,0.143518518518519,0.0294396961063628
"255","Oligo.1","Excit.L6b",29,0.134259259259259,0.0295315682281059
"256","Oligo.1","Inhib.Lamp5_Lhx6",10,0.0462962962962963,0.0144508670520231
"257","Oligo.1","Inhib.Pvalb",16,0.0740740740740741,0.0213333333333333
"258","Oligo.1","Inhib.Vip",15,0.0694444444444444,0.0215827338129496
"259","Oligo.1","Inhib.Chandelier",8,0.037037037037037,0.0353982300884956
"260","Oligo.1","Inhib.Sst",17,0.0787037037037037,0.0201421800947867
"261","Oligo.2","Astro.1",5,0.0209205020920502,0.0166112956810631
"262","Oligo.2","Astro.2",1,0.00418410041841004,0.00735294117647059
"263","Oligo.2","Astro.3",3,0.0125523012552301,0.0132743362831858
"264","Oligo.2","Astro.4",2,0.00836820083682008,0.0119047619047619
"265","Oligo.2","OPC.1",6,0.0251046025104603,0.0157068062827225
"266","Oligo.2","OPC.2",4,0.0167364016736402,0.014760147601476
"267","Oligo.2","OPC.3",9,0.0376569037656904,0.0196936542669584
"268","Oligo.2","OPC.4",9,0.0376569037656904,0.0206896551724138
"269","Oligo.2","Oligo.1",3,0.0125523012552301,0.0181818181818182
"270","Oligo.2","Oligo.2",6,0.0251046025104603,0.03125
"271","Oligo.2","Oligo.3",1,0.00418410041841004,0.0099009900990099
"272","Oligo.2","Oligo.4",2,0.00836820083682008,0.0169491525423729
"273","Oligo.2","Oligo.5",2,0.00836820083682008,0.0175438596491228
"274","Oligo.2","Vasc.Endo",1,0.00418410041841004,0.0116279069767442
"275","Oligo.2","Excit.L2",35,0.146443514644351,0.0267379679144385
"276","Oligo.2","Excit.L2_5.1",24,0.100418410041841,0.0280046674445741
"277","Oligo.2","Excit.L5.1",31,0.129707112970711,0.0294396961063628
"278","Oligo.2","Excit.L6b",29,0.121338912133891,0.0295315682281059
"279","Oligo.2","Inhib.Lamp5_Lhx6",12,0.0502092050209205,0.0173410404624277
"280","Oligo.2","Inhib.Pvalb",17,0.0711297071129707,0.0226666666666667
"281","Oligo.2","Inhib.Vip",17,0.0711297071129707,0.0244604316546763
"282","Oligo.2","Inhib.Sst",20,0.0836820083682008,0.023696682464455
"283","Oligo.3","Astro.1",1,0.0102040816326531,0.00332225913621262
"284","Oligo.3","Astro.3",1,0.0102040816326531,0.00442477876106195
"285","Oligo.3","OPC.1",2,0.0204081632653061,0.00523560209424084
"286","Oligo.3","OPC.2",1,0.0102040816326531,0.003690036900369
"287","Oligo.3","OPC.3",4,0.0408163265306122,0.0087527352297593
"288","Oligo.3","OPC.4",3,0.0306122448979592,0.00689655172413793
"289","Oligo.3","Oligo.2",1,0.0102040816326531,0.00520833333333333
"290","Oligo.3","Excit.L2",22,0.224489795918367,0.0168067226890756
"291","Oligo.3","Excit.L2_5.1",8,0.0816326530612245,0.00933488914819136
"292","Oligo.3","Excit.L5.1",12,0.122448979591837,0.0113960113960114
"293","Oligo.3","Excit.L6b",13,0.13265306122449,0.0132382892057026
"294","Oligo.3","Inhib.Lamp5_Lhx6",6,0.0612244897959184,0.00867052023121387
"295","Oligo.3","Inhib.Pvalb",6,0.0612244897959184,0.008
"296","Oligo.3","Inhib.Vip",7,0.0714285714285714,0.0100719424460432
"297","Oligo.3","Inhib.Chandelier",2,0.0204081632653061,0.00884955752212389
"298","Oligo.3","Inhib.Sst",9,0.0918367346938776,0.0106635071090047
"299","Oligo.4","Astro.1",1,0.00699300699300699,0.00332225913621262
"300","Oligo.4","Astro.3",1,0.00699300699300699,0.00442477876106195
"301","Oligo.4","OPC.1",3,0.020979020979021,0.00785340314136126
"302","Oligo.4","OPC.2",2,0.013986013986014,0.00738007380073801
"303","Oligo.4","OPC.3",4,0.027972027972028,0.0087527352297593
"304","Oligo.4","OPC.4",4,0.027972027972028,0.00919540229885057
"305","Oligo.4","Oligo.1",1,0.00699300699300699,0.00606060606060606
"306","Oligo.4","Oligo.2",1,0.00699300699300699,0.00520833333333333
"307","Oligo.4","Oligo.3",1,0.00699300699300699,0.0099009900990099
"308","Oligo.4","Oligo.4",1,0.00699300699300699,0.00847457627118644
"309","Oligo.4","Oligo.5",1,0.00699300699300699,0.0087719298245614
"310","Oligo.4","Excit.L2",28,0.195804195804196,0.0213903743315508
"311","Oligo.4","Excit.L2_5.1",12,0.0839160839160839,0.014002333722287
"312","Oligo.4","Excit.L5.1",19,0.132867132867133,0.0180436847103514
"313","Oligo.4","Excit.L6b",20,0.13986013986014,0.0203665987780041
"314","Oligo.4","Inhib.Lamp5_Lhx6",8,0.0559440559440559,0.0115606936416185
"315","Oligo.4","Inhib.Pvalb",12,0.0839160839160839,0.016
"316","Oligo.4","Inhib.Vip",10,0.0699300699300699,0.0143884892086331
"317","Oligo.4","Inhib.Chandelier",3,0.020979020979021,0.0132743362831858
"318","Oligo.4","Inhib.Sst",11,0.0769230769230769,0.0130331753554502
"319","Oligo.5","Astro.1",1,0.00769230769230769,0.00332225913621262
"320","Oligo.5","Astro.3",1,0.00769230769230769,0.00442477876106195
"321","Oligo.5","OPC.1",3,0.0230769230769231,0.00785340314136126
"322","Oligo.5","OPC.2",1,0.00769230769230769,0.003690036900369
"323","Oligo.5","OPC.3",4,0.0307692307692308,0.0087527352297593
"324","Oligo.5","OPC.4",4,0.0307692307692308,0.00919540229885057
"325","Oligo.5","Oligo.1",1,0.00769230769230769,0.00606060606060606
"326","Oligo.5","Oligo.2",1,0.00769230769230769,0.00520833333333333
"327","Oligo.5","Oligo.4",1,0.00769230769230769,0.00847457627118644
"328","Oligo.5","Excit.L2",26,0.2,0.0198624904507257
"329","Oligo.5","Excit.L2_5.1",11,0.0846153846153846,0.0128354725787631
"330","Oligo.5","Excit.L5.1",20,0.153846153846154,0.0189933523266857
"331","Oligo.5","Excit.L6b",19,0.146153846153846,0.0193482688391039
"332","Oligo.5","Inhib.Lamp5_Lhx6",6,0.0461538461538462,0.00867052023121387
"333","Oligo.5","Inhib.Pvalb",10,0.0769230769230769,0.0133333333333333
"334","Oligo.5","Inhib.Vip",8,0.0615384615384615,0.0115107913669065
"335","Oligo.5","Inhib.Chandelier",3,0.0230769230769231,0.0132743362831858
"336","Oligo.5","Inhib.Sst",10,0.0769230769230769,0.0118483412322275
"337","Vasc.Endo","OPC.3",1,0.0123456790123457,0.00218818380743982
"338","Vasc.Endo","OPC.4",1,0.0123456790123457,0.00229885057471264
"339","Vasc.Endo","Excit.L2",18,0.222222222222222,0.0137509549274255
"340","Vasc.Endo","Excit.L2_5.1",8,0.0987654320987654,0.00933488914819136
"341","Vasc.Endo","Excit.L5.1",12,0.148148148148148,0.0113960113960114
"342","Vasc.Endo","Excit.L6b",14,0.172839506172839,0.0142566191446029
"343","Vasc.Endo","Inhib.Lamp5_Lhx6",5,0.0617283950617284,0.00722543352601156
"344","Vasc.Endo","Inhib.Pvalb",8,0.0987654320987654,0.0106666666666667
"345","Vasc.Endo","Inhib.Vip",6,0.0740740740740741,0.00863309352517986
"346","Vasc.Endo","Inhib.Sst",8,0.0987654320987654,0.00947867298578199
"347","Vasc.VLMC","Astro.1",2,0.037037037037037,0.00664451827242525
"348","Vasc.VLMC","OPC.1",1,0.0185185185185185,0.00261780104712042
"349","Vasc.VLMC","OPC.3",2,0.037037037037037,0.00437636761487965
"350","Vasc.VLMC","OPC.4",2,0.037037037037037,0.00459770114942529
"351","Vasc.VLMC","Oligo.2",1,0.0185185185185185,0.00520833333333333
"352","Vasc.VLMC","Excit.L2",11,0.203703703703704,0.00840336134453781
"353","Vasc.VLMC","Excit.L2_5.1",5,0.0925925925925926,0.0058343057176196
"354","Vasc.VLMC","Excit.L6b",6,0.111111111111111,0.00610997963340122
"355","Vasc.VLMC","Inhib.Lamp5_Lhx6",9,0.166666666666667,0.0130057803468208
"356","Vasc.VLMC","Inhib.Pvalb",4,0.0740740740740741,0.00533333333333333
"357","Vasc.VLMC","Inhib.Vip",5,0.0925925925925926,0.00719424460431655
"358","Vasc.VLMC","Inhib.Sst",6,0.111111111111111,0.00710900473933649
"359","Excit.L2","Astro.1",45,0.0399290150842946,0.149501661129568
"360","Excit.L2","Astro.2",22,0.0195208518189885,0.161764705882353
"361","Excit.L2","Astro.3",35,0.031055900621118,0.154867256637168
"362","Excit.L2","Astro.4",28,0.0248447204968944,0.166666666666667
"363","Excit.L2","Astro.5",13,0.0115350488021295,0.183098591549296
"364","Excit.L2","Macro",2,0.00177462289263532,0.25
"365","Excit.L2","Micro.1",10,0.00887311446317657,0.303030303030303
"366","Excit.L2","Micro.2",7,0.0062111801242236,0.269230769230769
"367","Excit.L2","Micro.3",7,0.0062111801242236,0.466666666666667
"368","Excit.L2","Micro.4",7,0.0062111801242236,0.333333333333333
"369","Excit.L2","Micro.5",4,0.00354924578527063,0.571428571428571
"370","Excit.L2","OPC.1",45,0.0399290150842946,0.117801047120419
"371","Excit.L2","OPC.2",36,0.0319432120674357,0.132841328413284
"372","Excit.L2","OPC.3",47,0.0417036379769299,0.102844638949672
"373","Excit.L2","OPC.4",46,0.0408163265306122,0.105747126436782
"374","Excit.L2","Oligo.1",25,0.0221827861579414,0.151515151515152
"375","Excit.L2","Oligo.2",27,0.0239574090505768,0.140625
