Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7to12,Feature log2 fold change topic 7to12
ENSG00000157933,SKI,93,0.80796,46,-0.3177,63,0.26584,47,-0.4700
ENSG00000157916,RER1,96,0.48581,86,0.31655,46,-0.8568,80,0.40085
ENSG00000157911,PEX10,0,-5.9827,33,0.60480,25,0.27099,22,0.00467
ENSG00000149527,PLCH2,0,-6.2745,19,-0.5889,16,-1.0643,41,1.57632
ENSG00000157881,PANK4,0,-5.7198,9,-1.0754,18,-0.1063,24,0.82863
ENSG00000197921,HES5,0,-6.0103,3,-2.8941,24,0.11066,29,0.80457
ENSG00000157870,PRXL2B,14,-2.5770,25,-1.7582,96,0.44390,88,0.31290
ENSG00000177133,PRDM16-DT,0,-5.9290,1,-4.3636,21,-0.0143,29,0.97617
ENSG00000158109,TPRG1L,63,-1.2500,50,-1.6109,122,-0.3434,188,0.90324
ENSG00000130764,LRRC47,31,-0.9991,42,-0.5447,49,-0.4398,76,0.75860
ENSG00000116198,CEP104,26,0.55676,30,0.79955,22,0.45602,12,-0.9659
ENSG00000196581,AJAP1,0,-6.8637,13,-1.6906,26,-0.8956,63,1.66297
ENSG00000069424,KCNAB2,56,-2.1575,20,-3.6024,243,0.08691,293,0.74158
ENSG00000116254,CHD5,3,-6.0898,27,-3.0302,267,0.62790,225,0.29991
ENSG00000116251,RPL22,1418,1.89571,1095,1.41462,310,-0.8160,309,-1.0154
ENSG00000116237,ICMT,28,-0.4130,12,-1.6617,34,-0.1889,44,0.60466
ENSG00000158292,GPR153,22,0.64847,0,-4.8507,14,-0.0944,16,0.30810
ENSG00000097021,ACOT7,14,-3.2100,44,-1.5689,83,-0.8183,186,1.50623
ENSG00000215788,TNFRSF25,57,0.92556,0,-6.6330,25,-0.4784,38,0.51160
ENSG00000171680,PLEKHG5,0,-6.8827,7,-2.6561,38,-0.2247,58,1.12315
ENSG00000162408,NOL9,0,-6.6240,12,-1.6170,43,0.44489,40,0.37910
ENSG00000162413,KLHL21,32,-0.0551,36,0.11439,33,-0.0236,33,0.00138
ENSG00000116273,PHF13,0,-5.8510,13,-0.6447,17,-0.3275,27,0.94765
ENSG00000041988,THAP3,0,-5.3615,19,0.41040,12,-0.3619,18,0.64477
ENSG00000007923,DNAJC11,0,-6.3355,18,-0.8871,33,0.11764,38,0.58695
ENSG00000171735,CAMTA1,150,-0.4100,81,-1.3376,202,0.07906,217,0.32232
ENSG00000049245,VAMP3,101,1.52320,170,2.54814,22,-1.1204,21,-1.5185
ENSG00000049246,PER3,28,-0.0219,36,0.34326,25,-0.2690,30,0.12223
ENSG00000116288,PARK7,387,1.09239,227,0.21537,104,-1.2395,225,0.39138
ENSG00000116285,ERRFI1,0,-5.7733,13,-0.5577,17,-0.2519,25,0.85810
ENSG00000162426,SLC45A1,1,-4.7955,0,-8.5138,26,-0.1507,38,1.12713
ENSG00000142599,RERE,61,-1.1362,79,-0.7461,102,-0.4763,166,0.85825
ENSG00000074800,ENO1,219,-1.1869,307,-0.6775,336,-0.7036,641,1.04084
ENSG00000171612,SLC25A33,0,-5.8766,15,-0.9505,16,-0.9816,42,1.59640
ENSG00000188807,TMEM201,0,-5.4912,14,-0.1631,17,0.18215,18,0.35339
ENSG00000171608,PIK3CD,25,0.75449,5,-1.5583,23,0.93472,10,-0.9032
ENSG00000171603,CLSTN1,228,-1.3458,141,-2.0561,436,-0.4856,752,1.09373
ENSG00000178585,CTNNBIP1,33,0.02649,38,0.22659,49,0.98059,21,-1.0711
ENSG00000162441,LZIC,0,-6.2898,73,1.61035,20,-0.6559,30,0.23531
ENSG00000130939,UBE4B,61,0.39608,45,-0.0576,42,-0.2406,49,0.08934
ENSG00000054523,KIF1B,29,-3.4318,340,0.23491,296,0.01897,328,0.34053
ENSG00000142657,PGD,41,-0.4691,41,-0.4946,47,-0.3701,67,0.57791
ENSG00000241563,CORT,0,-6.5590,10,-1.7364,19,-1.1043,53,1.85810
ENSG00000160049,DFFA,35,0.32479,41,0.58203,23,-0.4194,29,0.03385
ENSG00000142655,PEX14,0,-6.3331,0,-5.6036,29,0.01579,38,0.96489
ENSG00000120948,TARDBP,17,-2.2179,95,0.40332,45,-0.9749,99,1.02639
ENSG00000116649,SRM,35,-1.5940,62,-0.7646,86,-0.3407,130,0.81081
ENSG00000171824,EXOSC10,20,-0.4714,35,0.44680,19,-0.6712,32,0.52067
ENSG00000198793,MTOR,0,-6.6032,15,-1.2577,30,-0.3003,47,1.04564
ENSG00000116661,FBXO2,45,-2.1479,133,-0.5283,160,-0.3363,239,0.81082
ENSG00000132879,FBXO44,0,-8.5863,52,-1.4739,157,0.27916,164,0.52777
ENSG00000116670,MAD2L2,9,-1.4934,34,0.48638,15,-0.9729,33,0.91048
ENSG00000177000,MTHFR,41,1.01617,12,-0.9482,24,0.20157,19,-0.3794
ENSG00000011021,CLCN6,0,-7.8879,43,-1.0403,100,0.35996,96,0.38552
ENSG00000116685,KIAA2013,39,0.13251,53,0.63459,35,-0.0315,33,-0.2475
ENSG00000083444,PLOD1,113,2.76979,19,-0.3699,17,-0.7019,15,-1.1110
ENSG00000116688,MFN2,37,-1.3363,84,-0.0869,93,0.09651,95,0.21996
ENSG00000116691,MIIP,0,-5.4248,9,-0.6974,13,-0.3634,20,0.98872
ENSG00000048707,VPS13D,0,-6.6886,37,-0.1463,41,0.03118,47,0.49567
ENSG00000162496,DHRS3,32,0.23776,26,-0.0773,35,0.59627,21,-0.6249
ENSG00000116731,PRDM2,35,-0.8737,47,-0.4111,66,0.17186,65,0.16424
ENSG00000189337,KAZN,23,-0.9577,79,0.93767,46,0.10505,40,-0.2471
ENSG00000142634,EFHD2,39,-1.3935,41,-1.3379,234,2.93577,27,-2.6302
ENSG00000116138,DNAJC16,0,-6.2780,33,0.30662,28,0.07299,31,0.30751
ENSG00000197312,DDI2,0,-4.6649,16,-0.4332,26,0.44062,23,0.16805
ENSG00000116786,PLEKHM2,0,-7.5131,23,-1.5946,89,0.71273,68,0.11488
ENSG00000065526,SPEN,52,0.10973,58,0.30550,49,0.03484,45,-0.1678
ENSG00000116809,ZBTB17,0,-4.2829,25,0.65079,13,-0.4329,20,0.58603
ENSG00000037637,FBXO42,50,0.96761,9,-1.6631,19,-0.6741,32,0.48083
ENSG00000055070,SZRD1,125,2.18840,62,0.89200,22,-0.9362,25,-0.8582
ENSG00000157191,NECAP2,87,2.63111,43,1.26162,11,-1.1434,11,-1.3898
ENSG00000058453,CROCC,55,1.52114,14,-0.6647,24,0.25128,16,-0.7942
ENSG00000159363,ATP13A2,23,-2.4697,45,-1.5186,118,-0.0710,153,0.77165
ENSG00000117118,SDHB,14,-2.4147,56,-0.3526,63,-0.2199,87,0.68437
ENSG00000117115,PADI2,0,-7.0825,332,3.84224,21,-1.5159,27,-1.3300
ENSG00000179051,RCC2,37,0.52446,28,0.08346,23,-0.2425,26,-0.0033
ENSG00000074964,ARHGEF10L,64,2.12416,6,-1.6748,22,0.38822,11,-1.2712
ENSG00000117154,IGSF21,0,-7.7969,55,-0.5748,154,1.82898,48,-1.2070
ENSG00000159423,ALDH4A1,1,-4.0245,11,-0.6966,19,0.16696,20,0.47637
ENSG00000169991,IFFO2,0,-4.3514,10,-0.6081,16,0.25424,17,0.38139
ENSG00000127463,EMC1,0,-6.6235,19,-0.9622,31,-0.2805,47,0.97561
ENSG00000053372,MRTO4,0,-6.5779,23,-0.6213,37,0.18160,40,0.47385
ENSG00000053371,AKR7A2,69,0.95679,44,0.22275,22,-1.0288,43,0.33200
ENSG00000077549,CAPZB,399,0.82394,137,-0.8540,211,-0.2641,249,0.11278
ENSG00000173436,MICOS10,277,0.29461,263,0.21051,204,-0.2600,235,0.05749
ENSG00000158747,NBL1,386,1.01145,42,-2.3903,240,0.33072,183,-0.3361
ENSG00000169914,OTUD3,0,-5.6020,10,-0.8294,20,0.36686,19,0.33301
ENSG00000162545,CAMK2N1,56,-3.9874,478,-0.8427,527,-0.8853,1211,1.45724
ENSG00000090432,MUL1,0,-6.1205,20,-0.3547,20,-0.3882,32,0.93065
ENSG00000183114,FAM43B,0,-5.9612,5,-2.2026,42,1.79691,15,-0.9281
ENSG00000158828,PINK1,128,-1.1037,206,-0.3795,248,-0.1299,306,0.46843
ENSG00000244038,DDOST,107,2.21758,23,-0.3505,20,-0.7345,24,-0.5537
ENSG00000117245,KIF17,0,-5.3948,2,-2.6728,19,0.55932,17,0.34536
ENSG00000189410,SH2D5,35,0.18673,2,-3.5849,24,-0.5270,40,0.83706
ENSG00000127483,HP1BP3,200,0.46666,119,-0.3504,127,-0.3393,161,0.22310
ENSG00000075151,EIF4G3,40,-1.4802,72,-0.5964,124,0.33405,112,0.14507
ENSG00000117298,ECE1,201,3.85411,28,-0.0692,12,-1.6445,12,-1.8733
ENSG00000076864,RAP1GAP,11,-4.1303,71,-1.3978,247,0.77462,178,0.00267
ENSG00000090686,USP48,69,1.24678,36,0.20012,22,-0.7583,32,-0.0009
ENSG00000070831,CDC42,200,-0.1953,228,0.00632,199,-0.2695,249,0.28710
ENSG00000173372,C1QA,415,4.94404,21,-1.1654,12,-2.3413,12,-2.6857
ENSG00000173369,C1QB,422,4.55636,35,-0.5708,18,-1.8569,14,-2.6236
ENSG00000004487,KDM1A,43,-0.1380,18,-1.4516,40,-0.3212,57,0.61937
ENSG00000169641,LUZP1,95,1.10375,0,-7.2970,57,0.38493,43,-0.3422
ENSG00000125944,HNRNPR,96,-0.2753,139,0.29954,79,-0.7432,138,0.58200
ENSG00000125945,ZNF436,0,-5.8705,8,-1.3453,21,0.01975,26,0.75252
ENSG00000117318,ID3,1134,6.17414,46,-1.2981,25,-2.5821,4,-5.6530
ENSG00000142676,RPL11,2109,2.57515,1246,1.52715,262,-1.2406,266,-1.4617
ENSG00000011007,ELOA,5,-1.9073,20,0.18547,18,0.05281,19,0.23786
ENSG00000057757,PITHD1,1,-6.2885,119,-0.2425,125,-0.2132,174,0.74407
ENSG00000011009,LYPLA2,0,-7.0190,17,-1.5028,43,-0.1671,61,0.95769
ENSG00000117308,GALE,0,-5.4103,4,-1.7860,16,0.11176,19,0.71496
ENSG00000117305,HMGCL,43,1.58330,18,0.13533,15,-0.1612,13,-0.6687
ENSG00000189266,PNRC2,100,0.81988,47,-0.3885,52,-0.2912,61,0.03871
ENSG00000188529,SRSF10,78,0.59832,62,0.21606,42,-0.4961,56,0.12580
ENSG00000001461,NIPAL3,1,-5.2297,155,1.82873,46,-0.2764,49,-0.2238
ENSG00000133226,SRRM1,109,1.30871,93,1.02643,36,-0.6077,41,-0.5078
ENSG00000169504,CLIC4,427,3.15848,317,2.45213,23,-2.1828,19,-2.8669
ENSG00000117614,SYF2,164,1.72705,72,0.31990,42,-0.6541,50,-0.4323
ENSG00000117616,RSRP1,162,1.15656,115,0.58366,51,-0.8694,79,-0.0189
ENSG00000183726,TMEM50A,282,1.50200,146,0.38985,58,-1.2963,119,0.11347
ENSG00000204178,MACO1,45,1.07024,8,-1.4906,24,0.04123,22,-0.1811
ENSG00000117643,MAN1C1,47,-0.0149,22,-1.1399,30,-0.8983,63,0.99778
ENSG00000162430,SELENON,60,0.45722,57,0.36700,47,0.07534,40,-0.3534
ENSG00000117640,MTFR1L,15,-2.0163,39,-0.5913,59,0.04096,67,0.47422
ENSG00000117632,STMN1,119,-2.8976,1003,0.31411,696,-0.3475,995,0.61086
ENSG00000158008,EXTL1,37,-0.5638,2,-4.5212,59,0.24876,60,0.37979
ENSG00000175087,PDIK1L,0,-5.6810,15,-0.3178,16,-0.2820,23,0.82300
ENSG00000142684,ZNF593,36,0.67972,23,-0.0191,18,-0.5433,25,0.20298
ENSG00000142669,SH3BGRL3,404,1.29750,201,0.13612,182,-0.0260,146,-0.6018
ENSG00000158062,UBXN11,0,-5.5993,7,-1.2574,19,0.22821,20,0.53783
ENSG00000117682,DHDDS,0,-5.6635,8,-1.2475,22,0.41828,20,0.35256
ENSG00000198830,HMGN2,325,1.96584,204,1.12211,56,-1.1798,81,-0.6335
ENSG00000117713,ARID1A,0,-7.3532,61,0.07007,54,-0.1860,71,0.62723
ENSG00000204160,ZDHHC18,42,0.13628,11,-1.8264,43,0.27291,39,0.04364
ENSG00000142751,GPN2,7,-1.1904,14,-0.2405,14,-0.3626,21,0.64688
ENSG00000090273,NUDC,47,-1.4622,156,0.36481,101,-0.4094,146,0.52368
ENSG00000253368,TRNP1,21,-1.0537,4,-3.5050,35,-0.3860,56,1.04371
ENSG00000090020,SLC9A1,61,0.98724,5,-2.6350,37,0.28330,30,-0.2628
ENSG00000142784,WDTC1,37,0.00135,42,0.20882,41,0.26378,33,-0.3105
ENSG00000186501,TMEM222,10,-3.1058,64,-0.3976,86,0.08884,96,0.45288
ENSG00000158195,WASF2,136,2.46279,113,2.07668,21,-0.9068,12,-2.2029
ENSG00000126705,AHDC1,0,-7.2132,11,-2.3455,61,0.31396,64,0.57598
ENSG00000126709,IFI6,603,2.29066,110,-0.6013,156,-0.0964,103,-1.1077
ENSG00000009780,FAM76A,0,-5.4876,15,-0.1175,19,0.40827,16,0.12578
ENSG00000117758,STX12,0,-7.5645,75,0.13553,74,0.14827,76,0.30218
ENSG00000117751,PPP1R8,4,-3.0568,38,0.23388,32,-0.0586,37,0.39628
ENSG00000117748,RPA2,12,-1.8774,31,-0.4382,35,-0.3309,52,0.75882
ENSG00000126698,DNAJC8,192,0.75582,82,-0.5880,101,-0.3513,127,0.16357
ENSG00000130770,ATP5IF1,259,-0.2923,208,-0.6271,193,-0.9380,417,1.01097
ENSG00000180098,TRNAU1AP,0,-5.2666,17,0.38830,15,0.17851,14,0.17296
ENSG00000197989,SNHG12,0,-5.4144,19,0.39635,14,-0.1510,17,0.46875
ENSG00000120656,TAF12,69,2.34114,27,0.65072,14,-0.5518,11,-1.1854
ENSG00000198492,YTHDF2,25,-1.4083,44,-0.5452,56,-0.2735,78,0.67961
ENSG00000116350,SRSF4,87,1.23744,36,-0.1861,34,-0.3797,39,-0.1623
ENSG00000116353,MECR,39,0.41377,29,-0.0637,30,0.04405,28,-0.1628
ENSG00000060656,PTPRU,0,-6.2926,10,-1.5269,68,3.08666,8,-2.4049
ENSG00000162511,LAPTM5,187,2.56480,61,0.50522,33,-0.5544,25,-1.3485
ENSG00000162512,SDC3,145,-0.4752,129,-0.6543,199,0.02162,215,0.27402
ENSG00000134644,PUM1,18,-2.9573,57,-1.3043,142,0.13197,161,0.57875
ENSG00000121766,ZCCHC17,38,-1.6143,74,-0.6298,107,-0.0791,132,0.55153
ENSG00000121769,FABP3,47,-1.2045,25,-2.1251,91,-0.2795,136,0.89242
ENSG00000162517,PEF1,232,1.46625,53,-0.9132,75,-0.5154,95,-0.0343
ENSG00000084636,COL16A1,19,-1.0276,71,1.02447,36,-0.1227,37,-0.0776
ENSG00000121753,ADGRB2,41,-2.4043,51,-2.0987,220,0.14685,249,0.62118
ENSG00000184007,PTP4A2,86,-1.1388,842,2.78974,132,-0.6424,120,-1.0102
ENSG00000121774,KHDRBS1,81,-0.5438,111,-0.0540,90,-0.5059,139,0.58718
ENSG00000121775,TMEM39B,28,0.86054,1,-3.4363,27,1.31436,9,-1.2518
ENSG00000025800,KPNA6,0,-6.1981,10,-1.4700,24,-0.1445,34,0.92838
ENSG00000084652,TXLNA,0,-5.9016,27,0.35912,23,0.14066,23,0.22385
ENSG00000084623,EIF3I,112,0.11813,76,-0.4788,82,-0.4938,122,0.50682
ENSG00000175130,MARCKSL1,44,-2.4830,1169,2.97228,142,-0.9756,170,-0.7994
ENSG00000160058,BSDC1,0,-7.3200,38,-0.6296,63,0.22851,66,0.43329
ENSG00000176261,ZBTB8OS,26,-0.6325,54,0.49418,27,-0.7717,48,0.61254
ENSG00000162521,RBBP4,146,0.80356,81,-0.1373,53,-1.0090,105,0.51146
ENSG00000162522,KIAA1522,3,-2.9070,4,-2.2452,14,-0.7777,32,1.53475
ENSG00000134684,YARS,14,-2.8006,38,-1.3760,74,-0.4740,129,1.14483
ENSG00000116497,S100PBP,0,-5.6365,25,0.57745,11,-0.8121,23,0.93818
ENSG00000160097,FNDC5,0,-5.7182,2,-3.1576,19,0.03694,24,0.88765
ENSG00000121905,HPCA,31,-3.3233,34,-3.2208,389,0.64695,320,0.24421
ENSG00000121900,TMEM54,0,-6.4543,47,0.65919,38,0.46959,29,-0.2062
ENSG00000004455,AK2,32,0.42389,65,1.61831,21,-0.3631,19,-0.6261
ENSG00000142920,AZIN2,18,-0.8331,32,-0.0079,27,-0.3303,37,0.48949
ENSG00000160094,ZNF362,42,1.04398,23,0.08922,25,0.24612,17,-0.6958
ENSG00000134686,PHC2,118,0.98733,123,1.06090,50,-0.4996,55,-0.4265
ENSG00000163866,SMIM12,11,-1.9073,29,-0.5157,30,-0.6622,56,1.06407
ENSG00000116544,DLGAP3,30,-1.3106,7,-3.4224,75,0.11909,86,0.61096
ENSG00000163867,ZMYM6,0,-5.2784,14,0.06677,12,-0.2185,17,0.64634
ENSG00000116560,SFPQ,179,0.32800,185,0.38065,124,-0.3342,148,0.04482
ENSG00000146463,ZMYM4,143,1.81962,27,-0.8907,45,-0.1928,40,-0.5489
ENSG00000142687,KIAA0319L,66,0.68398,36,-0.2991,35,-0.4423,46,0.20101
ENSG00000020129,NCDN,28,-4.0198,80,-2.5010,291,-0.7448,633,1.57588
ENSG00000126067,PSMB2,0,-8.0819,93,-0.2043,90,-0.3426,136,0.85354
ENSG00000142686,C1orf216,15,-2.8163,25,-2.0899,84,-0.3663,137,1.13331
ENSG00000134698,AGO4,0,-5.3484,16,0.20017,17,0.38951,14,0.04298
ENSG00000092847,AGO1,0,-6.1691,44,0.86521,33,0.61561,21,-0.4486
ENSG00000126070,AGO3,8,-1.2893,33,0.80313,15,-0.5867,23,0.45066
ENSG00000116863,ADPRHL2,0,-5.4444,17,0.14477,14,-0.1588,18,0.56854
ENSG00000054116,TRAPPC3,76,0.34185,29,-1.1248,42,-0.7276,76,0.73542
ENSG00000116871,MAP7D1,146,-0.2948,216,0.32114,115,-0.8417,216,0.65070
ENSG00000054118,THRAP3,111,0.91283,41,-0.6472,60,-0.1170,61,-0.0956
ENSG00000196182,STK40,43,1.06903,22,0.02443,17,-0.4679,22,-0.0596
ENSG00000181817,LSM10,70,1.06500,21,-0.8422,22,-0.9463,42,0.50080
ENSG00000116898,MRPS15,93,1.12775,25,-0.9720,46,-0.0158,43,-0.2367
ENSG00000163873,GRIK3,0,-6.0035,8,-1.6086,56,3.11874,7,-2.4270
ENSG00000163875,MEAF6,19,-2.4388,46,-1.1310,95,-0.0714,122,0.71381
ENSG00000163877,SNIP1,24,0.53347,17,-0.0399,16,-0.0750,16,-0.1120
ENSG00000134697,GNL2,48,1.04211,12,-1.1204,18,-0.7027,29,0.39002
ENSG00000183317,EPHA10,0,-5.7028,2,-2.8043,14,-0.4850,27,1.37833
ENSG00000185090,MANEAL,0,-6.3344,6,-2.1868,22,-0.5036,41,1.35242
ENSG00000196449,YRDC,0,-5.4215,6,-1.4311,15,0.05738,19,0.72491
ENSG00000197982,C1orf122,110,-0.7594,438,1.48117,131,-0.6410,182,0.02209
ENSG00000183431,SF3A3,24,-0.5818,21,-0.7382,28,-0.4565,43,0.73086
ENSG00000183520,UTP11,40,0.54133,25,-0.1977,20,-0.7033,32,0.43479
ENSG00000116954,RRAGC,30,-0.6958,43,-0.1411,30,-0.8634,61,0.92572
ENSG00000174574,AKIRIN1,9,-3.2039,96,0.32325,67,-0.3249,94,0.60191
ENSG00000168653,NDUFS5,344,-0.0406,328,-0.1115,286,-0.4336,403,0.41254
ENSG00000127603,MACF1,275,1.22398,166,0.37928,115,-0.2744,111,-0.4265
ENSG00000090621,PABPC4,79,0.47865,68,0.23612,66,0.24669,49,-0.4745
ENSG00000116983,HPCAL4,4,-6.1854,25,-3.6716,283,-0.1015,400,1.04647
ENSG00000084072,PPIE,27,-0.1967,60,1.10428,29,-0.1286,27,-0.2942
ENSG00000168389,MFSD2A,182,3.81643,8,-1.7849,21,-0.4679,7,-2.5339
ENSG00000131236,CAP1,165,0.21097,121,-0.2750,112,-0.5183,167,0.44292
ENSG00000131238,PPT1,61,-1.0095,117,-0.0091,84,-0.6790,150,0.80494
ENSG00000084073,ZMPSTE24,68,1.19515,23,-0.5354,20,-0.9543,37,0.36888
ENSG00000049089,COL9A2,0,-6.1121,172,3.89961,15,-0.9525,10,-1.8454
ENSG00000084070,SMAP2,50,-1.0701,25,-2.0572,83,-0.3890,132,0.96214
ENSG00000117016,RIMS3,0,-7.4892,0,-6.3011,69,0.14126,83,0.84830
ENSG00000066136,NFYC,27,-0.6045,27,-0.6274,44,0.20090,42,0.13308
ENSG00000179862,CITED4,0,-5.3993,9,-0.7770,14,-0.1576,19,0.81737
ENSG00000171793,CTPS1,45,1.49935,6,-1.4737,13,-0.5661,18,0.06577
ENSG00000010803,SCMH1,0,-5.2144,10,-0.3641,15,0.30428,14,0.28870
ENSG00000127124,HIVEP3,0,-5.5430,11,-0.6428,27,1.31072,13,-0.6489
ENSG00000198815,FOXJ3,0,-7.3617,27,-1.2028,52,-0.2585,79,1.00013
ENSG00000177181,RIMKLA,0,-6.3470,8,-1.8943,29,0.00352,37,0.83720
ENSG00000127125,PPCS,0,-6.5136,27,-0.2896,28,-0.3079,42,0.84310
ENSG00000065978,YBX1,849,3.60980,199,0.62897,51,-1.7824,60,-1.7941
ENSG00000164008,C1orf50,0,-5.5802,19,0.22835,16,-0.1298,20,0.51441
ENSG00000177868,SVBP,53,1.08868,35,0.41316,17,-0.8681,28,0.08644
ENSG00000117394,SLC2A1,1500,4.90882,79,-1.1738,49,-2.2107,45,-2.7195
ENSG00000117395,EBNA1BP2,43,-0.3736,30,-0.9051,36,-0.8129,74,0.99948
ENSG00000066322,ELOVL1,44,0.07757,319,4.18904,20,-1.3547,10,-2.8055
ENSG00000159479,MED8,14,-0.3491,25,0.53400,14,-0.5005,20,0.32416
ENSG00000142949,PTPRF,2,-5.8015,86,-0.5349,110,-0.2169,155,0.82089
ENSG00000066135,KDM4A,23,-0.1029,15,-0.7301,21,-0.2868,29,0.46155
ENSG00000126091,ST3GAL3,0,-6.6519,13,-1.4613,46,0.55710,39,0.25044
ENSG00000117408,IPO13,15,-2.2077,185,1.67843,54,-0.4737,67,-0.0544
ENSG00000117410,ATP6V0B,141,-1.2981,216,-0.6620,320,-0.0719,389,0.51123
ENSG00000117411,B4GALT2,0,-7.2958,66,0.25090,71,0.53699,54,-0.1076
ENSG00000159214,CCDC24,0,-5.7615,2,-3.4002,21,0.17232,24,0.76415
ENSG00000178028,DMAP1,1,-4.7128,33,-0.3923,39,-0.1519,53,0.71500
ENSG00000117419,ERI3,71,-1.1988,89,-0.8634,149,-0.0991,186,0.56142
ENSG00000187147,RNF220,16,-2.7219,174,0.85235,95,-0.1646,110,0.21362
ENSG00000142937,RPS8,3820,2.75502,1685,1.14898,509,-0.9726,416,-1.5936
ENSG00000070785,EIF2B3,37,0.47917,12,-1.2038,23,-0.3592,31,0.40132
ENSG00000126107,HECTD3,6,-1.5408,11,-0.6237,22,0.71279,15,-0.2104
ENSG00000126088,UROD,22,-1.5383,46,-0.4105,46,-0.5238,78,0.87797
ENSG00000117450,PRDX1,316,-0.0263,378,0.25910,263,-0.4100,351,0.26921
ENSG00000117448,AKR1A1,47,0.08234,53,0.28348,39,-0.2477,46,0.09379
ENSG00000132780,NASP,0,-6.1325,70,1.74374,23,-0.1445,23,-0.2670
ENSG00000159592,GPBP1L1,68,1.23381,55,0.86831,25,-0.4859,27,-0.4749
ENSG00000159596,TMEM69,0,-5.6257,11,-0.6255,20,0.25851,20,0.39632
ENSG00000086015,MAST2,0,-5.7814,17,-0.1599,17,-0.2884,25,0.78413
ENSG00000117461,PIK3R3,64,2.29822,3,-2.3558,15,-0.2815,13,-0.6933
ENSG00000085998,POMGNT1,70,0.05223,101,0.62568,58,-0.3473,69,0.05028
ENSG00000132128,LRRC41,39,-0.8538,51,-0.4594,62,-0.2068,80,0.51215
ENSG00000173660,UQCRH,238,-0.7114,204,-0.9395,321,-0.3320,465,0.69319
ENSG00000117480,FAAH,0,-6.6893,74,1.14173,22,-0.9723,46,0.76140
ENSG00000079277,MKNK1,0,-6.0747,6,-1.9765,26,0.20078,29,0.65219
ENSG00000123472,ATPAF1,97,-0.1802,75,-0.5743,80,-0.6289,137,0.72993
ENSG00000159658,EFCAB14,131,0.77931,191,1.43092,48,-1.0021,75,-0.1825
ENSG00000186377,CYP4X1,16,-0.7982,2,-3.3269,32,0.45663,28,0.19883
