Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to9,Feature log2 fold change topic 6to9
ENSG00000162244,RPL29,1573,-0.4850,4660,1.35937,370,-2.6673,789,-1.6711,2751,0.74947
ENSG00000164091,WDR82,16,-4.0249,407,0.87429,878,2.42850,247,0.03451,96,-1.8919
ENSG00000010322,NISCH,16,-3.3932,407,1.69177,277,0.96717,181,0.27529,87,-1.2841
ENSG00000168297,PXK,16,-3.4059,407,1.67395,31,-2.4859,52,-1.8473,216,0.95407
ENSG00000168309,FAM107A,877,-1.0290,2401,0.58553,101,-4.2241,1589,-0.1123,2161,0.72054
ENSG00000175161,CADM2,16,-3.8324,407,1.11344,534,1.63229,381,1.21433,48,-2.8403
ENSG00000269028,MTRNR2L12,6843,-1.6125,407,-5.7378,2877,-2.8962,45576,1.94063,18245,-0.1508
ENSG00000080822,CLDND1,16,-6.1164,407,-1.4418,429,-1.3619,257,-2.2775,1971,2.84933
ENSG00000081154,PCNP,16,-6.0099,7598,5.93102,256,-2.0228,138,-3.1040,111,-3.8668
ENSG00000114391,RPL24,19,-6.0438,407,-1.5684,733,-0.6702,735,-0.7394,1859,1.82129
ENSG00000144834,TAGLN3,16,-4.0645,407,0.82676,1504,4.02586,115,-1.3186,21,-4.3520
ENSG00000172020,GAP43,16,-4.1095,407,0.77216,665,1.69194,256,-0.0077,178,-0.8464
ENSG00000185565,LSAMP,16,-3.0133,407,2.25122,1,-6.7752,297,2.07290,17,-3.5330
ENSG00000114631,PODXL2,16,-4.0068,407,0.89623,967,2.70077,277,0.27501,53,-2.8752
ENSG00000074416,MGLL,16,-4.8790,407,-0.1152,1,-8.6275,315,-0.5799,719,1.76806
ENSG00000075785,RAB7A,16,-3.7802,407,1.17872,189,-0.1315,245,0.34124,185,-0.2495
ENSG00000169714,CNBP,16,-3.6344,407,1.36668,198,0.11148,232,0.43647,145,-0.5809
ENSG00000184897,H1FX,16,-4.6348,407,0.15955,526,0.58987,318,-0.2699,434,0.45227
ENSG00000091513,TF,16,-6.0359,3683,2.53951,142,-2.9130,86,-3.8311,1184,0.56034
ENSG00000154917,RAB6B,143,-1.5709,407,0.04763,1915,3.22228,394,-0.0051,75,-3.1033
ENSG00000082996,RNF13,16,-3.4051,407,1.67282,217,0.52313,65,-1.4943,163,0.08486
ENSG00000070087,PFN2,16,-3.5333,407,1.50072,408,1.50519,196,0.23682,83,-1.5529
ENSG00000163536,SERPINI1,16,-4.1181,407,0.76196,1205,3.10302,196,-0.4951,76,-2.4007
ENSG00000008952,SEC62,16,-5.5868,407,-0.8830,533,-0.4618,552,-0.4574,1087,1.39937
ENSG00000013297,CLDN11,486,-0.3202,407,-0.6003,91,-2.8406,43,-4.0942,1067,2.31493
ENSG00000114757,PEX5L,16,-3.1283,407,2.07429,1,-6.8885,144,0.17711,116,-0.2882
ENSG00000242808,SOX2-OT,780,-0.1335,3531,2.78509,1,-9.5832,126,-3.0533,765,-0.2543
ENSG00000161203,AP2M1,16,-5.9131,3928,2.93431,2067,1.46939,354,-1.5641,329,-2.0271
ENSG00000175166,PSMD2,16,-3.3461,407,1.75673,1,-7.1050,208,0.60978,132,-0.3455
ENSG00000175182,FAM131A,16,-4.0321,407,0.86631,1291,3.51719,190,-0.4457,24,-4.0937
ENSG00000156976,EIF4A2,16,-5.0559,407,-0.3098,2032,2.75254,293,-0.9087,350,-0.7965
ENSG00000189058,APOD,1338,-0.4190,407,-2.2265,641,-1.5477,1190,-0.6709,2720,1.51243
ENSG00000061938,TNK2,16,-3.4824,407,1.56880,369,1.37792,219,0.52776,68,-1.8512
ENSG00000182899,RPL35A,16,-6.4857,407,-1.8252,589,-1.2684,873,-0.7383,2296,2.05684
ENSG00000169020,ATP5ME,16,-6.0971,407,-1.4214,205,-2.4389,588,-0.9493,1831,2.34156
ENSG00000168993,CPLX1,16,-3.3948,407,1.68942,505,2.15117,224,0.69642,9,-4.8249
ENSG00000159692,CTBP1,16,-3.5369,407,1.49601,336,1.13435,212,0.39241,93,-1.3361
ENSG00000068078,FGFR3,16,-3.8874,407,1.04258,3,-6.3160,753,3.45259,13,-4.8200
ENSG00000243449,C4orf48,419,-0.8309,407,-0.8762,743,0.07519,373,-1.1095,1017,1.13508
ENSG00000185818,NAT8L,16,-4.1312,407,0.74598,631,1.55586,505,1.40553,70,-2.5518
ENSG00000087274,ADD1,16,-4.6372,407,0.15600,707,1.11104,311,-0.3101,393,0.16520
ENSG00000163956,LRPAP1,16,-3.6369,407,1.36372,593,2.13784,169,-0.1703,79,-1.7766
ENSG00000072832,CRMP1,16,-3.7926,407,1.16361,932,3.00485,154,-0.5177,48,-2.7680
ENSG00000109501,WFS1,16,-3.4628,407,1.59639,164,-0.0005,312,1.34795,67,-1.8427
ENSG00000074211,PPP2R2C,16,-4.0600,407,0.83182,1027,2.76458,157,-0.8001,117,-1.5868
ENSG00000179010,MRFAP1,16,-4.6528,407,0.13847,623,0.86275,410,0.17628,374,0.00229
ENSG00000038219,BOD1L1,16,-3.3339,407,1.77541,233,0.73000,106,-0.6155,121,-0.5133
ENSG00000151552,QDPR,16,-5.2079,407,-0.4770,248,-1.2386,345,-0.8120,894,1.71298
ENSG00000168214,RBPJ,16,-3.7187,407,1.25789,261,0.47310,104,-1.0889,218,0.28842
ENSG00000163682,RPL9,212,-3.1650,410,-2.1946,716,-1.3619,870,-1.1689,3090,2.32692
ENSG00000154277,UCHL1,16,-6.1281,3911,2.52948,3979,2.57258,428,-1.4971,141,-3.6310
ENSG00000064042,LIMCH1,16,-4.0199,407,0.88043,91,-1.5054,238,-0.0260,295,0.57651
ENSG00000124406,ATP8A1,16,-5.3145,4050,4.68182,468,-0.3705,69,-3.4157,159,-2.5490
ENSG00000109180,OCIAD1,16,-4.1092,407,0.77159,806,2.09748,183,-0.5971,179,-0.8353
ENSG00000171476,HOPX,16,-4.0531,407,0.84010,1,-7.6956,541,1.72762,179,-0.7464
ENSG00000163453,IGFBP7,61,-4.4321,407,-1.6670,35,-5.2520,301,-2.2643,2410,3.44397
ENSG00000018189,RUFY3,16,-3.9379,407,0.98099,416,1.02219,160,-0.6283,223,-0.0521
ENSG00000132466,ANKRD17,16,-2.8562,407,2.50557,1,-6.6210,138,0.46570,69,-1.0144
ENSG00000138760,SCARB2,16,-3.9035,407,1.02366,247,0.17097,157,-0.6146,255,0.37072
ENSG00000118816,CCNI,16,-4.8244,407,-0.0552,121,-1.9179,236,-1.0000,692,1.76568
ENSG00000152795,HNRNPDL,16,-4.6369,407,0.15655,865,1.49043,265,-0.5912,377,0.05204
ENSG00000145293,ENOPH1,220,0.32107,407,1.41237,315,0.94316,100,-1.0196,121,-0.9142
ENSG00000145284,SCD5,16,-5.1129,407,-0.3727,966,1.08031,657,0.47693,479,-0.1746
ENSG00000109339,MAPK10,16,-3.4162,407,1.65986,547,2.29817,181,0.23837,26,-3.3559
ENSG00000152583,SPARCL1,16,-6.4368,407,-1.7745,556,-1.3051,2535,1.45429,1374,0.18355
ENSG00000118785,SPP1,16,-7.8642,407,-3.2328,23,-7.3937,112,-5.2904,7588,5.81998
ENSG00000163644,PPM1K,16,-3.2757,407,1.85707,139,-0.0587,205,0.68702,82,-1.2373
ENSG00000138814,PPP3CA,16,-5.0144,407,-0.2645,2874,3.99147,423,-0.2275,43,-4.2486
ENSG00000109332,UBE2D3,16,-4.2317,407,0.62567,397,0.58600,160,-0.9630,343,0.58748
ENSG00000109475,RPL34,2219,-0.9967,7365,0.96019,1073,-2.0909,1506,-1.7158,5995,1.13265
ENSG00000145362,ANK2,16,-4.8000,407,-0.0266,1956,3.14533,359,-0.2576,156,-1.9843
ENSG00000269893,SNHG8,16,-4.1434,407,0.73074,1,-7.8956,113,-1.4288,429,1.71837
ENSG00000164096,C4orf3,16,-5.1768,407,-0.4425,393,-0.4942,285,-1.0919,861,1.63213
ENSG00000153130,SCOC,16,-3.7352,407,1.23665,552,1.83909,160,-0.3864,122,-1.0783
ENSG00000153147,SMARCA5,16,-3.1971,407,1.97111,1,-6.9572,169,0.39817,118,-0.3652
ENSG00000145425,RPS3A,16,-6.6314,3774,1.67761,312,-2.3660,636,-1.4235,1959,0.86586
ENSG00000109670,FBXW7,300,-0.2381,407,0.25521,1799,3.43018,213,-0.8571,50,-3.5455
ENSG00000109654,TRIM2,16,-4.3752,407,0.45701,565,1.03082,217,-0.6214,338,0.24967
ENSG00000164114,MAP9,16,-3.0125,407,2.25146,1,-6.7752,286,1.95228,23,-3.0990
ENSG00000061918,GUCY1B1,16,-3.2029,407,1.96352,1,-6.9622,373,2.40247,17,-3.7484
ENSG00000120251,GRIA2,16,-4.5165,407,0.29386,1336,2.63041,259,-0.4866,196,-1.2171
ENSG00000164124,TMEM144,16,-5.4589,3724,3.79555,97,-2.8924,34,-4.5708,490,-0.6720
ENSG00000109472,CPE,16,-5.5747,407,-0.8706,636,-0.1691,2164,2.89775,243,-2.1479
ENSG00000164106,SCRG1,16,-3.3887,407,1.69813,1,-7.1469,387,2.09196,52,-2.1850
ENSG00000150625,GPM6A,16,-6.5810,407,-1.9237,7152,3.35007,2239,0.91984,177,-3.7656
ENSG00000151729,SLC25A4,16,-3.7155,407,1.26184,480,1.58183,184,-0.1168,123,-1.0469
ENSG00000171368,TPPP,16,-5.8384,3726,2.93185,1569,1.05046,302,-1.7286,428,-1.4655
ENSG00000145494,NDUFS6,16,-4.5823,407,0.21789,1,-8.3322,272,-0.4797,559,1.52686
ENSG00000145495,MARCH6,16,-3.4245,407,1.64841,7,-4.6519,324,1.51030,91,-1.2377
ENSG00000169862,CTNND2,16,-4.0748,407,0.81346,609,1.56163,269,0.13070,172,-0.8681
ENSG00000145555,MYO10,16,-4.0555,407,0.83657,1,-7.8084,223,-0.1853,339,0.95925
ENSG00000176788,BASP1,16,-6.0039,3787,2.66695,3301,2.32885,531,-1.0106,97,-4.0668
ENSG00000056097,ZFR,16,-3.2335,407,1.91865,171,0.32022,159,0.23503,88,-1.0455
ENSG00000113387,SUB1,16,-3.9915,407,0.91562,648,1.80318,171,-0.5720,179,-0.6578
ENSG00000079215,SLC1A3,16,-4.9893,407,-0.2365,1,-8.7368,1784,4.21149,62,-3.6795
ENSG00000145592,RPL37,3124,-0.3791,407,-3.4351,527,-3.0561,2040,-1.1433,6873,2.07785
ENSG00000250722,SELENOP,16,-4.7489,407,0.02920,154,-1.4830,90,-2.4363,710,2.22735
ENSG00000134352,IL6ST,16,-3.8241,407,1.12375,49,-2.2241,222,0.09775,245,0.41985
ENSG00000112851,ERBIN,16,-3.9885,407,0.91912,1,-7.7410,142,-0.8914,355,1.32379
ENSG00000145675,PIK3R1,16,-3.9216,407,1.00182,486,1.33099,210,-0.1276,175,-0.6024
ENSG00000131711,MAP1B,560,-1.8393,407,-2.3153,5668,2.05011,2618,0.68747,1186,-1.0013
ENSG00000145741,BTF3,16,-3.9445,407,0.97352,1,-7.6972,117,-1.1527,351,1.41200
ENSG00000171617,ENC1,16,-5.3204,407,-0.5973,3983,4.56044,445,-0.5113,9,-6.8707
ENSG00000164346,NSA2,16,-3.6475,407,1.34779,1,-7.4043,111,-0.9074,259,1.00277
ENSG00000171530,TBCA,16,-3.6858,407,1.29924,1,-7.4413,262,0.60820,195,0.03832
ENSG00000186468,RPS23,611,-2.4017,407,-3.0006,688,-2.2259,1107,-1.6455,5637,2.84498
ENSG00000164176,EDIL3,1265,1.27347,407,-0.6322,590,-0.0420,163,-2.1669,716,0.46765
ENSG00000127184,COX7C,275,-1.8287,407,-1.2413,545,-0.7924,736,-0.3645,1351,1.32320
ENSG00000081189,MEF2C,16,-3.8570,407,1.08217,917,2.83654,292,0.58911,4,-6.3269
ENSG00000164292,RHOBTB3,16,-3.0772,407,2.15147,1,-6.8394,205,0.98311,75,-1.1400
ENSG00000198961,PJA2,16,-4.2193,407,0.64010,1142,2.75480,224,-0.3821,120,-1.7432
ENSG00000134982,APC,16,-3.3197,407,1.79411,1,-6.6035,167,0.21302,146,-0.0543
ENSG00000129625,REEP5,16,-3.7180,407,1.25856,478,1.56940,210,0.13363,111,-1.2543
ENSG00000164241,C5orf63,16,-5.5748,407,-0.8707,355,-1.0773,2069,2.70414,360,-1.4467
ENSG00000169567,HINT1,16,-4.4451,407,0.37562,610,1.08162,296,-0.1661,322,-0.0108
ENSG00000131437,KIF3A,16,-4.0206,407,0.87957,1058,2.91923,170,-0.6247,88,-2.0380
ENSG00000164402,SEPTIN8,16,-4.4403,407,0.38236,156,-1.1350,262,-0.3750,450,1.02689
ENSG00000164405,UQCRQ,16,-4.2334,407,0.62414,1,-7.9842,363,0.50394,342,0.57082
ENSG00000113558,SKP1,16,-4.9126,407,-0.1522,789,0.96418,456,0.03893,474,0.15891
ENSG00000113575,PPP2CA,16,-4.2868,407,0.56110,1328,3.04696,205,-0.6112,112,-1.9429
ENSG00000152377,SPOCK1,16,-4.5595,407,0.24487,791,1.42193,446,0.46743,261,-0.6890
ENSG00000132563,REEP2,16,-3.3809,407,1.70572,526,2.25966,187,0.34698,20,-3.7127
ENSG00000113013,HSPA9,16,-3.5085,407,1.53463,254,0.67002,245,0.72669,90,-1.3700
ENSG00000044115,CTNNA1,336,0.48877,407,0.81976,1,-7.8220,196,-0.4335,278,0.29216
ENSG00000171604,CXXC5,16,-4.3745,407,0.45833,947,2.04939,246,-0.4016,228,-0.7087
ENSG00000131495,NDUFA2,16,-3.6021,407,1.40919,359,1.17656,160,-0.2295,132,-0.7369
ENSG00000131507,NDFIP1,50,-3.0881,407,0.08111,1769,3.04334,323,-0.3248,152,-1.9103
ENSG00000113578,FGF1,684,-1.3073,10363,4.41660,87,-4.3395,132,-3.9175,711,-1.6804
ENSG00000113712,CSNK1A1,16,-3.7430,407,1.22609,407,1.22789,133,-0.7191,175,-0.3226
ENSG00000070808,CAMK2A,16,-4.4152,407,0.41128,1776,3.71907,313,-0.0227,7,-6.3013
ENSG00000019582,CD74,870,0.92910,407,-0.3394,1,-8.8233,83,-2.8912,770,1.41258
ENSG00000164587,RPS14,16,-7.0047,407,-2.3588,366,-2.5131,1244,-0.7474,3458,2.39865
ENSG00000171992,SYNPO,16,-4.3188,407,0.52314,1548,3.46123,255,-0.2704,47,-3.3936
ENSG00000113140,SPARC,929,0.60439,407,-0.7329,1,-9.1923,296,-1.3325,972,1.33226
ENSG00000177556,ATOX1,832,2.10131,407,0.71918,1,-7.9049,187,-0.6146,192,-0.7493
ENSG00000155506,LARP1,16,-4.0737,407,0.81504,933,2.49569,292,0.29074,78,-2.2984
ENSG00000055163,CYFIP2,16,-4.1624,407,0.70812,1177,2.94432,355,0.55696,22,-4.3721
ENSG00000164609,SLU7,16,-3.5491,407,1.47904,240,0.52464,211,0.35852,122,-0.8290
ENSG00000145864,GABRB2,16,-3.5950,407,1.41822,739,2.73790,203,0.22647,13,-4.5016
ENSG00000022355,GABRA1,16,-5.3125,4012,4.63223,974,0.84754,142,-2.3368,4,-7.7839
ENSG00000181163,NPM1,16,-3.9093,407,1.01691,35,-2.8005,114,-1.1539,331,1.26893
ENSG00000120129,DUSP1,16,-4.5349,407,0.27318,1,-8.2841,150,-1.4086,593,2.03144
ENSG00000170091,NSG2,16,-5.3414,4042,4.55854,1053,0.95086,131,-2.4824,9,-6.7995
ENSG00000145920,CPLX2,16,-5.1565,407,-0.4201,2573,3.23135,831,0.90890,26,-5.1583
ENSG00000175416,CLTB,16,-4.0278,407,0.87108,458,1.08327,231,-0.0884,210,-0.3531
ENSG00000074317,SNCB,16,-4.7224,407,0.05984,2320,3.93892,378,-0.0675,7,-6.5298
ENSG00000169045,HNRNPH1,16,-3.5350,407,1.49877,15,-3.6649,102,-0.9203,229,0.83133
ENSG00000127022,CANX,16,-4.9414,407,-0.1840,1082,1.51777,393,-0.2704,453,-0.0158
ENSG00000161011,SQSTM1,16,-3.9405,407,0.97687,599,1.71365,230,0.01538,144,-1.0432
ENSG00000113269,RNF130,16,-4.0291,407,0.86679,333,0.51966,95,-1.5863,311,0.71631
ENSG00000204628,RACK1,147,-2.1770,407,-0.6378,463,-0.4353,362,-0.9031,932,1.42002
ENSG00000137267,TUBB2A,16,-4.9602,407,-0.2052,2601,3.73770,378,-0.3603,94,-2.9981
ENSG00000137285,TUBB2B,16,-4.4764,407,0.34059,1,-8.2259,1114,3.37706,81,-2.7042
ENSG00000204681,GABBR1,16,-3.7253,407,1.24941,554,1.86050,319,0.97186,40,-3.0124
ENSG00000206503,HLA-A,16,-4.7138,407,0.07024,22,-4.3082,347,-0.2119,592,1.37711
ENSG00000204592,HLA-E,16,-5.3020,407,-0.5783,1,-9.0491,187,-1.9005,1117,2.80495
ENSG00000196230,TUBB,16,-5.2060,407,-0.4740,1114,1.22440,238,-1.4149,728,0.85439
ENSG00000137312,FLOT1,1072,1.98493,407,0.20068,502,0.55502,122,-1.8084,253,-0.8135
ENSG00000204580,DDR1,16,-3.6723,407,1.31735,4,-5.4511,223,0.30850,209,0.25591
ENSG00000204525,HLA-C,16,-5.7961,407,-1.1055,116,-2.9741,302,-1.6829,1567,2.77393
ENSG00000234745,HLA-B,253,-1.7433,407,-1.0272,71,-3.5982,249,-1.9073,1453,2.56130
ENSG00000204469,PRRC2A,16,-3.7609,407,1.20270,417,1.24917,212,0.09236,138,-0.8670
ENSG00000204387,SNHG32,16,-3.5334,407,1.50004,1,-7.2903,86,-1.1985,240,1.00744
ENSG00000204310,AGPAT1,16,-3.3654,407,1.72897,1,-7.1242,165,0.12499,158,0.07082
ENSG00000231500,RPS18,191,-3.6067,407,-2.5005,365,-2.6587,1125,-1.0746,3905,2.60307
ENSG00000231925,TAPBP,16,-4.1400,407,0.73557,1,-7.8914,248,-0.1031,360,0.96756
ENSG00000112514,CUTA,334,0.63492,407,0.98212,80,-1.6116,243,0.11786,186,-0.4865
ENSG00000186577,SMIM29,16,-3.7647,407,1.19890,295,0.62743,243,0.34604,155,-0.6372
ENSG00000272325,NUDT3,16,-3.7947,407,1.16047,83,-1.4113,369,1.19848,154,-0.6882
ENSG00000124614,RPS10,17,-5.7724,407,-1.1870,125,-2.9438,529,-0.8677,1553,2.27118
ENSG00000198755,RPL10A,16,-5.7970,407,-1.1067,259,-1.7836,349,-1.4596,1509,2.44933
ENSG00000112081,SRSF3,16,-4.0400,407,0.85600,262,0.10843,183,-0.5152,288,0.45243
ENSG00000137409,MTCH1,16,-4.7968,407,-0.0230,1704,2.76016,420,0.03382,186,-1.6677
ENSG00000146122,DAAM2,16,-4.1892,407,0.67610,1,-7.9409,134,-1.2119,437,1.65891
ENSG00000124702,KLHDC3,336,0.61354,407,0.94482,662,1.88272,265,0.24282,40,-3.2550
ENSG00000112715,VEGFA,318,0.63310,407,1.06699,260,0.29012,347,0.94330,70,-2.2623
ENSG00000137216,TMEM63B,16,-3.8305,407,1.11582,846,2.67234,253,0.33647,33,-3.4197
ENSG00000096384,HSP90AB1,410,-1.9552,407,-1.9682,7093,3.22768,1548,0.10858,535,-2.0390
ENSG00000170915,PAQR8,16,-4.6741,407,0.11412,131,-1.6453,319,-0.3114,555,1.21747
ENSG00000151914,DST,16,-4.4286,407,0.39450,307,-0.0676,206,-0.7748,435,0.92765
ENSG00000156508,EEF1A1,1576,-1.7694,2875,-0.8582,2751,-0.9259,2216,-1.3716,8235,1.82316
ENSG00000112695,COX7A2,16,-4.3790,407,0.45268,123,-1.4356,357,0.27016,381,0.59697
ENSG00000112697,TMEM30A,16,-4.1968,407,0.66755,749,1.81217,153,-0.9966,244,-0.2794
ENSG00000196586,MYO6,16,-3.4149,407,1.66182,1,-7.1726,102,-0.7728,201,0.67492
ENSG00000203875,SNHG5,475,1.42718,407,1.13338,1,-7.5703,46,-2.4757,228,0.22784
ENSG00000132424,PNISR,16,-3.8084,407,1.14343,257,0.34530,192,-0.1483,203,-0.0683
ENSG00000112320,SOBP,16,-3.0885,407,2.13490,113,-0.1884,242,1.35708,31,-2.6997
ENSG00000112335,SNX3,16,-4.2437,407,0.61015,48,-2.6939,301,0.12293,366,0.76963
ENSG00000155111,CDK19,16,-3.4508,407,1.61280,1,-7.2073,65,-1.5383,228,1.03875
ENSG00000010810,FYN,16,-3.5363,407,1.49611,334,1.12252,230,0.55490,85,-1.5118
ENSG00000277443,MARCKS,16,-4.2195,407,0.63989,612,1.37969,398,0.71331,165,-1.1434
ENSG00000189241,TSPYL1,250,-1.7897,407,-1.0575,5321,4.51313,584,-0.5556,9,-7.2688
ENSG00000152661,GJA1,16,-4.2198,407,0.63873,1,-7.9724,936,3.38671,50,-3.1888
ENSG00000111897,SERINC1,16,-6.4426,7370,3.80249,1121,-0.2230,342,-2.1853,600,-1.6145
ENSG00000111906,HDDC2,419,1.16977,407,1.11656,48,-2.2507,132,-0.8238,192,-0.2468
ENSG00000111911,HINT3,626,0.87757,407,0.14516,1,-8.3955,157,-1.4663,500,0.89310
ENSG00000079819,EPB41L2,16,-3.4835,407,1.56801,111,-0.6412,116,-0.6412,184,0.26142
ENSG00000112306,RPS12,50,-6.1153,407,-3.0994,693,-2.3157,1324,-1.4694,6130,3.01165
ENSG00000092820,EZR,16,-3.2196,407,1.93868,47,-1.6819,287,1.55935,52,-1.9844
ENSG00000112096,SOD2,16,-3.9915,407,0.91548,969,2.73468,172,-0.5625,98,-1.8158
ENSG00000112531,QKI,16,-6.3004,3135,1.76676,27,-5.5803,878,-0.5096,1392,0.49668
ENSG00000176381,PRR18,16,-3.8391,407,1.10456,1,-7.5933,26,-3.3430,361,1.91814
ENSG00000188191,PRKAR1B,16,-5.0603,407,-0.3146,3044,4.10756,325,-0.7420,84,-3.2815
ENSG00000105963,ADAP1,244,0.31074,407,1.20524,176,-0.2227,231,0.25383,132,-0.9616
ENSG00000146540,C7orf50,16,-3.4562,407,1.60533,1,-7.2129,304,1.29147,111,-0.8948
ENSG00000164880,INTS1,16,-3.4085,407,1.67033,210,0.46693,219,0.63222,89,-1.2668
ENSG00000075624,ACTB,1314,-1.2661,407,-3.0085,4726,0.78845,2153,-0.5657,3965,0.88249
ENSG00000075618,FSCN1,16,-4.2219,407,0.63757,860,2.07018,141,-1.1612,233,-0.4271
ENSG00000136238,RAC1,16,-5.5627,407,-0.8574,1486,1.30203,397,-0.9872,900,0.73594
ENSG00000189043,NDUFA4,252,-1.4254,407,-0.6970,206,-1.7301,1069,1.07722,670,0.15741
ENSG00000136237,RAPGEF5,16,-3.9621,407,0.95160,346,0.67000,38,-2.8888,310,0.87284
ENSG00000196683,TOMM7,16,-5.3326,407,-0.6110,416,-0.5754,610,0.03943,829,1.00913
ENSG00000172115,CYCS,16,-3.6838,407,1.30237,219,0.21601,162,-0.3002,189,-0.0282
ENSG00000122566,HNRNPA2B1,16,-4.7255,407,0.05648,401,0.03322,365,-0.1359,495,0.67272
ENSG00000106052,TAX1BP1,16,-3.5019,407,1.54216,365,1.33363,153,-0.1801,107,-1.0317
ENSG00000136193,SCRN1,16,-3.5147,407,1.52568,313,1.03209,212,0.41421,94,-1.3002
ENSG00000180354,MTURN,16,-7.4958,3634,0.51028,2214,-0.3013,632,-2.3634,4229,1.56828
ENSG00000122545,SEPTIN7,799,-0.1436,407,-1.1945,1349,0.72901,512,-0.9303,1070,0.57973
ENSG00000011426,ANLN,16,-3.7175,407,1.25920,1,-7.4726,26,-3.1882,322,1.75095
ENSG00000058404,CAMK2B,17,-5.6323,407,-0.9760,4643,4.09781,853,0.22684,9,-7.1509
ENSG00000015676,NUDCD3,16,-4.1642,407,0.70615,1005,2.52513,207,-0.4528,139,-1.4006
ENSG00000196262,PPIA,395,-1.5567,407,-1.5118,1668,0.73355,674,-0.8218,1468,0.94323
ENSG00000105968,H2AFV,242,-0.3732,407,0.47455,304,-0.0040,201,-0.7350,348,0.36036
ENSG00000164742,ADCY1,16,-4.2714,407,0.57909,1585,3.66268,271,-0.1079,8,-5.8376
ENSG00000106078,COBL,16,-3.4834,407,1.56809,1,-7.2404,113,-0.6814,213,0.70791
ENSG00000106153,CHCHD2,16,-4.4380,407,0.38423,1,-8.1883,459,0.69573,389,0.53704
ENSG00000126524,SBDS,16,-3.5540,407,1.47272,174,-0.0148,134,-0.4770,178,0.04110
ENSG00000106089,STX1A,16,-4.1550,407,0.71719,1658,4.18419,130,-1.2195,11,-5.3781
ENSG00000106682,EIF4H,16,-3.7020,407,1.27958,250,0.41651,218,0.22296,159,-0.4793
ENSG00000106665,CLIP2,16,-3.9844,407,0.92380,477,1.21322,216,-0.1581,197,-0.4339
ENSG00000263001,GTF2I,16,-5.3742,407,-0.6555,1113,1.00952,449,-0.5596,775,0.67013
ENSG00000005486,RHBDD2,16,-5.1650,407,-0.4293,2536,3.16850,545,0.04532,185,-2.1278
ENSG00000106211,HSPB1,16,-4.4402,407,0.38075,1,-8.1909,399,0.40750,421,0.78200
ENSG00000170027,YWHAG,16,-4.6795,407,0.10867,2132,3.72035,271,-0.5993,81,-2.9230
ENSG00000186472,PCLO,16,-3.4422,407,1.62444,706,2.90080,154,-0.0927,5,-5.5916
ENSG00000198822,GRM3,16,-3.6837,407,1.30262,259,0.49727,183,-0.0779,169,-0.3132
ENSG00000075142,SRI,16,-3.3621,407,1.73517,1,-7.1204,409,2.34015,35,-2.8171
ENSG00000105854,PON2,16,-5.5238,4017,3.91934,1,-9.2700,381,-1.0104,335,-1.5145
ENSG00000166448,TMEM130,16,-4.0367,407,0.86059,1494,4.08092,131,-1.0709,4,-6.5063
ENSG00000241468,ATP5MF,16,-4.1747,407,0.69380,142,-1.0007,337,0.43781,294,0.24757
ENSG00000106261,ZKSCAN1,16,-5.2195,3862,4.79246,93,-2.7115,109,-2.6328,196,-2.0930
ENSG00000188186,LAMTOR4,16,-3.7733,407,1.18773,1,-7.5275,212,0.07431,246,0.53802
ENSG00000166925,TSC22D4,16,-5.1027,407,-0.3614,198,-1.4678,758,0.78961,612,0.51765
ENSG00000172354,GNB2,19,-4.2730,407,0.30775,1025,2.02657,263,-0.4422,264,-0.5813
ENSG00000106400,ZNHIT1,16,-3.7157,407,1.26181,325,0.85614,127,-0.7637,190,-0.0764
ENSG00000214253,FIS1,16,-4.4259,407,0.39822,346,0.13249,137,-1.4411,458,1.13368
ENSG00000267368,UPK3BL1,16,-3.6807,407,1.30631,413,1.33401,188,-0.0258,127,-0.9318
ENSG00000135250,SRPK2,16,-4.0573,407,0.83528,936,2.53236,208,-0.3110,113,-1.6482
ENSG00000091129,NRCAM,16,-3.6652,407,1.32654,632,2.23794,255,0.58241,34,-3.1820
ENSG00000106278,PTPRZ1,16,-3.9078,407,1.01789,1,-7.6618,592,2.31789,101,-1.6639
ENSG00000128609,NDUFA5,588,1.72581,407,1.02169,406,1.02105,231,0.06450,36,-3.3515
ENSG00000170775,GPR37,16,-4.2161,407,0.64464,18,-4.0804,25,-3.7963,499,2.34330
ENSG00000128524,ATP6V1F,571,0.93774,407,0.35155,565,0.91664,177,-1.0670,265,-0.5185
ENSG00000286214,AUXG01000058.1,695,1.51790,407,0.54489,1102,2.52037,134,-1.3291,41,-3.5871
ENSG00000105887,MTPN,16,-4.8417,407,-0.0737,1732,2.72071,342,-0.3913,248,-1.1955
ENSG00000105894,PTN,16,-4.5153,407,0.29482,95,-1.9495,742,1.72026,264,-0.6007
ENSG00000064393,HIPK2,547,-0.7502,407,-1.2060,221,-2.1164,361,-1.5065,1505,1.98524
ENSG00000090266,NDUFB2,16,-3.9801,407,0.92930,63,-2.0180,322,0.61745,246,0.12064
ENSG00000270672,MTRNR2L6,16,-3.9509,407,0.96516,104,-1.2342,484,1.61596,144,-1.0515
