Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to9,Feature log2 fold change topic 2to9
ENSG00000188976,NOC2L,37,-0.3802,48,0.38020
ENSG00000188290,HES4,4,-4.5579,99,4.55796
ENSG00000187608,ISG15,74,0.61131,48,-0.6113
ENSG00000188157,AGRN,97,1.56091,32,-1.5609
ENSG00000078808,SDF4,370,1.95692,95,-1.9569
ENSG00000176022,B3GALT6,13,-1.2794,33,1.27940
ENSG00000160087,UBE2J2,51,0.03017,50,-0.0301
ENSG00000131584,ACAP3,3,-5.3593,126,5.35932
ENSG00000127054,INTS11,3,-4.5354,71,4.53548
ENSG00000224051,CPTP,3,-3.7133,43,3.71330
ENSG00000107404,DVL1,3,-4.1943,56,4.19436
ENSG00000175756,AURKAIP1,246,1.16863,109,-1.1686
ENSG00000221978,CCNL2,82,0.54099,56,-0.5409
ENSG00000242485,MRPL20,88,-0.5173,126,0.51739
ENSG00000235098,ANKRD65,3,-3.2885,30,3.28855
ENSG00000179403,VWA1,66,-0.7917,114,0.79171
ENSG00000205090,TMEM240,3,-4.0147,49,4.01473
ENSG00000160075,SSU72,150,0.22300,129,-0.2230
ENSG00000228594,FNDC10,3,-3.4200,32,3.42001
ENSG00000272106,AL691432.2,3,-2.9574,23,2.95749
ENSG00000197530,MIB2,40,0.30743,32,-0.3074
ENSG00000215790,SLC35E2A,3,-3.2246,28,3.22464
ENSG00000008130,NADK,3,-3.1101,26,3.11011
ENSG00000078369,GNB1,430,0.69256,266,-0.6925
ENSG00000187730,GABRD,3,-4.0948,52,4.09488
ENSG00000067606,PRKCZ,3,-4.9624,105,4.96247
ENSG00000162585,FAAP20,303,1.95352,78,-1.9535
ENSG00000157933,SKI,91,0.66698,57,-0.6669
ENSG00000157916,RER1,144,0.98035,73,-0.9803
ENSG00000157911,PEX10,14,-1.1410,32,1.14100
ENSG00000197921,HES5,3,-3.1013,26,3.10136
ENSG00000157870,PRXL2B,19,-1.7994,68,1.79947
ENSG00000177133,PRDM16-DT,53,0.82611,29,-0.8261
ENSG00000158109,TPRG1L,320,1.84708,88,-1.8470
ENSG00000130764,LRRC47,3,-4.1484,54,4.14846
ENSG00000069424,KCNAB2,3,-5.3581,126,5.35813
ENSG00000116254,CHD5,3,-5.6802,158,5.68025
ENSG00000116251,RPL22,845,0.38191,649,-0.3819
ENSG00000116237,ICMT,98,1.60992,32,-1.6099
ENSG00000097021,ACOT7,157,1.30467,63,-1.3046
ENSG00000215788,TNFRSF25,3,-3.1827,27,3.18277
ENSG00000171680,PLEKHG5,3,-3.2177,28,3.21779
ENSG00000162408,NOL9,70,1.16779,31,-1.1677
ENSG00000162413,KLHL21,135,1.70200,41,-1.7020
ENSG00000007923,DNAJC11,3,-3.4924,34,3.49244
ENSG00000171735,CAMTA1,97,-0.8039,170,0.80393
ENSG00000049245,VAMP3,278,1.60196,91,-1.6019
ENSG00000049246,PER3,163,1.91858,43,-1.9185
ENSG00000116288,PARK7,48,-2.1243,209,2.12435
ENSG00000142599,RERE,3,-5.0385,101,5.03851
ENSG00000074800,ENO1,1706,1.78442,495,-1.7844
ENSG00000171612,SLC25A33,36,-0.2986,44,0.29862
ENSG00000171603,CLSTN1,293,-0.3986,387,0.39865
ENSG00000178585,CTNNBIP1,3,-3.3205,30,3.32055
ENSG00000162441,LZIC,10,-1.9617,38,1.96174
ENSG00000130939,UBE4B,3,-3.3014,30,3.30146
ENSG00000054523,KIF1B,422,0.63108,272,-0.6310
ENSG00000142657,PGD,72,0.72592,44,-0.7259
ENSG00000160049,DFFA,3,-3.2038,28,3.20387
ENSG00000120948,TARDBP,58,-0.3182,73,0.31821
ENSG00000116649,SRM,139,0.69500,85,-0.6950
ENSG00000171824,EXOSC10,20,-0.1497,23,0.14978
ENSG00000198793,MTOR,3,-3.2440,29,3.24401
ENSG00000116661,FBXO2,389,0.81607,221,-0.8160
ENSG00000132879,FBXO44,3,-5.2730,119,5.27306
ENSG00000116670,MAD2L2,3,-3.0241,25,3.02417
ENSG00000011021,CLCN6,45,-0.6640,71,0.66406
ENSG00000116685,KIAA2013,3,-3.8521,44,3.85215
ENSG00000116688,MFN2,44,-0.6277,68,0.62779
ENSG00000048707,VPS13D,3,-3.4075,32,3.40756
ENSG00000162496,DHRS3,369,2.87895,50,-2.8789
ENSG00000116731,PRDM2,3,-3.9640,48,3.96405
ENSG00000189337,KAZN,96,0.74720,57,-0.7472
ENSG00000142634,EFHD2,57,-1.2301,134,1.23015
